井名	深度	GR	SP	SH	AT90	AC	PERM	POR	SW	RT	DEN	解释结论	层位
地207-42	2404.250	59.257	65.471	8.974	6.691	242.276	3.655	13.618	60.711	6.918	2.434		chang3
地207-42	2404.375	57.233	66.042	8.786	6.470	245.853	5.214	14.539	58.714	6.570	2.425		chang3
地207-42	2404.500	57.590	66.712	9.309	6.305	248.940	7.150	15.380	56.613	6.383	2.424		chang3
地207-42	2404.625	60.615	67.479	10.846	6.039	251.437	9.072	16.083	55.308	6.168	2.434		chang3
地207-42	2404.750	67.653	68.325	17.778	5.786	253.435	5.201	8.572	76.538	5.907	2.458		chang3
地207-42	2404.875	78.440	69.239	29.882	5.763	254.997	0.010	0.100	99.900	5.769	2.494		chang3
地207-42	2405.000	92.014	70.212	40.002	6.117	255.542	0.010	0.100	99.900	5.940	2.536		chang3
地207-42	2405.125	98.977	71.228	44.549	6.895	254.312	0.010	0.100	99.900	6.514	2.575		chang3
地207-42	2405.250	99.417	72.267	43.994	8.325	250.774	0.010	0.100	99.900	7.628	2.601		chang3
地207-42	2405.375	97.151	73.312	41.492	10.478	245.328	0.010	0.100	99.900	9.433	2.607		chang3
地207-42	2405.500	94.588	74.348	39.586	13.000	239.893	0.010	0.100	99.900	11.786	2.592		chang3
地207-42	2405.625	94.622	75.358	41.548	14.855	237.110	0.010	0.100	99.900	13.981	2.567		chang3
地207-42	2405.750	99.906	76.329	47.355	15.032	238.834	0.010	0.100	99.900	14.981	2.539		chang3
地207-42	2405.875	105.490	77.251	52.047	13.570	245.554	0.010	0.100	99.900	14.302	2.515		chang3
地207-42	2406.000	108.104	78.109	55.778	11.377	256.166	0.010	0.100	99.900	12.440	2.500		chang3
地207-42	2406.125	112.484	78.893	61.553	9.567	266.667	0.010	0.100	99.900	10.424	2.498		chang4+5
地207-42	2406.250	116.931	79.604	64.940	8.576	273.388	0.010	0.100	99.900	9.034	2.507		chang4+5
地207-42	2406.375	115.691	80.240	60.641	8.396	273.701	0.010	0.100	99.900	8.466	2.523		chang4+5
地207-42	2406.500	108.390	80.793	51.565	8.953	266.516	0.010	0.100	99.900	8.672	2.542		chang4+5
地207-42	2406.625	100.636	81.262	44.568	9.941	255.777	0.010	0.100	99.900	9.460	2.557		chang4+5
地207-42	2406.750	96.975	81.656	42.081	10.926	245.309	0.010	0.100	99.900	10.455	2.566		chang4+5
地207-42	2406.875	96.910	81.980	42.748	11.700	238.206	0.010	0.100	99.900	11.334	2.569		chang4+5
地207-42	2407.000	99.048	82.232	45.558	12.095	236.629	0.010	0.100	99.900	11.913	2.569		chang4+5
地207-42	2407.125	103.016	82.416	50.439	11.683	239.014	0.010	0.100	99.900	11.897	2.570		chang4+5
地207-42	2407.250	108.197	82.543	55.785	10.428	243.211	0.010	0.100	99.900	11.045	2.573		chang4+5
地207-42	2407.375	111.639	82.619	58.677	9.219	246.680	0.010	0.100	99.900	9.796	2.576		chang4+5
地207-42	2407.500	111.863	82.645	57.518	8.964	246.773	0.010	0.100	99.900	9.067	2.572		chang4+5
地207-42	2407.625	108.728	82.626	53.348	9.851	243.615	0.010	0.100	99.900	9.404	2.562		chang4+5
地207-42	2407.750	104.309	82.569	48.170	11.960	238.945	0.010	0.100	99.900	10.927	2.547		chang4+5
地207-42	2407.875	99.566	82.478	43.908	14.544	235.621	0.010	0.100	99.900	13.299	2.536		chang4+5
地207-42	2408.000	98.027	82.355	45.155	15.411	236.938	0.010	0.100	99.900	15.032	2.534		chang4+5
地207-42	2408.125	104.194	82.198	53.254	13.537	242.739	0.010	0.100	99.900	14.488	2.540		chang4+5
地207-42	2408.250	113.816	82.013	66.025	10.943	251.567	0.010	0.100	99.900	12.197	2.545		chang4+5
地207-42	2408.375	124.743	81.799	79.504	9.146	261.338	0.010	0.100	99.900	9.989	2.541		chang4+5
地207-42	2408.500	131.685	81.555	87.262	8.098	269.938	0.010	0.100	99.900	8.585	2.524		chang4+5
地207-42	2408.625	134.205	81.277	92.466	7.489	276.476	0.010	0.100	99.900	7.772	2.504		chang4+5
地207-42	2408.750	138.599	80.970	97.943	7.381	280.447	0.010	0.100	99.900	7.423	2.492		chang4+5
地207-42	2408.875	141.976	80.635	97.388	7.818	281.136	0.010	0.100	99.900	7.598	2.498		chang4+5
地207-42	2409.000	134.411	80.275	83.217	8.544	276.783	0.010	0.100	99.900	8.191	2.525		chang4+5
地207-42	2409.125	118.729	79.893	61.268	9.115	267.801	0.010	0.100	99.900	8.845	2.563		chang4+5
地207-42	2409.250	103.418	79.502	45.287	9.778	255.599	0.010	0.100	99.900	9.459	2.605		chang4+5
地207-42	2409.375	92.920	79.111	36.548	11.167	242.832	0.010	0.100	99.900	10.488	2.638		chang4+5
地207-42	2409.500	87.481	78.735	32.583	13.302	233.038	0.010	0.100	99.900	12.266	2.646		chang4+5
地207-42	2409.625	84.639	78.392	29.849	14.921	227.319	0.010	0.100	99.900	14.157	2.637		chang4+5
地207-42	2409.750	80.677	78.094	26.438	14.964	225.051	0.010	0.100	99.900	14.975	2.618		chang4+5
地207-42	2409.875	76.585	77.856	24.074	14.466	224.649	0.010	0.100	99.900	14.714	2.598		chang4+5
地207-42	2410.000	75.571	77.694	23.724	13.928	224.646	0.010	0.100	99.900	14.186	2.581		chang4+5
地207-42	2410.125	76.225	77.623	24.552	13.333	224.515	0.010	0.100	99.900	13.619	2.569		chang4+5
地207-42	2410.250	78.781	77.640	27.821	12.850	224.661	0.010	0.100	99.900	13.079	2.560		chang4+5
地207-42	2410.375	85.932	77.748	34.969	12.912	226.065	0.010	0.100	99.900	12.871	2.547		chang4+5
地207-42	2410.500	95.746	77.949	43.776	14.033	230.697	0.010	0.100	99.900	13.476	2.523		chang4+5
地207-42	2410.625	103.670	78.238	51.351	15.742	238.911	0.010	0.100	99.900	14.913	2.492		chang4+5
地207-42	2410.750	109.154	78.598	56.655	16.593	249.490	0.010	0.100	99.900	16.204	2.453		chang4+5
地207-42	2410.875	111.630	79.016	57.686	15.940	259.551	0.010	0.100	99.900	16.283	2.407		chang4+5
地207-42	2411.000	110.144	79.478	56.470	15.150	265.448	0.010	0.100	99.900	15.530	2.355		chang4+5
地207-42	2411.125	110.733	79.970	59.248	15.282	267.359	0.010	0.100	99.900	15.200	2.307		chang4+5
地207-42	2411.250	116.127	80.472	67.222	15.641	267.263	0.010	0.100	99.900	15.466	2.276		chang4+5
地207-42	2411.375	122.726	80.968	73.608	14.876	267.047	0.010	0.100	99.900	15.266	2.282		chang4+5
地207-42	2411.500	123.268	81.443	71.046	13.452	266.296	0.010	0.100	99.900	14.146	2.335		chang4+5
地207-42	2411.625	117.349	81.881	62.985	12.627	262.883	0.010	0.100	99.900	13.009	2.411		chang4+5
地207-42	2411.750	111.048	82.274	55.494	12.737	255.781	0.010	0.100	99.900	12.666	2.489		chang4+5
地207-42	2411.875	105.748	82.611	50.604	13.354	246.403	0.010	0.100	99.900	13.049	2.556		chang4+5
地207-42	2412.000	104.359	82.881	51.627	13.952	238.575	0.010	0.100	99.900	13.666	2.597		chang4+5
地207-42	2412.125	109.492	83.074	58.970	14.153	234.928	0.010	0.100	99.900	14.065	2.614		chang4+5
地207-42	2412.250	117.699	83.192	70.281	13.842	235.871	0.010	0.100	99.900	14.001	2.617		chang4+5
地207-42	2412.375	127.383	83.232	84.958	13.333	240.305	0.010	0.100	99.900	13.580	2.615		chang4+5
地207-42	2412.500	137.322	83.186	96.576	12.967	246.586	0.010	0.100	99.900	13.139	2.611		chang4+5
地207-42	2412.625	143.459	83.051	99.900	12.875	252.605	0.010	0.100	99.900	12.914	2.601		chang4+5
地207-42	2412.750	144.502	82.836	99.900	13.221	256.846	0.010	0.100	99.900	13.047	2.589		chang4+5
地207-42	2412.875	139.394	82.541	93.537	13.930	258.110	0.010	0.100	99.900	13.584	2.581		chang4+5
地207-42	2413.000	130.343	82.163	79.239	14.363	255.290	0.010	0.100	99.900	14.162	2.581		chang4+5
地207-42	2413.125	120.063	81.703	65.306	13.812	249.469	0.010	0.100	99.900	14.095	2.591		chang4+5
地207-42	2413.250	110.836	81.170	54.536	12.753	241.965	0.010	0.100	99.900	13.269	2.611		chang4+5
地207-42	2413.375	102.786	80.571	45.344	12.182	234.361	0.010	0.100	99.900	12.445	2.631		chang4+5
地207-42	2413.500	94.471	79.906	38.297	12.479	228.401	0.010	0.100	99.900	12.320	2.639		chang4+5
地207-42	2413.625	90.495	79.181	36.285	13.262	224.598	0.010	0.100	99.900	12.878	2.635		chang4+5
地207-42	2413.750	91.449	78.411	37.289	14.349	222.720	0.010	0.100	99.900	13.823	2.624		chang4+5
地207-42	2413.875	92.283	77.605	37.213	15.663	221.828	0.010	0.100	99.900	15.030	2.612		chang4+5
地207-42	2414.000	90.437	76.777	35.025	16.775	220.410	0.010	0.100	99.900	16.247	2.611		chang4+5
地207-42	2414.125	87.339	75.941	32.624	17.089	217.590	0.010	0.100	99.900	16.955	2.620		chang4+5
地207-42	2414.250	84.725	75.114	23.193	16.872	213.574	0.042	4.963	93.620	16.986	2.638		chang4+5
地207-42	2414.375	78.640	74.314	12.410	17.438	209.565	0.044	10.034	87.470	17.151	2.657		chang4+5
地207-42	2414.500	70.217	73.560	9.599	20.051	207.782	0.010	9.753	85.788	18.759	2.657		chang4+5
地207-42	2414.625	63.837	72.874	8.014	24.995	209.225	0.010	9.742	78.529	22.583	2.634		chang4+5
地207-42	2414.750	60.603	72.267	7.309	28.633	213.768	0.144	10.039	69.955	26.921	2.591		chang4+5
地207-42	2414.875	57.513	71.752	6.863	25.524	220.191	0.305	10.577	66.571	27.149	2.543		chang4+5
地207-42	2415.000	54.765	71.348	6.541	19.022	226.606	0.287	11.203	70.557	22.197	2.507		chang4+5
地207-42	2415.125	52.439	71.068	6.535	14.180	231.636	0.206	11.758	78.636	16.460	2.485		chang4+5
地207-42	2415.250	52.965	70.907	7.257	11.372	234.903	0.133	12.157	86.844	12.675	2.475		chang4+5
地207-42	2415.375	56.217	70.868	8.378	9.812	236.655	0.089	12.397	93.502	10.535	2.472		chang4+5
地207-42	2415.500	59.400	70.956	9.343	8.960	237.340	0.066	12.512	98.114	9.354	2.467		chang4+5
地207-42	2415.625	61.716	71.172	9.977	8.472	237.678	0.058	12.560	99.900	8.699	2.458		chang4+5
地207-42	2415.750	62.894	71.495	10.294	8.314	238.071	0.058	12.595	99.900	8.383	2.446		chang4+5
地207-42	2415.875	63.648	71.918	10.746	8.358	238.719	0.056	12.645	99.900	8.333	2.436		chang4+5
地207-42	2416.000	66.310	72.435	12.047	8.327	239.461	0.053	12.713	99.900	8.344	2.436		chang4+5
地207-42	2416.125	72.079	73.034	14.338	8.138	239.746	0.050	12.763	99.900	8.232	2.449		chang4+5
地207-42	2416.250	80.151	73.695	25.312	8.193	239.079	0.030	6.686	99.900	8.162	2.477		chang4+5
地207-42	2416.375	92.167	74.403	41.824	8.909	237.270	0.010	0.100	99.900	8.553	2.517		chang4+5
地207-42	2416.500	103.730	75.149	50.874	10.489	234.485	0.010	0.100	99.900	9.716	2.563		chang4+5
地207-42	2416.625	107.277	75.916	52.774	12.446	231.523	0.010	0.100	99.900	11.502	2.606		chang4+5
地207-42	2416.750	106.006	76.691	51.280	14.158	229.069	0.010	0.100	99.900	13.344	2.640		chang4+5
地207-42	2416.875	104.771	77.461	50.309	15.370	227.660	0.010	0.100	99.900	14.800	2.660		chang4+5
地207-42	2417.000	104.894	78.215	51.353	16.087	227.728	0.010	0.100	99.900	15.753	2.664		chang4+5
地207-42	2417.125	106.681	78.940	52.327	16.266	228.898	0.010	0.100	99.900	16.191	2.658		chang4+5
地207-42	2417.250	105.483	79.630	49.710	16.017	230.758	0.010	0.100	99.900	16.145	2.645		chang4+5
地207-42	2417.375	101.308	80.279	45.496	15.781	232.834	0.010	0.100	99.900	15.893	2.632		chang4+5
地207-42	2417.500	98.680	80.879	44.659	15.505	234.524	0.010	0.100	99.900	15.638	2.624		chang4+5
地207-42	2417.625	101.020	81.422	47.464	14.945	235.286	0.010	0.100	99.900	15.219	2.624		chang4+5
地207-42	2417.750	104.020	81.912	50.284	14.411	234.607	0.010	0.100	99.900	14.666	2.629		chang4+5
地207-42	2417.875	105.570	82.347	51.054	14.362	232.287	0.010	0.100	99.900	14.376	2.636		chang4+5
地207-42	2418.000	104.619	82.726	49.414	14.879	228.776	0.010	0.100	99.900	14.620	2.641	干层	chang4+5
地207-42	2418.125	102.742	83.048	48.455	15.783	225.565	0.010	0.100	99.900	15.343	2.638	干层	chang4+5
地207-42	2418.250	103.746	83.321	50.112	16.924	223.797	0.010	0.100	99.900	16.373	2.630	干层	chang4+5
地207-42	2418.375	106.151	83.548	52.971	17.557	223.904	0.010	0.100	99.900	17.264	2.620	干层	chang4+5
地207-42	2418.500	108.581	83.731	54.951	17.094	225.509	0.010	0.100	99.900	17.337	2.613	干层	chang4+5
地207-42	2418.625	109.201	83.873	55.737	16.276	227.316	0.010	0.100	99.900	16.673	2.610	干层	chang4+5
地207-42	2418.750	110.169	83.982	57.398	15.857	228.533	0.010	0.100	99.900	16.049	2.613	干层	chang4+5
地207-42	2418.875	112.377	84.062	60.397	15.594	228.861	0.010	0.100	99.900	15.717	2.622	干层	chang4+5
地207-42	2419.000	114.804	84.113	62.330	15.377	228.348	0.010	0.100	99.900	15.480	2.632	干层	chang4+5
地207-42	2419.125	114.423	84.138	60.541	15.481	227.500	0.010	0.100	99.900	15.424	2.639	干层	chang4+5
地207-42	2419.250	111.273	84.139	56.772	15.978	226.744	0.010	0.100	99.900	15.732	2.640	干层	chang4+5
地207-42	2419.375	108.638	84.117	54.577	16.445	226.479	0.010	0.100	99.900	16.222	2.640	干层	chang4+5
地207-42	2419.500	108.281	84.067	54.693	16.503	227.082	0.010	0.100	99.900	16.484	2.640	干层	chang4+5
地207-42	2419.625	109.533	83.987	57.163	16.348	228.324	0.010	0.100	99.900	16.426	2.641	干层	chang4+5
地207-42	2419.750	112.955	83.877	61.361	16.071	229.757	0.010	0.100	99.900	16.206	2.643	干层	chang4+5
地207-42	2419.875	115.272	83.735	61.414	15.564	230.790	0.010	0.100	99.900	15.811	2.642	干层	chang4+5
地207-42	2420.000	110.963	83.556	54.727	14.831	230.763	0.010	0.100	99.900	15.186	2.634	干层	chang4+5
地207-42	2420.125	103.333	83.338	46.522	14.127	229.778	0.010	0.100	99.900	14.463	2.618	干层	chang4+5
地207-42	2420.250	96.633	83.085	40.303	13.753	228.277	0.010	0.100	99.900	13.925	2.599	干层	chang4+5
地207-42	2420.375	91.667	82.800	35.927	13.707	226.946	0.010	0.100	99.900	13.722	2.586	干层	chang4+5
地207-42	2420.500	88.507	82.485	34.693	13.842	226.650	0.010	0.100	99.900	13.774	2.588	干层	chang4+5
地207-42	2420.625	90.309	82.145	36.680	13.962	227.550	0.010	0.100	99.900	13.905	2.602	干层	chang4+5
地207-42	2420.750	92.761	81.789	38.363	13.916	229.315	0.010	0.100	99.900	13.941	2.623	干层	chang4+5
地207-42	2420.875	93.102	81.424	37.874	13.642	231.155	0.010	0.100	99.900	13.777	2.645	干层	chang4+5
地207-42	2421.000	91.169	81.058	36.070	13.427	232.041	0.010	0.100	99.900	13.528	2.656	干层	chang4+5
地207-42	2421.125	89.850	80.698	36.040	13.797	231.925	0.010	0.100	99.900	13.608	2.656		chang4+5
地207-42	2421.250	92.816	80.352	40.665	14.902	231.405	0.010	0.100	99.900	14.359	2.650		chang4+5
地207-42	2421.375	100.347	80.023	47.862	16.002	231.261	0.010	0.100	99.900	15.476	2.645		chang4+5
地207-42	2421.500	105.525	79.719	50.984	15.990	232.072	0.010	0.100	99.900	16.018	2.644		chang4+5
地207-42	2421.625	104.602	79.443	49.559	15.094	233.770	0.010	0.100	99.900	15.540	2.642		chang4+5
地207-42	2421.750	102.857	79.197	47.997	14.814	236.524	0.010	0.100	99.900	14.935	2.629		chang4+5
地207-42	2421.875	102.329	78.983	48.308	16.199	240.594	0.010	0.100	99.900	15.503	2.605		chang4+5
地207-42	2422.000	104.127	78.805	50.706	19.815	245.544	0.010	0.100	99.900	18.041	2.579		chang4+5
地207-42	2422.125	106.202	78.668	51.370	24.197	249.274	0.010	0.100	99.900	22.087	2.564		chang4+5
地207-42	2422.250	103.917	78.571	47.806	24.214	249.579	0.010	0.100	99.900	24.296	2.565		chang4+5
地207-42	2422.375	98.661	78.515	41.740	19.285	245.402	0.010	0.100	99.900	21.741	2.577		chang4+5
地207-42	2422.500	92.156	78.505	36.441	15.052	237.586	0.010	0.100	99.900	17.059	2.594		chang4+5
地207-42	2422.625	88.315	78.545	32.988	13.205	229.634	0.010	0.100	99.900	14.041	2.607		chang4+5
地207-42	2422.750	84.813	78.629	30.555	13.259	223.990	0.010	0.100	99.900	13.197	2.617		chang4+5
地207-42	2422.875	83.369	78.753	29.754	14.184	221.709	0.010	0.100	99.900	13.725	2.631		chang4+5
地207-42	2423.000	84.142	78.900	32.020	15.080	222.845	0.010	0.100	99.900	14.653	2.650		chang4+5
地207-42	2423.125	89.876	79.043	37.390	15.668	225.821	0.010	0.100	99.900	15.393	2.669		chang4+5
地207-42	2423.250	96.128	79.166	43.281	16.214	229.648	0.010	0.100	99.900	15.953	2.685		chang4+5
地207-42	2423.375	101.339	79.258	47.465	16.676	233.563	0.010	0.100	99.900	16.456	2.695		chang4+5
地207-42	2423.500	103.522	79.305	49.722	16.614	236.789	0.010	0.100	99.900	16.654	2.698		chang4+5
地207-42	2423.625	105.220	79.294	51.067	15.786	238.900	0.010	0.100	99.900	16.197	2.696		chang4+5
地207-42	2423.750	104.930	79.215	49.147	14.458	239.659	0.010	0.100	99.900	15.103	2.689		chang4+5
地207-42	2423.875	100.886	79.056	45.117	13.262	239.131	0.010	0.100	99.900	13.831	2.673		chang4+5
地207-42	2424.000	98.051	78.824	43.273	12.715	237.641	0.010	0.100	99.900	12.963	2.649		chang4+5
地207-42	2424.125	97.726	78.544	42.449	12.710	235.954	0.010	0.100	99.900	12.702	2.624		chang4+5
地207-42	2424.250	95.961	78.237	40.450	12.916	234.535	0.010	0.100	99.900	12.814	2.603		chang4+5
地207-42	2424.375	93.719	77.911	38.708	13.064	233.577	0.010	0.100	99.900	12.995	2.588		chang4+5
地207-42	2424.500	92.322	77.572	36.826	13.310	233.053	0.010	0.100	99.900	13.191	2.575		chang4+5
地207-42	2424.625	89.220	77.231	33.881	13.845	232.761	0.010	0.100	99.900	13.583	2.562		chang4+5
地207-42	2424.750	86.243	76.908	32.171	14.457	232.736	0.010	0.100	99.900	14.163	2.548		chang4+5
地207-42	2424.875	86.603	76.628	33.546	14.876	233.201	0.010	0.100	99.900	14.679	2.534		chang4+5
地207-42	2425.000	89.883	76.410	36.106	15.212	234.519	0.010	0.100	99.900	15.053	2.526		chang4+5
地207-42	2425.125	91.515	76.247	36.610	15.423	236.413	0.010	0.100	99.900	15.324	2.525		chang4+5
地207-42	2425.250	89.887	76.124	34.367	15.096	238.193	0.010	0.100	99.900	15.263	2.533		chang4+5
地207-42	2425.375	85.410	76.028	29.555	14.190	238.920	0.010	0.100	99.900	14.635	2.549		chang4+5
地207-42	2425.500	78.115	75.950	24.158	13.212	237.706	0.010	0.100	99.900	13.681	2.571		chang4+5
地207-42	2425.625	73.001	75.879	21.479	12.678	235.133	0.010	0.100	99.900	12.925	2.595		chang4+5
地207-42	2425.750	72.587	75.796	22.093	12.711	232.122	0.010	0.100	99.900	12.684	2.618		chang4+5
地207-42	2425.875	75.781	75.683	25.026	13.061	229.524	0.010	0.100	99.900	12.888	2.635		chang4+5
地207-42	2426.000	80.810	75.526	29.103	13.559	227.775	0.010	0.100	99.900	13.318	2.642		chang4+5
地207-42	2426.125	85.304	75.331	31.584	14.317	226.498	0.010	0.100	99.900	13.949	2.644		chang4+5
地207-42	2426.250	85.047	75.119	29.999	15.520	225.415	0.010	0.100	99.900	14.935	2.644		chang4+5
地207-42	2426.375	80.636	74.904	26.674	16.896	224.562	0.010	0.100	99.900	16.235	2.645		chang4+5
地207-42	2426.500	78.282	74.702	26.656	18.060	224.315	0.010	0.100	99.900	17.508	2.646		chang4+5
地207-42	2426.625	82.064	74.529	29.782	18.694	224.710	0.010	0.100	99.900	18.401	2.642		chang4+5
地207-42	2426.750	85.188	74.393	31.007	18.606	225.548	0.010	0.100	99.900	18.663	2.634		chang4+5
地207-42	2426.875	83.373	74.303	28.487	17.988	226.565	0.010	0.100	99.900	18.294	2.624		chang4+5
地207-42	2427.000	78.964	74.261	26.024	17.137	227.647	0.010	0.100	99.900	17.549	2.620		chang4+5
地207-42	2427.125	78.986	74.260	27.392	16.208	228.807	0.010	0.100	99.900	16.654	2.625		chang4+5
地207-42	2427.250	83.372	74.286	30.974	15.276	230.002	0.010	0.100	99.900	15.722	2.638		chang4+5
地207-42	2427.375	87.112	74.331	33.260	14.579	231.050	0.010	0.100	99.900	14.908	2.657		chang4+5
地207-42	2427.500	87.619	74.385	32.935	14.283	231.635	0.010	0.100	99.900	14.417	2.676		chang4+5
地207-42	2427.625	85.684	74.441	31.049	14.158	231.670	0.010	0.100	99.900	14.215	2.691		chang4+5
地207-42	2427.750	83.478	74.493	29.861	13.930	231.134	0.010	0.100	99.900	14.041	2.698		chang4+5
地207-42	2427.875	83.159	74.539	29.220	13.841	230.083	0.010	0.100	99.900	13.881	2.699		chang4+5
地207-42	2428.000	81.355	74.578	27.301	14.228	228.874	0.010	0.100	99.900	14.033	2.695		chang4+5
地207-42	2428.125	78.892	74.613	26.662	14.902	228.451	0.010	0.100	99.900	14.574	2.686		chang4+5
地207-42	2428.250	81.768	74.647	30.654	15.192	229.891	0.010	0.100	99.900	15.061	2.670		chang4+5
地207-42	2428.375	89.551	74.686	37.394	14.810	233.816	0.010	0.100	99.900	15.007	2.647		chang4+5
地207-42	2428.500	96.770	74.738	44.281	13.930	239.835	0.010	0.100	99.900	14.361	2.626		chang4+5
地207-42	2428.625	102.825	74.809	49.080	12.720	245.781	0.010	0.100	99.900	13.305	2.616		chang4+5
地207-42	2428.750	104.069	74.905	48.226	11.513	249.880	0.010	0.100	99.900	12.090	2.622		chang4+5
地207-42	2428.875	100.167	75.029	44.602	10.819	251.222	0.010	0.100	99.900	11.141	2.642		chang4+5
地207-42	2429.000	97.938	75.187	43.184	10.749	249.759	0.010	0.100	99.900	10.770	2.667		chang4+5
地207-42	2429.125	97.838	75.380	42.881	10.918	246.989	0.010	0.100	99.900	10.833	2.685		chang4+5
地207-42	2429.250	96.696	75.605	40.750	11.096	243.895	0.010	0.100	99.900	11.011	2.688		chang4+5
地207-42	2429.375	92.549	75.857	36.270	11.576	241.071	0.010	0.100	99.900	11.340	2.679		chang4+5
地207-42	2429.500	86.737	76.135	31.012	12.654	239.035	0.010	0.100	99.900	12.126	2.667		chang4+5
地207-42	2429.625	81.218	76.433	27.522	14.145	238.050	0.010	0.100	99.900	13.423	2.662		chang4+5
地207-42	2429.750	80.091	76.744	27.990	15.416	238.268	0.010	0.100	99.900	14.812	2.664		chang4+5
地207-42	2429.875	84.054	77.062	32.452	15.816	239.554	0.010	0.100	99.900	15.642	2.661		chang4+5
地207-42	2430.000	90.907	77.381	37.717	15.160	241.956	0.010	0.100	99.900	15.495	2.630		chang4+5
地207-42	2430.125	95.164	77.697	41.680	14.155	245.769	0.010	0.100	99.900	14.643	2.572	油水同层	chang4+5
地207-42	2430.250	99.769	78.005	48.004	13.225	251.606	0.010	0.100	99.900	13.668	2.496	油水同层	chang4+5
地207-42	2430.375	109.581	78.304	63.341	12.403	259.450	0.010	0.100	99.900	12.794	2.422	油水同层	chang4+5
地207-42	2430.500	126.429	78.588	85.444	11.639	268.002	0.010	0.100	99.900	12.004	2.369	油水同层	chang4+5
地207-42	2430.625	139.395	78.855	98.329	10.968	275.186	0.010	0.100	99.900	11.287	2.344	油水同层	chang4+5
地207-42	2430.750	147.008	79.104	99.900	10.416	279.944	0.010	0.100	99.900	10.677	2.347	油水同层	chang4+5
地207-42	2430.875	155.643	79.329	99.900	9.924	282.277	0.010	0.100	99.900	10.158	2.373	油水同层	chang4+5
地207-42	2431.000	162.542	79.526	99.900	9.547	282.426	0.010	0.100	99.900	9.725	2.411	油水同层	chang4+5
地207-42	2431.125	156.130	79.687	99.900	9.441	281.045	0.010	0.100	99.900	9.486	2.447	油水同层	chang4+5
地207-42	2431.250	138.471	79.807	87.143	9.714	278.558	0.010	0.100	99.900	9.576	2.474	油水同层	chang4+5
地207-42	2431.375	121.839	79.880	68.250	10.115	275.901	0.010	0.100	99.900	9.920	2.491	油水同层	chang4+5
地207-42	2431.500	115.635	79.893	64.529	10.061	274.491	0.010	0.100	99.900	10.096	2.500	油水同层	chang4+5
地207-42	2431.625	118.657	79.837	68.887	9.615	274.245	0.010	0.100	99.900	9.836	2.507	油水同层	chang4+5
地207-42	2431.750	122.262	79.709	73.512	9.400	273.622	0.010	0.100	99.900	9.498	2.516	油水同层	chang4+5
地207-42	2431.875	124.491	79.506	74.575	9.907	270.474	0.010	0.100	99.900	9.650	2.530	油水同层	chang4+5
地207-42	2432.000	121.286	79.218	66.150	11.265	263.038	0.010	0.100	99.900	10.598	2.548	油水同层	chang4+5
地207-42	2432.125	109.157	78.844	50.233	13.103	252.965	0.010	0.100	99.900	12.214	2.564	油水同层	chang4+5
地207-42	2432.250	93.884	78.394	35.169	14.589	242.477	0.010	0.100	99.900	13.885	2.575	油水同层	chang4+5
地207-42	2432.375	80.027	77.875	24.702	15.072	233.564	0.010	0.100	99.900	14.861	2.580	油水同层	chang4+5
地207-42	2432.500	71.006	77.291	19.393	14.752	227.654	0.010	0.100	99.900	14.921	2.584	油水同层	chang4+5
地207-42	2432.625	67.385	76.654	17.506	14.437	224.187	0.010	0.100	99.900	14.587	2.588	油水同层	chang4+5
地207-42	2432.750	66.486	75.981	17.441	14.546	222.618	0.010	0.100	99.900	14.485	2.594	油水同层	chang4+5
地207-42	2432.875	68.146	75.284	19.207	15.106	222.680	0.010	0.100	99.900	14.829	2.600	油水同层	chang4+5
地207-42	2433.000	73.048	74.578	24.115	16.110	224.956	0.010	0.100	99.900	15.621	2.604	油水同层	chang4+5
地207-42	2433.125	83.828	73.872	35.574	16.880	229.560	0.010	0.100	99.900	16.516	2.598	油水同层	chang4+5
地207-42	2433.250	102.386	73.172	57.230	16.651	236.199	0.010	0.100	99.900	16.781	2.582	油水同层	chang4+5
地207-42	2433.375	125.056	72.478	85.205	15.789	243.537	0.010	0.100	99.900	16.214	2.557	油水同层	chang4+5
地207-42	2433.500	140.863	71.782	96.714	14.589	248.785	0.010	0.100	99.900	15.170	2.536	油水同层	chang4+5
地207-42	2433.625	132.513	71.072	77.783	12.748	250.119	0.010	0.100	99.900	13.641	2.525	油水同层	chang4+5
地207-42	2433.750	110.649	70.342	42.839	10.907	247.315	0.064	6.537	93.064	11.787	2.529	油水同层	chang4+5
地207-42	2433.875	92.104	69.584	20.407	10.175	241.865	0.110	13.239	88.525	10.503	2.547	油水同层	chang4+5
地207-42	2434.000	81.385	68.792	16.328	10.956	236.310	0.099	12.700	91.431	10.552	2.574	油水同层	chang4+5
地207-42	2434.125	77.736	67.960	15.169	12.930	232.303	0.120	12.236	88.764	11.962	2.598	油水同层	chang4+5
地207-42	2434.250	79.793	67.099	16.367	15.239	229.912	0.161	11.929	83.444	14.128	2.611	油水同层	chang4+5
地207-42	2434.375	86.777	66.224	19.140	16.967	228.495	0.201	11.748	78.952	16.152	2.614	油水同层	chang4+5
地207-42	2434.500	93.368	65.356	20.741	18.013	227.606	0.233	11.638	76.349	17.526	2.604	油水同层	chang4+5
地207-42	2434.625	92.077	64.524	19.022	18.754	227.219	0.270	11.577	74.822	18.405	2.583	油水同层	chang4+5
