井名	深度	GR	SP	SH	AT90	AC	PERM	POR	SW	RT	DEN	解释结论	层位
地207-42	2526.375	119.454	82.046	88.512	11.643	255.755	0.010	0.100	99.900	11.969	2.543		chang4+5
地207-42	2526.500	118.881	81.978	88.866	11.342	257.790	0.010	0.100	99.900	11.478	2.549		chang4+5
地207-42	2526.625	120.070	81.803	90.248	11.167	257.156	0.010	0.100	99.900	11.248	2.558		chang4+5
地207-42	2526.750	118.819	81.552	83.530	11.137	254.204	0.010	0.100	99.900	11.148	2.567		chang4+5
地207-42	2526.875	109.066	81.241	62.283	11.911	248.926	0.010	0.100	99.900	11.524	2.572		chang4+5
地207-42	2527.000	89.512	80.886	32.857	14.606	242.252	0.143	6.294	82.412	13.277	2.571		chang4+5
地207-42	2527.125	74.176	80.505	15.678	21.169	235.245	0.372	12.665	59.444	17.951	2.562		chang4+5
地207-42	2527.250	68.231	80.123	13.076	32.631	229.044	0.557	12.024	50.806	27.049	2.552		chang4+5
地207-42	2527.375	65.040	79.758	10.874	45.984	224.340	0.722	11.496	43.366	39.560	2.545		chang4+5
地207-42	2527.500	58.756	79.430	8.548	55.996	220.187	0.788	11.070	39.062	51.275	2.548		chang4+5
地207-42	2527.625	55.162	79.158	7.317	62.044	215.515	0.742	10.643	37.491	59.228	2.566		chang4+5
地207-42	2527.750	54.059	78.949	6.660	66.920	210.048	0.366	10.150	37.356	64.607	2.595		chang4+5
地207-42	2527.875	53.705	78.811	6.403	70.113	205.245	0.010	9.650	37.816	68.619	2.623		chang4+5
地207-42	2528.000	55.540	78.755	7.097	60.198	203.255	0.010	9.323	40.037	65.209	2.640		chang4+5
地207-42	2528.125	60.787	78.782	9.487	38.016	205.401	0.010	9.336	46.990	48.870	2.644		chang4+5
地207-42	2528.250	70.839	78.879	14.433	22.685	211.482	0.106	9.744	58.107	29.871	2.635		chang4+5
地207-42	2528.375	84.973	79.038	22.206	15.387	219.824	0.171	10.452	68.436	18.721	2.622		chang4+5
地207-42	2528.500	99.695	79.250	30.790	12.019	227.600	0.113	11.238	75.125	13.557	2.610		chang4+5
地207-42	2528.625	108.731	79.497	35.520	10.510	233.050	0.091	11.878	78.637	11.197	2.607		chang4+5
地207-42	2528.750	107.868	79.750	33.460	9.936	235.169	0.086	12.240	80.267	10.193	2.619		chang4+5
地207-42	2528.875	98.176	79.989	26.260	10.457	233.104	0.094	12.235	80.322	10.186	2.641		chang4+5
地207-42	2529.000	83.494	80.191	18.213	12.681	228.085	0.122	11.883	77.428	11.583	2.664		chang4+5
地207-42	2529.125	70.771	80.341	13.056	18.217	221.643	0.191	11.321	70.278	15.501	2.679		chang4+5
地207-42	2529.250	66.070	80.432	11.688	28.275	215.748	0.297	10.720	60.244	23.372	2.676		chang4+5
地207-42	2529.375	68.516	80.461	12.404	37.413	212.585	0.378	10.282	51.950	33.063	2.653		chang4+5
地207-42	2529.500	71.253	80.424	12.926	35.676	212.322	0.392	10.122	49.645	36.729	2.620		chang4+5
地207-42	2529.625	71.193	80.326	13.009	27.999	214.320	0.354	10.212	53.239	31.785	2.590		chang4+5
地207-42	2529.750	72.008	80.195	14.175	21.967	217.556	0.289	10.471	58.963	24.815	2.579		chang4+5
地207-42	2529.875	76.558	80.050	16.577	18.261	221.139	0.231	10.804	63.842	19.988	2.583		chang4+5
地207-42	2530.000	81.792	79.907	19.614	16.067	224.637	0.193	11.148	67.149	17.088	2.598		chang4+5
地207-42	2530.125	88.306	79.778	35.459	14.733	228.090	0.098	5.931	83.556	15.355	2.615		chang4+5
地207-42	2530.250	97.004	79.670	59.278	13.639	231.563	0.010	0.100	99.900	14.158	2.629		chang4+5
地207-42	2530.375	108.518	79.584	73.265	12.562	234.695	0.010	0.100	99.900	13.077	2.635		chang4+5
地207-42	2530.500	113.137	79.527	76.630	11.830	236.828	0.010	0.100	99.900	12.173	2.633		chang4+5
地207-42	2530.625	110.281	79.499	69.445	11.895	237.400	0.010	0.100	99.900	11.848	2.624		chang4+5
地207-42	2530.750	103.460	79.495	59.943	12.798	236.375	0.010	0.100	99.900	12.349	2.616		chang4+5
地207-42	2530.875	98.575	79.515	54.348	14.112	234.449	0.010	0.100	99.900	13.476	2.612		chang4+5
地207-42	2531.000	96.087	79.561	51.065	15.189	232.939	0.010	0.100	99.900	14.679	2.610		chang4+5
地207-42	2531.125	94.239	79.637	50.241	15.730	232.531	0.010	0.100	99.900	15.482	2.609		chang4+5
地207-42	2531.250	96.144	79.745	54.271	15.816	233.156	0.010	0.100	99.900	15.784	2.610		chang4+5
地207-42	2531.375	100.730	79.889	59.982	15.516	234.015	0.010	0.100	99.900	15.667	2.617		chang4+5
地207-42	2531.500	103.376	80.078	61.690	15.208	234.138	0.010	0.100	99.900	15.355	2.627		chang6
地207-42	2531.625	101.974	80.318	58.965	15.319	233.187	0.010	0.100	99.900	15.258	2.642		chang6
地207-42	2531.750	99.775	80.599	57.284	15.915	231.523	0.010	0.100	99.900	15.621	2.660		chang6
地207-42	2531.875	100.655	80.907	59.703	16.619	230.176	0.010	0.100	99.900	16.281	2.675		chang6
地207-42	2532.000	103.365	81.234	62.749	16.781	229.920	0.010	0.100	99.900	16.715	2.682		chang6
地207-42	2532.125	104.563	81.565	64.755	16.149	230.846	0.010	0.100	99.900	16.467	2.679		chang6
地207-42	2532.250	106.466	81.890	68.754	15.195	232.476	0.010	0.100	99.900	15.657	2.669		chang6
地207-42	2532.375	109.673	82.197	72.391	14.524	234.008	0.010	0.100	99.900	14.839	2.659		chang6
地207-42	2532.500	109.828	82.467	70.521	14.396	234.937	0.010	0.100	99.900	14.447	2.652		chang6
地207-42	2532.625	106.579	82.680	65.729	14.719	235.203	0.010	0.100	99.900	14.556	2.649		chang6
地207-42	2532.750	104.791	82.833	65.954	15.037	235.014	0.010	0.100	99.900	14.886	2.645		chang6
地207-42	2532.875	108.038	82.925	70.966	15.118	234.749	0.010	0.100	99.900	15.084	2.641		chang6
地207-42	2533.000	110.707	82.957	73.813	15.075	234.831	0.010	0.100	99.900	15.098	2.639		chang6
地207-42	2533.125	110.921	82.928	73.868	14.997	235.534	0.010	0.100	99.900	15.035	2.643		chang6
地207-42	2533.250	110.723	82.848	73.745	14.776	236.922	0.010	0.100	99.900	14.885	2.653		chang6
地207-42	2533.375	110.880	82.720	74.111	14.296	238.796	0.010	0.100	99.900	14.531	2.663		chang6
地207-42	2533.500	111.609	82.549	76.705	13.775	240.620	0.010	0.100	99.900	14.025	2.664		chang6
地207-42	2533.625	114.698	82.351	83.004	13.437	242.057	0.010	0.100	99.900	13.595	2.654		chang6
地207-42	2533.750	118.793	82.142	89.344	13.349	243.046	0.010	0.100	99.900	13.386	2.634		chang6
地207-42	2533.875	120.885	81.932	91.916	13.523	243.791	0.010	0.100	99.900	13.434	2.616		chang6
地207-42	2534.000	120.781	81.728	90.676	13.950	244.581	0.010	0.100	99.900	13.740	2.608		chang6
地207-42	2534.125	118.638	81.536	84.522	14.658	245.483	0.010	0.100	99.900	14.314	2.611		chang6
地207-42	2534.250	113.043	81.363	73.941	15.524	246.452	0.010	0.100	99.900	15.107	2.621		chang6
地207-42	2534.375	107.167	81.217	68.097	16.299	247.359	0.010	0.100	99.900	15.930	2.629		chang6
地207-42	2404.250--2534.375(平均)	94.516	76.550	42.483	19.979	238.119	0.324	3.703	87.309	19.975	2.566		
地207-42	2404.250--2534.375(最大)	162.542	89.848	99.900	284.172	295.605	9.072	16.083	99.900	263.734	2.699		
地207-42	2404.250--2534.375(最小)	46.138	50.573	4.159	4.962	200.753	0.010	0.100	18.288	4.959	2.244		
