井名	深度	SH	SS	RT	RT	PERM2024	PERM	POR2024	POR	SW	SW2024	AC	SP	CAL	GR	DEN	CNL	RT	解释结论	层位
耿181	2403.875	24.778	75.222	15.814	15.358	0.102	1.118	7.673	11.83	61.388	0.449	230.001	89.663	21.877	103.466	2.539	21.671	15.814	干层	长4+5!1^(2_2)
耿181	2404.000	25.036	74.964	16.053	15.635	0.084	1.029	7.301	11.608	61.908	0.445	227.717	89.605	21.863	104.524	2.548	21.62	16.054	干层	长4+5!1^(2_2)
耿181	2404.125	23.008	76.992	16.334	16.144	0.086	0.924	7.357	11.327	62.665	0.439	224.806	89.522	21.857	101.125	2.564	20.892	16.333	干层	长4+5!1^(2_2)
耿181	2404.250	20.74	79.26	16.624	16.784	0.09	0.818	7.427	11.015	63.597	0.433	221.599	89.422	21.851	97.099	2.581	19.906	16.624	干层	长4+5!1^(2_2)
耿181	2404.375	19.033	80.967	16.918	17.406	0.094	0.733	7.521	10.748	64.358	0.427	218.845	89.307	21.85	93.955	2.595	19.045	16.918	干层	长4+5!1^(2_2)
耿181	2404.500	16.817	83.183	17.225	17.835	0.108	0.687	7.809	10.591	64.573	0.421	217.231	89.177	21.864	89.14	2.604	18.345	17.225	干层	长4+5!1^(2_2)
耿181	2404.625	14.214	85.786	17.563	17.945	0.145	0.676	8.395	10.551	64.159	0.414	216.815	89.031	21.894	82.649	2.608	17.401	17.562	干层	长4+5!1^(2_2)
耿181	2404.750	13.082	86.918	17.913	17.892	0.165	0.678	8.661	10.56	63.483	0.408	216.904	88.872	21.925	79.613	2.606	16.461	17.913	干层	长4+5!1^(2_2)
耿181	2404.875	13.815	86.185	18.222	17.844	0.155	0.68	8.528	10.564	62.92	0.403	216.948	88.697	21.946	81.563	2.601	16.387	18.223	干层	长4+5!1^(2_2)
耿181	2405.000	15.656	84.344	18.405	17.864	0.125	0.686	8.104	10.588	62.489	0.401	217.191	88.505	21.954	86.271	2.592	17.428	18.404	干层	长4+5!1^(2_2)
耿181	2405.125	17.64	82.36	18.35	17.799	0.11	0.723	7.833	10.714	61.961	0.402	218.495	88.289	21.963	90.796	2.583	18.833	18.35	干层	长4+5!1^(2_2)
耿181	2405.250	18.567	81.433	18.108	17.474	0.118	0.798	7.972	10.953	61.224	0.406	220.96	88.053	21.985	92.399	2.572	19.333	18.108	干层	长4+5!1^(2_2)
耿181	2405.375	17.623	82.377	17.781	16.909	0.159	0.905	8.547	11.273	60.301	0.411	224.259	87.792	22.018	89.412	2.564	18.483	17.781	干层	长4+5!1^(2_2)
耿181	2405.500	15.742	84.258	17.492	16.352	0.235	1.016	9.391	11.576	59.448	0.415	227.379	87.505	22.041	84.1	2.562	16.923	17.492	干层	长4+5!1^(2_2)
耿181	2405.625	15.255	84.745	17.316	16.183	0.27	1.082	9.669	11.743	59.033	0.418	229.099	87.185	22.023	82.464	2.568	16.32	17.316	干层	长4+5!1^(2_2)
耿181	2405.750	16.063	83.937	17.173	16.38	0.261	1.108	9.601	11.806	59.009	0.421	229.756	86.837	21.969	84.332	2.577	17.453	17.172	干层	长4+5!1^(2_2)
耿181	2405.875	16.708	83.292	16.949	16.649	0.243	1.101	9.459	11.788	59.474	0.425	229.57	86.458	21.897	85.965	2.59	19.146	16.949	干层	长4+5!1^(2_2)
耿181	2406.000	16.334	83.666	16.577	16.622	0.243	1.083	9.463	11.745	60.323	0.432	229.129	86.051	21.834	85.161	2.603	19.501	16.576	干层	长4+5!1^(2_2)
耿181	2406.125	14.948	85.052	16.078	16.071	0.277	1.056	9.726	11.677	61.555	0.441	228.423	85.61	21.799	81.832	2.606	17.759	16.079	干层	长4+5!1^(2_2)
耿181	2406.250	13.987	86.013	15.604	15.265	0.296	1.041	9.864	11.638	62.661	0.451	228.021	85.144	21.786	79.427	2.601	16.028	15.604	干层	长4+5!1^(2_2)
耿181	2406.375	14.98	85.02	15.268	14.5	0.273	1.063	9.687	11.695	63.086	0.458	228.605	84.654	21.782	81.857	2.596	16.011	15.268	干层	长4+5!1^(2_2)
耿181	2406.500	18.431	81.569	15.124	13.989	0.206	1.141	9.128	11.885	62.527	0.463	230.563	84.144	21.781	89.814	2.592	17.919	15.124	干层	长4+5!1^(2_2)
耿181	2406.625	22.337	77.663	15.184	13.829	0.164	1.264	8.645	12.164	61.197	0.462	233.446	83.615	21.78	97.7	2.592	20.393	15.184	干层	长4+5!1^(2_2)
耿181	2406.750	24.671	75.329	15.37	13.955	0.139	1.341	8.313	12.329	60.135	0.458	235.146	83.075	21.782	102.045	2.597	22.151	15.37	干层	长4+5!1^(2_2)
耿181	2406.875	26.101	73.899	15.65	14.399	0.114	1.31	7.906	12.263	59.864	0.452	234.464	82.529	21.785	104.979	2.605	23.261	15.651	干层	长4+5!1^(2_2)
耿181	2407.000	27.749	72.251	16.014	15.192	0.082	1.177	7.245	11.968	60.408	0.445	231.427	81.981	21.791	108.781	2.611	23.934	16.014	干层	长4+5!1^(2_2)
耿181	2407.125	28.54	71.46	16.47	16.31	0.06	0.999	6.586	11.528	61.491	0.437	226.874	81.436	21.797	111.288	2.618	23.778	16.469	干层	长4+5!1^(2_2)
耿181	2407.250	26.754	73.246	16.996	17.492	0.055	0.844	6.413	11.094	62.521	0.427	222.416	80.903	21.801	109.03	2.619	22.941	16.996	干层	长4+5!1^(2_2)
耿181	2407.375	22.37	77.63	17.576	18.528	0.067	0.731	6.792	10.738	63.195	0.416	218.739	80.385	21.803	101.189	2.611	21.588	17.577	干层	长4+5!1^(2_2)
耿181	2407.500	16.891	83.109	18.188	19.275	0.101	0.662	7.669	10.5	63.3	0.405	216.292	79.889	21.8	89.545	2.596	19.847	18.189	干层	长4+5!1^(2_2)
耿181	2407.625	12.883	87.117	18.786	19.656	0.129	0.642	7.211	10.429	62.646	0.337	215.561	79.425	21.795	79.358	2.574	18.149	18.785	干层	长4+5!1^(2_2)
耿181	2407.750	11.332	88.668	19.3	19.777	0.033	0.67	1.731	10.531	61.306	0.079	216.602	78.998	21.791	74.771	2.547	16.987	19.3	干层	长4+5!1^(2_2)
耿181	2407.875	11.983	88.017	19.659	19.686	0.034	0.743	1.401	10.779	59.563	0.057	219.16	78.612	21.79	76.02	2.524	16.363	19.659	干层	长4+5!1^(2_2)
耿181	2408.000	13.691	86.309	19.806	19.406	0.228	0.85	9.332	11.116	57.814	0.378	222.629	78.273	21.793	79.907	2.506	16.16	19.806	差油层	长4+5!1^(2_2)
耿181	2408.125	14.82	85.18	19.694	18.951	0.249	0.973	9.507	11.459	56.509	0.379	226.183	77.999	21.799	82.039	2.489	16.803	19.695	差油层	长4+5!1^(2_3)
耿181	2408.250	15.107	84.893	19.41	18.424	0.287	1.091	9.792	11.763	55.681	0.383	229.306	77.786	21.804	82.039	2.475	18.319	19.409	差油层	长4+5!1^(2_3)
耿181	2408.375	15.39	84.61	19.033	17.917	0.324	1.196	10.044	12.011	55.246	0.389	231.863	77.641	21.805	82.157	2.464	20.166	19.033	差油层	长4+5!1^(2_3)
耿181	2408.500	15.736	84.264	18.653	17.516	0.351	1.276	10.207	12.19	55.112	0.394	233.709	77.569	21.802	82.596	2.456	21.785	18.653	差油层	长4+5!1^(2_3)
耿181	2408.625	16.149	83.851	18.36	17.302	0.349	1.323	10.196	12.291	55.163	0.399	234.752	77.589	21.797	83.377	2.452	22.598	18.36	差油层	长4+5!1^(2_3)
耿181	2408.750	17.208	82.792	18.181	17.261	0.307	1.336	9.919	12.318	55.33	0.402	235.034	77.69	21.793	85.87	2.45	22.582	18.181	差油层	长4+5!1^(2_3)
耿181	2408.875	19.612	80.388	18.117	17.378	0.229	1.309	9.285	12.261	55.649	0.404	234.438	77.878	21.792	91.559	2.451	22.279	18.117	差油层	长4+5!1^(2_3)
耿181	2409.000	23.804	76.196	18.153	17.622	0.135	1.254	8.266	12.143	56.048	0.405	233.224	78.153	21.795	100.769	2.455	22.554	18.153	差油层	长4+5!1^(2_3)
耿181	2409.125	30.604	69.396	18.295	17.963	0.071	1.199	6.806	12.02	56.312	0.404	231.957	78.533	21.801	113.587	2.466	23.624	18.295	差油层	长4+5!1^(2_3)
耿181	2409.250	38.504	61.496	18.537	18.357	0.038	1.16	5.516	11.93	56.3	0.401	231.027	79.002	21.805	126.445	2.479	24.326	18.537	差油层	长4+5!1^(2_3)
耿181	2409.375	42.399	57.601	18.889	18.817	0.025	1.131	4.851	11.86	56.051	0.396	230.305	79.557	21.806	132.304	2.49	24.179	18.889	差油层	长4+5!1^(2_3)
耿181	2409.500	38.584	61.416	19.335	19.385	0.029	1.094	5.13	11.772	55.745	0.389	229.406	80.198	21.806	127.085	2.494	23.878	19.336	差油层	长4+5!1^(2_3)
耿181	2409.625	30.189	69.811	19.821	20.122	0.057	1.049	6.383	11.658	55.514	0.381	228.228	80.936	21.806	113.763	2.494	24.125	19.821	差油层	长4+5!1^(2_3)
耿181	2409.750	23.424	76.576	20.239	20.936	0.1	1.013	7.543	11.567	55.304	0.374	227.285	81.747	21.812	101.315	2.491	24.277	20.239	差油层	长4+5!1^(2_3)
耿181	2409.875	19.036	80.964	20.5	21.657	0.161	1.009	8.554	11.558	54.988	0.37	227.19	82.628	21.827	91.969	2.485	23.672	20.5	差油层	长4+5!1^(2_3)
耿181	2410.000	15.964	84.036	20.547	22.053	0.25	1.071	9.517	11.715	54.299	0.368	228.811	83.572	21.846	84.324	2.48	22.356	20.547	差油层	长4+5!1^(2_3)
耿181	2410.125	14.23	85.77	20.368	21.85	0.421	1.247	10.513	12.123	52.993	0.369	233.027	84.58	21.855	78.895	2.475	21.121	20.369	差油层	长4+5!1^(2_3)
耿181	2410.250	13.525	86.475	20.084	21.167	0.473	1.529	8.987	12.694	51.338	0.297	238.907	85.629	21.847	75.644	2.466	20.611	20.084	差油层	长4+5!1^(2_3)
耿181	2410.375	13.651	86.349	19.78	20.235	0.098	1.894	1.717	13.329	49.64	0.056	245.454	86.713	21.821	74.444	2.449	20.974	19.78	差油层	长4+5!1^(2_3)
耿181	2410.500	15.082	84.918	19.506	19.352	0.0	2.293	0.0	13.927	48.161	0.0	251.615	87.822	21.787	76.72	2.424	22.13	19.506	差油层	长4+5!1^(2_3)
耿181	2410.625	31.843	68.157	19.256	18.758	0.0	0.01	0.0	0.1	99.9	0.0	255.532	88.947	21.76	88.095	2.404	24.09	19.256		长4+5!1^(2_3)
耿181	2410.750	51.114	48.886	18.987	18.407	0.0	0.01	0.0	0.1	99.9	0.0	256.239	90.073	21.746	106.576	2.406	25.848	18.987		长4+5!1^(2_3)
耿181	2410.875	73.609	26.391	18.686	18.193	0.0	0.01	0.0	0.1	99.9	0.0	253.831	91.19	21.744	123.876	2.431	26.418	18.686		长4+5!1^(2_3)
耿181	2411.000	84.612	15.388	18.383	18.043	0.0	0.01	0.0	0.1	99.9	0.0	248.921	92.29	21.747	131.16	2.47	25.747	18.383		长4+5!1^(2_3)
耿181	2411.125	77.379	22.621	18.173	17.997	0.0	0.01	0.0	0.1	99.9	0.0	242.355	93.358	21.751	126.542	2.521	24.384	18.173		长4+5!1^(2_3)
耿181	2411.250	65.485	34.515	18.118	18.113	0.0	0.01	0.0	0.1	99.9	0.0	236.165	94.387	21.754	118.324	2.568	23.035	18.118		长4+5!1^(2_3)
耿181	2411.375	56.0	44.0	18.238	18.405	0.0	0.01	0.0	0.1	99.9	0.0	231.517	95.37	21.754	111.087	2.597	22.06	18.238		长4+5!1^(2_3)
耿181	2411.500	50.458	49.542	18.496	18.812	0.0	0.01	0.0	0.1	99.9	0.0	228.824	96.299	21.752	106.497	2.607	21.737	18.496		长4+5!1^(2_3)
耿181	2411.625	46.673	53.327	18.789	19.217	0.0	0.01	0.0	0.1	99.9	0.0	228.241	97.157	21.746	103.151	2.608	21.504	18.788		长4+5!1^(2_3)
耿181	2411.750	42.895	57.105	18.976	19.496	0.0	0.01	0.0	0.1	99.9	0.0	229.436	97.945	21.74	99.658	2.605	20.585	18.976		长4+5!1^(2_3)
耿181	2411.875	39.594	60.406	18.961	19.549	0.0	0.01	0.0	0.1	99.9	0.0	232.953	98.657	21.736	96.472	2.6	19.34	18.961		长4+5!1^(2_3)
耿181	2412.000	39.79	60.21	18.691	19.286	0.0	0.01	0.0	0.1	99.9	0.0	239.412	99.289	21.734	96.659	2.594	18.666	18.69		长4+5!1^(2_3)
耿181	2412.125	47.434	52.566	18.144	18.584	0.0	0.01	0.0	0.1	99.9	0.0	248.963	99.821	21.735	103.742	2.583	19.466	18.144		长4+5!1^(2_3)
耿181	2412.250	60.334	39.666	17.449	17.546	0.0	0.01	0.0	0.1	99.9	0.0	259.707	100.264	21.739	114.376	2.566	21.321	17.449		长4+5!1^(2_3)
耿181	2412.375	73.106	26.894	16.719	16.31	0.0	0.01	0.0	0.1	99.9	0.0	270.067	100.616	21.745	123.684	2.548	23.736	16.719		长4+5!1^(2_3)
耿181	2412.500	79.439	20.561	16.066	15.092	0.0	0.01	0.0	0.1	99.9	0.0	279.211	100.876	21.753	127.917	2.529	26.676	16.066		长4+5!1^(2_3)
耿181	2412.625	81.054	18.946	15.591	14.172	0.0	0.01	0.0	0.1	99.9	0.0	287.24	101.032	21.763	128.942	2.52	29.59	15.591		长4+5!1^(2_3)
耿181	2412.750	83.255	16.745	15.287	13.652	0.0	0.01	0.0	0.1	99.9	0.0	294.607	101.101	21.774	130.315	2.515	30.989	15.287		长4+5!1^(2_3)
耿181	2412.875	88.903	11.097	15.139	13.536	0.0	0.01	0.0	0.1	99.9	0.0	300.263	101.088	21.791	133.707	2.505	32.202	15.139		长4+5!1^(2_3)
耿181	2413.000	96.895	3.105	15.134	13.773	0.0	0.01	0.0	0.1	99.9	0.0	302.374	101.003	21.823	138.294	2.487	31.717	15.134		长4+5!1^(2_3)
耿181	2413.125	99.9	0.1	15.305	14.346	0.0	0.01	0.0	0.1	99.9	0.0	299.39	100.843	21.871	142.072	2.455	30.795	15.304		长4+5!1^(2_3)
耿181	2413.250	99.9	0.1	15.643	15.156	0.0	0.01	0.0	0.1	99.9	0.0	292.422	100.635	21.921	145.324	2.417	32.157	15.644		长4+5!1^(2_3)
耿181	2413.375	99.9	0.1	16.153	16.145	0.0	0.01	0.0	0.1	99.9	0.0	282.03	100.39	21.955	146.364	2.397	35.569	16.153		长4+5!1^(2_3)
耿181	2413.500	99.9	0.1	16.804	17.198	0.0	0.01	0.0	0.1	99.9	0.0	268.943	100.124	21.963	142.057	2.404	37.992	16.805		长4+5!2^(1_1)
耿181	2413.625	82.557	17.443	17.538	18.135	0.0	0.01	0.0	0.1	99.9	0.0	254.439	99.853	21.943	129.68	2.434	37.809	17.538		长4+5!2^(1_1)
耿181	2413.750	57.307	42.693	18.24	18.822	0.0	0.01	0.0	0.1	99.9	0.0	240.97	99.597	21.909	111.745	2.476	35.96	18.24		长4+5!2^(1_1)
耿181	2413.875	35.49	64.51	18.812	19.183	0.045	0.01	1.486	0.1	99.9	0.058	230.73	99.371	21.875	91.998	2.515	31.159	18.812		长4+5!2^(1_1)
耿181	2414.000	12.948	87.052	19.165	19.182	0.301	0.944	9.897	11.385	57.598	0.387	225.409	99.19	21.851	77.26	2.532	24.166	19.165	干层	长4+5!2^(1_1)
耿181	2414.125	11.034	88.966	19.192	18.764	0.384	0.929	10.383	11.342	57.741	0.387	224.968	99.078	21.846	71.943	2.525	19.703	19.192	干层	长4+5!2^(1_1)
耿181	2414.250	10.588	89.412	18.954	18.05	0.467	0.992	10.777	11.511	57.384	0.39	226.712	99.039	21.856	70.22	2.514	18.181	18.953	干层	长4+5!2^(1_1)
耿181	2414.375	10.298	89.702	18.533	17.158	0.563	1.09	11.162	11.762	56.987	0.395	229.294	99.081	21.876	68.75	2.5	18.246	18.533	干层	长4+5!2^(1_1)
耿181	2414.500	10.531	89.469	18.038	16.245	0.643	1.194	11.441	12.007	56.764	0.403	231.822	99.207	21.897	68.844	2.483	18.317	18.037	干层	长4+5!2^(1_1)
耿181	2414.625	11.394	88.606	17.548	15.496	0.642	1.282	11.438	12.203	56.767	0.412	233.85	99.436	21.912	70.895	2.466	18.102	17.549	干层	长4+5!2^(1_1)
耿181	2414.750	12.075	87.925	17.079	14.969	0.647	1.35	11.454	12.348	56.975	0.42	235.337	99.748	21.92	72.49	2.453	18.348	17.079	干层	长4+5!2^(1_1)
耿181	2414.875	11.997	88.003	16.603	14.64	0.684	1.386	11.564	12.421	57.498	0.429	236.091	100.139	21.923	72.099	2.441	19.254	16.603	干层	长4+5!2^(1_1)
耿181	2415.000	11.11	88.89	16.092	14.422	0.76	1.374	11.782	12.398	58.494	0.439	235.858	100.598	21.925	69.61	2.438	20.244	16.091	干层	长4+5!2^(1_1)
耿181	2415.125	10.308	89.692	15.523	14.143	0.805	1.333	11.9	12.313	59.904	0.451	234.977	101.121	21.934	67.441	2.444	20.826	15.524	干层	长4+5!2^(1_1)
耿181	2415.250	10.637	89.363	14.94	13.645	0.811	1.381	11.913	12.41	60.664	0.464	235.975	101.681	21.956	68.171	2.455	20.806	14.94	干层	长4+5!2^(1_1)
耿181	2415.375	12.97	87.03	14.398	12.901	0.664	1.602	10.063	12.832	60.078	0.403	240.331	102.261	21.994	73.741	2.479	20.174	14.398	干层	长4+5!2^(1_1)
耿181	2415.500	17.357	82.643	13.947	12.086	0.0	2.049	0.0	13.576	58.199	0.0	247.983	102.844	22.042	83.187	2.514	19.303	13.946	干层	长4+5!2^(1_1)
耿181	2415.625	28.148	71.852	13.606	11.618	0.0	1.911	0.0	10.728	67.252	0.0	256.458	103.406	22.09	94.865	2.543	19.238	13.607		长4+5!2^(1_1)
耿181	2415.750	53.386	46.614	13.298	11.656	0.0	0.01	0.0	0.1	99.9	0.0	262.6	103.93	22.135	108.697	2.549	20.5	13.298		长4+5!2^(1_1)
耿181	2415.875	73.532	26.468	12.934	12.017	0.0	0.01	0.0	0.1	99.9	0.0	266.177	104.4	22.19	123.829	2.534	22.199	12.934		长4+5!2^(1_1)
耿181	2416.000	92.63	7.37	12.453	12.277	0.0	0.01	0.0	0.1	99.9	0.0	267.414	104.802	22.268	135.894	2.517	24.134	12.452		长4+5!2^(1_1)
耿181	2416.125	92.948	7.052	11.869	11.98	0.0	0.01	0.0	0.1	99.9	0.0	266.033	105.112	22.363	136.024	2.496	26.873	11.869		长4+5!2^(1_1)
耿181	2416.250	73.917	26.083	11.314	11.263	0.0	0.01	0.0	0.1	99.9	0.0	262.332	105.335	22.437	124.015	2.476	27.938	11.314		长4+5!2^(1_1)
耿181	2416.375	51.527	48.473	10.901	10.483	0.0	0.01	0.0	0.1	99.9	0.0	257.184	105.466	22.452	107.186	2.465	25.714	10.901		长4+5!2^(1_1)
耿181	2416.500	38.805	61.195	10.688	9.994	0.0	0.01	0.0	0.1	99.9	0.0	253.125	105.506	22.397	95.69	2.469	21.353	10.688		长4+5!2^(1_1)
耿181	2416.625	40.38	59.62	10.689	9.962	0.0	0.01	0.0	0.1	99.9	0.0	252.052	105.446	22.288	97.185	2.48	19.556	10.688		长4+5!2^(1_1)
耿181	2416.750	50.789	49.211	10.8	10.165	0.0	0.01	0.0	0.1	99.9	0.0	252.968	105.309	22.18	106.614	2.501	21.352	10.8		长4+5!2^(1_1)
耿181	2416.875	63.838	36.162	10.964	10.457	0.0	0.01	0.0	0.1	99.9	0.0	253.631	105.104	22.098	117.085	2.535	25.108	10.964		长4+5!2^(1_1)
耿181	2417.000	72.785	27.215	11.161	10.798	0.0	0.01	0.0	0.1	99.9	0.0	252.451	104.846	22.044	123.53	2.573	28.742	11.162		长4+5!2^(1_1)
耿181	2417.125	74.294	25.706	11.433	11.248	0.0	0.01	0.0	0.1	99.9	0.0	249.68	104.545	22.001	124.55	2.607	29.632	11.432		长4+5!2^(1_1)
耿181	2417.250	73.346	26.654	11.813	11.833	0.0	0.01	0.0	0.1	99.9	0.0	246.165	104.225	21.953	123.912	2.619	28.278	11.813		长4+5!2^(1_1)
耿181	2417.375	73.467	26.533	12.323	12.565	0.0	0.01	0.0	0.1	99.9	0.0	242.009	103.901	21.901	123.993	2.615	26.852	12.323		长4+5!2^(1_1)
耿181	2417.500	75.211	24.789	12.955	13.433	0.0	0.01	0.0	0.1	99.9	0.0	237.183	103.589	21.853	125.164	2.608	26.775	12.957		长4+5!2^(1_1)
耿181	2417.625	72.342	27.658	13.684	14.434	0.0	0.01	0.0	0.1	99.9	0.0	232.01	103.306	21.821	123.196	2.609	27.421	13.683		长4+5!2^(1_1)
耿181	2417.750	58.172	41.828	14.417	15.491	0.0	0.01	0.0	0.1	99.9	0.0	226.996	103.061	21.805	112.593	2.608	27.292	14.418		长4+5!2^(1_1)
耿181	2417.875	37.204	62.796	15.079	16.514	0.0	0.01	0.0	0.1	99.9	0.0	222.341	102.861	21.801	93.725	2.605	26.413	15.079		长4+5!2^(1_1)
耿181	2418.000	20.654	79.346	15.589	17.372	0.0	0.01	0.0	0.1	99.9	0.0	218.564	102.709	21.802	74.8	2.598	24.847	15.59		长4+5!2^(1_1)
耿181	2418.125	14.016	85.984	15.854	17.87	0.0	0.01	0.0	0.1	99.9	0.0	216.751	102.615	21.805	65.306	2.586	21.912	15.854		长4+5!2^(1_1)
耿181	2418.250	11.874	88.126	15.878	17.957	0.0	0.01	0.0	0.1	99.9	0.0	217.433	102.567	21.806	61.979	2.571	18.36	15.878		长4+5!2^(1_1)
耿181	2418.375	11.248	88.752	15.673	17.604	0.0	0.01	0.0	0.1	99.9	0.0	220.866	102.558	21.804	60.975	2.564	15.67	15.673		长4+5!2^(1_1)
耿181	2418.500	12.083	87.917	15.279	16.851	0.0	0.01	0.0	0.1	99.9	0.0	226.915	102.579	21.8	62.303	2.561	14.631	15.278		长4+5!2^(1_1)
耿181	2418.625	16.89	83.11	14.755	15.771	0.0	0.01	0.0	0.1	99.9	0.0	235.344	102.622	21.795	69.455	2.565	14.541	14.755		长4+5!2^(1_1)
耿181	2418.750	26.596	73.404	14.199	14.594	0.0	0.01	0.0	0.1	99.9	0.0	244.924	102.668	21.793	82.05	2.569	14.7	14.199		长4+5!2^(1_1)
耿181	2418.875	41.86	58.14	13.66	13.481	0.0	0.01	0.0	0.1	99.9	0.0	254.814	102.705	21.794	98.413	2.571	15.611	13.66		长4+5!2^(1_1)
耿181	2419.000	61.8	38.2	13.161	12.56	0.0	0.01	0.0	0.1	99.9	0.0	263.997	102.719	21.797	115.631	2.568	17.532	13.16		长4+5!2^(1_1)
耿181	2419.125	77.072	22.928	12.71	11.92	0.0	0.01	0.0	0.1	99.9	0.0	271.246	102.688	21.801	126.359	2.565	20.03	12.71		长4+5!2^(1_1)
耿181	2419.250	83.43	16.57	12.31	11.498	0.0	0.01	0.0	0.1	99.9	0.0	276.324	102.606	21.805	130.421	2.564	22.725	12.31		长4+5!2^(1_1)
耿181	2419.375	85.298	14.702	11.986	11.245	0.0	0.01	0.0	0.1	99.9	0.0	279.572	102.462	21.807	131.571	2.565	25.406	11.986		长4+5!2^(1_1)
耿181	2419.500	85.274	14.726	11.782	11.135	0.0	0.01	0.0	0.1	99.9	0.0	281.401	102.248	21.809	131.562	2.568	27.439	11.782		长4+5!2^(1_1)
耿181	2419.625	80.061	19.939	11.777	11.208	0.0	0.01	0.0	0.1	99.9	0.0	281.739	101.942	21.813	128.295	2.572	28.055	11.776		长4+5!2^(1_1)
耿181	2419.750	72.009	27.991	11.974	11.491	0.0	0.01	0.0	0.1	99.9	0.0	280.93	101.646	21.821	122.983	2.575	27.749	11.974		长4+5!2^(1_1)
耿181	2419.875	67.933	32.067	12.278	11.897	0.0	0.01	0.0	0.1	99.9	0.0	279.357	101.288	21.837	120.156	2.57	27.202	12.278		长4+5!2^(1_1)
耿181	2420.000	68.797	31.203	12.674	12.454	0.0	0.01	0.0	0.1	99.9	0.0	276.541	100.765	21.858	120.769	2.56	26.767	12.675		长4+5!2^(1_1)
耿181	2420.125	67.703	32.297	13.32	13.438	0.0	0.01	0.0	0.1	99.9	0.0	270.082	100.145	21.878	119.982	2.555	26.65	13.319		长4+5!2^(1_1)
耿181	2420.250	62.745	37.255	14.011	14.546	0.0	0.01	0.0	0.1	99.9	0.0	261.621	99.449	21.889	116.356	2.558	26.885	14.012		长4+5!2^(1_1)
耿181	2420.375	51.993	48.007	14.705	15.637	0.053	0.01	1.531	0.1	99.9	0.068	252.444	98.683	21.889	107.69	2.569	27.148	14.705		长4+5!2^(1_1)
耿181	2420.500	21.198	78.802	15.381	16.587	0.35	1.798	10.201	13.179	56.82	0.456	243.919	97.857	21.885	92.879	2.585	26.628	15.382	水层	长4+5!2^(1_1)
耿181	2420.625	15.168	84.832	16.038	17.331	0.456	1.443	10.73	12.531	58.076	0.442	237.223	96.977	21.885	80.276	2.611	24.049	16.037	水层	长4+5!2^(1_1)
耿181	2420.750	12.975	87.025	16.541	17.834	0.456	1.245	10.727	12.12	58.809	0.431	232.993	96.069	21.892	75.542	2.629	20.233	16.542	水层	长4+5!2^(1_1)
耿181	2420.875	13.995	86.005	16.973	18.247	0.356	1.126	10.201	11.849	59.18	0.423	230.19	95.149	21.904	78.921	2.632	16.828	16.973	水层	长4+5!2^(1_1)
耿181	2421.000	16.235	83.765	17.332	18.623	0.24	1.068	9.437	11.706	59.16	0.418	228.722	94.236	21.919	85.002	2.625	14.937	17.332	水层	长4+5!2^(1_1)
耿181	2421.125	18.438	81.562	17.301	18.659	0.206	1.121	9.123	11.835	58.674	0.419	230.051	93.356	21.935	89.942	2.613	14.915	17.301	水层	长4+5!2^(1_1)
耿181	2421.250	20.281	79.719	16.865	18.252	0.208	1.276	9.138	12.186	57.982	0.428	233.669	92.531	21.952	93.254	2.591	15.959	16.865	水层	长4+5!2^(1_1)
耿181	2421.375	21.581	78.419	16.064	17.359	0.233	1.476	9.362	12.598	57.77	0.443	237.913	91.778	21.97	95.08	2.563	17.065	16.064	水层	长4+5!2^(1_1)
耿181	2421.500	22.35	77.65	15.008	16.059	0.274	1.69	9.702	12.994	58.22	0.465	241.99	91.12	21.989	95.743	2.537	17.64	15.006	水层	长4+5!2^(1_1)
耿181	2421.625	23.563	76.437	13.834	14.506	0.279	1.839	9.741	13.246	59.676	0.495	244.595	90.594	22.007	97.615	2.513	18.459	13.836	水层	长4+5!2^(1_1)
耿181	2421.750	25.171	74.829	12.668	12.931	0.263	1.913	9.623	13.365	61.907	0.529	245.823	90.2	22.021	100.519	2.489	20.445	12.667	水层	长4+5!2^(1_1)
耿181	2421.875	25.35	74.65	11.561	11.451	0.259	1.891	9.589	13.33	64.943	0.565	245.464	89.949	22.031	100.961	2.48	23.306	11.561	水层	长4+5!2^(1_1)
耿181	2422.000	22.136	77.864	10.54	10.139	0.3	1.752	9.889	13.101	68.996	0.605	243.103	89.85	22.034	95.06	2.485	25.062	10.538	水层	长4+5!2^(1_1)
耿181	2422.125	15.877	84.123	9.648	9.061	0.523	1.553	10.935	12.745	73.843	0.644	239.425	89.933	22.028	81.422	2.497	23.64	9.649	水层	长4+5!2^(1_1)
耿181	2422.250	10.19	89.81	8.887	8.185	0.858	1.357	11.951	12.36	78.962	0.682	235.469	90.17	22.017	66.805	2.509	20.301	8.887	水层	长4+5!2^(1_1)
耿181	2422.375	6.973	93.027	8.275	7.498	1.188	1.231	12.672	12.09	83.342	0.718	232.682	90.554	22.006	57.285	2.52	17.418	8.275	水层	长4+5!2^(1_1)
耿181	2422.500	5.823	94.177	7.822	6.994	1.401	1.19	13.027	11.999	86.244	0.75	231.745	91.075	21.997	53.517	2.519	16.524	7.822	水层	长4+5!2^(1_1)
耿181	2422.625	5.566	94.434	7.562	6.708	1.546	1.23	13.225	12.088	87.17	0.767	232.664	91.737	21.989	52.374	2.511	16.956	7.562	水层	长4+5!2^(1_1)
