井名	深度	SH	SS	RT	RT	PERM2024	PERM	POR2024	POR	SW	SW2024	AC	SP	CAL	GR	DEN	CNL	RT	解释结论	层位
耿181	2384.875	58.544	41.456	9.235	7.475	0.0	0.01	0.0	0.1	99.9	0.0	251.17	106.987	25.461	113.111	2.357	21.231	9.235		长4+5!1^(1_3)
耿181	2385.000	68.077	31.923	8.65	6.612	0.0	0.01	0.0	0.1	99.9	0.0	265.909	106.991	25.787	120.259	2.217	24.647	8.65		长4+5!1^(1_3)
耿181	2385.125	82.974	17.026	8.259	6.365	0.0	0.01	0.0	0.1	99.9	0.0	278.799	107.046	25.965	130.068	2.088	28.094	8.259		长4+5!1^(1_3)
耿181	2385.250	94.475	5.525	7.999	6.662	0.0	0.01	0.0	0.1	99.9	0.0	285.754	107.145	25.783	136.924	1.994	31.459	7.999		长4+5!1^(1_3)
耿181	2385.375	98.377	1.623	7.82	7.384	0.0	0.01	0.0	0.1	99.9	0.0	287.006	107.288	25.149	139.114	1.933	35.859	7.82		长4+5!1^(1_3)
耿181	2385.500	99.9	0.1	7.685	8.276	0.0	0.01	0.0	0.1	99.9	0.0	283.607	107.473	24.176	140.223	1.927	40.987	7.685		长4+5!1^(1_3)
耿181	2385.625	99.9	0.1	7.601	8.982	0.0	0.01	0.0	0.1	99.9	0.0	276.673	107.705	23.182	142.241	1.998	42.662	7.601		长4+5!1^(1_3)
耿181	2385.750	99.9	0.1	7.617	9.344	0.0	0.01	0.0	0.1	99.9	0.0	268.112	107.971	22.458	142.273	2.106	39.083	7.617		长4+5!1^(1_3)
耿181	2385.875	98.897	1.103	7.796	9.422	0.0	0.01	0.0	0.1	99.9	0.0	260.851	108.268	22.064	139.838	2.234	32.542	7.796		长4+5!1^(1_3)
耿181	2386.000	93.207	6.793	8.181	9.402	0.0	0.01	0.0	0.1	99.9	0.0	257.823	108.589	21.901	136.228	2.379	27.298	8.181		长4+5!1^(1_3)
耿181	2386.125	89.013	10.987	8.803	9.49	0.0	0.01	0.0	0.1	99.9	0.0	260.966	108.93	21.841	133.797	2.5	26.158	8.802		长4+5!1^(1_3)
耿181	2386.250	91.672	8.328	9.553	9.719	0.0	0.01	0.0	0.1	99.9	0.0	266.694	109.279	21.815	135.318	2.532	27.466	9.553		长4+5!1^(1_3)
耿181	2386.375	98.58	1.42	10.323	10.032	0.0	0.01	0.0	0.1	99.9	0.0	271.154	109.628	21.814	142.487	2.508	30.4	10.323		长4+5!1^(1_3)
耿181	2386.500	99.9	0.1	10.997	10.359	0.0	0.01	0.0	0.1	99.9	0.0	272.625	109.97	21.826	152.046	2.474	33.818	10.997		长4+5!1^(1_3)
耿181	2386.625	99.9	0.1	11.463	10.67	0.0	0.01	0.0	0.1	99.9	0.0	270.44	110.295	21.839	154.593	2.468	34.805	11.463		长4+5!1^(1_3)
耿181	2386.750	99.9	0.1	11.734	10.988	0.0	0.01	0.0	0.1	99.9	0.0	265.117	110.596	21.847	149.17	2.481	32.436	11.734		长4+5!1^(1_3)
耿181	2386.875	95.75	4.25	11.853	11.351	0.0	0.01	0.0	0.1	99.9	0.0	257.321	110.868	21.851	139.106	2.51	28.265	11.853		长4+5!1^(1_3)
耿181	2387.000	80.869	19.131	11.881	11.776	0.0	0.01	0.0	0.1	99.9	0.0	248.416	111.106	21.851	128.828	2.547	24.978	11.881		长4+5!1^(1_3)
耿181	2387.125	71.225	28.775	11.867	12.218	0.0	0.01	0.0	0.1	99.9	0.0	240.649	111.3	21.857	122.457	2.579	23.535	11.867		长4+5!1^(1_3)
耿181	2387.250	66.252	33.748	11.838	12.553	0.0	0.01	0.0	0.1	99.9	0.0	235.341	111.453	21.873	118.945	2.594	22.706	11.838		长4+5!1^(1_3)
耿181	2387.375	62.406	37.594	11.791	12.676	0.0	0.01	0.0	0.1	99.9	0.0	232.767	111.565	21.896	116.105	2.598	21.842	11.791		长4+5!1^(1_3)
耿181	2387.500	57.992	42.008	11.727	12.537	0.0	0.01	0.0	0.1	99.9	0.0	232.272	111.635	21.918	112.703	2.594	21.013	11.727		长4+5!1^(1_3)
耿181	2387.625	55.437	44.563	11.654	12.168	0.0	0.01	0.0	0.1	99.9	0.0	234.047	111.658	21.926	110.656	2.59	20.95	11.654		长4+5!1^(1_3)
耿181	2387.750	55.39	44.61	11.585	11.737	0.0	0.01	0.0	0.1	99.9	0.0	237.679	111.641	21.925	110.615	2.589	21.563	11.585		长4+5!1^(1_3)
耿181	2387.875	57.063	42.937	11.525	11.361	0.0	0.01	0.0	0.1	99.9	0.0	242.961	111.587	21.931	111.96	2.596	22.449	11.525		长4+5!1^(1_3)
耿181	2388.000	59.93	40.07	11.467	11.11	0.0	0.01	0.0	0.1	99.9	0.0	248.69	111.499	21.954	114.213	2.603	23.106	11.467		长4+5!1^(1_3)
耿181	2388.125	65.156	34.844	11.394	11.019	0.0	0.01	0.0	0.1	99.9	0.0	253.224	111.374	21.983	118.119	2.602	23.582	11.394		长4+5!1^(1_3)
耿181	2388.250	74.562	25.438	11.304	11.031	0.0	0.01	0.0	0.1	99.9	0.0	255.55	111.218	21.991	124.651	2.594	24.856	11.304		长4+5!1^(1_3)
耿181	2388.375	86.441	13.559	11.204	11.1	0.0	0.01	0.0	0.1	99.9	0.0	255.478	111.036	21.96	132.205	2.584	27.129	11.204		长4+5!1^(1_3)
耿181	2388.500	95.655	4.345	11.113	11.179	0.0	0.01	0.0	0.1	99.9	0.0	253.614	110.828	21.893	137.611	2.576	28.87	11.113		长4+5!1^(1_3)
耿181	2388.625	92.96	7.04	11.069	11.241	0.0	0.01	0.0	0.1	99.9	0.0	250.62	110.592	21.813	136.066	2.573	28.016	11.069		长4+5!1^(1_3)
耿181	2388.750	82.94	17.06	11.092	11.3	0.0	0.01	0.0	0.1	99.9	0.0	247.359	110.334	21.746	130.084	2.582	25.562	11.092		长4+5!1^(1_3)
耿181	2388.875	72.884	27.116	11.19	11.385	0.0	0.01	0.0	0.1	99.9	0.0	244.333	110.056	21.701	123.578	2.596	23.524	11.19		长4+5!1^(1_3)
耿181	2389.000	65.986	34.014	11.353	11.513	0.0	0.01	0.0	0.1	99.9	0.0	242.167	109.758	21.67	118.757	2.605	23.006	11.353		长4+5!1^(1_3)
耿181	2389.125	64.681	35.319	11.565	11.681	0.0	0.01	0.0	0.1	99.9	0.0	241.236	109.439	21.649	117.801	2.614	23.219	11.565		长4+5!1^(1_3)
耿181	2389.250	65.986	34.014	11.793	11.867	0.0	0.01	0.0	0.1	99.9	0.0	241.023	109.104	21.63	118.751	2.626	23.107	11.793		长4+5!1^(1_3)
耿181	2389.375	67.828	32.172	12.018	12.067	0.0	0.01	0.0	0.1	99.9	0.0	241.121	108.755	21.612	120.077	2.641	22.621	12.018		长4+5!1^(1_3)
耿181	2389.500	69.872	30.128	12.234	12.297	0.0	0.01	0.0	0.1	99.9	0.0	241.084	108.392	21.593	121.521	2.654	22.081	12.234		长4+5!1^(1_3)
耿181	2389.625	74.082	25.918	12.432	12.585	0.0	0.01	0.0	0.1	99.9	0.0	240.407	108.015	21.577	124.396	2.659	21.792	12.432		长4+5!1^(1_3)
耿181	2389.750	78.062	21.938	12.609	12.913	0.0	0.01	0.0	0.1	99.9	0.0	238.948	107.628	21.565	127.032	2.653	21.573	12.609		长4+5!1^(1_3)
耿181	2389.875	75.871	24.129	12.764	13.233	0.0	0.01	0.0	0.1	99.9	0.0	236.898	107.232	21.556	125.597	2.641	21.342	12.764		长4+5!1^(1_3)
耿181	2390.000	66.534	33.466	12.906	13.485	0.0	0.01	0.0	0.1	99.9	0.0	234.865	106.829	21.551	119.161	2.624	20.844	12.906		长4+5!1^(1_3)
耿181	2390.125	57.185	42.815	13.054	13.623	0.0	0.01	0.0	0.1	99.9	0.0	233.308	106.415	21.549	112.047	2.619	19.858	13.053		长4+5!1^(1_3)
耿181	2390.250	54.102	45.898	13.219	13.695	0.0	0.01	0.0	0.1	99.9	0.0	232.318	105.996	21.549	109.557	2.621	18.766	13.219		长4+5!1^(1_3)
耿181	2390.375	58.581	41.419	13.393	13.756	0.0	0.01	0.0	0.1	99.9	0.0	231.818	105.568	21.549	113.131	2.622	18.363	13.394		长4+5!1^(1_3)
耿181	2390.500	67.576	32.424	13.549	13.831	0.0	0.01	0.0	0.1	99.9	0.0	231.696	105.133	21.549	119.893	2.62	19.239	13.549		长4+5!1^(1_3)
耿181	2390.625	76.894	23.106	13.632	13.877	0.0	0.01	0.0	0.1	99.9	0.0	231.901	104.686	21.549	126.245	2.61	21.05	13.632		长4+5!1^(1_3)
耿181	2390.750	83.222	16.778	13.622	13.825	0.0	0.01	0.0	0.1	99.9	0.0	232.149	104.228	21.549	130.295	2.595	21.868	13.622		长4+5!1^(1_3)
耿181	2390.875	81.431	18.569	13.522	13.639	0.0	0.01	0.0	0.1	99.9	0.0	232.193	103.759	21.55	129.179	2.584	20.989	13.522		长4+5!1^(1_3)
耿181	2391.000	70.593	29.407	13.366	13.338	0.0	0.01	0.0	0.1	99.9	0.0	232.123	103.275	21.551	122.038	2.585	19.351	13.366		长4+5!1^(1_3)
耿181	2391.125	58.263	41.737	13.212	12.981	0.0	0.01	0.0	0.1	99.9	0.0	232.511	102.773	21.551	112.888	2.597	18.797	13.213		长4+5!1^(1_3)
耿181	2391.250	53.988	46.012	13.121	12.659	0.0	0.01	0.0	0.1	99.9	0.0	233.739	102.256	21.551	109.462	2.615	19.561	13.121		长4+5!1^(1_3)
耿181	2391.375	58.672	41.328	13.127	12.44	0.0	0.01	0.0	0.1	99.9	0.0	235.628	101.722	21.55	113.2	2.641	20.685	13.127		长4+5!1^(1_3)
耿181	2391.500	68.076	31.924	13.243	12.384	0.0	0.01	0.0	0.1	99.9	0.0	237.725	101.172	21.547	120.251	2.666	21.525	13.244		长4+5!1^(1_3)
耿181	2391.625	75.856	24.144	13.477	12.582	0.0	0.01	0.0	0.1	99.9	0.0	239.483	100.602	21.543	125.576	2.678	22.498	13.477		长4+5!1^(1_3)
耿181	2391.750	81.714	18.286	13.787	13.005	0.0	0.01	0.0	0.1	99.9	0.0	240.48	100.019	21.542	129.339	2.68	23.694	13.787		长4+5!1^(1_3)
耿181	2391.875	87.025	12.975	14.15	13.596	0.0	0.01	0.0	0.1	99.9	0.0	240.25	99.424	21.546	132.602	2.671	24.275	14.15		长4+5!1^(1_3)
耿181	2392.000	87.526	12.474	14.552	14.249	0.0	0.01	0.0	0.1	99.9	0.0	238.635	98.819	21.558	132.921	2.65	23.622	14.552		长4+5!1^(1_3)
耿181	2392.125	78.38	21.62	14.992	14.83	0.0	0.01	0.0	0.1	99.9	0.0	235.761	98.205	21.583	127.188	2.63	22.117	14.992		长4+5!1^(2_1)
耿181	2392.250	66.221	33.779	15.462	15.269	0.014	0.01	1.372	0.1	99.9	0.089	232.601	97.588	21.613	118.858	2.613	20.583	15.463		长4+5!1^(2_1)
耿181	2392.375	36.046	63.954	15.952	15.56	0.06	0.813	5.9	8.834	70.961	0.379	229.604	96.971	21.641	110.667	2.602	19.249	15.952		长4+5!1^(2_1)
耿181	2392.500	24.631	75.369	16.431	15.74	0.084	1.007	7.308	11.551	61.449	0.437	227.123	96.357	21.656	103.87	2.594	18.357	16.432	干层	长4+5!1^(2_1)
耿181	2392.625	22.801	77.199	16.824	15.818	0.089	0.941	7.424	11.376	61.518	0.429	225.312	95.749	21.653	100.599	2.594	18.374	16.824	干层	长4+5!1^(2_1)
耿181	2392.750	22.49	77.51	17.074	15.777	0.088	0.9	7.391	11.261	61.591	0.425	224.13	95.151	21.637	100.234	2.59	18.655	17.074	干层	长4+5!1^(2_1)
耿181	2392.875	22.221	77.779	17.146	15.576	0.088	0.884	7.399	11.216	61.665	0.423	223.672	94.566	21.614	99.782	2.578	18.745	17.146	干层	长4+5!1^(2_1)
耿181	2393.000	21.496	78.504	17.054	15.217	0.095	0.888	7.547	11.227	61.784	0.425	223.78	93.995	21.59	98.224	2.562	18.752	17.054	干层	长4+5!1^(2_1)
耿181	2393.125	21.921	78.079	16.843	14.786	0.091	0.9	7.444	11.26	62.014	0.429	224.124	93.444	21.565	99.032	2.554	18.903	16.843	干层	长4+5!1^(2_1)
耿181	2393.250	24.008	75.992	16.616	14.432	0.077	0.909	7.09	11.285	62.321	0.433	224.378	92.912	21.536	103.237	2.548	19.075	16.616	干层	长4+5!1^(2_1)
耿181	2393.375	25.983	74.017	16.442	14.242	0.064	0.911	6.754	11.291	62.619	0.437	224.447	92.401	21.505	107.105	2.548	19.202	16.442	干层	长4+5!1^(2_1)
耿181	2393.500	25.852	74.148	16.363	14.236	0.063	0.91	6.713	11.289	62.782	0.439	224.419	91.911	21.478	106.876	2.553	19.432	16.363	干层	长4+5!1^(2_1)
耿181	2393.625	24.339	75.661	16.418	14.389	0.072	0.909	6.976	11.287	62.683	0.437	224.406	91.446	21.46	103.923	2.563	19.661	16.418	干层	长4+5!1^(2_1)
耿181	2393.750	24.171	75.829	16.583	14.639	0.071	0.905	6.959	11.275	62.431	0.434	224.273	91.002	21.454	103.613	2.57	19.687	16.583	干层	长4+5!1^(2_1)
耿181	2393.875	25.825	74.175	16.828	14.985	0.062	0.894	6.665	11.245	62.113	0.43	223.966	90.578	21.457	106.908	2.573	19.404	16.828	干层	长4+5!1^(2_1)
耿181	2394.000	27.336	72.664	17.111	15.428	0.052	0.879	6.306	11.2	61.802	0.425	223.508	90.171	21.464	109.881	2.575	18.911	17.112	干层	长4+5!1^(2_1)
耿181	2394.125	27.095	72.905	17.379	15.951	0.052	0.865	6.328	11.16	61.511	0.42	223.094	89.781	21.471	109.53	2.575	18.387	17.379	干层	长4+5!1^(2_1)
耿181	2394.250	25.999	74.001	17.595	16.46	0.057	0.859	6.506	11.141	61.224	0.416	222.891	89.401	21.478	107.512	2.575	17.991	17.595	干层	长4+5!1^(2_1)
耿181	2394.375	24.636	75.364	17.74	16.87	0.066	0.86	6.795	11.144	60.956	0.413	222.926	89.027	21.485	104.86	2.573	17.988	17.74	干层	长4+5!1^(2_1)
耿181	2394.500	22.562	77.438	17.809	17.121	0.081	0.867	7.23	11.165	60.744	0.411	223.138	88.654	21.496	100.623	2.567	18.336	17.809	干层	长4+5!1^(2_1)
耿181	2394.625	20.341	79.659	17.789	17.172	0.107	0.884	7.777	11.215	60.546	0.411	223.661	88.274	21.512	95.742	2.569	19.043	17.789	干层	长4+5!1^(2_1)
耿181	2394.750	18.898	81.102	17.694	17.083	0.132	0.919	8.209	11.313	60.267	0.412	224.664	87.843	21.531	92.282	2.576	19.713	17.694	干层	长4+5!1^(2_1)
耿181	2394.875	18.883	81.117	17.505	16.878	0.147	0.98	8.442	11.481	59.841	0.415	226.404	87.394	21.547	91.838	2.581	20.261	17.505	干层	长4+5!1^(2_1)
耿181	2395.000	20.229	79.771	17.267	16.647	0.146	1.056	8.43	11.677	59.397	0.42	228.421	86.963	21.559	94.383	2.585	20.595	17.266	干层	长4+5!1^(2_1)
耿181	2395.125	22.804	77.196	17.039	16.495	0.122	1.12	8.042	11.835	59.121	0.424	230.049	86.5	21.566	99.454	2.59	20.608	17.039	干层	长4+5!1^(2_1)
耿181	2395.250	26.233	73.767	16.855	16.468	0.094	1.166	7.479	11.942	58.992	0.428	231.153	86.011	21.571	105.966	2.593	20.621	16.854	干层	长4+5!1^(2_1)
耿181	2395.375	30.301	69.699	16.744	16.6	0.066	1.184	6.77	11.984	59.012	0.431	231.585	85.492	21.575	113.239	2.597	21.06	16.744	干层	长4+5!1^(2_1)
耿181	2395.500	35.245	64.755	16.727	16.884	0.042	1.171	5.905	11.956	59.159	0.433	231.296	84.944	21.577	121.529	2.601	21.833	16.727	干层	长4+5!1^(2_1)
耿181	2395.625	36.943	63.057	16.848	17.317	0.038	1.13	5.642	11.859	59.354	0.43	230.292	84.365	21.573	124.39	2.599	22.104	16.847	干层	长4+5!1^(2_1)
耿181	2395.750	32.75	67.25	17.163	17.957	0.05	1.075	6.147	11.724	59.376	0.423	228.909	83.765	21.561	117.97	2.596	21.637	17.163	干层	长4+5!1^(2_1)
耿181	2395.875	25.665	74.335	17.688	18.837	0.08	1.018	7.124	11.58	59.1	0.414	227.426	83.148	21.542	105.698	2.592	20.642	17.689	干层	长4+5!1^(2_1)
耿181	2396.000	20.117	79.883	18.387	19.993	0.125	0.955	8.104	11.413	58.681	0.401	225.7	82.519	21.52	94.786	2.584	19.897	18.388	干层	长4+5!1^(2_1)
耿181	2396.125	18.223	81.777	19.258	21.596	0.13	0.873	8.176	11.181	58.347	0.387	223.309	81.887	21.501	91.044	2.574	20.176	19.256	干层	长4+5!1^(2_1)
耿181	2396.250	17.964	82.036	20.176	23.46	0.115	0.778	7.93	10.89	58.287	0.374	220.315	81.263	21.49	91.144	2.572	21.053	20.177	干层	长4+5!1^(2_1)
耿181	2396.375	17.406	82.594	21.047	25.314	0.102	0.682	7.699	10.572	58.512	0.363	217.033	80.653	21.491	90.594	2.584	21.314	21.047	干层	长4+5!1^(2_1)
耿181	2396.500	15.373	84.627	21.807	26.823	0.106	0.602	7.764	10.276	58.871	0.353	213.986	80.066	21.503	86.325	2.596	20.045	21.808	干层	长4+5!1^(2_1)
耿181	2396.625	12.805	87.195	22.445	27.619	0.127	0.417	8.129	10.042	59.176	0.345	211.558	79.517	21.526	80.096	2.601	17.704	22.444	干层	长4+5!1^(2_1)
耿181	2396.750	11.522	88.478	23.035	27.775	0.138	0.01	8.307	9.91	59.066	0.339	210.203	79.009	21.55	76.824	2.596	15.909	23.035	干层	长4+5!1^(2_1)
耿181	2396.875	11.745	88.255	23.625	27.481	0.136	0.01	8.288	9.917	58.29	0.332	210.272	78.548	21.571	77.44	2.58	15.309	23.626	干层	长4+5!1^(2_1)
耿181	2397.000	12.903	87.097	24.223	27.015	0.128	0.548	8.155	10.061	56.867	0.326	211.757	78.14	21.585	80.333	2.557	15.901	24.224	干层	长4+5!1^(2_1)
耿181	2397.125	13.736	86.264	24.761	26.683	0.131	0.597	8.203	10.258	55.334	0.321	213.798	77.797	21.592	82.106	2.538	17.119	24.761	干层	长4+5!1^(2_1)
耿181	2397.250	13.726	86.274	25.143	26.623	0.142	0.628	8.36	10.378	54.376	0.318	215.027	77.513	21.594	81.792	2.523	18.095	25.143	干层	长4+5!1^(2_1)
耿181	2397.375	12.754	87.246	25.279	26.803	0.156	0.622	8.561	10.352	54.341	0.316	214.766	77.29	21.592	79.215	2.519	18.45	25.279	干层	长4+5!1^(2_1)
耿181	2397.500	11.721	88.279	25.119	27.024	0.164	0.579	8.664	10.185	55.27	0.317	213.04	77.125	21.585	76.731	2.523	18.359	25.119	干层	长4+5!1^(2_1)
耿181	2397.625	11.293	88.707	24.645	26.873	0.152	0.403	8.504	9.962	56.852	0.322	210.743	77.026	21.575	76.036	2.531	18.187	24.645	干层	长4+5!1^(2_1)
耿181	2397.750	11.012	88.988	24.005	26.138	0.147	0.01	8.441	9.81	58.362	0.328	209.172	76.979	21.568	75.591	2.545	17.751	24.004	干层	长4+5!1^(2_1)
耿181	2397.875	10.284	89.716	23.324	24.84	0.16	0.01	8.606	9.785	59.329	0.335	208.921	76.98	21.567	73.492	2.558	16.935	23.324	干层	长4+5!1^(2_1)
耿181	2398.000	9.434	90.566	22.717	23.246	0.193	0.01	8.996	9.902	59.515	0.341	210.124	77.023	21.575	70.617	2.56	16.223	22.716	干层	长4+5!1^(2_1)
耿181	2398.125	9.526	90.474	22.265	21.782	0.221	0.572	9.266	10.158	58.837	0.346	212.771	77.109	21.588	70.277	2.555	16.708	22.266	干层	长4+5!1^(2_1)
耿181	2398.250	10.769	89.231	21.942	20.71	0.223	0.657	9.286	10.479	57.737	0.35	216.069	77.225	21.603	73.214	2.543	18.202	21.942	干层	长4+5!1^(2_1)
耿181	2398.375	13.108	86.892	21.717	20.075	0.201	0.75	9.069	10.803	56.56	0.353	219.414	77.365	21.616	79.045	2.529	19.719	21.717	干层	长4+5!1^(2_1)
耿181	2398.500	15.756	84.244	21.576	19.832	0.168	0.833	8.711	11.065	55.605	0.355	222.114	77.526	21.623	85.366	2.527	20.577	21.576	干层	长4+5!1^(2_1)
耿181	2398.625	17.409	82.591	21.567	20.031	0.146	0.864	8.417	11.157	55.228	0.356	223.064	77.705	21.618	89.181	2.539	20.738	21.567	干层	长4+5!1^(2_1)
耿181	2398.750	18.018	81.982	21.72	20.653	0.105	0.833	6.567	11.065	55.421	0.284	222.115	77.896	21.6	90.841	2.551	20.757	21.721	干层	长4+5!1^(2_1)
耿181	2398.875	19.094	80.906	22.057	21.704	0.019	0.76	1.218	10.836	55.976	0.053	219.755	78.095	21.571	93.867	2.568	20.77	22.057	干层	长4+5!1^(2_1)
耿181	2399.000	20.832	79.168	22.561	23.077	0.0	0.67	0.0	10.531	56.696	0.0	216.61	78.302	21.542	98.482	2.59	20.654	22.562	干层	长4+5!1^(2_2)
耿181	2399.125	20.26	79.74	23.188	24.527	0.0	0.451	0.0	10.187	57.524	0.0	213.051	78.516	21.527	98.037	2.606	19.773	23.187		长4+5!1^(2_2)
耿181	2399.250	16.549	83.451	23.828	25.734	0.0	0.01	0.0	9.839	58.434	0.0	209.473	78.735	21.536	90.186	2.618	18.049	23.828		长4+5!1^(2_2)
耿181	2399.375	12.031	87.969	24.4	26.481	0.0	0.01	0.0	9.543	59.247	0.0	206.426	78.957	21.571	79.079	2.634	16.092	24.4		长4+5!1^(2_2)
耿181	2399.500	9.139	90.861	24.824	26.647	0.0	0.01	0.0	9.331	59.864	0.0	204.233	79.184	21.625	71.086	2.646	14.65	24.824		长4+5!1^(2_2)
耿181	2399.625	8.652	91.348	24.991	26.146	0.0	0.01	0.0	9.265	60.021	0.0	203.553	79.414	21.682	69.697	2.649	13.959	24.991		长4+5!1^(2_2)
耿181	2399.750	9.838	90.162	24.899	25.21	0.0	0.01	0.0	9.358	59.629	0.0	204.51	79.647	21.725	73.139	2.641	13.84	24.899		长4+5!1^(2_2)
耿181	2399.875	11.615	88.385	24.552	24.032	0.0	0.01	0.0	9.593	58.808	0.0	206.931	79.883	21.748	77.833	2.629	14.538	24.551		长4+5!1^(2_2)
耿181	2400.000	12.606	87.394	23.984	22.818	0.0	0.01	0.0	9.907	57.897	0.0	210.174	80.122	21.754	79.888	2.61	16.174	23.983		长4+5!1^(2_2)
耿181	2400.125	12.462	87.538	23.236	21.758	0.0	0.595	0.0	10.246	57.178	0.0	213.678	80.365	21.756	78.667	2.592	18.153	23.237		长4+5!1^(2_2)
耿181	2400.250	12.511	87.489	22.412	20.895	0.0	0.678	0.0	10.558	56.77	0.0	216.881	80.611	21.768	78.043	2.573	19.519	22.412		长4+5!1^(2_2)
耿181	2400.375	13.667	86.333	21.587	20.2	0.0	0.755	0.0	10.818	56.664	0.0	219.567	80.863	21.791	80.547	2.558	20.041	21.587		长4+5!1^(2_2)
耿181	2400.500	15.849	84.151	20.832	19.628	0.0	0.812	0.0	10.999	56.878	0.0	221.43	81.123	21.819	85.758	2.549	20.077	20.831		长4+5!1^(2_2)
耿181	2400.625	18.089	81.911	20.223	19.155	0.015	0.834	1.15	11.067	57.425	0.057	222.137	81.395	21.843	90.991	2.552	20.018	20.224		长4+5!1^(2_2)
耿181	2400.750	19.965	80.035	19.77	18.764	0.076	0.834	6.046	11.066	58.085	0.305	222.127	81.682	21.856	95.259	2.561	20.035	19.77	干层	长4+5!1^(2_2)
耿181	2400.875	22.16	77.84	19.464	18.461	0.079	0.831	7.166	11.058	58.579	0.385	222.035	81.985	21.858	100.008	2.576	20.282	19.464	干层	长4+5!1^(2_2)
耿181	2401.000	25.178	74.822	19.278	18.245	0.059	0.843	6.59	11.093	58.699	0.388	222.404	82.31	21.852	106.039	2.594	20.64	19.278	干层	长4+5!1^(2_2)
耿181	2401.125	27.39	72.61	19.179	18.103	0.055	0.892	6.433	11.236	58.221	0.39	223.879	82.663	21.839	109.894	2.604	20.771	19.179	干层	长4+5!1^(2_2)
耿181	2401.250	26.967	73.033	19.112	18.0	0.067	0.966	6.798	11.441	57.441	0.391	225.987	83.042	21.825	108.61	2.596	20.868	19.112	干层	长4+5!1^(2_2)
耿181	2401.375	24.08	75.92	19.051	17.926	0.101	1.047	7.599	11.654	56.644	0.391	228.182	83.449	21.813	102.501	2.569	21.114	19.051	干层	长4+5!1^(2_2)
耿181	2401.500	20.12	79.88	18.976	17.881	0.166	1.126	8.682	11.849	55.964	0.391	230.195	83.883	21.806	93.74	2.53	21.349	18.975	干层	长4+5!1^(2_2)
耿181	2401.625	16.651	83.349	18.87	17.848	0.293	1.227	9.779	12.082	55.209	0.391	232.596	84.346	21.802	85.094	2.487	20.974	18.87	干层	长4+5!1^(2_2)
耿181	2401.750	14.641	85.359	18.736	17.8	0.417	1.326	10.533	12.297	54.587	0.393	234.809	84.828	21.798	79.544	2.453	20.253	18.736	干层	长4+5!1^(2_2)
耿181	2401.875	14.271	85.729	18.573	17.728	0.479	1.391	10.841	12.433	54.32	0.395	236.211	85.325	21.794	78.256	2.431	20.009	18.572	干层	长4+5!1^(2_2)
耿181	2402.000	15.393	84.607	18.383	17.645	0.443	1.414	10.681	12.479	54.427	0.398	236.693	85.83	21.791	81.026	2.423	20.467	18.383	干层	长4+5!1^(2_2)
耿181	2402.125	17.317	82.683	18.169	17.57	0.335	1.381	10.084	12.412	54.997	0.402	235.995	86.334	21.792	85.908	2.431	21.272	18.17	干层	长4+5!1^(2_2)
耿181	2402.250	19.499	80.501	17.946	17.491	0.237	1.319	9.349	12.282	55.834	0.407	234.655	86.826	21.799	91.254	2.45	21.789	17.946	干层	长4+5!1^(2_2)
耿181	2402.375	22.998	77.002	17.723	17.374	0.149	1.249	8.366	12.131	56.771	0.412	233.105	87.299	21.813	99.104	2.477	22.359	17.723	干层	长4+5!1^(2_2)
耿181	2402.500	28.775	71.225	17.508	17.189	0.074	1.174	7.045	11.963	57.795	0.417	231.369	87.745	21.832	110.647	2.507	23.227	17.508	干层	长4+5!1^(2_2)
耿181	2402.625	33.821	66.179	17.306	16.941	0.047	1.108	6.071	11.804	58.791	0.422	229.731	88.151	21.859	119.622	2.54	23.945	17.306	干层	长4+5!1^(2_2)
耿181	2402.750	34.249	65.751	17.105	16.702	0.041	1.057	5.845	11.679	59.668	0.426	228.447	88.515	21.892	120.62	2.571	24.038	17.105	干层	长4+5!1^(2_2)
耿181	2402.875	31.324	68.676	16.887	16.519	0.05	1.047	6.209	11.654	60.16	0.429	228.189	88.832	21.931	115.841	2.588	23.691	16.887	干层	长4+5!1^(2_2)
耿181	2403.000	27.877	72.123	16.636	16.392	0.069	1.071	6.884	11.715	60.346	0.433	228.816	89.102	21.972	109.638	2.591	23.318	16.635	干层	长4+5!1^(2_2)
耿181	2403.125	24.394	75.606	16.344	16.266	0.107	1.124	7.743	11.844	60.324	0.438	230.145	89.314	22.004	102.654	2.586	22.97	16.345	干层	长4+5!1^(2_2)
耿181	2403.250	21.421	78.579	16.047	16.079	0.153	1.186	8.487	11.989	60.259	0.443	231.638	89.478	22.02	96.203	2.575	22.329	16.047	干层	长4+5!1^(2_2)
耿181	2403.375	20.371	79.629	15.786	15.824	0.184	1.235	8.89	12.1	60.284	0.448	232.779	89.595	22.014	93.678	2.562	21.289	15.786	干层	长4+5!1^(2_2)
耿181	2403.500	21.024	78.976	15.609	15.548	0.184	1.263	8.891	12.161	60.365	0.452	233.413	89.67	21.985	94.946	2.551	20.455	15.609	干层	长4+5!1^(2_2)
耿181	2403.625	22.142	77.858	15.567	15.344	0.157	1.24	8.563	12.112	60.656	0.453	232.903	89.7	21.942	97.441	2.543	20.553	15.567	干层	长4+5!1^(2_2)
耿181	2403.750	23.337	76.663	15.642	15.269	0.128	1.186	8.142	11.99	61.031	0.452	231.646	89.696	21.903	100.197	2.537	21.179	15.642	干层	长4+5!1^(2_2)
