井名	深度	GR	SP	SH	AT90	AC	PERM	POR	SW	DEN	RT	解释结论	层位
地201-59	2203.625	73.676	70.920	23.100	18.635	192.385	0.010	0.100	99.900	2.618	18.635		chang4+5
地201-59	2203.750	70.345	70.323	20.879	16.004	196.273	0.010	0.100	99.900	2.604	16.004		chang4+5
地201-59	2203.875	72.664	69.725	22.416	13.230	201.934	0.010	0.100	99.900	2.589	13.230		chang4+5
地201-59	2204.000	79.642	69.128	13.626	11.241	208.029	0.010	9.699	99.420	2.577	11.241		chang4+5
地201-59	2204.125	85.607	68.532	16.068	10.070	212.723	0.373	10.154	99.900	2.569	10.070		chang4+5
地201-59	2204.250	86.479	67.942	16.654	9.504	215.630	0.413	10.436	99.900	2.565	9.504		chang4+5
地201-59	2204.375	82.772	67.362	15.510	9.314	217.274	0.482	10.596	99.900	2.563	9.314		chang4+5
地201-59	2204.500	77.318	66.795	13.754	9.287	218.095	0.574	10.675	99.900	2.562	9.287		chang4+5
地201-59	2204.625	74.232	66.245	12.750	9.372	217.938	0.620	10.660	99.900	2.562	9.372		chang4+5
地201-59	2204.750	73.442	65.717	12.415	9.589	216.904	0.608	10.560	99.900	2.562	9.589		chang4+5
地201-59	2204.875	73.688	65.213	12.375	9.947	215.522	0.571	10.426	99.435	2.561	9.947		chang4+5
地201-59	2205.000	70.827	64.730	11.418	10.428	214.561	0.596	10.333	97.853	2.557	10.428		chang4+5
地201-59	2205.125	64.723	64.264	9.637	10.921	214.596	0.720	10.336	95.595	2.552	10.921		chang4+5
地201-59	2205.250	56.689	63.811	7.498	11.289	215.163	0.973	10.391	93.604	2.545	11.289		chang4+5
地201-59	2205.375	50.785	63.364	6.032	11.518	215.524	1.246	10.426	92.406	2.539	11.518		chang4+5
地201-59	2205.500	50.849	62.925	6.028	11.689	215.224	1.227	10.397	91.944	2.535	11.689		chang4+5
地201-59	2205.625	55.796	62.496	7.216	11.857	214.428	0.976	10.320	91.864	2.535	11.857		chang4+5
地201-59	2205.750	59.327	62.091	8.096	11.994	213.791	0.836	10.258	91.803	2.539	11.994		chang4+5
地201-59	2205.875	59.709	61.725	8.179	12.044	213.530	0.816	10.233	91.803	2.545	12.044		chang4+5
地201-59	2206.000	60.446	61.410	8.375	12.024	213.503	0.794	10.230	91.901	2.547	12.024		chang4+5
地201-59	2206.125	59.881	61.156	8.224	11.958	213.513	0.810	10.231	92.144	2.548	11.958		chang4+5
地201-59	2206.250	58.463	60.977	7.846	11.833	213.501	0.852	10.230	92.638	2.549	11.833	水层	chang4+5
地201-59	2206.375	58.943	60.878	7.975	11.613	213.529	0.838	10.232	93.491	2.549	11.613	水层	chang4+5
地201-59	2206.500	63.316	60.848	9.174	11.304	213.689	0.726	10.248	94.641	2.546	11.304	水层	chang4+5
地201-59	2206.625	65.860	60.884	9.907	10.984	213.895	0.675	10.268	95.850	2.542	10.984	水层	chang4+5
地201-59	2206.750	65.821	60.982	9.881	10.741	213.702	0.670	10.249	97.080	2.536	10.741	水层	chang4+5
地201-59	2206.875	62.816	61.138	8.960	10.614	212.675	0.708	10.150	98.466	2.531	10.614	水层	chang4+5
地201-59	2207.000	56.884	61.341	7.230	10.682	210.599	0.010	9.948	99.826	2.531	10.682	水层	chang4+5
地201-59	2207.125	52.190	61.589	5.840	11.053	207.409	0.010	9.639	99.900	2.539	11.053	水层	chang4+5
地201-59	2207.250	50.699	61.886	9.447	11.901	203.674	0.010	0.100	99.900	2.556	11.901	水层	chang4+5
地201-59	2207.375	49.351	62.227	8.757	13.513	200.118	0.010	0.100	99.900	2.578	13.513	水层	chang4+5
地201-59	2207.500	48.770	62.604	8.464	15.828	197.424	0.010	0.100	99.900	2.610	15.828	水层	chang4+5
地201-59	2207.625	47.229	63.006	7.694	18.528	195.969	0.010	0.100	99.900	2.618	18.528	水层	chang4+5
地201-59	2207.750	44.753	63.415	6.488	20.868	195.262	0.010	0.100	99.900	2.621	20.868	水层	chang4+5
地201-59	2207.875	43.680	63.803	5.976	22.315	194.925	0.010	0.100	99.900	2.622	22.315		chang4+5
地201-59	2208.000	45.762	64.146	6.975	22.571	194.819	0.010	0.100	99.900	2.621	22.571		chang4+5
地201-59	2208.125	49.721	64.418	8.946	21.448	195.033	0.010	0.100	99.900	2.618	21.448		chang4+5
地201-59	2208.250	50.571	64.593	9.381	19.723	195.734	0.010	0.100	99.900	2.613	19.723		chang4+5
地201-59	2208.375	48.733	64.655	8.445	18.013	197.204	0.010	0.100	99.900	2.605	18.013		chang4+5
地201-59	2208.500	47.439	64.615	7.799	16.531	199.594	0.010	0.100	99.900	2.595	16.531		chang4+5
地201-59	2208.625	48.002	64.485	8.078	15.130	202.631	0.010	0.100	99.900	2.586	15.130		chang4+5
地201-59	2208.750	51.532	64.279	5.559	13.797	205.531	0.010	9.457	91.674	2.578	13.797		chang4+5
地201-59	2208.875	54.974	64.026	6.554	12.658	207.817	0.010	9.678	93.856	2.572	12.658		chang4+5
地201-59	2209.000	55.045	63.755	6.678	11.744	209.386	0.010	9.831	96.166	2.567	11.744		chang4+5
地201-59	2209.125	53.810	63.486	6.439	11.034	210.419	0.010	9.931	98.366	2.563	11.034		chang4+5
地201-59	2209.250	53.988	63.235	6.543	10.510	211.306	0.918	10.017	99.900	2.558	10.510		chang4+5
地201-59	2209.375	53.279	63.008	6.423	10.158	212.156	0.979	10.099	99.900	2.551	10.158		chang4+5
地201-59	2209.500	52.837	62.805	6.363	10.040	212.885	1.027	10.170	99.900	2.543	10.040		chang4+5
地201-59	2209.625	54.320	62.621	6.765	10.254	213.341	0.987	10.214	99.643	2.539	10.254		chang4+5
地201-59	2209.750	55.718	62.451	7.148	10.683	213.737	0.952	10.253	97.314	2.540	10.683		chang4+5
地201-59	2209.875	55.853	62.292	7.252	11.124	214.743	0.987	10.350	94.607	2.543	11.124		chang4+5
地201-59	2210.000	56.994	62.142	7.731	11.354	217.325	1.051	10.601	91.774	2.545	11.354		chang4+5
地201-59	2210.125	58.910	62.003	8.592	11.437	222.157	1.186	11.069	88.163	2.542	11.437		chang4+5
地201-59	2210.250	64.323	61.881	10.526	11.511	227.510	1.207	11.589	84.542	2.529	11.511		chang4+5
地201-59	2210.375	69.434	61.781	12.330	11.618	230.737	1.157	11.902	82.279	2.510	11.618		chang4+5
地201-59	2210.500	67.728	61.702	11.728	11.651	229.824	1.179	11.813	82.682	2.495	11.651	干层	chang4+5
地201-59	2210.625	62.997	61.641	9.911	11.571	224.550	1.129	11.301	86.127	2.491	11.571	干层	chang4+5
地201-59	2210.750	59.934	61.590	8.547	11.470	217.749	0.962	10.642	91.011	2.499	11.470	干层	chang4+5
地201-59	2210.875	58.624	61.533	7.725	11.454	211.215	0.769	10.008	95.919	2.519	11.454	干层	chang4+5
地201-59	2211.000	56.094	61.456	6.680	11.576	205.529	0.010	9.456	99.900	2.546	11.576	干层	chang4+5
地201-59	2211.125	55.485	61.347	11.988	12.023	200.858	0.010	0.100	99.900	2.574	12.023	干层	chang4+5
地201-59	2211.250	53.862	61.200	11.110	13.079	197.297	0.010	0.100	99.900	2.598	13.079	干层	chang4+5
地201-59	2211.375	51.964	61.018	10.105	15.069	195.091	0.010	0.100	99.900	2.615	15.069	干层	chang4+5
地201-59	2211.500	50.546	60.820	9.368	18.092	194.310	0.010	0.100	99.900	2.621	18.092	干层	chang4+5
地201-59	2211.625	48.401	60.622	8.278	20.721	194.938	0.010	0.100	99.900	2.616	20.721	干层	chang4+5
地201-59	2211.750	46.292	60.447	7.234	21.188	196.435	0.010	0.100	99.900	2.601	21.188	干层	chang4+5
地201-59	2211.875	46.429	60.310	7.301	19.171	198.479	0.010	0.100	99.900	2.581	19.171	干层	chang4+5
地201-59	2212.000	48.580	60.212	8.368	16.593	200.904	0.010	0.100	99.900	2.559	16.593	干层	chang4+5
地201-59	2212.125	49.400	60.150	8.782	14.370	203.691	0.010	0.100	99.900	2.541	14.370	干层	chang4+5
地201-59	2212.250	49.932	60.108	5.249	12.861	206.636	0.010	9.564	94.055	2.530	12.861	干层	chang4+5
地201-59	2212.375	51.026	60.068	5.695	11.920	209.493	0.010	9.841	95.370	2.523	11.920	干层	chang4+5
地201-59	2212.500	50.450	60.010	5.729	11.432	212.143	1.097	10.098	95.288	2.521	11.432	干层	chang4+5
地201-59	2212.625	46.968	59.924	5.068	11.329	214.764	1.425	10.352	93.732	2.521	11.329	干层	chang4+5
地201-59	2212.750	43.566	59.801	4.449	11.479	217.457	1.866	10.613	91.179	2.521	11.479	干层	chang4+5
地201-59	2212.875	44.028	59.643	4.699	11.799	219.780	2.001	10.839	88.355	2.519	11.799	干层	chang4+5
地201-59	2213.000	47.120	59.456	5.496	12.169	220.886	1.809	10.946	86.281	2.517	12.169	干层	chang4+5
地201-59	2213.125	46.593	59.247	5.300	12.453	219.792	1.775	10.840	85.993	2.515	12.453	干层	chang4+5
地201-59	2213.250	46.427	59.019	5.085	12.605	217.028	1.602	10.572	87.300	2.512	12.605	干层	chang4+5
地201-59	2213.375	47.202	58.778	5.059	12.677	213.760	1.352	10.255	89.318	2.511	12.677	干层	chang4+5
地201-59	2213.500	47.051	58.533	4.878	12.756	211.436	1.235	10.029	90.728	2.511	12.756	干层	chang4+5
地201-59	2213.625	48.124	58.291	5.138	12.839	211.586	1.185	10.044	90.323	2.510	12.839	干层	chang4+5
地201-59	2213.750	50.201	58.064	5.791	12.899	214.018	1.200	10.280	88.366	2.508	12.899	干层	chang4+5
地201-59	2213.875	51.899	57.866	6.452	12.968	217.690	1.299	10.636	85.632	2.502	12.968	干层	chang4+5
地201-59	2214.000	53.643	57.705	7.134	13.083	221.225	1.393	10.979	83.002	2.494	13.083	干层	chang4+5
地201-59	2214.125	55.566	57.592	7.798	13.224	223.561	1.415	11.205	81.147	2.485	13.224	干层	chang4+5
地201-59	2214.250	58.333	57.539	8.644	13.315	225.010	1.350	11.346	80.022	2.474	13.315	干层	chang4+5
地201-59	2214.375	61.424	57.551	9.588	13.308	226.159	1.265	11.457	79.385	2.465	13.308	干层	chang4+5
地201-59	2214.500	62.935	57.623	10.104	13.174	227.265	1.252	11.565	79.164	2.460	13.174	干层	chang4+5
地201-59	2214.625	62.152	57.749	9.939	12.943	228.041	1.323	11.640	79.430	2.459	12.943	干层	chang4+5
地201-59	2214.750	60.757	57.919	9.556	12.651	228.216	1.396	11.657	80.244	2.461	12.651	干层	chang4+5
地201-59	2214.875	61.768	58.114	9.813	12.339	227.819	1.329	11.619	81.478	2.468	12.339	干层	chang4+5
地201-59	2215.000	64.105	58.314	10.425	12.015	227.039	1.195	11.543	83.026	2.479	12.015	干层	chang4+5
地201-59	2215.125	64.347	58.501	10.424	11.647	226.130	1.146	11.455	84.873	2.488	11.647	干层	chang4+5
地201-59	2215.250	63.955	58.662	10.266	11.213	225.572	1.137	11.401	86.850	2.495	11.213	干层	chang4+5
地201-59	2215.375	68.320	58.792	11.582	10.775	225.854	1.001	11.428	88.418	2.502	10.775	干层	chang4+5
地201-59	2215.500	72.466	58.896	12.969	10.426	227.033	0.925	11.542	89.132	2.508	10.426		chang4+5
地201-59	2215.625	72.782	58.980	13.171	10.270	228.201	0.957	11.656	89.071	2.513	10.270		chang4+5
地201-59	2215.750	70.165	59.053	12.338	10.272	228.129	1.030	11.649	89.103	2.518	10.272		chang4+5
地201-59	2215.875	67.736	59.125	11.472	10.365	226.660	1.050	11.506	89.631	2.523	10.365		chang4+5
地201-59	2216.000	67.312	59.200	11.190	10.503	224.766	0.991	11.322	90.257	2.527	10.503		chang4+5
地201-59	2216.125	65.149	59.280	10.476	10.729	223.821	1.024	11.231	89.917	2.529	10.729		chang4+5
地201-59	2216.250	62.426	59.359	9.679	11.100	223.640	1.112	11.213	88.518	2.530	11.100		chang4+5
地201-59	2216.375	62.745	59.427	9.717	11.602	222.965	1.072	11.148	87.012	2.532	11.602		chang4+5
地201-59	2216.500	69.018	59.473	11.374	12.092	220.719	0.806	10.930	86.661	2.538	12.092		chang4+5
地201-59	2216.625	75.082	59.486	12.951	12.506	217.137	0.587	10.582	87.573	2.547	12.506		chang4+5
地201-59	2216.750	71.027	59.452	11.453	12.918	214.253	0.585	10.303	88.134	2.553	12.918		chang4+5
地201-59	2216.875	59.436	59.366	8.107	13.373	213.540	0.824	10.233	87.115	2.554	13.373		chang4+5
地201-59	2217.000	49.404	59.234	5.674	13.678	215.177	1.302	10.392	85.028	2.549	13.678		chang4+5
地201-59	2217.125	47.698	59.065	5.456	13.482	218.133	1.581	10.679	83.696	2.540	13.482		chang4+5
地201-59	2217.250	49.557	58.868	6.074	12.911	220.698	1.613	10.928	83.881	2.526	12.911		chang4+5
地201-59	2217.375	53.839	58.661	7.241	12.210	222.032	1.426	11.057	85.402	2.522	12.210		chang4+5
地201-59	2217.500	56.915	58.460	8.050	11.553	222.090	1.272	11.063	87.762	2.516	11.553		chang4+5
地201-59	2217.625	57.590	58.273	8.188	10.997	221.505	1.213	11.006	90.341	2.507	10.997		chang4+5
地201-59	2217.750	57.381	58.109	8.105	10.587	221.120	1.204	10.969	92.339	2.497	10.587		chang4+5
地201-59	2217.875	58.935	57.968	8.515	10.347	221.015	1.134	10.959	93.479	2.488	10.347		chang4+5
地201-59	2218.000	61.215	57.847	9.127	10.218	220.845	1.040	10.942	94.185	2.485	10.218		chang4+5
地201-59	2218.125	60.383	57.741	8.859	10.172	220.318	1.048	10.891	94.773	2.487	10.172		chang4+5
地201-59	2218.250	57.455	57.642	8.020	10.179	219.674	1.135	10.829	95.199	2.490	10.179		chang4+5
地201-59	2218.375	55.657	57.546	7.517	10.177	219.255	1.193	10.788	95.514	2.491	10.177		chang4+5
地201-59	2218.500	56.008	57.444	7.616	10.124	219.347	1.182	10.797	95.696	2.487	10.124		chang4+5
地201-59	2218.625	56.127	57.331	7.708	10.026	220.217	1.218	10.881	95.531	2.479	10.026		chang4+5
地201-59	2218.750	55.216	57.202	7.567	9.936	221.595	1.330	11.015	94.979	2.468	9.936		chang4+5
地201-59	2218.875	52.653	57.054	7.007	9.874	223.045	1.554	11.155	94.264	2.459	9.874		chang4+5
地201-59	2219.000	48.831	56.891	6.133	9.818	224.270	1.910	11.274	93.692	2.451	9.818		chang4+5
地201-59	2219.125	46.272	56.722	5.586	9.731	225.418	2.235	11.386	93.328	2.446	9.731		chang4+5
地201-59	2219.250	44.808	56.561	5.326	9.615	226.804	2.520	11.520	92.967	2.444	9.615		chang4+5
地201-59	2219.375	44.278	56.429	5.297	9.519	228.316	2.733	11.667	92.440	2.443	9.519		chang4+5
地201-59	2219.500	44.259	56.340	5.366	9.517	229.451	2.851	11.777	91.719	2.442	9.517		chang4+5
地201-59	2219.625	47.566	56.303	6.173	9.644	229.563	2.456	11.788	91.046	2.440	9.644		chang4+5
地201-59	2219.750	52.698	56.328	7.422	9.856	228.842	1.926	11.718	90.513	2.440	9.856		chang4+5
地201-59	2219.875	55.665	56.410	8.133	10.010	227.862	1.656	11.623	90.433	2.441	10.010		chang4+5
地201-59	2220.000	54.286	56.536	7.716	10.020	227.134	1.699	11.552	90.855	2.445	10.020		chang4+5
地201-59	2220.125	51.902	56.695	7.056	9.907	226.539	1.827	11.494	91.760	2.452	9.907		chang4+5
地201-59	2220.250	50.457	56.878	6.610	9.790	225.364	1.857	11.380	93.087	2.462	9.790		chang4+5
地201-59	2220.375	50.491	57.075	6.480	9.726	223.310	1.715	11.181	94.796	2.470	9.726		chang4+5
地201-59	2220.500	50.213	57.283	6.238	9.764	220.733	1.571	10.931	96.431	2.477	9.764		chang4+5
地201-59	2220.625	47.762	57.503	5.474	9.948	218.171	1.579	10.683	97.408	2.485	9.948		chang4+5
地201-59	2220.750	45.689	57.739	4.814	10.331	215.474	1.556	10.421	97.609	2.498	10.331		chang4+5
地201-59	2220.875	45.011	57.998	4.448	11.005	212.089	1.395	10.093	97.161	2.516	11.005		chang4+5
地201-59	2221.000	44.514	58.285	4.074	12.044	207.808	0.010	9.677	96.229	2.539	12.044		chang4+5
地201-59	2221.125	45.357	58.601	6.779	13.569	203.315	0.010	0.100	99.900	2.563	13.569		chang4+5
地201-59	2221.250	45.504	58.945	6.850	15.667	199.989	0.010	0.100	99.900	2.581	15.667		chang4+5
地201-59	2221.375	44.059	59.307	6.156	17.818	198.872	0.010	0.100	99.900	2.588	17.818		chang4+5
地201-59	2221.500	44.905	59.669	6.561	18.966	200.386	0.010	0.100	99.900	2.585	18.966		chang4+5
地201-59	2221.625	50.348	60.014	9.266	17.691	204.509	0.010	0.100	99.900	2.571	17.691		chang4+5
地201-59	2221.750	54.851	60.314	6.662	15.027	209.860	0.010	9.877	84.682	2.551	15.027		chang4+5
地201-59	2221.875	54.874	60.545	7.024	12.405	215.073	1.038	10.382	89.356	2.532	12.405		chang4+5
地201-59	2222.000	51.569	60.690	6.450	10.628	218.883	1.381	10.752	93.727	2.518	10.628		chang4+5
地201-59	2222.125	49.937	60.742	6.153	9.519	220.483	1.574	10.907	97.846	2.510	9.519		chang4+5
地201-59	2222.250	50.938	60.691	6.417	8.885	220.730	1.524	10.931	99.900	2.507	8.885		chang4+5
地201-59	2222.375	51.565	60.554	6.555	8.613	220.455	1.469	10.904	99.900	2.506	8.613		chang4+5
地201-59	2222.500	49.207	60.365	5.954	8.577	220.170	1.604	10.877	99.900	2.507	8.577		chang4+5
地201-59	2222.625	47.284	60.155	5.481	8.714	220.042	1.737	10.864	99.900	2.504	8.714		chang4+5
地201-59	2222.750	48.553	59.962	5.783	8.969	219.994	1.639	10.859	99.900	2.499	8.969		chang4+5
地201-59	2222.875	50.825	59.817	6.337	9.266	219.949	1.485	10.855	99.572	2.495	9.266		chang4+5
地201-59	2223.000	51.260	59.731	6.440	9.533	219.881	1.455	10.849	98.222	2.492	9.533		chang4+5
地201-59	2223.125	51.987	59.705	6.626	9.641	219.941	1.415	10.854	97.626	2.491	9.641		chang4+5
地201-59	2223.250	53.727	59.734	7.085	9.559	220.199	1.334	10.879	97.853	2.491	9.559		chang4+5
地201-59	2223.375	51.696	59.801	6.586	9.345	220.424	1.460	10.901	98.801	2.498	9.345		chang4+5
地201-59	2223.500	49.681	59.891	6.083	9.131	220.373	1.585	10.896	99.900	2.510	9.131		chang4+5
地201-59	2223.625	49.193	60.001	5.941	9.034	220.040	1.597	10.864	99.900	2.521	9.034		chang4+5
地201-59	2223.750	50.091	60.138	6.145	9.105	219.798	1.522	10.840	99.900	2.528	9.105		chang4+5
地201-59	2223.875	51.181	60.315	6.418	9.374	219.845	1.457	10.845	99.075	2.529	9.374		chang4+5
地201-59	2224.000	50.845	60.541	6.349	9.753	220.058	1.490	10.866	96.978	2.524	9.753		chang4+5
地201-59	2224.125	48.815	60.823	5.850	10.152	220.050	1.624	10.865	95.059	2.515	10.152		chang4+5
地201-59	2224.250	45.839	61.169	5.122	10.578	219.785	1.837	10.839	93.309	2.509	10.578		chang4+5
地201-59	2224.375	43.016	61.567	4.465	11.192	219.753	2.101	10.836	90.736	2.510	11.192		chang4+5
地201-59	2224.500	42.316	62.002	4.364	12.078	220.705	2.258	10.928	86.721	2.516	12.078		chang4+5
地201-59	2224.625	44.937	62.464	5.139	12.967	223.393	2.204	11.189	82.047	2.519	12.967		chang4+5
地201-59	2224.750	49.471	62.946	6.506	13.351	227.476	2.094	11.585	78.519	2.509	13.351		chang4+5
地201-59	2224.875	55.297	63.451	8.360	13.200	232.365	1.975	12.060	76.337	2.483	13.200		chang4+5
地201-59	2225.000	60.720	63.987	10.233	13.024	237.126	1.915	12.521	74.453	2.447	13.024		chang4+5
地201-59	2225.125	61.090	64.564	10.595	13.172	240.358	2.108	12.835	72.504	2.415	13.172		chang4+5
地201-59	2225.250	57.714	65.200	9.728	13.574	241.728	2.485	12.968	70.805	2.407	13.574		chang4+5
地201-59	2225.375	54.584	65.905	8.844	13.912	241.580	2.780	12.953	70.005	2.399	13.912		chang4+5
地201-59	2225.500	53.665	66.680	8.489	13.929	240.173	2.750	12.817	70.591	2.398	13.929		chang4+5
地201-59	2225.625	55.508	67.533	8.743	13.610	236.805	2.286	12.490	72.984	2.411	13.610		chang4+5
地201-59	2225.750	56.081	68.483	8.528	13.209	231.763	1.877	12.001	76.625	2.434	13.209		chang4+5
地201-59	2225.875	56.419	69.544	8.276	13.032	227.042	1.562	11.543	79.719	2.460	13.032		chang4+5
地201-59	2226.000	60.320	70.724	9.280	13.077	226.179	1.314	11.459	80.073	2.480	13.077		chang4+5
地201-59	2226.125	69.737	72.031	20.483	12.946	232.899	0.010	0.100	99.900	2.485	12.946		chang4+5
地201-59	2226.250	83.575	73.472	30.252	12.344	244.360	0.010	0.100	99.900	2.471	12.344		chang4+5
地201-59	2226.375	99.434	75.022	43.648	11.427	255.486	0.010	0.100	99.900	2.450	11.427		chang4+5
地201-59	2226.500	111.351	76.632	55.541	10.603	262.191	0.010	0.100	99.900	2.450	10.603		chang4+5
地201-59	2226.625	112.406	78.248	56.679	10.084	264.447	0.010	0.100	99.900	2.473	10.084		chang4+5
地201-59	2226.750	110.185	79.796	54.301	9.927	266.464	0.010	0.100	99.900	2.507	9.927		chang4+5
地201-59	2226.875	112.451	81.192	56.728	10.134	268.961	0.010	0.100	99.900	2.535	10.134		chang4+5
地201-59	2227.000	118.545	82.388	63.593	10.521	269.025	0.010	0.100	99.900	2.546	10.521		chang4+5
地201-59	2227.125	123.744	83.338	69.861	10.958	262.838	0.010	0.100	99.900	2.544	10.958		chang4+5
地201-59	2227.250	124.828	83.991	71.218	11.416	252.726	0.010	0.100	99.900	2.539	11.416		chang4+5
地201-59	2227.375	120.371	84.340	65.749	11.821	242.398	0.010	0.100	99.900	2.534	11.821		chang4+5
地201-59	2227.500	115.108	84.419	59.659	11.920	234.271	0.010	0.100	99.900	2.533	11.920		chang4+5
地201-59	2227.625	108.983	84.250	53.040	11.432	228.925	0.010	0.100	99.900	2.546	11.432		chang4+5
地201-59	2227.750	98.881	83.842	43.137	10.662	225.299	0.010	0.100	99.900	2.561	10.662		chang4+5
地201-59	2227.875	87.440	83.233	33.285	9.956	223.079	0.010	0.100	99.900	2.557	9.956		chang4+5
地201-59	2228.000	79.798	82.471	27.423	9.537	222.281	0.010	0.100	99.900	2.537	9.537		chang4+5
地201-59	2228.125	78.186	81.590	26.253	9.403	223.267	0.010	0.100	99.900	2.523	9.403		chang4+5
地201-59	2228.250	79.842	80.625	15.273	9.560	225.572	0.717	11.401	94.058	2.524	9.560		chang4+5
地201-59	2228.375	84.786	79.628	17.289	9.994	228.419	0.831	11.677	90.155	2.535	9.994		chang4+5
地201-59	2228.500	91.466	78.653	20.079	10.443	231.009	0.989	11.928	86.625	2.554	10.443		chang4+5
地201-59	2228.625	97.668	77.742	22.858	10.613	233.299	1.124	12.150	84.599	2.571	10.613		chang4+5
地201-59	2228.750	101.886	76.944	25.016	10.365	236.110	1.257	12.423	84.017	2.578	10.365		chang4+5
地201-59	2228.875	103.867	76.277	26.329	9.965	239.523	1.418	12.754	83.806	2.573	9.965		chang4+5
