井名	深度	GR	SP	SH	RT	AC	PERM	POR	SW	CNL	DEN	RT.1	解释结论	层位
地200-47	2273.625	107.598	52.425	61.301	10.498	224.883	0.01	0.1	99.9	19.639	2.623	10.467		chang4+5
地200-47	2273.750	107.086	52.553	60.086	10.754	225.342	0.01	0.1	99.9	20.321	2.627	10.748		chang4+5
地200-47	2273.875	109.882	52.743	63.839	10.774	227.719	0.01	0.1	99.9	20.497	2.63	10.783		chang4+5
地200-47	2274.000	114.942	52.976	71.59	10.696	231.18	0.01	0.1	99.9	20.125	2.631	10.698		chang4+5
地200-47	2274.125	120.199	53.224	80.685	10.753	234.334	0.01	0.1	99.9	19.614	2.633	10.73		chang4+5
地200-47	2274.250	123.364	53.458	86.873	11.08	236.124	0.01	0.1	99.9	19.441	2.633	11.031		chang4+5
地200-47	2274.375	123.745	53.658	87.959	11.609	236.761	0.01	0.1	99.9	19.675	2.631	11.56		chang4+5
地200-47	2274.500	122.559	53.809	85.782	11.987	237.057	0.01	0.1	99.9	20.303	2.628	11.986		chang4+5
地200-47	2274.625	121.446	53.904	83.666	11.798	238.011	0.01	0.1	99.9	21.32	2.627	11.863		chang4+5
地200-47	2274.750	121.197	53.939	82.933	11.049	240.492	0.01	0.1	99.9	22.62	2.628	11.133		chang4+5
地200-47	2274.875	122.969	53.92	85.693	10.276	244.816	0.01	0.1	99.9	23.928	2.625	10.319		chang4+5
地200-47	2275.000	127.878	53.846	93.038	10.01	250.574	0.01	0.1	99.9	24.997	2.613	9.989		chang4+5
地200-47	2275.125	136.456	53.72	99.9	10.399	256.916	0.01	0.1	99.9	25.822	2.593	10.325		chang4+5
地200-47	2275.250	147.417	53.544	99.9	11.188	262.177	0.01	0.1	99.9	26.425	2.573	11.114	干层	chang4+5
地200-47	2275.375	158.093	53.316	99.9	11.773	265.427	0.01	0.1	99.9	26.727	2.561	11.766	干层	chang4+5
地200-47	2275.500	165.247	53.037	99.9	11.657	267.38	0.01	0.1	99.9	26.824	2.559	11.712	干层	chang4+5
地200-47	2275.625	166.308	52.713	99.9	11.048	268.227	0.01	0.1	99.9	26.743	2.562	11.11	干层	chang4+5
地200-47	2275.750	160.012	52.349	99.9	10.542	266.45	0.01	0.1	99.9	26.267	2.566	10.554	干层	chang4+5
地200-47	2275.875	147.404	51.958	99.9	10.61	261.519	0.01	0.1	99.9	25.249	2.573	10.557	干层	chang4+5
地200-47	2276.000	132.366	51.56	96.819	11.426	253.618	0.01	0.1	99.9	23.809	2.586	11.29	干层	chang4+5
地200-47	2276.125	118.31	51.177	80.213	13.208	242.383	0.01	0.1	99.9	22.34	2.603	12.965	干层	chang4+5
地200-47	2276.250	107.375	50.833	62.124	15.854	230.641	0.01	0.1	99.9	21.067	2.619	15.594	干层	chang4+5
地200-47	2276.375	99.198	50.558	50.452	18.288	221.925	0.01	0.1	99.9	19.836	2.632	18.139	干层	chang4+5
地200-47	2276.500	93.538	50.376	43.168	19.533	216.287	0.01	0.1	99.9	18.681	2.64	19.496	干层	chang4+5
地200-47	2276.625	89.713	50.298	38.717	19.964	213.368	0.01	0.1	99.9	18.06	2.645	19.916	干层	chang4+5
地200-47	2276.750	86.18	50.341	34.965	20.51	213.565	0.01	0.1	99.9	18.646	2.648	20.451		chang4+5
地200-47	2276.875	82.542	50.501	31.129	20.793	215.376	0.01	0.1	99.9	20.975	2.651	20.847		chang4+5
地200-47	2277.000	81.062	50.763	29.243	19.884	217.163	0.01	0.1	99.9	24.76	2.653	20.047		chang4+5
地200-47	2277.125	85.218	51.11	32.74	18.26	221.146	0.01	0.1	99.9	28.014	2.646	18.386		chang4+5
地200-47	2277.250	96.849	51.512	45.231	17.221	231.309	0.01	0.1	99.9	28.483	2.618	17.247		chang4+5
地200-47	2277.375	114.748	51.936	69.562	17.152	247.646	0.01	0.1	99.9	26.797	2.561	17.112		chang4+5
地200-47	2277.500	138.25	52.349	99.9	17.498	265.759	0.01	0.1	99.9	26.248	2.492	17.484		chang4+5
地200-47	2277.625	164.953	52.723	99.9	17.446	282.421	0.01	0.1	99.9	28.093	2.434	17.498		chang4+5
地200-47	2277.750	188.058	53.031	99.9	16.756	298.316	0.01	0.1	99.9	31.095	2.399	16.853		chang4+5
地200-47	2277.875	200.389	53.255	99.9	15.726	309.87	0.01	0.1	99.9	33.514	2.387	15.821		chang4+5
地200-47	2278.000	198.102	53.39	99.9	14.826	310.759	0.01	0.1	99.9	33.895	2.395	14.886		chang4+5
地200-47	2278.125	183.517	53.432	99.9	14.307	302.224	0.01	0.1	99.9	32.39	2.425	14.329		chang4+5
地200-47	2278.250	161.81	53.388	99.9	14.053	289.736	0.01	0.1	99.9	30.054	2.478	14.081		chang4+5
地200-47	2278.375	142.18	53.274	99.9	13.581	278.436	0.01	0.1	99.9	27.86	2.545	13.664		chang4+5
地200-47	2278.500	132.212	53.105	99.9	12.506	270.263	0.01	0.1	99.9	26.332	2.6	12.649		chang4+5
地200-47	2278.625	132.462	52.899	99.9	11.042	266.303	0.01	0.1	99.9	25.693	2.626	11.164		chang4+5
地200-47	2278.750	134.965	52.675	99.9	9.951	267.389	0.01	0.1	99.9	25.692	2.624	10.007		chang4+5
地200-47	2278.875	133.902	52.445	99.9	9.579	270.253	0.01	0.1	99.9	25.741	2.62	9.563		chang4+5
地200-47	2279.000	129.567	52.22	98.597	9.862	268.473	0.01	0.1	99.9	25.315	2.628	9.808		chang4+5
地200-47	2279.125	126.335	52.005	92.839	10.477	262.081	0.01	0.1	99.9	24.377	2.646	10.41		chang4+5
地200-47	2279.250	126.379	51.801	92.364	11.172	255.478	0.01	0.1	99.9	23.498	2.667	11.111		chang4+5
地200-47	2279.375	128.742	51.604	96.733	11.784	250.395	0.01	0.1	99.9	23.189	2.685	11.734		chang4+5
地200-47	2279.500	130.821	51.41	99.9	12.263	246.613	0.01	0.1	99.9	23.222	2.699	12.231		chang4+5
地200-47	2279.625	131.001	51.212	99.858	12.516	244.822	0.01	0.1	99.9	23.21	2.707	12.512		chang4+5
地200-47	2279.750	128.847	51.001	98.342	12.511	244.525	0.01	0.1	99.9	22.999	2.709	12.521		chang4+5
地200-47	2279.875	125.148	50.768	91.201	12.46	243.916	0.01	0.1	99.9	22.608	2.706	12.452		chang4+5
地200-47	2280.000	120.923	50.504	83.338	12.672	241.919	0.01	0.1	99.9	22.072	2.7	12.623		chang4+5
地200-47	2280.125	117.093	50.198	76.454	13.304	240.314	0.01	0.1	99.9	21.62	2.688	13.219		chang4+5
地200-47	2280.250	115.008	49.839	72.476	14.277	241.676	0.01	0.1	99.9	21.607	2.666	14.171		chang4+5
地200-47	2280.375	116.463	49.421	74.234	15.386	246.177	0.01	0.1	99.9	22.47	2.625	15.288		chang4+5
地200-47	2280.500	122.136	48.937	83.523	16.152	254.59	0.01	0.1	99.9	24.615	2.567	16.145		chang4+5
地200-47	2280.625	130.742	48.386	96.9	15.575	270.867	0.01	0.1	99.9	28.253	2.502	15.782		chang4+5
地200-47	2280.750	139.11	47.773	99.9	13.218	291.741	0.01	0.1	99.9	33.173	2.431	13.473		chang4+5
地200-47	2280.875	144.211	47.106	99.9	10.889	306.816	0.01	0.1	99.9	37.727	2.354	11.015		chang4+5
地200-47	2281.000	144.045	46.399	99.9	10.02	312.188	0.01	0.1	99.9	40.069	2.289	9.99		chang4+5
地200-47	2281.125	137.048	45.67	99.425	10.64	306.335	0.01	0.1	99.9	39.155	2.269	10.51		chang4+5
地200-47	2281.250	124.145	44.938	86.649	11.84	289.007	0.563	2.915	94.54	34.603	2.313	11.769		chang4+5
地200-47	2281.375	108.538	44.221	38.984	12.204	266.001	2.667	14.377	73.488	28.599	2.41	12.261		chang4+5
地200-47	2281.500	95.637	43.537	26.726	11.559	245.95	1.696	12.977	80.3	23.963	2.516	11.628		chang4+5
地200-47	2281.625	88.905	42.911	20.901	11.067	232.847	1.138	11.866	86.456	21.161	2.587	11.058		chang4+5
地200-47	2281.750	87.87	42.367	19.674	11.228	227.967	0.905	11.276	88.479	19.939	2.615	11.197		chang4+5
地200-47	2281.875	88.374	41.935	19.979	11.308	227.906	0.877	11.195	88.298	19.738	2.618	11.358		chang4+5
地200-47	2282.000	87.084	41.655	19.527	10.484	228.407	0.938	11.365	90.132	19.768	2.613	10.63		chang4+5
地200-47	2282.125	83.159	41.561	17.635	9.049	228.307	1.074	11.717	94.331	19.474	2.609	9.156		chang4+5
地200-47	2282.250	78.318	41.685	15.31	8.183	228.024	1.259	12.151	96.716	18.816	2.612	8.2		chang4+5
地200-47	2282.375	74.715	42.051	13.543	8.3	227.461	1.402	12.455	95.31	18.411	2.624	8.222		chang4+5
地200-47	2282.500	74.551	42.644	13.223	9.346	226.645	1.378	12.403	91.206	18.703	2.645	9.2		chang4+5
地200-47	2282.625	79.193	43.447	15.02	10.993	226.162	1.168	11.935	87.068	19.573	2.665	10.817		chang4+5
地200-47	2282.750	88.617	44.412	19.452	12.793	226.482	0.849	11.091	84.839	20.757	2.677	12.641		chang4+5
地200-47	2282.875	100.623	45.471	26.331	14.261	228.422	0.576	10.163	84.655	21.989	2.672	14.16		chang4+5
地200-47	2283.000	112.677	46.559	42.641	15.082	234.039	0.367	7.789	87.736	22.986	2.65	15.063		chang4+5
地200-47	2283.125	124.155	47.616	85.827	14.931	244.61	0.01	0.1	99.9	23.758	2.612	15.026		chang4+5
地200-47	2283.250	135.661	48.594	99.9	13.644	257.077	0.01	0.1	99.9	24.77	2.569	13.829		chang4+5
地200-47	2283.375	145.914	49.461	99.9	11.717	267.721	0.01	0.1	99.9	26.514	2.522	11.888		chang4+5
地200-47	2283.500	151.271	50.208	99.9	10.011	275.553	0.01	0.1	99.9	28.935	2.464	10.142		chang4+5
地200-47	2283.625	150.02	50.842	99.9	8.725	282.389	0.01	0.1	99.9	31.349	2.407	8.821		chang4+5
地200-47	2283.750	145.044	51.376	99.9	7.761	289.953	0.01	0.1	99.9	33.123	2.369	7.837		chang4+5
地200-47	2283.875	141.855	51.837	99.9	6.992	295.877	0.01	0.1	99.9	33.835	2.351	7.055		chang4+5
地200-47	2284.000	143.263	52.247	99.9	6.404	296.316	0.01	0.1	99.9	33.465	2.356	6.439		chang4+5
地200-47	2284.125	147.702	52.627	99.9	6.205	291.787	0.01	0.1	99.9	32.178	2.393	6.182		chang4+5
地200-47	2284.250	151.501	52.993	99.9	6.71	281.779	0.01	0.1	99.9	29.994	2.461	6.604		chang4+5
地200-47	2284.375	152.02	53.354	99.9	8.155	265.835	0.01	0.1	99.9	27.29	2.529	7.948		chang4+5
地200-47	2284.500	148.956	53.711	99.9	10.283	250.252	0.01	0.1	99.9	24.748	2.578	10.102		chang4+5
地200-47	2284.625	143.118	54.062	99.9	11.893	241.061	0.01	0.1	99.9	23.307	2.614	11.815		chang4+5
地200-47	2284.750	134.711	54.402	98.926	12.627	236.727	0.01	0.1	99.9	23.163	2.633	12.58		chang4+5
地200-47	2284.875	125.068	54.724	91.89	13.33	237.755	0.01	0.1	99.9	23.986	2.617	13.217		chang4+5
地200-47	2285.000	119.135	55.024	79.464	14.591	245.481	0.01	0.1	99.9	25.176	2.569	14.459		chang4+5
地200-47	2285.125	122.555	55.298	83.34	15.634	257.049	0.01	0.1	99.9	26.23	2.516	15.621		chang4+5
地200-47	2285.250	135.526	55.542	99.9	15.362	267.017	0.01	0.1	99.9	26.866	2.48	15.483		chang4+5
地200-47	2285.375	148.66	55.756	99.9	13.979	270.748	0.01	0.1	99.9	26.555	2.481	14.13		chang4+5
地200-47	2285.500	152.918	55.937	99.9	12.62	265.68	0.01	0.1	99.9	24.942	2.515	12.69		chang4+5
地200-47	2285.625	145.568	56.083	99.9	12.105	252.432	0.01	0.1	99.9	22.665	2.57	12.099		chang4+5
地200-47	2285.750	132.172	56.192	96.81	12.355	237.51	0.01	0.1	99.9	20.804	2.625	12.288		chang4+5
地200-47	2285.875	118.38	56.263	80.265	13.169	226.576	0.01	0.1	99.9	19.504	2.667	13.069		chang4+5
地200-47	2286.000	108.361	56.299	63.191	14.202	220.94	0.01	0.1	99.9	18.63	2.69	14.112		chang4+5
地200-47	2286.125	102.74	56.302	54.716	14.96	220.309	0.01	0.1	99.9	18.07	2.699	14.936		chang4+5
地200-47	2286.250	99.243	56.278	50.196	14.901	223.362	0.01	0.1	99.9	17.737	2.704	14.98		chang4+5
地200-47	2286.375	94.742	56.236	44.811	13.959	224.465	0.01	0.1	99.9	17.575	2.716	14.071		chang4+5
地200-47	2286.500	89.41	56.183	38.505	13.0	223.786	0.01	0.1	99.9	17.664	2.732	13.035		chang4+5
地200-47	2286.625	86.293	56.128	34.657	12.85	226.494	0.01	0.1	99.9	18.091	2.741	12.814		chang4+5
地200-47	2286.750	87.963	56.077	35.946	13.203	231.497	0.01	0.1	99.9	18.765	2.736	13.177		chang4+5
地200-47	2286.875	94.59	56.035	43.002	13.222	237.487	0.01	0.1	99.9	19.562	2.701	13.28		chang4+5
地200-47	2287.000	104.697	56.003	55.751	12.415	250.907	0.01	0.1	99.9	20.818	2.643	12.534		chang4+5
地200-47	2287.125	115.195	55.982	71.563	11.082	272.934	0.01	0.1	99.9	23.023	2.589	11.221		chang4+5
地200-47	2287.250	123.547	55.973	86.444	9.743	291.176	0.01	0.1	99.9	25.925	2.546	9.834		chang4+5
地200-47	2287.375	128.617	55.977	96.283	9.048	293.995	0.01	0.1	99.9	28.448	2.528	9.051		chang4+5
地200-47	2287.500	130.95	55.996	99.9	9.394	286.586	0.01	0.1	99.9	29.037	2.552	9.275		chang4+5
地200-47	2287.625	130.65	56.032	99.568	11.017	272.839	0.01	0.1	99.9	27.519	2.594	10.781		chang4+5
地200-47	2287.750	128.393	56.086	97.224	13.387	254.522	0.01	0.1	99.9	25.369	2.616	13.197		chang4+5
地200-47	2287.875	127.217	56.158	94.031	14.884	242.981	0.01	0.1	99.9	23.943	2.631	14.866		chang4+5
地200-47	2288.000	131.16	56.244	97.849	14.686	245.484	0.01	0.1	99.9	23.607	2.637	14.795		chang4+5
地200-47	2288.125	140.224	56.336	99.9	13.417	254.431	0.01	0.1	99.9	24.096	2.633	13.559		chang4+5
地200-47	2288.250	148.592	56.428	99.9	12.015	261.214	0.01	0.1	99.9	24.439	2.634	12.119		chang4+5
地200-47	2288.375	149.202	56.51	99.9	11.136	261.17	0.01	0.1	99.9	23.831	2.646	11.166		chang4+5
地200-47	2288.500	140.39	56.577	99.9	11.124	254.14	0.01	0.1	99.9	22.327	2.664	11.056		chang4+5
地200-47	2288.625	126.64	56.623	95.305	12.273	242.515	0.01	0.1	99.9	20.815	2.678	12.068		chang4+5
地200-47	2288.750	115.066	56.649	73.85	14.675	231.477	0.01	0.1	99.9	19.861	2.685	14.399		chang4+5
地200-47	2288.875	109.505	56.654	64.04	17.353	225.255	0.01	0.1	99.9	19.416	2.689	17.165		chang4+5
地200-47	2289.000	109.425	56.637	63.504	18.743	223.76	0.01	0.1	99.9	19.433	2.689	18.758		chang4+5
地200-47	2289.125	111.715	56.6	66.874	18.223	225.549	0.01	0.1	99.9	20.053	2.684	18.357		chang4+5
地200-47	2289.250	115.073	56.537	71.951	16.801	229.545	0.01	0.1	99.9	21.219	2.677	16.933		chang4+5
地200-47	2289.375	120.075	56.444	80.193	15.593	233.612	0.01	0.1	99.9	22.534	2.674	15.66		chang4+5
地200-47	2289.500	125.749	56.316	90.716	14.989	236.24	0.01	0.1	99.9	23.54	2.678	15.02		chang4+5
地200-47	2289.625	129.861	56.146	98.8	14.682	238.72	0.01	0.1	99.9	24.374	2.678	14.705		chang4+5
地200-47	2289.750	131.654	55.931	99.9	14.421	242.627	0.01	0.1	99.9	25.463	2.659	14.45		chang4+5
地200-47	2289.875	133.614	55.672	99.9	13.991	249.018	0.01	0.1	99.9	26.973	2.616	14.061		chang4+5
地200-47	2290.000	137.888	55.372	99.9	12.961	259.073	0.01	0.1	99.9	28.586	2.567	13.123		chang4+5
地200-47	2290.125	142.688	55.041	99.9	11.071	273.379	0.01	0.1	99.9	30.048	2.533	11.285		chang4+5
地200-47	2290.250	143.899	54.692	99.9	8.907	285.342	0.01	0.1	99.9	31.424	2.516	9.082		chang4+5
地200-47	2290.375	140.626	54.335	99.9	7.399	286.718	0.01	0.1	99.9	32.481	2.512	7.456		chang4+5
地200-47	2290.500	135.394	53.978	99.9	7.181	278.157	0.01	0.1	99.9	32.215	2.534	7.109		chang4+5
地200-47	2290.625	131.191	53.624	99.612	8.556	267.315	0.01	0.1	99.9	30.09	2.569	8.284		chang4+5
地200-47	2290.750	129.453	53.269	98.699	11.438	258.906	0.01	0.1	99.9	27.105	2.596	11.172		chang4+5
地200-47	2290.875	131.171	52.898	99.9	13.39	256.106	0.01	0.1	99.9	24.643	2.611	13.414		chang4+5
地200-47	2291.000	135.094	52.493	99.9	12.621	256.686	0.01	0.1	99.9	23.35	2.617	12.813		chang4+5
地200-47	2291.125	137.578	52.032	99.9	11.013	256.285	0.01	0.1	99.9	23.145	2.62	11.063		chang4+5
地200-47	2291.250	135.725	51.498	99.9	10.904	252.651	0.01	0.1	99.9	23.288	2.632	10.818		chang4+5
地200-47	2291.375	130.407	50.873	98.235	12.126	244.826	0.01	0.1	99.9	22.824	2.649	11.942		chang4+5
地200-47	2291.500	123.221	50.152	88.386	14.09	236.16	0.01	0.1	99.9	21.541	2.663	13.906		chang4+5
地200-47	2291.625	114.552	49.336	73.391	15.86	233.068	0.01	0.1	99.9	20.064	2.666	15.739		chang4+5
地200-47	2291.750	106.128	48.431	59.799	16.835	234.853	0.01	0.1	99.9	19.097	2.661	16.817	干层	chang4+5
地200-47	2291.875	102.308	47.453	53.585	16.824	236.712	0.01	0.1	99.9	18.917	2.655	16.872	干层	chang4+5
地200-47	2292.000	104.49	46.422	56.042	16.282	236.216	0.01	0.1	99.9	19.168	2.657	16.339	干层	chang4+5
地200-47	2292.125	108.743	45.356	62.531	15.842	233.653	0.01	0.1	99.9	19.394	2.66	15.842	干层	chang4+5
地200-47	2292.250	108.398	44.282	63.087	16.061	230.86	0.01	0.1	99.9	19.407	2.654	15.989	干层	chang4+5
地200-47	2292.375	101.269	43.226	50.017	17.015	228.691	0.142	2.131	94.974	19.084	2.633	16.882	干层	chang4+5
地200-47	2292.500	90.395	42.217	21.489	18.403	226.32	0.735	10.741	73.474	18.302	2.605	18.28	干层	chang4+5
地200-47	2292.625	80.958	41.282	16.339	19.544	224.718	0.968	11.438	68.833	17.31	2.582	19.478	干层	chang4+5
地200-47	2292.750	75.629	40.454	13.773	20.125	225.623	1.23	12.083	65.607	16.69	2.571	20.101	干层	chang4+5
地200-47	2292.875	74.701	39.757	13.457	20.365	228.242	1.444	12.536	63.741	16.756	2.569	20.346	干层	chang4+5
地200-47	2293.000	76.559	39.212	14.453	20.551	231.305	1.566	12.771	62.703	17.25	2.571	20.539	干层	chang4+5
地200-47	2293.125	80.122	38.842	16.253	20.675	233.91	1.587	12.807	62.41	17.63	2.578	20.664	干层	chang4+5
地200-47	2293.250	84.848	38.653	18.601	20.955	234.465	1.407	12.456	63.223	17.605	2.586	20.891	干层	chang4+5
地200-47	2293.375	88.975	38.655	20.705	21.935	233.032	1.137	11.868	63.943	17.177	2.589	21.775	干层	chang4+5
地200-47	2293.500	89.938	38.851	21.211	23.682	230.491	0.953	11.408	63.22	16.633	2.584	23.508	干层	chang4+5
地200-47	2293.625	87.041	39.226	19.483	25.019	227.769	0.917	11.308	61.725	16.399	2.577	25.013	干层	chang4+5
地200-47	2293.750	84.259	39.773	17.728	24.302	226.094	0.94	11.372	62.094	16.881	2.581	24.551	干层	chang4+5
地200-47	2293.875	86.241	40.472	21.998	21.143	226.784	0.743	9.147	71.705	18.3	2.594	21.556		chang4+5
地200-47	2294.000	94.653	41.289	42.91	16.858	232.796	0.01	0.1	99.9	20.679	2.604	17.232		chang4+5
地200-47	2294.125	107.206	42.193	58.975	13.427	245.639	0.01	0.1	99.9	23.606	2.598	13.619		chang4+5
地200-47	2294.250	121.038	43.148	80.923	11.885	260.952	0.01	0.1	99.9	26.677	2.577	11.912		chang4+5
地200-47	2294.375	133.008	44.114	99.9	11.922	273.186	0.01	0.1	99.9	29.305	2.551	11.842		chang4+5
地200-47	2294.500	141.633	45.058	99.9	12.622	283.334	0.01	0.1	99.9	30.763	2.531	12.592		chang4+5
地200-47	2294.625	146.718	45.95	99.9	12.522	290.25	0.01	0.1	99.9	30.457	2.522	12.63		chang4+5
地200-47	2294.750	148.367	46.766	99.9	11.413	288.997	0.01	0.1	99.9	28.991	2.532	11.508		chang4+5
地200-47	2294.875	145.532	47.485	99.9	10.888	282.596	0.01	0.1	99.9	27.796	2.556	10.823		chang4+5
地200-47	2295.000	138.65	48.1	99.9	11.986	280.356	0.01	0.1	99.9	27.687	2.583	11.789		chang4+5
地200-47	2295.125	131.778	48.601	99.377	13.833	283.87	0.01	0.1	99.9	28.658	2.592	13.72		chang4+5
地200-47	2295.250	129.504	48.985	97.716	14.22	289.635	0.01	0.1	99.9	30.34	2.577	14.375		chang4+5
地200-47	2295.375	133.951	49.262	99.9	12.426	296.031	0.01	0.1	99.9	32.225	2.548	12.628		chang4+5
地200-47	2295.500	141.423	49.432	99.9	10.652	302.279	0.01	0.1	99.9	33.414	2.523	10.729		chang4+5
地200-47	2295.625	146.133	49.501	99.9	10.121	306.114	0.01	0.1	99.9	33.325	2.512	10.101		chang4+5
地200-47	2295.750	144.735	49.481	99.9	10.39	305.331	0.01	0.1	99.9	32.227	2.522	10.352		chang4+5
地200-47	2295.875	139.665	49.376	99.9	10.674	299.499	0.01	0.1	99.9	30.811	2.543	10.677		chang4+5
地200-47	2296.000	134.74	49.195	99.9	10.658	292.023	0.01	0.1	99.9	29.104	2.564	10.657		chang4+5
地200-47	2296.125	130.838	48.951	99.078	10.838	286.53	0.01	0.1	99.9	26.726	2.58	10.783		chang4+5
地200-47	2296.250	125.889	48.661	93.162	11.597	277.459	0.01	0.1	99.9	24.007	2.593	11.488		chang4+5
地200-47	2296.375	118.607	48.352	80.057	12.74	260.326	0.01	0.1	99.9	21.713	2.606	12.637		chang4+5
地200-47	2296.500	110.007	48.057	66.084	13.854	242.617	0.01	0.1	99.9	20.276	2.618	13.745		chang4+5
地200-47	2296.625	101.187	47.813	53.366	15.159	229.5	0.01	0.1	99.9	19.325	2.631	15.004		chang4+5
地200-47	2296.750	93.577	47.652	43.417	16.693	220.194	0.01	0.1	99.9	18.443	2.642	16.577		chang4+5
地200-47	2296.875	89.539	47.6	38.165	17.557	214.647	0.01	0.1	99.9	17.778	2.652	17.563		chang4+5
地200-47	2297.000	91.161	47.668	39.411	17.215	214.394	0.01	0.1	99.9	17.838	2.661	17.312		chang4+5
地200-47	2297.125	97.539	47.843	46.707	16.199	218.923	0.01	0.1	99.9	18.883	2.663	16.289		chang4+5
地200-47	2297.250	105.461	48.109	57.114	15.29	227.155	0.01	0.1	99.9	20.501	2.655	15.362		chang4+5
地200-47	2297.375	112.84	48.431	68.174	14.4	237.63	0.01	0.1	99.9	22.107	2.638	14.511		chang4+5
地200-47	2297.500	118.628	48.771	77.906	13.082	248.08	0.01	0.1	99.9	23.219	2.624	13.236		chang4+5
地200-47	2297.625	122.158	49.096	84.603	11.47	257.642	0.01	0.1	99.9	23.749	2.622	11.613		chang4+5
地200-47	2297.750	122.792	49.383	86.189	10.104	265.247	0.01	0.1	99.9	23.91	2.628	10.193		chang4+5
地200-47	2297.875	121.577	49.619	84.013	9.283	268.019	0.01	0.1	99.9	24.436	2.63	9.328		chang4+5
地200-47	2298.000	120.715	49.801	82.163	8.832	269.657	0.01	0.1	99.9	26.02	2.617	8.867		chang4+5
地200-47	2298.125	121.75	49.94	83.67	8.378	277.384	0.01	0.1	99.9	28.557	2.588	8.439		chang4+5
地200-47	2298.250	124.949	50.049	89.221	7.666	284.742	0.01	0.1	99.9	30.714	2.556	7.747	干层	chang4+5
地200-47	2298.375	130.08	50.144	97.302	6.896	283.511	0.01	0.1	99.9	31.298	2.535	6.947	干层	chang4+5
地200-47	2298.500	135.518	50.24	99.9	6.535	278.771	0.01	0.1	99.9	30.454	2.535	6.528	干层	chang4+5
地200-47	2298.625	138.083	50.346	99.9	6.814	272.487	0.01	0.1	99.9	28.99	2.558	6.74	干层	chang4+5
地200-47	2298.750	135.395	50.466	99.9	7.644	258.869	0.01	0.1	99.9	27.094	2.591	7.556	干层	chang4+5
地200-47	2298.875	129.123	50.599	97.896	8.471	245.68	0.01	0.1	99.9	25.116	2.622	8.421	干层	chang4+5
