井名	深度	GR	SP	SH	SS	IR4A	AC	PERM2024	PERM	POR2024	POR	SW	SW2024	DEN	RT	解释结论	层位
地92-95	2229.125	85.724	82.380	31.476	68.524	12.437	215.506	0.000	0.010	0.000	0.100	99.900	0.000	2.640	12.431		长4+5!1^(1_1)
地92-95	2229.250	88.385	82.706	33.789	66.211	12.424	213.155	0.000	0.010	0.000	0.100	99.900	0.000	2.644	12.282		长4+5!1^(1_1)
地92-95	2229.375	91.602	83.045	36.073	63.927	12.212	212.566	0.000	0.010	0.000	0.100	99.900	0.000	2.648	11.983		长4+5!1^(1_1)
地92-95	2229.500	94.333	83.392	39.973	60.027	11.875	214.980	0.000	0.010	0.000	0.100	99.900	0.000	2.651	11.633		长4+5!1^(1_1)
地92-95	2229.625	100.013	83.743	46.310	53.690	11.520	220.737	0.000	0.010	0.000	0.100	99.900	0.000	2.653	11.416		长4+5!1^(1_1)
地92-95	2229.750	107.808	84.093	51.922	48.078	11.373	227.706	0.000	0.010	0.000	0.100	99.900	0.000	2.654	11.275		长4+5!1^(1_1)
地92-95	2229.875	112.795	84.438	54.942	45.058	11.230	234.207	0.000	0.010	0.000	0.100	99.900	0.000	2.653	11.013		长4+5!1^(1_1)
地92-95	2230.000	114.936	84.774	60.242	39.758	10.908	239.664	0.000	0.010	0.000	0.100	99.900	0.000	2.645	10.788		长4+5!1^(1_1)
地92-95	2230.125	121.399	85.094	69.375	30.625	10.736	244.908	0.000	0.010	0.000	0.100	99.900	0.000	2.626	10.503		长4+5!1^(1_1)
地92-95	2230.250	130.087	85.396	79.452	20.548	10.391	251.085	0.000	0.010	0.000	0.100	99.900	0.000	2.597	10.204		长4+5!1^(1_1)
地92-95	2230.375	137.887	85.676	88.809	11.191	10.119	258.220	0.000	0.010	0.000	0.100	99.900	0.000	2.563	9.996		长4+5!1^(1_1)
地92-95	2230.500	144.400	85.931	96.826	3.174	9.941	265.358	0.000	0.010	0.000	0.100	99.900	0.000	2.532	9.767		长4+5!1^(1_1)
地92-95	2230.625	149.464	86.155	99.758	0.242	9.685	271.211	0.000	0.010	0.000	0.100	99.900	0.000	2.515	9.583		长4+5!1^(1_1)
地92-95	2230.750	155.094	86.346	99.900	0.100	9.538	275.976	0.000	0.010	0.000	0.100	99.900	0.000	2.513	9.500		长4+5!1^(1_1)
地92-95	2230.875	165.623	86.503	99.900	0.100	9.485	280.557	0.000	0.010	0.000	0.100	99.900	0.000	2.521	9.685		长4+5!1^(1_1)
地92-95	2231.000	180.274	86.623	99.900	0.100	9.784	285.628	0.000	0.010	0.000	0.100	99.900	0.000	2.531	9.950		长4+5!1^(1_1)
地92-95	2231.125	191.676	86.701	99.900	0.100	10.024	290.562	0.000	0.010	0.000	0.100	99.900	0.000	2.535	10.147		长4+5!1^(1_1)
地92-95	2231.250	190.135	86.734	99.900	0.100	10.202	293.647	0.000	0.010	0.000	0.100	99.900	0.000	2.530	10.265		长4+5!1^(1_1)
地92-95	2231.375	176.889	86.724	99.900	0.100	10.292	293.598	0.000	0.010	0.000	0.100	99.900	0.000	2.521	10.435		长4+5!1^(1_1)
地92-95	2231.500	158.991	86.668	92.803	7.197	10.503	290.406	0.000	0.010	0.000	0.100	99.900	0.000	2.510	10.806		长4+5!1^(1_1)
地92-95	2231.625	143.100	86.560	79.891	20.109	10.951	285.440	0.000	0.010	0.000	0.100	99.900	0.000	2.499	10.994		长4+5!1^(1_1)
地92-95	2231.750	132.381	86.399	69.738	30.262	11.006	280.921	0.000	0.010	0.000	0.100	99.900	0.000	2.490	11.414		长4+5!1^(1_1)
地92-95	2231.875	125.546	86.188	67.951	32.049	11.615	277.644	0.000	0.010	0.000	0.100	99.900	0.000	2.482	11.893		长4+5!1^(1_1)
地92-95	2232.000	126.664	85.923	73.701	26.299	12.017	274.987	0.000	0.010	0.000	0.100	99.900	0.000	2.481	12.027		长4+5!1^(1_1)
地92-95	2232.125	132.999	85.598	74.769	25.231	12.024	271.107	0.000	0.010	0.000	0.100	99.900	0.000	2.492	12.022		长4+5!1^(1_1)
地92-95	2232.250	131.120	85.214	64.440	35.560	12.020	265.291	0.000	0.010	0.000	0.100	99.900	0.000	2.517	11.812		长4+5!1^(1_1)
地92-95	2232.375	118.938	84.773	51.510	48.490	11.709	258.779	0.000	0.010	0.000	0.100	99.900	0.000	2.552	11.772		长4+5!1^(1_1)
地92-95	2232.500	106.862	84.274	47.505	52.495	11.810	254.568	0.000	0.010	0.000	0.100	99.900	0.000	2.589	11.952		长4+5!1^(1_1)
地92-95	2232.625	106.852	83.711	53.913	46.087	12.019	257.056	0.000	0.010	0.000	0.100	99.900	0.000	2.614	12.120		长4+5!1^(1_1)
地92-95	2232.750	116.265	83.086	66.052	33.948	12.166	265.934	0.000	0.010	0.000	0.100	99.900	0.000	2.619	12.124		长4+5!1^(1_1)
地92-95	2232.875	128.173	82.403	80.483	19.517	12.100	277.912	0.000	0.010	0.000	0.100	99.900	0.000	2.603	11.794		长4+5!1^(1_1)
地92-95	2233.000	139.796	81.663	87.566	12.434	11.645	287.652	0.000	0.010	0.000	0.100	99.900	0.000	2.573	11.495		长4+5!1^(1_1)
地92-95	2233.125	142.127	80.863	81.975	18.025	11.430	289.132	0.000	0.010	0.000	0.100	99.900	0.000	2.543	11.339		长4+5!1^(1_1)
地92-95	2233.250	134.951	80.006	70.583	29.417	11.298	282.670	0.000	0.010	0.000	0.100	99.900	0.000	2.529	11.320		长4+5!1^(1_1)
地92-95	2233.375	125.164	79.100	59.594	40.406	11.334	271.144	0.000	0.010	0.000	0.100	99.900	0.000	2.537	11.502		长4+5!1^(1_1)
地92-95	2233.500	115.606	78.148	49.101	50.899	11.584	258.536	0.000	0.010	0.000	0.100	99.900	0.000	2.565	11.761		长4+5!1^(1_1)
地92-95	2233.625	104.771	77.150	31.091	68.909	11.843	248.467	0.240	1.605	9.438	8.315	74.127	0.551	2.604	11.956		长4+5!1^(1_2)
地92-95	2233.750	99.221	76.113	22.180	77.820	12.007	241.566	0.224	2.289	9.296	12.662	60.477	0.546	2.636	12.109	差油层	长4+5!1^(1_2)
地92-95	2233.875	96.636	75.045	20.563	79.437	12.156	237.250	0.205	2.054	9.115	12.358	61.246	0.540	2.652	12.300	差油层	长4+5!1^(1_2)
地92-95	2234.000	92.962	73.952	18.952	81.048	12.367	234.643	0.217	1.930	9.226	12.186	61.623	0.535	2.649	12.439	差油层	长4+5!1^(1_2)
地92-95	2234.125	89.108	72.837	17.810	82.190	12.470	233.249	0.245	1.871	9.482	12.101	61.466	0.528	2.629	12.653	差油层	长4+5!1^(1_2)
地92-95	2234.250	86.657	71.709	16.900	83.100	12.741	232.592	0.269	1.851	9.668	12.071	60.988	0.520	2.605	12.906	差油层	长4+5!1^(1_2)
地92-95	2234.375	84.070	70.575	16.085	83.915	12.981	232.438	0.305	1.850	9.921	12.070	60.105	0.509	2.586	13.291	差油层	长4+5!1^(1_2)
地92-95	2234.500	81.782	69.441	15.878	84.122	13.439	232.497	0.343	1.849	10.165	12.068	58.852	0.492	2.576	13.868	差油层	长4+5!1^(1_2)
地92-95	2234.625	82.000	68.312	16.366	83.634	14.071	232.436	0.339	1.835	10.136	12.047	57.785	0.478	2.575	14.426	差油层	长4+5!1^(1_2)
地92-95	2234.750	84.088	67.196	16.750	83.250	14.587	232.143	0.300	1.810	9.889	12.009	56.922	0.466	2.580	14.946	差油层	长4+5!1^(1_2)
地92-95	2234.875	84.872	66.097	16.802	83.198	15.112	231.705	0.282	1.782	9.761	11.968	55.967	0.452	2.584	15.552	差油层	长4+5!1^(1_2)
地92-95	2235.000	84.918	65.018	17.458	82.542	15.757	231.290	0.275	1.762	9.713	11.936	55.223	0.442	2.584	16.042	差油层	长4+5!1^(1_2)
地92-95	2235.125	87.861	63.965	18.177	81.823	16.169	231.006	0.233	1.746	9.378	11.912	54.464	0.432	2.579	16.552	差油层	长4+5!1^(1_2)
地92-95	2235.250	89.499	62.943	18.300	81.700	16.733	230.764	0.212	1.729	9.182	11.885	53.789	0.423	2.571	17.032	差油层	长4+5!1^(1_2)
地92-95	2235.375	89.350	61.949	18.621	81.379	17.167	230.478	0.210	1.710	9.168	11.856	53.279	0.416	2.562	17.432	差油层	长4+5!1^(1_2)
地92-95	2235.500	90.916	60.988	19.154	80.846	17.553	230.167	0.191	1.695	8.972	11.832	52.583	0.407	2.552	17.959	差油层	长4+5!1^(1_2)
地92-95	2235.625	92.391	60.062	18.968	81.032	18.151	229.954	0.175	1.686	8.797	11.818	51.677	0.396	2.543	18.633	差油层	长4+5!1^(1_2)
地92-95	2235.750	90.973	59.171	18.592	81.408	18.859	229.835	0.187	1.675	8.932	11.800	50.895	0.386	2.535	19.256	差油层	长4+5!1^(1_2)
地92-95	2235.875	90.271	58.314	18.183	81.817	19.438	229.625	0.192	1.648	8.983	11.757	50.141	0.376	2.529	19.965	差油层	长4+5!1^(1_2)
地92-95	2236.000	89.082	57.489	17.999	82.001	20.214	229.064	0.198	1.591	9.048	11.662	49.691	0.367	2.527	20.605	差油层	长4+5!1^(1_2)
地92-95	2236.125	89.324	56.700	17.119	82.881	20.781	227.893	0.185	1.505	8.901	11.515	49.235	0.357	2.530	21.447	差油层	长4+5!1^(1_2)
地92-95	2236.250	86.039	55.944	15.545	84.455	21.764	226.221	0.200	1.400	9.069	11.328	48.728	0.344	2.537	22.512	差油层	长4+5!1^(1_2)
地92-95	2236.375	81.596	55.220	14.119	85.881	22.860	224.170	0.226	1.286	9.317	11.111	48.613	0.334	2.547	23.364	差油层	长4+5!1^(1_2)
地92-95	2236.500	78.187	54.525	12.536	87.464	23.589	221.853	0.239	1.169	9.430	10.872	48.565	0.324	2.556	24.289	差油层	长4+5!1^(1_2)
地92-95	2236.625	73.185	53.863	10.818	89.182	24.620	219.317	0.000	1.053	0.000	10.617	48.552	0.000	2.563	25.294	差油层	长4+5!1^(1_2)
地92-95	2236.750	67.988	53.233	12.917	87.083	25.605	216.652	0.000	0.370	0.000	3.846	81.453	0.000	2.567	26.157		长4+5!1^(1_2)
地92-95	2236.875	61.435	52.631	12.428	87.572	26.408	213.990	0.000	0.010	0.000	0.100	99.900	0.000	2.569	27.046		长4+5!1^(1_2)
地92-95	2237.000	55.524	52.059	11.089	88.911	27.344	211.607	0.000	0.010	0.000	0.100	99.900	0.000	2.570	27.767		长4+5!1^(1_2)
地92-95	2237.125	54.654	51.518	11.778	88.222	27.956	210.126	0.000	0.010	0.000	0.100	99.900	0.000	2.571	28.457		长4+5!1^(1_2)
地92-95	2237.250	56.953	51.009	12.044	87.956	28.691	209.939	0.000	0.010	0.000	0.100	99.900	0.000	2.570	28.944		长4+5!1^(1_2)
地92-95	2237.375	56.523	50.528	11.392	88.608	29.053	211.265	0.000	0.010	0.000	0.100	99.900	0.000	2.566	29.032		长4+5!1^(1_2)
地92-95	2237.500	54.922	50.077	9.003	90.997	29.014	213.956	0.525	0.681	11.028	6.845	65.276	0.286	2.560	28.557		长4+5!1^(1_2)
地92-95	2237.625	58.345	49.659	9.121	90.879	28.333	217.459	0.527	1.152	11.037	10.834	45.242	0.289	2.550	28.153	油层	长4+5!1^(1_2)
地92-95	2237.750	64.915	49.271	11.045	88.955	28.079	220.781	0.446	1.282	10.699	11.102	44.519	0.292	2.541	27.897	油层	长4+5!1^(1_2)
地92-95	2237.875	70.898	48.913	11.600	88.400	27.811	223.271	0.374	1.369	10.336	11.270	44.043	0.293	2.534	27.785	油层	长4+5!1^(1_2)
地92-95	2238.000	70.185	48.584	10.382	89.618	27.778	224.651	0.416	1.402	10.554	11.332	43.886	0.293	2.532	27.725	油层	长4+5!1^(1_2)
地92-95	2238.125	63.951	48.286	9.484	90.516	27.699	224.948	0.580	1.397	11.234	11.324	43.772	0.291	2.534	27.906	油层	长4+5!1^(1_2)
地92-95	2238.250	62.358	48.017	9.590	90.410	28.009	224.693	0.622	1.372	11.373	11.277	43.535	0.287	2.538	28.410	油层	长4+5!1^(1_2)
地92-95	2238.375	63.823	47.773	9.563	90.437	28.601	224.107	0.560	1.328	11.160	11.194	43.531	0.285	2.542	28.769	油层	长4+5!1^(1_2)
地92-95	2238.500	63.250	47.555	8.723	91.277	28.840	223.131	0.548	1.258	11.117	11.056	43.565	0.281	2.543	29.336	油层	长4+5!1^(1_2)
地92-95	2238.625	59.435	47.362	7.526	92.474	29.576	221.491	0.613	1.169	11.343	10.873	43.833	0.277	2.543	29.806	油层	长4+5!1^(1_2)
地92-95	2238.750	55.186	47.191	6.552	93.448	29.904	219.494	0.687	1.093	11.577	10.709	44.291	0.276	2.545	29.952	油层	长4+5!1^(1_2)
地92-95	2238.875	52.075	47.041	6.452	93.548	29.969	217.959	0.745	1.073	11.741	10.663	44.527	0.277	2.551	29.846	油层	长4+5!1^(1_2)
地92-95	2239.000	53.178	46.908	7.893	92.107	29.784	218.012	0.706	1.158	11.632	10.847	44.079	0.278	2.559	29.594	油层	长4+5!1^(1_2)
地92-95	2239.125	60.372	46.793	9.881	90.119	29.505	220.785	0.563	1.355	11.172	11.237	43.169	0.282	2.568	29.078	油层	长4+5!1^(1_2)
地92-95	2239.250	66.303	46.694	10.753	89.247	28.874	225.363	0.526	1.614	11.032	11.694	42.221	0.287	2.573	28.423	油层	长4+5!1^(1_2)
地92-95	2239.375	66.202	46.608	10.427	89.573	28.214	230.092	0.673	1.831	11.536	12.040	41.586	0.291	2.571	27.882	油层	长4+5!1^(1_2)
地92-95	2239.500	63.136	46.535	10.230	89.770	27.732	233.080	0.918	1.876	12.166	12.108	41.641	0.293	2.562	27.542	油层	长4+5!1^(1_2)
地92-95	2239.625	63.368	46.474	10.427	89.573	27.458	232.690	0.889	1.743	12.101	11.904	42.421	0.295	2.548	27.315	油层	长4+5!1^(1_2)
地92-95	2239.750	65.116	46.424	10.245	89.755	27.250	229.822	0.702	1.530	11.620	11.554	43.579	0.296	2.535	27.223	油层	长4+5!1^(1_2)
地92-95	2239.875	64.762	46.385	9.084	90.916	27.214	225.902	0.585	1.331	11.249	11.195	44.746	0.297	2.526	27.234	油层	长4+5!1^(1_2)
地92-95	2240.000	60.097	46.356	7.349	92.651	27.245	222.322	0.618	1.193	11.361	10.923	45.543	0.295	2.522	27.397	油层	长4+5!1^(1_2)
地92-95	2240.125	53.539	46.340	6.014	93.986	27.471	219.899	0.763	1.105	11.791	10.735	45.973	0.293	2.524	27.684	油层	长4+5!1^(1_2)
地92-95	2240.250	49.419	46.335	5.367	94.633	27.784	218.178	0.863	1.038	12.040	10.583	46.355	0.291	2.531	27.893	油层	长4+5!1^(1_2)
地92-95	2240.375	47.905	46.343	5.216	94.784	27.940	216.671	0.000	0.979	0.000	10.444	46.738	0.000	2.540	28.058	油层	长4+5!1^(1_2)
地92-95	2240.500	48.217	46.365	7.346	92.654	28.113	215.266	0.000	0.351	0.000	3.800	80.842	0.000	2.551	27.948		长4+5!1^(1_2)
地92-95	2240.625	49.681	46.403	9.134	90.866	27.863	214.472	0.000	0.010	0.000	0.100	99.900	0.000	2.561	27.689		长4+5!1^(1_2)
地92-95	2240.750	51.557	46.457	7.841	92.159	27.609	214.674	0.646	0.636	11.453	6.741	66.194	0.295	2.571	27.415		长4+5!1^(1_3)
地92-95	2240.875	55.164	46.530	7.401	92.599	27.325	215.882	0.572	1.037	11.203	10.580	47.065	0.298	2.578	27.075	油层	长4+5!1^(1_3)
地92-95	2241.000	57.677	46.622	7.937	92.063	26.958	217.686	0.552	1.114	11.130	10.754	46.818	0.302	2.584	26.616	油层	长4+5!1^(1_3)
地92-95	2241.125	58.903	46.737	8.474	91.525	26.454	219.474	0.568	1.184	11.189	10.906	46.551	0.304	2.586	26.292	油层	长4+5!1^(1_3)
地92-95	2241.250	60.793	46.876	9.277	90.723	26.223	220.924	0.555	1.244	11.143	11.029	46.367	0.307	2.583	26.005	油层	长4+5!1^(1_3)
地92-95	2241.375	63.850	47.040	9.886	90.114	25.902	222.107	0.505	1.300	10.948	11.140	46.219	0.310	2.577	25.732	油层	长4+5!1^(1_3)
地92-95	2241.500	65.215	47.230	10.139	89.861	25.655	223.238	0.499	1.361	10.924	11.256	46.060	0.312	2.566	25.458	油层	长4+5!1^(1_3)
地92-95	2241.625	65.452	47.450	10.381	89.619	25.366	224.480	0.525	1.429	11.029	11.381	45.884	0.315	2.554	25.180	油层	长4+5!1^(1_3)
地92-95	2241.750	66.118	47.701	10.566	89.434	25.094	225.790	0.543	1.498	11.096	11.505	45.599	0.316	2.543	25.037	油层	长4+5!1^(1_3)
地92-95	2241.875	66.233	47.983	10.731	89.269	25.014	227.039	0.575	1.559	11.214	11.610	45.321	0.317	2.535	24.958	油层	长4+5!1^(1_3)
地92-95	2242.000	66.606	48.296	10.848	89.152	24.932	228.042	0.594	1.596	11.280	11.671	45.310	0.318	2.531	24.750	油层	长4+5!1^(1_3)
地92-95	2242.125	66.772	48.643	10.959	89.041	24.662	228.492	0.603	1.597	11.310	11.674	45.428	0.320	2.531	24.611	油层	长4+5!1^(1_3)
地92-95	2242.250	67.267	49.025	10.912	89.088	24.592	228.325	0.582	1.566	11.241	11.620	45.661	0.320	2.534	24.550	油层	长4+5!1^(1_3)
地92-95	2242.375	66.998	49.438	10.564	89.436	24.531	227.599	0.569	1.511	11.193	11.527	45.979	0.321	2.537	24.544	油层	长4+5!1^(1_3)
地92-95	2242.500	65.705	49.882	9.760	90.240	24.552	226.530	0.576	1.453	11.216	11.425	46.225	0.319	2.541	24.649	油层	长4+5!1^(1_3)
地92-95	2242.625	62.443	50.359	8.897	91.103	24.696	225.501	0.645	1.414	11.448	11.354	46.513	0.320	2.545	24.603	油层	长4+5!1^(1_3)
地92-95	2242.750	59.602	50.865	8.417	91.583	24.554	224.912	0.724	1.409	11.682	11.346	46.762	0.322	2.549	24.370	油层	长4+5!1^(1_3)
地92-95	2242.875	58.295	51.395	8.855	91.145	24.283	225.070	0.780	1.452	11.835	11.422	46.863	0.325	2.551	23.995	油层	长4+5!1^(1_3)
地92-95	2243.000	61.070	51.948	11.380	88.620	23.858	226.145	0.715	1.547	11.658	11.587	46.977	0.333	2.551	23.310	油层	长4+5!1^(1_3)
地92-95	2243.125	72.335	52.520	15.672	84.328	23.048	228.140	0.445	1.678	10.694	11.802	46.720	0.339	2.548	22.844	油层	长4+5!1^(1_3)
地92-95	2243.250	86.231	53.106	18.481	81.519	22.761	230.450	0.246	1.810	9.489	12.008	46.513	0.345	2.542	22.385	油层	长4+5!1^(1_3)
地92-95	2243.375	90.879	53.700	18.204	81.796	22.205	232.475	0.216	1.907	9.217	12.153	46.438	0.350	2.535	22.006	油层	长4+5!1^(1_3)
地92-95	2243.500	87.026	54.297	16.543	83.457	21.919	233.708	0.280	1.933	9.746	12.191	46.578	0.352	2.530	21.760	油层	长4+5!1^(1_3)
地92-95	2243.625	81.814	54.891	14.992	85.008	21.687	233.696	0.365	1.881	10.287	12.115	47.066	0.354	2.529	21.536	油层	长4+5!1^(1_3)
地92-95	2243.750	77.796	55.475	14.116	85.884	21.466	232.570	0.423	1.765	10.588	11.940	47.756	0.355	2.535	21.439	油层	长4+5!1^(1_3)
地92-95	2243.875	76.460	56.045	14.744	85.256	21.430	230.456	0.406	1.607	10.506	11.687	48.789	0.357	2.546	21.301	油层	长4+5!1^(1_3)
地92-95	2244.000	81.073	56.596	16.728	83.272	21.238	227.619	0.277	1.440	9.731	11.399	49.810	0.357	2.563	21.315	油水同层	长4+5!1^(1_3)
地92-95	2244.125	88.771	57.118	18.914	81.086	21.357	224.598	0.160	1.301	8.615	11.140	50.769	0.358	2.583	21.329	油水同层	长4+5!1^(1_3)
地92-95	2244.250	95.295	57.610	20.064	79.936	21.313	222.100	0.101	1.211	7.676	10.961	51.509	0.360	2.603	21.293	油水同层	长4+5!1^(1_3)
地92-95	2244.375	97.565	58.068	19.797	80.203	21.285	220.562	0.083	1.172	7.280	10.880	51.860	0.360	2.619	21.268	油水同层	长4+5!1^(2_1)
地92-95	2244.500	95.822	58.489	18.471	81.529	21.260	220.058	0.089	1.175	7.409	10.886	51.830	0.360	2.629	21.271	油水同层	长4+5!1^(2_1)
地92-95	2244.625	91.315	58.869	16.514	83.486	21.277	220.386	0.114	1.200	7.912	10.939	51.503	0.358	2.629	21.370	油水同层	长4+5!1^(2_1)
地92-95	2244.750	84.996	59.206	14.317	85.683	21.416	221.010	0.162	1.231	8.634	11.003	51.031	0.356	2.621	21.553	油水同层	长4+5!1^(2_1)
地92-95	2244.875	77.892	59.504	12.423	87.577	21.618	221.686	0.241	1.264	9.444	11.069	50.580	0.353	2.608	21.718	油水同层	长4+5!1^(2_1)
地92-95	2245.000	71.991	59.764	11.402	88.598	21.763	222.372	0.337	1.301	10.129	11.142	50.079	0.350	2.594	21.911	油水同层	长4+5!1^(2_1)
地92-95	2245.125	69.421	59.982	11.384	88.616	21.981	223.154	0.400	1.344	10.478	11.225	49.668	0.348	2.582	21.998	油水同层	长4+5!1^(2_1)
地92-95	2245.250	70.174	60.164	11.839	88.161	22.001	224.042	0.403	1.391	10.492	11.312	49.229	0.347	2.575	22.100	油水同层	长4+5!1^(2_1)
地92-95	2245.375	71.685	60.314	12.252	87.748	22.148	224.951	0.391	1.435	10.430	11.392	48.833	0.346	2.573	22.194	油水同层	长4+5!1^(2_1)
地92-95	2245.500	72.668	60.437	12.652	87.348	22.214	225.733	0.387	1.465	10.409	11.446	48.495	0.345	2.573	22.326	油水同层	长4+5!1^(2_1)
地92-95	2245.625	73.953	60.532	12.846	87.154	22.380	226.181	0.371	1.476	10.322	11.466	48.185	0.342	2.574	22.547	油水同层	长4+5!1^(2_1)
地92-95	2245.750	74.186	60.606	12.822	87.178	22.626	226.275	0.368	1.471	10.307	11.457	48.021	0.340	2.573	22.731	油水同层	长4+5!1^(2_1)
地92-95	2245.875	74.016	60.664	12.699	87.301	22.777	226.100	0.368	1.459	10.307	11.435	47.916	0.338	2.569	22.907	油水同层	长4+5!1^(2_1)
地92-95	2246.000	73.598	60.708	12.575	87.425	22.968	225.844	0.371	1.450	10.324	11.420	47.951	0.338	2.562	22.923	油水同层	长4+5!1^(2_1)
地92-95	2246.125	73.259	60.741	12.629	87.371	22.897	225.746	0.376	1.453	10.349	11.426	47.985	0.339	2.555	22.872	油水同层	长4+5!1^(2_1)
