井名	深度	GR	SP	SH	SS	RT	RT.1	PERM2024	PERM	POR2024	POR	SW	SW2024	AC	DEN	CAL	CNL	RT.2	解释结论	层位
耿219	2433.500	112.784	77.121	54.342	45.658	9.524	6.927	0.0	0.01	0.0	0.1	99.9	0.0	288.686	1.889	25.886	73.668	9.524		长4+5!1^(1_2)
耿219	2433.625	110.875	76.987	51.801	48.199	9.019	7.323	0.0	0.01	0.0	0.1	99.9	0.0	311.446	1.909	26.182	96.727	9.019		长4+5!1^(1_3)
耿219	2433.750	111.711	76.873	52.904	47.096	8.707	7.829	0.0	0.01	0.0	0.1	99.9	0.0	324.074	1.931	26.255	92.483	8.707		长4+5!1^(1_3)
耿219	2433.875	111.823	76.792	53.053	46.947	8.779	8.593	0.0	0.01	0.0	0.1	99.9	0.0	323.833	1.967	25.81	74.705	8.779		长4+5!1^(1_3)
耿219	2434.000	109.255	76.772	49.703	50.297	8.986	10.408	0.0	0.01	0.0	0.1	99.9	0.0	289.967	2.053	24.889	50.242	8.986		长4+5!1^(1_3)
耿219	2434.125	110.148	76.764	50.853	49.147	9.458	15.536	0.0	0.01	0.0	0.1	99.9	0.0	264.272	2.204	24.192	37.095	9.458		长4+5!1^(1_3)
耿219	2434.250	110.986	76.667	51.947	48.053	10.102	19.965	0.0	0.01	0.0	0.1	99.9	0.0	244.178	2.352	23.595	32.403	10.102		长4+5!1^(1_3)
耿219	2434.375	111.607	76.422	52.766	47.234	10.788	19.51	0.0	0.01	0.0	0.1	99.9	0.0	231.665	2.458	23.118	29.666	10.788		长4+5!1^(1_3)
耿219	2434.500	113.858	76.063	55.805	44.195	11.722	17.694	0.0	0.01	0.0	0.1	99.9	0.0	227.727	2.53	22.805	27.944	11.722		长4+5!1^(1_3)
耿219	2434.625	113.517	75.619	55.337	44.663	14.122	15.594	0.0	0.01	0.0	0.1	99.9	0.0	229.745	2.564	22.76	27.321	14.122		长4+5!1^(1_3)
耿219	2434.750	111.768	74.937	52.981	47.019	17.66	14.503	0.0	0.01	0.0	0.1	99.9	0.0	232.143	2.571	22.744	27.254	17.66		长4+5!1^(1_3)
耿219	2434.875	111.571	73.873	52.718	47.282	20.769	14.778	0.0	0.01	0.0	0.1	99.9	0.0	233.375	2.566	22.74	27.256	20.769		长4+5!1^(1_3)
耿219	2435.000	116.083	72.766	16.22	83.78	23.714	15.397	0.0	2.183	0.0	12.085	63.565	0.0	232.625	2.561	22.739	27.701	23.714		长4+5!1^(1_3)
耿219	2435.125	121.719	71.914	17.656	82.344	26.359	16.97	0.0	2.09	0.0	11.966	60.797	0.0	231.398	2.556	22.74	28.464	26.359		长4+5!1^(1_3)
耿219	2435.250	128.376	70.956	19.457	80.543	27.77	19.237	0.0	2.003	0.0	11.85	59.721	0.0	230.204	2.552	22.742	29.354	27.77		长4+5!1^(1_3)
耿219	2435.375	133.815	69.718	21.006	78.994	27.226	21.35	0.0	1.938	0.0	11.762	60.693	0.0	229.299	2.548	22.748	30.308	27.226		长4+5!1^(1_3)
耿219	2435.500	140.769	68.556	23.186	76.814	26.198	23.831	0.014	1.92	3.669	11.737	61.983	0.311	229.042	2.543	22.761	31.423	26.198		长4+5!1^(1_3)
耿219	2435.625	147.795	67.748	25.634	74.366	25.716	27.159	0.01	1.972	3.014	11.808	62.246	0.316	229.772	2.531	22.773	32.073	25.716	干层	长4+5!1^(1_3)
耿219	2435.750	155.623	66.809	28.625	71.375	26.135	30.337	0.007	2.08	2.354	11.952	61.116	0.313	231.256	2.517	22.785	32.235	26.135	干层	长4+5!1^(1_3)
耿219	2435.875	161.812	65.524	31.247	68.753	26.927	32.02	0.006	2.23	1.916	12.143	59.41	0.306	233.227	2.505	22.798	32.458	26.927	干层	长4+5!1^(1_3)
耿219	2436.000	170.958	64.245	35.495	64.505	27.831	33.694	0.004	2.522	1.335	12.488	57.073	0.299	236.78	2.492	22.805	33.176	27.831	干层	长4+5!1^(1_3)
耿219	2436.125	171.467	63.316	36.008	63.992	29.132	35.271	0.005	2.695	1.485	12.677	55.079	0.289	238.734	2.478	22.799	33.934	29.132	干层	长4+5!1^(1_3)
耿219	2436.250	167.577	62.298	34.492	65.508	30.381	35.855	0.006	2.777	1.983	12.764	53.626	0.28	239.625	2.467	22.786	34.238	30.381	干层	长4+5!1^(1_3)
耿219	2436.375	164.009	61.052	33.075	66.925	30.71	34.985	0.008	2.811	2.393	12.8	53.212	0.277	239.995	2.465	22.768	34.168	30.71	干层	长4+5!1^(1_3)
耿219	2436.500	160.213	59.94	31.524	68.476	30.794	33.716	0.009	2.79	2.764	12.777	53.217	0.276	239.766	2.463	22.749	33.483	30.794	干层	长4+5!1^(1_3)
耿219	2436.625	158.274	59.256	30.719	69.281	30.566	32.071	0.01	2.758	2.929	12.744	53.534	0.278	239.42	2.462	22.747	32.803	30.566	干层	长4+5!1^(1_3)
耿219	2436.750	158.411	58.599	30.733	69.267	30.127	30.683	0.01	2.731	2.885	12.716	54.023	0.281	239.132	2.462	22.749	32.716	30.127	干层	长4+5!1^(1_3)
耿219	2436.875	159.121	57.888	30.983	69.017	30.033	30.283	0.009	2.714	2.791	12.698	54.173	0.282	238.942	2.462	22.753	33.007	30.033	干层	长4+5!1^(1_3)
耿219	2437.000	161.181	57.314	31.792	68.208	30.089	30.039	0.008	2.714	2.577	12.698	54.122	0.281	238.945	2.463	22.755	34.211	30.089	干层	长4+5!1^(1_3)
耿219	2437.125	162.785	57.019	32.447	67.553	30.373	30.155	0.008	2.724	2.421	12.708	53.832	0.279	239.052	2.466	22.75	35.808	30.373	干层	长4+5!1^(1_3)
耿219	2437.250	163.024	56.786	32.554	67.446	30.961	30.722	0.008	2.731	2.405	12.716	53.289	0.275	239.134	2.471	22.743	36.734	30.961	干层	长4+5!1^(1_3)
耿219	2437.375	161.612	56.593	31.983	68.017	31.569	31.385	0.008	2.727	2.547	12.712	52.79	0.271	239.087	2.475	22.731	37.034	31.569	干层	长4+5!1^(1_3)
耿219	2437.500	159.213	56.488	30.944	69.056	32.433	32.184	0.009	2.665	2.725	12.645	52.314	0.266	238.399	2.481	22.709	35.722	32.433	干层	长4+5!1^(1_3)
耿219	2437.625	154.741	56.529	29.11	70.89	33.568	33.568	0.011	2.581	3.092	12.554	51.737	0.259	237.459	2.493	22.693	33.362	33.568	干层	长4+5!1^(1_3)
耿219	2437.750	146.572	56.691	26.016	73.984	34.862	35.521	0.015	2.486	3.828	12.447	51.135	0.251	236.359	2.506	22.674	31.657	34.862	干层	长4+5!1^(1_3)
耿219	2437.875	136.58	57.039	22.515	77.485	35.695	36.953	0.024	2.377	4.731	12.32	50.972	0.246	235.054	2.514	22.653	30.307	35.695	干层	长4+5!1^(1_3)
耿219	2438.000	119.199	57.49	17.082	82.918	36.626	38.619	0.051	2.191	6.296	12.094	51.114	0.241	232.722	2.52	22.628	29.057	36.626		长4+5!1^(1_3)
耿219	2438.125	107.9	57.926	13.915	86.085	38.033	40.833	0.083	2.042	7.266	11.903	50.838	0.233	230.75	2.527	22.618	27.44	38.033	差油层	长4+5!1^(1_3)
耿219	2438.250	104.525	58.497	12.94	87.06	39.716	43.253	0.091	1.928	7.451	11.748	50.303	0.226	229.153	2.536	22.607	26.651	39.716	差油层	长4+5!1^(1_3)
耿219	2438.375	104.121	59.348	12.672	87.328	40.531	44.548	0.083	1.792	7.285	11.554	50.498	0.223	227.157	2.548	22.586	25.867	40.531	差油层	长4+5!1^(1_3)
耿219	2438.500	101.429	60.262	11.595	88.405	40.864	45.934	0.073	1.469	7.018	11.045	52.243	0.221	221.905	2.566	22.539	24.138	40.864	差油层	长4+5!1^(1_3)
耿219	2438.625	97.694	60.945	10.28	89.72	40.034	47.805	0.066	1.167	6.801	10.481	55.168	0.225	216.093	2.598	22.5	22.896	40.034	差油层	长4+5!1^(1_3)
耿219	2438.750	95.233	61.732	33.573	66.427	37.757	49.04	0.058	0.01	6.538	0.1	99.9	0.235	211.114	2.636	22.459	21.362	37.757	差油层	长4+5!1^(1_3)
耿219	2438.875	94.672	62.83	32.997	67.003	35.653	47.491	0.047	0.01	6.119	0.1	99.9	0.246	206.534	2.654	22.42	19.671	35.653	差油层	长4+5!1^(1_3)
耿219	2439.000	96.148	63.948	34.523	65.477	33.51	44.382	0.036	0.01	5.559	0.1	99.9	0.258	202.634	2.664	22.387	17.142	33.51	差油层	长4+5!1^(1_3)
耿219	2439.125	97.378	64.692	35.821	64.179	31.086	38.891	0.032	0.01	5.338	0.1	99.9	0.273	201.741	2.666	22.401	16.746	31.086	差油层	长4+5!1^(1_3)
耿219	2439.250	97.599	65.522	36.056	63.944	28.61	31.622	0.035	0.01	5.537	0.1	99.9	0.29	203.869	2.66	22.444	17.347	28.61	差油层	长4+5!1^(1_3)
耿219	2439.375	97.38	66.712	35.823	64.177	27.546	27.924	0.043	0.01	5.929	0.1	99.9	0.298	207.408	2.654	22.513	18.869	27.546	差油层	长4+5!1^(1_3)
耿219	2439.500	99.628	67.984	38.259	61.741	26.563	24.844	0.054	0.01	6.401	0.1	99.9	0.306	214.19	2.647	22.717	23.306	26.563	差油层	长4+5!1^(1_3)
耿219	2439.625	103.417	68.903	42.562	57.438	25.799	21.82	0.061	0.01	6.659	0.1	99.9	0.312	220.45	2.642	22.84	25.523	25.799	差油层	长4+5!1^(1_3)
耿219	2439.750	106.506	69.896	46.26	53.74	25.361	18.91	0.063	0.01	6.7	0.1	99.9	0.316	223.927	2.642	22.962	26.822	25.361	差油层	长4+5!1^(1_3)
耿219	2439.875	109.339	71.441	49.811	50.189	25.188	18.034	0.0	0.01	0.0	0.1	99.9	0.0	226.535	2.645	23.078	27.404	25.188	差油层	长4+5!1^(1_3)
耿219	2440.000	112.732	73.135	54.272	45.728	24.661	17.603	0.0	0.01	0.0	0.1	99.9	0.0	228.513	2.648	23.274	27.209	24.661		长4+5!1^(1_3)
耿219	2440.125	115.785	73.993	58.49	41.51	23.612	17.448	0.0	0.01	0.0	0.1	99.9	0.0	229.25	2.648	23.369	26.764	23.612		长4+5!1^(1_3)
耿219	2440.250	117.591	75.055	61.08	38.92	22.19	17.304	0.0	0.01	0.0	0.1	99.9	0.0	228.724	2.637	23.468	26.298	22.19		长4+5!1^(1_3)
耿219	2440.375	119.05	76.131	63.226	36.774	21.765	16.976	0.0	0.01	0.0	0.1	99.9	0.0	228.092	2.605	23.585	26.048	21.765		长4+5!1^(1_3)
耿219	2440.500	122.834	76.682	69.021	30.979	21.722	16.379	0.0	0.01	0.0	0.1	99.9	0.0	230.1	2.538	23.917	27.304	21.722		长4+5!1^(1_3)
耿219	2440.625	127.714	77.185	77.012	22.988	22.505	15.088	0.0	0.01	0.0	0.1	99.9	0.0	235.968	2.352	24.163	29.635	22.505		长4+5!1^(1_3)
耿219	2440.750	131.688	77.905	83.977	16.023	24.558	12.982	0.0	0.01	0.0	0.1	99.9	0.0	244.598	2.063	24.457	33.637	24.558		长4+5!1^(1_3)
耿219	2440.875	135.569	78.752	91.203	8.797	25.923	12.204	0.0	0.01	0.0	0.1	99.9	0.0	255.58	1.847	24.81	39.824	25.923		长4+5!1^(1_3)
耿219	2441.000	137.505	79.269	94.973	5.027	26.386	12.166	0.0	0.01	0.0	0.1	99.9	0.0	270.367	1.668	25.636	56.133	26.386		长4+5!1^(1_3)
耿219	2441.125	137.066	79.732	94.109	5.891	24.052	12.876	0.0	0.01	0.0	0.1	99.9	0.0	281.488	1.505	26.104	64.386	24.052		长4+5!1^(1_3)
耿219	2441.250	135.312	80.359	90.711	9.289	18.113	13.314	0.0	0.01	0.0	0.1	99.9	0.0	280.857	1.374	26.492	65.161	18.113		长4+5!1^(1_3)
耿219	2441.375	133.532	81.086	87.356	12.644	14.836	11.352	0.0	0.01	0.0	0.1	99.9	0.0	274.658	1.331	26.78	60.59	14.836		长4+5!1^(1_3)
耿219	2441.500	127.589	81.535	76.799	23.201	12.384	8.919	0.0	0.01	0.0	0.1	99.9	0.0	260.841	1.313	27.053	48.548	12.384		长4+5!1^(1_3)
耿219	2441.625	118.53	81.938	62.455	37.545	10.466	6.93	0.0	0.01	0.0	0.1	99.9	0.0	247.904	1.307	27.192	42.83	10.466		长4+5!1^(1_3)
耿219	2441.750	114.993	82.432	57.376	42.624	8.655	5.443	0.0	0.01	0.0	0.1	99.9	0.0	246.533	1.306	27.43	42.739	8.655		长4+5!1^(2_1)
耿219	2441.875	108.984	82.955	49.357	50.643	8.07	5.26	0.0	0.01	0.0	0.1	99.9	0.0	254.52	1.308	27.84	48.947	8.07		长4+5!1^(2_1)
耿219	2442.000	105.233	83.273	44.715	55.285	7.643	5.201	0.0	0.01	0.0	0.1	99.9	0.0	272.989	1.313	28.923	88.813	7.643		长4+5!1^(2_1)
耿219	2442.125	101.326	83.604	40.157	59.843	7.337	5.179	0.0	0.01	0.0	0.1	99.9	0.0	321.865	1.337	29.389	119.168	7.337		长4+5!1^(2_1)
耿219	2442.250	101.875	84.133	40.78	59.22	7.211	5.324	0.0	0.01	0.0	0.1	99.9	0.0	337.839	1.386	29.444	120.692	7.211		长4+5!1^(2_1)
耿219	2442.375	102.805	84.801	41.85	58.15	7.41	5.87	0.0	0.01	0.0	0.1	99.9	0.0	338.894	1.453	29.042	99.485	7.41		长4+5!1^(2_1)
耿219	2442.500	104.105	85.286	43.37	56.63	7.795	7.023	0.0	0.01	0.0	0.1	99.9	0.0	325.144	1.56	27.168	61.139	7.795		长4+5!1^(2_1)
耿219	2442.625	105.479	85.768	45.011	54.989	8.473	10.005	0.0	0.01	0.0	0.1	99.9	0.0	274.887	1.786	25.846	41.701	8.473		长4+5!1^(2_1)
耿219	2442.750	107.18	86.442	47.091	52.909	10.409	19.756	0.0	0.01	0.0	0.1	99.9	0.0	249.636	2.111	24.732	34.443	10.409		长4+5!1^(2_1)
耿219	2442.875	108.47	87.233	48.706	51.294	11.565	21.089	0.0	0.01	0.0	0.1	99.9	0.0	233.048	2.349	23.86	30.331	11.565		长4+5!1^(2_1)
耿219	2443.000	108.168	87.744	48.325	51.675	13.306	20.485	0.0	0.01	0.0	0.1	99.9	0.0	224.21	2.514	23.01	28.335	13.306		长4+5!1^(2_1)
耿219	2443.125	109.049	88.199	49.439	50.561	19.712	18.53	0.0	0.01	0.0	0.1	99.9	0.0	222.288	2.602	22.788	28.313	19.712		长4+5!1^(2_1)
耿219	2443.250	109.939	88.729	50.583	49.417	24.783	18.028	0.0	0.01	0.0	0.1	99.9	0.0	224.385	2.629	22.743	28.989	24.783		长4+5!1^(2_1)
耿219	2443.375	111.791	89.275	53.011	46.989	30.14	17.866	0.0	0.01	0.0	0.1	99.9	0.0	227.042	2.627	22.748	29.519	30.14		长4+5!1^(2_1)
耿219	2443.500	114.874	89.58	57.21	42.79	34.814	17.817	0.0	0.01	0.0	0.1	99.9	0.0	229.422	2.607	22.78	29.796	34.814		长4+5!1^(2_1)
耿219	2443.625	123.585	89.821	70.212	29.788	36.124	18.234	0.0	0.01	0.0	0.1	99.9	0.0	232.934	2.525	22.8	30.105	36.124		长4+5!1^(2_1)
耿219	2443.750	127.019	90.113	75.837	24.163	32.535	18.812	0.0	0.01	0.0	0.1	99.9	0.0	235.273	2.362	22.825	30.935	32.535		长4+5!1^(2_1)
耿219	2443.875	129.732	90.44	80.495	19.505	28.495	19.629	0.0	0.01	0.0	0.1	99.9	0.0	238.162	2.191	22.867	32.576	28.495		长4+5!1^(2_1)
耿219	2444.000	133.561	90.658	87.41	12.59	25.085	20.433	0.0	0.01	0.0	0.1	99.9	0.0	241.821	2.031	23.001	36.342	25.085		长4+5!1^(2_1)
耿219	2444.125	138.881	90.85	97.721	2.279	19.817	21.55	0.0	0.01	0.0	0.1	99.9	0.0	248.172	1.888	23.111	38.915	19.817		长4+5!1^(2_1)
耿219	2444.250	140.808	91.073	99.9	0.1	17.442	21.177	0.0	0.01	0.0	0.1	99.9	0.0	250.123	1.781	23.221	39.118	17.442		长4+5!1^(2_1)
耿219	2444.375	140.654	91.29	99.9	0.1	15.823	18.705	0.0	0.01	0.0	0.1	99.9	0.0	249.227	1.744	23.335	37.819	15.823		长4+5!1^(2_1)
耿219	2444.500	138.343	91.397	96.641	3.359	14.637	15.531	0.0	0.01	0.0	0.1	99.9	0.0	246.223	1.742	23.56	34.011	14.637		长4+5!1^(2_1)
耿219	2444.625	132.296	91.478	85.08	14.92	13.128	11.524	0.0	0.01	0.0	0.1	99.9	0.0	238.591	1.759	23.726	31.087	13.128		长4+5!1^(2_1)
耿219	2444.750	131.291	91.517	83.261	16.739	12.491	10.628	0.0	0.01	0.0	0.1	99.9	0.0	235.714	1.79	23.902	30.894	12.491		长4+5!1^(2_1)
耿219	2444.875	131.704	91.484	84.005	15.995	12.118	10.507	0.0	0.01	0.0	0.1	99.9	0.0	237.857	1.819	24.117	33.449	12.118		长4+5!1^(2_1)
耿219	2445.000	132.339	91.41	85.158	14.842	11.839	10.641	0.0	0.01	0.0	0.1	99.9	0.0	245.501	1.85	24.584	48.377	11.839		长4+5!1^(2_1)
耿219	2445.125	131.109	91.308	82.935	17.065	11.493	11.002	0.0	0.01	0.0	0.1	99.9	0.0	270.969	1.922	24.86	67.074	11.493		长4+5!1^(2_1)
耿219	2445.250	131.835	91.132	84.242	15.758	11.524	11.296	0.0	0.01	0.0	0.1	99.9	0.0	288.279	2.046	24.985	75.457	11.524		长4+5!1^(2_1)
耿219	2445.375	132.179	90.893	84.868	15.132	11.788	12.045	0.0	0.01	0.0	0.1	99.9	0.0	297.183	2.174	24.961	71.357	11.788		长4+5!1^(2_1)
耿219	2445.500	131.909	90.698	84.376	15.624	12.159	13.705	0.0	0.01	0.0	0.1	99.9	0.0	298.29	2.292	24.524	54.776	12.159		长4+5!1^(2_1)
耿219	2445.625	137.535	90.51	95.032	4.968	13.064	21.143	0.0	0.01	0.0	0.1	99.9	0.0	282.636	2.408	24.138	41.488	13.064		长4+5!1^(2_1)
耿219	2445.750	141.07	90.27	99.9	0.1	13.823	25.914	0.0	0.01	0.0	0.1	99.9	0.0	268.709	2.499	23.836	38.011	13.823		长4+5!1^(2_1)
耿219	2445.875	141.335	89.99	99.9	0.1	14.563	27.541	0.0	0.01	0.0	0.1	99.9	0.0	259.61	2.531	23.627	36.999	14.563		长4+5!1^(2_1)
耿219	2446.000	137.972	89.781	95.899	4.101	15.318	25.933	0.0	0.01	0.0	0.1	99.9	0.0	254.72	2.535	23.508	36.353	15.318		长4+5!1^(2_1)
耿219	2446.125	133.189	89.585	86.721	13.279	16.697	20.275	0.0	0.01	0.0	0.1	99.9	0.0	253.365	2.54	23.495	34.561	16.697		长4+5!1^(2_1)
耿219	2446.250	128.781	89.309	78.84	21.16	17.442	17.46	0.0	0.01	0.0	0.1	99.9	0.0	252.452	2.543	23.512	31.956	17.442		长4+5!1^(2_1)
耿219	2446.375	126.33	88.976	74.684	25.316	17.564	16.473	0.0	0.01	0.0	0.1	99.9	0.0	250.27	2.529	23.539	29.613	17.564		长4+5!1^(2_1)
耿219	2446.500	126.66	88.738	75.234	24.766	17.238	16.083	0.0	0.01	0.0	0.1	99.9	0.0	247.482	2.496	23.673	29.535	17.238		长4+5!1^(2_1)
耿219	2446.625	124.947	88.513	72.408	27.592	16.129	14.842	0.0	0.01	0.0	0.1	99.9	0.0	247.704	2.445	23.835	32.627	16.129		长4+5!1^(2_1)
耿219	2446.750	122.136	88.208	67.926	32.074	15.214	13.666	0.0	0.01	0.0	0.1	99.9	0.0	252.736	2.388	24.027	37.849	15.214		长4+5!1^(2_1)
耿219	2446.875	121.908	87.863	67.572	32.428	14.497	12.867	0.0	0.01	0.0	0.1	99.9	0.0	261.342	2.354	24.241	44.272	14.497		长4+5!1^(2_1)
耿219	2447.000	125.39	87.631	73.131	26.869	13.92	12.731	0.0	0.01	0.0	0.1	99.9	0.0	271.563	2.342	24.557	53.085	13.92		长4+5!1^(2_1)
耿219	2447.125	131.755	87.439	84.097	15.903	13.573	14.72	0.0	0.01	0.0	0.1	99.9	0.0	286.334	2.335	24.713	61.4	13.573		长4+5!1^(2_1)
耿219	2447.250	134.887	87.19	89.902	10.098	13.561	17.31	0.0	0.01	0.0	0.1	99.9	0.0	295.014	2.329	24.742	63.777	13.561		长4+5!1^(2_1)
耿219	2447.375	135.299	86.875	90.686	9.314	13.794	20.176	0.0	0.01	0.0	0.1	99.9	0.0	296.997	2.325	24.679	61.705	13.794		长4+5!1^(2_1)
耿219	2447.500	133.015	86.609	86.399	13.601	14.253	23.091	0.0	0.01	0.0	0.1	99.9	0.0	295.13	2.327	24.288	51.543	14.253		长4+5!1^(2_1)
耿219	2447.625	126.821	86.345	75.504	24.496	15.403	29.666	0.0	0.01	0.0	0.1	99.9	0.0	282.104	2.349	23.876	38.276	15.403		长4+5!1^(2_1)
耿219	2447.750	121.757	85.999	67.337	32.663	16.576	36.31	0.0	0.01	0.0	0.1	99.9	0.0	266.498	2.402	23.484	32.078	16.576		长4+5!1^(2_1)
耿219	2447.875	116.983	85.612	60.2	39.8	17.885	41.712	0.0	0.01	0.0	0.1	99.9	0.0	252.438	2.469	23.116	27.657	17.885		长4+5!1^(2_1)
耿219	2448.000	111.656	85.376	52.831	47.169	19.705	42.827	0.0	0.01	0.0	0.1	99.9	0.0	238.974	2.531	22.712	24.313	19.705		长4+5!1^(2_1)
耿219	2448.125	106.549	85.235	46.313	53.687	23.963	35.983	0.0	0.01	0.0	0.1	99.9	0.0	223.654	2.59	22.546	22.115	23.963		长4+5!1^(2_1)
耿219	2448.250	104.034	85.161	43.286	56.714	28.168	30.419	0.0	0.01	0.0	0.1	99.9	0.0	214.556	2.635	22.53	21.832	28.168		长4+5!1^(2_1)
耿219	2448.375	103.536	85.181	42.701	57.299	31.79	27.903	0.0	0.01	0.0	0.1	99.9	0.0	212.401	2.647	22.558	21.874	31.79		长4+5!1^(2_1)
耿219	2448.500	104.715	85.3	44.094	55.906	34.454	26.524	0.0	0.01	0.0	0.1	99.9	0.0	212.333	2.626	22.66	22.321	34.454		长4+5!1^(2_1)
耿219	2448.625	109.419	85.5	49.913	50.087	33.37	25.581	0.0	0.01	0.0	0.1	99.9	0.0	215.136	2.562	22.761	23.309	33.37		长4+5!1^(2_1)
耿219	2448.750	113.608	85.823	55.462	44.538	29.606	24.494	0.0	0.01	0.0	0.1	99.9	0.0	218.758	2.431	22.864	24.432	29.606		长4+5!1^(2_1)
耿219	2448.875	116.214	86.227	59.099	40.901	25.392	22.289	0.0	0.01	0.0	0.1	99.9	0.0	221.881	2.289	22.99	25.816	25.392		长4+5!1^(2_1)
耿219	2449.000	118.447	86.511	62.333	37.667	21.428	18.854	0.0	0.01	0.0	0.1	99.9	0.0	225.184	2.186	23.277	27.365	21.428		长4+5!1^(2_1)
耿219	2449.125	120.725	86.715	65.75	34.25	16.853	14.01	0.0	0.01	0.0	0.1	99.9	0.0	230.434	2.1	23.555	28.831	16.853		长4+5!1^(2_1)
耿219	2449.250	123.415	86.9	69.941	30.059	13.836	10.838	0.0	0.01	0.0	0.1	99.9	0.0	235.97	2.025	23.826	29.732	13.836		长4+5!1^(2_1)
耿219	2449.375	125.226	87.06	72.862	27.138	12.49	9.711	0.0	0.01	0.0	0.1	99.9	0.0	241.055	1.976	24.148	31.738	12.49		长4+5!1^(2_1)
耿219	2449.500	125.759	87.142	73.738	26.262	11.503	9.094	0.0	0.01	0.0	0.1	99.9	0.0	247.945	1.953	24.789	38.686	11.503		长4+5!1^(2_1)
耿219	2449.625	124.185	87.171	71.173	28.827	10.571	8.748	0.0	0.01	0.0	0.1	99.9	0.0	262.057	1.934	25.312	54.002	10.571		长4+5!1^(2_1)
耿219	2449.750	122.914	87.163	69.147	30.853	10.004	8.721	0.0	0.01	0.0	0.1	99.9	0.0	276.72	1.914	25.638	65.292	10.004		长4+5!1^(2_1)
耿219	2449.875	123.922	87.135	70.751	29.249	9.841	9.073	0.0	0.01	0.0	0.1	99.9	0.0	283.696	1.906	25.829	72.191	9.841		长4+5!1^(2_1)
耿219	2450.000	125.004	87.119	72.5	27.5	9.772	9.884	0.0	0.01	0.0	0.1	99.9	0.0	286.177	1.925	25.641	68.917	9.772		长4+5!1^(2_1)
耿219	2450.125	124.35	87.108	71.439	28.561	9.901	12.193	0.0	0.01	0.0	0.1	99.9	0.0	278.913	1.993	25.218	54.114	9.901		长4+5!1^(2_2)
耿219	2450.250	121.573	87.106	67.052	32.948	10.155	14.908	0.0	0.01	0.0	0.1	99.9	0.0	265.429	2.149	24.711	44.838	10.155		长4+5!1^(2_2)
耿219	2450.375	118.28	87.125	62.087	37.913	10.454	16.713	0.0	0.01	0.0	0.1	99.9	0.0	254.004	2.334	24.186	37.415	10.454		长4+5!1^(2_2)
耿219	2450.500	115.486	87.163	58.068	41.932	10.892	17.74	0.0	0.01	0.0	0.1	99.9	0.0	243.287	2.473	23.536	31.483	10.892		长4+5!1^(2_2)
耿219	2450.625	113.846	87.224	55.787	44.213	11.977	17.127	0.0	0.01	0.0	0.1	99.9	0.0	232.26	2.584	23.161	26.069	11.977		长4+5!1^(2_2)
耿219	2450.750	113.109	87.306	54.781	45.219	13.255	15.556	0.0	0.01	0.0	0.1	99.9	0.0	224.099	2.652	23.057	24.967	13.255		长4+5!1^(2_2)
耿219	2450.875	112.198	87.387	53.554	46.446	14.072	14.35	0.0	0.01	0.0	0.1	99.9	0.0	222.754	2.676	23.037	24.791	14.072		长4+5!1^(2_2)
耿219	2451.000	110.787	87.436	51.686	48.314	14.767	13.486	0.0	0.01	0.0	0.1	99.9	0.0	223.553	2.669	23.123	25.549	14.767		长4+5!1^(2_2)
耿219	2451.125	109.455	87.472	49.96	50.04	15.201	12.82	0.0	0.01	0.0	0.1	99.9	0.0	227.353	2.639	23.234	27.631	15.201		长4+5!1^(2_2)
耿219	2451.250	108.878	87.503	49.223	50.777	14.991	12.32	0.0	0.01	0.0	0.1	99.9	0.0	232.686	2.558	23.336	28.92	14.991		长4+5!1^(2_2)
耿219	2451.375	109.916	87.506	50.553	49.447	14.175	11.974	0.0	0.01	0.0	0.1	99.9	0.0	235.774	2.447	23.442	30.069	14.175		长4+5!1^(2_2)
耿219	2451.500	112.114	87.481	53.441	46.559	13.185	11.555	0.0	0.01	0.0	0.1	99.9	0.0	238.122	2.353	23.611	31.138	13.185		长4+5!1^(2_2)
耿219	2451.625	114.019	87.43	56.025	43.975	11.955	10.749	0.0	0.01	0.0	0.1	99.9	0.0	240.222	2.266	23.751	32.631	11.955		长4+5!1^(2_2)
耿219	2451.750	114.911	87.315	57.261	42.739	10.854	9.968	0.0	0.01	0.0	0.1	99.9	0.0	242.56	2.192	23.842	33.879	10.854		长4+5!1^(2_2)
耿219	2451.875	114.404	87.115	56.557	43.443	10.401	9.895	0.0	0.01	0.0	0.1	99.9	0.0	245.047	2.156	23.927	36.115	10.401		长4+5!1^(2_2)
耿219	2452.000	114.714	86.886	56.987	43.013	10.109	10.07	0.0	0.01	0.0	0.1	99.9	0.0	249.122	2.172	24.043	40.153	10.109		长4+5!1^(2_2)
耿219	2452.125	117.938	86.636	61.586	38.414	9.951	10.536	0.0	0.01	0.0	0.1	99.9	0.0	257.474	2.209	24.128	48.409	9.951		长4+5!1^(2_2)
耿219	2452.250	123.159	86.256	69.535	30.465	9.94	11.181	0.0	0.01	0.0	0.1	99.9	0.0	269.049	2.274	24.157	51.034	9.94		长4+5!1^(2_2)
耿219	2452.375	127.0	85.703	75.805	24.195	10.081	11.7	0.0	0.01	0.0	0.1	99.9	0.0	274.182	2.346	24.151	50.874	10.081		长4+5!1^(2_2)
耿219	2452.500	129.766	85.157	80.554	19.446	10.343	12.331	0.0	0.01	0.0	0.1	99.9	0.0	276.003	2.397	24.029	47.719	10.343		长4+5!1^(2_2)
