井名	深度	GR	SP	SH	SS	RILD	RILM	AC	PERM2024	PERM	POR2024	POR	SW	SW2024	DEN	RT	解释结论	层位
地检89-834	2500.750	91.436	63.117	47.771	52.229	20.475	18.926	250.140	0.000	0.010	0.000	0.100	99.900	0.000	2.528	20.928		长4+5!2^(1_2)
地检89-834	2500.875	79.963	62.932	34.068	65.932	21.078	19.277	242.251	0.000	0.010	0.000	0.100	99.900	0.000	2.557	21.399		长4+5!2^(1_2)
地检89-834	2501.000	73.503	62.790	27.203	72.797	21.051	19.348	233.163	0.000	0.010	0.000	0.100	99.900	0.000	2.587	21.605		长4+5!2^(1_2)
地检89-834	2501.125	71.794	62.733	25.207	74.793	20.427	19.371	227.465	0.000	0.010	0.000	0.100	99.900	0.000	2.607	20.835		长4+5!2^(1_2)
地检89-834	2501.250	74.029	62.806	27.198	72.802	19.400	19.277	227.066	0.000	0.010	0.000	0.100	99.900	0.000	2.615	19.723		长4+5!2^(1_2)
地检89-834	2501.375	77.099	63.032	29.835	70.165	18.318	18.842	231.318	0.000	0.010	0.000	0.100	99.900	0.000	2.608	18.994		长4+5!2^(1_2)
地检89-834	2501.500	82.602	63.419	35.498	64.502	17.420	17.864	238.048	0.000	0.010	0.000	0.100	99.900	0.000	2.596	18.540		长4+5!2^(1_2)
地检89-834	2501.625	87.444	63.905	40.905	59.095	16.711	16.622	244.686	0.000	0.010	0.000	0.100	99.900	0.000	2.589	17.992		长4+5!2^(1_2)
地检89-834	2501.750	91.691	64.438	45.969	54.031	16.087	15.487	250.174	0.000	0.010	0.000	0.100	99.900	0.000	2.582	17.134		长4+5!2^(1_2)
地检89-834	2501.875	95.686	64.966	50.930	49.070	15.463	14.736	254.058	0.000	0.010	0.000	0.100	99.900	0.000	2.579	15.841		长4+5!2^(1_2)
地检89-834	2502.000	100.272	65.442	56.919	43.081	14.845	14.378	256.158	0.000	0.010	0.000	0.100	99.900	0.000	2.581	14.191		长4+5!2^(1_2)
地检89-834	2502.125	105.938	65.855	65.135	34.865	14.259	14.138	257.059	0.000	0.010	0.000	0.100	99.900	0.000	2.584	12.789		长4+5!2^(1_2)
地检89-834	2502.250	111.096	66.203	74.236	25.764	13.631	13.848	257.156	0.000	0.010	0.000	0.100	99.900	0.000	2.577	12.411		长4+5!2^(1_2)
地检89-834	2502.375	110.755	66.487	74.791	25.209	12.868	13.432	256.785	0.000	0.010	0.000	0.100	99.900	0.000	2.553	13.273		长4+5!2^(1_2)
地检89-834	2502.500	105.096	66.695	65.316	34.684	12.027	12.759	256.124	0.000	0.010	0.000	0.100	99.900	0.000	2.518	14.198		长4+5!2^(1_2)
地检89-834	2502.625	102.020	66.835	60.561	39.439	11.267	11.768	255.132	0.000	0.010	0.000	0.100	99.900	0.000	2.488	13.008		长4+5!2^(1_2)
地检89-834	2502.750	100.239	66.911	57.735	42.265	10.689	10.548	253.653	0.000	0.010	0.000	0.100	99.900	0.000	2.474	10.619		长4+5!2^(1_2)
地检89-834	2502.875	99.759	66.942	57.604	42.396	10.228	9.456	251.845	0.000	0.010	0.000	0.100	99.900	0.000	2.474	9.113		长4+5!2^(1_2)
地检89-834	2503.000	96.162	66.945	52.567	47.433	9.802	8.958	250.378	0.000	0.010	0.000	0.100	99.900	0.000	2.468	8.814		长4+5!2^(1_2)
地检89-834	2503.125	93.830	66.935	49.016	50.984	9.413	8.902	249.959	0.000	0.010	0.000	0.100	99.900	0.000	2.441	8.867		长4+5!2^(1_2)
地检89-834	2503.250	95.097	66.909	50.372	49.628	9.097	8.867	251.122	0.000	0.010	0.000	0.100	99.900	0.000	2.391	8.220		长4+5!2^(1_2)
地检89-834	2503.375	98.217	66.853	54.324	45.676	8.915	8.588	254.093	0.000	0.010	0.000	0.100	99.900	0.000	2.347	7.502		长4+5!2^(1_2)
地检89-834	2503.500	101.956	66.743	60.121	39.879	8.957	8.246	258.236	0.000	0.010	0.000	0.100	99.900	0.000	2.341	7.716		长4+5!2^(1_2)
地检89-834	2503.625	102.477	66.570	60.499	39.501	9.267	8.229	261.319	0.000	0.010	0.000	0.100	99.900	0.000	2.382	9.132		长4+5!2^(1_2)
地检89-834	2503.750	105.342	66.314	64.438	35.562	9.796	8.654	261.182	0.000	0.010	0.000	0.100	99.900	0.000	2.458	11.266		长4+5!2^(1_2)
地检89-834	2503.875	108.193	65.950	71.440	28.560	10.467	9.423	256.470	0.000	0.010	0.000	0.100	99.900	0.000	2.537	13.023		长4+5!2^(1_2)
地检89-834	2504.000	97.721	65.439	55.417	44.583	11.292	10.450	246.982	0.319	0.010	10.016	0.100	99.900	0.475	2.592	14.552		长4+5!2^(1_2)
地检89-834	2504.125	89.760	64.791	24.711	75.289	12.329	11.695	235.345	0.264	0.173	9.632	12.469	68.925	0.419	2.615	17.219	干层	长4+5!2^(1_2)
地检89-834	2504.250	81.691	64.021	19.217	80.783	13.617	13.192	224.111	0.225	0.195	9.301	11.352	66.320	0.352	2.616	21.789	干层	长4+5!2^(1_2)
地检89-834	2504.375	73.342	63.164	14.390	85.610	15.217	14.871	215.674	0.223	0.227	9.291	10.486	62.904	0.294	2.608	27.692	干层	长4+5!2^(1_2)
地检89-834	2504.500	68.242	62.271	11.697	88.303	17.236	16.436	211.665	0.236	0.260	9.403	10.063	59.794	0.259	2.609	32.851	干层	长4+5!2^(1_2)
地检89-834	2504.625	68.302	61.413	11.546	88.454	19.702	17.635	210.706	0.224	0.010	9.297	9.955	58.757	0.249	2.610	34.650	干层	长4+5!2^(1_2)
地检89-834	2504.750	70.151	60.643	12.293	87.707	22.391	18.506	211.100	0.208	0.010	9.146	9.992	60.560	0.262	2.606	32.411	干层	长4+5!2^(1_2)
地检89-834	2504.875	72.334	59.997	13.162	86.838	24.902	19.366	211.524	0.190	0.238	8.963	10.036	63.110	0.280	2.603	29.627	干层	长4+5!2^(1_2)
地检89-834	2505.000	75.174	59.500	14.513	85.487	26.897	20.605	211.806	0.167	0.225	8.697	10.058	64.294	0.289	2.602	28.438	干层	长4+5!2^(1_2)
地检89-834	2505.125	74.790	59.106	14.571	85.429	28.197	22.125	212.575	0.177	0.240	8.817	10.125	63.329	0.285	2.603	28.986	干层	长4+5!2^(1_2)
地检89-834	2505.250	71.044	58.779	13.235	86.765	28.766	23.600	214.077	0.232	0.278	9.363	10.265	61.384	0.276	2.608	30.146	干层	长4+5!2^(1_2)
地检89-834	2505.375	65.763	58.487	11.093	88.907	28.860	24.754	216.118	0.337	0.325	10.125	10.459	60.062	0.273	2.605	30.505	干层	长4+5!2^(1_2)
地检89-834	2505.500	65.203	58.221	11.054	88.946	28.810	25.571	218.457	0.391	0.349	10.427	10.685	59.674	0.278	2.593	29.809	干层	长4+5!2^(1_2)
地检89-834	2505.625	64.936	57.994	11.146	88.854	28.702	26.267	220.865	0.448	0.374	10.706	10.920	59.188	0.282	2.576	29.206	干层	长4+5!2^(1_2)
地检89-834	2505.750	64.384	57.843	11.238	88.762	28.339	26.840	223.082	0.516	0.413	10.994	11.140	57.883	0.279	2.558	29.527	干层	长4+5!2^(1_2)
地检89-834	2505.875	61.280	57.827	10.198	89.802	27.474	27.100	224.805	0.661	0.479	11.497	11.315	55.858	0.270	2.544	30.887	干层	长4+5!2^(1_2)
地检89-834	2506.000	59.058	58.050	9.281	90.719	26.005	26.737	225.902	0.783	0.532	11.842	11.423	54.345	0.262	2.541	32.108	干层	长4+5!2^(1_2)
地检89-834	2506.125	61.865	58.555	10.182	89.818	24.000	25.712	226.829	0.711	0.504	11.647	11.509	55.000	0.269	2.554	30.956	干层	长4+5!2^(1_2)
地检89-834	2506.250	69.314	59.371	13.016	86.984	21.675	24.000	228.284	0.524	0.396	11.023	11.636	58.628	0.301	2.574	26.742	干层	长4+5!2^(1_2)
地检89-834	2506.375	80.587	60.487	32.335	67.665	19.312	21.681	231.204	0.342	0.010	10.155	0.100	99.900	0.347	2.597	22.184	干层	长4+5!2^(1_3)
地检89-834	2506.500	94.992	61.845	48.872	51.128	17.097	18.971	236.734	0.000	0.010	0.000	0.100	99.900	0.000	2.607	18.659	干层	长4+5!2^(1_3)
地检89-834	2506.625	107.560	63.282	67.000	33.000	15.121	16.301	244.635	0.000	0.010	0.000	0.100	99.900	0.000	2.595	16.096		长4+5!2^(1_3)
地检89-834	2506.750	116.926	64.669	82.821	17.179	13.503	13.934	253.916	0.000	0.010	0.000	0.100	99.900	0.000	2.560	13.864		长4+5!2^(1_3)
地检89-834	2506.875	123.873	65.890	98.463	1.537	12.272	11.999	262.776	0.000	0.010	0.000	0.100	99.900	0.000	2.524	11.563		长4+5!2^(1_3)
地检89-834	2507.000	120.107	66.840	91.569	8.431	11.359	10.624	269.073	0.000	0.010	0.000	0.100	99.900	0.000	2.499	9.680		长4+5!2^(1_3)
地检89-834	2507.125	114.322	67.535	80.414	19.586	10.714	9.767	272.338	0.000	0.010	0.000	0.100	99.900	0.000	2.485	8.633		长4+5!2^(1_3)
地检89-834	2507.250	111.116	67.998	74.637	25.363	10.361	9.384	272.995	0.000	0.010	0.000	0.100	99.900	0.000	2.479	8.387		长4+5!2^(1_3)
地检89-834	2507.375	109.728	68.270	71.798	28.202	10.312	9.330	272.106	0.000	0.010	0.000	0.100	99.900	0.000	2.494	8.546		长4+5!2^(1_3)
地检89-834	2507.500	110.556	68.374	74.172	25.828	10.554	9.519	270.487	0.000	0.010	0.000	0.100	99.900	0.000	2.523	8.922		长4+5!2^(1_3)
地检89-834	2507.625	106.000	68.365	67.230	32.770	11.118	9.992	267.438	0.000	0.010	0.000	0.100	99.900	0.000	2.548	9.757		长4+5!2^(1_3)
地检89-834	2507.750	99.636	68.259	57.775	42.225	12.039	10.873	260.872	0.000	0.010	0.000	0.100	99.900	0.000	2.564	11.905		长4+5!2^(1_3)
地检89-834	2507.875	93.102	68.065	49.768	50.232	13.158	12.163	249.666	0.000	0.010	0.000	0.100	99.900	0.000	2.580	16.064		长4+5!2^(1_3)
地检89-834	2508.000	81.636	67.779	36.594	63.406	14.150	13.733	235.923	0.000	0.010	0.000	0.100	99.900	0.000	2.589	22.393		长4+5!2^(1_3)
地检89-834	2508.125	68.706	67.426	23.349	76.651	14.724	15.332	224.929	0.000	0.010	0.000	0.100	99.900	0.000	2.587	28.303		长4+5!2^(1_3)
地检89-834	2508.250	62.867	67.035	17.486	82.514	14.635	16.722	220.226	0.000	0.010	0.000	0.100	99.900	0.000	2.581	30.343		长4+5!2^(1_3)
地检89-834	2508.375	68.537	66.644	21.168	78.832	13.876	17.516	223.426	0.000	0.010	0.000	0.100	99.900	0.000	2.548	28.271		长4+5!2^(1_3)
地检89-834	2508.500	83.751	66.296	35.393	64.607	12.672	16.977	235.446	0.000	0.010	0.000	0.100	99.900	0.000	2.452	21.198		长4+5!2^(1_3)
地检89-834	2508.625	99.826	65.998	55.324	44.676	11.367	15.075	253.660	0.000	0.010	0.000	0.100	99.900	0.000	2.282	13.285		长4+5!2^(1_3)
地检89-834	2508.750	111.634	65.730	73.781	26.219	10.344	12.290	274.689	0.000	0.010	0.000	0.100	99.900	0.000	2.089	8.272		长4+5!2^(1_3)
地检89-834	2508.875	119.425	65.458	87.638	12.362	9.725	9.522	292.942	0.000	0.010	0.000	0.100	99.900	0.000	1.937	5.795		长4+5!2^(1_3)
地检89-834	2509.000	126.689	65.148	99.900	0.100	9.373	7.774	301.157	0.000	0.010	0.000	0.100	99.900	0.000	1.852	4.938		长4+5!2^(1_3)
地检89-834	2509.125	136.625	64.794	99.900	0.100	9.136	7.227	297.810	0.000	0.010	0.000	0.100	99.900	0.000	1.850	5.158		长4+5!2^(1_3)
地检89-834	2509.250	142.639	64.402	99.900	0.100	8.934	7.756	284.935	0.000	0.010	0.000	0.100	99.900	0.000	1.923	6.632		长4+5!2^(1_3)
地检89-834	2509.375	137.230	63.981	99.900	0.100	8.780	8.911	267.542	0.000	0.010	0.000	0.100	99.900	0.000	2.042	9.310		长4+5!2^(1_3)
地检89-834	2509.500	126.849	63.525	99.900	0.100	8.772	9.966	251.346	0.000	0.010	0.000	0.100	99.900	0.000	2.201	12.489		长4+5!2^(1_3)
地检89-834	2509.625	121.409	63.029	93.837	6.163	9.078	10.500	238.868	0.000	0.010	0.000	0.100	99.900	0.000	2.392	14.917		长4+5!2^(1_3)
地检89-834	2509.750	117.120	62.485	84.730	15.270	9.911	10.681	229.847	0.000	0.010	0.000	0.100	99.900	0.000	2.549	16.509		长4+5!2^(1_3)
地检89-834	2509.875	116.896	61.894	85.014	14.986	11.304	10.968	223.603	0.000	0.010	0.000	0.100	99.900	0.000	2.612	17.944		长4+5!2^(1_3)
地检89-834	2510.000	113.355	61.268	78.997	21.003	13.124	11.759	220.332	0.000	0.010	0.000	0.100	99.900	0.000	2.623	19.501		长4+5!2^(1_3)
地检89-834	2510.125	108.571	60.643	70.971	29.029	15.206	12.932	219.350	0.000	0.010	0.000	0.100	99.900	0.000	2.617	20.938		长4+5!2^(1_3)
地检89-834	2510.250	104.766	60.053	63.914	36.086	17.274	14.277	219.429	0.000	0.010	0.000	0.100	99.900	0.000	2.609	21.821		长4+5!2^(1_3)
地检89-834	2510.375	107.180	59.529	67.535	32.465	18.965	15.646	219.039	0.000	0.010	0.000	0.100	99.900	0.000	2.607	22.137		长4+5!2^(1_3)
地检89-834	2510.500	109.369	59.106	71.909	28.091	20.017	17.001	217.340	0.000	0.010	0.000	0.100	99.900	0.000	2.612	22.488		长4+5!2^(1_3)
地检89-834	2510.625	106.414	58.780	67.900	32.100	20.400	18.312	215.156	0.000	0.010	0.000	0.100	99.900	0.000	2.620	23.487		长4+5!2^(1_3)
地检89-834	2510.750	99.822	58.548	58.156	41.844	20.289	19.448	213.556	0.000	0.010	0.000	0.100	99.900	0.000	2.632	24.975		长4+5!2^(1_3)
地检89-834	2510.875	93.717	58.395	49.104	50.896	19.959	20.212	213.304	0.000	0.010	0.000	0.100	99.900	0.000	2.641	25.413		长4+5!2^(1_3)
地检89-834	2511.000	93.326	58.304	48.301	51.699	19.610	20.400	214.565	0.000	0.010	0.000	0.100	99.900	0.000	2.643	23.705		长4+5!2^(1_3)
地检89-834	2511.125	94.839	58.238	50.390	49.610	19.320	20.171	216.378	0.000	0.010	0.000	0.100	99.900	0.000	2.637	20.952		长4+5!2^(1_3)
地检89-834	2511.250	95.271	58.182	50.986	49.014	19.099	19.698	217.889	0.000	0.010	0.000	0.100	99.900	0.000	2.633	18.710		长4+5!2^(1_3)
地检89-834	2511.375	95.675	58.137	51.234	48.766	18.876	19.135	218.575	0.000	0.010	0.000	0.100	99.900	0.000	2.628	17.503		长4+5!2^(1_3)
地检89-834	2511.500	98.228	58.124	54.110	45.890	18.547	18.553	218.444	0.000	0.010	0.000	0.100	99.900	0.000	2.623	17.269		长4+5!2^(1_3)
地检89-834	2511.625	103.463	58.163	62.178	37.822	18.046	17.970	218.195	0.000	0.010	0.000	0.100	99.900	0.000	2.620	17.552		长4+5!2^(1_3)
地检89-834	2511.750	104.350	58.273	63.862	36.138	17.385	17.405	218.433	0.000	0.010	0.000	0.100	99.900	0.000	2.618	18.066		长4+5!2^(1_3)
地检89-834	2511.875	103.967	58.470	62.109	37.891	16.687	16.889	219.628	0.000	0.010	0.000	0.100	99.900	0.000	2.617	18.527		长4+5!2^(1_3)
地检89-834	2512.000	110.299	58.782	71.762	28.238	16.091	16.420	222.031	0.000	0.010	0.000	0.100	99.900	0.000	2.618	18.658		长4+5!2^(1_3)
地检89-834	2512.125	117.087	59.203	83.694	16.306	15.678	15.945	225.045	0.000	0.010	0.000	0.100	99.900	0.000	2.625	18.293		长4+5!2^(1_3)
地检89-834	2512.250	121.937	59.723	93.405	6.595	15.506	15.448	227.811	0.000	0.010	0.000	0.100	99.900	0.000	2.632	17.445		长4+5!2^(2_1)
地检89-834	2512.375	123.263	60.302	97.662	2.338	15.564	14.987	229.253	0.000	0.010	0.000	0.100	99.900	0.000	2.634	16.586		长4+5!2^(2_1)
地检89-834	2512.500	117.755	60.873	87.065	12.935	15.775	14.748	228.268	0.000	0.010	0.000	0.100	99.900	0.000	2.629	16.169		长4+5!2^(2_1)
地检89-834	2512.625	111.856	61.372	76.821	23.179	16.042	14.860	225.226	0.000	0.010	0.000	0.100	99.900	0.000	2.618	16.511		长4+5!2^(2_1)
地检89-834	2512.750	104.894	61.781	65.646	34.354	16.253	15.346	221.170	0.000	0.010	0.000	0.100	99.900	0.000	2.604	17.933		长4+5!2^(2_1)
地检89-834	2512.875	98.087	62.121	55.388	44.612	16.356	16.052	217.742	0.000	0.010	0.000	0.100	99.900	0.000	2.597	20.155		长4+5!2^(2_1)
地检89-834	2513.000	94.747	62.448	49.633	50.367	16.364	16.644	216.732	0.000	0.010	0.000	0.100	99.900	0.000	2.600	21.247		长4+5!2^(2_1)
地检89-834	2513.125	100.404	62.825	56.400	43.600	16.294	16.869	218.331	0.000	0.010	0.000	0.100	99.900	0.000	2.609	19.964		长4+5!2^(2_1)
地检89-834	2513.250	110.042	63.281	71.931	28.069	16.107	16.685	222.023	0.000	0.010	0.000	0.100	99.900	0.000	2.619	17.843		长4+5!2^(2_1)
地检89-834	2513.375	113.881	63.817	77.963	22.037	15.753	16.231	226.790	0.000	0.010	0.000	0.100	99.900	0.000	2.629	16.348		长4+5!2^(2_1)
地检89-834	2513.500	119.048	64.414	88.121	11.879	15.219	15.687	231.517	0.000	0.010	0.000	0.100	99.900	0.000	2.635	15.203		长4+5!2^(2_1)
地检89-834	2513.625	119.647	65.027	89.974	10.026	14.537	15.117	235.948	0.000	0.010	0.000	0.100	99.900	0.000	2.637	13.922		长4+5!2^(2_1)
地检89-834	2513.750	117.187	65.632	85.149	14.851	13.779	14.456	241.188	0.000	0.010	0.000	0.100	99.900	0.000	2.638	13.010		长4+5!2^(2_1)
地检89-834	2513.875	116.142	66.208	82.690	17.310	13.052	13.669	249.055	0.000	0.010	0.000	0.100	99.900	0.000	2.640	12.801		长4+5!2^(2_1)
地检89-834	2514.000	117.975	66.735	85.551	14.449	12.466	12.803	260.623	0.000	0.010	0.000	0.100	99.900	0.000	2.633	12.706		长4+5!2^(2_1)
地检89-834	2514.125	121.704	67.208	92.950	7.050	12.069	11.974	273.125	0.000	0.010	0.000	0.100	99.900	0.000	2.605	11.871		长4+5!2^(2_1)
地检89-834	2514.250	123.513	67.618	97.207	2.793	11.822	11.304	282.701	0.000	0.010	0.000	0.100	99.900	0.000	2.564	10.593		长4+5!2^(2_1)
地检89-834	2514.375	122.050	67.954	95.117	4.883	11.606	10.950	285.860	0.000	0.010	0.000	0.100	99.900	0.000	2.535	9.924		长4+5!2^(2_1)
地检89-834	2514.500	116.879	68.202	85.759	14.241	11.332	11.066	280.750	0.000	0.010	0.000	0.100	99.900	0.000	2.523	10.588		长4+5!2^(2_1)
地检89-834	2514.625	109.999	68.376	73.037	26.963	10.984	11.428	271.053	0.000	0.010	0.000	0.100	99.900	0.000	2.531	12.099		长4+5!2^(2_1)
地检89-834	2514.750	107.411	68.487	68.066	31.934	10.600	11.704	261.011	0.000	0.010	0.000	0.100	99.900	0.000	2.560	12.960		长4+5!2^(2_1)
地检89-834	2514.875	109.011	68.554	70.802	29.198	10.248	11.619	254.557	0.000	0.010	0.000	0.100	99.900	0.000	2.594	12.070		长4+5!2^(2_1)
地检89-834	2515.000	109.463	68.594	71.664	28.336	9.987	11.097	253.873	0.000	0.010	0.000	0.100	99.900	0.000	2.612	10.440		长4+5!2^(2_1)
地检89-834	2515.125	109.203	68.621	71.277	28.723	9.843	10.409	256.677	0.000	0.010	0.000	0.100	99.900	0.000	2.609	9.235		长4+5!2^(2_1)
地检89-834	2515.250	109.075	68.637	70.578	29.422	9.797	9.758	260.436	0.000	0.010	0.000	0.100	99.900	0.000	2.590	8.646		长4+5!2^(2_1)
地检89-834	2515.375	111.302	68.633	74.538	25.462	9.787	9.286	263.102	0.000	0.010	0.000	0.100	99.900	0.000	2.574	8.412		长4+5!2^(2_1)
地检89-834	2515.500	111.369	68.601	75.456	24.544	9.759	9.137	263.559	0.000	0.010	0.000	0.100	99.900	0.000	2.574	8.503		长4+5!2^(2_1)
地检89-834	2515.625	107.351	68.555	69.050	30.950	9.701	9.273	262.290	0.000	0.010	0.000	0.100	99.900	0.000	2.584	8.944		长4+5!2^(2_1)
地检89-834	2515.750	103.293	68.511	61.944	38.056	9.624	9.572	259.905	0.000	0.010	0.000	0.100	99.900	0.000	2.596	9.723		长4+5!2^(2_1)
地检89-834	2515.875	104.701	68.481	63.467	36.533	9.566	9.850	257.237	0.000	0.010	0.000	0.100	99.900	0.000	2.613	10.584		长4+5!2^(2_1)
地检89-834	2516.000	109.451	68.468	70.498	29.502	9.578	9.954	255.261	0.000	0.010	0.000	0.100	99.900	0.000	2.627	11.060		长4+5!2^(2_1)
地检89-834	2516.125	115.271	68.451	81.252	18.748	9.703	9.930	254.228	0.000	0.010	0.000	0.100	99.900	0.000	2.631	11.000		长4+5!2^(2_1)
地检89-834	2516.250	115.758	68.412	83.051	16.949	9.945	9.871	253.716	0.000	0.010	0.000	0.100	99.900	0.000	2.632	10.645		长4+5!2^(2_1)
地检89-834	2516.375	112.264	68.330	76.310	23.690	10.247	9.864	252.991	0.000	0.010	0.000	0.100	99.900	0.000	2.636	10.432		长4+5!2^(2_1)
地检89-834	2516.500	111.934	68.189	75.742	24.258	10.548	9.973	251.394	0.000	0.010	0.000	0.100	99.900	0.000	2.637	10.623		长4+5!2^(2_1)
地检89-834	2516.625	111.375	67.987	75.283	24.717	10.833	10.175	249.009	0.000	0.010	0.000	0.100	99.900	0.000	2.636	11.142		长4+5!2^(2_1)
地检89-834	2516.750	108.361	67.722	70.498	29.502	11.121	10.431	246.237	0.000	0.010	0.000	0.100	99.900	0.000	2.635	11.699		长4+5!2^(2_1)
地检89-834	2516.875	104.799	67.390	64.662	35.338	11.451	10.709	243.685	0.000	0.010	0.000	0.100	99.900	0.000	2.633	12.113		长4+5!2^(2_1)
地检89-834	2517.000	102.766	66.990	61.759	38.241	11.868	11.017	242.000	0.000	0.010	0.000	0.100	99.900	0.000	2.630	12.511		长4+5!2^(2_1)
地检89-834	2517.125	100.264	66.548	57.883	42.117	12.394	11.400	241.216	0.000	0.010	0.000	0.100	99.900	0.000	2.625	13.104		长4+5!2^(2_1)
地检89-834	2517.250	99.367	66.077	56.712	43.288	12.990	11.926	241.055	0.000	0.010	0.000	0.100	99.900	0.000	2.620	14.052		长4+5!2^(2_1)
地检89-834	2517.375	97.320	65.586	54.808	45.192	13.565	12.654	241.055	0.000	0.010	0.000	0.100	99.900	0.000	2.610	15.442		长4+5!2^(2_1)
地检89-834	2517.500	90.025	65.079	45.168	54.832	14.048	13.569	240.796	0.000	0.010	0.000	0.100	99.900	0.000	2.599	17.218		长4+5!2^(2_1)
地检89-834	2517.625	85.168	64.560	38.868	61.132	14.428	14.446	240.264	0.000	0.010	0.000	0.100	99.900	0.000	2.591	18.539		长4+5!2^(2_1)
地检89-834	2517.750	85.398	64.039	38.771	61.229	14.718	15.044	239.745	0.000	0.010	0.000	0.100	99.900	0.000	2.587	18.383		长4+5!2^(2_1)
地检89-834	2517.875	88.522	63.527	42.027	57.973	14.939	15.219	239.702	0.000	0.010	0.000	0.100	99.900	0.000	2.585	17.014		长4+5!2^(2_1)
地检89-834	2518.000	93.472	63.033	48.378	51.622	15.080	14.982	240.561	0.000	0.010	0.000	0.100	99.900	0.000	2.584	15.551		长4+5!2^(2_1)
地检89-834	2518.125	95.738	62.550	51.502	48.498	15.083	14.618	242.012	0.000	0.010	0.000	0.100	99.900	0.000	2.583	14.734		长4+5!2^(2_1)
地检89-834	2518.250	96.793	62.061	52.625	47.375	14.891	14.298	243.465	0.280	0.010	9.747	0.100	99.900	0.472	2.579	14.674		长4+5!2^(2_1)
地检89-834	2518.375	99.081	61.545	56.307	43.693	14.554	14.059	244.220	0.259	0.010	9.587	0.100	99.900	0.470	2.577	14.776	差油层	长4+5!2^(2_1)
地检89-834	2518.500	97.405	60.976	54.501	45.499	14.194	13.805	243.567	0.272	0.010	9.693	0.100	99.900	0.478	2.577	14.457	差油层	长4+5!2^(2_1)
地检89-834	2518.625	92.399	60.346	26.895	73.105	13.897	13.494	241.506	0.317	0.153	9.999	12.979	74.658	0.497	2.576	13.716	差油层	长4+5!2^(2_2)
地检89-834	2518.750	84.543	59.661	21.944	78.056	13.680	13.205	238.336	0.402	0.139	10.487	12.676	77.829	0.512	2.571	13.133	差油层	长4+5!2^(2_2)
地检89-834	2518.875	79.525	58.958	18.945	81.055	13.514	13.055	234.790	0.433	0.130	10.639	12.326	79.721	0.512	2.567	13.123	差油层	长4+5!2^(2_2)
地检89-834	2519.000	76.197	58.320	16.806	83.194	13.384	13.093	231.901	0.443	0.134	10.684	12.033	79.830	0.498	2.562	13.629	差油层	长4+5!2^(2_2)
地检89-834	2519.125	77.839	57.834	17.250	82.750	13.297	13.188	230.236	0.374	0.136	10.340	11.858	79.470	0.486	2.560	14.098	差油层	长4+5!2^(2_2)
地检89-834	2519.250	81.962	57.564	19.163	80.837	13.269	13.234	229.869	0.297	0.132	9.873	11.812	79.540	0.485	2.565	14.166	差油层	长4+5!2^(2_2)
地检89-834	2519.375	86.103	57.538	21.347	78.653	13.279	13.197	230.457	0.248	0.125	9.503	11.865	80.071	0.493	2.581	13.873	差油层	长4+5!2^(2_2)
地检89-834	2519.500	89.383	57.749	23.329	76.671	13.264	13.119	231.333	0.219	0.117	9.253	11.953	80.719	0.504	2.600	13.481	差油层	长4+5!2^(2_2)
地检89-834	2519.625	90.221	58.082	24.065	75.935	13.151	13.053	231.885	0.216	0.113	9.224	12.009	81.043	0.510	2.619	13.269	差油层	长4+5!2^(2_2)
地检89-834	2519.750	87.958	58.444	22.849	77.151	12.889	13.002	232.306	0.248	0.117	9.503	12.042	80.508	0.506	2.629	13.383	差油层	长4+5!2^(2_2)
地检89-834	2519.875	86.042	58.758	21.892	78.108	12.507	12.931	233.677	0.293	0.128	9.845	12.148	79.091	0.498	2.630	13.665	差油层	长4+5!2^(2_2)
地检89-834	2520.000	85.546	58.965	21.778	78.222	12.098	12.747	237.716	0.370	0.152	10.318	12.511	76.426	0.491	2.619	13.925	差油层	长4+5!2^(2_2)
地检89-834	2520.125	89.890	59.075	24.572	75.428	11.789	12.348	244.399	0.417	0.177	10.562	13.143	73.684	0.494	2.600	13.784	差油层	长4+5!2^(2_2)
地检89-834	2520.250	98.970	59.094	31.171	68.829	11.738	11.698	252.350	0.394	0.171	10.446	13.923	73.668	0.531	2.571	12.511	差油层	长4+5!2^(2_2)
地检89-834	2520.375	106.384	59.014	37.933	62.067	11.988	10.945	259.140	0.382	0.133	10.382	14.622	77.473	0.609	2.543	10.415	差油层	长4+5!2^(2_2)
地检89-834	2520.500	106.666	58.788	39.190	60.810	12.467	10.550	262.028	0.437	0.109	10.653	14.946	81.320	0.673	2.519	9.109	差油层	长4+5!2^(2_2)
地检89-834	2520.625	100.941	58.394	35.102	64.898	13.096	10.860	260.742	0.548	0.123	11.115	14.859	80.181	0.654	2.501	9.463	差油层	长4+5!2^(2_2)
地检89-834	2520.750	92.231	57.810	28.868	71.132	13.836	11.916	255.993	0.670	0.207	11.526	14.422	72.293	0.539	2.487	12.242	差油层	长4+5!2^(2_2)
地检89-834	2520.875	82.390	57.039	21.913	78.087	14.704	13.430	249.079	0.778	0.396	11.830	13.762	61.886	0.402	2.483	18.081	差油层	长4+5!2^(2_2)
地检89-834	2521.000	80.170	56.111	19.728	80.272	15.822	15.020	241.361	0.587	0.570	11.257	13.008	53.813	0.304	2.482	26.298		长4+5!2^(2_2)
地检89-834	2521.125	81.715	55.117	19.527	80.473	17.391	16.590	234.219	0.376	0.609	10.352	12.300	49.850	0.254	2.485	33.685	油层	长4+5!2^(2_2)
