井名	深度	GR	SP	SH	IR4A	AC	PERM	POR	SW	DEN	RT	解释结论	层位
地211-57	2416.875	99.697	88.241	21.622	36.962	233.694	5.006	12.177	40.296	2.490	37.390	油层	chang4+5
地211-57	2417.000	100.730	88.455	23.272	36.386	234.348	5.071	12.232	40.432	2.474	36.795	油层	chang4+5
地211-57	2417.125	94.848	88.689	21.160	35.090	235.301	5.087	12.319	41.003	2.457	35.275	油层	chang4+5
地211-57	2417.250	85.044	88.942	16.875	34.321	236.510	5.275	12.432	41.083	2.444	34.504	油层	chang4+5
地211-57	2417.375	77.698	89.218	13.547	32.669	238.103	5.449	12.576	41.456	2.438	33.121	油层	chang4+5
地211-57	2417.500	79.027	89.516	12.949	30.592	240.578	5.646	12.784	42.221	2.443	30.894	油层	chang4+5
地211-57	2417.625	87.716	89.835	16.612	28.832	243.978	6.279	13.098	42.248	2.458	29.405	油层	chang4+5
地211-57	2417.750	95.887	90.170	28.686	26.631	247.511	3.324	6.708	71.249	2.479	27.131		chang4+5
地211-57	2417.875	103.206	90.521	42.705	25.290	249.300	0.010	0.100	99.900	2.502	25.583		chang4+5
地211-57	2418.000	108.355	90.885	50.264	24.105	246.780	0.010	0.100	99.900	2.523	24.241		chang4+5
地211-57	2418.125	105.900	91.260	49.930	23.771	239.519	0.010	0.100	99.900	2.542	23.780		chang4+5
地211-57	2418.250	92.614	91.640	37.757	23.745	228.329	0.010	0.100	99.900	2.558	23.750		chang4+5
地211-57	2418.375	76.199	92.025	22.333	23.442	215.655	0.010	0.100	99.900	2.571	23.530		chang4+5
地211-57	2418.500	70.682	92.410	14.900	22.751	205.822	0.010	0.100	99.900	2.583	23.121		chang4+5
地211-57	2418.625	74.941	92.795	16.917	21.079	202.009	0.010	0.100	99.900	2.594	21.519		chang4+5
地211-57	2418.750	84.865	93.173	24.152	19.705	204.897	0.010	0.100	99.900	2.603	19.970		chang4+5
地211-57	2418.875	97.923	93.543	35.659	18.232	212.094	0.010	0.100	99.900	2.612	18.599		chang4+5
地211-57	2419.000	109.590	93.900	50.018	17.016	219.281	0.010	0.100	99.900	2.620	17.134		chang4+5
地211-57	2419.125	115.068	94.244	58.394	16.362	224.400	0.010	0.100	99.900	2.626	16.568		chang4+5
地211-57	2419.250	116.357	94.568	60.978	15.431	228.184	0.010	0.100	99.900	2.629	15.663		chang4+5
地211-57	2419.375	117.907	94.872	62.509	15.017	231.514	0.010	0.100	99.900	2.629	15.105		chang4+5
地211-57	2419.500	123.150	95.148	68.957	14.345	233.158	0.010	0.100	99.900	2.625	14.409		chang4+5
地211-57	2419.625	126.354	95.397	75.817	14.124	231.741	0.010	0.100	99.900	2.619	14.163		chang4+5
地211-57	2419.750	123.032	95.617	72.769	13.839	228.140	0.010	0.100	99.900	2.614	13.923		chang4+5
地211-57	2419.875	117.522	95.804	64.445	13.327	225.679	0.010	0.100	99.900	2.610	13.453		chang4+5
地211-57	2420.000	117.227	95.955	61.755	12.929	227.710	0.010	0.100	99.900	2.606	13.007		chang4+5
地211-57	2295.750--2420.000(平均)	106.486	90.498	48.269	19.668	238.711	0.586	2.398	90.190	2.479	19.670		
地211-57	2295.750--2420.000(最大)	175.891	98.247	99.900	83.839	411.890	7.656	13.744	99.900	2.675	83.837		
地211-57	2295.750--2420.000(最小)	59.356	79.255	4.154	7.025	185.309	0.010	0.100	30.538	1.571	6.734		
