井名	深度	GR	SP	SH	IR4A	AC	PERM	POR	SW	DEN	RT	解释结论	层位
地211-57	2386.625	133.511	92.498	85.752	15.594	283.149	0.010	0.100	99.900	2.328	16.057		chang4+5
地211-57	2386.750	136.455	92.444	92.571	12.282	304.925	0.010	0.100	99.900	2.227	13.259		chang4+5
地211-57	2386.875	131.255	92.390	86.892	10.166	323.731	0.010	0.100	99.900	2.138	10.572		chang4+5
地211-57	2387.000	123.862	92.336	73.945	9.273	329.360	0.010	0.100	99.900	2.079	9.146		chang4+5
地211-57	2387.125	121.758	92.280	68.209	9.891	321.762	0.010	0.100	99.900	2.054	9.715		chang4+5
地211-57	2387.250	126.736	92.220	74.051	11.300	309.079	0.010	0.100	99.900	2.067	10.872		chang4+5
地211-57	2387.375	133.936	92.154	86.002	12.051	302.574	0.010	0.100	99.900	2.121	11.935		chang4+5
地211-57	2387.500	134.685	92.080	91.015	12.183	305.652	0.010	0.100	99.900	2.212	12.040		chang4+5
地211-57	2387.625	133.126	92.000	87.576	13.023	307.505	0.010	0.100	99.900	2.320	12.749		chang4+5
地211-57	2387.750	130.527	91.914	84.305	13.833	298.226	0.010	0.100	99.900	2.431	13.686		chang4+5
地211-57	2387.875	125.066	91.826	76.339	15.151	276.440	0.010	0.100	99.900	2.526	14.832		chang4+5
地211-57	2388.000	115.133	91.742	63.045	15.582	251.395	0.010	0.100	99.900	2.590	15.507		chang4+5
地211-57	2388.125	106.143	91.670	49.935	15.918	233.124	0.010	0.100	99.900	2.625	15.831		chang4+5
地211-57	2388.250	101.918	91.617	43.957	16.100	223.877	0.010	0.100	99.900	2.636	16.081		chang4+5
地211-57	2388.375	98.754	91.594	26.064	16.405	220.580	0.823	8.205	75.884	2.632	16.323		chang4+5
地211-57	2388.500	92.153	91.613	18.273	16.840	218.426	1.017	10.774	68.297	2.623	16.623	干层	chang4+5
地211-57	2388.625	81.844	91.678	13.746	17.489	215.133	0.893	10.478	68.626	2.615	17.412	干层	chang4+5
地211-57	2388.750	73.797	91.793	10.042	17.773	211.094	0.716	10.092	70.650	2.611	17.710	干层	chang4+5
地211-57	2388.875	71.868	91.965	8.603	17.902	207.380	0.592	9.718	73.023	2.609	17.876	干层	chang4+5
地211-57	2389.000	74.194	92.197	8.907	17.977	204.962	0.484	9.434	74.916	2.609	18.017	干层	chang4+5
地211-57	2389.125	77.001	92.480	9.721	17.687	204.307	0.434	9.331	76.220	2.608	17.795	干层	chang4+5
地211-57	2389.250	82.039	92.808	11.363	17.348	205.895	0.457	9.438	76.177	2.605	17.413	干层	chang4+5
地211-57	2389.375	90.825	93.173	14.741	16.893	209.828	0.558	9.770	74.464	2.601	17.009	干层	chang4+5
地211-57	2389.500	101.292	93.566	19.590	16.505	215.422	0.749	10.278	71.715	2.599	16.566	干层	chang4+5
地211-57	2389.625	112.972	93.972	53.031	16.025	221.206	0.010	0.100	99.900	2.599	16.208		chang4+5
地211-57	2389.750	123.140	94.379	67.771	15.492	226.147	0.010	0.100	99.900	2.604	15.588		chang4+5
地211-57	2389.875	125.639	94.774	74.681	15.140	229.588	0.010	0.100	99.900	2.611	15.221		chang4+5
地211-57	2390.000	120.016	95.145	67.773	14.768	231.531	0.010	0.100	99.900	2.618	14.914		chang4+5
地211-57	2390.125	117.076	95.487	62.510	14.348	233.123	0.010	0.100	99.900	2.619	14.392		chang4+5
地211-57	2390.250	118.226	95.791	62.874	14.127	236.005	0.010	0.100	99.900	2.612	14.185		chang4+5
地211-57	2390.375	122.035	96.054	67.930	13.841	242.438	0.010	0.100	99.900	2.596	13.912		chang4+5
地211-57	2390.500	123.659	96.269	71.092	13.485	254.105	0.010	0.100	99.900	2.573	13.602		chang4+5
地211-57	2390.625	125.938	96.443	74.134	13.102	267.828	0.010	0.100	99.900	2.548	13.161		chang4+5
地211-57	2390.750	128.277	96.578	78.273	13.043	277.625	0.010	0.100	99.900	2.527	13.031		chang4+5
地211-57	2390.875	124.505	96.675	75.022	13.540	277.267	0.010	0.100	99.900	2.514	13.412		chang4+5
地211-57	2391.000	116.401	96.739	64.358	13.721	265.779	0.010	0.100	99.900	2.511	13.683		chang4+5
地211-57	2391.125	107.504	96.777	52.106	13.725	251.545	0.010	0.100	99.900	2.515	13.770		chang4+5
地211-57	2391.250	103.334	96.795	45.295	13.599	241.887	0.010	0.100	99.900	2.521	13.620		chang4+5
地211-57	2391.375	104.935	96.791	45.927	13.407	240.084	0.010	0.100	99.900	2.525	13.460		chang4+5
地211-57	2391.500	107.628	96.773	49.569	13.125	244.518	0.010	0.100	99.900	2.521	13.195		chang4+5
地211-57	2391.625	108.156	96.748	50.392	12.569	251.096	0.010	0.100	99.900	2.511	12.782		chang4+5
地211-57	2391.750	111.644	96.718	53.228	11.761	257.789	0.010	0.100	99.900	2.499	11.943		chang4+5
地211-57	2391.875	116.125	96.680	59.488	11.527	262.679	0.010	0.100	99.900	2.488	11.549		chang4+5
地211-57	2392.000	117.431	96.634	62.557	11.900	263.326	0.010	0.100	99.900	2.486	11.681		chang4+5
地211-57	2392.125	116.698	96.578	62.161	12.586	259.916	0.010	0.100	99.900	2.494	12.491		chang4+5
地211-57	2392.250	118.510	96.510	62.837	12.956	254.552	0.010	0.100	99.900	2.511	12.871		chang4+5
地211-57	2392.375	121.761	96.425	67.789	13.003	250.267	0.010	0.100	99.900	2.535	13.004		chang4+5
地211-57	2392.500	123.587	96.320	70.983	13.053	248.855	0.010	0.100	99.900	2.561	13.046		chang4+5
地211-57	2392.625	124.220	96.192	72.840	13.087	249.087	0.010	0.100	99.900	2.585	13.077		chang4+5
地211-57	2392.750	122.819	96.043	71.086	13.164	249.586	0.010	0.100	99.900	2.603	13.141		chang4+5
地211-57	2392.875	118.378	95.869	65.477	13.588	249.921	0.010	0.100	99.900	2.613	13.471		chang4+5
地211-57	2393.000	118.158	95.670	63.158	13.887	250.556	0.010	0.100	99.900	2.616	13.979		chang4+5
地211-57	2393.125	118.553	95.451	64.444	14.022	251.174	0.010	0.100	99.900	2.616	13.831		chang4+5
地211-57	2393.250	118.032	95.216	63.551	14.509	250.259	0.010	0.100	99.900	2.615	14.435		chang4+5
地211-57	2393.375	113.660	94.968	59.330	14.751	246.076	0.010	0.100	99.900	2.616	14.685		chang4+5
地211-57	2393.500	103.505	94.714	48.106	15.311	238.463	0.010	0.100	99.900	2.621	15.210		chang4+5
地211-57	2393.625	94.591	94.457	36.857	15.652	230.126	0.010	0.100	99.900	2.627	15.594		chang4+5
地211-57	2393.750	91.164	94.204	32.521	15.957	223.333	0.010	0.100	99.900	2.634	15.876		chang4+5
地211-57	2393.875	91.278	93.958	32.039	16.309	218.882	0.010	0.100	99.900	2.636	16.231		chang4+5
地211-57	2394.000	90.392	93.723	32.410	16.669	215.989	0.010	0.100	99.900	2.631	16.396		chang4+5
地211-57	2394.125	85.782	93.496	28.051	17.464	214.026	0.010	0.100	99.900	2.620	17.378		chang4+5
地211-57	2394.250	84.959	93.280	26.148	17.690	214.068	0.010	0.100	99.900	2.605	17.654		chang4+5
地211-57	2394.375	92.271	93.070	31.142	17.630	217.540	0.010	0.100	99.900	2.590	17.667		chang4+5
地211-57	2394.500	102.131	92.864	41.621	17.180	224.077	0.010	0.100	99.900	2.577	17.229		chang4+5
地211-57	2394.625	107.854	92.658	48.791	17.021	230.698	0.010	0.100	99.900	2.567	17.045		chang4+5
地211-57	2394.750	111.568	92.451	53.736	17.010	235.609	0.010	0.100	99.900	2.560	17.001		chang4+5
地211-57	2394.875	111.681	92.239	55.042	17.106	239.329	0.010	0.100	99.900	2.555	17.076		chang4+5
地211-57	2395.000	110.684	92.020	53.810	17.304	244.014	0.010	0.100	99.900	2.550	17.305		chang4+5
地211-57	2395.125	113.030	91.798	54.726	17.305	249.610	0.010	0.100	99.900	2.545	17.303		chang4+5
地211-57	2395.250	119.204	91.575	63.067	17.405	253.448	0.010	0.100	99.900	2.541	17.368		chang4+5
地211-57	2395.375	118.510	91.356	64.908	17.532	252.245	0.010	0.100	99.900	2.538	17.506		chang4+5
地211-57	2395.500	113.717	91.149	59.413	17.562	244.939	0.010	0.100	99.900	2.537	17.561		chang4+5
地211-57	2395.625	107.134	90.958	51.452	17.615	235.045	0.010	0.100	99.900	2.537	17.588		chang4+5
地211-57	2395.750	97.135	90.791	41.065	17.655	225.967	0.010	0.100	99.900	2.538	17.655		chang4+5
地211-57	2395.875	84.746	90.652	28.945	17.787	220.050	0.010	0.100	99.900	2.539	17.752		chang4+5
地211-57	2396.000	77.021	90.548	20.237	17.873	217.857	0.010	0.100	99.900	2.538	17.845		chang4+5
地211-57	2396.125	77.954	90.475	19.716	18.029	217.870	0.010	0.100	99.900	2.536	17.981		chang4+5
地211-57	2396.250	85.189	90.431	24.878	18.417	218.977	0.010	0.100	99.900	2.535	18.300		chang4+5
地211-57	2396.375	94.571	90.412	33.297	18.800	220.324	0.010	0.100	99.900	2.539	18.701		chang4+5
地211-57	2396.500	99.443	90.411	40.075	19.748	221.469	0.010	0.100	99.900	2.551	19.390		chang4+5
地211-57	2396.625	101.573	90.417	41.978	20.739	223.129	0.010	0.100	99.900	2.575	20.654		chang4+5
地211-57	2396.750	106.029	90.418	46.443	19.361	227.178	0.010	0.100	99.900	2.607	19.925		chang4+5
地211-57	2396.875	110.099	90.404	51.766	17.901	235.456	0.010	0.100	99.900	2.639	18.192		chang4+5
地211-57	2397.000	112.994	90.361	55.184	17.166	246.670	0.010	0.100	99.900	2.661	17.402		chang4+5
地211-57	2397.125	118.700	90.284	61.982	17.025	255.012	0.010	0.100	99.900	2.671	16.803		chang4+5
地211-57	2397.250	124.690	90.167	71.409	18.074	255.606	0.010	0.100	99.900	2.675	17.809		chang4+5
地211-57	2397.375	123.710	90.005	72.875	19.952	247.699	0.010	0.100	99.900	2.672	19.495		chang4+5
地211-57	2397.500	115.597	89.793	62.947	21.428	236.175	0.010	0.100	99.900	2.660	20.751		chang4+5
地211-57	2397.625	106.518	89.539	45.977	24.223	227.175	0.533	2.896	88.155	2.638	23.563		chang4+5
地211-57	2397.750	94.928	89.249	20.400	26.102	222.502	2.001	11.181	52.859	2.605	25.774	油层	chang4+5
地211-57	2397.875	83.668	88.929	14.900	28.156	221.063	1.913	10.985	51.967	2.568	27.630	油层	chang4+5
地211-57	2398.000	80.199	88.588	12.507	30.208	221.112	2.034	10.956	50.099	2.537	29.873	油层	chang4+5
地211-57	2398.125	81.757	88.238	12.820	32.130	221.944	2.229	11.020	48.515	2.513	31.510	油层	chang4+5
地211-57	2398.250	86.437	87.891	14.658	34.890	223.638	2.639	11.168	45.956	2.496	34.208	油层	chang4+5
地211-57	2398.375	90.284	87.555	16.621	36.611	225.825	3.136	11.374	43.843	2.486	36.206	油层	chang4+5
地211-57	2398.500	95.421	87.245	18.525	39.413	227.624	3.752	11.569	41.585	2.480	38.881	油层	chang4+5
地211-57	2398.625	106.334	86.962	23.527	41.091	228.617	4.194	11.682	40.180	2.476	40.854	油层	chang4+5
地211-57	2398.750	119.352	86.713	31.036	42.547	228.884	4.417	11.720	39.437	2.472	42.136	油层	chang4+5
地211-57	2398.875	124.357	86.501	35.770	44.174	228.627	4.552	11.705	38.737	2.469	43.779	油层	chang4+5
地211-57	2399.000	117.791	86.329	33.017	46.022	227.978	4.608	11.652	38.117	2.466	45.622	油层	chang4+5
地211-57	2399.125	110.189	86.188	28.109	47.786	227.221	4.587	11.577	37.667	2.465	47.334	油层	chang4+5
地211-57	2399.250	103.496	86.076	24.304	48.925	226.756	4.585	11.523	37.287	2.465	48.755	油层	chang4+5
地211-57	2399.375	96.610	85.986	20.855	49.432	226.914	4.640	11.524	37.074	2.469	49.306	油层	chang4+5
地211-57	2399.500	89.971	85.912	17.684	50.427	227.268	4.834	11.568	36.621	2.475	50.152	油层	chang4+5
地211-57	2399.625	85.043	85.844	15.284	52.043	226.368	4.842	11.522	36.279	2.485	51.514	油层	chang4+5
地211-57	2399.750	81.140	85.777	13.489	55.685	222.695	4.360	11.230	36.161	2.496	54.621	油层	chang4+5
地211-57	2399.875	74.431	85.705	10.748	57.710	215.545	3.205	10.612	37.389	2.510	57.221	油层	chang4+5
地211-57	2400.000	68.297	85.622	14.046	62.693	205.922	0.010	0.100	99.900	2.526	61.867		chang4+5
地211-57	2400.125	65.355	85.526	11.917	65.910	196.475	0.010	0.100	99.900	2.544	65.210		chang4+5
地211-57	2400.250	62.879	85.416	10.320	68.877	189.179	0.010	0.100	99.900	2.562	68.164		chang4+5
地211-57	2400.375	61.968	85.291	9.386	71.845	185.309	0.010	0.100	99.900	2.578	71.170		chang4+5
地211-57	2400.500	65.703	85.152	10.867	73.130	185.426	0.010	0.100	99.900	2.589	73.142		chang4+5
地211-57	2400.625	71.440	85.000	14.733	73.508	188.524	0.010	0.100	99.900	2.591	73.287		chang4+5
地211-57	2400.750	74.493	84.840	17.659	73.172	193.673	0.010	0.100	99.900	2.584	73.423		chang4+5
地211-57	2400.875	75.104	84.672	18.350	72.630	199.799	0.010	0.100	99.900	2.565	72.774		chang4+5
地211-57	2401.000	73.423	84.499	17.576	70.634	206.092	0.010	0.100	99.900	2.536	71.322		chang4+5
地211-57	2401.125	70.734	84.323	14.163	66.797	212.290	0.763	2.650	83.975	2.504	68.008		chang4+5
地211-57	2401.250	68.028	84.147	8.128	61.569	218.202	3.374	10.551	35.886	2.472	62.839	油层	chang4+5
地211-57	2401.375	72.110	83.972	9.180	59.339	223.102	4.322	11.055	35.108	2.447	59.770	油层	chang4+5
地211-57	2401.500	83.325	83.798	12.896	57.005	225.800	5.001	11.395	34.832	2.434	57.134	油层	chang4+5
地211-57	2401.625	95.371	83.625	18.238	56.773	226.291	5.210	11.480	34.693	2.430	56.736	油层	chang4+5
地211-57	2401.750	105.591	83.457	23.233	57.496	225.353	5.049	11.408	34.758	2.435	57.246	油层	chang4+5
地211-57	2401.875	113.780	83.293	27.842	57.130	224.229	4.739	11.294	35.097	2.444	57.279	油层	chang4+5
地211-57	2402.000	116.591	83.133	30.375	56.740	223.892	4.533	11.233	35.455	2.454	56.735	油层	chang4+5
地211-57	2402.125	114.918	82.979	30.102	57.367	224.234	4.622	11.258	35.287	2.463	57.032	油层	chang4+5
地211-57	2402.250	107.755	82.830	26.653	57.589	224.779	4.818	11.311	34.918	2.469	57.696	油层	chang4+5
地211-57	2402.375	99.572	82.687	22.285	57.380	225.121	4.901	11.350	34.884	2.473	57.408	油层	chang4+5
地211-57	2402.500	91.040	82.551	17.954	57.497	225.242	4.957	11.366	34.790	2.474	57.564	油层	chang4+5
地211-57	2402.625	87.350	82.419	15.827	57.554	225.446	4.990	11.381	34.780	2.472	57.437	油层	chang4+5
地211-57	2402.750	89.117	82.293	16.208	58.172	225.849	5.141	11.417	34.502	2.468	58.006	油层	chang4+5
地211-57	2402.875	94.250	82.171	18.269	58.233	226.241	5.289	11.457	34.283	2.463	58.333	油层	chang4+5
地211-57	2403.000	99.559	82.053	20.694	55.327	226.236	5.114	11.472	34.959	2.458	55.958	油层	chang4+5
地211-57	2403.125	105.416	81.938	23.664	53.459	225.856	4.819	11.440	35.796	2.454	53.674	油层	chang4+5
地211-57	2403.250	110.290	81.828	26.382	52.217	225.409	4.601	11.395	36.318	2.452	52.560	油层	chang4+5
地211-57	2403.375	115.305	81.725	29.142	51.485	225.210	4.452	11.368	36.731	2.453	51.615	油层	chang4+5
地211-57	2403.500	119.192	81.630	31.845	51.173	225.289	4.435	11.370	36.811	2.457	51.378	油层	chang4+5
地211-57	2403.625	121.628	81.546	33.496	50.305	225.426	4.394	11.383	37.080	2.461	50.517	油层	chang4+5
地211-57	2403.750	124.504	81.476	35.232	50.069	225.567	4.385	11.397	37.213	2.466	50.037	油层	chang4+5
地211-57	2403.875	123.278	81.426	35.463	49.607	225.823	4.411	11.418	37.257	2.468	49.735	油层	chang4+5
地211-57	2404.000	113.466	81.400	30.287	49.127	226.288	4.480	11.457	37.248	2.467	49.416	油层	chang4+5
地211-57	2404.125	105.115	81.400	25.126	48.077	226.819	4.507	11.510	37.513	2.461	48.281	油层	chang4+5
地211-57	2404.250	103.607	81.429	23.391	47.446	227.205	4.545	11.552	37.656	2.454	47.566	油层	chang4+5
地211-57	2404.375	107.437	81.489	25.029	46.898	227.273	4.529	11.566	37.823	2.448	47.031	油层	chang4+5
地211-57	2404.500	111.768	81.584	27.820	46.466	227.063	4.438	11.551	38.098	2.445	46.476	油层	chang4+5
地211-57	2404.625	108.172	81.710	27.347	46.566	226.882	4.390	11.530	38.156	2.448	46.499	油层	chang4+5
地211-57	2404.750	93.912	81.865	20.785	46.185	226.769	4.351	11.519	38.248	2.456	46.365	油层	chang4+5
地211-57	2404.875	78.502	82.047	13.718	45.701	226.085	4.191	11.473	38.629	2.468	45.822	油层	chang4+5
地211-57	2405.000	70.908	82.256	9.722	44.751	223.432	3.705	11.290	39.653	2.495	44.904	油层	chang4+5
地211-57	2405.125	68.416	82.484	8.371	44.440	218.372	2.852	10.846	41.519	2.515	44.414	油层	chang4+5
地211-57	2405.250	66.709	82.728	7.407	44.138	211.470	1.938	10.203	44.234	2.534	44.265	油层	chang4+5
地211-57	2405.375	63.526	82.987	6.045	43.417	204.333	1.209	9.502	47.848	2.551	43.597	油层	chang4+5
地211-57	2405.500	61.533	83.259	4.915	42.329	199.267	0.784	8.922	51.352	2.563	42.872	油层	chang4+5
地211-57	2405.625	61.024	83.542	4.538	40.285	197.292	0.619	8.668	54.251	2.570	40.705	干层	chang4+5
地211-57	2405.750	61.684	83.834	4.681	38.639	198.038	0.606	8.697	55.231	2.572	39.017	干层	chang4+5
地211-57	2405.875	63.155	84.138	5.167	36.948	199.752	0.652	8.857	55.423	2.571	37.352	干层	chang4+5
地211-57	2406.000	63.542	84.456	5.507	35.759	200.187	0.671	8.955	55.977	2.570	35.819	干层	chang4+5
地211-57	2406.125	62.678	84.790	5.194	35.066	199.120	0.626	8.870	56.878	2.569	35.368	干层	chang4+5
地211-57	2406.250	61.239	85.140	4.780	33.462	198.101	0.592	8.753	58.884	2.568	33.892	干层	chang4+5
地211-57	2406.375	59.522	85.509	4.333	32.354	199.463	0.671	8.818	59.557	2.564	32.635	干层	chang4+5
地211-57	2406.500	59.356	85.900	4.246	29.855	204.823	0.871	9.218	59.034	2.559	30.395	干层	chang4+5
地211-57	2406.625	63.515	86.314	5.706	28.143	212.645	1.100	9.950	56.625	2.553	28.387	干层	chang4+5
地211-57	2406.750	69.556	86.745	8.095	26.230	220.385	1.604	10.726	54.057	2.551	26.807	干层	chang4+5
地211-57	2406.875	76.930	87.196	10.903	24.290	225.293	2.029	11.279	53.513	2.555	24.717	干层	chang4+5
地211-57	2407.000	85.618	87.663	14.162	22.866	225.831	2.118	11.462	54.229	2.564	23.293	干层	chang4+5
地211-57	2407.125	95.517	88.145	33.983	21.209	223.628	0.010	0.100	99.900	2.576	21.566		chang4+5
地211-57	2407.250	102.993	88.632	42.806	20.308	220.684	0.010	0.100	99.900	2.590	20.443		chang4+5
地211-57	2407.375	106.511	89.124	47.639	19.352	218.593	0.010	0.100	99.900	2.602	19.594		chang4+5
地211-57	2407.500	107.328	89.613	50.082	18.623	217.795	0.010	0.100	99.900	2.610	18.694		chang4+5
地211-57	2407.625	104.200	90.097	46.960	18.225	217.534	0.010	0.100	99.900	2.616	18.351		chang4+5
地211-57	2407.750	99.639	90.566	41.914	17.761	217.301	0.010	0.100	99.900	2.618	17.864		chang4+5
地211-57	2407.875	97.314	91.017	38.660	17.513	217.035	0.010	0.100	99.900	2.619	17.567		chang4+5
地211-57	2408.000	94.973	91.439	36.711	17.313	217.034	0.010	0.100	99.900	2.618	17.292		chang4+5
地211-57	2408.125	90.910	91.833	32.827	17.413	217.449	0.010	0.100	99.900	2.613	17.385		chang4+5
地211-57	2408.250	87.689	92.189	29.386	17.633	218.331	0.010	0.100	99.900	2.604	17.567		chang4+5
地211-57	2408.375	89.486	92.503	29.756	18.007	220.116	0.010	0.100	99.900	2.587	17.931		chang4+5
地211-57	2408.500	97.373	92.766	35.655	17.765	224.334	0.010	0.100	99.900	2.561	17.835		chang4+5
地211-57	2408.625	107.928	92.980	47.255	17.318	232.089	0.010	0.100	99.900	2.532	17.472		chang4+5
地211-57	2408.750	116.616	93.142	59.040	16.798	243.334	0.010	0.100	99.900	2.506	16.905		chang4+5
地211-57	2408.875	121.293	93.251	66.700	16.309	256.086	0.010	0.100	99.900	2.490	16.422		chang4+5
地211-57	2409.000	125.141	93.302	73.180	15.883	266.500	0.010	0.100	99.900	2.494	16.090		chang4+5
地211-57	2409.125	125.287	93.306	75.194	15.546	271.388	0.010	0.100	99.900	2.515	15.465		chang4+5
地211-57	2409.250	120.451	93.266	69.148	15.915	268.510	0.010	0.100	99.900	2.549	15.823		chang4+5
地211-57	2409.375	112.487	93.186	58.594	17.007	257.221	0.010	0.100	99.900	2.586	16.688		chang4+5
地211-57	2409.500	105.688	93.072	49.125	18.754	240.481	0.010	0.100	99.900	2.613	18.591		chang4+5
地211-57	2409.625	100.293	92.935	42.683	19.563	225.224	0.010	0.100	99.900	2.625	19.330		chang4+5
地211-57	2409.750	96.192	92.784	28.919	20.291	216.374	0.505	5.254	81.871	2.622	20.150		chang4+5
地211-57	2409.875	94.605	92.626	18.071	20.616	215.276	0.997	10.393	63.700	2.607	20.535	差油层	chang4+5
地211-57	2410.000	90.848	92.467	16.950	21.562	218.933	1.212	10.659	61.094	2.586	21.223	差油层	chang4+5
地211-57	2410.125	88.361	92.314	15.888	22.704	222.592	1.615	11.042	57.269	2.567	22.514	差油层	chang4+5
地211-57	2410.250	89.684	92.171	16.389	24.154	224.461	1.930	11.264	54.712	2.552	23.719	差油层	chang4+5
地211-57	2410.375	91.524	92.040	17.309	25.611	224.777	2.124	11.321	52.695	2.540	25.297	差油层	chang4+5
地211-57	2410.500	92.724	91.922	17.876	26.286	224.807	2.195	11.318	51.799	2.529	26.186	差油层	chang4+5
地211-57	2410.625	93.668	91.812	18.447	26.582	225.477	2.288	11.367	51.224	2.519	26.548	差油层	chang4+5
地211-57	2410.750	95.084	91.709	19.063	26.965	226.865	2.479	11.489	50.402	2.508	26.841	差油层	chang4+5
地211-57	2410.875	96.870	91.608	20.068	27.332	228.404	2.734	11.641	49.392	2.499	27.225	差油层	chang4+5
地211-57	2411.000	100.085	91.502	21.490	28.455	229.144	3.003	11.745	48.050	2.495	28.258	差油层	chang4+5
地211-57	2411.125	103.200	91.389	44.092	29.507	228.982	0.010	0.100	99.900	2.497	29.185		chang4+5
地211-57	2411.250	105.702	91.264	46.708	30.203	228.641	0.010	0.100	99.900	2.505	30.124		chang4+5
地211-57	2411.375	110.024	91.126	51.352	30.578	229.109	0.010	0.100	99.900	2.519	30.424		chang4+5
地211-57	2411.500	115.424	90.973	58.471	33.313	230.636	0.010	0.100	99.900	2.535	32.484		chang4+5
地211-57	2411.625	118.077	90.809	63.255	36.298	232.114	0.010	0.100	99.900	2.547	35.729		chang4+5
地211-57	2411.750	113.533	90.638	59.768	39.917	232.406	0.010	0.100	99.900	2.554	38.886		chang4+5
地211-57	2411.875	98.990	90.466	44.376	44.220	231.025	0.010	0.100	99.900	2.550	43.267		chang4+5
地211-57	2412.000	86.663	90.299	16.445	46.422	228.678	4.854	11.754	37.856	2.536	45.459	油层	chang4+5
地211-57	2412.125	82.089	90.141	14.007	49.456	226.863	4.695	11.556	37.077	2.516	49.033	油层	chang4+5
地211-57	2412.250	79.850	89.999	13.023	50.959	226.441	4.659	11.484	36.714	2.495	50.636	油层	chang4+5
地211-57	2412.375	79.038	89.876	12.615	53.141	227.413	5.031	11.551	35.800	2.476	52.642	油层	chang4+5
地211-57	2412.500	80.135	89.773	12.929	53.475	228.874	5.504	11.692	35.141	2.464	53.308	油层	chang4+5
地211-57	2412.625	81.664	89.686	13.742	54.985	229.775	5.944	11.797	34.491	2.459	54.374	油层	chang4+5
地211-57	2412.750	81.677	89.610	13.879	56.766	229.828	6.240	11.818	33.789	2.459	56.445	油层	chang4+5
地211-57	2412.875	79.048	89.540	13.088	58.256	229.445	6.277	11.785	33.484	2.463	57.797	油层	chang4+5
地211-57	2413.000	75.054	89.465	11.552	62.180	229.418	6.646	11.765	32.420	2.469	61.862	油层	chang4+5
地211-57	2413.125	72.331	89.375	10.532	63.371	229.926	6.938	11.807	31.980	2.474	63.128	油层	chang4+5
地211-57	2413.250	72.959	89.264	10.425	64.010	230.474	7.249	11.865	31.627	2.480	63.912	油层	chang4+5
地211-57	2413.375	77.727	89.124	11.907	68.876	230.189	7.656	11.863	30.765	2.488	67.619	油层	chang4+5
地211-57	2413.500	79.978	88.946	13.232	71.065	227.930	7.355	11.717	30.538	2.501	70.300	油层	chang4+5
地211-57	2413.625	77.395	88.734	12.101	74.555	223.102	6.150	11.305	30.935	2.519	73.629	油层	chang4+5
地211-57	2413.750	73.791	88.491	13.969	78.030	215.524	2.575	5.523	65.675	2.543	77.254		chang4+5
地211-57	2413.875	70.186	88.222	15.424	81.313	206.445	0.010	0.100	99.900	2.568	80.523		chang4+5
地211-57	2414.000	66.725	87.935	13.121	83.839	199.291	0.010	0.100	99.900	2.589	83.837		chang4+5
地211-57	2414.125	62.531	87.642	10.351	82.080	196.855	0.010	0.100	99.900	2.600	83.042		chang4+5
地211-57	2414.250	60.603	87.356	8.628	77.169	199.749	0.010	0.100	99.900	2.598	78.463		chang4+5
地211-57	2414.375	62.945	87.089	9.511	73.036	206.388	0.010	0.100	99.900	2.584	73.956		chang4+5
地211-57	2414.500	67.670	86.855	12.130	70.017	213.972	0.010	0.100	99.900	2.561	70.412		chang4+5
地211-57	2414.625	72.565	86.659	9.303	68.616	220.425	4.221	10.769	33.577	2.536	68.876	油层	chang4+5
地211-57	2414.750	75.076	86.507	10.709	68.072	225.056	5.534	11.257	32.295	2.512	68.126	油层	chang4+5
地211-57	2414.875	74.101	86.403	10.913	65.259	227.683	6.316	11.554	31.961	2.492	66.010	油层	chang4+5
地211-57	2415.000	71.129	86.353	9.984	63.222	228.461	6.547	11.680	32.147	2.476	63.832	油层	chang4+5
地211-57	2415.125	68.661	86.348	9.234	61.547	228.292	6.305	11.674	32.721	2.462	61.680	油层	chang4+5
地211-57	2415.250	66.286	86.382	8.325	60.307	227.922	6.078	11.637	33.093	2.451	60.695	油层	chang4+5
地211-57	2415.375	66.660	86.451	8.207	58.810	227.709	5.847	11.613	33.588	2.443	59.158	油层	chang4+5
地211-57	2415.500	67.432	86.551	8.534	57.437	227.071	5.605	11.577	34.072	2.441	57.841	油层	chang4+5
地211-57	2415.625	66.909	86.670	8.259	56.136	225.103	5.007	11.419	35.007	2.446	56.329	油层	chang4+5
地211-57	2415.750	66.573	86.803	7.885	55.729	221.610	4.159	11.107	36.175	2.457	55.772	油层	chang4+5
地211-57	2415.875	68.734	86.944	8.058	54.877	217.669	3.282	10.723	37.682	2.473	55.152	油层	chang4+5
地211-57	2416.000	74.268	87.089	9.278	52.698	215.551	2.647	10.435	39.450	2.489	53.110	油层	chang4+5
地211-57	2416.125	82.493	87.238	12.168	49.890	216.476	2.577	10.461	40.208	2.503	50.895	油层	chang4+5
地211-57	2416.250	88.086	87.388	15.102	46.348	220.232	2.894	10.778	40.566	2.511	47.106	油层	chang4+5
地211-57	2416.375	88.523	87.542	16.148	44.777	225.297	3.660	11.255	39.694	2.515	45.115	油层	chang4+5
地211-57	2416.500	88.279	87.701	16.309	42.373	229.536	4.479	11.712	39.099	2.514	42.920	油层	chang4+5
地211-57	2416.625	90.028	87.869	17.290	40.666	232.061	4.960	11.990	39.126	2.510	40.898	油层	chang4+5
地211-57	2416.750	93.848	88.048	18.857	38.979	233.174	5.128	12.120	39.401	2.502	39.478	油层	chang4+5
