井名	深度	GR	SP	SH	SS	RILD	RILM	AC	PERM2024	PERM	POR2024	POR	SW	SW2024	DEN	RT	解释结论	层位
地93-91	2397.500	124.702	83.552	51.141	48.859	9.432	9.296	236.875	0.000	0.010	0.000	0.100	99.900	0.000	2.618	9.550		
地93-91	2397.625	122.392	83.521	49.452	50.548	9.728	9.610	235.562	0.000	0.010	0.000	0.100	99.900	0.000	2.624	9.858		
地93-91	2397.750	121.866	83.297	48.999	51.001	10.052	9.967	234.257	0.000	0.010	0.000	0.100	99.900	0.000	2.623	10.200		
地93-91	2397.875	121.568	82.870	48.417	51.583	10.421	10.400	233.130	0.000	0.010	0.000	0.100	99.900	0.000	2.620	10.593		
地93-91	2398.000	120.607	82.260	46.667	53.333	10.850	10.938	232.396	0.000	0.010	0.000	0.100	99.900	0.000	2.619	11.053		
地93-91	2398.125	117.730	81.479	42.957	57.043	11.357	11.612	232.057	0.000	0.010	0.000	0.100	99.900	0.000	2.618	11.585		
地93-91	2398.250	112.560	80.542	37.392	62.608	11.927	12.373	231.473	0.000	0.010	0.000	0.100	99.900	0.000	2.612	12.171		
地93-91	2398.375	105.188	79.456	30.953	69.047	12.536	13.148	229.803	0.000	0.010	0.000	0.100	99.900	0.000	2.600	12.781		
地93-91	2398.500	97.280	78.250	25.097	74.903	13.148	13.846	226.249	0.000	0.010	0.000	0.100	99.900	0.000	2.587	13.369		
地93-91	2398.625	90.242	76.953	20.419	79.581	13.701	14.349	220.058	0.000	0.010	0.000	0.100	99.900	0.000	2.577	13.881		
地93-91	2398.750	84.298	75.620	17.155	82.845	14.150	14.621	212.194	0.000	0.010	0.000	0.100	99.900	0.000	2.579	14.269		
地93-91	2398.875	80.872	74.271	15.703	84.297	14.447	14.639	204.266	0.000	0.010	0.000	0.100	99.900	0.000	2.595	14.492		
地93-91	2399.000	80.264	72.927	15.813	84.187	14.559	14.402	198.488	0.000	0.010	0.000	0.100	99.900	0.000	2.620	14.505		
地93-91	2399.125	81.611	71.607	16.859	83.141	14.425	13.890	197.679	0.000	0.010	0.000	0.100	99.900	0.000	2.646	14.287		
地93-91	2399.250	83.758	70.333	14.761	85.239	14.081	13.185	201.506	0.064	0.396	6.731	4.175	85.082	0.497	2.658	13.870		
地93-91	2399.375	87.745	69.146	11.297	88.703	13.555	12.368	207.932	0.072	1.034	6.986	10.421	62.988	0.512	2.647	13.289	水层	
地93-91	2399.500	93.196	68.083	13.543	86.457	12.892	11.523	213.927	0.074	1.088	7.043	10.614	63.905	0.533	2.617	12.594	水层	
地93-91	2399.625	98.829	67.182	15.519	84.481	12.148	10.743	216.949	0.065	0.976	6.772	10.511	66.111	0.559	2.579	11.849	水层	
地93-91	2399.750	102.806	66.427	16.826	83.174	11.400	10.074	217.911	0.056	0.858	6.459	10.381	68.539	0.586	2.547	11.121	水层	
地93-91	2399.875	104.902	65.828	17.422	82.578	10.701	9.528	218.821	0.052	0.860	6.335	10.490	70.061	0.614	2.534	10.457	水层	
地93-91	2400.000	104.672	65.375	17.449	82.551	10.091	9.101	221.306	0.060	1.043	6.618	10.947	70.091	0.639	2.536	9.902	水层	
地93-91	2400.125	103.373	65.096	17.220	82.780	9.618	8.805	225.348	0.079	1.372	7.174	11.579	69.162	0.659	2.543	9.482	水层	
地93-91	2400.250	101.566	64.943	16.845	83.155	9.278	8.613	229.138	0.105	1.719	7.757	12.125	68.202	0.673	2.544	9.193	水层	
地93-91	2400.375	100.023	64.883	16.399	83.601	9.065	8.512	231.371	0.128	1.939	8.150	12.429	67.725	0.682	2.537	9.025	水层	
地93-91	2400.500	98.609	64.885	15.889	84.111	8.964	8.493	231.612	0.139	1.976	8.323	12.484	67.751	0.685	2.528	8.962	水层	
地93-91	2400.625	97.580	64.930	15.521	84.479	8.960	8.548	230.420	0.138	1.873	8.305	12.362	68.110	0.684	2.523	8.980	水层	
地93-91	2400.750	97.461	65.000	15.590	84.410	9.010	8.640	228.855	0.128	1.696	8.155	12.131	68.703	0.681	2.529	9.040	水层	
地93-91	2400.875	98.949	65.078	16.255	83.745	9.084	8.746	227.560	0.111	1.491	7.865	11.839	69.468	0.678	2.545	9.115	水层	
地93-91	2401.000	101.698	65.135	17.175	82.825	9.160	8.838	226.914	0.093	1.332	7.512	11.593	70.118	0.675	2.563	9.181	水层	
地93-91	2401.125	103.754	65.122	17.817	82.183	9.213	8.883	226.874	0.084	1.256	7.294	11.465	70.447	0.673	2.577	9.220	水层	
地93-91	2401.250	104.734	65.026	17.971	82.029	9.230	8.877	226.926	0.080	1.239	7.197	11.436	70.551	0.673	2.583	9.221	水层	
地93-91	2401.375	104.223	64.844	17.603	82.397	9.206	8.822	226.857	0.082	1.272	7.243	11.498	70.476	0.675	2.583	9.176	水层	
地93-91	2401.500	102.723	64.583	16.939	83.061	9.132	8.721	226.800	0.088	1.355	7.393	11.648	70.274	0.680	2.579	9.080	水层	
地93-91	2401.625	100.684	64.263	16.211	83.789	9.000	8.577	227.174	0.100	1.490	7.644	11.879	69.976	0.688	2.574	8.930	水层	
地93-91	2401.750	98.701	63.896	15.478	84.522	8.824	8.403	228.016	0.115	1.668	7.938	12.162	69.658	0.699	2.568	8.739	水层	
地93-91	2401.875	96.302	63.482	14.668	85.332	8.612	8.206	228.950	0.136	1.853	8.285	12.443	69.484	0.712	2.558	8.518	水层	
地93-91	2402.000	93.982	63.010	13.809	86.191	8.377	7.994	229.386	0.157	1.970	8.572	12.639	69.716	0.727	2.548	8.277	水层	
地93-91	2402.125	91.445	62.466	13.119	86.881	8.126	7.774	228.859	0.174	1.961	8.781	12.691	70.518	0.744	2.538	8.025	水层	
地93-91	2402.250	90.744	61.880	13.332	86.668	7.872	7.549	227.940	0.172	1.778	8.758	12.530	72.119	0.762	2.530	7.772	水层	
地93-91	2402.375	93.748	61.294	14.670	85.330	7.620	7.322	227.411	0.144	1.500	8.391	12.220	74.307	0.781	2.523	7.523	水层	
地93-91	2402.500	98.634	60.729	16.685	83.315	7.376	7.096	227.901	0.115	1.279	7.933	11.940	76.421	0.801	2.514	7.284	水层	
地93-91	2402.625	104.134	60.169	18.950	81.050	7.147	6.880	229.520	0.094	1.142	7.530	11.760	78.173	0.821	2.503	7.061	水层	
地93-91	2402.750	109.023	59.599	20.709	79.291	6.932	6.677	231.521	0.081	1.093	7.230	11.725	79.341	0.840	2.493	6.852	水层	
地93-91	2402.875	111.008	58.997	21.105	78.895	6.733	6.494	233.458	0.081	1.181	7.225	11.938	79.500	0.858	2.490	6.659	水层	
地93-91	2403.000	109.202	58.385	20.005	79.995	6.550	6.332	235.345	0.098	1.459	7.610	12.438	78.504	0.874	2.490	6.485	水层	
地93-91	2403.125	104.312	57.792	18.216	81.784	6.389	6.196	237.518	0.140	1.915	8.345	13.103	76.838	0.888	2.488	6.333	水层	
地93-91	2403.250	99.577	57.229	16.671	83.329	6.249	6.088	239.773	0.201	2.416	9.072	13.704	75.368	0.901	2.476	6.204	水层	
地93-91	2403.375	95.781	56.706	15.527	84.473	6.136	6.013	241.366	0.264	2.776	9.633	14.087	74.572	0.910	2.458	6.103	水层	
地93-91	2403.500	93.394	56.219	14.778	85.222	6.054	5.978	241.465	0.300	2.819	9.892	14.149	74.719	0.917	2.444	6.037	水层	
地93-91	2403.625	92.300	55.784	14.410	85.590	6.013	5.992	239.685	0.290	2.562	9.820	13.919	75.665	0.920	2.445	6.011	水层	
地93-91	2403.750	92.629	55.401	14.113	85.887	6.009	6.048	237.166	0.251	2.298	9.523	13.627	76.648	0.920	2.464	6.021	水层	
地93-91	2403.875	91.472	55.081	13.368	86.632	6.038	6.142	234.933	0.237	2.314	9.411	13.512	76.835	0.916	2.489	6.061	水层	
地93-91	2404.000	89.029	54.833	12.401	87.599	6.094	6.267	233.569	0.251	2.604	9.523	13.595	76.180	0.908	2.504	6.125	水层	
地93-91	2404.125	86.198	54.672	11.881	88.119	6.172	6.420	233.299	0.286	2.852	9.789	13.718	75.304	0.899	2.502	6.206	水层	
地93-91	2404.250	86.580	54.547	12.616	87.384	6.257	6.586	233.743	0.286	2.618	9.796	13.650	75.095	0.890	2.488	6.290	水层	
地93-91	2404.375	90.991	54.422	14.787	85.213	6.339	6.754	234.772	0.241	2.127	9.444	13.343	75.787	0.882	2.478	6.366	水层	
地93-91	2404.500	98.924	54.271	18.223	81.777	6.407	6.910	236.090	0.172	1.714	8.756	12.821	77.414	0.879	2.480	6.420	水层	
地93-91	2404.625	108.554	54.068	21.858	78.142	6.439	7.026	237.042	0.110	1.321	7.854	12.237	79.528	0.879	2.496	6.436	水层	
地93-91	2404.750	115.297	53.818	24.019	75.981	6.432	7.089	237.160	0.079	1.085	7.165	11.828	81.262	0.883	2.518	6.411	水层	
地93-91	2404.875	117.253	53.497	23.841	76.159	6.380	7.088	236.389	0.068	1.017	6.881	11.714	82.101	0.891	2.539	6.342	水层	
地93-91	2405.000	113.913	53.052	21.796	78.204	6.284	7.019	235.107	0.076	1.083	7.095	11.879	82.080	0.902	2.551	6.229	水层	
地93-91	2405.125	108.415	52.430	19.056	80.944	6.146	6.875	233.874	0.094	1.243	7.538	12.218	81.597	0.918	2.551	6.080	水层	
地93-91	2405.250	101.301	51.682	16.365	83.635	5.982	6.682	232.994	0.130	1.464	8.187	12.640	80.952	0.936	2.542	5.911	水层	
地93-91	2405.375	95.579	50.857	14.145	85.855	5.805	6.456	232.547	0.170	1.874	8.735	13.071	80.376	0.956	2.529	5.734	水层	
地93-91	2405.500	89.323	49.990	12.163	87.837	5.628	6.214	232.569	0.234	2.641	9.388	13.546	79.647	0.976	2.516	5.565	水层	
地93-91	2405.625	84.355	49.115	10.600	89.400	5.470	5.983	233.017	0.309	3.649	9.952	13.990	78.948	0.994	2.500	5.419	水层	
地93-91	2405.750	79.575	48.224	9.194	90.806	5.342	5.786	233.500	0.405	4.982	10.499	14.395	78.211	1.008	2.481	5.308	水层	
地93-91	2405.875	75.203	47.318	7.984	92.016	5.255	5.645	233.620	0.509	6.516	10.967	14.698	77.581	1.017	2.464	5.240	水层	
地93-91	2406.000	71.581	46.417	7.141	92.859	5.218	5.578	233.122	0.597	7.680	11.292	14.823	77.214	1.017	2.455	5.230	水层	
地93-91	2406.125	70.026	45.620	6.847	93.153	5.248	5.611	232.061	0.612	7.802	11.343	14.741	76.752	1.001	2.456	5.347	水层	
地93-91	2406.250	70.355	44.969	6.949	93.051	5.496	5.958	230.895	0.567	7.142	11.187	14.548	75.953	0.969	2.463	5.584	水层	
地93-91	2406.375	71.427	44.466	7.216	92.784	5.716	6.280	229.885	0.510	6.329	10.970	14.341	75.214	0.939	2.469	5.833	水层	
地93-91	2406.500	72.746	44.073	7.340	92.660	6.008	6.727	229.175	0.460	5.901	10.759	14.212	73.920	0.903	2.471	6.147	水层	
地93-91	2406.625	72.251	43.755	7.056	92.944	6.356	7.279	228.665	0.459	6.148	10.758	14.204	72.066	0.865	2.471	6.512	水层	
地93-91	2406.750	70.788	43.484	6.514	93.486	6.747	7.919	227.937	0.477	6.744	10.834	14.215	70.112	0.827	2.471	6.913	水层	
地93-91	2406.875	68.595	43.276	5.835	94.165	7.163	8.621	226.604	0.498	7.409	10.923	14.158	68.465	0.792	2.470	7.327	水层	
地93-91	2407.000	66.529	43.156	5.034	94.966	7.573	9.345	224.295	0.492	8.050	10.898	13.980	67.401	0.761	2.469	7.723	水层	
地93-91	2407.125	63.516	43.109	4.124	95.876	7.948	10.032	220.680	0.477	8.559	10.834	13.666	67.055	0.736	2.470	8.072	水层	
地93-91	2407.250	61.261	43.078	3.290	96.710	8.258	10.636	216.011	0.000	8.547	0.000	13.198	67.557	0.000	2.481	8.348	水层	
地93-91	2407.375	58.827	43.031	2.791	97.209	8.482	11.106	210.534	0.000	5.103	0.000	7.766	80.835	0.000	2.505	8.522		
地93-91	2407.500	56.447	42.969	2.693	97.307	8.581	11.353	204.813	0.000	0.010	0.000	0.100	99.900	0.000	2.538	8.574		
地93-91	2407.625	55.112	42.875	2.500	97.500	8.563	11.373	200.010	0.000	0.010	0.000	0.100	99.900	0.000	2.570	8.511		
地93-91	2407.750	55.441	42.755	2.720	97.280	8.432	11.161	197.250	0.000	0.010	0.000	0.100	99.900	0.000	2.591	8.339		
地93-91	2407.875	56.944	42.589	3.500	96.500	8.199	10.739	197.437	0.000	0.010	0.000	0.100	99.900	0.000	2.596	8.070		
地93-91	2408.000	59.366	42.365	4.604	95.396	7.876	10.136	200.794	0.000	0.010	0.000	0.100	99.900	0.000	2.586	7.727		
地93-91	2408.125	61.593	42.083	4.864	95.136	7.504	9.446	206.817	0.259	2.307	9.590	5.196	89.507	0.793	2.565	7.347		
地93-91	2408.250	64.564	41.760	4.955	95.045	7.111	8.722	213.555	0.314	5.445	9.983	12.990	74.118	0.825	2.539	6.954	水层	
地93-91	2408.375	69.590	41.414	6.650	93.350	6.719	8.013	219.670	0.332	4.634	10.097	13.307	74.856	0.860	2.509	6.573	水层	
地93-91	2408.500	74.942	41.052	8.875	91.125	6.353	7.380	224.339	0.321	3.503	10.027	13.316	76.679	0.897	2.482	6.221	水层	
地93-91	2408.625	83.829	40.672	10.897	89.103	6.023	6.846	227.671	0.242	2.469	9.450	13.086	79.293	0.933	2.463	5.907	水层	
地93-91	2408.750	86.000	40.286	11.092	88.908	5.733	6.421	227.592	0.215	2.340	9.215	13.005	81.246	0.967	2.451	5.634	水层	
地93-91	2408.875	84.400	39.917	10.512	89.488	5.486	6.104	227.137	0.228	2.589	9.335	13.107	82.309	0.997	2.446	5.407	水层	
地93-91	2409.000	82.420	39.594	9.717	90.283	5.289	5.887	227.150	0.253	3.169	9.542	13.377	82.502	1.023	2.443	5.225	水层	
地93-91	2409.125	78.725	39.365	8.899	91.101	5.130	5.730	228.296	0.324	4.094	10.046	13.802	81.905	1.043	2.438	5.079	水层	
地93-91	2409.250	76.707	39.245	8.518	91.482	5.004	5.615	230.175	0.395	4.984	10.451	14.194	81.250	1.060	2.432	4.966	水层	
地93-91	2409.375	75.374	39.242	8.388	91.612	4.910	5.528	232.254	0.471	5.723	10.807	14.522	80.633	1.072	2.425	4.886	水层	
地93-91	2409.500	75.107	39.375	8.367	91.633	4.849	5.467	234.067	0.523	6.314	11.023	14.777	80.062	1.079	2.418	4.838	水层	
地93-91	2409.625	74.345	39.677	8.082	91.918	4.820	5.428	235.550	0.587	7.321	11.257	15.062	79.171	1.081	2.410	4.822	水层	
地93-91	2409.750	72.213	40.156	7.572	92.428	4.826	5.417	236.808	0.698	8.804	11.610	15.365	77.960	1.076	2.406	4.845	水层	
地93-91	2409.875	70.308	40.831	7.161	92.839	4.873	5.446	237.667	0.804	10.078	11.898	15.567	76.788	1.064	2.406	4.915	水层	
地93-91	2410.000	69.166	41.978	7.391	92.609	4.976	5.538	237.850	0.861	9.481	12.036	15.464	76.287	1.044	2.412	5.040	水层	
地93-91	2410.125	73.050	43.979	9.052	90.948	5.135	5.700	236.908	0.673	6.254	11.533	14.836	77.232	1.018	2.425	5.223	水层	
地93-91	2410.250	82.039	46.700	12.194	87.806	5.356	5.947	235.200	0.389	3.114	10.420	13.804	79.330	0.986	2.449	5.470	水层	
地93-91	2410.375	94.112	49.876	16.478	83.522	5.642	6.286	233.329	0.191	1.507	8.969	12.637	81.744	0.949	2.489	5.788	水层	
地93-91	2410.500	106.643	53.411	21.473	78.527	6.007	6.735	232.167	0.095	0.956	7.545	11.607	83.487	0.907	2.540	6.181	水层	
地93-91	2410.625	118.450	57.223	26.165	73.835	6.441	7.273	232.567	0.053	0.730	6.358	10.953	83.599	0.862	2.596	6.641	水层	
地93-91	2410.750	125.534	61.159	29.136	70.864	6.940	7.891	234.325	0.040	0.719	5.804	10.792	81.581	0.816	2.643	7.162	水层	
地93-91	2410.875	128.391	65.131	30.530	69.470	7.495	8.572	236.696	0.000	0.819	0.000	10.913	78.402	0.000	2.671	7.736	水层	
地93-91	2411.000	129.343	69.065	40.652	59.348	8.096	9.292	238.617	0.000	0.542	0.000	6.647	85.806	0.000	2.677	8.344		
地93-91	2411.125	127.438	72.820	53.984	46.016	8.716	10.009	238.871	0.000	0.010	0.000	0.100	99.900	0.000	2.667	8.962		
地93-91	2411.250	124.848	75.984	50.753	49.247	9.331	10.689	237.350	0.000	0.010	0.000	0.100	99.900	0.000	2.649	9.568		
地93-91	2411.375	121.230	78.389	46.706	53.294	9.923	11.304	234.504	0.000	0.010	0.000	0.100	99.900	0.000	2.632	10.141		
地93-91	2411.500	116.850	80.187	42.718	57.282	10.466	11.823	231.150	0.000	0.010	0.000	0.100	99.900	0.000	2.622	10.660		
地93-91	2411.625	113.308	81.469	39.344	60.656	10.949	12.253	228.317	0.000	0.010	0.000	0.100	99.900	0.000	2.619	11.116		
地93-91	2411.750	109.614	82.392	36.194	63.806	11.366	12.594	226.533	0.000	0.010	0.000	0.100	99.900	0.000	2.620	11.505		
地93-91	2411.875	106.376	83.025	33.666	66.334	11.711	12.845	225.800	0.000	0.010	0.000	0.100	99.900	0.000	2.622	11.813		
地93-91	2412.000	103.901	83.420	32.315	67.685	11.965	12.993	225.617	0.000	0.010	0.000	0.100	99.900	0.000	2.627	12.037		
地93-91	2412.125	103.596	83.582	32.316	67.684	12.145	13.056	225.392	0.000	0.010	0.000	0.100	99.900	0.000	2.636	12.189		
地93-91	2412.250	104.053	83.564	32.771	67.229	12.256	13.048	224.875	0.000	0.010	0.000	0.100	99.900	0.000	2.650	12.277		
地93-91	2412.375	104.739	83.370	33.140	66.860	12.308	12.980	224.296	0.000	0.010	0.000	0.100	99.900	0.000	2.662	12.308		
地93-91	2412.500	104.815	82.998	33.127	66.873	12.309	12.864	223.967	0.000	0.010	0.000	0.100	99.900	0.000	2.671	12.299		
地93-91	2412.625	104.662	82.408	32.872	67.128	12.284	12.724	224.104	0.000	0.010	0.000	0.100	99.900	0.000	2.670	12.269		
地93-91	2412.750	104.129	81.624	32.695	67.305	12.246	12.576	224.450	0.000	0.010	0.000	0.100	99.900	0.000	2.659	12.234		
地93-91	2412.875	104.396	80.653	33.173	66.827	12.217	12.439	224.608	0.000	0.010	0.000	0.100	99.900	0.000	2.638	12.227		
地93-91	2413.000	105.424	79.525	33.950	66.050	12.242	12.360	224.433	0.000	0.010	0.000	0.100	99.900	0.000	2.612	12.283		
地93-91	2413.125	106.186	78.293	33.924	66.076	12.345	12.371	223.933	0.000	0.010	0.000	0.100	99.900	0.000	2.587	12.429		
地93-91	2413.250	104.967	77.058	31.500	68.500	12.554	12.518	223.250	0.000	0.010	0.000	0.100	99.900	0.000	2.569	12.685		
地93-91	2413.375	99.406	75.905	26.238	73.762	12.882	12.841	222.129	0.000	0.010	0.000	0.100	99.900	0.000	2.558	13.070		
地93-91	2413.500	90.799	74.921	20.172	79.828	13.350	13.386	220.167	0.000	0.010	0.000	0.100	99.900	0.000	2.550	13.578		
地93-91	2413.625	82.420	74.231	15.037	84.963	13.919	14.091	216.796	0.000	0.010	0.000	0.100	99.900	0.000	2.546	14.172		
地93-91	2413.750	75.031	73.850	10.856	89.144	14.552	14.881	212.154	0.000	0.010	0.000	0.100	99.900	0.000	2.549	14.813		
地93-91	2413.875	68.213	73.820	7.760	92.240	15.204	15.640	206.469	0.000	0.010	0.000	0.100	99.900	0.000	2.559	15.448		
地93-91	2414.000	64.138	74.175	5.886	94.114	15.812	16.217	200.275	0.000	0.010	0.000	0.100	99.900	0.000	2.575	16.018		
地93-91	2414.125	61.015	74.978	5.023	94.977	16.326	16.563	194.867	0.000	0.010	0.000	0.100	99.900	0.000	2.594	16.478		
地93-91	2414.250	61.320	76.126	5.760	94.240	16.706	16.655	191.896	0.000	0.010	0.000	0.100	99.900	0.000	2.616	16.791		
地93-91	2414.375	64.595	77.561	8.759	91.241	16.918	16.500	193.031	0.000	0.010	0.000	0.100	99.900	0.000	2.636	16.912		
地93-91	2414.500	74.041	79.215	15.726	84.274	16.904	16.089	199.025	0.000	0.010	0.000	0.100	99.900	0.000	2.654	16.821		
地93-91	2414.625	89.656	81.010	27.100	72.900	16.697	15.498	209.229	0.000	0.010	0.000	0.100	99.900	0.000	2.663	16.550		
地93-91	2414.750	107.329	82.832	40.962	59.038	16.329	14.795	220.000	0.000	0.010	0.000	0.100	99.900	0.000	2.659	16.135		
地93-91	2414.875	122.144	84.626	54.709	45.291	15.845	14.075	228.733	0.000	0.010	0.000	0.100	99.900	0.000	2.647	15.620		
地93-91	2415.000	133.913	86.364	64.998	35.002	15.284	13.446	234.183	0.000	0.010	0.000	0.100	99.900	0.000	2.639	15.055		
地93-91	2415.125	138.636	87.996	68.606	31.394	14.713	12.946	236.450	0.000	0.010	0.000	0.100	99.900	0.000	2.640	14.497		
地93-91	2415.250	138.788	89.508	68.391	31.609	14.173	12.575	237.650	0.000	0.010	0.000	0.100	99.900	0.000	2.644	13.982		
地93-91	2415.375	138.141	90.883	67.449	32.551	13.695	12.304	238.925	0.000	0.010	0.000	0.100	99.900	0.000	2.651	13.547		
地93-91	2415.500	137.265	92.121	67.422	32.578	13.324	12.111	240.633	0.000	0.010	0.000	0.100	99.900	0.000	2.657	13.213		
地93-91	2415.625	138.522	93.185	68.873	31.127	13.047	11.962	242.508	0.000	0.010	0.000	0.100	99.900	0.000	2.658	12.967		
地93-91	2415.750	139.474	94.090	71.017	28.983	12.848	11.839	244.175	0.000	0.010	0.000	0.100	99.900	0.000	2.650	12.791		
地93-91	2415.875	142.140	94.840	73.869	26.131	12.706	11.729	245.342	0.000	0.010	0.000	0.100	99.900	0.000	2.636	12.668		
地93-91	2416.000	143.511	95.444	75.569	24.431	12.610	11.620	245.717	0.000	0.010	0.000	0.100	99.900	0.000	2.624	12.577		
地93-91	2416.125	144.577	95.881	77.558	22.442	12.528	11.505	244.687	0.000	0.010	0.000	0.100	99.900	0.000	2.619	12.494		
地93-91	2416.250	146.558	96.169	80.762	19.238	12.444	11.385	242.458	0.000	0.010	0.000	0.100	99.900	0.000	2.619	12.406		
地93-91	2416.375	149.224	96.314	87.421	12.579	12.348	11.265	240.167	0.000	0.010	0.000	0.100	99.900	0.000	2.620	12.303		
地93-91	2416.500	156.308	96.338	96.325	3.675	12.235	11.151	239.867	0.000	0.010	0.000	0.100	99.900	0.000	2.617	12.186		
地93-91	2416.625	163.697	96.257	99.900	0.100	12.112	11.049	244.296	0.000	0.010	0.000	0.100	99.900	0.000	2.610	12.062		
地93-91	2416.750	168.801	96.118	99.900	0.100	11.987	10.966	251.158	0.000	0.010	0.000	0.100	99.900	0.000	2.594	11.940		
地93-91	2416.875	167.963	95.954	99.305	0.695	11.870	10.912	256.608	0.000	0.010	0.000	0.100	99.900	0.000	2.570	11.829		
地93-91	2417.000	159.050	95.789	88.309	11.691	11.768	10.906	256.783	0.000	0.010	0.000	0.100	99.900	0.000	2.541	11.738		
地93-91	2417.125	142.178	95.621	65.711	34.289	11.691	10.944	250.450	0.000	0.010	0.000	0.100	99.900	0.000	2.517	11.672		
地93-91	2417.250	126.905	95.429	50.046	49.954	11.643	11.020	242.700	0.000	0.010	0.000	0.100	99.900	0.000	2.506	11.633		
地93-91	2417.375	116.089	95.187	42.518	57.482	11.620	11.116	237.887	0.000	0.010	0.000	0.100	99.900	0.000	2.513	11.622		
地93-91	2417.500	113.956	94.875	43.040	56.960	11.626	11.210	237.817	0.000	0.010	0.000	0.100	99.900	0.000	2.531	11.638		
地93-91	2417.625	118.450	94.452	47.235	52.765	11.655	11.291	240.750	0.000	0.010	0.000	0.100	99.900	0.000	2.553	11.677		
地93-91	2417.750	122.335	93.914	51.227	48.773	11.709	11.359	243.475	0.000	0.010	0.000	0.100	99.900	0.000	2.571	11.739		
地93-91	2417.875	126.105	93.256	53.933	46.067	11.784	11.421	245.100	0.000	0.010	0.000	0.100	99.900	0.000	2.581	11.821		
地93-91	2418.000	126.753	92.486	54.665	45.335	11.875	11.484	246.200	0.000	0.010	0.000	0.100	99.900	0.000	2.584	11.910		
地93-91	2418.125	127.438	91.625	53.918	46.082	11.962	11.548	246.683	0.000	0.010	0.000	0.100	99.900	0.000	2.581	11.993		
地93-91	2418.250	124.696	90.733	50.623	49.377	12.038	11.611	245.458	0.000	0.010	0.000	0.100	99.900	0.000	2.573	12.066		
地93-91	2418.375	121.154	89.867	46.421	53.579	12.106	11.670	241.608	0.000	0.010	0.000	0.100	99.900	0.000	2.564	12.127		
地93-91	2418.500	116.241	89.091	42.866	57.134	12.159	11.725	235.767	0.000	0.010	0.000	0.100	99.900	0.000	2.562	12.173		
地93-91	2418.625	114.641	88.492	41.716	58.284	12.194	11.765	230.542	0.000	0.010	0.000	0.100	99.900	0.000	2.573	12.186		
地93-91	2418.750	114.032	88.086	42.721	57.279	12.173	11.748	228.150	0.000	0.010	0.000	0.100	99.900	0.000	2.594	12.141		
地93-91	2418.875	117.536	87.896	45.626	54.374	12.092	11.647	228.433	0.000	0.010	0.000	0.100	99.900	0.000	2.621	12.044		
地93-91	2419.000	119.745	87.930	46.870	53.130	11.973	11.485	229.667	0.000	0.010	0.000	0.100	99.900	0.000	2.645	11.912		
地93-91	2419.125	119.554	88.217	45.503	54.497	11.822	11.268	229.737	0.000	0.010	0.000	0.100	99.900	0.000	2.664	11.750		
地93-91	2419.250	116.393	88.693	42.940	57.060	11.643	11.006	228.617	0.000	0.010	0.000	0.100	99.900	0.000	2.672	11.566		
地93-91	2419.375	114.603	89.324	42.421	57.579	11.450	10.721	227.446	0.000	0.010	0.000	0.100	99.900	0.000	2.670	11.372		
地93-91	2419.500	115.936	90.071	45.472	54.528	11.254	10.447	227.617	0.000	0.010	0.000	0.100	99.900	0.000	2.658	11.178		
地93-91	2419.625	121.649	90.899	52.424	47.576	11.063	10.210	230.700	0.000	0.010	0.000	0.100	99.900	0.000	2.640	10.993		
地93-91	2419.750	129.724	91.748	62.373	37.627	10.887	10.034	235.992	0.000	0.010	0.000	0.100	99.900	0.000	2.615	10.824		
地93-91	2419.875	139.283	92.591	73.745	26.255	10.730	9.931	242.321	0.000	0.010	0.000	0.100	99.900	0.000	2.585	10.670		
地93-91	2420.000	147.320	93.412	83.799	16.201	10.581	9.868	247.917	0.000	0.010	0.000	0.100	99.900	0.000	2.554	10.522		
地93-91	2420.125	153.185	94.185	91.981	8.019	10.434	9.815	250.425	0.000	0.010	0.000	0.100	99.900	0.000	2.529	10.373		
地93-91	2420.250	157.832	94.898	97.591	2.409	10.281	9.741	250.042	0.000	0.010	0.000	0.100	99.900	0.000	2.523	10.215		
地93-91	2420.375	159.622	95.536	97.291	2.709	10.115	9.613	247.658	0.000	0.010	0.000	0.100	99.900	0.000	2.540	10.044		
地93-91	2420.500	156.460	96.091	91.907	8.093	9.939	9.432	244.617	0.000	0.010	0.000	0.100	99.900	0.000	2.568	9.868		
地93-91	2420.625	152.842	96.542	85.924	14.076	9.763	9.214	242.308	0.000	0.010	0.000	0.100	99.900	0.000	2.596	9.696		
地93-91	2420.750	148.538	96.904	81.166	18.834	9.596	8.983	241.800	0.000	0.010	0.000	0.100	99.900	0.000	2.615	9.540		
地93-91	2420.875	146.977	97.178	79.927	20.073	9.456	8.788	244.029	0.000	0.010	0.000	0.100	99.900	0.000	2.623	9.413		
地93-91	2421.000	147.167	97.362	82.231	17.769	9.350	8.670	249.600	0.000	0.010	0.000	0.100	99.900	0.000	2.613	9.322		
地93-91	2421.125	150.824	97.418	87.729	12.271	9.280	8.655	258.000	0.000	0.010	0.000	0.100	99.900	0.000	2.583	9.266		
地93-91	2421.250	154.556	97.344	94.318	5.682	9.247	8.750	266.125	0.000	0.010	0.000	0.100	99.900	0.000	2.532	9.251		
地93-91	2421.375	159.431	97.119	99.389	0.611	9.258	8.949	271.425	0.000	0.010	0.000	0.100	99.900	0.000	2.475	9.277		
