井名	深度	SH	SS	RT	RT.1	SP	AC	PERM2024	PERM	POR2024	POR	SW	SW2024	GR	CAL	DEN	CNL	RT.2	解释结论	层位
耿60	2378.625	47.334	52.666	9.086	11.224	82.242	235.39	0.0	0.01	0.0	0.1	99.9	0.0	102.743	22.389	2.303	35.5	8.887		长4+5!1^(1_3)
耿60	2378.750	54.75	45.25	8.342	10.712	82.052	231.261	0.0	0.01	0.0	0.1	99.9	0.0	109.889	22.984	2.2	40.84	8.64		长4+5!1^(1_3)
耿60	2378.875	62.498	37.502	6.843	8.087	81.745	233.722	0.0	0.01	0.0	0.1	99.9	0.0	116.299	24.219	2.138	39.58	7.443		长4+5!1^(1_3)
耿60	2379.000	67.779	32.221	7.247	9.006	80.987	237.319	0.0	0.01	0.0	0.1	99.9	0.0	119.199	25.532	2.131	32.53	7.085		长4+5!1^(1_3)
耿60	2379.125	66.107	33.893	3.859	4.793	79.009	240.377	0.0	0.01	0.0	0.1	99.9	0.0	115.033	26.041	2.216	24.96	5.216		长4+5!1^(1_3)
耿60	2379.250	58.122	41.878	4.659	5.012	77.317	242.209	0.0	0.01	0.0	0.1	99.9	0.0	106.602	26.678	2.32	19.35	4.339		长4+5!1^(1_3)
耿60	2379.375	46.935	53.065	10.839	11.898	77.237	234.759	0.0	0.01	0.0	0.1	99.9	0.0	94.79	25.106	2.441	18.03	8.365		长4+5!1^(1_3)
耿60	2379.500	37.284	62.716	17.323	18.131	76.925	229.686	0.0	0.01	0.0	0.1	99.9	0.0	85.88	23.305	2.534	17.04	14.727		长4+5!1^(1_3)
耿60	2379.625	31.242	68.758	28.264	29.095	76.014	226.23	0.0	0.01	0.0	0.1	99.9	0.0	80.109	22.277	2.578	16.36	23.883		长4+5!1^(1_3)
耿60	2379.750	27.703	72.297	29.998	18.057	74.652	222.704	0.0	0.01	0.0	0.1	99.9	0.0	76.558	22.22	2.575	16.41	29.304		长4+5!1^(1_3)
耿60	2379.875	26.26	73.74	20.7	16.589	73.165	223.281	0.0	0.01	0.0	0.1	99.9	0.0	75.793	22.166	2.572	16.13	24.423		长4+5!1^(1_3)
耿60	2380.000	24.976	75.024	14.337	15.632	72.177	224.099	0.0	0.01	0.0	0.1	99.9	0.0	73.41	22.139	2.563	16.28	16.885		长4+5!1^(1_3)
耿60	2380.125	23.79	76.21	12.683	15.421	71.822	226.868	0.0	0.01	0.0	0.1	99.9	0.0	72.291	22.131	2.556	16.94	13.345		长4+5!1^(1_3)
耿60	2380.250	23.12	76.88	10.615	14.526	71.64	231.39	0.0	0.01	0.0	0.1	99.9	0.0	71.479	22.1	2.554	17.91	11.443		长4+5!1^(1_3)
耿60	2380.375	23.141	76.859	9.462	14.012	71.742	234.826	0.0	0.01	0.0	0.1	99.9	0.0	72.071	22.043	2.555	19.21	9.923		长4+5!1^(1_3)
耿60	2380.500	25.282	74.718	10.505	13.024	72.482	236.963	0.0	0.01	0.0	0.1	99.9	0.0	76.55	21.992	2.559	20.85	10.087		长4+5!1^(1_3)
耿60	2380.625	31.52	68.48	12.32	12.59	72.943	238.018	0.0	0.01	0.0	0.1	99.9	0.0	86.734	21.97	2.567	21.21	11.593		长4+5!1^(1_3)
耿60	2380.750	42.076	57.924	12.99	13.61	73.225	237.074	0.0	0.01	0.0	0.1	99.9	0.0	99.728	21.967	2.579	20.02	12.722		长4+5!1^(1_3)
耿60	2380.875	52.61	47.39	13.718	14.134	73.784	236.12	0.0	0.01	0.0	0.1	99.9	0.0	108.58	21.957	2.593	18.25	13.426		长4+5!1^(1_3)
耿60	2381.000	58.67	41.33	15.033	14.611	73.805	235.061	0.0	0.01	0.0	0.1	99.9	0.0	111.854	21.933	2.608	16.92	14.506		长4+5!1^(1_3)
耿60	2381.125	58.739	41.261	16.109	15.857	72.979	233.449	0.0	0.01	0.0	0.1	99.9	0.0	109.783	21.907	2.617	16.57	15.678		长4+5!1^(1_3)
耿60	2381.250	53.511	46.489	15.338	16.777	72.313	233.296	0.0	0.01	0.0	0.1	99.9	0.0	103.336	21.911	2.611	16.86	15.647		长4+5!1^(1_3)
耿60	2381.375	48.425	51.575	14.938	16.003	72.415	236.54	0.0	0.01	0.0	0.1	99.9	0.0	99.728	21.912	2.615	17.98	15.098		长4+5!1^(1_3)
耿60	2381.500	45.673	54.327	15.038	16.103	72.277	240.637	0.0	0.01	0.0	0.1	99.9	0.0	97.628	21.907	2.609	19.72	14.998		长4+5!1^(1_3)
耿60	2381.625	44.162	55.838	14.801	16.582	72.188	245.908	0.0	0.01	0.0	0.1	99.9	0.0	96.483	21.907	2.592	21.97	14.896		长4+5!1^(1_3)
耿60	2381.750	44.499	55.501	14.941	16.449	72.029	251.986	0.0	0.01	0.0	0.1	99.9	0.0	97.82	21.908	2.567	23.86	14.885		长4+5!1^(1_3)
耿60	2381.875	48.374	51.626	15.012	15.944	71.606	256.25	0.0	0.01	0.0	0.1	99.9	0.0	103.287	21.906	2.543	24.39	14.983		长4+5!1^(1_3)
耿60	2382.000	54.976	45.024	14.587	15.407	71.452	259.451	0.0	0.01	0.0	0.1	99.9	0.0	109.884	21.911	2.544	23.69	14.757		长4+5!1^(1_3)
耿60	2382.125	64.37	35.63	14.852	15.147	71.252	267.369	0.0	0.01	0.0	0.1	99.9	0.0	118.768	21.904	2.554	22.82	14.746		长4+5!1^(1_3)
耿60	2382.250	72.928	27.072	14.435	14.713	70.907	273.793	0.0	0.01	0.0	0.1	99.9	0.0	124.075	21.906	2.55	23.55	14.602		长4+5!1^(1_3)
耿60	2382.375	76.709	23.291	14.108	14.143	70.329	276.532	0.0	0.01	0.0	0.1	99.9	0.0	125.225	21.909	2.528	25.04	14.239		长4+5!1^(1_3)
耿60	2382.500	76.226	23.774	13.436	13.852	69.535	276.672	0.0	0.01	0.0	0.1	99.9	0.0	123.873	21.909	2.495	25.8	13.705		长4+5!1^(1_3)
耿60	2382.625	74.971	25.029	13.08	13.534	68.657	273.615	0.0	0.01	0.0	0.1	99.9	0.0	123.255	21.908	2.468	24.28	13.223		长4+5!1^(1_3)
耿60	2382.750	73.095	26.905	14.674	15.428	67.529	268.762	0.0	0.01	0.0	0.1	99.9	0.0	121.347	21.903	2.479	22.19	14.036		长4+5!1^(1_3)
耿60	2382.875	69.41	30.59	17.907	19.949	66.277	262.474	0.0	0.01	0.0	0.1	99.9	0.0	117.938	21.907	2.514	20.13	16.612		长4+5!1^(1_3)
耿60	2383.000	65.212	34.788	16.688	18.819	65.176	255.718	0.0	0.01	0.0	0.1	99.9	0.0	114.696	21.909	2.554	19.2	17.176		长4+5!1^(1_3)
耿60	2383.125	62.185	37.815	16.677	18.317	64.089	243.47	0.0	0.01	0.0	0.1	99.9	0.0	112.751	21.907	2.584	18.51	16.682		长4+5!1^(1_3)
耿60	2383.250	61.096	38.904	15.255	19.57	62.668	229.972	0.0	0.01	0.0	0.1	99.9	0.0	112.541	21.905	2.595	16.77	15.824		长4+5!1^(1_3)
耿60	2383.375	61.437	38.563	19.257	20.922	60.464	223.209	0.0	0.01	0.0	0.1	99.9	0.0	113.156	21.906	2.599	14.25	17.655		长4+5!1^(1_3)
耿60	2383.500	56.287	43.713	24.18	23.934	57.019	220.243	0.0	0.01	0.0	0.1	99.9	0.0	105.193	21.898	2.581	12.77	22.209		长4+5!1^(1_3)
耿60	2383.625	33.756	66.244	32.767	32.266	55.014	218.696	0.088	0.584	7.394	6.458	65.4	0.283	94.598	21.861	2.55	12.45	29.329		长4+5!1^(1_3)
耿60	2383.750	18.663	81.337	34.348	37.519	53.15	218.295	0.146	1.096	8.424	10.695	41.799	0.255	84.299	21.821	2.516	13.1	33.715	油层	长4+5!1^(1_3)
耿60	2383.875	15.466	84.534	33.004	35.273	50.498	219.457	0.229	1.34	9.338	10.807	41.535	0.255	76.671	21.794	2.484	14.22	33.542	油层	长4+5!1^(2_1)
耿60	2384.000	13.932	86.068	30.176	31.79	47.175	222.373	0.315	1.609	9.99	11.09	42.084	0.268	73.331	21.767	2.464	15.12	31.308	油层	长4+5!1^(2_1)
耿60	2384.125	13.867	86.133	27.183	28.977	45.791	225.962	0.371	1.769	10.325	11.438	43.072	0.288	73.704	21.646	2.461	15.98	28.382	油层	长4+5!1^(2_1)
耿60	2384.250	14.245	85.755	25.594	27.458	44.963	229.171	0.433	1.855	10.638	11.75	43.775	0.305	73.906	21.58	2.463	16.53	26.23	油层	长4+5!1^(2_1)
耿60	2384.375	14.715	85.285	24.329	26.168	44.024	231.061	0.447	1.883	10.701	11.933	44.4	0.318	75.195	21.653	2.471	17.13	24.836	油层	长4+5!1^(2_1)
耿60	2384.500	15.176	84.824	24.184	26.035	42.541	232.272	0.457	1.949	10.745	12.05	44.562	0.324	75.988	21.763	2.481	17.57	24.242	油层	长4+5!1^(2_1)
耿60	2384.625	15.264	84.736	26.033	28.021	40.594	233.341	0.497	2.204	10.916	12.154	43.336	0.314	75.411	21.8	2.486	17.69	25.293	油层	长4+5!1^(2_1)
耿60	2384.750	15.524	84.476	27.438	30.243	39.364	233.582	0.466	2.426	10.787	12.178	41.959	0.3	76.896	21.8	2.481	17.95	26.875	油层	长4+5!1^(2_1)
耿60	2384.875	15.894	84.106	27.047	30.072	38.232	232.03	0.401	2.394	10.481	12.027	42.14	0.297	78.275	21.779	2.47	17.69	27.204	油层	长4+5!1^(2_1)
耿60	2385.000	15.88	84.12	28.414	32.038	38.127	230.003	0.364	2.336	10.282	11.83	42.222	0.292	78.165	21.755	2.455	17.09	27.867	油层	长4+5!1^(2_1)
耿60	2385.125	15.691	84.309	30.119	34.904	37.077	228.254	0.333	2.378	10.103	11.661	41.587	0.281	78.128	21.738	2.454	16.65	29.437	油层	长4+5!1^(2_1)
耿60	2385.250	15.662	84.338	32.805	36.066	35.253	226.586	0.297	2.498	9.866	11.499	40.544	0.265	78.735	21.691	2.47	16.44	31.73	油层	长4+5!1^(2_1)
耿60	2385.375	15.98	84.02	30.406	32.507	34.517	226.059	0.27	2.496	9.678	11.448	40.929	0.268	80.015	21.578	2.493	16.21	31.367	油层	长4+5!1^(2_1)
耿60	2385.500	17.763	82.237	28.149	28.899	34.722	227.346	0.208	2.327	9.146	11.573	42.138	0.284	86.422	21.724	2.524	16.41	29.053	干层	长4+5!1^(2_1)
耿60	2385.625	19.51	80.49	27.214	27.351	33.954	228.029	0.186	2.183	8.916	11.639	43.019	0.295	89.318	21.744	2.526	16.9	27.588	干层	长4+5!1^(2_1)
耿60	2385.750	20.554	79.446	26.314	27.02	32.998	228.153	0.167	2.12	8.694	11.651	43.711	0.303	91.577	21.744	2.511	17.54	26.675	干层	长4+5!1^(2_1)
耿60	2385.875	21.347	78.653	26.226	27.304	31.981	229.322	0.167	2.178	8.697	11.764	43.693	0.307	92.717	21.744	2.498	18.14	26.261	干层	长4+5!1^(2_1)
耿60	2386.000	21.674	78.326	25.999	26.529	30.936	230.265	0.174	2.27	8.783	11.856	43.549	0.308	92.834	21.744	2.5	18.31	26.09	干层	长4+5!1^(2_1)
耿60	2386.125	22.149	77.851	26.026	26.043	30.013	230.107	0.157	2.289	8.577	11.84	43.659	0.309	94.657	21.744	2.513	17.37	26.016	干层	长4+5!1^(2_1)
耿60	2386.250	22.824	77.176	25.971	25.162	28.888	230.103	0.147	2.314	8.435	11.84	43.679	0.309	96.014	21.744	2.526	17.12	25.993	干层	长4+5!1^(2_1)
耿60	2386.375	24.16	75.84	26.414	25.75	27.996	230.426	0.122	2.335	8.064	11.871	43.38	0.307	99.909	21.746	2.525	16.76	26.237	干层	长4+5!1^(2_1)
耿60	2386.500	25.129	74.871	26.114	26.402	27.092	230.735	0.119	2.355	8.013	11.901	43.289	0.307	100.711	21.742	2.511	16.67	26.234	干层	长4+5!1^(2_1)
耿60	2386.625	24.366	75.634	26.194	26.504	26.118	230.629	0.14	2.46	8.341	11.891	43.379	0.308	97.447	21.73	2.49	16.56	26.162	干层	长4+5!1^(2_1)
耿60	2386.750	22.255	77.745	26.381	26.762	25.172	230.342	0.184	2.674	8.897	11.863	43.346	0.306	91.816	21.714	2.472	15.94	26.306	干层	长4+5!1^(2_1)
耿60	2386.875	18.753	81.247	26.966	27.569	24.454	230.406	0.316	3.096	9.997	11.869	42.983	0.302	81.31	21.682	2.466	15.83	26.732	干层	长4+5!1^(2_1)
耿60	2387.000	16.206	83.794	26.924	28.024	24.238	230.374	0.385	3.405	10.397	11.866	42.823	0.3	77.431	21.587	2.466	15.15	26.941	干层	长4+5!1^(2_1)
耿60	2387.125	16.004	83.996	26.821	27.767	24.222	230.04	0.344	3.395	10.17	11.834	42.985	0.3	79.277	21.532	2.476	15.24	26.862	干层	长4+5!1^(2_1)
耿60	2387.250	17.354	82.646	25.741	26.708	24.551	229.684	0.263	3.129	9.623	11.799	43.661	0.307	84.181	21.575	2.494	15.46	26.173	干层	长4+5!1^(2_1)
耿60	2387.375	19.4	80.6	24.601	25.837	25.063	228.697	0.186	2.717	8.912	11.704	44.935	0.317	90.024	21.686	2.517	15.57	25.058	干层	长4+5!1^(2_1)
耿60	2387.500	21.763	78.237	25.669	27.119	25.065	227.047	0.124	2.42	8.088	11.544	45.29	0.316	96.293	21.718	2.535	16.4	25.241	干层	长4+5!1^(2_1)
耿60	2387.625	22.788	77.212	26.925	28.675	25.27	225.85	0.114	2.355	7.929	11.427	44.647	0.306	96.625	21.72	2.545	16.34	26.422	干层	长4+5!1^(2_1)
耿60	2387.750	23.195	76.805	27.853	29.623	25.679	225.525	0.105	2.36	7.744	11.396	43.877	0.297	98.071	21.719	2.542	16.05	27.481	干层	长4+5!1^(2_1)
耿60	2387.875	23.353	76.647	28.459	30.777	25.934	224.958	0.102	2.338	7.698	11.341	43.476	0.291	97.946	21.718	2.536	15.54	28.216	干层	长4+5!1^(2_1)
耿60	2388.000	23.136	76.864	29.078	31.637	26.091	224.155	0.1	2.322	7.654	11.263	43.262	0.287	97.563	21.719	2.53	15.2	28.83	干层	长4+5!1^(2_1)
耿60	2388.125	23.454	76.546	29.758	32.033	26.34	224.274	0.094	2.332	7.523	11.275	42.742	0.282	98.95	21.718	2.525	15.46	29.486	干层	长4+5!1^(2_1)
耿60	2388.250	23.775	76.225	30.343	32.078	26.545	225.626	0.102	2.418	7.696	11.406	41.888	0.278	98.636	21.718	2.526	16.04	30.109	干层	长4+5!1^(2_1)
耿60	2388.375	23.786	76.214	29.994	31.438	26.563	227.053	0.112	2.508	7.883	11.544	41.443	0.277	98.272	21.722	2.528	16.51	30.134	干层	长4+5!1^(2_1)
耿60	2388.500	23.57	76.43	29.54	30.25	26.241	228.37	0.127	2.608	8.137	11.672	41.344	0.28	97.144	21.69	2.523	16.67	29.722	干层	长4+5!1^(2_1)
耿60	2388.625	23.34	76.66	29.221	29.5	25.706	229.724	0.141	2.737	8.349	11.803	41.215	0.282	96.461	21.662	2.513	16.72	29.348	干层	长4+5!1^(2_1)
耿60	2388.750	23.357	76.643	28.358	28.198	25.157	230.737	0.148	2.813	8.446	11.902	41.386	0.287	96.545	21.653	2.502	16.8	28.704	干层	长4+5!1^(2_1)
耿60	2388.875	23.373	76.627	28.565	28.042	24.798	231.285	0.154	2.876	8.528	11.955	41.389	0.289	96.31	21.641	2.494	16.92	28.482	干层	长4+5!1^(2_1)
耿60	2389.000	22.632	77.368	28.372	28.765	24.439	231.454	0.178	2.982	8.828	11.971	41.365	0.289	93.589	21.623	2.484	16.62	28.449	干层	长4+5!1^(2_1)
耿60	2389.125	20.936	79.064	26.441	26.4	24.207	231.056	0.221	3.021	9.269	11.932	42.429	0.298	88.959	21.539	2.478	16.41	27.214	干层	长4+5!1^(2_1)
耿60	2389.250	18.68	81.32	28.629	27.807	24.094	229.754	0.275	3.191	9.716	11.806	42.394	0.293	83.356	21.445	2.477	16.25	27.753	油层	长4+5!1^(2_1)
耿60	2389.375	16.694	83.306	27.97	28.214	24.18	228.184	0.314	3.293	9.986	11.654	42.478	0.29	79.19	21.389	2.485	15.93	28.234	油层	长4+5!1^(2_1)
耿60	2389.500	15.759	84.241	24.983	26.112	24.504	227.293	0.317	3.07	9.999	11.568	44.441	0.306	78.166	21.404	2.506	15.42	26.179	油层	长4+5!1^(2_1)
耿60	2389.625	15.657	84.343	23.355	25.44	24.914	227.462	0.317	2.817	10.002	11.584	46.314	0.327	78.311	21.492	2.532	15.57	24.007	油层	长4+5!1^(2_1)
耿60	2389.750	16.105	83.895	25.443	27.927	24.889	228.463	0.309	2.924	9.948	11.681	45.442	0.321	79.826	21.603	2.545	15.72	24.607	油层	长4+5!1^(2_1)
耿60	2389.875	15.992	84.008	26.045	28.813	24.652	229.499	0.36	3.19	10.262	11.782	44.025	0.309	77.853	21.639	2.537	16.05	25.804	油层	长4+5!1^(2_1)
耿60	2390.000	15.316	84.684	26.119	27.333	24.059	230.257	0.417	3.417	10.562	11.855	43.552	0.307	75.728	21.639	2.517	15.97	26.09	油层	长4+5!1^(2_1)
耿60	2390.125	14.79	85.21	27.038	28.063	23.335	230.813	0.458	3.682	10.753	11.909	42.916	0.302	74.446	21.623	2.498	15.71	26.67	油层	长4+5!1^(2_1)
耿60	2390.250	14.26	85.74	29.562	28.966	22.983	231.343	0.519	4.105	11.006	11.96	41.353	0.286	72.542	21.578	2.49	16.16	28.551	油层	长4+5!1^(2_1)
耿60	2390.375	14.252	85.748	32.786	30.628	22.727	231.994	0.511	4.545	10.975	12.024	39.209	0.266	73.498	21.488	2.47	16.51	31.495	油层	长4+5!1^(2_1)
耿60	2390.500	14.254	85.746	33.132	31.317	22.122	232.423	0.545	4.825	11.104	12.065	38.158	0.257	72.683	21.472	2.458	16.62	32.994	油层	长4+5!1^(2_1)
耿60	2390.625	13.879	86.121	31.275	31.564	21.682	232.887	0.601	4.936	11.306	12.11	38.623	0.263	71.211	21.471	2.455	16.56	32.018	油层	长4+5!1^(2_1)
耿60	2390.750	13.106	86.894	29.955	31.645	21.542	232.338	0.668	4.872	11.52	12.057	39.73	0.272	68.603	21.473	2.459	16.38	30.483	油层	长4+5!1^(2_1)
耿60	2390.875	11.892	88.108	29.538	31.519	21.703	230.502	0.734	4.735	11.711	11.879	40.75	0.278	64.928	21.485	2.466	16.01	29.705	油层	长4+5!1^(2_1)
耿60	2391.000	10.695	89.305	28.229	32.0	22.113	227.221	0.704	4.32	11.627	11.561	42.399	0.284	62.448	21.532	2.468	15.23	28.753	油层	长4+5!1^(2_1)
耿60	2391.125	9.805	90.195	28.583	32.361	22.971	221.392	0.542	3.596	11.095	10.995	44.478	0.287	61.722	21.554	2.475	12.9	28.441	油层	长4+5!1^(2_1)
耿60	2391.250	9.483	90.517	29.294	31.902	23.766	217.804	0.446	3.191	10.697	10.647	45.225	0.283	61.953	21.576	2.504	10.92	29.009	油层	长4+5!1^(2_1)
耿60	2391.375	9.298	90.702	29.527	31.953	24.152	216.794	0.441	3.095	10.672	10.549	45.248	0.28	61.18	21.639	2.534	9.92	29.434	油层	长4+5!1^(2_1)
耿60	2391.500	8.866	91.134	29.631	32.424	24.702	215.915	0.457	3.024	10.747	10.464	45.439	0.279	59.584	21.708	2.55	10.71	29.59	油层	长4+5!1^(2_1)
耿60	2391.625	8.547	91.453	29.367	32.222	26.246	215.607	0.465	2.919	10.784	10.434	45.638	0.28	58.922	21.718	2.54	13.67	29.473	油层	长4+5!1^(2_1)
耿60	2391.750	8.855	91.145	27.368	30.569	26.861	217.139	0.464	2.829	10.78	10.583	46.147	0.289	60.494	21.722	2.499	15.69	28.168	油层	长4+5!1^(2_1)
耿60	2391.875	9.903	90.097	25.491	28.517	27.162	221.767	0.508	2.933	10.961	11.031	46.173	0.305	63.388	21.718	2.471	16.58	26.243	油层	长4+5!1^(2_1)
耿60	2392.000	11.036	88.964	23.754	26.57	27.384	226.807	0.59	3.063	11.266	11.52	46.11	0.321	65.502	21.718	2.46	16.63	24.449	油层	长4+5!1^(2_1)
耿60	2392.125	11.644	88.356	21.238	25.633	27.993	229.721	0.665	2.917	11.51	11.803	47.387	0.345	66.079	21.72	2.458	16.64	22.245	油层	长4+5!1^(2_1)
耿60	2392.250	11.658	88.342	19.064	23.656	29.098	231.118	0.748	2.594	11.75	11.939	49.577	0.374	65.167	21.72	2.459	16.98	19.934	油层	长4+5!1^(2_1)
耿60	2392.375	11.332	88.668	17.223	22.146	30.123	231.982	0.844	2.269	11.995	12.022	51.919	0.404	63.677	21.718	2.463	16.97	17.96	油层	长4+5!1^(2_1)
耿60	2392.500	11.115	88.885	16.026	21.389	30.841	232.623	0.891	2.012	12.107	12.085	53.9	0.43	63.245	21.72	2.461	17.21	16.505	油层	长4+5!1^(2_1)
耿60	2392.625	11.165	88.835	15.398	21.253	31.759	233.093	0.897	1.835	12.119	12.13	55.161	0.448	63.599	21.719	2.454	17.44	15.65	油层	长4+5!1^(2_1)
耿60	2392.750	11.242	88.758	15.559	21.837	33.049	233.796	0.936	1.784	12.206	12.198	55.169	0.451	63.469	21.718	2.449	17.63	15.494	油层	长4+5!1^(2_1)
耿60	2392.875	11.212	88.788	16.254	23.048	34.569	233.905	0.947	1.804	12.229	12.209	54.299	0.441	63.353	21.744	2.446	17.63	15.976	油层	长4+5!1^(2_1)
耿60	2393.000	11.337	88.663	17.589	24.847	36.087	234.039	0.92	1.905	12.172	12.222	52.53	0.42	64.036	21.817	2.442	17.43	17.054	油层	长4+5!1^(2_1)
耿60	2393.125	11.245	88.755	18.664	25.238	37.83	235.231	1.054	2.087	12.449	12.337	50.392	0.399	62.571	21.873	2.448	17.78	18.234	油层	长4+5!1^(2_1)
耿60	2393.250	11.523	88.477	22.225	27.124	39.434	235.685	0.962	2.362	12.262	12.382	47.146	0.362	64.82	21.934	2.46	17.91	20.799	油层	长4+5!1^(2_1)
耿60	2393.375	12.889	87.111	24.295	30.95	41.198	236.101	0.75	2.503	11.755	12.422	44.181	0.331	70.114	22.068	2.476	18.49	23.466	油层	长4+5!1^(2_1)
耿60	2393.500	15.685	84.315	28.139	27.226	43.615	237.397	0.5	2.483	10.931	12.548	41.201	0.302	79.333	22.23	2.49	18.91	26.6	油层	长4+5!1^(2_1)
耿60	2393.625	31.016	68.984	15.896	21.584	46.954	238.056	0.0	0.993	0.0	5.108	75.841	0.0	92.921	22.357	2.501	19.37	20.798	油层	长4+5!1^(2_1)
耿60	2393.750	51.091	48.909	15.077	23.694	51.091	241.602	0.0	0.01	0.0	0.1	99.9	0.0	110.219	22.395	2.506	21.36	15.405		长4+5!1^(2_2)
耿60	2393.875	67.314	32.686	13.448	16.368	54.628	253.416	0.0	0.01	0.0	0.1	99.9	0.0	122.306	22.554	2.314	28.29	14.1		长4+5!1^(2_2)
耿60	2394.000	78.18	21.82	10.914	11.372	56.966	262.302	0.0	0.01	0.0	0.1	99.9	0.0	128.082	22.666	2.236	33.61	11.929		长4+5!1^(2_2)
耿60	2394.125	80.712	19.288	9.622	10.332	58.595	267.25	0.0	0.01	0.0	0.1	99.9	0.0	127.278	23.667	2.192	36.1	10.139		长4+5!1^(2_2)
耿60	2394.250	77.106	22.894	11.325	11.6	59.758	271.207	0.0	0.01	0.0	0.1	99.9	0.0	123.529	25.135	2.207	33.16	10.643		长4+5!1^(2_2)
耿60	2394.375	73.131	26.869	8.233	7.055	60.607	278.635	0.0	0.01	0.0	0.1	99.9	0.0	121.204	26.137	2.302	25.21	9.471		长4+5!1^(2_2)
耿60	2394.500	71.704	28.296	7.875	6.925	61.325	291.163	0.0	0.01	0.0	0.1	99.9	0.0	120.984	26.132	2.339	25.29	8.018		长4+5!1^(2_2)
耿60	2394.625	71.96	28.04	8.991	7.567	62.042	296.444	0.0	0.01	0.0	0.1	99.9	0.0	121.454	25.388	2.346	27.15	8.544		长4+5!1^(2_2)
耿60	2394.750	74.189	25.811	9.473	8.376	63.051	288.06	0.0	0.01	0.0	0.1	99.9	0.0	123.898	23.804	2.365	31.03	9.28		长4+5!1^(2_2)
耿60	2394.875	80.389	19.611	12.138	9.066	64.33	283.214	0.0	0.01	0.0	0.1	99.9	0.0	129.617	22.815	2.372	32.11	11.071		长4+5!1^(2_2)
耿60	2395.000	92.728	7.272	12.266	9.813	65.612	287.026	0.0	0.01	0.0	0.1	99.9	0.0	139.278	22.788	2.373	29.87	12.215		长4+5!1^(2_2)
耿60	2395.125	99.457	0.543	11.52	10.867	66.459	289.895	0.0	0.01	0.0	0.1	99.9	0.0	152.214	22.794	2.409	28.69	11.819		长4+5!1^(2_2)
耿60	2395.250	99.9	0.1	10.877	10.402	66.869	285.518	0.0	0.01	0.0	0.1	99.9	0.0	158.552	22.716	2.435	27.74	11.134		长4+5!1^(2_2)
耿60	2395.375	99.9	0.1	11.586	12.628	67.792	277.129	0.0	0.01	0.0	0.1	99.9	0.0	162.556	22.452	2.45	27.23	11.302		长4+5!1^(2_2)
耿60	2395.500	99.9	0.1	11.598	18.315	68.628	269.173	0.0	0.01	0.0	0.1	99.9	0.0	162.773	22.261	2.475	25.83	11.593		长4+5!1^(2_2)
耿60	2395.625	99.9	0.1	15.826	19.161	69.225	261.476	0.0	0.01	0.0	0.1	99.9	0.0	157.848	22.175	2.505	23.48	14.133		长4+5!1^(2_2)
耿60	2395.750	99.9	0.1	12.745	15.958	69.662	252.532	0.0	0.01	0.0	0.1	99.9	0.0	147.092	22.141	2.534	20.74	13.978		长4+5!1^(2_2)
耿60	2395.875	91.343	8.657	11.745	13.485	70.226	242.935	0.0	0.01	0.0	0.1	99.9	0.0	130.95	22.099	2.566	18.77	12.145		长4+5!1^(2_2)
耿60	2396.000	73.39	26.61	9.102	9.894	69.907	235.891	0.0	0.01	0.0	0.1	99.9	0.0	116.015	22.069	2.569	19.09	10.16		长4+5!1^(2_2)
耿60	2396.125	42.947	57.053	8.822	10.022	69.17	231.846	0.0	0.087	0.0	7.167	84.806	0.0	106.537	22.024	2.556	19.05	8.934		长4+5!1^(2_2)
耿60	2396.250	25.942	74.058	10.793	12.311	68.75	229.12	0.0	0.178	0.0	11.745	71.123	0.0	99.74	21.996	2.535	18.68	10.004		长4+5!1^(2_2)
耿60	2396.375	22.665	77.335	14.968	16.795	68.658	227.85	0.0	0.308	0.0	11.622	62.622	0.0	92.887	21.991	2.514	18.21	13.296		长4+5!1^(2_2)
耿60	2396.500	19.399	80.601	15.236	18.471	68.313	227.819	0.0	0.406	0.0	11.619	58.175	0.0	84.493	21.994	2.495	17.93	15.129		长4+5!1^(2_2)
耿60	2396.625	16.753	83.247	17.095	21.315	67.544	227.69	0.0	0.493	0.0	11.606	56.072	0.0	78.882	21.992	2.483	18.94	16.351		长4+5!1^(2_2)
耿60	2396.750	15.05	84.95	18.522	23.736	67.482	226.519	0.0	0.571	0.0	11.492	53.926	0.0	75.385	21.994	2.492	19.42	17.951		长4+5!1^(2_2)
耿60	2396.875	14.263	85.737	22.194	25.933	67.467	224.377	0.0	0.656	0.0	11.285	51.076	0.0	74.936	22.046	2.506	19.02	20.724		长4+5!1^(2_2)
耿60	2397.000	13.953	86.047	27.313	30.144	67.567	220.184	0.0	0.719	0.0	10.878	47.746	0.0	75.545	22.099	2.528	17.72	25.263		长4+5!1^(2_2)
耿60	2397.125	13.779	86.221	39.823	37.076	67.969	217.766	0.0	0.85	0.0	10.643	41.81	0.0	75.331	22.112	2.559	15.51	34.814		长4+5!1^(2_2)
耿60	2397.250	13.677	86.323	60.303	49.779	68.738	219.285	0.0	0.981	0.0	10.791	33.917	0.0	74.321	22.113	2.588	12.19	52.103		长4+5!1^(2_2)
耿60	2397.375	12.739	87.261	49.029	60.826	69.204	219.81	0.0	1.047	0.0	10.842	32.916	0.0	70.057	22.117	2.61	12.81	53.543		长4+5!1^(2_2)
耿60	2397.500	11.127	88.873	46.009	61.939	69.744	215.354	0.0	0.965	0.0	10.409	36.182	0.0	66.43	22.116	2.584	14.99	47.218		长4+5!1^(2_2)
