井名	深度	GR	SP	SH	AT90	AC	PERM	POR	SW	DEN	RT	解释结论	层位
地213-67	2230.000	102.480	99.725	51.208	14.681	224.389	0.010	0.100	99.900	2.596	14.641		chang4+5
地213-67	2230.125	104.412	99.701	54.858	14.848	224.032	0.010	0.100	99.900	2.599	14.809		chang4+5
地213-67	2230.250	103.057	99.683	52.691	15.042	222.678	0.010	0.100	99.900	2.607	14.973		chang4+5
地213-67	2230.375	102.948	99.661	52.046	15.387	221.116	0.010	0.100	99.900	2.621	15.262		chang4+5
地213-67	2230.500	104.143	99.615	54.499	15.985	219.830	0.010	0.100	99.900	2.637	15.782		chang4+5
地213-67	2230.625	102.100	99.532	52.175	16.887	219.053	0.010	0.100	99.900	2.650	16.624		chang4+5
地213-67	2230.750	98.293	99.402	46.606	18.028	218.797	0.010	0.100	99.900	2.666	17.716		chang4+5
地213-67	2230.875	96.824	99.217	43.888	19.399	218.634	0.010	0.100	99.900	2.689	19.014		chang4+5
地213-67	2231.000	98.788	98.968	46.389	21.123	217.908	0.010	0.100	99.900	2.693	20.618		chang4+5
地213-67	2231.125	99.752	98.664	49.048	23.404	215.851	0.010	0.100	99.900	2.692	22.722		chang4+5
地213-67	2231.250	94.744	98.316	43.181	26.408	212.068	0.010	0.100	99.900	2.688	25.562		chang4+5
地213-67	2231.375	87.821	97.940	34.360	29.749	207.598	0.010	0.100	99.900	2.682	29.084		chang4+5
地213-67	2231.500	84.579	97.556	30.241	31.918	203.759	0.010	0.100	99.900	2.672	31.852		chang4+5
地213-67	2231.625	83.938	97.189	30.179	31.503	201.623	0.010	0.100	99.900	2.657	32.127		chang4+5
地213-67	2231.750	80.054	96.865	26.477	28.724	201.505	0.010	0.100	99.900	2.625	29.526		chang4+5
地213-67	2231.875	75.500	96.607	21.843	25.482	202.442	0.010	0.100	99.900	2.584	26.189		chang4+5
地213-67	2232.000	73.721	96.452	19.636	22.743	203.780	0.010	0.100	99.900	2.566	23.244		chang4+5
地213-67	2232.125	76.130	96.409	21.410	20.828	205.399	0.010	0.100	99.900	2.556	21.161		chang4+5
地213-67	2232.250	80.246	96.486	25.528	19.581	207.898	0.010	0.100	99.900	2.548	19.777		chang4+5
地213-67	2232.375	82.745	96.686	27.856	18.872	212.034	0.010	0.100	99.900	2.547	18.960		chang4+5
地213-67	2232.500	86.470	97.016	31.065	18.539	218.392	0.010	0.100	99.900	2.553	18.593		chang4+5
地213-67	2232.625	92.682	97.445	38.642	18.265	227.014	0.010	0.100	99.900	2.559	18.370		chang4+5
地213-67	2232.750	95.629	97.948	42.278	17.679	237.092	0.010	0.100	99.900	2.564	17.935	干层	chang4+5
地213-67	2232.875	99.247	98.496	45.495	16.538	246.605	0.010	0.100	99.900	2.567	16.870	干层	chang4+5
地213-67	2233.000	108.739	99.054	58.248	15.227	253.766	0.010	0.100	99.900	2.572	15.489	干层	chang4+5
地213-67	2233.125	118.226	99.586	76.340	14.351	257.386	0.010	0.100	99.900	2.579	14.400	干层	chang4+5
地213-67	2233.250	118.122	100.065	78.633	14.296	257.347	0.010	0.100	99.900	2.585	14.196	干层	chang4+5
地213-67	2233.375	110.683	100.469	66.067	14.650	255.567	0.010	0.100	99.900	2.588	14.609	干层	chang4+5
地213-67	2233.500	103.201	100.772	53.665	14.502	253.396	0.010	0.100	99.900	2.589	14.778	干层	chang4+5
地213-67	2233.625	100.823	100.982	48.345	13.238	251.386	0.010	0.100	99.900	2.588	13.626	干层	chang4+5
地213-67	2233.750	106.451	101.105	55.918	11.751	249.221	0.010	0.100	99.900	2.589	12.010	干层	chang4+5
地213-67	2233.875	112.324	101.150	66.119	10.891	246.528	0.010	0.100	99.900	2.600	10.930	干层	chang4+5
地213-67	2234.000	113.536	101.120	69.204	10.865	243.454	0.010	0.100	99.900	2.620	10.769	干层	chang4+5
地213-67	2234.125	110.803	101.030	65.505	11.342	240.355	0.010	0.100	99.900	2.642	11.167	干层	chang4+5
地213-67	2234.250	105.273	100.890	57.391	12.129	237.196	0.010	0.100	99.900	2.656	11.897	干层	chang4+5
地213-67	2234.375	98.802	100.703	47.616	13.135	233.307	0.010	0.100	99.900	2.662	12.865		chang4+5
地213-67	2234.500	95.532	100.476	42.814	14.353	228.114	0.010	0.100	99.900	2.658	13.990		chang4+5
地213-67	2234.625	93.865	100.225	41.886	16.206	222.252	0.010	0.100	99.900	2.635	15.503		chang4+5
地213-67	2234.750	87.341	99.973	34.358	19.427	218.981	0.010	0.100	99.900	2.578	18.431		chang4+5
地213-67	2234.875	81.558	99.742	27.222	22.993	222.802	0.010	0.100	99.900	2.462	22.578		chang4+5
地213-67	2235.000	82.056	99.565	26.936	23.261	236.547	0.010	0.100	99.900	2.310	24.303		chang4+5
地213-67	2235.125	87.551	99.458	31.666	18.812	258.155	0.010	0.100	99.900	2.217	19.965		chang4+5
地213-67	2235.250	97.455	99.429	43.200	14.464	278.786	0.010	0.100	99.900	2.204	15.166		chang4+5
地213-67	2235.375	106.361	99.477	55.761	12.018	287.671	0.010	0.100	99.900	2.224	12.244		chang4+5
地213-67	2235.500	112.787	99.592	66.125	11.422	280.286	0.010	0.100	99.900	2.261	11.302		chang4+5
地213-67	2235.625	116.475	99.742	74.117	12.240	260.111	0.010	0.100	99.900	2.314	11.800		chang4+5
地213-67	2235.750	113.663	99.898	70.975	14.300	236.921	0.010	0.100	99.900	2.381	13.628		chang4+5
地213-67	2235.875	106.422	100.034	58.190	17.036	219.953	0.010	0.100	99.900	2.455	16.422		chang4+5
地213-67	2236.000	104.595	100.125	53.579	19.382	211.092	0.010	0.100	99.900	2.534	18.978		chang4+5
地213-67	2236.125	109.141	100.164	61.286	20.818	208.119	0.010	0.100	99.900	2.598	20.659		chang4+5
地213-67	2236.250	108.922	100.154	62.948	21.269	208.669	0.010	0.100	99.900	2.617	21.320		chang4+5
地213-67	2236.375	102.281	100.099	52.611	20.925	211.868	0.010	0.100	99.900	2.613	21.108		chang4+5
地213-67	2236.500	98.978	100.005	45.943	20.224	217.833	0.010	0.100	99.900	2.608	20.348		chang4+5
地213-67	2236.625	103.910	99.890	53.170	19.895	224.910	0.010	0.100	99.900	2.604	19.831		chang4+5
地213-67	2236.750	105.479	99.767	57.121	20.343	229.612	0.010	0.100	99.900	2.602	20.098		chang4+5
地213-67	2236.875	100.120	99.651	50.636	21.281	230.446	0.010	0.100	99.900	2.593	21.120		chang4+5
地213-67	2237.000	90.974	99.565	38.533	21.499	229.201	0.010	0.100	99.900	2.570	21.790		chang4+5
地213-67	2237.125	86.045	99.524	30.710	19.877	229.708	0.010	0.100	99.900	2.525	20.578	干层	chang4+5
地213-67	2237.250	93.726	99.541	37.620	16.992	234.922	0.010	0.100	99.900	2.486	17.660	干层	chang4+5
地213-67	2237.375	108.229	99.621	57.310	14.490	242.450	0.010	0.100	99.900	2.493	14.878	干层	chang4+5
地213-67	2237.500	118.370	99.771	76.569	13.162	248.021	0.010	0.100	99.900	2.518	13.264	干层	chang4+5
地213-67	2237.625	117.993	99.970	79.051	12.966	248.040	0.010	0.100	99.900	2.550	12.841	干层	chang4+5
地213-67	2237.750	108.231	100.196	62.867	13.564	241.714	0.010	0.100	99.900	2.585	13.359	干层	chang4+5
地213-67	2237.875	97.644	100.426	47.121	14.408	232.995	0.010	0.100	99.900	2.618	14.210	干层	chang4+5
地213-67	2238.000	89.939	100.635	36.559	15.188	225.280	0.010	0.100	99.900	2.640	15.036	干层	chang4+5
地213-67	2238.125	88.706	100.806	33.373	15.773	220.764	0.010	0.100	99.900	2.643	15.671	干层	chang4+5
地213-67	2238.250	96.484	100.930	41.812	16.123	220.487	0.010	0.100	99.900	2.631	16.099	干层	chang4+5
地213-67	2238.375	106.268	101.006	55.503	16.061	224.116	0.010	0.100	99.900	2.622	16.198		chang4+5
地213-67	2238.500	113.127	101.030	66.690	15.314	232.071	0.010	0.100	99.900	2.621	15.626		chang4+5
地213-67	2238.625	119.149	101.015	74.653	13.921	244.043	0.010	0.100	99.900	2.624	14.327		chang4+5
地213-67	2238.750	133.390	100.970	99.900	12.310	257.314	0.010	0.100	99.900	2.630	12.638		chang4+5
地213-67	2238.875	153.254	100.901	99.900	11.105	266.601	0.010	0.100	99.900	2.632	11.272		chang4+5
地213-67	2239.000	165.241	100.809	99.900	10.581	268.062	0.010	0.100	99.900	2.626	10.579		chang4+5
地213-67	2239.125	162.010	100.695	99.900	10.732	261.107	0.010	0.100	99.900	2.615	10.586		chang4+5
地213-67	2239.250	144.575	100.560	99.900	11.407	249.247	0.010	0.100	99.900	2.599	11.195		chang4+5
地213-67	2239.375	126.973	100.402	96.699	12.293	239.142	0.010	0.100	99.900	2.578	12.078		chang4+5
地213-67	2239.500	119.342	100.218	78.393	13.110	234.438	0.010	0.100	99.900	2.556	12.975		chang4+5
地213-67	2239.625	121.615	100.014	80.491	13.564	235.863	0.010	0.100	99.900	2.530	13.535		chang4+5
地213-67	2239.750	130.394	99.799	96.800	13.618	242.309	0.010	0.100	99.900	2.503	13.657		chang4+5
地213-67	2239.875	142.452	99.585	99.900	13.405	251.520	0.010	0.100	99.900	2.467	13.493		chang4+5
地213-67	2240.000	155.833	99.388	99.900	12.959	262.517	0.010	0.100	99.900	2.416	13.125		chang4+5
地213-67	2240.125	167.748	99.223	99.900	12.217	273.228	0.010	0.100	99.900	2.356	12.433		chang4+5
地213-67	2240.250	176.167	99.095	99.900	11.406	279.058	0.010	0.100	99.900	2.306	11.532		chang4+5
地213-67	2240.375	170.130	99.006	99.900	11.077	276.305	0.010	0.100	99.900	2.293	11.008		chang4+5
地213-67	2240.500	142.762	98.954	99.900	11.597	264.169	0.010	0.100	99.900	2.330	11.296		chang4+5
地213-67	2240.625	111.875	98.920	70.981	13.052	245.985	0.010	0.100	99.900	2.399	12.551		chang4+5
地213-67	2240.750	94.877	98.889	42.931	15.140	228.202	0.010	0.100	99.900	2.474	14.634		chang4+5
地213-67	2240.875	90.161	98.846	36.468	17.132	215.928	0.010	0.100	99.900	2.533	16.738		chang4+5
地213-67	2241.000	88.799	98.783	17.398	18.685	209.913	0.010	9.915	68.794	2.574	18.378		chang4+5
地213-67	2241.125	84.950	98.703	15.563	20.026	207.931	0.010	9.705	67.737	2.606	19.655		chang4+5
地213-67	2241.250	78.599	98.620	12.676	21.821	206.733	0.010	9.608	65.776	2.627	21.200		chang4+5
地213-67	2241.375	71.802	98.553	9.751	25.037	204.282	0.010	9.390	63.311	2.643	23.785		chang4+5
地213-67	2241.500	65.419	98.529	6.982	31.036	200.731	0.010	9.047	59.172	2.661	28.996		chang4+5
地213-67	2241.625	62.221	98.564	5.504	39.693	197.457	0.010	8.697	53.803	2.676	37.487		chang4+5
地213-67	2241.750	62.139	98.665	5.233	46.630	196.361	0.010	8.549	48.926	2.688	46.671		chang4+5
地213-67	2241.875	65.165	98.836	6.059	44.622	197.894	0.010	8.664	48.464	2.692	46.501		chang4+5
地213-67	2242.000	72.271	99.079	8.686	36.813	201.351	0.010	8.988	51.516	2.687	38.681		chang4+5
地213-67	2242.125	79.933	99.382	12.367	29.809	205.306	0.010	9.383	55.577	2.675	30.905		chang4+5
地213-67	2242.250	82.568	99.737	14.044	25.708	208.463	0.010	9.705	58.511	2.661	26.343		chang4+5
地213-67	2242.375	82.424	100.142	14.094	23.297	210.739	0.010	9.931	60.495	2.647	23.701		chang4+5
地213-67	2242.500	83.649	100.603	14.699	21.702	212.777	1.441	10.121	61.771	2.638	22.017		chang4+5
地213-67	2242.625	86.124	101.116	31.598	20.421	215.466	0.010	0.100	99.900	2.636	20.707		chang4+5
地213-67	2242.750	87.716	101.677	33.211	19.244	219.615	0.010	0.100	99.900	2.633	19.518		chang4+5
地213-67	2242.875	90.347	102.279	35.478	18.109	225.067	0.010	0.100	99.900	2.628	18.377		chang4+5
地213-67	2243.000	96.186	102.908	42.128	17.026	231.115	0.010	0.100	99.900	2.621	17.263		chang4+5
地213-67	2243.125	102.847	103.533	50.976	16.099	236.592	0.010	0.100	99.900	2.612	16.275		chang4+5
地213-67	2243.250	108.573	104.118	59.553	15.455	240.471	0.010	0.100	99.900	2.603	15.545		chang4+5
地213-67	2243.375	112.699	104.626	66.788	15.119	243.268	0.010	0.100	99.900	2.595	15.171		chang4+5
地213-67	2243.500	113.464	105.005	69.513	14.870	246.370	0.010	0.100	99.900	2.580	14.954		chang4+5
地213-67	2243.625	110.427	105.241	63.244	14.407	251.607	0.010	0.100	99.900	2.546	14.605		chang4+5
地213-67	2243.750	113.551	105.328	65.248	13.485	260.581	0.010	0.100	99.900	2.496	13.783		chang4+5
地213-67	2243.875	128.277	105.271	88.336	12.219	272.396	0.010	0.100	99.900	2.435	12.543		chang4+5
地213-67	2244.000	152.662	105.074	99.900	10.974	284.796	0.010	0.100	99.900	2.380	11.192		chang4+5
地213-67	2244.125	174.902	104.779	99.900	10.255	294.168	0.010	0.100	99.900	2.336	10.285		chang4+5
地213-67	2244.250	180.206	104.418	99.900	10.370	296.681	0.010	0.100	99.900	2.308	10.163		chang4+5
地213-67	2244.375	168.290	104.014	99.900	11.441	293.038	0.010	0.100	99.900	2.303	11.021		chang4+5
地213-67	2244.500	150.691	103.581	99.900	13.067	286.262	0.010	0.100	99.900	2.325	12.767		chang4+5
地213-67	2244.625	136.636	103.129	99.900	13.955	280.133	0.010	0.100	99.900	2.357	14.016		chang4+5
地213-67	2244.750	128.966	102.658	99.582	13.597	276.320	0.010	0.100	99.900	2.373	13.763		chang4+5
地213-67	2244.875	123.357	102.165	88.667	13.152	272.229	0.010	0.100	99.900	2.380	13.073		chang4+5
地213-67	2245.000	115.328	101.642	74.669	13.784	264.901	0.010	0.100	99.900	2.389	13.401		chang4+5
地213-67	2245.125	104.221	101.091	57.017	15.560	253.547	0.010	0.100	99.900	2.408	14.995		chang4+5
地213-67	2245.250	91.952	100.516	40.988	17.808	240.547	0.010	0.100	99.900	2.446	17.347		chang4+5
地213-67	2245.375	78.651	99.926	15.085	19.482	229.780	2.965	11.925	57.497	2.506	19.265		chang4+5
地213-67	2245.500	69.051	99.334	9.959	20.075	222.858	2.247	11.197	59.265	2.568	20.169		chang4+5
地213-67	2245.625	65.861	98.758	8.092	19.472	219.398	1.936	10.824	61.581	2.613	19.780		chang4+5
地213-67	2245.750	68.092	98.216	8.813	18.120	218.095	1.829	10.685	64.377	2.628	18.499		chang4+5
地213-67	2245.875	69.864	97.723	9.553	16.588	217.562	1.785	10.625	67.626	2.614	16.922		chang4+5
地213-67	2246.000	69.842	97.309	9.580	15.222	217.518	1.776	10.614	70.660	2.594	15.530		chang4+5
地213-67	2246.125	69.091	96.987	9.365	13.956	218.007	1.802	10.650	73.559	2.576	14.248		chang4+5
地213-67	2246.250	67.531	96.776	8.952	12.827	219.286	1.884	10.757	76.267	2.564	13.032		chang4+5
地213-67	2246.375	64.785	96.690	8.076	12.128	221.834	2.054	10.970	77.603	2.555	12.177		chang4+5
地213-67	2246.500	63.131	96.763	7.562	12.103	226.815	2.426	11.394	75.788	2.550	11.976		chang4+5
地213-67	2246.625	66.384	96.982	12.586	12.711	236.025	0.010	0.100	99.900	2.546	12.507		chang4+5
地213-67	2246.750	78.787	97.334	21.505	13.395	251.295	0.010	0.100	99.900	2.507	13.355		chang4+5
地213-67	2246.875	99.486	97.799	43.114	13.324	270.608	0.010	0.100	99.900	2.415	13.522		chang4+5
地213-67	2247.000	120.867	98.353	76.878	12.442	289.586	0.010	0.100	99.900	2.321	12.698		chang4+5
地213-67	2247.125	133.984	98.954	99.900	11.520	301.751	0.010	0.100	99.900	2.241	11.630		chang4+5
地213-67	2247.250	131.240	99.566	99.900	11.289	300.888	0.010	0.100	99.900	2.199	11.171		chang4+5
地213-67	2247.375	121.941	100.166	85.897	12.035	289.218	0.010	0.100	99.900	2.200	11.659		chang4+5
地213-67	2247.500	115.128	100.732	72.134	13.624	272.284	0.010	0.100	99.900	2.234	13.225		chang4+5
地213-67	2247.625	112.344	101.259	66.933	15.002	256.967	0.010	0.100	99.900	2.298	14.886		chang4+5
地213-67	2247.750	111.757	101.747	65.108	15.204	248.084	0.010	0.100	99.900	2.400	15.370		chang4+5
地213-67	2247.875	113.770	102.195	68.772	14.574	244.328	0.010	0.100	99.900	2.495	14.678		chang4+5
地213-67	2248.000	113.790	102.602	70.154	14.275	243.262	0.010	0.100	99.900	2.525	14.245		chang4+5
地213-67	2248.125	109.750	102.970	63.300	14.381	243.284	0.010	0.100	99.900	2.541	14.371		chang4+5
地213-67	2248.250	107.272	103.297	58.397	14.281	244.213	0.010	0.100	99.900	2.550	14.411		chang4+5
地213-67	2248.375	108.881	103.578	60.317	13.709	245.607	0.010	0.100	99.900	2.556	13.869		chang4+5
地213-67	2248.500	112.352	103.798	65.637	13.212	246.085	0.010	0.100	99.900	2.563	13.202		chang4+5
