井名	深度	GR	SP	SH	AT90	AC	PERM	POR	SW	#DEPTH	CNL	DEN	RT	解释结论	层位
塬3	2286.000	110.943	52.1	50.541	8.263	262.236	0.01	0.1	99.9	2286.0	23.17	2.489	8.028	水层	chang3
塬3	2286.125	119.857	53.114	59.42	7.665	271.171	0.01	0.1	99.9	2286.13	27.27	2.482	7.558		chang3
塬3	2286.250	127.232	53.917	66.483	7.505	273.999	0.01	0.1	99.9	2286.25	31.114	2.495	7.503		chang3
塬3	2286.375	130.312	54.476	68.395	7.764	269.672	0.01	0.1	99.9	2286.38	32.493	2.527	7.873		chang4+5
塬3	2286.500	127.294	54.795	63.198	8.457	258.689	0.01	0.1	99.9	2286.5	30.237	2.564	8.68		chang4+5
塬3	2286.625	121.966	54.908	57.74	9.65	243.355	0.01	0.1	99.9	2286.63	26.324	2.597	10.012		chang4+5
塬3	2286.750	117.027	54.904	52.99	11.244	227.971	0.01	0.1	99.9	2286.75	23.8	2.616	11.69		chang4+5
塬3	2286.875	111.314	54.879	47.349	12.786	216.873	0.01	0.1	99.9	2286.88	21.836	2.62	13.159		chang4+5
塬3	2287.000	107.561	54.9	44.952	13.556	213.149	0.01	0.1	99.9	2287.0	20.025	2.613	13.651		chang4+5
塬3	2287.125	108.597	55.01	47.062	13.17	218.961	0.01	0.1	99.9	2287.13	19.446	2.596	12.952		chang4+5
塬3	2287.250	112.077	55.195	50.41	12.052	232.706	0.01	0.1	99.9	2287.25	20.335	2.562	11.718		chang4+5
塬3	2287.375	118.296	55.409	57.438	10.909	250.672	0.01	0.1	99.9	2287.38	22.902	2.507	10.635		chang4+5
塬3	2287.500	127.665	55.603	68.187	10.104	268.847	0.01	0.1	99.9	2287.5	26.567	2.447	9.935		chang4+5
塬3	2287.625	135.186	55.731	75.52	9.72	282.658	0.01	0.1	99.9	2287.63	30.07	2.401	9.663		chang4+5
塬3	2287.750	139.688	55.775	80.399	9.733	289.656	0.01	0.1	99.9	2287.75	32.844	2.379	9.773		chang4+5
塬3	2287.875	144.324	55.738	86.916	10.108	289.749	0.01	0.1	99.9	2287.88	34.569	2.385	10.241		chang4+5
塬3	2288.000	148.105	55.622	91.238	10.782	284.387	0.01	0.1	99.9	2288.0	34.132	2.413	10.983		chang4+5
塬3	2288.125	146.078	55.416	85.723	11.621	276.211	0.01	0.1	99.9	2288.13	31.295	2.453	11.849		chang4+5
塬3	2288.250	139.471	55.124	76.527	12.383	268.287	0.01	0.1	99.9	2288.25	28.046	2.49	12.563		chang4+5
塬3	2288.375	132.858	54.757	69.194	12.792	262.593	0.01	0.1	99.9	2288.38	26.445	2.51	12.854		chang4+5
塬3	2288.500	129.236	54.326	66.243	12.724	259.581	0.01	0.1	99.9	2288.5	26.673	2.519	12.658		chang4+5
塬3	2288.625	128.582	53.836	66.211	12.259	258.48	0.01	0.1	99.9	2288.63	27.469	2.526	12.105		chang4+5
塬3	2288.750	129.3	53.283	67.222	11.622	257.541	0.01	0.1	99.9	2288.75	27.449	2.536	11.45		chang4+5
塬3	2288.875	130.497	52.642	68.661	11.056	255.224	0.01	0.1	99.9	2288.88	26.048	2.552	10.924		chang4+5
塬3	2289.000	131.03	51.875	68.892	10.7	250.843	0.01	0.1	99.9	2289.0	23.568	2.571	10.632		chang4+5
塬3	2289.125	129.264	50.937	66.074	10.628	244.557	0.01	0.1	99.9	2289.13	21.122	2.587	10.639		chang4+5
塬3	2289.250	126.747	49.858	63.493	10.863	237.56	0.01	0.1	99.9	2289.25	19.604	2.596	10.955		chang4+5
塬3	2289.375	122.846	48.717	58.721	11.422	231.226	0.01	0.1	99.9	2289.38	19.004	2.599	11.6		chang4+5
塬3	2289.500	118.187	47.603	54.168	12.279	226.501	0.01	0.1	99.9	2289.5	18.974	2.599	12.528		chang4+5
塬3	2289.625	116.618	46.578	53.834	13.338	223.974	0.01	0.1	99.9	2289.63	19.138	2.601	13.629		chang4+5
塬3	2289.750	116.417	45.592	53.469	14.363	223.324	0.01	0.1	99.9	2289.75	19.186	2.602	14.615		chang4+5
塬3	2289.875	114.478	44.512	51.048	14.992	223.876	0.01	0.1	99.9	2289.88	19.071	2.597	15.102		chang4+5
塬3	2290.000	111.591	43.205	48.368	14.938	225.094	0.01	0.1	99.9	2290.0	19.029	2.582	14.849		chang4+5
塬3	2290.125	109.481	41.609	37.202	14.143	226.648	0.05	8.113	83.614	2290.13	19.218	2.563	13.865	干层	chang4+5
塬3	2290.250	106.942	39.849	34.041	12.857	228.417	0.083	8.995	78.029	2290.25	19.439	2.543	12.489	干层	chang4+5
塬3	2290.375	103.35	38.121	31.718	11.472	230.412	0.12	9.761	76.015	2290.38	19.493	2.525	11.118	干层	chang4+5
塬3	2290.500	101.262	36.553	30.916	10.281	232.619	0.164	10.464	74.657	2290.5	19.374	2.509	9.998	干层	chang4+5
塬3	2290.625	100.687	35.167	30.679	9.427	234.882	0.208	11.024	73.549	2290.63	19.092	2.495	9.242	干层	chang4+5
塬3	2290.750	98.583	33.869	29.019	8.945	236.923	0.243	11.391	72.54	2290.75	18.899	2.487	8.857	干层	chang4+5
塬3	2290.875	95.794	32.593	27.524	8.848	238.481	0.27	11.664	70.747	2290.88	19.132	2.48	8.861	干层	chang4+5
塬3	2291.000	93.436	31.393	26.255	9.131	239.398	0.298	11.927	67.748	2291.0	19.587	2.474	9.241	干层	chang4+5
塬3	2291.125	89.976	30.471	24.113	9.819	239.581	0.321	12.12	63.935	2291.13	19.594	2.469	10.038	干层	chang4+5
塬3	2291.250	86.794	30.02	22.664	10.854	239.157	0.337	12.246	60.0	2291.25	18.928	2.466	11.153	干层	chang4+5
塬3	2291.375	86.155	30.15	22.748	12.041	238.338	0.34	12.257	56.884	2291.38	18.096	2.466	12.355	干层	chang4+5
塬3	2291.500	88.752	30.889	24.574	13.013	237.336	0.328	12.141	55.418	2291.5	17.607	2.468	13.228	干层	chang4+5
塬3	2291.625	94.02	32.219	27.802	13.375	236.452	0.27	11.559	57.574	2291.63	17.471	2.48	13.396		chang4+5
塬3	2291.750	100.291	33.988	31.488	13.072	235.995	0.177	10.408	64.7	2291.75	17.453	2.505	12.932		chang4+5
塬3	2291.875	107.935	36.032	36.587	12.374	236.217	0.093	8.912	77.513	2291.88	17.579	2.538	12.168		chang4+5
塬3	2292.000	116.661	38.248	54.792	11.613	237.264	0.019	0.1	97.462	2292.0	18.084	2.572	11.42		chang4+5
塬3	2292.125	124.715	40.568	64.089	10.971	239.163	0.01	0.1	99.9	2292.13	19.211	2.599	10.819		chang4+5
塬3	2292.250	131.718	42.924	71.688	10.494	241.595	0.01	0.1	99.9	2292.25	20.72	2.61	10.386		chang4+5
塬3	2292.375	137.097	45.23	77.459	10.188	244.06	0.01	0.1	99.9	2292.38	22.105	2.605	10.126		chang4+5
塬3	2292.500	139.121	47.374	78.622	10.045	246.055	0.01	0.1	99.9	2292.5	23.009	2.596	10.022		chang4+5
塬3	2292.625	136.2	49.179	73.385	10.065	247.004	0.01	0.1	99.9	2292.63	23.459	2.59	10.087		chang4+5
塬3	2292.750	128.687	50.55	63.743	10.242	246.682	0.01	0.1	99.9	2292.75	23.841	2.589	10.302		chang4+5
塬3	2292.875	120.962	51.483	56.3	10.567	245.163	0.01	0.1	99.9	2292.88	24.065	2.593	10.666		chang4+5
塬3	2293.000	118.339	52.03	55.451	11.019	242.692	0.01	0.1	99.9	2293.0	23.704	2.596	11.147		chang4+5
塬3	2293.125	121.186	52.273	59.534	11.547	239.735	0.01	0.1	99.9	2293.13	22.759	2.594	11.689		chang4+5
塬3	2293.250	123.689	52.331	61.224	12.069	236.966	0.01	0.1	99.9	2293.25	21.39	2.584	12.2		chang4+5
塬3	2293.375	121.987	52.286	58.205	12.462	235.036	0.01	0.1	99.9	2293.38	19.702	2.571	12.546		chang4+5
塬3	2293.500	118.075	52.163	54.15	12.641	234.392	0.01	0.1	99.9	2293.5	18.291	2.558	12.665		chang4+5
塬3	2293.625	115.483	51.962	52.284	12.593	235.228	0.01	0.1	99.9	2293.63	17.974	2.549	12.559		chang4+5
塬3	2293.750	113.865	51.697	50.77	12.4	236.957	0.01	0.1	99.9	2293.75	18.582	2.545	12.339		chang4+5
塬3	2293.875	111.816	51.386	48.713	12.197	238.508	0.01	0.1	99.9	2293.88	19.486	2.543	12.149		chang4+5
塬3	2294.000	108.999	51.053	46.009	12.115	238.762	0.01	0.1	99.9	2294.0	20.232	2.542	12.11		chang4+5
塬3	2294.125	105.789	50.734	43.201	12.255	236.681	0.01	0.1	99.9	2294.13	20.454	2.539	12.316		chang4+5
塬3	2294.250	102.519	50.467	40.474	12.611	232.51	0.01	0.1	99.9	2294.25	20.136	2.537	12.723		chang4+5
塬3	2294.375	99.226	50.289	37.821	13.069	227.661	0.01	0.1	99.9	2294.38	19.502	2.536	13.193		chang4+5
塬3	2294.500	98.253	50.242	37.816	13.423	224.157	0.01	0.1	99.9	2294.5	18.744	2.535	13.496		chang4+5
塬3	2294.625	101.052	50.384	40.872	13.444	224.674	0.01	0.1	99.9	2294.63	18.141	2.531	13.409		chang4+5
塬3	2294.750	104.112	50.734	43.015	13.061	230.325	0.01	0.1	99.9	2294.75	18.147	2.523	12.922		chang4+5
塬3	2294.875	106.13	51.28	44.62	12.4	240.37	0.01	0.1	99.9	2294.88	19.114	2.507	12.208		chang4+5
塬3	2295.000	110.23	51.985	49.128	11.714	252.732	0.01	0.1	99.9	2295.0	21.169	2.488	11.544		chang4+5
塬3	2295.125	120.883	52.773	61.806	11.23	263.937	0.01	0.1	99.9	2295.13	24.329	2.476	11.131		chang4+5
塬3	2295.250	135.546	53.53	79.091	11.077	271.045	0.01	0.1	99.9	2295.25	28.142	2.476	11.073		chang4+5
塬3	2295.375	145.112	54.163	88.321	11.362	272.9	0.01	0.1	99.9	2295.38	30.981	2.486	11.482		chang4+5
塬3	2295.500	143.444	54.627	81.848	12.165	270.224	0.01	0.1	99.9	2295.5	30.777	2.496	12.427		chang4+5
塬3	2295.625	135.664	54.921	71.68	13.638	265.466	0.01	0.1	99.9	2295.63	28.035	2.502	14.093		chang4+5
塬3	2295.750	130.126	55.107	66.798	15.822	261.83	0.01	0.1	99.9	2295.75	25.856	2.499	16.458		chang4+5
塬3	2295.875	128.677	55.253	66.214	18.452	261.431	0.01	0.1	99.9	2295.88	25.851	2.485	19.164		chang4+5
塬3	2296.000	129.855	55.39	68.123	20.613	264.564	0.01	0.1	99.9	2296.0	27.285	2.47	21.083		chang4+5
塬3	2296.125	132.535	55.516	71.54	20.952	269.853	0.01	0.1	99.9	2296.13	29.145	2.464	20.809		chang4+5
塬3	2296.250	138.22	55.611	79.728	19.132	274.832	0.01	0.1	99.9	2296.25	30.885	2.468	18.459		chang4+5
塬3	2296.375	143.984	55.658	86.352	16.148	277.695	0.01	0.1	99.9	2296.38	31.757	2.48	15.31		chang4+5
塬3	2296.500	146.155	55.656	87.73	13.176	278.189	0.01	0.1	99.9	2296.5	30.866	2.488	12.444		chang4+5
塬3	2296.625	144.847	55.619	84.976	10.777	277.704	0.01	0.1	99.9	2296.63	28.705	2.489	10.22		chang4+5
塬3	2296.750	143.132	55.573	83.127	9.011	278.514	0.01	0.1	99.9	2296.75	27.464	2.48	8.612		chang4+5
塬3	2296.875	143.345	55.533	84.213	7.808	282.157	0.01	0.1	99.9	2296.88	28.556	2.462	7.548		chang4+5
塬3	2297.000	145.051	55.493	86.784	7.065	288.54	0.01	0.1	99.9	2297.0	31.102	2.439	6.912		chang4+5
塬3	2297.125	143.659	55.435	83.078	6.712	295.52	0.01	0.1	99.9	2297.13	32.863	2.416	6.658		chang4+5
塬3	2297.250	140.278	55.338	78.845	6.683	299.783	0.01	0.1	99.9	2297.25	33.069	2.401	6.704		chang4+5
塬3	2297.375	139.034	55.195	78.367	6.936	298.667	0.01	0.1	99.9	2297.38	32.635	2.395	7.028		chang4+5
塬3	2297.500	136.069	55.007	73.291	7.428	291.282	0.01	0.1	99.9	2297.5	32.319	2.401	7.578		chang4+5
塬3	2297.625	129.674	54.783	65.267	8.096	278.851	0.01	0.1	99.9	2297.63	32.049	2.415	8.284		chang4+5
塬3	2297.750	124.961	54.545	61.379	8.822	265.243	0.01	0.1	99.9	2297.75	31.026	2.43	9.011		chang4+5
塬3	2297.875	123.39	54.315	60.397	9.411	254.6	0.01	0.1	99.9	2297.88	28.79	2.437	9.542		chang4+5
塬3	2298.000	123.13	54.101	60.295	9.703	249.546	0.01	0.1	99.9	2298.0	25.714	2.433	9.745		chang4+5
塬3	2298.125	125.521	53.897	63.9	9.661	250.977	0.01	0.1	99.9	2298.13	23.307	2.42	9.618		chang4+5
塬3	2298.250	129.254	53.681	67.953	9.406	256.371	0.01	0.1	99.9	2298.25	23.069	2.407	9.326		chang4+5
塬3	2298.375	130.665	53.432	68.478	9.128	261.855	0.01	0.1	99.9	2298.38	24.858	2.414	9.06		chang4+5
塬3	2298.500	131.039	53.141	69.053	8.972	264.237	0.01	0.1	99.9	2298.5	27.245	2.441	8.948		chang4+5
塬3	2298.625	134.943	52.792	75.269	9.022	261.328	0.01	0.1	99.9	2298.63	28.554	2.479	9.058		chang4+5
塬3	2298.750	141.739	52.371	84.259	9.251	254.034	0.01	0.1	99.9	2298.75	28.076	2.521	9.326		chang4+5
塬3	2298.875	147.992	51.847	92.061	9.551	245.083	0.01	0.1	99.9	2298.88	26.448	2.559	9.63		chang4+5
塬3	2299.000	150.616	51.177	93.974	9.762	237.289	0.01	0.1	99.9	2299.0	24.645	2.581	9.801		chang4+5
塬3	2299.125	147.491	50.285	87.436	9.726	233.108	0.01	0.1	99.9	2299.13	23.218	2.583	9.688		chang4+5
塬3	2299.250	138.905	49.144	53.784	9.404	232.656	0.04	7.702	99.9	2299.25	22.238	2.571	9.293		chang4+5
塬3	2299.375	126.123	47.777	40.977	8.896	234.285	0.064	8.464	98.399	2299.38	21.642	2.554	8.751		chang4+5
塬3	2299.500	111.232	46.25	31.828	8.381	235.906	0.094	9.224	93.389	2299.5	21.285	2.537	8.255		chang4+5
塬3	2299.625	98.937	44.699	25.855	8.012	235.57	0.126	9.853	88.951	2299.63	20.744	2.522	7.935		chang4+5
塬3	2299.750	92.252	43.3	23.273	7.851	233.11	0.151	10.239	85.883	2299.75	19.788	2.513	7.831		chang4+5
塬3	2299.875	90.036	42.2	22.631	7.91	230.006	0.161	10.362	83.98	2299.88	18.794	2.509	7.946		chang4+5
塬3	2300.000	89.408	41.492	22.381	8.148	228.44	0.163	10.378	82.317	2300.0	18.354	2.509	8.225		chang4+5
塬3	2300.125	90.254	41.247	23.058	8.501	230.984	0.159	10.304	80.999	2300.13	18.74	2.51	8.601		chang4+5
塬3	2300.250	93.221	41.417	24.807	8.897	238.329	0.151	10.185	80.056	2300.25	19.691	2.513	9.002		chang4+5
塬3	2300.375	97.079	41.926	26.803	9.309	249.346	0.169	10.497	76.325	2300.38	20.885	2.507	9.418		chang4+5
塬3	2300.500	104.757	42.716	31.841	9.768	261.952	0.253	11.571	68.137	2300.5	22.754	2.484	9.893		chang4+5
塬3	2300.625	117.358	43.734	56.658	10.357	273.278	0.04	0.1	96.058	2300.63	26.347	2.45	10.527		chang4+5
塬3	2300.750	126.569	44.872	65.716	11.181	281.316	0.01	0.1	99.9	2300.75	30.606	2.418	11.421		chang4+5
塬3	2300.875	127.444	45.996	64.233	12.392	285.515	0.01	0.1	99.9	2300.88	32.267	2.401	12.752		chang4+5
塬3	2301.000	125.672	46.99	62.584	14.116	286.427	0.01	0.1	99.9	2301.0	30.167	2.392	14.617		chang4+5
塬3	2301.125	125.626	47.74	63.149	16.432	285.175	0.01	0.1	99.9	2301.13	27.205	2.388	17.095		chang4+5
塬3	2301.250	126.255	48.226	63.752	19.178	282.97	0.01	0.1	99.9	2301.25	26.736	2.391	19.922		chang4+5
塬3	2301.375	127.095	48.49	64.802	21.566	280.219	0.01	0.1	99.9	2301.38	29.425	2.403	22.111		chang4+5
塬3	2301.500	128.644	48.578	66.745	22.368	276.417	0.01	0.1	99.9	2301.5	33.038	2.424	22.372		chang4+5
塬3	2301.625	127.923	48.523	64.769	20.973	270.38	0.01	0.1	99.9	2301.63	33.704	2.46	20.389		chang4+5
塬3	2301.750	122.222	48.359	57.348	18.493	261.6	0.01	0.1	99.9	2301.75	30.772	2.512	17.813		chang4+5
塬3	2301.875	114.035	48.097	49.323	16.259	250.614	0.01	0.1	99.9	2301.88	26.714	2.565	15.74		chang4+5
塬3	2302.000	106.866	47.724	43.44	14.715	238.863	0.01	0.1	99.9	2302.0	23.357	2.597	14.386		chang4+5
塬3	2302.125	102.719	47.214	40.74	13.813	228.955	0.01	0.1	99.9	2302.13	21.407	2.605	13.637		chang4+5
塬3	2302.250	101.107	46.585	39.821	13.365	223.189	0.01	0.1	99.9	2302.25	20.687	2.597	13.286		chang4+5
塬3	2302.375	98.166	45.902	36.816	13.244	222.733	0.01	0.1	99.9	2302.38	20.734	2.581	13.242		chang4+5
塬3	2302.500	91.431	45.27	31.023	13.404	227.472	0.01	0.1	99.9	2302.5	21.024	2.564	13.472		chang4+5
塬3	2302.625	83.589	44.842	25.779	13.914	235.958	0.01	0.1	99.9	2302.63	21.225	2.547	14.085		chang4+5
塬3	2302.750	80.815	44.706	25.253	14.905	245.266	0.01	0.1	99.9	2302.75	22.153	2.532	15.215		chang4+5
塬3	2302.875	87.3	44.856	31.541	16.456	252.615	0.01	0.1	99.9	2302.88	24.671	2.513	16.916		chang4+5
塬3	2303.000	100.566	45.221	42.906	18.246	256.424	0.01	0.1	99.9	2303.0	27.77	2.489	18.714		chang4+5
塬3	2303.125	111.94	45.677	51.628	19.122	256.38	0.01	0.1	99.9	2303.13	29.261	2.473	19.204		chang4+5
塬3	2303.250	114.813	46.101	51.824	18.218	254.39	0.01	0.1	99.9	2303.25	28.762	2.467	17.791		chang4+5
塬3	2303.375	110.493	46.422	46.597	15.922	253.221	0.01	0.1	99.9	2303.38	27.438	2.468	15.223		chang4+5
塬3	2303.500	106.453	46.628	43.906	13.325	255.128	0.01	0.1	99.9	2303.5	26.049	2.464	12.665		chang4+5
塬3	2303.625	108.665	46.741	47.627	11.183	261.437	0.01	0.1	99.9	2303.63	25.256	2.447	10.689		chang4+5
塬3	2303.750	113.806	46.82	52.377	9.69	270.648	0.01	0.1	99.9	2303.75	25.806	2.415	9.366		chang4+5
塬3	2303.875	116.835	46.917	54.431	8.859	279.335	0.01	0.1	99.9	2303.88	27.534	2.389	8.709		chang4+5
塬3	2304.000	116.779	47.065	53.645	8.638	283.591	0.01	0.1	99.9	2304.0	28.669	2.385	8.637		chang4+5
塬3	2304.125	114.251	47.27	50.709	9.07	279.043	0.01	0.1	99.9	2304.13	27.413	2.408	9.251		chang4+5
塬3	2304.250	110.631	47.505	47.306	10.351	264.887	0.01	0.1	99.9	2304.25	24.582	2.455	10.776		chang4+5
塬3	2304.375	107.189	47.738	44.405	13.201	243.578	0.01	0.1	99.9	2304.38	21.924	2.519	14.131		chang4+5
塬3	2304.500	104.681	47.954	42.526	19.644	219.39	0.01	0.1	99.9	2304.5	19.84	2.569	21.768		chang4+5
塬3	2304.625	100.913	48.154	38.858	37.373	198.568	0.018	6.325	61.984	2304.63	17.85	2.598	43.48		chang4+5
塬3	2304.750	93.122	48.348	32.003	63.848	185.806	0.012	5.658	50.955	2304.75	15.485	2.615	71.192		chang4+5
塬3	2304.875	80.761	48.542	22.95	67.98	182.649	0.01	5.402	55.906	2304.88	12.893	2.622	65.26		chang4+5
塬3	2305.000	70.296	48.744	17.573	52.981	187.74	0.01	5.474	64.699	2305.0	10.815	2.621	48.374		chang4+5
塬3	2305.125	66.752	48.975	16.678	41.642	197.178	0.011	5.659	69.03	2305.13	10.148	2.617	39.702		chang4+5
塬3	2305.250	68.743	49.259	18.429	38.229	205.814	0.014	5.933	67.366	2305.25	10.635	2.611	37.979		chang4+5
塬3	2305.375	73.783	49.603	21.78	35.98	210.178	0.014	5.98	69.126	2305.38	10.969	2.609	35.193		chang4+5
塬3	2305.500	78.195	50.006	24.135	30.647	209.695	0.015	6.033	75.731	2305.5	10.554	2.608	28.9		chang4+5
塬3	2305.625	77.323	50.455	22.442	25.674	206.6	0.015	6.062	81.483	2305.63	9.931	2.607	24.658		chang4+5
塬3	2305.750	71.996	50.941	18.815	23.246	205.053	0.016	6.162	83.334	2305.75	9.66	2.605	22.848		chang4+5
塬3	2305.875	65.121	51.465	14.888	21.24	208.5	0.021	6.559	82.824	2305.88	9.848	2.597	20.644		chang4+5
塬3	2306.000	61.116	52.032	13.454	18.534	218.119	0.032	7.206	81.593	2306.0	10.767	2.583	17.765		chang4+5
塬3	2306.125	64.26	52.631	16.315	15.959	232.521	0.051	8.048	78.751	2306.13	13.233	2.564	15.35		chang4+5
塬3	2306.250	75.319	53.222	24.092	14.064	247.49	0.015	0.1	97.38	2306.25	17.06	2.541	13.642		chang4+5
塬3	2306.375	91.632	53.755	36.292	12.815	258.622	0.01	0.1	99.9	2306.38	20.617	2.521	12.55		chang4+5
塬3	2306.500	105.94	54.201	46.897	12.041	263.25	0.01	0.1	99.9	2306.5	22.957	2.513	11.879		chang4+5
塬3	2306.625	110.492	54.551	48.035	11.584	260.61	0.01	0.1	99.9	2306.63	24.53	2.518	11.492		chang4+5
塬3	2306.750	107.866	54.831	44.787	11.304	253.523	0.01	0.1	99.9	2306.75	25.599	2.533	11.243		chang4+5
塬3	2306.875	106.252	55.058	44.301	11.054	246.042	0.01	0.1	99.9	2306.88	25.715	2.552	10.987		chang4+5
塬3	2307.000	108.551	55.22	47.19	10.726	241.304	0.01	0.1	99.9	2307.0	24.836	2.566	10.63		chang4+5
塬3	2307.125	113.496	55.287	52.219	10.297	241.265	0.01	0.1	99.9	2307.13	23.837	2.574	10.177		chang4+5
塬3	2307.250	118.449	55.266	56.74	9.851	244.934	0.01	0.1	99.9	2307.25	23.424	2.576	9.738		chang4+5
塬3	2307.375	121.253	55.202	58.843	9.527	249.693	0.01	0.1	99.9	2307.38	23.456	2.579	9.461		chang4+5
塬3	2307.500	120.613	55.159	57.177	9.441	252.935	0.01	0.1	99.9	2307.5	23.464	2.586	9.445		chang4+5
塬3	2307.625	117.771	55.198	54.072	9.693	252.378	0.01	0.1	99.9	2307.63	22.924	2.596	9.796		chang4+5
塬3	2307.750	114.619	55.334	51.123	10.317	247.895	0.01	0.1	99.9	2307.75	21.718	2.604	10.515		chang4+5
塬3	2307.875	111.038	55.539	47.645	11.309	240.937	0.01	0.1	99.9	2307.88	20.423	2.609	11.603		chang4+5
塬3	2308.000	106.5	55.777	43.446	12.573	233.46	0.01	0.1	99.9	2308.0	19.741	2.611	12.922		chang4+5
塬3	2308.125	102.365	56.003	40.268	13.805	227.779	0.01	0.1	99.9	2308.13	19.806	2.609	14.107		chang4+5
塬3	2308.250	102.126	56.185	41.238	14.518	225.23	0.01	0.1	99.9	2308.25	20.202	2.605	14.632		chang4+5
塬3	2308.375	104.911	56.314	43.921	14.273	226.021	0.01	0.1	99.9	2308.38	20.535	2.597	14.102		chang4+5
塬3	2308.500	106.836	56.399	45.06	13.298	229.608	0.01	0.1	99.9	2308.5	20.724	2.585	12.995		chang4+5
塬3	2308.625	108.134	56.459	46.286	12.186	234.821	0.01	0.1	99.9	2308.63	21.194	2.57	11.906		chang4+5
塬3	2308.750	111.836	56.517	50.506	11.361	239.965	0.01	0.1	99.9	2308.75	22.186	2.56	11.186		chang4+5
塬3	2308.875	117.216	56.584	55.793	11.003	243.527	0.01	0.1	99.9	2308.88	23.091	2.559	10.959		chang4+5
塬3	2309.000	121.583	56.656	59.687	11.104	244.579	0.01	0.1	99.9	2309.0	23.292	2.556	11.173		chang4+5
塬3	2309.125	121.833	56.715	58.489	11.594	242.785	0.01	0.1	99.9	2309.13	23.137	2.548	11.757		chang4+5
塬3	2309.250	120.701	56.736	57.622	12.298	239.297	0.01	0.1	99.9	2309.25	23.579	2.539	12.493		chang4+5
塬3	2309.375	122.148	56.701	60.032	12.954	236.084	0.01	0.1	99.9	2309.38	24.804	2.532	13.109		chang4+5
塬3	2309.500	124.055	56.605	61.647	13.287	235.099	0.01	0.1	99.9	2309.5	25.659	2.528	13.332		chang4+5
塬3	2309.625	122.496	56.466	58.761	13.11	238.095	0.01	0.1	99.9	2309.63	24.741	2.528	13.009		chang4+5
塬3	2309.750	118.268	56.336	54.19	12.499	244.706	0.01	0.1	99.9	2309.75	22.587	2.537	12.305		chang4+5
塬3	2309.875	115.146	56.273	51.845	11.762	252.804	0.01	0.1	99.9	2309.88	21.243	2.548	11.573		chang4+5
塬3	2310.000	116.186	56.313	54.109	11.237	259.542	0.01	0.1	99.9	2310.0	21.874	2.555	11.133		chang4+5
塬3	2310.125	122.635	56.47	62.157	11.144	261.586	0.01	0.1	99.9	2310.13	23.764	2.56	11.168		chang4+5
塬3	2310.250	132.226	56.697	73.402	11.532	258.056	0.01	0.1	99.9	2310.25	24.94	2.565	11.68		chang4+5
塬3	2310.375	139.258	56.928	80.319	12.297	250.799	0.01	0.1	99.9	2310.38	24.311	2.567	12.527		chang4+5
塬3	2310.500	138.63	57.115	76.571	13.128	243.456	0.01	0.1	99.9	2310.5	22.911	2.563	13.335		chang4+5
塬3	2310.625	132.636	57.223	68.627	13.476	241.509	0.01	0.1	99.9	2310.63	22.744	2.546	13.497		chang4+5
塬3	2310.750	129.002	57.258	66.169	13.027	248.378	0.01	0.1	99.9	2310.75	24.081	2.51	12.828		chang4+5
塬3	2310.875	133.38	57.236	74.044	11.917	264.116	0.01	0.1	99.9	2310.88	25.715	2.448	11.574		chang4+5
塬3	2311.000	145.767	57.165	92.539	10.58	285.763	0.01	0.1	99.9	2311.0	27.27	2.375	10.229		chang4+5
塬3	2311.125	162.46	57.04	99.308	9.419	307.005	0.01	0.1	99.9	2311.13	30.038	2.314	9.147		chang4+5
塬3	2311.250	176.496	56.867	99.9	8.622	321.052	0.01	0.1	99.9	2311.25	34.625	2.282	8.454		chang4+5
塬3	2311.375	177.788	56.66	99.9	8.268	323.568	0.01	0.1	99.9	2311.38	38.725	2.285	8.222		chang4+5
塬3	2311.500	164.642	56.445	99.9	8.347	313.696	0.01	0.1	99.9	2311.5	39.46	2.319	8.408		chang4+5
塬3	2311.625	145.032	56.253	78.985	8.857	293.976	0.01	0.1	99.9	2311.63	36.346	2.374	9.033		chang4+5
塬3	2311.750	130.524	56.106	65.255	9.797	271.14	0.01	0.1	99.9	2311.75	31.561	2.438	10.083		chang4+5
塬3	2311.875	123.773	56.011	59.827	11.137	252.184	0.01	0.1	99.9	2311.88	27.284	2.495	11.522		chang4+5
塬3	2312.000	120.923	55.967	57.519	12.694	241.773	0.01	0.1	99.9	2312.0	24.247	2.535	13.11		chang4+5
塬3	2312.125	120.438	55.967	57.658	13.949	242.622	0.01	0.1	99.9	2312.13	22.708	2.549	14.22		chang4+5
塬3	2312.250	124.247	55.995	63.102	14.357	252.377	0.01	0.1	99.9	2312.25	22.616	2.539	14.364		chang4+5
塬3	2312.375	134.026	56.032	76.192	13.826	266.239	0.01	0.1	99.9	2312.38	23.626	2.512	13.601		chang4+5
塬3	2312.500	149.116	56.066	97.314	12.802	279.564	0.01	0.1	99.9	2312.5	25.345	2.482	12.512		chang4+5
塬3	2312.625	162.818	56.083	99.9	11.835	287.757	0.01	0.1	99.9	2312.63	27.418	2.456	11.607		chang4+5
塬3	2312.750	169.089	56.073	99.9	11.241	288.979	0.01	0.1	99.9	2312.75	29.047	2.443	11.131		chang4+5
塬3	2312.875	167.906	56.02	99.9	11.166	283.726	0.01	0.1	99.9	2312.88	29.03	2.454	11.201		chang4+5
塬3	2313.000	159.363	55.907	99.9	11.604	273.552	0.01	0.1	99.9	2313.0	27.121	2.48	11.765	水层	chang4+5
