井名	深度	GR	SP	SH	AT90	AC	PERM	POR	SW	#DEPTH	CNL	DEN	RT	解释结论	层位
塬3	2395.125	116.628	55.797	60.146	15.58	241.87	0.01	0.1	99.9	2395.13	23.917	2.598	16.034	干层	chang4+5
塬3	2395.250	111.876	55.575	54.714	17.446	234.422	0.01	0.1	99.9	2395.25	22.646	2.599	17.95	干层	chang4+5
塬3	2395.375	106.475	55.294	49.03	19.026	227.509	0.01	0.1	99.9	2395.38	20.644	2.603	19.381	差油层	chang4+5
塬3	2395.500	101.734	54.998	44.784	19.541	223.238	0.01	0.1	99.9	2395.5	18.829	2.606	19.541	差油层	chang4+5
塬3	2395.625	99.958	54.746	44.064	18.605	223.885	0.01	0.1	99.9	2395.63	18.215	2.605	18.214	差油层	chang4+5
塬3	2395.750	102.896	54.578	48.184	16.66	229.883	0.01	0.1	99.9	2395.75	18.943	2.601	16.085	差油层	chang4+5
塬3	2395.875	109.668	54.503	55.98	14.465	240.116	0.01	0.1	99.9	2395.88	20.574	2.587	13.897	差油层	chang4+5
塬3	2396.000	118.605	54.501	66.676	12.519	252.64	0.01	0.1	99.9	2396.0	22.583	2.577	12.052	差油层	chang4+5
塬3	2396.125	126.872	54.535	76.413	11.048	264.47	0.01	0.1	99.9	2396.13	24.29	2.569	10.718	差油层	chang4+5
塬3	2396.250	130.681	54.558	79.423	10.057	272.836	0.01	0.1	99.9	2396.25	25.558	2.564	9.843	差油层	chang4+5
塬3	2396.375	130.565	54.531	78.304	9.513	276.044	0.01	0.1	99.9	2396.38	26.649	2.56	9.415	差油层	chang4+5
塬3	2396.500	129.443	54.428	76.819	9.391	273.603	0.01	0.1	99.9	2396.5	27.342	2.558	9.399	差油层	chang4+5
塬3	2396.625	128.48	54.22	75.625	9.696	265.988	0.01	0.1	99.9	2396.63	27.064	2.562	9.818	差油层	chang4+5
塬3	2396.750	125.177	53.909	70.12	10.433	255.433	0.01	0.1	99.9	2396.75	25.816	2.571	10.666	差油层	chang4+5
塬3	2396.875	120.511	53.514	64.513	11.608	244.533	0.01	0.1	99.9	2396.88	24.218	2.578	11.958	差油层	chang4+5
塬3	2397.000	117.383	53.057	61.581	13.108	235.279	0.01	0.1	99.9	2397.0	22.795	2.584	13.522	差油层	chang4+5
塬3	2397.125	116.181	52.558	60.699	14.695	229.332	0.01	0.1	99.9	2397.13	21.641	2.589	15.106	差油层	chang4+5
塬3	2397.250	114.036	52.034	57.586	16.118	226.854	0.01	0.1	99.9	2397.25	20.706	2.588	16.463	差油层	chang4+5
塬3	2397.375	109.857	51.497	52.658	17.28	227.066	0.01	0.1	99.9	2397.38	20.257	2.584	17.555	差油层	chang4+5
塬3	2397.500	106.588	50.96	49.978	18.352	229.003	0.01	0.1	99.9	2397.5	20.836	2.573	18.632	差油层	chang4+5
塬3	2397.625	106.701	50.448	51.115	19.747	231.715	0.01	0.1	99.9	2397.63	21.991	2.553	20.159	差油层	chang4+5
塬3	2397.750	106.952	49.991	50.805	21.89	234.557	0.01	0.1	99.9	2397.75	22.416	2.514	22.533	差油层	chang4+5
塬3	2397.875	102.668	49.611	30.583	25.189	237.348	0.193	11.073	55.413	2397.88	21.714	2.495	26.175	差油层	chang4+5
塬3	2398.000	94.498	49.32	23.785	29.813	240.188	0.281	11.818	43.302	2398.0	20.599	2.478	31.145	差油层	chang4+5
塬3	2398.125	86.703	49.114	20.309	35.154	243.164	0.369	12.567	37.548	2398.13	20.016	2.461	36.576	差油层	chang4+5
塬3	2398.250	84.962	48.965	20.505	39.141	246.124	0.479	13.331	33.826	2398.25	20.302	2.443	39.943	差油层	chang4+5
塬3	2398.375	89.083	48.84	23.015	38.764	248.734	0.613	14.093	32.722	2398.38	21.04	2.426	38.122	差油层	chang4+5
塬3	2398.500	91.704	48.723	23.653	34.47	250.67	0.711	14.544	33.969	2398.5	21.584	2.415	33.068	差油层	chang4+5
塬3	2398.625	88.083	48.608	21.041	29.253	251.713	0.689	14.368	37.246	2398.63	21.497	2.417	27.926	差油层	chang4+5
塬3	2398.750	82.163	48.498	18.383	25.206	252.044	0.599	13.881	41.192	2398.75	20.812	2.427	24.321	差油层	chang4+5
塬3	2398.875	80.653	48.398	18.486	22.96	251.952	0.508	13.361	44.388	2398.88	20.024	2.439	22.559	差油层	chang4+5
塬3	2399.000	87.814	48.31	23.062	22.357	251.483	0.434	12.897	46.201	2399.0	19.883	2.45	22.349	差油层	chang4+5
塬3	2399.125	102.266	48.246	31.456	23.24	250.093	0.384	12.558	46.21	2399.13	20.785	2.458	23.613	差油层	chang4+5
塬3	2399.250	114.194	48.217	37.252	25.528	246.918	0.356	12.359	44.598	2399.25	21.841	2.463	26.256	差油层	chang4+5
塬3	2399.375	117.99	48.241	38.208	29.817	241.155	0.315	11.997	42.126	2399.38	21.976	2.471	31.165	差油层	chang4+5
塬3	2399.500	113.824	48.328	34.508	38.781	232.475	0.236	11.171	38.981	2399.5	21.512	2.488	41.702		chang4+5
塬3	2399.625	105.714	48.479	29.669	60.898	221.458	0.035	0.1	92.717	2399.63	21.253	2.537	68.351		chang4+5
塬3	2399.750	95.626	48.675	24.128	99.195	210.167	0.01	0.1	99.9	2399.75	20.671	2.561	110.653		chang4+5
塬3	2399.875	84.821	48.894	19.009	113.44	201.196	0.01	0.1	99.9	2399.88	18.645	2.571	112.447		chang4+5
塬3	2400.000	75.309	49.127	15.077	98.932	196.733	0.01	0.1	99.9	2400.0	15.3	2.561	93.484		chang4+5
塬3	2400.125	69.182	49.381	13.003	83.463	198.526	0.01	0.1	99.9	2400.13	12.486	2.542	80.309		chang4+5
塬3	2400.250	67.553	49.669	12.831	73.847	205.735	0.01	0.1	99.9	2400.25	11.914	2.524	71.746		chang4+5
塬3	2400.375	70.486	49.997	14.506	65.544	215.931	0.137	10.233	42.607	2400.38	13.355	2.513	63.353		chang4+5
塬3	2400.500	78.148	50.36	18.366	56.619	226.423	0.158	10.298	37.365	2400.5	15.435	2.511	54.223		chang4+5
塬3	2400.625	89.669	50.738	24.228	48.1	234.321	0.162	10.363	40.316	2400.63	17.098	2.509	45.997		chang4+5
塬3	2400.750	100.869	51.107	29.727	41.344	238.337	0.166	10.425	43.069	2400.75	18.218	2.508	39.8		chang4+5
塬3	2400.875	107.145	51.448	32.276	36.92	238.806	0.178	10.606	44.542	2400.88	19.181	2.504	36.01		chang4+5
塬3	2401.000	107.962	51.759	32.015	34.732	236.927	0.206	10.98	44.119	2401.0	20.021	2.496	34.371		chang4+5
塬3	2401.125	104.602	52.056	29.613	34.577	234.341	0.24	11.368	42.393	2401.13	20.297	2.487	34.731		chang4+5
塬3	2401.250	99.097	52.366	26.525	36.153	232.319	0.256	11.508	40.628	2401.25	19.914	2.483	36.717		chang4+5
塬3	2401.375	92.67	52.714	23.188	38.948	231.222	0.236	11.243	39.791	2401.38	19.141	2.488	39.771		chang4+5
塬3	2401.500	87.008	53.11	20.683	41.782	230.678	0.181	10.531	40.907	2401.5	18.201	2.503	42.466		chang4+5
塬3	2401.625	83.796	53.551	19.541	43.012	229.964	0.116	9.451	45.03	2401.63	17.16	2.527	43.111		chang4+5
塬3	2401.750	84.188	54.015	20.204	41.898	228.671	0.066	8.273	52.397	2401.75	16.302	2.554	41.374		chang4+5
塬3	2401.875	89.297	54.483	23.287	39.565	227.008	0.035	7.141	62.52	2401.88	16.197	2.58	38.91		chang4+5
塬3	2402.000	98.669	54.949	44.065	38.158	225.666	0.013	0.1	95.663	2402.0	16.828	2.601	37.968		chang4+5
塬3	2402.125	106.485	55.424	52.096	38.065	225.725	0.01	0.1	99.9	2402.13	17.459	2.614	38.141		chang4+5
塬3	2402.250	109.319	55.915	53.637	32.396	227.737	0.01	0.1	99.9	2402.25	17.873	2.623	29.986		chang4+5
塬3	2402.375	110.749	56.415	55.384	21.872	231.519	0.01	0.1	99.9	2402.38	18.634	2.625	18.942		chang4+5
塬3	2402.500	115.154	56.901	61.504	14.6	236.33	0.01	0.1	99.9	2402.5	20.099	2.621	13.341	干层	chang4+5
塬3	2402.625	120.433	57.329	67.353	12.058	240.853	0.01	0.1	99.9	2402.63	21.705	2.615	11.76	干层	chang4+5
塬3	2402.750	121.166	57.669	66.159	11.616	243.88	0.01	0.1	99.9	2402.75	22.647	2.608	11.612	干层	chang4+5
塬3	2402.875	118.753	57.912	62.989	11.984	244.818	0.01	0.1	99.9	2402.88	22.867	2.601	12.139	干层	chang4+5
塬3	2403.000	116.326	58.066	60.392	12.954	243.789	0.01	0.1	99.9	2403.0	22.859	2.597	13.264	干层	chang4+5
塬3	2403.125	114.575	58.147	58.636	14.588	241.638	0.01	0.1	99.9	2403.13	22.991	2.598	15.081	干层	chang4+5
塬3	2403.250	112.688	58.185	56.387	16.874	239.782	0.01	0.1	99.9	2403.25	23.33	2.599	17.529	干层	chang4+5
塬3	2403.375	110.421	58.202	53.91	19.308	239.486	0.01	0.1	99.9	2403.38	23.681	2.597	19.927	干层	chang4+5
塬3	2403.500	108.762	58.213	52.477	20.594	241.46	0.01	0.1	99.9	2403.5	23.861	2.592	20.756	干层	chang4+5
塬3	2403.625	109.616	58.226	54.284	19.509	245.911	0.01	0.1	99.9	2403.63	23.987	2.58	18.959	干层	chang4+5
塬3	2403.750	112.96	58.242	58.46	16.84	251.996	0.01	0.1	99.9	2403.75	24.102	2.562	16.06	干层	chang4+5
塬3	2403.875	116.692	58.252	62.51	14.045	258.52	0.01	0.1	99.9	2403.88	24.292	2.545	13.352	干层	chang4+5
塬3	2404.000	119.487	58.235	65.429	11.778	264.539	0.01	0.1	99.9	2404.0	25.033	2.535	11.251	干层	chang4+5
塬3	2404.125	121.073	58.169	66.944	10.126	269.42	0.01	0.1	99.9	2404.13	26.635	2.526	9.755	干层	chang4+5
塬3	2404.250	122.457	58.054	68.766	8.979	273.306	0.01	0.1	99.9	2404.25	28.232	2.518	8.725	干层	chang4+5
塬3	2404.375	123.97	57.917	70.63	8.249	276.74	0.01	0.1	99.9	2404.38	28.641	2.51	8.098	干层	chang4+5
塬3	2404.500	125.088	57.79	71.84	7.854	280.146	0.01	0.1	99.9	2404.5	27.916	2.491	7.781	干层	chang4+5
塬3	2404.625	126.01	57.707	73.033	7.753	283.437	0.01	0.1	99.9	2404.63	27.279	2.471	7.755	干层	chang4+5
塬3	2404.750	126.223	57.671	72.915	7.933	285.852	0.01	0.1	99.9	2404.75	27.807	2.456	8.007	干层	chang4+5
塬3	2404.875	128.062	57.666	76.441	8.423	286.256	0.01	0.1	99.9	2404.88	29.363	2.454	8.583	干层	chang4+5
塬3	2405.000	130.839	57.676	79.996	9.263	283.647	0.01	0.1	99.9	2405.0	30.597	2.467	9.516	干层	chang4+5
塬3	2405.125	129.065	57.699	75.204	10.541	277.406	0.01	0.1	99.9	2405.13	29.809	2.492	10.92	干层	chang4+5
塬3	2405.250	124.179	57.74	68.758	12.274	268.561	0.01	0.1	99.9	2405.25	27.235	2.523	12.768	干层	chang4+5
塬3	2405.375	121.506	57.803	66.751	14.314	259.116	0.01	0.1	99.9	2405.38	24.629	2.547	14.866	干层	chang4+5
塬3	2405.500	121.592	57.879	67.484	16.156	251.171	0.01	0.1	99.9	2405.5	23.012	2.566	16.59	干层	chang4+5
塬3	2405.625	122.314	57.946	68.304	16.981	246.921	0.01	0.1	99.9	2405.63	22.369	2.577	17.062	干层	chang4+5
塬3	2405.750	123.288	57.98	69.673	16.467	246.893	0.01	0.1	99.9	2405.75	22.479	2.581	16.203	干层	chang4+5
塬3	2405.875	123.274	57.974	69.044	15.169	250.171	0.01	0.1	99.9	2405.88	23.373	2.584	14.788	干层	chang4+5
塬3	2406.000	121.817	57.936	66.898	13.911	255.16	0.01	0.1	99.9	2406.0	24.508	2.587	13.617	干层	chang4+5
塬3	2406.125	120.779	57.894	66.076	13.119	259.722	0.01	0.1	99.9	2406.13	24.758	2.59	12.967	干层	chang4+5
塬3	2406.250	120.986	57.869	66.69	12.819	262.258	0.01	0.1	99.9	2406.25	24.126	2.589	12.785	干层	chang4+5
塬3	2406.375	122.589	57.866	69.136	12.894	262.217	0.01	0.1	99.9	2406.38	23.549	2.589	12.946	干层	chang4+5
塬3	2406.500	124.193	57.872	70.831	13.159	259.9	0.01	0.1	99.9	2406.5	23.419	2.593	13.238	干层	chang4+5
塬3	2406.625	124.772	57.866	71.204	13.338	256.177	0.01	0.1	99.9	2406.63	23.658	2.599	13.365	干层	chang4+5
塬3	2406.750	125.169	57.833	71.824	13.192	252.254	0.01	0.1	99.9	2406.75	24.025	2.606	13.114	干层	chang4+5
塬3	2406.875	126.771	57.764	74.458	12.633	249.053	0.01	0.1	99.9	2406.88	24.349	2.612	12.447	干层	chang4+5
塬3	2407.000	130.299	57.656	79.876	11.8	247.053	0.01	0.1	99.9	2407.0	24.757	2.614	11.566	干层	chang4+5
塬3	2407.125	132.295	57.505	81.282	10.936	246.574	0.01	0.1	99.9	2407.13	25.388	2.616	10.717	干层	chang4+5
塬3	2407.250	131.993	57.319	80.349	10.228	247.49	0.01	0.1	99.9	2407.25	25.942	2.618	10.065	干层	chang4+5
塬3	2407.375	132.129	57.116	81.099	9.798	249.462	0.01	0.1	99.9	2407.38	25.904	2.621	9.717	干层	chang4+5
塬3	2407.500	132.301	56.906	81.014	9.675	252.042	0.01	0.1	99.9	2407.5	25.217	2.619	9.672	干层	chang4+5
塬3	2407.625	130.693	56.701	78.015	9.872	254.404	0.01	0.1	99.9	2407.63	24.601	2.61	9.956	干层	chang4+5
塬3	2407.750	130.241	56.499	78.54	10.405	255.537	0.01	0.1	99.9	2407.75	24.646	2.592	10.577	干层	chang4+5
塬3	2407.875	132.573	56.288	82.642	11.316	254.557	0.01	0.1	99.9	2407.88	24.851	2.567	11.592	干层	chang4+5
塬3	2408.000	134.068	56.046	83.69	12.647	250.957	0.01	0.1	99.9	2408.0	24.12	2.542	13.034	干层	chang4+5
塬3	2408.125	128.729	55.738	73.33	14.472	244.709	0.01	0.1	99.9	2408.13	22.345	2.529	14.999	干层	chang6
塬3	2408.250	118.411	55.347	60.186	16.727	236.952	0.01	0.1	99.9	2408.25	20.727	2.528	17.349	干层	chang6
塬3	2408.375	109.285	54.875	34.452	19.015	229.305	0.138	10.132	79.445	2408.38	20.059	2.528	19.593	干层	chang6
塬3	2408.500	104.265	54.335	29.634	20.513	223.212	0.138	9.704	77.907	2408.5	19.811	2.535	20.788	干层	chang6
塬3	2408.625	102.51	53.747	29.03	20.43	219.982	0.116	9.133	83.765	2408.63	19.114	2.546	20.23	干层	chang6
塬3	2408.750	101.626	53.143	28.539	18.998	219.658	0.099	8.634	92.682	2408.75	17.954	2.557	18.523	干层	chang6
塬3	2408.875	99.644	52.564	27.255	17.235	221.396	0.094	8.512	99.181	2408.88	16.79	2.56	16.788	干层	chang6
塬3	2286.000--2408.875(平均)	116.51	52.218	55.692	16.666	246.392	0.027	1.532	94.198	2347.443	22.712	2.538	16.668		
塬3	2286.000--2408.875(最大)	200.052	58.252	99.9	169.131	323.568	0.711	14.544	99.9	2408.88	44.572	2.652	170.745		
塬3	2286.000--2408.875(最小)	61.116	30.02	12.831	6.371	182.649	0.01	0.1	32.722	2286.0	9.185	2.157	6.361		
