井名	深度	SH	SS	RT	RT.1	AC	PERM	POR	SW	SP	GR	CAL	DEN	CNL	RT.2	解释结论	层位
耿207	2361.250	72.685	27.315	16.569	15.179	286.655	0.01	0.1	99.9	100.151	127.933	21.538	2.398	28.985	16.385		长4+5!2^(1_1)
耿207	2361.375	67.521	32.479	16.283	14.39	284.407	0.01	0.1	99.9	100.101	122.372	21.559	2.391	29.632	16.167		长4+5!2^(1_1)
耿207	2361.500	66.35	33.65	16.141	13.837	282.068	0.01	0.1	99.9	100.025	119.503	21.646	2.389	27.077	16.141		长4+5!2^(1_1)
耿207	2361.625	72.417	27.583	16.193	14.051	279.214	0.01	0.1	99.9	99.92	125.024	21.743	2.39	23.437	16.292		长4+5!2^(1_1)
耿207	2361.750	79.268	20.732	16.385	15.189	275.921	0.01	0.1	99.9	99.793	132.666	21.754	2.403	21.132	16.512		长4+5!2^(1_1)
耿207	2361.875	78.135	21.865	16.581	16.853	272.305	0.01	0.1	99.9	99.649	133.998	21.665	2.43	20.351	16.663		长4+5!2^(1_1)
耿207	2362.000	65.096	34.904	16.691	18.27	267.888	0.01	0.1	99.9	99.493	123.064	21.573	2.461	20.157	16.73		长4+5!2^(1_1)
耿207	2362.125	44.669	55.331	16.754	18.887	261.688	0.776	2.82	90.386	99.334	102.862	21.531	2.481	19.877	16.822		长4+5!2^(1_1)
耿207	2362.250	21.457	78.543	16.91	18.682	253.431	3.698	13.613	52.431	99.183	84.898	21.507	2.481	19.417	17.114	差油层	长4+5!2^(1_1)
耿207	2362.375	18.495	81.505	17.348	18.064	245.492	2.992	12.979	53.57	99.049	76.518	21.478	2.466	19.015	17.764	差油层	长4+5!2^(1_1)
耿207	2362.500	17.707	82.293	18.132	17.554	240.317	2.686	12.667	53.253	98.942	75.145	21.45	2.452	18.974	18.731	差油层	长4+5!2^(1_1)
耿207	2362.625	16.893	83.107	19.194	17.413	238.306	2.642	12.62	51.83	98.881	73.045	21.436	2.447	19.249	19.9	差油层	长4+5!2^(1_1)
耿207	2362.750	15.747	84.253	20.389	17.637	238.473	2.713	12.697	50.087	98.869	68.565	21.448	2.448	20.276	21.089	差油层	长4+5!2^(1_1)
耿207	2362.875	15.078	84.922	21.514	18.138	239.202	2.757	12.743	48.772	98.917	65.473	21.481	2.451	21.007	22.103	差油层	长4+5!2^(1_1)
耿207	2363.000	14.922	85.078	22.435	18.776	239.282	2.712	12.695	48.057	99.03	65.267	21.512	2.458	20.451	22.908	差油层	长4+5!2^(1_1)
耿207	2363.125	14.305	85.695	23.192	19.435	238.433	2.6	12.574	47.679	99.228	64.078	21.523	2.465	18.825	23.655	差油层	长4+5!2^(1_1)
耿207	2363.250	12.96	87.04	24.012	20.084	237.095	2.475	12.434	47.154	99.503	59.604	21.52	2.471	17.548	24.647	差油层	长4+5!2^(1_1)
耿207	2363.375	11.78	88.22	25.206	20.84	235.636	2.342	12.279	46.33	99.856	54.662	21.531	2.473	17.307	26.082	差油层	长4+5!2^(1_1)
耿207	2363.500	11.812	88.188	26.72	21.91	233.788	2.168	12.064	45.719	100.286	54.131	21.573	2.484	17.846	27.588	差油层	长4+5!2^(1_1)
耿207	2363.625	13.304	86.696	28.051	23.341	231.34	1.963	11.794	45.833	100.803	60.442	21.627	2.508	18.8	28.522	差油层	长4+5!2^(1_1)
耿207	2363.750	15.16	84.84	28.535	24.812	228.335	1.738	11.472	47.195	101.389	68.693	21.666	2.537	19.767	28.209	差油层	长4+5!2^(1_1)
耿207	2363.875	16.568	83.432	27.527	25.468	224.813	1.513	11.115	50.262	102.037	75.318	21.685	2.567	20.01	26.267	差油层	长4+5!2^(1_1)
耿207	2364.000	17.468	82.532	25.103	24.558	221.237	1.347	10.829	54.623	102.739	79.517	21.702	2.595	19.322	23.256	差油层	长4+5!2^(1_1)
耿207	2364.125	18.514	81.486	21.885	21.904	219.357	1.368	10.861	58.942	103.491	82.752	21.725	2.612	18.333	19.873	差油层	长4+5!2^(1_1)
耿207	2364.250	20.451	79.549	18.587	17.964	221.967	1.759	11.473	61.166	104.275	86.375	21.751	2.587	17.965	16.826	差油层	长4+5!2^(1_1)
耿207	2364.375	23.895	76.105	15.871	13.833	231.119	2.772	12.707	60.239	105.079	91.804	21.787	2.482	18.898	14.601	差油层	长4+5!2^(1_1)
耿207	2364.500	33.289	66.711	13.965	10.698	245.302	3.261	11.168	66.569	105.893	99.446	21.849	2.346	22.371	13.135		长4+5!2^(1_1)
耿207	2364.625	57.892	42.108	12.743	9.199	260.198	0.01	0.1	99.9	106.704	109.457	21.932	2.229	28.992	12.216		长4+5!2^(1_1)
耿207	2364.750	67.721	32.279	11.944	9.24	272.504	0.01	0.1	99.9	107.501	120.119	22.012	2.16	36.05	11.538		长4+5!2^(1_1)
耿207	2364.875	75.981	24.019	11.268	10.088	279.925	0.01	0.1	99.9	108.275	129.254	22.068	2.155	38.6	10.854		长4+5!2^(1_1)
耿207	2365.000	77.635	22.365	10.565	10.768	282.025	0.01	0.1	99.9	109.019	132.658	22.102	2.21	35.794	10.151		长4+5!2^(1_1)
耿207	2365.125	70.85	29.15	9.9	10.75	279.643	0.01	0.1	99.9	109.716	126.481	22.124	2.297	30.693	9.58		长4+5!2^(1_1)
耿207	2365.250	64.623	35.377	9.441	10.159	273.648	0.01	0.1	99.9	110.369	119.276	22.16	2.392	27.203	9.325		长4+5!2^(1_1)
耿207	2365.375	63.405	36.595	9.372	9.568	267.073	0.01	0.1	99.9	110.973	117.18	22.32	2.479	26.456	9.524		长4+5!2^(1_1)
耿207	2365.500	64.954	35.046	9.733	9.489	263.772	0.01	0.1	99.9	111.526	119.262	22.531	2.523	28.325	10.107		长4+5!2^(1_1)
耿207	2365.625	64.258	35.742	10.44	10.039	265.148	0.01	0.1	99.9	112.017	118.966	22.545	2.539	31.465	10.97		长4+5!2^(1_1)
耿207	2365.750	62.091	37.909	11.365	11.06	268.991	0.01	0.1	99.9	112.455	116.529	22.263	2.541	33.246	11.952		长4+5!2^(1_1)
耿207	2365.875	60.939	39.061	12.335	12.339	271.417	0.01	0.1	99.9	112.841	114.957	21.891	2.54	32.709	12.881		长4+5!2^(1_1)
耿207	2366.000	61.16	38.84	13.207	13.655	270.491	0.01	0.1	99.9	113.177	115.127	21.677	2.538	30.806	13.661		长4+5!2^(1_1)
耿207	2366.125	61.37	38.63	13.918	14.795	267.029	0.01	0.1	99.9	113.456	115.629	21.61	2.535	28.87	14.27		长4+5!2^(1_1)
耿207	2366.250	60.067	39.933	14.461	15.568	263.83	0.01	0.1	99.9	113.691	114.737	21.59	2.53	27.002	14.716		长4+5!2^(1_1)
耿207	2366.375	56.656	43.344	14.844	15.824	264.602	0.01	0.1	99.9	113.883	111.252	21.583	2.521	25.234	15.009		长4+5!2^(1_1)
耿207	2366.500	53.156	46.844	15.081	15.648	270.38	0.01	0.1	99.9	114.036	106.355	21.607	2.489	24.526	15.148		长4+5!2^(1_1)
耿207	2366.625	54.077	45.923	15.137	15.24	280.411	0.01	0.1	99.9	114.145	106.022	21.703	2.448	26.481	15.064		长4+5!2^(1_1)
耿207	2366.750	60.949	39.051	14.936	14.721	293.727	0.01	0.1	99.9	114.22	112.558	21.858	2.421	32.158	14.673		长4+5!2^(1_1)
耿207	2366.875	72.647	27.353	14.399	14.038	308.067	0.01	0.1	99.9	114.262	124.271	21.99	2.415	39.22	13.945		长4+5!2^(1_1)
耿207	2367.000	84.816	15.184	13.584	13.075	320.43	0.01	0.1	99.9	114.274	136.434	22.086	2.43	44.442	13.031		长4+5!2^(1_1)
耿207	2367.125	91.287	8.713	12.645	11.832	328.001	0.01	0.1	99.9	114.252	143.067	22.241	2.463	44.946	12.086		长4+5!2^(1_1)
耿207	2367.250	91.012	8.988	11.739	10.5	329.327	0.01	0.1	99.9	114.202	143.608	22.541	2.501	41.128	11.273		长4+5!2^(1_2)
耿207	2367.375	86.577	13.423	11.034	9.478	324.689	0.01	0.1	99.9	114.126	140.272	22.842	2.526	37.109	10.729		长4+5!2^(1_2)
耿207	2367.500	80.474	19.526	10.598	9.074	317.465	0.01	0.1	99.9	114.026	135.212	22.893	2.537	35.238	10.449		长4+5!2^(1_2)
耿207	2367.625	73.711	26.289	10.413	9.356	310.896	0.01	0.1	99.9	113.898	129.022	22.68	2.546	35.734	10.396		长4+5!2^(1_2)
耿207	2367.750	67.744	32.256	10.433	10.199	306.225	0.01	0.1	99.9	113.749	122.848	22.369	2.553	37.445	10.521		长4+5!2^(1_2)
耿207	2367.875	64.392	35.608	10.622	11.344	302.751	0.01	0.1	99.9	113.582	118.669	22.094	2.555	38.893	10.801		长4+5!2^(1_2)
耿207	2368.000	64.825	35.175	10.957	12.516	298.888	0.01	0.1	99.9	113.399	118.445	21.862	2.543	39.652	11.228		长4+5!2^(1_2)
耿207	2368.125	67.621	32.379	11.457	13.57	293.34	0.01	0.1	99.9	113.2	121.545	21.688	2.519	39.235	11.852		长4+5!2^(1_2)
耿207	2368.250	68.402	31.598	12.184	14.506	285.226	0.01	0.1	99.9	112.993	123.345	21.601	2.496	36.078	12.757		长4+5!2^(1_2)
耿207	2368.375	63.852	36.148	13.242	15.407	274.402	0.01	0.1	99.9	112.78	119.984	21.56	2.482	30.544	14.033		长4+5!2^(1_2)
耿207	2368.500	53.996	46.004	14.647	16.363	261.538	0.01	0.1	99.9	112.566	109.954	21.536	2.486	24.736	15.605		长4+5!2^(1_2)
耿207	2368.625	42.787	57.213	16.297	17.388	248.139	0.01	0.1	99.9	112.355	95.674	21.526	2.513	20.944	17.325		长4+5!2^(1_2)
耿207	2368.750	34.954	65.046	18.0	18.416	236.523	0.01	0.1	99.9	112.15	83.663	21.525	2.551	19.094	18.932		长4+5!2^(1_2)
耿207	2368.875	31.443	68.557	19.447	19.295	229.299	0.01	0.1	99.9	111.954	77.294	21.528	2.582	17.894	20.112		长4+5!2^(1_2)
耿207	2369.000	31.452	68.548	20.412	19.886	227.103	0.01	0.1	99.9	111.771	76.29	21.527	2.591	17.58	20.759		长4+5!2^(1_2)
耿207	2369.125	34.704	65.296	20.854	20.147	227.497	0.01	0.1	99.9	111.605	80.337	21.52	2.587	18.766	20.953		长4+5!2^(1_2)
耿207	2369.250	40.123	59.877	20.958	20.123	229.977	0.01	0.1	99.9	111.453	88.678	21.512	2.576	21.115	20.92		长4+5!2^(1_2)
耿207	2369.375	44.539	55.461	20.832	19.78	234.696	0.01	0.1	99.9	111.375	94.161	21.507	2.564	23.069	20.683		长4+5!2^(1_2)
耿207	2369.500	50.013	49.987	20.559	19.203	239.349	0.01	0.1	99.9	111.267	101.617	21.501	2.557	24.066	20.351		长4+5!2^(1_2)
耿207	2369.625	53.338	46.662	20.185	18.559	242.397	0.01	0.1	99.9	111.153	106.221	21.487	2.555	24.317	19.9		长4+5!2^(1_2)
耿207	2369.750	54.108	45.892	19.66	17.923	243.593	0.01	0.1	99.9	111.05	107.619	21.468	2.555	23.892	19.241		长4+5!2^(1_2)
耿207	2369.875	52.453	47.547	18.882	17.233	242.947	0.01	0.1	99.9	110.955	106.484	21.452	2.559	22.994	18.3		长4+5!2^(1_2)
耿207	2370.000	47.664	52.336	17.851	16.334	241.961	0.01	0.1	99.9	110.863	101.262	21.446	2.562	22.248	17.159		长4+5!2^(1_2)
耿207	2370.125	41.888	58.112	16.671	15.109	242.746	0.01	0.1	99.9	110.768	92.968	21.453	2.559	22.646	15.951		长4+5!2^(1_2)
耿207	2370.250	40.449	59.551	15.487	13.585	246.837	0.01	0.1	99.9	110.665	89.009	21.464	2.545	24.779	14.834		长4+5!2^(1_2)
耿207	2370.375	46.25	53.75	14.456	12.018	253.955	0.01	0.1	99.9	110.546	95.05	21.44	2.512	28.799	13.936		长4+5!2^(1_2)
耿207	2370.500	56.781	43.219	13.65	10.781	261.851	0.01	0.1	99.9	110.406	108.539	21.378	2.467	34.295	13.261		长4+5!2^(1_2)
耿207	2370.625	63.751	36.249	13.056	10.134	268.145	0.01	0.1	99.9	110.233	117.717	21.329	2.451	38.934	12.773		长4+5!2^(1_2)
耿207	2370.750	63.848	36.152	12.618	10.085	271.123	0.01	0.1	99.9	110.025	118.925	21.335	2.463	38.877	12.394		长4+5!2^(1_2)
耿207	2370.875	59.113	40.887	12.257	10.402	270.176	0.01	0.1	99.9	109.775	114.503	21.373	2.493	33.83	12.058		长4+5!2^(1_2)
耿207	2371.000	52.26	47.74	11.931	10.739	265.904	0.01	0.1	99.9	109.479	106.805	21.401	2.538	27.105	11.758		长4+5!2^(1_2)
耿207	2371.125	46.351	53.649	11.666	10.899	259.304	0.01	0.1	99.9	109.124	98.681	21.406	2.584	22.71	11.56		长4+5!2^(1_2)
耿207	2371.250	44.66	55.34	11.534	10.918	251.664	0.01	0.1	99.9	108.714	95.279	21.395	2.602	21.877	11.544		长4+5!2^(1_2)
耿207	2371.375	47.125	52.875	11.619	10.98	245.141	0.01	0.1	99.9	108.247	98.095	21.379	2.605	22.258	11.776		长4+5!2^(1_2)
耿207	2371.500	49.973	50.027	11.939	11.221	241.039	0.01	0.1	99.9	107.722	102.505	21.368	2.609	22.634	12.22		长4+5!2^(1_2)
耿207	2371.625	49.626	50.374	12.455	11.649	238.723	0.01	0.1	99.9	107.133	102.494	21.364	2.619	22.731	12.83		长4+5!2^(1_2)
耿207	2371.750	48.147	51.853	13.111	12.208	236.845	0.01	0.1	99.9	106.489	100.405	21.363	2.631	22.217	13.538		长4+5!2^(1_2)
耿207	2371.875	47.902	52.098	13.833	12.84	234.459	0.01	0.1	99.9	105.797	99.697	21.364	2.643	21.162	14.27		长4+5!2^(1_2)
耿207	2372.000	48.926	51.074	14.556	13.497	231.685	0.01	0.1	99.9	105.061	101.011	21.369	2.64	20.289	14.978		长4+5!2^(1_2)
耿207	2372.125	49.721	50.279	15.249	14.152	229.047	0.01	0.1	99.9	104.284	102.076	21.38	2.632	20.111	15.65		长4+5!2^(1_2)
耿207	2372.250	50.264	49.736	15.911	14.8	226.846	0.01	0.1	99.9	103.481	102.682	21.395	2.621	20.658	16.301		长4+5!2^(1_2)
耿207	2372.375	50.822	49.178	16.563	15.46	225.369	0.01	0.1	99.9	102.664	103.544	21.408	2.613	21.229	16.962		长4+5!2^(1_2)
耿207	2372.500	50.445	49.555	17.238	16.161	224.582	0.01	0.1	99.9	101.842	103.455	21.415	2.612	21.638	17.655		长4+5!2^(1_2)
耿207	2372.625	48.919	51.081	17.94	16.928	224.297	0.01	0.1	99.9	101.032	101.524	21.418	2.61	21.828	18.363		长4+5!2^(1_2)
耿207	2372.750	47.829	52.171	18.639	17.757	224.533	0.01	0.1	99.9	100.245	99.972	21.414	2.602	21.853	19.035		长4+5!2^(1_2)
耿207	2372.875	47.421	52.579	19.273	18.57	225.303	0.01	0.1	99.9	99.495	99.455	21.408	2.586	21.617	19.605		长4+5!2^(1_2)
耿207	2373.000	46.637	53.363	19.794	19.237	226.477	0.01	0.1	99.9	98.793	98.977	21.403	2.566	20.947	20.05		长4+5!2^(1_2)
耿207	2373.125	40.036	59.964	20.184	19.64	227.929	0.404	2.437	90.732	98.163	95.917	21.402	2.545	20.11	20.359		长4+5!2^(1_2)
耿207	2373.250	20.627	79.373	20.442	19.731	229.424	2.006	11.855	53.761	97.607	88.679	21.401	2.531	19.411	20.547	干层	长4+5!2^(1_2)
耿207	2373.375	17.651	82.349	20.592	19.561	230.746	2.094	11.97	53.176	97.136	78.739	21.394	2.525	19.202	20.66	干层	长4+5!2^(1_2)
耿207	2373.500	15.177	84.823	20.706	19.308	231.858	2.168	12.066	52.653	96.756	69.257	21.386	2.524	19.317	20.791	干层	长4+5!2^(1_2)
耿207	2373.625	13.801	86.199	20.872	19.184	232.755	2.224	12.136	52.1	96.492	63.238	21.386	2.523	19.288	21.028	干层	长4+5!2^(1_2)
耿207	2373.750	13.388	86.612	21.18	19.383	233.313	2.24	12.155	51.51	96.332	61.152	21.391	2.523	18.845	21.457	干层	长4+5!2^(1_2)
耿207	2373.875	13.435	86.565	21.711	20.171	233.109	2.17	12.068	51.042	96.279	61.462	21.395	2.525	18.561	22.122	干层	长4+5!2^(1_2)
耿207	2374.000	13.578	86.422	22.438	21.666	231.606	1.987	11.825	51.025	96.332	62.592	21.396	2.533	19.201	22.912	干层	长4+5!2^(1_2)
耿207	2374.125	13.91	86.09	23.23	23.739	228.304	1.691	11.395	51.803	96.507	64.878	21.399	2.544	20.247	23.667	干层	长4+5!2^(1_2)
耿207	2374.250	14.45	85.55	23.909	25.995	223.223	1.35	10.824	53.528	96.784	69.199	21.402	2.557	20.052	24.186	干层	长4+5!2^(1_2)
耿207	2374.375	14.148	85.852	24.257	27.696	217.011	0.874	10.203	56.154	97.155	71.546	21.402	2.575	18.009	24.283	干层	长4+5!2^(1_2)
耿207	2374.500	12.313	87.687	24.19	28.263	210.872	0.01	9.671	59.101	97.614	66.984	21.402	2.592	14.992	23.988	干层	长4+5!2^(1_2)
耿207	2374.625	10.526	89.474	23.766	27.565	206.174	0.01	9.348	61.574	98.166	59.279	21.407	2.605	12.42	23.395	干层	长4+5!2^(1_2)
耿207	2374.750	11.219	88.781	23.096	25.872	204.012	0.01	9.322	62.752	98.786	59.812	21.413	2.616	11.213	22.63	干层	长4+5!2^(1_2)
耿207	2374.875	14.954	85.046	22.295	23.711	205.216	0.203	9.637	62.205	99.465	71.822	21.412	2.625	11.721	21.783	干层	长4+5!2^(1_2)
耿207	2375.000	25.629	74.371	21.428	21.591	209.624	0.786	8.084	68.687	100.193	89.06	21.405	2.62	13.978	20.887		长4+5!2^(1_2)
耿207	2375.125	52.154	47.846	20.51	19.752	216.77	0.01	0.1	99.9	100.964	103.255	21.4	2.601	17.083	19.935		长4+5!2^(1_2)
耿207	2375.250	59.337	40.663	19.538	18.235	225.605	0.01	0.1	99.9	101.76	112.25	21.402	2.572	19.602	18.939		长4+5!2^(1_2)
耿207	2375.375	63.511	36.489	18.535	17.081	233.928	0.01	0.1	99.9	102.573	117.222	21.404	2.545	21.499	17.94		长4+5!2^(1_2)
耿207	2375.500	65.577	34.423	17.554	16.292	239.796	0.01	0.1	99.9	103.394	119.645	21.405	2.533	23.327	16.993		长4+5!2^(1_2)
耿207	2375.625	66.162	33.838	16.641	15.81	242.542	0.01	0.1	99.9	104.212	120.624	21.405	2.541	25.082	16.132		长4+5!2^(1_3)
耿207	2375.750	64.606	35.394	15.818	15.504	242.785	0.01	0.1	99.9	105.021	119.676	21.408	2.567	25.494	15.372		长4+5!2^(1_3)
耿207	2375.875	59.866	40.134	15.107	15.167	241.601	0.01	0.1	99.9	105.814	115.432	21.42	2.605	24.001	14.73		长4+5!2^(1_3)
耿207	2376.000	52.672	47.328	14.507	14.676	239.852	0.01	0.1	99.9	106.587	107.149	21.446	2.64	21.653	14.196		长4+5!2^(1_3)
耿207	2376.125	47.687	52.313	14.017	14.061	237.868	0.01	0.1	99.9	107.33	99.778	21.473	2.662	20.143	13.77		长4+5!2^(1_3)
耿207	2376.250	48.381	51.619	13.633	13.442	236.1	0.01	0.1	99.9	108.045	99.344	21.494	2.673	20.356	13.446		长4+5!2^(1_3)
耿207	2376.375	53.36	46.64	13.346	12.922	235.675	0.01	0.1	99.9	108.729	105.272	21.528	2.673	21.377	13.209		长4+5!2^(1_3)
耿207	2376.500	57.63	42.37	13.134	12.501	236.876	0.01	0.1	99.9	109.383	111.418	21.577	2.666	22.587	13.032		长4+5!2^(1_3)
耿207	2376.625	57.043	42.957	12.979	12.124	238.979	0.01	0.1	99.9	109.999	111.236	21.621	2.657	23.555	12.91		长4+5!2^(1_3)
耿207	2376.750	55.169	44.831	12.876	11.782	241.008	0.01	0.1	99.9	110.583	108.661	21.639	2.645	23.926	12.832		长4+5!2^(1_3)
耿207	2376.875	55.521	44.479	12.808	11.538	242.535	0.01	0.1	99.9	111.137	108.417	21.643	2.628	23.817	12.767		长4+5!2^(1_3)
耿207	2377.000	58.258	41.742	12.73	11.443	244.232	0.01	0.1	99.9	111.661	111.375	21.649	2.604	23.667	12.658		长4+5!2^(1_3)
耿207	2377.125	61.003	38.997	12.585	11.461	247.318	0.01	0.1	99.9	112.152	114.852	21.658	2.573	23.953	12.453		长4+5!2^(1_3)
耿207	2377.250	61.606	38.394	12.333	11.46	253.09	0.01	0.1	99.9	112.617	115.888	21.664	2.536	24.622	12.13		长4+5!2^(1_3)
耿207	2377.375	60.917	39.083	11.965	11.226	262.594	0.01	0.1	99.9	113.056	114.958	21.686	2.486	25.281	11.718		长4+5!2^(1_3)
耿207	2377.500	61.908	38.092	11.551	10.666	274.918	0.01	0.1	99.9	113.471	115.009	21.795	2.403	26.3	11.321		长4+5!2^(1_3)
耿207	2377.625	67.828	32.172	11.193	9.891	288.176	0.01	0.1	99.9	113.858	120.002	22.179	2.295	28.579	11.035		长4+5!2^(1_3)
耿207	2377.750	78.842	21.158	10.975	9.186	300.661	0.01	0.1	99.9	114.222	130.184	22.86	2.19	32.161	10.927		长4+5!2^(1_3)
耿207	2377.875	90.74	9.26	10.95	8.996	310.591	0.01	0.1	99.9	114.563	141.539	23.468	2.127	36.119	11.005		长4+5!2^(1_3)
耿207	2378.000	95.878	4.122	11.07	9.538	316.718	0.01	0.1	99.9	114.882	147.386	23.502	2.127	40.182	11.168		长4+5!2^(1_3)
耿207	2378.125	92.053	7.947	11.235	10.65	318.212	0.01	0.1	99.9	115.173	144.557	22.912	2.174	43.758	11.324		长4+5!2^(1_3)
耿207	2378.250	88.25	11.75	11.365	11.918	315.011	0.01	0.1	99.9	115.44	140.664	22.16	2.25	44.722	11.412		长4+5!2^(1_3)
耿207	2378.375	89.091	10.909	11.425	12.829	307.974	0.01	0.1	99.9	115.682	140.763	21.683	2.34	42.085	11.452		长4+5!2^(1_3)
耿207	2378.500	92.226	7.774	11.48	13.201	298.888	0.01	0.1	99.9	115.898	143.82	21.535	2.422	37.291	11.553		长4+5!2^(1_3)
耿207	2378.625	92.185	7.815	11.644	13.213	289.005	0.01	0.1	99.9	116.081	144.385	21.513	2.483	32.913	11.828		长4+5!2^(1_3)
耿207	2378.750	88.857	11.143	12.015	13.163	278.632	0.01	0.1	99.9	116.237	141.928	21.502	2.523	29.725	12.35		长4+5!2^(1_3)
耿207	2378.875	84.029	15.971	12.645	13.284	268.053	0.01	0.1	99.9	116.363	138.153	21.503	2.547	26.621	13.114		长4+5!2^(1_3)
耿207	2379.000	78.144	21.856	13.46	13.584	257.954	0.01	0.1	99.9	116.46	132.832	21.511	2.565	23.427	13.977		长4+5!2^(1_3)
耿207	2379.125	73.921	26.079	14.32	13.951	249.145	0.01	0.1	99.9	116.522	128.169	21.518	2.586	21.272	14.802		长4+5!2^(1_3)
耿207	2379.250	73.778	26.222	15.083	14.3	241.995	0.01	0.1	99.9	116.555	127.418	21.517	2.611	20.692	15.443		长4+5!2^(1_3)
耿207	2379.375	75.856	24.144	15.601	14.569	236.875	0.01	0.1	99.9	116.56	129.741	21.51	2.633	20.671	15.78		长4+5!2^(1_3)
耿207	2379.500	75.393	24.607	15.823	14.717	234.031	0.01	0.1	99.9	116.538	130.163	21.502	2.649	20.643	15.842		长4+5!2^(1_3)
耿207	2379.625	71.407	28.593	15.793	14.721	233.207	0.01	0.1	99.9	116.486	126.256	21.498	2.659	20.411	15.695		长4+5!2^(1_3)
耿207	2379.750	68.767	31.233	15.597	14.603	233.628	0.01	0.1	99.9	116.411	123.046	21.499	2.662	20.117	15.449		长4+5!2^(1_3)
耿207	2379.875	69.234	30.766	15.351	14.426	234.767	0.01	0.1	99.9	116.316	123.048	21.501	2.659	20.082	15.224		长4+5!2^(1_3)
耿207	2380.000	71.375	28.625	15.164	14.253	237.139	0.01	0.1	99.9	116.203	125.334	21.502	2.654	20.545	15.1		长4+5!2^(1_3)
耿207	2380.125	71.992	28.008	15.092	14.122	241.464	0.01	0.1	99.9	116.073	126.629	21.503	2.645	21.382	15.107		长4+5!2^(1_3)
耿207	2380.250	69.304	30.696	15.153	14.08	247.345	0.01	0.1	99.9	115.93	124.389	21.504	2.624	22.838	15.248		长4+5!2^(1_3)
耿207	2380.375	65.596	34.404	15.347	14.249	252.745	0.01	0.1	99.9	115.777	120.246	21.508	2.601	25.271	15.506		长4+5!2^(1_3)
耿207	2380.500	64.346	35.654	15.628	14.701	255.456	0.01	0.1	99.9	115.617	118.296	21.516	2.586	27.786	15.808		长4+5!2^(1_3)
耿207	2380.625	65.375	34.625	15.925	15.372	254.71	0.01	0.1	99.9	115.45	119.694	21.523	2.583	28.344	16.081		长4+5!2^(1_3)
耿207	2380.750	64.004	35.996	16.16	16.065	250.94	0.01	0.1	99.9	115.28	119.395	21.523	2.594	25.638	16.243		长4+5!2^(1_3)
耿207	2380.875	57.693	42.307	16.251	16.473	244.916	0.01	0.1	99.9	115.106	113.361	21.517	2.621	21.336	16.232		长4+5!2^(1_3)
耿207	2381.000	49.723	50.277	16.178	16.424	237.902	0.01	0.1	99.9	114.929	103.394	21.508	2.65	17.385	16.072		长4+5!2^(1_3)
耿207	2381.125	46.075	53.925	15.967	15.949	231.585	0.01	0.1	99.9	114.749	97.247	21.5	2.669	15.198	15.792		长4+5!2^(1_3)
耿207	2381.250	48.614	51.386	15.65	15.183	227.942	0.01	0.1	99.9	114.565	99.318	21.495	2.671	15.39	15.422		长4+5!2^(1_3)
耿207	2381.375	54.796	45.204	15.248	14.29	228.893	0.01	0.1	99.9	114.377	106.745	21.496	2.659	16.99	14.975		长4+5!2^(1_3)
耿207	2381.500	60.196	39.804	14.778	13.396	233.82	0.01	0.1	99.9	114.183	113.778	21.501	2.64	19.073	14.475		长4+5!2^(1_3)
耿207	2381.625	61.705	38.295	14.261	12.581	240.461	0.01	0.1	99.9	113.98	115.835	21.509	2.623	20.894	13.939		长4+5!2^(1_3)
耿207	2381.750	61.661	38.339	13.72	11.913	246.753	0.01	0.1	99.9	113.768	115.698	21.52	2.613	22.048	13.401		长4+5!2^(1_3)
耿207	2381.875	62.139	37.861	13.198	11.476	251.319	0.01	0.1	99.9	113.544	116.014	21.559	2.612	22.755	12.908		长4+5!2^(1_3)
耿207	2382.000	63.387	36.613	12.734	11.273	253.931	0.01	0.1	99.9	113.306	117.279	21.607	2.613	23.324	12.49		长4+5!2^(1_3)
耿207	2382.125	64.576	35.424	12.35	11.233	254.925	0.01	0.1	99.9	113.051	118.778	21.616	2.614	23.948	12.158		长4+5!2^(2_1)
耿207	2382.250	64.67	35.33	12.053	11.263	254.599	0.01	0.1	99.9	112.778	118.953	21.57	2.614	24.179	11.916		长4+5!2^(2_1)
耿207	2382.375	64.764	35.236	11.851	11.266	253.181	0.01	0.1	99.9	112.487	118.74	21.504	2.615	23.739	11.769		长4+5!2^(2_1)
耿207	2382.500	66.347	33.653	11.736	11.21	251.1	0.01	0.1	99.9	112.176	120.078	21.466	2.615	23.066	11.702		长4+5!2^(2_1)
耿207	2382.625	68.931	31.069	11.7	11.12	248.976	0.01	0.1	99.9	111.84	122.789	21.452	2.618	22.765	11.712		长4+5!2^(2_1)
耿207	2382.750	70.48	29.52	11.739	11.039	247.341	0.01	0.1	99.9	111.484	124.88	21.447	2.629	22.718	11.794		长4+5!2^(2_1)
耿207	2382.875	69.409	30.591	11.852	10.998	246.499	0.01	0.1	99.9	111.106	124.111	21.446	2.641	22.421	11.948		长4+5!2^(2_1)
耿207	2383.000	67.281	32.719	12.027	11.004	246.423	0.01	0.1	99.9	110.708	121.925	21.443	2.65	22.027	12.154		长4+5!2^(2_1)
耿207	2383.125	65.697	34.303	12.252	11.068	246.788	0.01	0.1	99.9	110.287	120.109	21.441	2.646	22.106	12.407		长4+5!2^(2_1)
耿207	2383.250	64.967	35.033	12.523	11.225	247.02	0.01	0.1	99.9	109.849	119.373	21.435	2.626	22.704	12.707		长4+5!2^(2_1)
