井名	深度	SH	SS	RT	RT.1	AC	PERM	POR	SW	SP	GR	CAL	DEN	CNL	RT.2	解释结论	层位
耿207	2405.125	48.068	51.932	46.662	44.693	229.625	0.01	0.1	99.9	86.57	99.505	20.65	2.52	16.41	46.081		长4+5!2^(2_3)
耿207	2405.250	49.725	50.275	45.833	42.297	231.395	0.01	0.1	99.9	86.776	102.781	20.695	2.522	16.776	45.541		长4+5!2^(2_3)
耿207	2405.375	42.741	57.259	45.451	42.103	232.253	0.438	2.481	87.11	86.983	99.837	20.684	2.526	17.148	45.354		长4+5!2^(2_3)
耿207	2405.500	21.7	78.3	45.339	43.146	232.351	2.145	12.036	35.724	87.193	91.365	20.612	2.522	17.111	45.352	油层	长4+5!2^(2_3)
耿207	2405.625	18.448	81.552	45.406	44.505	231.815	2.082	11.955	35.861	87.41	80.992	20.536	2.508	16.632	45.528	油层	长4+5!2^(2_3)
耿207	2405.750	16.433	83.567	45.662	45.915	230.848	2.001	11.847	35.986	87.637	73.648	20.501	2.494	16.121	45.909	油层	长4+5!2^(2_3)
耿207	2405.875	15.922	84.078	46.135	47.38	229.696	1.914	11.729	36.058	87.878	71.459	20.512	2.485	15.828	46.504	油层	长4+5!2^(2_3)
耿207	2406.000	16.41	83.59	46.792	48.629	228.43	1.822	11.597	36.116	88.139	73.403	20.549	2.476	15.584	47.248	油层	长4+5!2^(2_3)
耿207	2406.125	17.071	82.929	47.586	49.137	226.991	1.721	11.449	36.181	88.431	76.303	20.6	2.472	15.344	48.114	油层	长4+5!2^(2_3)
耿207	2406.250	17.496	82.504	48.496	48.722	225.446	1.629	11.307	36.202	88.757	78.473	20.669	2.473	15.335	49.082	油层	长4+5!2^(2_3)
耿207	2406.375	17.543	82.457	49.491	48.21	224.168	1.569	11.21	36.094	89.122	79.328	20.73	2.473	15.513	50.096	油层	长4+5!2^(2_3)
耿207	2406.500	17.13	82.87	50.488	49.0	223.36	1.538	11.161	35.892	89.534	78.318	20.742	2.474	15.632	51.042	油层	长4+5!2^(2_3)
耿207	2406.625	16.567	83.433	51.364	51.768	223.066	1.539	11.162	35.631	90.008	76.279	20.694	2.475	15.555	51.778	油层	长4+5!2^(2_3)
耿207	2406.750	16.273	83.727	51.963	55.706	223.273	1.569	11.21	35.383	90.541	74.861	20.622	2.475	15.401	52.127	油层	长4+5!2^(2_3)
耿207	2406.875	16.38	83.62	52.086	58.573	223.967	1.628	11.304	35.2	91.139	74.676	20.571	2.477	15.376	51.933	油层	长4+5!2^(2_3)
耿207	2407.000	16.894	83.106	51.71	58.672	225.088	1.707	11.427	35.089	91.805	75.663	20.546	2.478	15.503	51.318	油层	长4+5!2^(2_3)
耿207	2407.125	17.803	82.197	50.976	56.003	226.345	1.782	11.54	35.1	92.554	78.396	20.535	2.478	15.688	50.443	油层	长4+5!2^(2_3)
耿207	2407.250	18.423	81.577	50.057	51.804	227.335	1.821	11.597	35.289	93.376	80.74	20.533	2.482	15.832	49.489	油层	长4+5!2^(2_3)
耿207	2407.375	18.218	81.782	49.122	47.739	227.472	1.784	11.542	35.765	94.272	80.552	20.541	2.489	15.803	48.577	油层	长4+5!2^(2_3)
耿207	2407.500	17.653	82.347	48.221	44.779	226.385	1.661	11.355	36.614	95.239	78.89	20.572	2.499	15.273	47.652	油层	长4+5!2^(2_3)
耿207	2407.625	17.586	82.414	47.223	43.121	223.82	1.455	11.016	38.041	96.284	79.441	20.646	2.516	14.073	46.483	油层	长4+5!2^(2_3)
耿207	2407.750	17.759	82.241	45.859	42.678	219.733	1.208	10.559	40.185	97.392	81.885	20.754	2.542	12.506	44.76	油层	长4+5!2^(2_3)
耿207	2407.875	17.373	82.627	43.806	43.071	214.958	0.825	10.113	42.904	98.554	82.699	20.846	2.573	11.163	42.243	油层	长4+5!2^(2_3)
耿207	2408.000	16.347	83.653	41.019	43.309	210.842	0.01	9.802	45.784	99.762	80.561	20.888	2.604	10.478	39.1	油层	长4+5!2^(2_3)
耿207	2408.125	15.33	84.67	37.702	42.25	208.492	0.01	9.704	48.392	101.012	76.953	20.895	2.633	11.072	35.592	油层	长4+5!2^(2_3)
耿207	2408.250	15.256	84.744	34.162	39.263	208.471	0.208	9.848	50.333	102.285	75.335	20.898	2.649	13.407	32.089	油层	长4+5!2^(2_3)
耿207	2408.375	16.698	83.302	30.798	34.58	211.004	1.052	10.229	51.316	103.57	78.019	20.906	2.651	16.422	28.957	油层	
耿207	2408.500	19.773	80.227	27.852	29.476	215.623	1.314	10.759	51.61	104.855	85.684	20.912	2.634	18.956	26.287	油层	
耿207	2408.625	28.8	71.2	25.36	25.189	221.395	1.269	9.014	61.222	106.126	95.964	20.913	2.615	20.455	24.046		
耿207	2408.750	53.272	46.728	23.269	22.139	227.109	0.01	0.1	99.9	107.373	104.96	20.919	2.601	21.072	22.18		
耿207	2408.875	59.192	40.808	21.552	20.123	231.247	0.01	0.1	99.9	108.585	112.104	20.928	2.591	21.115	20.662		
耿207	2409.000	63.031	36.969	20.136	18.684	233.27	0.01	0.1	99.9	109.754	117.018	20.933	2.586	20.589	19.379		
耿207	2409.125	63.671	36.329	18.915	17.559	233.626	0.01	0.1	99.9	110.865	117.964	20.931	2.587	19.674	18.236		
耿207	2409.250	63.515	36.485	17.802	16.648	233.28	0.01	0.1	99.9	111.919	117.522	20.93	2.591	18.939	17.157		
耿207	2409.375	64.774	35.226	16.736	15.822	233.607	0.01	0.1	99.9	112.91	118.479	20.951	2.597	18.862	16.111		
耿207	2409.500	67.312	32.688	15.703	14.93	235.294	0.01	0.1	99.9	113.837	121.155	20.999	2.605	19.365	15.104		
耿207	2312.625--2409.500(平均)	45.529	54.471	23.35	22.95	237.317	0.437	3.031	84.52	103.347	99.265	21.472	2.537	21.322	23.349		
耿207	2312.625--2409.500(最大)	99.9	90.183	71.817	92.857	329.327	4.238	13.699	99.9	116.56	186.359	23.625	2.673	47.986	72.141		
耿207	2312.625--2409.500(最小)	9.817	0.1	7.621	7.115	198.066	0.01	0.1	31.33	72.832	53.974	20.186	2.127	9.435	7.585		
