井名	深度	GR	SP	SH	AT90	AC	PERM	POR	SW	DEN	RT	解释结论	层位
地209-43	2274.250	53.924	54.128	8.152	5.352	239.436	3.389	13.349	75.056	2.432	5.352	油层	chang3
地209-43	2274.375	55.930	55.265	8.645	5.529	236.313	2.358	12.560	78.016	2.461	5.529	油层	chang3
地209-43	2274.500	57.192	56.536	8.754	5.794	230.489	1.287	11.088	85.269	2.503	5.794	油层	chang3
地209-43	2274.625	55.157	57.941	7.732	6.120	223.514	0.010	9.325	96.978	2.549	6.120	油层	chang3
地209-43	2274.750	50.139	59.483	5.925	6.343	218.021	0.010	7.937	99.900	2.585	6.343	油层	chang3
地209-43	2274.875	46.884	61.128	4.932	6.388	216.845	0.010	7.640	99.900	2.603	6.388	油层	chang3
地209-43	2275.000	47.531	62.858	5.284	6.355	220.540	0.010	8.573	99.900	2.605	6.355	油层	chang3
地209-43	2275.125	48.359	64.654	5.882	6.353	228.248	1.587	10.521	85.374	2.599	6.353	油层	chang3
地209-43	2275.250	46.878	66.486	5.897	6.355	237.832	4.295	12.943	70.824	2.595	6.355	油层	chang3
地209-43	2275.375	49.051	68.319	6.957	6.356	246.237	7.416	15.068	61.750	2.595	6.356	油层	chang3
地209-43	2275.500	61.914	70.125	16.035	6.474	251.431	0.010	0.100	99.900	2.596	6.474	油层	chang3
地209-43	2275.625	80.954	71.879	31.846	6.793	252.834	0.010	0.100	99.900	2.591	6.793	油层	chang3
地209-43	2275.750	93.166	73.544	44.561	7.324	251.291	0.010	0.100	99.900	2.577	7.324	油层	chang3
地209-43	2275.875	94.578	75.112	46.182	8.093	248.878	0.010	0.100	99.900	2.558	8.093	油层	chang3
地209-43	2276.000	97.641	76.573	49.817	9.165	247.068	0.010	0.100	99.900	2.541	9.165	油层	chang3
地209-43	2276.125	103.132	77.914	56.754	10.586	245.731	0.010	0.100	99.900	2.538	10.586	油层	chang3
地209-43	2276.250	107.068	79.124	62.080	12.051	243.686	0.010	0.100	99.900	2.536	12.051	油层	chang4+5
地209-43	2276.375	105.353	80.220	59.722	12.951	240.032	0.010	0.100	99.900	2.540	12.951	油层	chang4+5
地209-43	2276.500	100.793	81.206	53.732	13.173	235.775	0.010	0.100	99.900	2.550	13.173	油层	chang4+5
地209-43	2276.625	94.836	82.085	46.482	13.080	233.027	0.010	0.100	99.900	2.557	13.080	油层	chang4+5
地209-43	2276.750	88.610	82.853	39.551	12.912	234.287	0.010	0.100	99.900	2.554	12.912	油层	chang4+5
地209-43	2276.875	88.540	83.528	39.476	12.665	240.552	0.010	0.100	99.900	2.540	12.665	油层	chang4+5
地209-43	2277.000	94.672	84.112	46.292	12.387	249.505	0.010	0.100	99.900	2.521	12.387	油层	chang4+5
地209-43	2277.125	104.145	84.603	58.096	12.090	257.759	0.010	0.100	99.900	2.505	12.090	油层	chang4+5
地209-43	2277.250	109.650	84.993	65.744	11.715	261.410	0.010	0.100	99.900	2.502	11.715	油层	chang4+5
地209-43	2277.375	106.224	85.291	60.912	11.349	258.239	0.010	0.100	99.900	2.511	11.349	油层	chang4+5
地209-43	2277.500	98.979	85.493	51.457	11.215	250.652	0.010	0.100	99.900	2.525	11.215	油层	chang4+5
地209-43	2277.625	90.595	85.592	41.693	11.378	243.123	0.010	0.100	99.900	2.534	11.378	油层	chang4+5
地209-43	2277.750	87.250	85.580	38.119	11.567	241.254	0.010	0.100	99.900	2.526	11.567	油层	chang4+5
地209-43	2277.875	93.060	85.467	44.440	11.362	248.192	0.010	0.100	99.900	2.499	11.362	油层	chang4+5
地209-43	2278.000	106.434	85.257	61.201	10.830	260.627	0.010	0.100	99.900	2.461	10.830	油层	chang4+5
地209-43	2278.125	119.667	84.950	81.337	10.506	273.075	0.010	0.100	99.900	2.424	10.506		chang4+5
地209-43	2278.250	127.612	84.549	95.433	10.588	279.820	0.010	0.100	99.900	2.403	10.588		chang4+5
地209-43	2278.375	129.241	84.074	98.531	10.862	278.722	0.010	0.100	99.900	2.399	10.862		chang4+5
地209-43	2278.500	130.242	83.538	99.900	10.927	273.273	0.010	0.100	99.900	2.405	10.927		chang4+5
地209-43	2278.625	134.657	82.953	99.900	10.752	267.246	0.010	0.100	99.900	2.409	10.752		chang4+5
地209-43	2278.750	144.371	82.331	99.900	10.551	262.826	0.010	0.100	99.900	2.401	10.551		chang4+5
地209-43	2278.875	153.058	81.691	99.900	10.532	259.375	0.010	0.100	99.900	2.385	10.532		chang4+5
地209-43	2279.000	155.626	81.045	99.900	10.638	255.126	0.010	0.100	99.900	2.368	10.638		chang4+5
地209-43	2279.125	150.090	80.404	99.900	10.711	249.442	0.010	0.100	99.900	2.362	10.711		chang4+5
地209-43	2279.250	130.898	79.779	99.900	10.636	242.950	0.010	0.100	99.900	2.375	10.636		chang4+5
地209-43	2279.375	107.914	79.176	63.265	10.556	237.095	0.010	0.100	99.900	2.406	10.556		chang4+5
地209-43	2279.500	92.821	78.603	44.170	10.602	232.805	0.010	0.100	99.900	2.445	10.602		chang4+5
地209-43	2279.625	86.559	78.070	37.402	10.797	230.339	0.010	0.100	99.900	2.487	10.797		chang4+5
地209-43	2279.750	87.987	77.586	38.891	11.095	229.511	0.010	0.100	99.900	2.527	11.095		chang4+5
地209-43	2279.875	91.980	77.156	43.224	11.546	229.707	0.010	0.100	99.900	2.562	11.546		chang4+5
地209-43	2280.000	97.511	76.789	49.660	12.117	230.097	0.010	0.100	99.900	2.595	12.117		chang4+5
地209-43	2280.125	101.970	76.501	55.240	12.467	230.153	0.010	0.100	99.900	2.625	12.467		chang4+5
地209-43	2280.250	100.314	76.308	53.125	12.402	229.672	0.010	0.100	99.900	2.648	12.402		chang4+5
地209-43	2280.375	92.590	76.212	43.909	12.134	228.828	0.010	0.100	99.900	2.662	12.134		chang4+5
地209-43	2280.500	88.483	76.218	39.415	11.937	227.872	0.010	0.100	99.900	2.665	11.937		chang4+5
地209-43	2280.625	88.776	76.333	39.727	11.773	226.891	0.010	0.100	99.900	2.659	11.773		chang4+5
地209-43	2280.750	85.321	76.560	36.135	11.585	226.010	0.010	0.100	99.900	2.645	11.585		chang4+5
地209-43	2280.875	77.363	76.878	28.519	11.502	225.606	0.010	0.100	99.900	2.628	11.502		chang4+5
地209-43	2281.000	73.518	77.275	25.143	11.612	226.030	0.010	0.100	99.900	2.612	11.612		chang4+5
地209-43	2281.125	73.675	77.737	25.278	11.877	227.411	0.010	0.100	99.900	2.599	11.877		chang4+5
地209-43	2281.250	78.974	78.242	29.989	12.212	229.572	0.010	0.100	99.900	2.590	12.212		chang4+5
地209-43	2281.375	88.183	78.766	39.097	12.610	232.165	0.010	0.100	99.900	2.580	12.610		chang4+5
地209-43	2281.500	98.528	79.293	50.900	12.952	234.949	0.010	0.100	99.900	2.568	12.952		chang4+5
地209-43	2281.625	110.332	79.806	66.734	13.004	237.725	0.010	0.100	99.900	2.553	13.004		chang4+5
地209-43	2281.750	119.548	80.291	81.139	12.651	239.923	0.010	0.100	99.900	2.538	12.651	干层	chang4+5
地209-43	2281.875	122.816	80.744	86.730	11.954	240.562	0.010	0.100	99.900	2.527	11.954	干层	chang4+5
地209-43	2282.000	122.294	81.163	85.818	11.194	239.255	0.010	0.100	99.900	2.525	11.194	干层	chang4+5
地209-43	2282.125	119.650	81.544	81.309	10.597	236.320	0.010	0.100	99.900	2.530	10.597	干层	chang4+5
地209-43	2282.250	112.907	81.884	70.566	10.378	232.819	0.010	0.100	99.900	2.540	10.378	干层	chang4+5
地209-43	2282.375	103.687	82.190	57.487	10.483	230.035	0.010	0.100	99.900	2.548	10.483	干层	chang4+5
地209-43	2282.500	97.655	82.460	49.834	10.775	228.353	0.010	0.100	99.900	2.552	10.775	干层	chang4+5
地209-43	2282.625	97.556	82.690	49.714	11.148	227.533	0.010	0.100	99.900	2.553	11.148	干层	chang4+5
地209-43	2282.750	101.008	82.876	54.005	11.737	227.156	0.010	0.100	99.900	2.553	11.737	干层	chang4+5
地209-43	2282.875	102.049	83.019	55.342	12.742	226.887	0.010	0.100	99.900	2.553	12.742	干层	chang4+5
地209-43	2283.000	101.153	83.115	54.189	13.975	226.567	0.010	0.100	99.900	2.550	13.975	干层	chang4+5
地209-43	2283.125	101.235	83.159	54.294	14.606	226.159	0.010	0.100	99.900	2.542	14.606	干层	chang4+5
地209-43	2283.250	104.518	83.146	58.595	14.346	225.784	0.010	0.100	99.900	2.534	14.346	干层	chang4+5
地209-43	2283.375	104.227	83.082	58.204	13.796	225.850	0.010	0.100	99.900	2.526	13.796	干层	chang4+5
地209-43	2283.500	101.632	82.969	54.803	13.499	226.719	0.010	0.100	99.900	2.505	13.499	干层	chang4+5
地209-43	2283.625	98.720	82.808	51.137	13.456	228.347	0.010	0.100	99.900	2.486	13.456	干层	chang4+5
地209-43	2283.750	96.942	82.601	48.974	13.615	229.845	0.010	0.100	99.900	2.476	13.615	干层	chang4+5
地209-43	2283.875	97.673	82.358	49.856	14.011	229.386	0.010	0.100	99.900	2.484	14.011		chang4+5
地209-43	2284.000	98.675	82.085	51.082	14.712	225.860	0.010	0.100	99.900	2.509	14.712		chang4+5
地209-43	2284.125	96.473	81.787	48.412	15.834	219.486	0.010	0.100	99.900	2.546	15.834		chang4+5
地209-43	2284.250	88.147	81.468	39.059	17.372	212.319	0.010	0.100	99.900	2.586	17.372		chang4+5
地209-43	2284.375	81.439	81.137	32.309	19.108	207.899	0.010	0.100	99.900	2.616	19.108		chang4+5
地209-43	2284.500	76.476	80.799	27.723	20.109	208.083	0.010	0.100	99.900	2.629	20.109		chang4+5
地209-43	2284.625	74.300	80.462	25.814	19.818	212.473	0.010	0.100	99.900	2.623	19.818		chang4+5
地209-43	2284.750	81.513	80.132	32.380	18.685	218.600	0.010	0.100	99.900	2.603	18.685		chang4+5
地209-43	2284.875	94.982	79.816	46.652	17.474	223.041	0.010	0.100	99.900	2.578	17.474		chang4+5
地209-43	2285.000	101.481	79.520	54.609	16.401	224.385	0.010	0.100	99.900	2.559	16.401		chang4+5
地209-43	2285.125	102.855	79.252	56.391	15.510	223.073	0.010	0.100	99.900	2.551	15.510		chang4+5
地209-43	2285.250	101.382	79.016	54.483	15.036	220.482	0.010	0.100	99.900	2.555	15.036		chang4+5
地209-43	2285.375	96.016	78.812	47.869	15.012	218.040	0.010	0.100	99.900	2.566	15.012		chang4+5
地209-43	2285.500	87.802	78.640	38.696	15.271	216.404	0.010	0.100	99.900	2.579	15.271		chang4+5
地209-43	2285.625	81.950	78.498	32.800	15.582	215.864	0.010	0.100	99.900	2.588	15.582		chang4+5
地209-43	2285.750	80.649	78.383	31.556	15.933	216.785	0.010	0.100	99.900	2.591	15.933		chang4+5
地209-43	2285.875	80.508	78.285	31.423	16.308	219.372	0.010	0.100	99.900	2.591	16.308		chang4+5
地209-43	2286.000	84.189	78.199	34.997	16.305	223.027	0.010	0.100	99.900	2.591	16.305		chang4+5
地209-43	2286.125	93.497	78.117	44.938	15.695	226.740	0.010	0.100	99.900	2.594	15.695		chang4+5
地209-43	2286.250	100.520	78.034	53.385	14.761	229.133	0.010	0.100	99.900	2.601	14.761		chang4+5
地209-43	2286.375	101.700	77.948	54.891	13.938	229.226	0.010	0.100	99.900	2.610	13.938		chang4+5
地209-43	2286.500	104.671	77.859	58.800	13.326	227.576	0.010	0.100	99.900	2.617	13.326		chang4+5
地209-43	2286.625	112.776	77.769	70.367	12.958	225.364	0.010	0.100	99.900	2.619	12.958		chang4+5
地209-43	2286.750	121.005	77.685	83.599	12.888	223.936	0.010	0.100	99.900	2.616	12.888		chang4+5
地209-43	2286.875	120.158	77.613	82.163	12.902	223.974	0.010	0.100	99.900	2.608	12.902		chang4+5
地209-43	2287.000	111.989	77.563	69.183	12.802	224.968	0.010	0.100	99.900	2.600	12.802		chang4+5
地209-43	2287.125	105.550	77.543	59.990	12.618	226.245	0.010	0.100	99.900	2.593	12.618		chang4+5
地209-43	2287.250	102.710	77.565	56.201	12.543	227.387	0.010	0.100	99.900	2.589	12.543		chang4+5
地209-43	2287.375	103.145	77.630	56.770	12.575	228.450	0.010	0.100	99.900	2.585	12.575		chang4+5
地209-43	2287.500	106.479	77.741	61.263	12.523	229.623	0.010	0.100	99.900	2.580	12.523		chang4+5
地209-43	2287.625	109.498	77.902	65.524	12.282	230.851	0.010	0.100	99.900	2.574	12.282		chang4+5
地209-43	2287.750	109.371	78.113	65.340	11.955	231.871	0.010	0.100	99.900	2.567	11.955		chang4+5
地209-43	2287.875	108.164	78.364	63.618	11.772	232.460	0.010	0.100	99.900	2.561	11.772		chang4+5
地209-43	2288.000	103.796	78.650	57.632	11.782	232.675	0.010	0.100	99.900	2.560	11.782		chang4+5
地209-43	2288.125	101.185	78.966	54.231	11.908	232.647	0.010	0.100	99.900	2.565	11.908		chang4+5
地209-43	2288.250	101.884	79.305	55.128	12.087	232.520	0.010	0.100	99.900	2.577	12.087		chang4+5
地209-43	2288.375	103.721	79.658	57.531	12.293	232.485	0.010	0.100	99.900	2.594	12.293		chang4+5
地209-43	2288.500	104.806	80.016	58.982	12.483	232.742	0.010	0.100	99.900	2.608	12.483		chang4+5
地209-43	2288.625	104.806	80.372	58.982	12.690	233.413	0.010	0.100	99.900	2.616	12.690		chang4+5
地209-43	2288.750	111.815	80.719	68.923	13.047	234.439	0.010	0.100	99.900	2.612	13.047		chang4+5
地209-43	2288.875	117.863	81.050	78.359	13.523	235.723	0.010	0.100	99.900	2.588	13.523		chang4+5
地209-43	2289.000	113.359	81.357	71.253	13.891	237.670	0.010	0.100	99.900	2.546	13.891		chang4+5
地209-43	2289.125	104.393	81.628	58.426	14.172	241.246	0.010	0.100	99.900	2.491	14.172		chang4+5
地209-43	2289.250	97.381	81.853	49.503	14.510	247.253	0.010	0.100	99.900	2.434	14.510		chang4+5
地209-43	2289.375	99.299	82.025	51.854	14.735	254.604	0.010	0.100	99.900	2.390	14.735		chang4+5
地209-43	2289.500	104.995	82.133	59.237	14.568	260.311	0.010	0.100	99.900	2.371	14.568		chang4+5
地209-43	2289.625	110.882	82.165	67.541	14.185	261.869	0.010	0.100	99.900	2.378	14.185		chang4+5
地209-43	2289.750	115.364	82.110	74.359	13.971	258.494	0.010	0.100	99.900	2.408	13.971		chang4+5
地209-43	2289.875	113.913	81.971	72.102	13.777	252.242	0.010	0.100	99.900	2.452	13.777		chang4+5
地209-43	2290.000	109.033	81.749	64.855	13.332	246.195	0.010	0.100	99.900	2.474	13.332		chang4+5
地209-43	2290.125	105.071	81.446	59.339	12.767	241.710	0.010	0.100	99.900	2.496	12.767		chang4+5
地209-43	2290.250	102.435	81.071	55.843	12.423	238.687	0.010	0.100	99.900	2.532	12.423		chang4+5
地209-43	2290.375	101.507	80.652	54.643	12.307	236.356	0.010	0.100	99.900	2.558	12.307		chang4+5
地209-43	2290.500	98.350	80.210	50.682	12.234	234.426	0.010	0.100	99.900	2.573	12.234		chang4+5
地209-43	2290.625	93.412	79.771	44.840	12.118	233.094	0.010	0.100	99.900	2.582	12.118		chang4+5
地209-43	2290.750	90.938	79.369	42.069	11.985	232.376	0.010	0.100	99.900	2.588	11.985		chang4+5
地209-43	2290.875	89.492	79.029	40.495	11.818	231.853	0.010	0.100	99.900	2.591	11.818		chang4+5
地209-43	2291.000	88.831	78.774	39.786	11.625	231.098	0.010	0.100	99.900	2.594	11.625		chang4+5
地209-43	2291.125	88.522	78.627	39.457	11.477	229.943	0.010	0.100	99.900	2.595	11.477		chang4+5
地209-43	2291.250	87.266	78.604	38.135	11.417	228.374	0.010	0.100	99.900	2.594	11.417		chang4+5
地209-43	2291.375	76.866	78.692	28.072	11.384	226.692	0.010	0.100	99.900	2.591	11.384		chang4+5
地209-43	2291.500	62.739	78.882	16.633	11.361	225.482	0.010	0.100	99.900	2.582	11.361		chang4+5
地209-43	2291.625	54.721	79.162	11.115	11.387	225.211	0.010	0.100	99.900	2.568	11.387		chang4+5
地209-43	2291.750	53.427	79.506	10.284	11.435	225.963	0.010	0.100	99.900	2.551	11.435		chang4+5
地209-43	2291.875	59.101	79.879	14.049	11.461	227.343	0.010	0.100	99.900	2.535	11.461		chang4+5
地209-43	2292.000	65.843	80.252	18.948	11.516	229.023	0.010	0.100	99.900	2.524	11.516		chang4+5
地209-43	2292.125	69.270	80.596	21.629	11.687	231.200	0.010	0.100	99.900	2.521	11.687		chang4+5
地209-43	2292.250	73.405	80.884	25.047	11.903	234.224	0.010	0.100	99.900	2.524	11.903		chang4+5
地209-43	2292.375	79.835	81.102	30.790	11.924	237.694	0.010	0.100	99.900	2.528	11.924		chang4+5
地209-43	2292.500	82.885	81.242	33.709	11.783	240.229	0.010	0.100	99.900	2.530	11.783		chang4+5
地209-43	2292.625	85.477	81.293	36.294	11.730	240.532	0.010	0.100	99.900	2.528	11.730		chang4+5
地209-43	2292.750	90.233	81.257	41.298	11.993	238.087	0.010	0.100	99.900	2.525	11.993		chang4+5
地209-43	2292.875	91.721	81.147	42.935	12.410	233.745	0.010	0.100	99.900	2.522	12.410		chang4+5
地209-43	2293.000	86.970	80.974	37.827	12.763	228.980	0.010	0.100	99.900	2.525	12.763		chang4+5
地209-43	2293.125	79.265	80.745	30.259	13.001	224.566	0.010	0.100	99.900	2.533	13.001		chang4+5
地209-43	2293.250	74.279	80.473	25.797	13.301	220.859	0.010	0.100	99.900	2.545	13.301		chang4+5
地209-43	2293.375	72.646	80.175	24.405	13.710	218.144	0.010	0.100	99.900	2.559	13.710		chang4+5
地209-43	2293.500	71.777	79.861	23.676	14.202	216.736	0.010	0.100	99.900	2.574	14.202		chang4+5
地209-43	2293.625	72.902	79.542	24.621	14.859	216.965	0.010	0.100	99.900	2.586	14.859		chang4+5
地209-43	2293.750	78.070	79.232	29.160	15.727	218.733	0.010	0.100	99.900	2.596	15.727		chang4+5
地209-43	2293.875	82.895	78.939	33.719	16.492	221.009	0.010	0.100	99.900	2.605	16.492		chang4+5
地209-43	2294.000	83.192	78.676	34.010	16.844	222.316	0.010	0.100	99.900	2.616	16.844		chang4+5
地209-43	2294.125	83.078	78.455	33.898	17.077	221.629	0.010	0.100	99.900	2.633	17.077		chang4+5
地209-43	2294.250	81.106	78.287	31.991	18.054	218.712	0.010	0.100	99.900	2.656	18.054		chang4+5
地209-43	2294.375	75.886	78.176	27.200	20.240	214.702	0.010	0.100	99.900	2.669	20.240		chang4+5
地209-43	2294.500	67.863	78.127	20.512	23.647	211.292	0.010	0.100	99.900	2.682	23.647		chang4+5
地209-43	2294.625	59.059	78.147	14.020	27.762	209.315	0.010	0.100	99.900	2.706	27.762		chang4+5
地209-43	2294.750	56.288	78.236	12.144	31.576	208.464	0.010	0.100	99.900	2.719	31.576		chang4+5
地209-43	2294.875	57.344	78.385	12.850	34.398	207.321	0.010	0.100	99.900	2.721	34.398		chang4+5
地209-43	2295.000	57.071	78.587	12.666	36.026	204.865	0.010	0.100	99.900	2.711	36.026		chang4+5
地209-43	2295.125	53.160	78.837	10.115	36.415	201.272	0.010	0.100	99.900	2.694	36.415		chang4+5
地209-43	2295.250	46.756	79.126	6.238	33.255	198.049	0.010	0.100	99.900	2.676	33.255		chang4+5
地209-43	2295.375	44.632	79.440	5.031	25.483	197.801	0.010	0.100	99.900	2.662	25.483		chang4+5
地209-43	2295.500	46.962	79.771	6.357	18.479	202.119	0.010	0.100	99.900	2.651	18.479		chang4+5
地209-43	2295.625	50.888	80.112	8.698	14.191	211.321	0.010	0.100	99.900	2.640	14.191		chang4+5
地209-43	2295.750	58.888	80.457	13.902	12.145	224.100	0.010	0.100	99.900	2.626	12.145		chang4+5
地209-43	2295.875	73.851	80.799	25.429	11.080	237.513	0.010	0.100	99.900	2.609	11.080		chang4+5
地209-43	2296.000	92.293	81.138	43.575	10.507	248.900	0.010	0.100	99.900	2.591	10.507	油水同层	chang4+5
地209-43	2296.125	105.564	81.470	60.008	10.273	256.771	0.010	0.100	99.900	2.575	10.273	油水同层	chang4+5
地209-43	2296.250	107.959	81.793	63.329	10.335	260.143	0.010	0.100	99.900	2.561	10.335	油水同层	chang4+5
地209-43	2296.375	106.489	82.107	61.277	10.724	258.787	0.010	0.100	99.900	2.551	10.724	油水同层	chang4+5
地209-43	2296.500	104.476	82.411	58.538	11.533	254.180	0.010	0.100	99.900	2.544	11.533	油水同层	chang4+5
地209-43	2296.625	99.687	82.703	52.337	12.593	248.358	0.010	0.100	99.900	2.545	12.593	油水同层	chang4+5
地209-43	2296.750	93.775	82.981	45.256	13.422	243.992	0.010	0.100	99.900	2.554	13.422	油水同层	chang4+5
地209-43	2296.875	88.430	83.247	39.359	13.332	242.866	0.010	0.100	99.900	2.571	13.332	油水同层	chang4+5
地209-43	2297.000	83.599	83.500	34.411	12.734	244.025	0.010	0.100	99.900	2.594	12.734	油水同层	chang4+5
地209-43	2297.125	82.672	83.740	33.501	12.183	245.785	0.010	0.100	99.900	2.616	12.183	油水同层	chang4+5
地209-43	2297.250	85.249	83.967	36.062	11.787	247.014	0.010	0.100	99.900	2.629	11.787	油水同层	chang4+5
地209-43	2297.375	87.801	84.185	38.695	11.321	248.161	0.010	0.100	99.900	2.633	11.321	油水同层	chang4+5
地209-43	2297.500	91.652	84.395	42.859	10.839	250.515	0.010	0.100	99.900	2.627	10.839	油水同层	chang4+5
地209-43	2297.625	99.820	84.596	52.504	10.618	254.921	0.010	0.100	99.900	2.614	10.618	油水同层	chang4+5
地209-43	2297.750	108.353	84.790	63.885	10.717	261.535	0.010	0.100	99.900	2.596	10.717	油水同层	chang4+5
地209-43	2297.875	111.024	84.976	67.750	11.063	269.572	0.010	0.100	99.900	2.573	11.063	油水同层	chang4+5
地209-43	2298.000	113.470	85.155	71.422	11.573	277.620	0.010	0.100	99.900	2.544	11.573	油水同层	chang4+5
地209-43	2298.125	120.283	85.324	82.374	12.078	284.386	0.010	0.100	99.900	2.511	12.078	油水同层	chang4+5
地209-43	2298.250	132.358	85.480	99.900	12.344	288.712	0.010	0.100	99.900	2.479	12.344	油水同层	chang4+5
地209-43	2298.375	145.118	85.621	99.900	12.206	290.456	0.010	0.100	99.900	2.453	12.206	油水同层	chang4+5
地209-43	2298.500	150.743	85.746	99.900	11.945	291.105	0.010	0.100	99.900	2.434	11.945	油水同层	chang4+5
地209-43	2298.625	146.386	85.849	99.900	11.713	292.236	0.010	0.100	99.900	2.422	11.713	油水同层	chang4+5
地209-43	2298.750	142.011	85.927	99.900	11.436	295.063	0.010	0.100	99.900	2.417	11.436	油水同层	chang4+5
地209-43	2298.875	145.606	85.980	99.900	11.167	299.584	0.010	0.100	99.900	2.411	11.167	油水同层	chang4+5
地209-43	2299.000	151.220	86.003	99.900	11.149	304.211	0.010	0.100	99.900	2.397	11.149	油水同层	chang4+5
地209-43	2299.125	149.879	85.994	99.900	11.639	306.891	0.010	0.100	99.900	2.377	11.639	油水同层	chang4+5
地209-43	2299.250	139.594	85.948	99.900	12.590	305.323	0.010	0.100	99.900	2.355	12.590	油水同层	chang4+5
地209-43	2299.375	131.589	85.866	99.900	13.991	298.047	0.010	0.100	99.900	2.337	13.991	油水同层	chang4+5
地209-43	2299.500	127.909	85.748	95.993	15.839	286.206	0.010	0.100	99.900	2.329	15.839	油水同层	chang4+5
地209-43	2299.625	122.972	85.590	87.004	17.458	271.939	0.010	0.100	99.900	2.333	17.458	油水同层	chang4+5
地209-43	2299.750	118.495	85.391	79.394	17.919	258.715	0.010	0.100	99.900	2.351	17.919	油水同层	chang4+5
地209-43	2299.875	114.272	85.157	72.655	16.860	250.474	0.010	0.100	99.900	2.379	16.860	油水同层	chang4+5
地209-43	2300.000	108.739	84.892	64.435	14.986	248.417	0.010	0.100	99.900	2.409	14.986	油水同层	chang4+5
地209-43	2300.125	107.656	84.599	62.902	12.721	251.759	0.010	0.100	99.900	2.433	12.721	油水同层	chang4+5
地209-43	2300.250	121.202	84.288	83.935	10.744	257.948	0.010	0.100	99.900	2.445	10.744	油水同层	chang4+5
地209-43	2300.375	143.423	83.972	99.900	9.436	263.491	0.010	0.100	99.900	2.444	9.436	油水同层	chang4+5
地209-43	2300.500	158.776	83.662	99.900	8.758	266.336	0.010	0.100	99.900	2.432	8.758	油水同层	chang4+5
地209-43	2300.625	163.459	83.375	99.900	8.524	265.831	0.010	0.100	99.900	2.416	8.524	油水同层	chang4+5
地209-43	2300.750	158.345	83.125	99.900	8.528	261.755	0.010	0.100	99.900	2.402	8.528	油水同层	chang4+5
地209-43	2300.875	142.837	82.924	99.900	8.801	254.345	0.010	0.100	99.900	2.400	8.801	油水同层	chang4+5
地209-43	2301.000	122.938	82.781	86.943	9.604	245.143	0.010	0.100	99.900	2.411	9.604	油水同层	chang4+5
地209-43	2301.125	104.831	82.709	59.016	11.129	236.052	0.010	0.100	99.900	2.435	11.129	油水同层	chang4+5
地209-43	2301.250	89.003	82.715	39.969	13.432	229.077	0.010	0.100	99.900	2.468	13.432	油水同层	chang4+5
地209-43	2301.375	76.440	82.792	27.691	15.996	225.216	0.010	0.100	99.900	2.503	15.996	油水同层	chang4+5
地209-43	2301.500	68.580	82.936	21.078	17.669	223.928	0.010	0.100	99.900	2.531	17.669	油水同层	chang4+5
地209-43	2301.625	65.270	83.146	18.512	17.917	225.144	0.010	0.100	99.900	2.549	17.917	油水同层	chang4+5
地209-43	2301.750	64.053	83.412	17.600	16.885	229.630	0.010	0.100	99.900	2.555	16.885	油水同层	chang4+5
地209-43	2301.875	66.910	83.719	19.769	15.172	238.023	0.010	0.100	99.900	2.553	15.172	油水同层	chang4+5
地209-43	2302.000	79.416	84.059	30.400	13.129	248.903	0.010	0.100	99.900	2.544	13.129	油水同层	chang4+5
