井名	深度	GR	SP	SH	AT90	AC	PERM	POR	SW	CNL	DEN	RT	解释结论	层位
涧39	2283.250	80.085	54.175	16.391	16.089	219.705	0.01	5.171	99.9	21.695	2.627	16.069	干层	chang4+5
涧39	2283.375	76.337	54.256	14.737	16.483	217.169	0.01	5.21	99.9	20.685	2.627	16.454	干层	chang4+5
涧39	2283.500	72.174	54.518	13.129	17.05	214.027	0.01	5.147	99.9	19.938	2.628	17.006	干层	chang4+5
涧39	2283.625	68.433	55.0	11.818	17.936	209.695	0.01	5.05	99.9	18.966	2.631	17.84	干层	chang4+5
涧39	2283.750	65.623	55.819	10.93	19.836	206.078	0.01	4.948	99.9	17.572	2.633	19.653	干层	chang4+5
涧39	2283.875	64.043	57.031	10.526	23.407	204.891	0.01	4.835	99.9	16.147	2.636	23.129	干层	chang4+5
涧39	2284.000	63.6	58.633	10.497	28.62	205.655	0.01	4.667	99.9	15.218	2.64	28.395	干层	chang4+5
涧39	2284.125	65.76	60.561	11.712	32.653	207.106	0.01	4.443	99.9	15.156	2.645	32.663	干层	chang4+5
涧39	2284.250	72.695	62.72	15.081	32.24	209.302	0.01	4.21	99.9	15.879	2.65	32.464	干层	chang4+5
涧39	2284.375	84.702	64.922	42.678	27.924	213.118	0.01	0.1	99.9	17.229	2.653	28.21		chang4+5
涧39	2284.500	98.135	66.991	58.061	22.539	218.328	0.01	0.1	99.9	19.058	2.654	22.774		chang4+5
涧39	2284.625	108.357	68.78	69.612	18.172	223.411	0.01	0.1	99.9	20.946	2.652	18.321		chang4+5
涧39	2284.750	113.145	70.105	73.633	15.388	227.626	0.01	0.1	99.9	22.437	2.647	15.49		chang4+5
涧39	2284.875	115.608	70.976	77.101	13.469	233.377	0.01	0.1	99.9	23.442	2.64	13.557		chang4+5
涧39	2285.000	116.435	71.46	77.165	11.799	242.94	0.01	0.1	99.9	24.235	2.631	11.887		chang4+5
涧39	2285.125	115.197	71.657	74.263	10.167	254.938	0.01	0.1	99.9	25.174	2.62	10.231		chang4+5
涧39	2285.250	112.739	71.607	70.245	8.991	262.939	0.01	0.1	99.9	26.197	2.609	9.015		chang4+5
涧39	2285.375	111.012	71.385	68.559	8.573	263.485	0.01	0.1	99.9	27.08	2.595	8.56		chang4+5
涧39	2285.500	111.759	70.999	71.099	8.823	259.344	0.01	0.1	99.9	27.765	2.568	8.801		chang4+5
涧39	2285.625	115.955	70.453	79.351	9.228	257.068	0.01	0.1	99.9	28.567	2.517	9.216		chang4+5
涧39	2285.750	123.877	69.741	94.715	9.428	263.663	0.01	0.1	99.9	30.233	2.436	9.447		chang4+5
涧39	2285.875	131.517	68.916	99.9	9.023	279.072	0.01	0.1	99.9	33.469	2.334	9.081		chang4+5
涧39	2286.000	133.098	68.024	99.9	7.923	299.737	0.01	0.1	99.9	37.768	2.241	7.98		chang4+5
涧39	2286.125	127.431	67.117	99.9	6.869	318.133	0.01	0.1	99.9	41.028	2.184	6.894		chang4+5
涧39	2286.250	120.084	66.265	99.9	6.426	323.294	0.01	0.1	99.9	41.909	2.172	6.429		chang4+5
涧39	2286.375	117.625	65.517	99.9	6.389	314.212	0.01	0.1	99.9	40.841	2.2	6.38		chang4+5
涧39	2286.500	118.736	64.906	99.9	6.579	296.612	0.01	0.1	99.9	38.82	2.255	6.562		chang4+5
涧39	2286.625	115.341	64.449	96.167	6.892	278.786	0.01	0.1	99.9	35.564	2.311	6.877		chang4+5
涧39	2286.750	106.621	64.156	76.495	7.155	266.184	0.01	0.1	99.9	32.969	2.358	7.152		chang4+5
涧39	2286.875	98.102	63.973	63.572	7.21	257.185	0.01	0.1	99.9	30.343	2.394	7.206		chang4+5
涧39	2287.000	93.639	63.861	59.322	7.294	249.763	0.01	0.1	99.9	27.186	2.428	7.267		chang4+5
涧39	2287.125	93.657	63.79	61.604	7.857	243.492	0.01	0.1	99.9	24.669	2.449	7.792		chang4+5
涧39	2287.250	96.624	63.733	67.598	9.107	239.813	0.01	0.1	99.9	23.615	2.474	9.015		chang4+5
涧39	2287.375	99.247	63.668	70.978	10.845	238.72	0.01	0.1	99.9	23.701	2.521	10.745		chang4+5
涧39	2287.500	97.429	63.585	64.61	12.748	238.578	0.01	0.1	99.9	23.686	2.567	12.639		chang4+5
涧39	2287.625	91.919	63.483	54.919	14.843	237.136	0.01	0.1	99.9	22.877	2.603	14.694		chang4+5
涧39	2287.750	85.968	63.365	47.061	17.689	233.331	0.01	0.1	99.9	21.722	2.624	17.515		chang4+5
涧39	2287.875	80.958	63.249	41.21	20.927	228.91	0.01	0.1	99.9	20.869	2.63	20.822		chang4+5
涧39	2288.000	77.209	63.15	37.329	22.807	224.895	0.01	0.1	99.9	20.349	2.628	22.817		chang4+5
涧39	2288.125	75.322	63.089	36.021	22.583	221.01	0.01	0.1	99.9	20.095	2.624	22.625		chang4+5
涧39	2288.250	78.026	63.089	41.615	21.768	218.52	0.01	0.1	99.9	20.529	2.619	21.825		chang4+5
涧39	2288.375	89.005	63.142	61.293	20.571	222.124	0.01	0.1	99.9	22.082	2.607	20.755		chang4+5
涧39	2288.500	104.36	63.239	89.349	17.043	235.517	0.01	0.1	99.9	24.5	2.586	17.25		chang4+5
涧39	2288.625	114.738	63.369	99.9	13.226	255.351	0.01	0.1	99.9	26.712	2.556	13.33		chang4+5
涧39	2288.750	117.743	63.524	99.9	11.35	269.035	0.01	0.1	99.9	27.609	2.53	11.357		chang4+5
涧39	2288.875	116.743	63.693	99.9	11.279	268.448	0.01	0.1	99.9	26.913	2.521	11.236		chang4+5
涧39	2289.000	114.596	63.872	97.416	12.091	256.257	0.01	0.1	99.9	25.298	2.534	12.056		chang4+5
涧39	2289.125	112.992	64.058	94.8	12.728	241.77	0.01	0.1	99.9	23.943	2.572	12.722		chang4+5
涧39	2289.250	111.898	64.252	92.695	12.829	234.744	0.01	0.1	99.9	23.692	2.643	12.84		chang4+5
涧39	2289.375	111.215	64.451	91.66	12.615	237.774	0.01	0.1	99.9	24.87	2.656	12.644		chang4+5
涧39	2289.500	110.323	64.647	89.441	12.055	250.435	0.01	0.1	99.9	27.254	2.633	12.094		chang4+5
涧39	2289.625	108.417	64.828	84.851	11.337	267.143	0.01	0.1	99.9	29.55	2.58	11.356		chang4+5
涧39	2289.750	102.372	64.988	70.357	11.03	273.832	0.01	0.1	99.9	29.834	2.573	10.996		chang4+5
涧39	2289.875	91.945	65.141	52.333	11.794	262.758	0.01	0.1	99.9	27.031	2.587	11.657		chang4+5
涧39	2290.000	82.851	65.309	42.221	14.487	239.216	0.01	0.1	99.9	22.444	2.612	14.256		chang4+5
涧39	2290.125	78.776	65.519	39.627	18.844	217.036	0.01	0.1	99.9	18.831	2.639	18.636		chang4+5
涧39	2290.250	78.927	65.803	41.279	22.595	208.094	0.01	0.1	99.9	17.43	2.656	22.563		chang4+5
涧39	2290.375	81.595	66.158	45.479	23.095	208.841	0.01	0.1	99.9	17.72	2.659	23.18		chang4+5
涧39	2290.500	85.747	66.576	51.585	21.499	213.577	0.01	0.1	99.9	18.869	2.655	21.569		chang4+5
涧39	2290.625	91.175	67.035	60.136	20.2	218.958	0.01	0.1	99.9	20.258	2.65	20.231		chang4+5
涧39	2290.750	95.657	67.562	66.009	19.586	223.381	0.01	0.1	99.9	21.334	2.649	19.646		chang4+5
涧39	2290.875	98.105	68.12	68.904	18.372	225.913	0.01	0.1	99.9	21.824	2.65	18.51		chang4+5
涧39	2291.000	101.607	68.685	76.563	15.723	227.582	0.01	0.1	99.9	22.224	2.649	15.891		chang4+5
涧39	2291.125	106.53	69.242	86.261	12.6	231.686	0.01	0.1	99.9	23.133	2.645	12.722		chang4+5
涧39	2291.250	109.115	69.772	88.624	10.348	240.567	0.01	0.1	99.9	24.396	2.64	10.405		chang4+5
涧39	2291.375	108.764	70.264	86.306	9.332	249.702	0.01	0.1	99.9	25.341	2.641	9.326		chang4+5
涧39	2291.500	107.588	70.695	84.033	9.49	253.65	0.01	0.1	99.9	25.556	2.651	9.446		chang4+5
涧39	2291.625	107.677	71.04	85.504	10.344	250.18	0.01	0.1	99.9	25.182	2.668	10.281		chang4+5
涧39	2291.750	107.117	71.258	83.076	11.521	241.845	0.01	0.1	99.9	24.345	2.685	11.463		chang4+5
涧39	2291.875	105.122	71.372	78.638	12.602	234.765	0.01	0.1	99.9	23.159	2.693	12.577		chang4+5
涧39	2292.000	103.56	71.418	76.602	13.015	231.93	0.01	0.1	99.9	22.26	2.695	13.048		chang4+5
涧39	2292.125	104.79	71.397	81.148	12.343	233.339	0.01	0.1	99.9	22.267	2.692	12.414		chang4+5
涧39	2292.250	107.227	71.311	85.743	11.016	236.659	0.01	0.1	99.9	23.152	2.681	11.069		chang4+5
涧39	2292.375	107.798	71.177	84.949	10.044	239.133	0.01	0.1	99.9	24.27	2.656	10.059		chang4+5
涧39	2292.500	106.889	71.003	82.703	9.785	240.721	0.01	0.1	99.9	24.953	2.614	9.771		chang4+5
涧39	2292.625	106.233	70.754	81.988	10.045	243.424	0.01	0.1	99.9	25.553	2.559	10.034		chang4+5
涧39	2292.750	106.99	70.412	84.579	10.203	249.519	0.01	0.1	99.9	26.927	2.506	10.234		chang4+5
涧39	2292.875	107.865	70.01	85.767	9.595	256.578	0.01	0.1	99.9	28.887	2.476	9.658		chang4+5
涧39	2293.000	108.997	69.568	88.532	8.414	260.25	0.01	0.1	99.9	29.911	2.477	8.461		chang4+5
涧39	2293.125	109.024	69.061	87.134	7.56	258.353	0.01	0.1	99.9	29.704	2.503	7.569		chang4+5
涧39	2293.250	109.239	68.475	88.531	7.424	254.145	0.01	0.1	99.9	29.261	2.54	7.392		chang4+5
涧39	2293.375	109.247	67.838	87.807	8.08	253.067	0.01	0.1	99.9	29.042	2.571	7.998		chang4+5
涧39	2293.500	105.953	67.165	78.586	9.676	254.891	0.01	0.1	99.9	28.372	2.585	9.547		chang4+5
涧39	2293.625	99.275	66.467	65.459	12.132	255.371	0.01	0.1	99.9	26.922	2.583	11.993		chang4+5
涧39	2293.750	93.793	65.748	58.726	14.688	250.88	0.01	0.1	99.9	25.26	2.572	14.627		chang4+5
涧39	2293.875	90.678	64.984	55.093	15.739	244.39	0.01	0.1	99.9	24.074	2.566	15.788		chang4+5
涧39	2294.000	86.738	64.212	48.538	14.764	239.53	0.01	0.1	99.9	23.418	2.568	14.853		chang4+5
涧39	2294.125	80.892	63.483	40.368	13.097	237.408	0.01	0.1	99.9	22.753	2.571	13.16		chang4+5
涧39	2294.250	77.067	62.865	37.506	11.958	236.03	0.01	0.1	99.9	21.751	2.573	11.974		chang4+5
涧39	2294.375	78.904	62.349	42.417	11.698	233.095	0.01	0.1	99.9	20.648	2.573	11.666		chang4+5
涧39	2294.500	85.656	61.963	53.202	12.323	228.986	0.01	0.1	99.9	20.118	2.578	12.269		chang4+5
涧39	2294.625	92.545	61.712	62.426	13.334	225.795	0.01	0.1	99.9	20.517	2.589	13.296		chang4+5
涧39	2294.750	95.792	61.595	65.065	14.012	225.513	0.01	0.1	99.9	21.657	2.607	14.011		chang4+5
涧39	2294.875	94.595	61.551	60.791	14.024	226.754	0.01	0.1	99.9	22.815	2.624	14.028		chang4+5
涧39	2295.000	89.555	61.535	51.635	13.985	227.343	0.01	0.1	99.9	23.012	2.633	13.955		chang4+5
涧39	2295.125	82.801	61.509	42.457	14.591	226.221	0.01	0.1	99.9	22.271	2.63	14.524		chang4+5
涧39	2295.250	78.053	61.452	38.201	15.853	224.214	0.01	0.1	99.9	21.409	2.618	15.8		chang4+5
涧39	2295.375	77.683	61.383	39.759	16.799	222.513	0.01	0.1	99.9	21.148	2.6	16.809		chang4+5
涧39	2295.500	82.333	61.331	47.833	16.535	221.748	0.01	0.1	99.9	21.85	2.578	16.62		chang4+5
涧39	2295.625	92.948	61.311	66.755	14.878	223.902	0.01	0.1	99.9	23.501	2.554	15.025		chang4+5
涧39	2295.750	105.39	61.298	88.84	12.093	231.57	0.01	0.1	99.9	25.966	2.536	12.243		chang4+5
涧39	2295.875	114.076	61.218	99.9	9.317	240.216	0.01	0.1	99.9	28.618	2.534	9.399		chang4+5
涧39	2296.000	115.606	60.986	99.9	7.847	242.762	0.01	0.1	99.9	29.701	2.543	7.854		chang4+5
涧39	2296.125	110.41	60.527	85.376	7.787	236.805	0.01	0.1	99.9	28.501	2.559	7.721		chang4+5
涧39	2296.250	102.987	59.758	71.715	9.095	228.552	0.01	0.1	99.9	26.053	2.574	8.97		chang4+5
涧39	2296.375	96.902	58.729	62.964	11.525	225.286	0.01	0.1	99.9	23.835	2.577	11.344		chang4+5
涧39	2296.500	93.076	57.505	58.333	15.026	226.669	0.01	0.1	99.9	22.524	2.564	14.781		chang4+5
涧39	2296.625	86.946	56.199	11.763	19.762	228.665	0.098	8.758	70.945	21.564	2.543	19.427	干层	chang4+5
涧39	2296.750	77.361	54.97	9.486	26.18	227.773	0.145	9.569	56.357	20.204	2.526	25.788	干层	chang4+5
涧39	2296.875	68.963	53.931	7.819	33.543	224.229	0.16	9.787	48.542	18.318	2.523	33.226	干层	chang4+5
涧39	2297.000	66.584	53.141	7.493	39.311	219.44	0.14	9.502	46.011	16.582	2.531	39.238	干层	chang4+5
涧39	2297.125	68.934	52.607	7.833	40.43	215.277	0.105	8.888	48.347	15.812	2.545	40.614	干层	chang4+5
涧39	2297.250	73.784	52.317	8.777	36.795	213.458	0.072	8.167	55.038	16.264	2.561	37.12	干层	chang4+5
涧39	2297.375	79.653	52.159	10.029	30.64	213.861	0.052	7.573	65.005	17.509	2.574	30.948	干层	chang4+5
涧39	2297.500	84.496	52.042	11.116	24.937	215.981	0.041	7.163	76.306	18.467	2.583	25.103	干层	chang4+5
涧39	2297.625	86.59	51.862	11.645	21.956	218.913	0.033	6.852	85.303	18.376	2.59	21.954	干层	chang4+5
涧39	2297.750	84.981	51.493	11.271	22.127	220.669	0.027	6.514	89.67	17.262	2.598	21.985	干层	chang4+5
涧39	2297.875	80.698	50.902	10.216	24.959	219.162	0.02	6.109	90.235	15.684	2.607	24.682	干层	chang4+5
涧39	2298.000	74.567	50.088	8.53	30.3	213.93	0.015	5.746	87.119	14.305	2.615	29.934	干层	chang4+5
涧39	2298.125	69.244	49.085	7.175	37.176	207.34	0.013	5.53	81.547	13.524	2.619	36.877	干层	chang4+5
涧39	2298.250	66.872	47.939	6.686	42.683	204.164	0.013	5.564	75.465	13.546	2.617	42.547	干层	chang4+5
涧39	2298.375	66.805	46.744	6.848	45.188	205.929	0.019	6.027	67.643	14.311	2.605	45.126	干层	chang4+5
涧39	2298.500	66.765	45.564	7.079	46.349	210.882	0.034	6.877	58.516	15.375	2.585	46.311	干层	chang4+5
涧39	2298.625	66.486	44.471	7.355	46.94	216.408	0.064	7.961	50.162	16.373	2.56	47.034	油层	chang4+5
涧39	2298.750	67.055	43.554	7.797	45.013	221.263	0.114	9.055	44.962	17.403	2.536	45.251	油层	chang4+5
涧39	2298.875	68.295	42.829	8.284	40.529	225.442	0.172	9.956	43.092	18.671	2.516	40.743	油层	chang4+5
涧39	2299.000	69.493	42.309	8.653	36.581	228.313	0.229	10.624	42.568	19.819	2.502	36.671	油层	chang4+5
涧39	2299.125	70.107	41.994	8.749	34.952	229.235	0.273	11.048	41.924	20.291	2.493	34.958	油层	chang4+5
涧39	2299.250	70.192	41.897	8.653	34.767	228.534	0.294	11.238	41.292	20.168	2.489	34.827	油层	chang4+5
涧39	2299.375	70.73	41.942	8.737	33.505	227.551	0.284	11.152	42.305	20.142	2.492	33.695	油层	chang4+5
涧39	2299.500	74.086	42.049	9.579	29.866	226.587	0.249	10.823	46.133	20.813	2.5	30.085	油层	chang4+5
涧39	2299.625	79.373	42.108	10.638	25.833	225.45	0.203	10.327	52.077	21.954	2.511	25.932	油层	chang4+5
涧39	2299.750	84.747	41.995	11.645	24.106	224.156	0.164	9.85	56.689	22.909	2.521	24.056	油层	chang4+5
涧39	2299.875	88.05	41.683	12.037	25.199	223.152	0.153	9.693	56.499	23.176	2.522	25.005	油层	chang4+5
涧39	2300.000	86.349	41.182	11.079	28.943	222.691	0.223	10.559	48.439	22.591	2.502	28.671	油层	chang4+5
涧39	2300.125	82.435	40.544	10.172	34.083	222.667	0.308	11.361	41.441	21.535	2.484	33.835	油层	chang4+5
涧39	2300.250	79.606	39.857	9.657	38.626	222.851	0.404	12.083	36.514	20.412	2.469	38.531	油层	chang4+5
涧39	2300.375	77.778	39.242	9.32	40.164	223.186	0.47	12.503	34.489	19.495	2.46	40.332	油层	chang4+5
涧39	2300.500	80.841	38.787	10.436	36.885	223.763	0.48	12.563	35.761	19.458	2.459	37.156	油层	chang4+5
涧39	2300.625	89.146	38.556	12.528	31.782	224.428	0.448	12.367	39.146	20.762	2.464	32.002	油层	chang4+5
涧39	2300.750	92.68	38.595	12.643	27.739	224.719	0.409	12.116	42.841	22.867	2.469	27.837	油层	chang4+5
涧39	2300.875	87.625	38.834	11.021	26.073	224.55	0.389	11.975	44.864	24.393	2.472	25.984	油层	chang4+5
涧39	2301.000	79.906	39.224	9.495	28.053	224.304	0.394	12.011	43.336	24.105	2.471	27.683	油层	chang4+5
涧39	2301.125	73.329	39.708	8.374	35.608	224.73	0.428	12.24	37.983	22.452	2.465	34.697	油层	chang4+5
涧39	2301.250	69.718	40.231	8.07	53.272	226.768	0.488	12.612	30.12	20.78	2.457	51.971	油层	chang4+5
涧39	2301.375	68.302	40.74	8.132	77.37	230.009	0.551	12.963	24.131	20.141	2.449	76.651	油层	chang4+5
涧39	2301.500	65.642	41.208	7.73	90.096	233.091	0.591	13.17	21.883	20.491	2.445	90.296	油层	chang4+5
涧39	2301.625	62.298	41.633	7.281	86.093	234.286	0.583	13.131	22.422	20.612	2.447	86.514	油层	chang4+5
涧39	2301.750	60.482	42.022	7.018	78.263	232.518	0.496	12.659	24.413	19.75	2.46	78.531	油层	chang4+5
涧39	2301.875	59.329	42.402	6.657	73.49	229.101	0.354	11.721	27.266	18.223	2.48	73.434	油层	chang4+5
涧39	2302.000	58.175	42.791	6.234	75.051	225.07	0.271	11.03	28.768	16.622	2.496	74.488	油层	chang4+5
涧39	2302.125	55.974	43.204	5.519	86.403	220.583	0.204	10.339	28.704	15.169	2.515	85.151	油层	chang4+5
涧39	2302.250	53.731	43.643	4.983	110.029	214.939	0.092	8.637	30.384	13.886	2.554	108.903	油层	chang4+5
涧39	2302.375	53.06	44.073	6.898	129.957	208.313	0.01	0.1	99.9	12.854	2.593	130.259		chang4+5
涧39	2302.500	55.56	44.443	8.172	123.648	201.884	0.01	0.1	99.9	12.505	2.625	124.53		chang4+5
涧39	2302.625	59.788	44.695	9.704	106.667	197.563	0.01	0.1	99.9	13.272	2.641	107.819		chang4+5
涧39	2302.750	64.191	44.753	11.269	84.598	197.688	0.01	0.1	99.9	15.169	2.635	85.973		chang4+5
涧39	2302.875	68.033	44.626	12.581	58.986	201.963	0.01	0.1	99.9	17.539	2.589	59.904		chang4+5
涧39	2303.000	73.409	44.331	15.02	42.083	209.018	0.01	0.1	99.9	19.389	2.557	42.5		chang4+5
涧39	2303.125	80.864	43.909	10.379	34.492	216.534	0.131	9.348	49.806	20.507	2.53	34.603	差油层	chang4+5
涧39	2303.250	88.526	43.42	12.32	32.54	221.969	0.183	10.089	47.603	21.443	2.514	32.514	差油层	chang4+5
涧39	2303.375	97.581	42.952	14.737	33.013	224.824	0.213	10.447	45.625	22.596	2.507	33.012	差油层	chang4+5
涧39	2303.500	111.044	42.563	18.529	32.888	225.703	0.221	10.536	45.216	23.804	2.505	33.047	差油层	chang4+5
涧39	2303.625	126.823	42.296	22.848	29.799	225.581	0.215	10.463	47.761	24.636	2.507	30.032	差油层	chang4+5
涧39	2303.750	138.545	42.197	25.613	25.513	225.248	0.205	10.355	52.244	24.902	2.509	25.628	差油层	chang4+5
涧39	2303.875	139.104	42.249	24.343	23.525	225.057	0.2	10.292	54.95	24.77	2.511	23.448	差油层	chang4+5
涧39	2304.000	126.236	42.451	19.459	25.094	224.923	0.197	10.265	53.46	24.534	2.511	24.904	差油层	chang4+5
涧39	2304.125	110.382	42.807	15.71	28.651	224.598	0.198	10.275	49.909	23.79	2.511	28.521	差油层	chang4+5
涧39	2304.250	99.512	43.36	13.645	31.093	223.856	0.206	10.363	47.483	22.496	2.509	30.977	差油层	chang4+5
涧39	2304.375	92.409	44.112	12.18	33.373	222.862	0.218	10.498	45.29	21.001	2.506	33.18	差油层	chang4+5
涧39	2304.500	86.338	45.079	10.847	36.949	221.899	0.228	10.612	42.52	19.681	2.503	36.837	差油层	chang4+5
涧39	2304.625	82.915	46.25	10.364	38.941	221.202	0.233	10.661	41.153	18.805	2.502	38.963	差油层	chang4+5
涧39	2304.750	80.563	47.598	9.84	38.59	220.791	0.232	10.651	41.415	18.357	2.503	38.548	差油层	chang4+5
涧39	2304.875	77.366	49.043	9.137	39.478	220.48	0.229	10.615	41.135	18.277	2.503	39.336	差油层	chang4+5
涧39	2305.000	76.897	50.54	9.358	42.146	220.375	0.222	10.55	40.039	18.535	2.505	42.037	差油层	chang4+5
涧39	2305.125	78.415	52.053	9.725	44.126	220.715	0.213	10.44	39.494	18.983	2.508	44.114	差油层	chang4+5
涧39	2305.250	78.978	53.547	9.809	44.284	221.535	0.201	10.307	39.903	19.337	2.511	44.336	差油层	chang4+5
涧39	2305.375	78.259	54.999	9.705	43.308	222.568	0.193	10.217	40.715	19.47	2.512	43.343	差油层	chang4+5
涧39	2305.500	75.776	56.403	9.203	42.601	223.857	0.195	10.234	40.965	19.57	2.511	42.674	差油层	chang4+5
涧39	2305.625	72.144	57.771	8.605	41.053	225.493	0.21	10.415	40.921	19.879	2.507	41.287	差油层	chang4+5
涧39	2305.750	69.895	59.12	8.454	36.651	227.283	0.245	10.787	41.825	20.14	2.498	36.849	差油层	chang4+5
涧39	2305.875	70.313	60.462	8.8	33.076	229.008	0.292	11.218	42.439	20.008	2.488	33.089	差油层	chang4+5
涧39	2306.000	71.079	61.805	8.987	32.964	230.742	0.333	11.561	41.333	19.62	2.481	32.847	差油层	chang4+5
涧39	2306.125	72.7	63.16	9.55	35.124	232.4	0.343	11.643	39.727	19.458	2.481	35.057	差油层	chang4+5
涧39	2306.250	76.623	64.544	10.644	36.214	233.449	0.294	11.24	40.421	19.733	2.491	36.333	差油层	chang4+5
涧39	2306.375	82.582	65.952	12.126	33.795	233.727	0.215	10.468	44.825	20.316	2.509	34.065	差油层	chang4+5
涧39	2306.500	86.575	67.358	12.79	28.714	233.422	0.145	9.572	53.191	21.037	2.529	28.932	差油层	chang4+5
涧39	2306.625	85.336	68.72	12.145	24.77	232.784	0.101	8.821	62.346	21.736	2.546	24.8	差油层	chang4+5
涧39	2306.750	81.122	69.974	11.178	24.454	232.126	0.081	8.389	66.307	21.986	2.555	24.238	差油层	chang4+5
涧39	2306.875	76.672	71.092	10.291	28.8	231.499	0.074	8.215	62.619	21.227	2.558	28.341	差油层	chang4+5
涧39	2307.000	71.338	72.042	9.011	37.408	229.635	0.075	8.238	54.62	19.306	2.557	37.046	差油层	chang4+5
涧39	2307.125	67.018	72.805	7.934	43.725	224.368	0.076	8.26	50.032	16.821	2.556	43.913		chang4+5
涧39	2307.250	68.246	73.347	30.198	39.896	215.692	0.01	0.1	99.9	15.075	2.551	40.337		chang4+5
涧39	2307.375	75.209	73.713	39.86	31.481	210.279	0.01	0.1	99.9	15.246	2.545	31.965		chang4+5
涧39	2307.500	85.103	73.922	53.588	22.399	214.882	0.01	0.1	99.9	17.619	2.541	22.782		chang4+5
涧39	2307.625	94.336	73.993	66.573	15.299	230.619	0.01	0.1	99.9	21.416	2.543	15.517		chang4+5
涧39	2307.750	99.363	73.937	71.851	11.303	250.435	0.01	0.1	99.9	25.121	2.551	11.398		chang4+5
涧39	2307.875	98.903	73.81	67.836	9.58	264.435	0.01	0.1	99.9	27.423	2.567	9.598		chang4+5
涧39	2308.000	94.702	73.656	59.657	9.287	269.419	0.01	0.1	99.9	27.596	2.586	9.273		chang4+5
涧39	2308.125	88.8	73.511	50.587	9.584	265.977	0.01	0.1	99.9	25.447	2.601	9.549		chang4+5
涧39	2308.250	84.019	73.402	45.319	10.282	254.56	0.01	0.1	99.9	22.222	2.607	10.219		chang4+5
涧39	2308.375	83.802	73.331	47.642	11.503	239.323	0.01	0.1	99.9	19.777	2.603	11.422		chang4+5
涧39	2308.500	87.888	73.293	54.973	12.983	226.467	0.01	0.1	99.9	19.265	2.592	12.958		chang4+5
涧39	2308.625	93.341	73.28	63.302	13.339	222.532	0.01	0.1	99.9	20.689	2.577	13.427		chang4+5
涧39	2308.750	99.071	73.273	72.957	11.666	229.36	0.01	0.1	99.9	22.884	2.559	11.763		chang4+5
涧39	2308.875	104.813	73.248	83.294	9.863	238.427	0.01	0.1	99.9	24.615	2.543	9.914		chang4+5
涧39	2309.000	106.314	73.194	81.909	8.919	243.523	0.01	0.1	99.9	25.243	2.531	8.935		chang4+5
涧39	2309.125	103.786	73.117	75.542	8.635	243.786	0.01	0.1	99.9	25.053	2.521	8.644		chang4+5
涧39	2309.250	101.829	73.023	73.532	8.444	243.372	0.01	0.1	99.9	24.974	2.51	8.467		chang4+5
涧39	2309.375	103.309	72.916	78.665	7.993	245.726	0.01	0.1	99.9	25.314	2.497	8.024		chang4+5
涧39	2309.500	107.069	72.791	86.666	7.41	250.252	0.01	0.1	99.9	25.871	2.483	7.438		chang4+5
涧39	2309.625	111.707	72.645	96.555	6.872	255.441	0.01	0.1	99.9	26.894	2.469	6.899		chang4+5
涧39	2309.750	115.013	72.477	99.9	6.367	260.776	0.01	0.1	99.9	28.948	2.464	6.389		chang4+5
涧39	2309.875	115.357	72.268	99.9	5.979	264.759	0.01	0.1	99.9	31.526	2.474	5.98		chang4+5
涧39	2310.000	110.053	71.966	84.407	5.989	264.227	0.01	0.1	99.9	32.968	2.497	5.956		chang4+5
涧39	2310.125	102.69	71.566	71.396	6.667	257.438	0.01	0.1	99.9	31.836	2.528	6.584		chang4+5
涧39	2310.250	99.458	71.054	69.487	8.271	247.025	0.01	0.1	99.9	28.985	2.563	8.164		chang4+5
涧39	2310.375	100.01	70.454	71.941	10.269	238.612	0.01	0.1	99.9	26.049	2.594	10.185		chang4+5
涧39	2310.500	99.942	69.781	70.45	11.851	233.648	0.01	0.1	99.9	24.0	2.615	11.779		chang4+5
涧39	2310.625	98.649	69.061	67.916	13.259	230.243	0.01	0.1	99.9	22.873	2.626	13.151		chang4+5
涧39	2310.750	97.905	68.334	67.368	15.321	225.989	0.01	0.1	99.9	21.991	2.628	15.198		chang4+5
涧39	2310.875	98.147	67.658	68.273	17.568	221.535	0.01	0.1	99.9	21.064	2.627	17.52		chang4+5
涧39	2311.000	97.968	67.082	67.338	18.418	218.869	0.01	0.1	99.9	20.258	2.626	18.429		chang4+5
涧39	2311.125	99.305	66.603	71.273	18.215	219.02	0.01	0.1	99.9	19.541	2.624	18.219		chang4+5
涧39	2311.250	101.65	66.228	75.347	18.182	221.309	0.01	0.1	99.9	18.807	2.619	18.145		chang4+5
涧39	2311.375	103.647	65.932	78.606	18.925	223.591	0.01	0.1	99.9	18.426	2.609	18.863		chang4+5
涧39	2311.500	103.268	65.678	75.819	20.072	224.94	0.01	0.1	99.9	18.771	2.605	20.044		chang4+5
涧39	2311.625	100.796	65.419	70.667	20.541	225.408	0.01	0.1	99.9	19.515	2.603	20.585		chang4+5
涧39	2311.750	96.463	65.105	62.423	19.692	225.304	0.01	0.1	99.9	19.891	2.603	19.75		chang4+5
涧39	2311.875	92.157	64.731	56.52	18.632	224.664	0.01	0.1	99.9	19.63	2.605	18.654		chang4+5
涧39	2312.000	89.349	64.316	53.318	18.261	223.483	0.01	0.1	99.9	19.005	2.607	18.235		chang4+5
