井名	深度	GR	SP	SH	SS	AT90	AC	PERM2024	PERM	POR2024	POR	SW	SW2024	RT	DEN	解释结论	层位
地207-44	2399.000	48.194	23.939	11.516	88.484	97.977	220.523	1.035	2.002	12.412	10.842	49.347	0.117	94.511	2.450	油层	长4+5!2^(2_2)
地207-44	2399.125	52.561	24.499	14.138	85.862	89.129	225.944	1.093	2.529	12.522	11.419	49.217	0.124	87.044	2.434	油层	长4+5!2^(2_2)
地207-44	2399.250	54.147	25.108	15.381	84.619	81.753	227.131	1.071	2.500	12.481	11.564	50.891	0.133	79.702	2.420	油层	长4+5!2^(2_2)
地207-44	2399.375	50.658	25.760	13.560	86.440	74.551	226.079	1.213	2.156	12.734	11.462	53.740	0.142	72.555	2.414	油层	长4+5!2^(2_2)
地207-44	2399.500	48.180	26.448	12.248	87.752	69.924	225.072	1.308	1.940	12.887	11.361	55.559	0.148	68.904	2.417	油层	长4+5!2^(2_2)
地207-44	2399.625	47.226	27.165	11.758	88.242	70.010	224.307	1.321	1.908	12.907	11.289	55.246	0.145	70.439	2.427	油层	长4+5!2^(2_2)
地207-44	2399.750	46.554	27.908	11.306	88.694	76.093	223.172	1.289	2.019	12.859	11.198	52.763	0.134	78.284	2.439	油层	长4+5!2^(2_2)
地207-44	2399.875	47.487	28.674	11.411	88.589	89.515	220.188	1.055	2.105	12.450	10.944	49.127	0.117	93.868	2.449	油层	长4+5!2^(2_2)
地207-44	2400.000	49.541	29.461	11.995	88.005	117.176	214.161	0.698	2.068	11.609	10.394	44.252	0.094	126.208	2.456	油层	长4+5!2^(2_2)
地207-44	2400.125	48.571	30.278	11.070	88.930	174.137	205.420	0.469	0.010	10.799	9.553	38.455	0.069	192.710	2.459	油层	长4+5!2^(2_2)
地207-44	2400.250	44.131	31.132	8.527	91.473	227.381	196.679	0.376	0.010	10.350	8.654	37.392	0.058	240.816	2.462	油层	长4+5!2^(2_2)
地207-44	2400.375	40.829	32.024	6.631	93.369	233.755	192.659	0.362	0.010	10.275	8.183	40.024	0.060	231.019	2.465	油层	长4+5!2^(2_2)
地207-44	2400.500	44.211	32.958	7.854	92.146	232.105	195.620	0.355	0.010	10.232	8.393	39.049	0.060	232.526	2.471	油层	长4+5!2^(2_2)
地207-44	2400.625	50.785	33.939	11.350	88.650	228.968	204.804	0.406	0.010	10.505	9.250	36.362	0.061	227.589	2.479	油层	长4+5!2^(2_2)
地207-44	2400.750	53.717	34.959	14.039	85.961	173.560	216.262	0.628	2.499	11.393	10.393	40.244	0.082	152.622	2.488	油层	长4+5!2^(2_2)
地207-44	2400.875	50.901	36.002	13.453	86.547	110.194	224.761	1.120	2.514	12.572	11.270	47.954	0.117	93.751	2.493	油层	长4+5!2^(2_2)
地207-44	2401.000	49.344	37.062	12.994	87.006	77.721	228.860	1.496	2.416	13.161	11.706	53.178	0.143	71.509	2.491	油层	长4+5!2^(2_2)
地207-44	2401.125	49.697	38.140	13.350	86.650	68.135	229.855	1.546	2.397	13.228	11.821	54.554	0.151	66.827	2.481	油层	长4+5!2^(2_2)
地207-44	2401.250	48.239	39.230	12.804	87.196	72.070	229.208	1.611	2.595	13.312	11.775	51.978	0.140	74.102	2.466	油层	长4+5!2^(2_2)
地207-44	2401.375	43.934	40.322	10.842	89.158	92.857	227.167	1.809	3.183	13.547	11.589	45.321	0.111	100.125	2.456	油层	长4+5!2^(2_2)
地207-44	2401.500	38.363	41.408	8.270	91.730	149.850	224.229	2.069	4.619	13.821	11.304	35.613	0.075	169.121	2.457	油层	长4+5!2^(2_2)
地207-44	2401.625	34.930	42.477	6.611	93.389	259.658	221.447	2.138	6.899	13.888	11.021	27.560	0.050	294.744	2.470	油层	长4+5!2^(2_2)
地207-44	2401.750	35.121	43.522	6.491	93.509	247.831	219.808	1.947	4.878	13.697	10.847	31.646	0.060	229.650	2.489	油层	长4+5!2^(2_2)
地207-44	2401.875	36.793	44.533	7.034	92.966	145.401	219.397	0.000	2.336	0.000	10.802	45.320	0.000	112.752	2.507	油层	长4+5!2^(2_2)
地207-44	2402.000	39.653	45.489	7.900	92.100	82.096	219.441	0.000	1.450	0.000	10.797	57.453	0.000	70.215	2.522	油层	长4+5!2^(2_2)
地207-44	2402.125	46.947	46.356	18.634	81.366	53.998	220.528	0.000	0.010	0.000	0.100	99.900	0.000	47.714	2.536		长4+5!2^(2_2)
地207-44	2402.250	58.291	47.116	29.643	70.357	36.338	224.585	0.000	0.010	0.000	0.100	99.900	0.000	31.930	2.549		长4+5!2^(2_2)
地207-44	2402.375	71.276	47.779	45.886	54.114	25.077	232.944	0.000	0.010	0.000	0.100	99.900	0.000	22.421	2.565		长4+5!2^(2_2)
地207-44	2402.500	81.550	48.353	62.653	37.347	18.905	241.979	0.000	0.010	0.000	0.100	99.900	0.000	17.542	2.582		长4+5!2^(2_2)
地207-44	2402.625	85.059	48.833	70.131	29.869	16.118	246.813	0.000	0.010	0.000	0.100	99.900	0.000	15.565	2.595		长4+5!2^(2_3)
地207-44	2402.750	82.162	49.217	65.649	34.351	15.199	244.504	0.000	0.010	0.000	0.100	99.900	0.000	15.057	2.602		长4+5!2^(2_3)
地207-44	2402.875	76.753	49.516	56.770	43.230	14.934	236.241	0.000	0.010	0.000	0.100	99.900	0.000	14.886	2.602		长4+5!2^(2_3)
地207-44	2403.000	71.643	49.736	48.864	51.136	14.805	228.056	0.000	0.010	0.000	0.100	99.900	0.000	14.773	2.599		长4+5!2^(2_3)
地207-44	2403.125	68.669	49.875	43.752	56.248	14.753	223.950	0.000	0.010	0.000	0.100	99.900	0.000	14.746	2.594		长4+5!2^(2_3)
地207-44	2403.250	71.604	49.931	47.061	52.939	14.646	225.569	0.000	0.010	0.000	0.100	99.900	0.000	14.608	2.588		长4+5!2^(2_3)
地207-44	2403.375	78.367	49.896	56.963	43.037	14.173	232.782	0.000	0.010	0.000	0.100	99.900	0.000	14.004	2.581		长4+5!2^(2_3)
地207-44	2403.500	85.259	49.753	68.980	31.020	13.177	243.326	0.000	0.010	0.000	0.100	99.900	0.000	12.856	2.574		长4+5!2^(2_3)
地207-44	2403.625	89.436	49.479	77.353	22.647	12.057	255.367	0.000	0.010	0.000	0.100	99.900	0.000	11.748	2.566		长4+5!2^(2_3)
地207-44	2403.750	90.998	49.080	80.266	19.734	11.229	266.379	0.000	0.010	0.000	0.100	99.900	0.000	11.028	2.555		长4+5!2^(2_3)
地207-44	2403.875	92.816	48.604	84.334	15.666	10.808	274.082	0.000	0.010	0.000	0.100	99.900	0.000	10.722	2.543		长4+5!2^(2_3)
地207-44	2404.000	92.817	48.093	84.833	15.167	10.630	277.897	0.000	0.010	0.000	0.100	99.900	0.000	10.594	2.533		长4+5!2^(2_3)
地207-44	2404.125	90.321	47.596	81.213	18.787	10.697	276.205	0.000	0.010	0.000	0.100	99.900	0.000	10.737	2.521		长4+5!2^(2_3)
地207-44	2404.250	82.183	47.157	66.951	33.049	11.500	267.381	0.000	0.010	0.000	0.100	99.900	0.000	11.796	2.505		长4+5!2^(2_3)
地207-44	2404.375	71.000	46.808	48.719	51.281	13.657	252.596	0.000	0.010	0.000	0.100	99.900	0.000	14.378	2.489		长4+5!2^(2_3)
地207-44	2404.500	63.291	46.581	37.791	62.209	17.657	238.608	0.000	0.010	0.000	0.100	99.900	0.000	18.928	2.475		长4+5!2^(2_3)
地207-44	2404.625	59.623	46.509	33.346	66.654	23.865	229.764	0.000	0.010	0.000	0.100	99.900	0.000	25.778	2.462		长4+5!2^(2_3)
地207-44	2404.750	56.253	46.604	29.683	70.317	32.871	226.064	0.000	0.010	0.000	0.100	99.900	0.000	35.620	2.452		长4+5!2^(2_3)
地207-44	2404.875	52.149	46.835	25.279	74.721	47.293	223.702	0.000	0.010	0.000	0.100	99.900	0.000	51.817	2.450		长4+5!2^(2_3)
地207-44	2405.000	48.846	47.178	21.805	78.195	69.155	218.991	0.000	0.010	0.000	0.100	99.900	0.000	75.874	2.459		长4+5!2^(2_3)
地207-44	2405.125	47.442	47.607	20.248	79.752	76.444	212.653	0.000	0.010	0.000	0.100	99.900	0.000	76.665	2.478		长4+5!2^(2_3)
地207-44	2405.250	48.551	48.088	20.654	79.346	56.122	207.931	0.000	0.010	0.000	0.100	99.900	0.000	48.161	2.503		长4+5!2^(2_3)
地207-44	2405.375	55.030	48.579	26.657	73.343	34.191	207.518	0.000	0.010	0.000	0.100	99.900	0.000	28.778	2.526		长4+5!2^(2_3)
地207-44	2405.500	63.962	49.047	37.259	62.741	22.089	210.402	0.000	0.010	0.000	0.100	99.900	0.000	19.497	2.541		长4+5!2^(2_3)
地207-44	2405.625	69.035	49.458	44.365	55.635	16.456	215.566	0.000	0.010	0.000	0.100	99.900	0.000	15.278	2.544		长4+5!2^(2_3)
地207-44	2405.750	71.113	49.789	46.632	53.368	14.026	222.697	0.000	0.010	0.000	0.100	99.900	0.000	13.540	2.539		长4+5!2^(2_3)
地207-44	2405.875	76.274	50.039	54.132	45.868	13.041	231.206	0.000	0.010	0.000	0.100	99.900	0.000	12.848	2.534		长4+5!2^(2_3)
地207-44	2406.000	80.656	50.212	62.171	37.829	12.769	238.254	0.000	0.010	0.000	0.100	99.900	0.000	12.739	2.540		长4+5!2^(2_3)
地207-44	2406.125	79.487	50.327	60.956	39.044	13.080	240.134	0.000	0.010	0.000	0.100	99.900	0.000	13.212	2.557		长4+5!2^(2_3)
地207-44	2406.250	74.603	50.419	54.104	45.896	14.277	234.011	0.000	0.010	0.000	0.100	99.900	0.000	14.690	2.581		长4+5!2^(2_3)
地207-44	2406.375	65.972	50.533	41.739	58.261	16.866	221.022	0.000	0.010	0.000	0.100	99.900	0.000	17.709	2.607		长4+5!2^(2_3)
地207-44	2406.500	59.329	50.703	32.710	67.290	20.649	209.029	0.000	0.010	0.000	0.100	99.900	0.000	21.788	2.625		长4+5!2^(2_3)
地207-44	2406.625	58.777	50.954	31.484	68.516	23.264	203.465	0.000	0.010	0.000	0.100	99.900	0.000	23.836	2.631		长4+5!2^(2_3)
地207-44	2406.750	62.421	51.293	35.380	64.620	22.961	205.135	0.000	0.010	0.000	0.100	99.900	0.000	22.622	2.623		长4+5!2^(2_3)
地207-44	2406.875	67.945	51.701	42.479	57.521	20.705	211.185	0.000	0.010	0.000	0.100	99.900	0.000	19.962	2.605		长4+5!2^(2_3)
地207-44	2407.000	72.049	52.163	48.512	51.488	18.148	217.701	0.000	0.010	0.000	0.100	99.900	0.000	17.445	2.582		长4+5!2^(2_3)
地207-44	2407.125	73.703	52.657	51.072	48.928	15.933	223.790	0.000	0.010	0.000	0.100	99.900	0.000	15.347	2.563		长4+5!2^(2_3)
地207-44	2407.250	74.675	53.158	52.159	47.841	14.176	229.432	0.000	0.010	0.000	0.100	99.900	0.000	13.722	2.549		长4+5!2^(2_3)
地207-44	2407.375	77.369	53.643	56.260	43.740	12.821	234.026	0.000	0.010	0.000	0.100	99.900	0.000	12.472	2.542		长4+5!2^(2_3)
地207-44	2407.500	79.757	54.102	60.418	39.582	11.906	236.707	0.000	0.010	0.000	0.100	99.900	0.000	11.686	2.540		长4+5!2^(2_3)
地207-44	2407.625	80.433	54.531	61.544	38.456	11.620	237.017	0.000	0.010	0.000	0.100	99.900	0.000	11.595	2.539		长4+5!2^(2_3)
地207-44	2407.750	80.844	54.935	62.499	37.501	11.921	235.525	0.000	0.010	0.000	0.100	99.900	0.000	12.048	2.543		长4+5!2^(2_3)
地207-44	2407.875	79.926	55.319	61.153	38.847	12.557	233.737	0.000	0.010	0.000	0.100	99.900	0.000	12.755	2.550		长4+5!2^(2_3)
地207-44	2408.000	78.459	55.683	58.441	41.559	13.221	233.212	0.000	0.010	0.000	0.100	99.900	0.000	13.402	2.562		长4+5!2^(2_3)
地207-44	2408.125	78.722	56.032	58.627	41.373	13.752	234.070	0.000	0.010	0.000	0.100	99.900	0.000	13.887	2.573		长4+5!2^(2_3)
地207-44	2408.250	80.302	56.365	60.790	39.210	14.067	235.192	0.000	0.010	0.000	0.100	99.900	0.000	14.137	2.583		长4+5!2^(2_3)
地207-44	2408.375	83.877	56.690	66.410	33.590	14.097	235.419	0.000	0.010	0.000	0.100	99.900	0.000	14.081	2.590		长4+5!2^(2_3)
地207-44	2408.500	88.936	57.008	75.934	24.066	13.939	234.732	0.000	0.010	0.000	0.100	99.900	0.000	13.884	2.591		长4+5!2^(2_3)
地207-44	2408.625	91.860	57.324	82.862	17.138	13.736	233.281	0.000	0.010	0.000	0.100	99.900	0.000	13.679	2.589		长4+5!2^(2_3)
地207-44	2408.750	89.744	57.636	79.514	20.486	13.612	231.553	0.000	0.010	0.000	0.100	99.900	0.000	13.586	2.585		长4+5!2^(2_3)
地207-44	2408.875	84.779	57.937	69.650	30.350	13.650	230.895	0.000	0.010	0.000	0.100	99.900	0.000	13.675	2.578		长4+5!2^(2_3)
地207-44	2409.000	82.736	58.221	65.026	34.974	13.856	231.955	0.000	0.010	0.000	0.100	99.900	0.000	13.926	2.569		长4+5!2^(2_3)
地207-44	2409.125	85.554	58.478	69.303	30.697	14.175	234.060	0.000	0.010	0.000	0.100	99.900	0.000	14.272	2.563		长4+5!2^(2_3)
地207-44	2409.250	90.800	58.702	79.538	20.462	14.579	236.053	0.000	0.010	0.000	0.100	99.900	0.000	14.698	2.561		长4+5!2^(2_3)
地207-44	2409.375	93.766	58.890	86.541	13.459	15.092	237.251	0.000	0.010	0.000	0.100	99.900	0.000	15.244	2.566		长4+5!2^(2_3)
地207-44	2409.500	92.471	59.035	84.934	15.066	15.787	238.126	0.000	0.010	0.000	0.100	99.900	0.000	15.997	2.577		长4+5!2^(2_3)
地207-44	2409.625	87.334	59.132	74.897	25.103	16.729	239.518	0.000	0.010	0.000	0.100	99.900	0.000	17.013	2.590		长4+5!2^(2_3)
地207-44	2409.750	82.165	59.187	65.437	34.563	17.796	241.823	0.000	0.010	0.000	0.100	99.900	0.000	18.099	2.597		长4+5!2^(2_3)
地207-44	2409.875	78.335	59.226	58.254	41.746	18.505	243.996	0.000	0.010	0.000	0.100	99.900	0.000	18.662	2.594		长4+5!2^(2_3)
地207-44	2410.000	78.779	59.274	58.352	41.648	18.785	244.472	0.000	0.010	0.000	0.100	99.900	0.000	18.833	2.582		长4+5!2^(2_3)
地207-44	2410.125	81.896	59.353	63.697	36.303	19.127	243.062	0.000	0.010	0.000	0.100	99.900	0.000	19.242	2.569		长4+5!2^(2_3)
地207-44	2410.250	83.319	59.476	67.101	32.899	19.956	240.839	0.000	0.010	0.000	0.100	99.900	0.000	20.233	2.561		长4+5!2^(2_3)
地207-44	2410.375	80.483	59.638	62.391	37.609	20.964	239.496	0.000	0.010	0.000	0.100	99.900	0.000	21.247	2.559		
地207-44	2410.500	77.546	59.834	57.065	42.935	21.619	239.780	0.000	0.010	0.000	0.100	99.900	0.000	21.764	2.561		
地207-44	2410.625	77.465	60.056	56.712	43.288	21.567	241.045	0.000	0.010	0.000	0.100	99.900	0.000	21.491	2.564		
地207-44	2410.750	78.170	60.293	58.264	41.736	21.028	241.849	0.000	0.010	0.000	0.100	99.900	0.000	20.848	2.564		
地207-44	2410.875	76.818	60.534	56.116	43.884	20.627	241.040	0.000	0.010	0.000	0.100	99.900	0.000	20.541	2.560		
地207-44	2411.000	75.918	60.768	54.235	45.765	21.222	239.023	0.000	0.010	0.000	0.100	99.900	0.000	21.486	2.553		
地207-44	2323.750--2411.000(平均)	78.185	52.950	48.698	51.302	29.858	241.463	0.190	0.480	2.319	2.378	90.279	0.042	29.863	2.526		
地207-44	2323.750--2411.000(最大)	166.128	63.818	99.900	93.509	518.513	318.131	2.978	18.712	14.563	15.495	99.900	0.522	537.221	2.641		
地207-44	2323.750--2411.000(最小)	34.930	19.264	6.491	0.100	7.358	192.659	0.000	0.010	0.000	0.100	19.319	0.000	7.345	2.344		
