井名	深度	GR	SP	SH	SS	AT90	AC	PERM2024	PERM	POR2024	POR	SW	SW2024	RT	DEN	解释结论	层位
地207-44	2323.750	101.210	63.358	69.113	30.887	10.362	249.641	0.000	0.010	0.000	0.100	99.900	0.000	10.375	2.520		
地207-44	2323.875	103.002	63.514	71.754	28.246	10.656	252.707	0.000	0.010	0.000	0.100	99.900	0.000	10.765	2.502		
地207-44	2324.000	104.733	63.645	73.909	26.091	11.116	259.371	0.000	0.010	0.000	0.100	99.900	0.000	11.253	2.493		
地207-44	2324.125	108.241	63.738	79.548	20.452	11.413	268.836	0.000	0.010	0.000	0.100	99.900	0.000	11.476	2.491		
地207-44	2324.250	110.760	63.793	82.914	17.086	11.335	279.982	0.000	0.010	0.000	0.100	99.900	0.000	11.280	2.494		
地207-44	2324.375	116.489	63.818	92.072	7.928	11.135	289.452	0.000	0.010	0.000	0.100	99.900	0.000	11.079	2.499		
地207-44	2324.500	123.654	63.776	99.900	0.100	11.064	293.197	0.000	0.010	0.000	0.100	99.900	0.000	11.058	2.505		长4+5!1^(1_1)
地207-44	2324.625	126.415	63.593	99.900	0.100	10.969	289.108	0.000	0.010	0.000	0.100	99.900	0.000	10.934	2.515		长4+5!1^(1_1)
地207-44	2324.750	122.506	63.304	99.900	0.100	10.590	279.130	0.000	0.010	0.000	0.100	99.900	0.000	10.457	2.531		长4+5!1^(1_1)
地207-44	2324.875	114.212	63.008	91.836	8.164	10.073	268.419	0.000	0.010	0.000	0.100	99.900	0.000	9.924	2.556		长4+5!1^(1_1)
地207-44	2325.000	103.860	62.736	75.139	24.861	9.951	257.962	0.000	0.010	0.000	0.100	99.900	0.000	9.961	2.585		长4+5!1^(1_1)
地207-44	2325.125	93.588	62.514	60.411	39.589	10.504	246.650	0.000	0.010	0.000	0.100	99.900	0.000	10.715	2.610		长4+5!1^(1_1)
地207-44	2325.250	85.335	62.354	50.111	49.889	11.675	234.835	0.000	0.010	0.000	0.100	99.900	0.000	12.047	2.626		长4+5!1^(1_1)
地207-44	2325.375	78.310	62.258	42.193	57.807	13.170	225.400	0.000	0.010	0.000	0.100	99.900	0.000	13.606	2.627		长4+5!1^(1_1)
地207-44	2325.500	72.666	62.219	36.358	63.642	14.613	219.794	0.000	0.010	0.000	0.100	99.900	0.000	15.003	2.615		长4+5!1^(1_1)
地207-44	2325.625	69.284	62.220	32.158	67.842	15.734	217.509	0.000	0.010	0.000	0.100	99.900	0.000	16.017	2.596		长4+5!1^(1_1)
地207-44	2325.750	75.085	62.242	36.630	63.370	16.290	218.202	0.000	0.010	0.000	0.100	99.900	0.000	16.396	2.573		长4+5!1^(1_1)
地207-44	2325.875	88.551	62.269	50.977	49.023	16.228	222.667	0.000	0.010	0.000	0.100	99.900	0.000	16.162	2.550		长4+5!1^(1_1)
地207-44	2326.000	101.881	62.292	68.396	31.604	15.526	232.263	0.000	0.010	0.000	0.100	99.900	0.000	15.279	2.528		长4+5!1^(1_1)
地207-44	2326.125	114.518	62.293	86.340	13.660	14.173	246.766	0.000	0.010	0.000	0.100	99.900	0.000	13.745	2.508		长4+5!1^(1_1)
地207-44	2326.250	134.489	62.249	99.900	0.100	12.602	263.849	0.000	0.010	0.000	0.100	99.900	0.000	12.160	2.491		长4+5!1^(1_1)
地207-44	2326.375	157.042	62.149	99.900	0.100	11.343	278.242	0.000	0.010	0.000	0.100	99.900	0.000	11.027	2.478		长4+5!1^(1_1)
地207-44	2326.500	166.128	62.001	99.900	0.100	10.740	283.927	0.000	0.010	0.000	0.100	99.900	0.000	10.629	2.476		长4+5!1^(1_1)
地207-44	2326.625	151.389	61.824	99.900	0.100	10.794	276.262	0.000	0.010	0.000	0.100	99.900	0.000	10.859	2.487		长4+5!1^(1_1)
地207-44	2326.750	121.628	61.627	99.900	0.100	11.392	256.776	0.000	0.010	0.000	0.100	99.900	0.000	11.599	2.507		长4+5!1^(1_1)
地207-44	2326.875	99.852	61.411	68.982	31.018	12.141	237.803	0.000	0.010	0.000	0.100	99.900	0.000	12.351	2.534		长4+5!1^(1_1)
地207-44	2327.000	92.235	61.175	57.241	42.759	12.418	228.172	0.000	0.010	0.000	0.100	99.900	0.000	12.444	2.563		长4+5!1^(1_1)
地207-44	2327.125	93.422	60.930	58.598	41.402	12.078	229.315	0.000	0.010	0.000	0.100	99.900	0.000	11.935	2.581		长4+5!1^(1_1)
地207-44	2327.250	95.436	60.700	61.230	38.770	11.588	235.092	0.000	0.010	0.000	0.100	99.900	0.000	11.453	2.584		长4+5!1^(1_1)
地207-44	2327.375	97.399	60.495	63.680	36.320	11.290	238.084	0.000	0.010	0.000	0.100	99.900	0.000	11.227	2.569		长4+5!1^(1_1)
地207-44	2327.500	100.536	60.314	67.571	32.429	11.029	239.021	0.000	0.010	0.000	0.100	99.900	0.000	10.952	2.543		长4+5!1^(1_1)
地207-44	2327.625	105.886	60.153	75.353	24.647	10.390	243.177	0.000	0.010	0.000	0.100	99.900	0.000	10.172	2.519		长4+5!1^(1_1)
地207-44	2327.750	110.962	60.013	83.619	16.381	9.506	253.753	0.000	0.010	0.000	0.100	99.900	0.000	9.248	2.508		长4+5!1^(1_1)
地207-44	2327.875	114.240	59.900	89.446	10.554	8.840	264.661	0.000	0.010	0.000	0.100	99.900	0.000	8.682	2.514		长4+5!1^(1_1)
地207-44	2328.000	115.470	59.817	92.163	7.837	8.655	268.934	0.000	0.010	0.000	0.100	99.900	0.000	8.645	2.532		长4+5!1^(1_1)
地207-44	2328.125	113.729	59.764	89.836	10.164	8.758	264.694	0.000	0.010	0.000	0.100	99.900	0.000	8.801	2.551		长4+5!1^(1_1)
地207-44	2328.250	108.872	59.732	82.179	17.821	8.941	257.557	0.000	0.010	0.000	0.100	99.900	0.000	8.996	2.559		长4+5!1^(1_1)
地207-44	2328.375	101.973	59.707	72.178	27.822	9.254	257.320	0.000	0.010	0.000	0.100	99.900	0.000	9.354	2.541		长4+5!1^(1_1)
地207-44	2328.500	92.502	59.681	59.016	40.984	9.726	269.189	0.000	0.010	0.000	0.100	99.900	0.000	9.871	2.494		长4+5!1^(1_1)
地207-44	2328.625	85.067	59.652	48.823	51.177	10.248	290.716	0.000	0.010	0.000	0.100	99.900	0.000	10.394	2.445		长4+5!1^(1_1)
地207-44	2328.750	85.305	59.630	48.795	51.205	10.910	309.039	0.000	0.010	0.000	0.100	99.900	0.000	11.109	2.417		长4+5!1^(1_1)
地207-44	2328.875	86.724	59.626	51.310	48.690	12.142	309.040	0.000	0.010	0.000	0.100	99.900	0.000	12.542	2.422		长4+5!1^(1_1)
地207-44	2329.000	81.595	59.651	46.550	53.450	14.183	287.569	0.000	0.010	0.000	0.100	99.900	0.000	14.819	2.453		长4+5!1^(1_2)
地207-44	2329.125	69.554	59.712	34.140	65.860	16.296	256.152	0.000	0.010	0.000	0.100	99.900	0.000	16.868	2.497		长4+5!1^(1_2)
地207-44	2329.250	59.517	59.818	24.578	75.422	17.332	233.221	0.000	0.010	0.000	0.100	99.900	0.000	17.512	2.536		长4+5!1^(1_2)
地207-44	2329.375	57.476	59.978	22.419	77.581	17.453	223.750	0.000	0.010	0.000	0.100	99.900	0.000	17.431	2.555		长4+5!1^(1_2)
地207-44	2329.500	60.258	60.204	24.889	75.111	18.176	221.485	0.000	0.010	0.000	0.100	99.900	0.000	18.464	2.554		长4+5!1^(1_2)
地207-44	2329.625	60.189	60.495	25.074	74.926	20.360	220.617	0.000	0.010	0.000	0.100	99.900	0.000	21.094	2.550		长4+5!1^(1_2)
地207-44	2329.750	58.465	60.829	23.268	76.732	22.768	222.627	0.000	0.010	0.000	0.100	99.900	0.000	23.416	2.552		长4+5!1^(1_2)
地207-44	2329.875	61.282	61.161	25.084	74.916	21.906	229.868	0.000	0.010	0.000	0.100	99.900	0.000	21.321	2.562		长4+5!1^(1_2)
地207-44	2330.000	68.040	61.453	30.860	69.140	18.623	239.667	0.000	0.010	0.000	0.100	99.900	0.000	17.577	2.573		长4+5!1^(1_2)
地207-44	2330.125	74.489	61.668	36.852	63.148	15.702	247.741	0.000	0.010	0.000	0.100	99.900	0.000	14.975	2.579		长4+5!1^(1_2)
地207-44	2330.250	81.581	61.786	43.509	56.491	14.065	254.474	0.000	0.010	0.000	0.100	99.900	0.000	13.713	2.576		长4+5!1^(1_2)
地207-44	2330.375	93.014	61.800	56.418	43.582	13.108	264.010	0.000	0.010	0.000	0.100	99.900	0.000	12.873	2.563		长4+5!1^(1_2)
地207-44	2330.500	105.545	61.703	74.351	25.649	12.246	276.564	0.000	0.010	0.000	0.100	99.900	0.000	12.003	2.543		长4+5!1^(1_2)
地207-44	2330.625	112.516	61.485	87.019	12.981	11.122	288.266	0.000	0.010	0.000	0.100	99.900	0.000	10.781	2.526		长4+5!1^(1_2)
地207-44	2330.750	110.722	61.159	85.686	14.314	9.939	292.697	0.000	0.010	0.000	0.100	99.900	0.000	9.613	2.516		长4+5!1^(1_2)
地207-44	2330.875	100.748	60.773	71.556	28.444	9.260	287.248	0.000	0.010	0.000	0.100	99.900	0.000	9.123	2.518		长4+5!1^(1_2)
地207-44	2331.000	84.428	60.378	50.329	49.671	9.595	272.685	0.000	0.010	0.000	0.100	99.900	0.000	9.778	2.530		长4+5!1^(1_2)
地207-44	2331.125	69.289	60.024	33.324	66.676	10.735	253.929	0.000	0.010	0.000	0.100	99.900	0.000	11.106	2.544		长4+5!1^(1_2)
地207-44	2331.250	64.099	59.741	28.108	71.892	11.927	238.679	0.000	0.010	0.000	0.100	99.900	0.000	12.245	2.550		长4+5!1^(1_2)
地207-44	2331.375	64.300	59.531	28.018	71.982	12.563	231.327	0.000	0.010	0.000	0.100	99.900	0.000	12.686	2.544		长4+5!1^(1_2)
地207-44	2331.500	67.042	59.392	30.149	69.851	13.158	232.103	0.000	0.010	0.000	0.100	99.900	0.000	13.341	2.527		长4+5!1^(1_2)
地207-44	2331.625	72.014	59.326	34.522	65.478	14.332	238.662	0.000	0.010	0.000	0.100	99.900	0.000	14.717	2.506		长4+5!1^(1_2)
地207-44	2331.750	77.975	59.331	40.612	59.388	15.601	249.806	0.000	0.010	0.000	0.100	99.900	0.000	15.943	2.484		长4+5!1^(1_2)
地207-44	2331.875	82.095	59.385	45.048	54.952	15.543	265.081	0.000	0.010	0.000	0.100	99.900	0.000	15.389	2.467		长4+5!1^(1_2)
地207-44	2332.000	85.844	59.474	48.953	51.047	13.993	281.788	0.000	0.010	0.000	0.100	99.900	0.000	13.452	2.462		长4+5!1^(1_2)
地207-44	2332.125	90.963	59.600	55.516	44.484	12.353	291.707	0.000	0.010	0.000	0.100	99.900	0.000	11.927	2.471		长4+5!1^(1_2)
地207-44	2332.250	92.074	59.780	58.072	41.928	11.520	284.450	0.000	0.010	0.000	0.100	99.900	0.000	11.362	2.492		长4+5!1^(1_2)
地207-44	2332.375	85.936	60.024	51.006	48.994	11.484	264.615	0.000	0.010	0.000	0.100	99.900	0.000	11.531	2.523		长4+5!1^(1_2)
地207-44	2332.500	77.988	60.331	41.514	58.486	11.877	243.571	0.000	0.010	0.000	0.100	99.900	0.000	12.011	2.558		长4+5!1^(1_2)
地207-44	2332.625	76.041	60.688	38.433	61.567	12.375	231.447	0.000	0.010	0.000	0.100	99.900	0.000	12.516	2.590		长4+5!1^(1_2)
地207-44	2332.750	82.187	61.076	44.740	55.260	12.928	230.767	0.000	0.010	0.000	0.100	99.900	0.000	13.087	2.614		长4+5!1^(1_2)
地207-44	2332.875	88.288	61.479	52.294	47.706	13.585	234.065	0.000	0.010	0.000	0.100	99.900	0.000	13.778	2.630		长4+5!1^(1_2)
地207-44	2333.000	89.635	61.882	54.644	45.356	14.219	236.249	0.000	0.010	0.000	0.100	99.900	0.000	14.391	2.637		长4+5!1^(1_2)
地207-44	2333.125	86.546	62.261	50.904	49.096	14.601	235.355	0.000	0.010	0.000	0.100	99.900	0.000	14.683	2.636		长4+5!1^(1_2)
地207-44	2333.250	84.130	62.587	47.743	52.257	14.492	232.691	0.000	0.010	0.000	0.100	99.900	0.000	14.418	2.630		长4+5!1^(1_2)
地207-44	2333.375	84.457	62.842	47.878	52.122	13.934	231.351	0.000	0.010	0.000	0.100	99.900	0.000	13.746	2.624		长4+5!1^(1_2)
地207-44	2333.500	86.388	63.028	49.993	50.007	13.218	232.006	0.000	0.010	0.000	0.100	99.900	0.000	13.013	2.620		长4+5!1^(1_2)
地207-44	2333.625	88.842	63.156	52.935	47.065	12.876	233.471	0.000	0.010	0.000	0.100	99.900	0.000	12.823	2.617		长4+5!1^(1_2)
地207-44	2333.750	90.736	63.235	55.466	44.534	13.318	234.589	0.000	0.010	0.000	0.100	99.900	0.000	13.509	2.615		长4+5!1^(1_2)
地207-44	2333.875	91.007	63.263	56.058	43.942	14.636	235.686	0.000	0.010	0.000	0.100	99.900	0.000	15.073	2.610		长4+5!1^(1_2)
地207-44	2334.000	89.903	63.225	54.494	45.506	16.180	237.195	0.000	0.010	0.000	0.100	99.900	0.000	16.610	2.603		长4+5!1^(1_2)
地207-44	2334.125	90.533	63.102	54.682	45.318	16.636	238.753	0.000	0.010	0.000	0.100	99.900	0.000	16.646	2.597		长4+5!1^(1_2)
地207-44	2334.250	94.619	62.892	59.887	40.113	15.676	239.100	0.000	0.010	0.000	0.100	99.900	0.000	15.300	2.595		长4+5!1^(1_2)
地207-44	2334.375	97.949	62.613	64.725	35.275	14.311	237.703	0.000	0.010	0.000	0.100	99.900	0.000	13.927	2.594		长4+5!1^(1_2)
地207-44	2334.500	98.855	62.275	66.053	33.947	13.119	236.781	0.000	0.010	0.000	0.100	99.900	0.000	12.805	2.588		长4+5!1^(1_2)
地207-44	2334.625	99.819	61.875	66.650	33.350	11.853	240.682	0.000	0.010	0.000	0.100	99.900	0.000	11.484	2.573		长4+5!1^(1_2)
地207-44	2334.750	104.880	61.404	73.666	26.334	10.471	251.627	0.000	0.010	0.000	0.100	99.900	0.000	10.079	2.554		长4+5!1^(1_2)
地207-44	2334.875	110.973	60.858	83.443	16.557	9.468	263.337	0.000	0.010	0.000	0.100	99.900	0.000	9.231	2.537		长4+5!1^(1_2)
地207-44	2335.000	114.677	60.232	90.975	9.025	9.167	269.887	0.000	0.010	0.000	0.100	99.900	0.000	9.142	2.532		长4+5!1^(1_2)
地207-44	2335.125	112.075	59.518	87.163	12.837	9.593	269.515	0.000	0.010	0.000	0.100	99.900	0.000	9.769	2.537		长4+5!1^(1_3)
地207-44	2335.250	106.993	58.716	78.743	21.257	10.548	263.759	0.000	0.010	0.000	0.100	99.900	0.000	10.851	2.548		长4+5!1^(1_3)
地207-44	2335.375	102.281	57.839	72.667	27.333	11.887	255.296	0.000	0.010	0.000	0.100	99.900	0.000	12.288	2.560		长4+5!1^(1_3)
地207-44	2335.500	91.964	56.908	32.565	67.435	13.557	245.372	0.395	3.137	10.448	13.435	63.186	0.487	14.049	2.567	干层	长4+5!1^(1_3)
地207-44	2335.625	78.164	55.961	23.658	76.342	15.454	235.813	0.490	2.283	10.887	12.482	63.002	0.442	15.999	2.569	干层	长4+5!1^(1_3)
地207-44	2335.750	66.100	55.050	17.104	82.896	17.316	228.409	0.621	1.752	11.371	11.741	62.851	0.407	17.826	2.565	干层	长4+5!1^(1_3)
地207-44	2335.875	58.598	54.235	13.473	86.527	18.364	222.982	0.690	1.365	11.586	11.194	64.105	0.394	18.573	2.554	干层	长4+5!1^(1_3)
地207-44	2336.000	54.575	53.570	11.520	88.480	17.940	219.337	0.703	1.058	11.625	10.820	67.588	0.409	17.695	2.540	干层	长4+5!1^(1_3)
地207-44	2336.125	54.531	53.112	11.236	88.764	16.317	217.455	0.640	0.842	11.433	10.620	72.696	0.446	15.784	2.526	干层	长4+5!1^(1_3)
地207-44	2336.250	56.713	52.883	11.926	88.074	14.746	216.860	0.555	0.740	11.144	10.561	76.616	0.479	14.344	2.515	干层	长4+5!1^(1_3)
地207-44	2336.375	59.222	52.865	12.822	87.178	14.145	216.407	0.477	0.706	10.836	10.514	77.658	0.486	14.067	2.508	干层	长4+5!1^(1_3)
地207-44	2336.500	60.899	53.043	13.448	86.552	14.573	216.395	0.438	0.732	10.660	10.492	75.927	0.469	14.769	2.503	干层	长4+5!1^(1_3)
地207-44	2336.625	62.162	53.407	13.992	86.008	15.158	218.726	0.000	0.830	0.000	10.648	73.651	0.000	15.308	2.493	干层	长4+5!1^(1_3)
地207-44	2336.750	65.376	53.928	15.726	84.274	14.716	227.144	0.000	1.182	0.000	11.387	71.542	0.000	14.487	2.476	干层	长4+5!1^(1_3)
地207-44	2336.875	73.464	54.553	34.954	65.046	13.192	241.953	0.000	0.010	0.000	0.100	99.900	0.000	12.690	2.459		长4+5!1^(1_3)
地207-44	2337.000	88.164	55.249	50.193	49.807	11.688	260.043	0.000	0.010	0.000	0.100	99.900	0.000	11.299	2.445		长4+5!1^(1_3)
地207-44	2337.125	103.603	55.994	70.866	29.134	10.833	276.542	0.000	0.010	0.000	0.100	99.900	0.000	10.653	2.432		长4+5!1^(1_3)
地207-44	2337.250	114.571	56.776	89.125	10.875	10.309	289.591	0.000	0.010	0.000	0.100	99.900	0.000	10.176	2.417		长4+5!1^(1_3)
地207-44	2337.375	119.744	57.580	99.641	0.359	9.411	300.960	0.000	0.010	0.000	0.100	99.900	0.000	9.114	2.398		长4+5!1^(1_3)
地207-44	2337.500	117.968	58.388	98.687	1.313	8.347	307.417	0.000	0.010	0.000	0.100	99.900	0.000	8.049	2.376		长4+5!1^(1_3)
地207-44	2337.625	106.176	59.173	79.916	20.084	7.787	301.267	0.000	0.010	0.000	0.100	99.900	0.000	7.685	2.363		长4+5!1^(1_3)
地207-44	2337.750	89.269	59.913	55.912	44.088	8.117	278.642	0.000	0.010	0.000	0.100	99.900	0.000	8.284	2.371		长4+5!1^(1_3)
地207-44	2337.875	75.342	60.598	39.287	60.713	8.982	252.121	0.000	0.010	0.000	0.100	99.900	0.000	9.252	2.403		长4+5!1^(1_3)
地207-44	2338.000	69.390	61.221	32.614	67.386	9.784	233.029	0.000	0.010	0.000	0.100	99.900	0.000	9.990	2.457		长4+5!1^(1_3)
地207-44	2338.125	70.876	61.767	33.955	66.045	10.377	224.452	0.000	0.010	0.000	0.100	99.900	0.000	10.527	2.520		长4+5!1^(1_3)
地207-44	2338.250	72.291	62.223	35.589	64.411	11.267	222.201	0.000	0.010	0.000	0.100	99.900	0.000	11.553	2.576		长4+5!1^(1_3)
地207-44	2338.375	71.563	62.592	34.720	65.280	12.781	221.570	0.000	0.010	0.000	0.100	99.900	0.000	13.256	2.609		长4+5!1^(1_3)
地207-44	2338.500	72.481	62.885	35.338	64.662	14.241	223.606	0.000	0.010	0.000	0.100	99.900	0.000	14.622	2.620		长4+5!1^(1_3)
地207-44	2338.625	75.312	63.116	38.139	61.861	14.462	229.350	0.000	0.010	0.000	0.100	99.900	0.000	14.400	2.620		长4+5!1^(1_3)
地207-44	2338.750	77.504	63.300	40.602	59.398	13.453	236.567	0.000	0.010	0.000	0.100	99.900	0.000	13.086	2.614		长4+5!1^(1_3)
地207-44	2338.875	78.060	63.448	40.942	59.058	12.261	241.184	0.000	0.010	0.000	0.100	99.900	0.000	11.941	2.602		长4+5!1^(1_3)
地207-44	2339.000	80.337	63.559	43.265	56.735	11.481	242.102	0.000	0.010	0.000	0.100	99.900	0.000	11.302	2.588		长4+5!1^(1_3)
地207-44	2339.125	82.493	63.628	46.164	53.836	11.157	240.864	0.000	0.010	0.000	0.100	99.900	0.000	11.100	2.576		长4+5!1^(1_3)
地207-44	2339.250	80.604	63.654	44.296	55.704	11.216	239.288	0.000	0.010	0.000	0.100	99.900	0.000	11.261	2.574		长4+5!1^(1_3)
地207-44	2339.375	77.675	63.645	40.955	59.045	11.497	237.404	0.000	0.010	0.000	0.100	99.900	0.000	11.589	2.584		长4+5!1^(1_3)
地207-44	2339.500	76.776	63.598	39.815	60.185	11.872	234.738	0.000	0.010	0.000	0.100	99.900	0.000	11.982	2.601		长4+5!1^(1_3)
地207-44	2339.625	77.631	63.515	40.529	59.471	12.412	232.233	0.000	0.010	0.000	0.100	99.900	0.000	12.579	2.616		长4+5!1^(1_3)
地207-44	2339.750	79.348	63.405	42.592	57.408	13.299	232.112	0.000	0.010	0.000	0.100	99.900	0.000	13.578	2.617		长4+5!1^(1_3)
地207-44	2339.875	78.923	63.287	42.303	57.697	14.594	234.310	0.000	0.010	0.000	0.100	99.900	0.000	14.988	2.598		长4+5!1^(1_3)
地207-44	2340.000	77.344	63.173	40.710	59.290	16.091	237.280	0.000	0.010	0.000	0.100	99.900	0.000	16.519	2.564		长4+5!1^(1_3)
地207-44	2340.125	75.360	63.074	38.791	61.209	17.326	239.764	0.000	0.010	0.000	0.100	99.900	0.000	17.638	2.529		长4+5!1^(1_3)
地207-44	2340.250	72.876	62.989	36.188	63.812	17.818	241.604	0.000	0.010	0.000	0.100	99.900	0.000	17.888	2.502		长4+5!1^(1_3)
地207-44	2340.375	71.974	62.913	35.001	64.999	17.291	243.795	0.000	0.010	0.000	0.100	99.900	0.000	17.060	2.489		长4+5!1^(1_3)
地207-44	2340.500	74.101	62.840	36.546	63.454	16.223	248.245	0.000	0.010	0.000	0.100	99.900	0.000	15.899	2.489		长4+5!1^(1_3)
地207-44	2340.625	80.633	62.765	42.531	57.469	15.272	257.293	0.000	0.010	0.000	0.100	99.900	0.000	15.029	2.493		长4+5!1^(1_3)
地207-44	2340.750	91.539	62.684	55.034	44.966	14.741	271.233	0.000	0.010	0.000	0.100	99.900	0.000	14.629	2.495		长4+5!1^(1_3)
地207-44	2340.875	101.020	62.588	68.413	31.587	14.309	283.458	0.000	0.010	0.000	0.100	99.900	0.000	14.184	2.497		长4+5!1^(1_3)
地207-44	2341.000	104.453	62.472	74.791	25.209	13.775	286.332	0.000	0.010	0.000	0.100	99.900	0.000	13.616	2.501		长4+5!1^(1_3)
地207-44	2341.125	100.203	62.334	69.518	30.482	13.650	275.834	0.000	0.010	0.000	0.100	99.900	0.000	13.664	2.510		长4+5!1^(1_3)
地207-44	2341.250	91.084	62.177	57.451	42.549	14.259	254.982	0.000	0.010	0.000	0.100	99.900	0.000	14.489	2.521		长4+5!1^(1_3)
地207-44	2341.375	81.479	62.010	45.716	54.284	15.022	235.223	0.000	0.010	0.000	0.100	99.900	0.000	15.229	2.529		长4+5!1^(1_3)
地207-44	2341.500	75.662	61.834	38.609	61.391	14.939	225.238	0.000	0.010	0.000	0.100	99.900	0.000	14.827	2.533		长4+5!1^(1_3)
地207-44	2341.625	77.942	61.646	40.037	59.963	14.246	230.292	0.000	0.010	0.000	0.100	99.900	0.000	14.020	2.532		长4+5!1^(1_3)
地207-44	2341.750	86.499	61.433	49.378	50.622	13.523	250.648	0.000	0.010	0.000	0.100	99.900	0.000	13.331	2.525		长4+5!1^(1_3)
地207-44	2341.875	94.081	61.184	58.977	41.023	12.865	276.012	0.000	0.010	0.000	0.100	99.900	0.000	12.684	2.514		长4+5!1^(1_3)
地207-44	2342.000	98.806	60.890	65.704	34.296	12.217	296.011	0.000	0.010	0.000	0.100	99.900	0.000	12.036	2.507		长4+5!1^(1_3)
地207-44	2342.125	100.207	60.539	68.693	31.307	11.688	301.522	0.000	0.010	0.000	0.100	99.900	0.000	11.554	2.508		长4+5!1^(1_3)
地207-44	2342.250	95.659	60.129	63.063	36.937	11.510	287.958	0.000	0.010	0.000	0.100	99.900	0.000	11.493	2.517		长4+5!1^(1_3)
地207-44	2342.375	87.623	59.666	53.061	46.939	11.771	264.478	0.000	0.010	0.000	0.100	99.900	0.000	11.879	2.530		长4+5!1^(1_3)
地207-44	2342.500	78.530	59.153	42.902	57.098	12.418	240.756	0.000	0.010	0.000	0.100	99.900	0.000	12.627	2.544		长4+5!1^(1_3)
地207-44	2342.625	69.718	58.595	33.392	66.608	13.397	224.338	0.000	0.010	0.000	0.100	99.900	0.000	13.696	2.554		长4+5!1^(1_3)
地207-44	2342.750	67.748	58.001	30.759	69.241	14.621	219.540	0.000	0.010	0.000	0.100	99.900	0.000	14.979	2.554		长4+5!1^(1_3)
地207-44	2342.875	73.088	57.379	35.306	64.694	15.644	224.573	0.000	0.010	0.000	0.100	99.900	0.000	15.902	2.544		长4+5!1^(1_3)
地207-44	2343.000	81.206	56.727	43.637	56.363	15.628	235.744	0.000	0.010	0.000	0.100	99.900	0.000	15.522	2.532		长4+5!1^(1_3)
地207-44	2343.125	87.952	56.040	51.527	48.473	14.955	245.976	0.000	0.010	0.000	0.100	99.900	0.000	14.736	2.524		长4+5!1^(1_3)
地207-44	2343.250	92.032	55.321	57.090	42.910	14.515	247.496	0.000	0.010	0.000	0.100	99.900	0.000	14.429	2.522		长4+5!1^(1_3)
地207-44	2343.375	91.951	54.582	57.572	42.428	14.360	241.569	0.000	0.010	0.000	0.100	99.900	0.000	14.334	2.525		长4+5!1^(1_3)
地207-44	2343.500	88.125	53.825	53.253	46.747	13.938	233.489	0.000	0.010	0.000	0.100	99.900	0.000	13.785	2.533		长4+5!1^(1_3)
地207-44	2343.625	82.256	53.033	46.164	53.836	13.309	227.982	0.000	0.010	0.000	0.100	99.900	0.000	13.124	2.544		长4+5!1^(2_1)
地207-44	2343.750	78.855	52.189	42.190	57.810	13.166	226.757	0.000	0.010	0.000	0.100	99.900	0.000	13.182	2.555		长4+5!1^(2_1)
地207-44	2343.875	78.068	51.298	40.942	59.058	13.830	227.425	0.000	0.010	0.000	0.100	99.900	0.000	14.080	2.563		长4+5!1^(2_1)
地207-44	2344.000	80.166	50.393	43.331	56.669	15.128	227.959	0.000	0.010	0.000	0.100	99.900	0.000	15.534	2.560		长4+5!1^(2_1)
地207-44	2344.125	80.004	49.527	44.107	55.893	16.530	227.417	0.000	0.010	0.000	0.100	99.900	0.000	16.916	2.548		长4+5!1^(2_1)
地207-44	2344.250	72.699	48.747	37.208	62.792	17.670	226.193	0.000	0.010	0.000	0.100	99.900	0.000	17.961	2.531		长4+5!1^(2_1)
地207-44	2344.375	61.586	48.076	26.770	73.230	18.691	225.107	0.000	0.010	0.000	0.100	99.900	0.000	18.974	2.513		长4+5!1^(2_1)
地207-44	2344.500	54.088	47.539	20.556	79.444	19.838	224.586	0.000	0.010	0.000	0.100	99.900	0.000	20.173	2.497		长4+5!1^(2_1)
地207-44	2344.625	49.693	47.184	17.131	82.869	20.794	225.688	0.000	0.010	0.000	0.100	99.900	0.000	21.035	2.487		长4+5!1^(2_1)
地207-44	2344.750	48.207	47.039	15.846	84.154	21.170	229.606	0.000	0.010	0.000	0.100	99.900	0.000	21.223	2.486		长4+5!1^(2_1)
地207-44	2344.875	49.955	47.078	16.726	83.274	21.068	234.651	0.000	0.010	0.000	0.100	99.900	0.000	21.008	2.485		长4+5!1^(2_1)
地207-44	2345.000	55.605	47.255	20.476	79.524	20.722	238.912	0.000	0.010	0.000	0.100	99.900	0.000	20.611	2.476		长4+5!1^(2_1)
地207-44	2345.125	65.197	47.498	27.547	72.453	19.970	243.386	0.000	0.010	0.000	0.100	99.900	0.000	19.722	2.457		长4+5!1^(2_1)
地207-44	2345.250	80.082	47.737	41.264	58.736	18.647	253.204	0.000	0.010	0.000	0.100	99.900	0.000	18.231	2.433		长4+5!1^(2_1)
地207-44	2345.375	96.187	47.918	60.524	39.476	17.175	270.071	0.000	0.010	0.000	0.100	99.900	0.000	16.766	2.410		长4+5!1^(2_1)
地207-44	2345.500	108.288	48.008	78.580	21.420	15.963	289.547	0.000	0.010	0.000	0.100	99.900	0.000	15.652	2.397		长4+5!1^(2_1)
地207-44	2345.625	114.970	47.989	91.237	8.763	15.070	302.729	0.000	0.010	0.000	0.100	99.900	0.000	14.844	2.396		长4+5!1^(2_1)
