井名	深度	GR	SP	SH	SS	IR4A	AC	PERM2024	PERM	POR2024	POR	SW	SW2024	RT	DEN	解释结论	层位
地93-88	2304.500	125.877	86.751	75.893	24.107	12.488	234.390	0.000	0.010	0.000	0.100	99.900	0.000	12.502	2.651		长4+5!1^(1_3)
地93-88	2304.625	128.776	86.527	79.914	20.086	12.471	235.248	0.000	0.010	0.000	0.100	99.900	0.000	12.397	2.644		长4+5!1^(1_3)
地93-88	2304.750	130.324	86.179	79.898	20.102	12.058	239.203	0.000	0.010	0.000	0.100	99.900	0.000	11.937	2.645		长4+5!1^(1_3)
地93-88	2304.875	127.967	85.636	75.910	24.090	11.466	247.883	0.000	0.010	0.000	0.100	99.900	0.000	11.353	2.653		长4+5!1^(1_3)
地93-88	2305.000	125.685	84.931	74.982	25.018	10.988	257.414	0.000	0.010	0.000	0.100	99.900	0.000	10.961	2.666		长4+5!1^(1_3)
地93-88	2305.125	127.723	84.229	76.922	23.078	10.944	261.513	0.000	0.010	0.000	0.100	99.900	0.000	11.010	2.676		长4+5!1^(1_3)
地93-88	2305.250	127.570	83.682	72.351	27.649	11.285	256.091	0.000	0.010	0.000	0.100	99.900	0.000	11.366	2.681		长4+5!1^(1_3)
地93-88	2305.375	120.717	83.274	59.114	40.886	11.662	243.093	0.000	0.010	0.000	0.100	99.900	0.000	11.717	2.683		长4+5!1^(1_3)
地93-88	2305.500	108.857	82.934	44.989	55.011	11.911	228.867	0.000	0.010	0.000	0.100	99.900	0.000	11.942	2.683		长4+5!1^(1_3)
地93-88	2305.625	100.017	82.689	38.277	61.723	12.048	218.926	0.000	0.010	0.000	0.100	99.900	0.000	12.062	2.680		长4+5!1^(1_3)
地93-88	2305.750	99.081	82.582	39.972	60.028	12.113	216.490	0.000	0.010	0.000	0.100	99.900	0.000	12.121	2.676		长4+5!1^(1_3)
地93-88	2305.875	104.160	82.639	47.448	52.552	12.149	220.696	0.000	0.010	0.000	0.100	99.900	0.000	12.152	2.671		长4+5!1^(1_3)
地93-88	2306.000	112.126	82.838	57.910	42.090	12.153	227.492	0.000	0.010	0.000	0.100	99.900	0.000	12.146	2.667		长4+5!1^(1_3)
地93-88	2306.125	119.953	83.090	68.442	31.558	12.136	233.758	0.000	0.010	0.000	0.100	99.900	0.000	12.146	2.662		长4+5!1^(1_3)
地93-88	2306.250	126.056	83.263	76.951	23.049	12.206	237.863	0.000	0.010	0.000	0.100	99.900	0.000	12.239	2.656		长4+5!1^(1_3)
地93-88	2306.375	130.036	83.294	82.124	17.876	12.358	239.436	0.000	0.010	0.000	0.100	99.900	0.000	12.378	2.645		长4+5!1^(1_3)
地93-88	2306.500	131.571	83.206	85.641	14.359	12.373	241.447	0.000	0.010	0.000	0.100	99.900	0.000	12.306	2.626		长4+5!1^(1_3)
地93-88	2306.625	134.117	83.018	92.912	7.088	11.954	250.235	0.000	0.010	0.000	0.100	99.900	0.000	11.800	2.598		长4+5!1^(1_3)
地93-88	2306.750	139.804	82.776	99.718	0.282	11.150	269.135	0.000	0.010	0.000	0.100	99.900	0.000	10.958	2.569		长4+5!1^(1_3)
地93-88	2306.875	146.316	82.524	99.900	0.100	10.249	289.902	0.000	0.010	0.000	0.100	99.900	0.000	10.111	2.549		长4+5!1^(1_3)
地93-88	2307.000	147.797	82.275	99.900	0.100	9.657	299.038	0.000	0.010	0.000	0.100	99.900	0.000	9.616	2.544		长4+5!1^(1_3)
地93-88	2307.125	141.449	82.039	94.310	5.690	9.545	292.339	0.000	0.010	0.000	0.100	99.900	0.000	9.598	2.556		长4+5!1^(1_3)
地93-88	2307.250	132.764	81.960	80.842	19.158	9.838	274.393	0.000	0.010	0.000	0.100	99.900	0.000	9.921	2.575		长4+5!1^(1_3)
地93-88	2307.375	125.439	82.266	69.833	30.167	10.242	256.258	0.000	0.010	0.000	0.100	99.900	0.000	10.317	2.592		长4+5!1^(1_3)
地93-88	2307.500	120.083	82.937	63.650	36.350	10.594	247.137	0.000	0.010	0.000	0.100	99.900	0.000	10.646	2.600		长4+5!1^(1_3)
地93-88	2307.625	118.197	83.795	64.437	35.563	10.845	248.859	0.000	0.010	0.000	0.100	99.900	0.000	10.890	2.594		长4+5!1^(1_3)
地93-88	2307.750	122.272	84.718	75.148	24.852	11.060	259.263	0.000	0.010	0.000	0.100	99.900	0.000	11.097	2.579		长4+5!1^(1_3)
地93-88	2307.875	132.605	85.637	91.353	8.647	11.224	273.408	0.000	0.010	0.000	0.100	99.900	0.000	11.243	2.561		长4+5!1^(1_3)
地93-88	2308.000	145.967	86.530	99.900	0.100	11.305	285.663	0.000	0.010	0.000	0.100	99.900	0.000	11.312	2.543		长4+5!1^(1_3)
地93-88	2308.125	156.498	87.394	99.900	0.100	11.348	293.329	0.000	0.010	0.000	0.100	99.900	0.000	11.364	2.529		长4+5!1^(1_3)
地93-88	2308.250	161.537	88.107	99.900	0.100	11.446	295.413	0.000	0.010	0.000	0.100	99.900	0.000	11.483	2.520		长4+5!1^(1_3)
地93-88	2308.375	161.211	88.448	99.900	0.100	11.633	291.022	0.000	0.010	0.000	0.100	99.900	0.000	11.674	2.512		长4+5!1^(1_3)
地93-88	2308.500	156.413	88.428	99.900	0.100	11.836	278.977	0.000	0.010	0.000	0.100	99.900	0.000	11.877	2.502		长4+5!1^(1_3)
地93-88	2308.625	146.237	88.210	96.302	3.698	12.038	261.142	0.000	0.010	0.000	0.100	99.900	0.000	12.077	2.482		长4+5!1^(1_3)
地93-88	2308.750	135.417	87.861	84.482	15.518	12.231	243.509	0.000	0.010	0.000	0.100	99.900	0.000	12.271	2.451		长4+5!1^(1_3)
地93-88	2308.875	126.432	87.362	70.437	29.563	12.442	231.110	0.000	0.010	0.000	0.100	99.900	0.000	12.494	2.413		长4+5!1^(1_3)
地93-88	2309.000	119.452	86.727	60.212	39.788	12.745	224.510	0.000	0.010	0.000	0.100	99.900	0.000	12.843	2.374		长4+5!1^(1_3)
地93-88	2309.125	113.123	86.013	53.217	46.783	13.320	221.404	0.000	0.010	0.000	0.100	99.900	0.000	13.505	2.350		长4+5!1^(1_3)
地93-88	2309.250	110.141	85.303	51.599	48.401	14.251	219.449	0.000	0.010	0.000	0.100	99.900	0.000	14.448	2.347		长4+5!1^(1_3)
地93-88	2309.375	111.578	84.648	53.865	46.135	14.983	219.174	0.000	0.010	0.000	0.100	99.900	0.000	14.933	2.365		长4+5!1^(1_3)
地93-88	2309.500	113.686	84.036	55.428	44.572	14.395	225.673	0.000	0.010	0.000	0.100	99.900	0.000	14.002	2.398		长4+5!1^(1_3)
地93-88	2309.625	113.430	83.465	54.291	45.709	12.381	244.503	0.000	0.010	0.000	0.100	99.900	0.000	11.928	2.437		长4+5!1^(1_3)
地93-88	2309.750	111.709	83.022	52.114	47.886	10.385	271.440	0.000	0.010	0.000	0.100	99.900	0.000	10.192	2.476		长4+5!1^(1_3)
地93-88	2309.875	110.209	82.813	50.215	49.785	9.642	290.796	0.000	0.010	0.000	0.100	99.900	0.000	9.667	2.509		长4+5!1^(1_3)
地93-88	2310.000	108.814	82.820	48.630	51.370	9.877	290.803	0.000	0.010	0.000	0.100	99.900	0.000	10.013	2.539		长4+5!1^(1_3)
地93-88	2310.125	107.802	82.929	47.208	52.792	10.608	273.142	0.000	0.010	0.000	0.100	99.900	0.000	10.800	2.567		长4+5!1^(1_3)
地93-88	2310.250	106.475	83.008	45.002	54.998	11.533	251.568	0.000	0.010	0.000	0.100	99.900	0.000	11.696	2.595		长4+5!1^(1_3)
地93-88	2310.375	103.939	83.010	42.208	57.792	12.319	238.510	0.000	0.010	0.000	0.100	99.900	0.000	12.459	2.622		长4+5!1^(1_3)
地93-88	2310.500	101.857	82.971	40.874	59.126	13.015	233.064	0.000	0.010	0.000	0.100	99.900	0.000	13.156	2.646		长4+5!1^(1_3)
地93-88	2310.625	102.105	82.873	41.734	58.266	13.690	229.115	0.000	0.010	0.000	0.100	99.900	0.000	13.806	2.663		长4+5!1^(1_3)
地93-88	2310.750	103.592	82.640	42.134	57.866	14.253	223.236	0.000	0.010	0.000	0.100	99.900	0.000	14.356	2.673		长4+5!1^(1_3)
地93-88	2310.875	102.229	82.221	38.082	61.918	14.750	216.883	0.000	0.010	0.000	0.100	99.900	0.000	14.838	2.677		长4+5!1^(1_3)
地93-88	2311.000	95.099	81.664	29.765	70.235	15.180	212.658	0.000	0.010	0.000	0.100	99.900	0.000	15.260	2.676		长4+5!1^(1_3)
地93-88	2311.125	85.513	81.070	21.796	78.204	15.578	210.635	0.000	0.010	0.000	0.100	99.900	0.000	15.656	2.670		长4+5!1^(1_3)
地93-88	2311.250	78.147	80.538	16.581	83.419	15.954	208.737	0.000	0.010	0.000	0.100	99.900	0.000	16.017	2.661		长4+5!1^(1_3)
地93-88	2311.375	73.200	80.111	13.233	86.767	16.252	205.297	0.000	0.010	0.000	0.100	99.900	0.000	16.298	2.649		长4+5!1^(1_3)
地93-88	2311.500	69.399	79.807	11.527	88.473	16.439	201.894	0.000	0.010	0.000	0.100	99.900	0.000	16.445	2.632		长4+5!1^(1_3)
地93-88	2311.625	69.104	79.650	13.519	86.481	16.344	202.105	0.000	0.010	0.000	0.100	99.900	0.000	16.223	2.607		长4+5!1^(1_3)
地93-88	2311.750	76.348	79.647	22.802	77.198	15.668	210.467	0.000	0.010	0.000	0.100	99.900	0.000	15.472	2.580		长4+5!1^(2_1)
地93-88	2311.875	93.650	79.741	44.025	55.975	14.730	229.017	0.000	0.010	0.000	0.100	99.900	0.000	14.571	2.558		长4+5!1^(2_1)
地93-88	2312.000	118.282	79.820	75.119	24.881	14.018	252.316	0.000	0.010	0.000	0.100	99.900	0.000	13.937	2.549		长4+5!1^(2_1)
地93-88	2312.125	137.333	79.783	96.328	3.672	13.707	270.024	0.000	0.010	0.000	0.100	99.900	0.000	13.719	2.554		长4+5!1^(2_1)
地93-88	2312.250	139.445	79.605	88.709	11.291	13.770	271.169	0.000	0.010	0.000	0.100	99.900	0.000	13.786	2.570		长4+5!1^(2_1)
地93-88	2312.375	125.614	79.364	62.073	37.927	13.847	256.038	0.000	0.010	0.000	0.100	99.900	0.000	13.860	2.592		长4+5!1^(2_1)
地93-88	2312.500	105.438	79.171	38.486	61.514	13.902	236.865	0.000	0.010	0.000	0.100	99.900	0.000	13.904	2.617		长4+5!1^(2_1)
地93-88	2312.625	90.414	79.094	26.230	73.770	13.894	222.786	0.000	0.010	0.000	0.100	99.900	0.000	13.878	2.641		长4+5!1^(2_1)
地93-88	2312.750	83.372	79.171	22.670	77.330	13.798	216.714	0.000	0.010	0.000	0.100	99.900	0.000	13.769	2.659		长4+5!1^(2_1)
地93-88	2312.875	84.150	79.418	25.745	74.255	13.643	217.032	0.000	0.010	0.000	0.100	99.900	0.000	13.604	2.672		长4+5!1^(2_1)
地93-88	2313.000	91.410	79.892	35.020	64.980	13.442	220.928	0.000	0.010	0.000	0.100	99.900	0.000	13.396	2.677		长4+5!1^(2_1)
地93-88	2313.125	103.719	80.666	49.799	50.201	13.203	226.381	0.000	0.010	0.000	0.100	99.900	0.000	13.148	2.677		长4+5!1^(2_1)
地93-88	2313.250	116.918	81.655	65.078	34.922	12.933	231.126	0.000	0.010	0.000	0.100	99.900	0.000	12.880	2.675		长4+5!1^(2_1)
地93-88	2313.375	125.019	82.662	73.233	26.767	12.680	233.374	0.000	0.010	0.000	0.100	99.900	0.000	12.637	2.668		长4+5!1^(2_1)
地93-88	2313.500	126.096	83.566	73.983	26.017	12.484	233.614	0.000	0.010	0.000	0.100	99.900	0.000	12.460	2.655		长4+5!1^(2_1)
地93-88	2313.625	125.624	84.333	75.719	24.281	12.358	233.240	0.000	0.010	0.000	0.100	99.900	0.000	12.327	2.628		长4+5!1^(2_1)
地93-88	2313.750	128.885	84.914	82.819	17.181	12.160	233.032	0.000	0.010	0.000	0.100	99.900	0.000	12.083	2.592		长4+5!1^(2_1)
地93-88	2313.875	134.149	85.289	91.487	8.513	11.757	234.299	0.000	0.010	0.000	0.100	99.900	0.000	11.659	2.553		长4+5!1^(2_1)
地93-88	2314.000	137.996	85.492	97.530	2.470	11.296	240.097	0.000	0.010	0.000	0.100	99.900	0.000	11.221	2.523		长4+5!1^(2_1)
地93-88	2314.125	141.732	85.527	99.900	0.100	10.965	249.500	0.000	0.010	0.000	0.100	99.900	0.000	10.931	2.508		长4+5!1^(2_1)
地93-88	2314.250	146.307	85.453	99.900	0.100	10.792	256.177	0.000	0.010	0.000	0.100	99.900	0.000	10.753	2.507		长4+5!1^(2_1)
地93-88	2314.375	151.899	85.371	99.900	0.100	10.571	255.306	0.000	0.010	0.000	0.100	99.900	0.000	10.506	2.513		长4+5!1^(2_1)
地93-88	2314.500	155.484	85.324	99.900	0.100	10.258	250.385	0.000	0.010	0.000	0.100	99.900	0.000	10.203	2.521		长4+5!1^(2_1)
地93-88	2314.625	152.688	85.299	99.900	0.100	10.031	246.655	0.000	0.010	0.000	0.100	99.900	0.000	10.023	2.525		长4+5!1^(2_1)
地93-88	2314.750	144.907	85.293	99.183	0.817	9.997	244.955	0.000	0.010	0.000	0.100	99.900	0.000	9.994	2.523		长4+5!1^(2_1)
地93-88	2314.875	139.072	85.333	98.826	1.174	9.969	244.188	0.000	0.010	0.000	0.100	99.900	0.000	9.953	2.517		长4+5!1^(2_1)
地93-88	2315.000	140.372	85.420	99.900	0.100	9.888	245.747	0.000	0.010	0.000	0.100	99.900	0.000	9.872	2.509		长4+5!1^(2_1)
地93-88	2315.125	145.326	85.551	99.900	0.100	9.850	252.127	0.000	0.010	0.000	0.100	99.900	0.000	9.877	2.504		长4+5!1^(2_1)
地93-88	2315.250	146.284	85.716	99.900	0.100	10.012	261.618	0.000	0.010	0.000	0.100	99.900	0.000	10.066	2.505		长4+5!1^(2_1)
地93-88	2315.375	140.924	85.880	95.663	4.337	10.253	268.845	0.000	0.010	0.000	0.100	99.900	0.000	10.278	2.511		长4+5!1^(2_1)
地93-88	2315.500	134.578	85.991	88.554	11.446	10.343	271.352	0.000	0.010	0.000	0.100	99.900	0.000	10.331	2.520		长4+5!1^(2_1)
地93-88	2315.625	133.561	86.038	90.345	9.655	10.277	272.531	0.000	0.010	0.000	0.100	99.900	0.000	10.260	2.528		长4+5!1^(2_1)
地93-88	2315.750	137.387	86.049	96.806	3.194	10.206	276.761	0.000	0.010	0.000	0.100	99.900	0.000	10.204	2.532		长4+5!1^(2_1)
地93-88	2315.875	142.952	86.034	99.900	0.100	10.194	283.457	0.000	0.010	0.000	0.100	99.900	0.000	10.192	2.532		长4+5!1^(2_1)
地93-88	2316.000	147.301	85.971	99.900	0.100	10.156	288.094	0.000	0.010	0.000	0.100	99.900	0.000	10.125	2.528		长4+5!1^(2_1)
地93-88	2316.125	147.506	85.847	99.900	0.100	9.955	288.706	0.000	0.010	0.000	0.100	99.900	0.000	9.874	2.524		长4+5!1^(2_1)
地93-88	2316.250	143.622	85.701	96.628	3.372	9.551	287.065	0.000	0.010	0.000	0.100	99.900	0.000	9.468	2.520		长4+5!1^(2_1)
地93-88	2316.375	135.842	85.581	84.584	15.416	9.162	285.050	0.000	0.010	0.000	0.100	99.900	0.000	9.102	2.521		长4+5!1^(2_1)
地93-88	2316.500	125.848	85.504	69.073	30.927	8.902	281.909	0.000	0.010	0.000	0.100	99.900	0.000	8.879	2.527		长4+5!1^(2_1)
地93-88	2316.625	118.129	85.447	60.418	39.582	8.819	276.068	0.000	0.010	0.000	0.100	99.900	0.000	8.828	2.541		长4+5!1^(2_1)
地93-88	2316.750	115.616	85.383	58.979	41.021	8.875	268.466	0.000	0.010	0.000	0.100	99.900	0.000	8.896	2.558		长4+5!1^(2_1)
地93-88	2316.875	116.893	85.313	61.497	38.503	8.963	261.901	0.000	0.010	0.000	0.100	99.900	0.000	8.970	2.579		长4+5!1^(2_1)
地93-88	2317.000	119.324	85.265	63.822	36.178	8.976	257.778	0.000	0.010	0.000	0.100	99.900	0.000	8.963	2.599		长4+5!1^(2_1)
地93-88	2317.125	119.638	85.258	63.860	36.140	8.892	256.603	0.000	0.010	0.000	0.100	99.900	0.000	8.860	2.616		长4+5!1^(2_1)
地93-88	2317.250	119.230	85.294	64.098	35.902	8.752	257.758	0.000	0.010	0.000	0.100	99.900	0.000	8.739	2.630		长4+5!1^(2_1)
地93-88	2317.375	120.234	85.342	65.532	34.468	8.721	259.628	0.000	0.010	0.000	0.100	99.900	0.000	8.742	2.641		长4+5!1^(2_1)
地93-88	2317.500	121.102	85.374	64.976	35.024	8.867	260.111	0.000	0.010	0.000	0.100	99.900	0.000	8.932	2.647		长4+5!1^(2_1)
地93-88	2317.625	118.867	85.395	60.642	39.358	9.198	257.230	0.000	0.010	0.000	0.100	99.900	0.000	9.273	2.645		长4+5!1^(2_1)
地93-88	2317.750	114.853	85.414	55.438	44.562	9.571	249.673	0.000	0.010	0.000	0.100	99.900	0.000	9.644	2.637		长4+5!1^(2_1)
地93-88	2317.875	111.653	85.409	51.554	48.446	9.921	239.168	0.000	0.010	0.000	0.100	99.900	0.000	9.979	2.623		长4+5!1^(2_1)
地93-88	2318.000	109.211	85.355	48.538	51.462	10.186	230.519	0.000	0.010	0.000	0.100	99.900	0.000	10.224	2.607		长4+5!1^(2_1)
地93-88	2318.125	107.006	85.251	46.712	53.288	10.330	226.786	0.000	0.010	0.000	0.100	99.900	0.000	10.326	2.594		长4+5!1^(2_1)
地93-88	2318.250	106.673	85.089	46.798	53.202	10.297	229.128	0.000	0.010	0.000	0.100	99.900	0.000	10.281	2.589		长4+5!1^(2_1)
地93-88	2318.375	107.344	84.905	47.225	52.775	10.250	235.289	0.000	0.010	0.000	0.100	99.900	0.000	10.267	2.594		长4+5!1^(2_1)
地93-88	2318.500	107.204	84.750	45.321	54.679	10.389	239.757	0.000	0.010	0.000	0.100	99.900	0.000	10.458	2.609		长4+5!1^(2_1)
地93-88	2318.625	103.471	84.604	38.078	61.922	10.763	238.090	0.000	0.010	0.000	0.100	99.900	0.000	10.864	2.630		长4+5!1^(2_1)
地93-88	2318.750	92.958	84.451	26.037	73.963	11.210	228.850	0.000	0.010	0.000	0.100	99.900	0.000	11.256	2.650		长4+5!1^(2_1)
地93-88	2318.875	78.285	84.308	15.315	84.685	11.374	218.088	0.000	0.010	0.000	0.100	99.900	0.000	11.353	2.664		长4+5!1^(2_1)
地93-88	2319.000	68.505	84.168	12.340	87.660	11.238	215.528	0.000	0.010	0.000	0.100	99.900	0.000	11.185	2.671		长4+5!1^(2_1)
地93-88	2319.125	73.253	83.998	18.612	81.388	11.035	223.202	0.000	0.010	0.000	0.100	99.900	0.000	11.044	2.672		长4+5!1^(2_1)
地93-88	2319.250	86.315	83.810	30.810	69.190	11.110	233.725	0.000	0.010	0.000	0.100	99.900	0.000	11.152	2.667		长4+5!1^(2_1)
地93-88	2319.375	100.772	83.640	45.497	54.503	11.275	239.172	0.000	0.010	0.000	0.100	99.900	0.000	11.275	2.657		长4+5!1^(2_1)
地93-88	2319.500	112.849	83.508	58.079	41.921	11.198	240.236	0.000	0.010	0.000	0.100	99.900	0.000	11.120	2.644		长4+5!1^(2_1)
地93-88	2319.625	119.264	83.440	64.366	35.634	10.787	242.599	0.000	0.010	0.000	0.100	99.900	0.000	10.684	2.634		长4+5!1^(2_1)
地93-88	2319.750	120.624	83.441	65.115	34.885	10.348	248.512	0.000	0.010	0.000	0.100	99.900	0.000	10.319	2.633		长4+5!1^(2_2)
地93-88	2319.875	119.832	83.476	65.144	34.856	10.288	253.380	0.000	0.010	0.000	0.100	99.900	0.000	10.346	2.642		长4+5!1^(2_2)
地93-88	2320.000	121.061	83.530	64.650	35.350	10.646	251.110	0.000	0.010	0.000	0.100	99.900	0.000	10.775	2.658		长4+5!1^(2_2)
地93-88	2320.125	118.379	83.642	56.671	43.329	11.301	241.339	0.000	0.010	0.000	0.100	99.900	0.000	11.446	2.671		长4+5!1^(2_2)
地93-88	2320.250	108.180	83.837	42.210	57.790	12.025	227.217	0.000	0.010	0.000	0.100	99.900	0.000	12.171	2.677		长4+5!1^(2_2)
地93-88	2320.375	94.704	84.040	29.251	70.749	12.716	212.802	0.000	0.010	0.000	0.100	99.900	0.000	12.826	2.677		长4+5!1^(2_2)
地93-88	2320.500	84.745	84.154	21.652	78.348	13.217	201.627	0.000	0.010	0.000	0.100	99.900	0.000	13.283	2.674		长4+5!1^(2_2)
地93-88	2320.625	78.968	84.171	17.574	82.426	13.470	195.622	0.000	0.010	0.000	0.100	99.900	0.000	13.461	2.671		长4+5!1^(2_2)
地93-88	2320.750	75.215	84.146	16.481	83.519	13.400	196.651	0.000	0.010	0.000	0.100	99.900	0.000	13.366	2.669		长4+5!1^(2_2)
地93-88	2320.875	77.359	84.145	20.152	79.848	13.232	204.288	0.000	0.010	0.000	0.100	99.900	0.000	13.198	2.669		长4+5!1^(2_2)
地93-88	2321.000	85.397	84.192	26.933	73.067	13.063	214.133	0.000	0.010	0.000	0.100	99.900	0.000	13.029	2.671		长4+5!1^(2_2)
地93-88	2321.125	92.763	84.258	33.140	66.860	12.878	222.180	0.000	0.010	0.000	0.100	99.900	0.000	12.825	2.674		长4+5!1^(2_2)
地93-88	2321.250	97.764	84.306	38.707	61.293	12.595	226.993	0.000	0.010	0.000	0.100	99.900	0.000	12.518	2.678		长4+5!1^(2_2)
地93-88	2321.375	103.288	84.364	45.410	54.590	12.197	231.435	0.000	0.010	0.000	0.100	99.900	0.000	12.101	2.681		长4+5!1^(2_2)
地93-88	2321.500	109.409	84.547	51.572	48.428	11.749	239.001	0.000	0.010	0.000	0.100	99.900	0.000	11.680	2.683		长4+5!1^(2_2)
地93-88	2321.625	112.587	84.755	54.481	45.519	11.454	247.668	0.000	0.010	0.000	0.100	99.900	0.000	11.434	2.684		长4+5!1^(2_2)
地93-88	2321.750	113.334	84.643	55.006	44.994	11.378	252.516	0.000	0.010	0.000	0.100	99.900	0.000	11.383	2.682		长4+5!1^(2_2)
地93-88	2321.875	113.184	84.320	55.415	44.585	11.402	251.896	0.000	0.010	0.000	0.100	99.900	0.000	11.406	2.677		长4+5!1^(2_2)
地93-88	2322.000	114.154	83.996	57.621	42.379	11.429	249.806	0.000	0.010	0.000	0.100	99.900	0.000	11.437	2.668		长4+5!1^(2_2)
地93-88	2322.125	116.656	83.667	61.125	38.875	11.502	249.547	0.000	0.010	0.000	0.100	99.900	0.000	11.541	2.653		长4+5!1^(2_2)
地93-88	2322.250	119.041	83.327	64.419	35.581	11.724	250.093	0.000	0.010	0.000	0.100	99.900	0.000	11.789	2.636		长4+5!1^(2_2)
地93-88	2322.375	121.037	82.813	67.171	32.829	12.040	248.109	0.000	0.010	0.000	0.100	99.900	0.000	12.097	2.624		长4+5!1^(2_2)
地93-88	2322.500	122.558	82.202	69.262	30.738	12.278	243.688	0.000	0.010	0.000	0.100	99.900	0.000	12.290	2.623		长4+5!1^(2_2)
地93-88	2322.625	123.625	81.614	70.728	29.272	12.248	240.821	0.000	0.010	0.000	0.100	99.900	0.000	12.172	2.636		长4+5!1^(2_2)
地93-88	2322.750	124.330	81.146	71.231	28.769	11.851	244.146	0.000	0.010	0.000	0.100	99.900	0.000	11.757	2.653		长4+5!1^(2_2)
地93-88	2322.875	124.058	80.823	70.382	29.618	11.456	253.396	0.000	0.010	0.000	0.100	99.900	0.000	11.435	2.669		长4+5!1^(2_2)
地93-88	2323.000	123.139	80.367	69.346	30.654	11.459	261.412	0.000	0.010	0.000	0.100	99.900	0.000	11.548	2.678		长4+5!1^(2_2)
地93-88	2323.125	122.891	78.865	68.236	31.764	11.974	261.262	0.000	0.010	0.000	0.100	99.900	0.000	12.138	2.680		长4+5!1^(2_2)
地93-88	2323.250	121.491	76.335	63.785	36.215	12.766	251.975	0.000	0.010	0.000	0.100	99.900	0.000	12.906	2.677		长4+5!1^(2_2)
地93-88	2323.375	116.202	74.340	45.124	54.876	13.435	239.078	0.083	0.861	7.270	4.874	85.774	0.505	13.549	2.672		长4+5!1^(2_2)
地93-88	2323.500	105.722	72.757	21.559	78.441	13.981	229.152	0.085	1.940	7.326	11.748	65.488	0.490	14.075	2.662	干层	长4+5!1^(2_2)
地93-88	2323.625	94.219	71.203	15.884	84.116	14.460	223.783	0.116	1.581	7.964	11.227	66.865	0.477	14.564	2.647	干层	长4+5!1^(2_2)
地93-88	2323.750	85.234	69.795	12.408	87.592	14.978	221.760	0.166	1.461	8.688	11.031	66.683	0.464	15.084	2.632	干层	长4+5!1^(2_2)
地93-88	2323.875	79.397	68.702	10.571	89.429	15.505	220.990	0.215	1.418	9.215	10.956	65.923	0.452	15.612	2.618	干层	长4+5!1^(2_2)
地93-88	2324.000	76.781	67.932	9.888	90.112	16.029	220.475	0.240	1.390	9.433	10.906	65.110	0.441	16.128	2.609	干层	长4+5!1^(2_2)
地93-88	2324.125	76.384	67.337	9.918	90.082	16.495	220.423	0.244	1.387	9.469	10.901	64.264	0.432	16.568	2.606	干层	长4+5!1^(2_2)
地93-88	2324.250	77.210	66.712	10.229	89.771	16.844	220.740	0.238	1.404	9.416	10.932	63.465	0.425	16.906	2.609	干层	长4+5!1^(2_2)
地93-88	2324.375	77.919	65.956	10.524	89.476	17.160	220.107	0.222	1.371	9.276	10.871	63.167	0.420	17.230	2.615	干层	长4+5!1^(2_2)
地93-88	2324.500	79.171	65.167	11.191	88.809	17.518	217.352	0.181	1.231	8.859	10.603	63.837	0.413	17.599	2.624	干层	长4+5!1^(2_2)
地93-88	2324.625	83.124	64.488	12.113	87.887	17.932	213.297	0.120	0.674	8.025	10.210	65.129	0.407	18.024	2.632	干层	长4+5!1^(2_2)
地93-88	2324.750	85.305	63.925	11.631	88.369	18.381	209.299	0.088	0.010	7.382	9.822	66.481	0.400	18.464	2.638	干层	长4+5!1^(2_2)
地93-88	2324.875	80.981	63.498	9.045	90.955	18.777	206.091	0.093	0.010	7.497	9.511	67.613	0.394	18.846	2.641	干层	长4+5!1^(2_2)
地93-88	2325.000	71.413	63.287	6.254	93.746	19.100	203.864	0.135	0.010	8.261	9.295	68.379	0.389	19.151	2.641	干层	长4+5!1^(2_2)
地93-88	2325.125	66.360	63.220	5.456	94.544	19.334	202.881	0.166	0.010	8.684	9.200	68.594	0.385	19.364	2.640	干层	长4+5!1^(2_2)
地93-88	2325.250	68.129	63.298	6.148	93.852	19.452	202.967	0.152	0.010	8.509	9.208	68.388	0.384	19.451	2.638	干层	长4+5!1^(2_2)
地93-88	2325.375	70.989	63.588	6.628	93.372	19.419	204.283	0.141	0.010	8.349	9.336	67.711	0.385	19.389	2.636	干层	长4+5!1^(2_2)
地93-88	2325.500	69.822	64.103	6.223	93.777	19.239	207.063	0.172	0.010	8.760	9.605	66.478	0.388	19.176	2.633	干层	长4+5!1^(2_2)
地93-88	2325.625	66.910	64.800	6.180	93.820	18.923	211.005	0.244	0.428	9.473	9.988	64.873	0.392	18.855	2.627	干层	长4+5!1^(2_2)
地93-88	2325.750	68.828	65.654	7.841	92.159	18.579	215.491	0.279	1.142	9.741	10.423	63.168	0.397	18.506	2.620	干层	长4+5!1^(2_2)
地93-88	2325.875	76.074	66.664	11.075	88.925	18.208	220.141	0.244	1.376	9.472	10.874	61.579	0.404	18.128	2.615	干层	长4+5!1^(2_2)
地93-88	2326.000	85.156	67.813	14.697	85.303	17.826	224.809	0.195	1.646	9.013	11.327	60.108	0.410	17.760	2.612	干层	长4+5!1^(2_2)
地93-88	2326.125	91.629	69.088	17.750	82.250	17.511	229.274	0.000	1.940	0.000	11.760	58.732	0.000	17.457	2.617	干层	长4+5!1^(2_2)
地93-88	2326.250	96.618	70.510	27.414	72.586	17.266	232.213	0.000	1.272	0.000	7.234	74.779	0.000	17.235	2.629		长4+5!1^(2_2)
