井名	深度	GR	SP	SH	SS	IR4A	AC	PERM2024	PERM	POR2024	POR	SW	SW2024	RT	DEN	解释结论	层位
地93-88	2348.000	74.809	71.067	11.253	88.747	14.783	219.889	0.000	1.360	0.000	10.849	68.536	0.000	14.686	2.614	干层	长4+5!2^(1_2)
地93-88	2348.125	87.998	72.220	24.812	75.188	14.299	222.736	0.000	0.868	0.000	6.633	81.034	0.000	14.200	2.618		长4+5!2^(1_2)
地93-88	2348.250	101.472	73.460	46.190	53.810	13.815	226.636	0.000	0.010	0.000	0.100	99.900	0.000	13.726	2.621		长4+5!2^(1_2)
地93-88	2348.375	113.254	74.689	60.956	39.044	13.379	231.938	0.000	0.010	0.000	0.100	99.900	0.000	13.296	2.624		长4+5!2^(1_2)
地93-88	2348.500	123.394	75.773	74.785	25.215	12.970	238.780	0.000	0.010	0.000	0.100	99.900	0.000	12.890	2.629		长4+5!2^(1_2)
地93-88	2348.625	130.636	76.607	82.536	17.464	12.608	246.857	0.000	0.010	0.000	0.100	99.900	0.000	12.564	2.637		长4+5!2^(1_2)
地93-88	2348.750	131.259	77.081	79.123	20.877	12.462	253.791	0.000	0.010	0.000	0.100	99.900	0.000	12.491	2.648		长4+5!2^(1_2)
地93-88	2348.875	125.317	77.073	66.738	33.262	12.673	254.733	0.000	0.010	0.000	0.100	99.900	0.000	12.768	2.660		长4+5!2^(1_2)
地93-88	2349.000	114.969	76.586	50.195	49.805	13.145	246.281	0.000	0.010	0.000	0.100	99.900	0.000	13.240	2.671		长4+5!2^(1_2)
地93-88	2349.125	100.734	75.693	33.199	66.801	13.568	230.137	0.000	0.010	0.000	0.100	99.900	0.000	13.613	2.677		长4+5!2^(1_2)
地93-88	2349.250	84.958	74.476	17.190	82.810	13.736	213.443	0.110	0.010	7.850	3.842	91.843	0.499	13.725	2.675		长4+5!2^(1_2)
地93-88	2349.375	72.415	73.028	6.430	93.570	13.635	203.940	0.129	0.010	8.164	9.302	81.179	0.503	13.579	2.666	水层	长4+5!2^(1_2)
地93-88	2349.500	66.120	71.482	4.982	95.018	13.333	203.301	0.172	0.010	8.753	9.240	82.631	0.511	13.252	2.651	水层	长4+5!2^(1_2)
地93-88	2349.625	64.358	69.896	4.890	95.110	12.938	208.490	0.245	0.412	9.477	9.744	80.231	0.522	12.865	2.633	水层	长4+5!2^(1_2)
地93-88	2349.750	63.488	68.333	5.064	94.936	12.587	214.753	0.353	1.109	10.220	10.351	77.242	0.531	12.523	2.617	水层	长4+5!2^(1_2)
地93-88	2349.875	62.941	66.925	5.253	94.747	12.283	218.688	0.444	1.296	10.687	10.733	75.776	0.540	12.233	2.602	水层	长4+5!2^(1_2)
地93-88	2350.000	63.249	65.816	5.428	94.572	12.055	220.239	0.473	1.377	10.816	10.883	75.534	0.547	12.025	2.590	水层	长4+5!2^(1_2)
地93-88	2350.125	63.406	65.069	5.432	94.568	11.942	220.780	0.482	1.407	10.856	10.936	75.464	0.549	11.949	2.580	水层	长4+5!2^(1_2)
地93-88	2350.250	62.918	64.722	5.370	94.630	12.004	221.108	0.503	1.425	10.941	10.968	75.008	0.546	12.036	2.571	水层	长4+5!2^(1_2)
地93-88	2350.375	62.971	64.810	5.843	94.157	12.163	221.232	0.000	1.432	0.000	10.980	74.456	0.000	12.193	2.564	水层	长4+5!2^(1_2)
地93-88	2350.500	66.614	65.304	11.038	88.962	12.291	222.219	0.000	0.865	0.000	6.629	84.450	0.000	12.300	2.561		长4+5!2^(1_2)
地93-88	2350.625	77.764	66.183	23.659	76.341	12.347	226.369	0.000	0.010	0.000	0.100	99.900	0.000	12.369	2.562		长4+5!2^(1_2)
地93-88	2350.750	94.134	67.322	39.703	60.297	12.489	235.333	0.000	0.010	0.000	0.100	99.900	0.000	12.543	2.565		长4+5!2^(1_2)
地93-88	2350.875	109.926	68.561	55.875	44.125	12.787	246.923	0.000	0.010	0.000	0.100	99.900	0.000	12.870	2.570		长4+5!2^(1_2)
地93-88	2351.000	119.452	69.734	63.723	36.277	13.216	255.203	0.000	0.010	0.000	0.100	99.900	0.000	13.315	2.576		长4+5!2^(1_2)
地93-88	2351.125	119.280	70.765	59.103	40.897	13.707	255.028	0.000	0.010	0.000	0.100	99.900	0.000	13.806	2.583		长4+5!2^(1_2)
地93-88	2351.250	111.343	71.622	46.265	53.735	14.176	244.892	0.000	0.010	0.000	0.100	99.900	0.000	14.254	2.592		长4+5!2^(1_2)
地93-88	2351.375	98.524	72.250	32.678	67.322	14.533	229.130	0.000	0.010	0.000	0.100	99.900	0.000	14.579	2.605		长4+5!2^(1_2)
地93-88	2351.500	87.575	72.631	25.971	74.029	14.728	215.551	0.000	0.010	0.000	0.100	99.900	0.000	14.740	2.621		长4+5!2^(1_3)
地93-88	2351.625	87.144	72.814	27.598	72.402	14.777	208.476	0.000	0.010	0.000	0.100	99.900	0.000	14.776	2.636		长4+5!2^(1_3)
地93-88	2351.750	92.067	72.934	31.892	68.108	14.791	207.469	0.000	0.010	0.000	0.100	99.900	0.000	14.806	2.647		长4+5!2^(1_3)
地93-88	2351.875	95.784	73.116	34.237	65.763	14.893	209.479	0.000	0.010	0.000	0.100	99.900	0.000	14.936	2.650		长4+5!2^(1_3)
地93-88	2352.000	96.010	73.443	33.777	66.223	15.122	212.763	0.000	0.010	0.000	0.100	99.900	0.000	15.180	2.644		长4+5!2^(1_3)
地93-88	2352.125	94.555	73.939	33.078	66.922	15.396	217.900	0.000	0.010	0.000	0.100	99.900	0.000	15.437	2.631		长4+5!2^(1_3)
地93-88	2352.250	95.043	74.564	36.076	63.924	15.576	225.072	0.000	0.010	0.000	0.100	99.900	0.000	15.591	2.615		长4+5!2^(1_3)
地93-88	2352.375	101.290	75.273	46.473	53.527	15.633	234.083	0.000	0.010	0.000	0.100	99.900	0.000	15.631	2.600		长4+5!2^(1_3)
地93-88	2352.500	113.995	76.012	62.920	37.080	15.614	244.283	0.000	0.010	0.000	0.100	99.900	0.000	15.600	2.588		长4+5!2^(1_3)
地93-88	2352.625	125.489	76.717	75.942	24.058	15.502	254.142	0.000	0.010	0.000	0.100	99.900	0.000	15.443	2.578		长4+5!2^(1_3)
地93-88	2352.750	129.396	77.337	79.935	20.065	15.178	264.331	0.000	0.010	0.000	0.100	99.900	0.000	15.087	2.566		长4+5!2^(1_3)
地93-88	2352.875	129.436	77.872	80.615	19.385	14.724	279.392	0.000	0.010	0.000	0.100	99.900	0.000	14.633	2.547		长4+5!2^(1_3)
地93-88	2353.000	130.342	78.332	84.320	15.680	14.319	301.174	0.000	0.010	0.000	0.100	99.900	0.000	14.272	2.520		长4+5!2^(1_3)
地93-88	2353.125	134.111	78.721	92.233	7.767	14.125	323.310	0.000	0.010	0.000	0.100	99.900	0.000	14.116	2.489		长4+5!2^(1_3)
地93-88	2353.250	138.977	79.063	98.710	1.290	14.075	333.681	0.000	0.010	0.000	0.100	99.900	0.000	14.063	2.464		长4+5!2^(1_3)
地93-88	2353.375	145.701	79.345	99.900	0.100	14.012	326.667	0.000	0.010	0.000	0.100	99.900	0.000	13.997	2.455		长4+5!2^(1_3)
地93-88	2353.500	152.595	79.517	99.900	0.100	13.954	308.828	0.000	0.010	0.000	0.100	99.900	0.000	13.954	2.467		长4+5!2^(1_3)
地93-88	2353.625	153.119	79.579	99.900	0.100	13.974	287.646	0.000	0.010	0.000	0.100	99.900	0.000	13.993	2.500		长4+5!2^(1_3)
地93-88	2353.750	145.215	79.568	93.097	6.903	14.068	266.759	0.000	0.010	0.000	0.100	99.900	0.000	14.089	2.543		长4+5!2^(1_3)
地93-88	2353.875	131.095	79.476	73.025	26.975	14.170	247.870	0.000	0.010	0.000	0.100	99.900	0.000	14.187	2.586		长4+5!2^(1_3)
地93-88	2354.000	115.595	79.309	52.325	47.675	14.251	233.413	0.000	0.010	0.000	0.100	99.900	0.000	14.263	2.620		长4+5!2^(1_3)
地93-88	2354.125	104.211	79.121	40.181	59.819	14.311	225.223	0.000	0.010	0.000	0.100	99.900	0.000	14.321	2.641		长4+5!2^(1_3)
地93-88	2354.250	96.807	78.973	32.786	67.214	14.356	222.086	0.000	0.010	0.000	0.100	99.900	0.000	14.360	2.652		长4+5!2^(1_3)
地93-88	2354.375	90.790	78.900	27.527	72.473	14.368	220.768	0.000	0.010	0.000	0.100	99.900	0.000	14.363	2.657		长4+5!2^(1_3)
地93-88	2354.500	86.442	78.932	25.173	74.827	14.339	219.296	0.000	0.010	0.000	0.100	99.900	0.000	14.328	2.659		长4+5!2^(1_3)
地93-88	2354.625	86.647	79.098	25.959	74.041	14.276	217.654	0.000	0.010	0.000	0.100	99.900	0.000	14.257	2.663		长4+5!2^(1_3)
地93-88	2354.750	88.487	79.411	27.114	72.886	14.164	215.670	0.000	0.010	0.000	0.100	99.900	0.000	14.129	2.668		长4+5!2^(1_3)
地93-88	2354.875	88.875	79.884	27.654	72.346	13.955	213.353	0.000	0.010	0.000	0.100	99.900	0.000	13.887	2.674		长4+5!2^(1_3)
地93-88	2355.000	89.732	80.465	30.478	69.522	13.584	212.354	0.000	0.010	0.000	0.100	99.900	0.000	13.481	2.679		长4+5!2^(1_3)
地93-88	2355.125	95.630	81.058	38.464	61.536	13.083	215.173	0.000	0.010	0.000	0.100	99.900	0.000	12.990	2.680		长4+5!2^(1_3)
地93-88	2355.250	105.615	81.598	51.034	48.966	12.647	223.062	0.000	0.010	0.000	0.100	99.900	0.000	12.580	2.680		长4+5!2^(1_3)
地93-88	2355.375	116.710	82.089	65.654	34.346	12.326	233.856	0.000	0.010	0.000	0.100	99.900	0.000	12.270	2.678		长4+5!2^(1_3)
地93-88	2355.500	126.165	82.568	77.769	22.231	12.042	243.972	0.000	0.010	0.000	0.100	99.900	0.000	11.977	2.674		长4+5!2^(1_3)
地93-88	2355.625	131.034	83.025	84.415	15.585	11.724	253.367	0.000	0.010	0.000	0.100	99.900	0.000	11.663	2.668		长4+5!2^(1_3)
地93-88	2355.750	133.250	83.398	87.435	12.565	11.439	264.053	0.000	0.010	0.000	0.100	99.900	0.000	11.397	2.660		长4+5!2^(1_3)
地93-88	2355.875	134.058	83.650	87.224	12.776	11.263	274.397	0.000	0.010	0.000	0.100	99.900	0.000	11.254	2.651		长4+5!2^(1_3)
地93-88	2356.000	132.556	83.827	81.531	18.469	11.242	277.622	0.000	0.010	0.000	0.100	99.900	0.000	11.255	2.645		长4+5!2^(1_3)
地93-88	2356.125	126.822	83.950	70.612	29.388	11.294	269.479	0.000	0.010	0.000	0.100	99.900	0.000	11.295	2.645		长4+5!2^(1_3)
地93-88	2356.250	119.089	84.022	60.090	39.910	11.290	254.470	0.000	0.010	0.000	0.100	99.900	0.000	11.279	2.650		长4+5!2^(1_3)
地93-88	2356.375	113.495	84.047	53.939	46.061	11.224	242.435	0.000	0.010	0.000	0.100	99.900	0.000	11.204	2.659		长4+5!2^(1_3)
地93-88	2356.500	110.942	84.006	51.232	48.768	11.113	238.534	0.000	0.010	0.000	0.100	99.900	0.000	11.083	2.669		长4+5!2^(1_3)
地93-88	2356.625	109.679	83.901	50.301	49.699	10.947	240.432	0.000	0.010	0.000	0.100	99.900	0.000	10.899	2.674		长4+5!2^(1_3)
地93-88	2356.750	109.783	83.747	52.355	47.645	10.697	244.422	0.000	0.010	0.000	0.100	99.900	0.000	10.638	2.675		长4+5!2^(1_3)
地93-88	2356.875	113.498	83.570	59.230	40.770	10.406	248.746	0.000	0.010	0.000	0.100	99.900	0.000	10.348	2.672		长4+5!2^(1_3)
地93-88	2357.000	120.298	83.410	66.877	33.123	10.133	253.240	0.000	0.010	0.000	0.100	99.900	0.000	10.092	2.670		长4+5!2^(2_1)
地93-88	2357.125	123.161	83.303	67.511	32.489	9.957	257.468	0.000	0.010	0.000	0.100	99.900	0.000	9.948	2.671		长4+5!2^(2_1)
地93-88	2357.250	119.885	83.259	61.599	38.401	9.932	259.653	0.000	0.010	0.000	0.100	99.900	0.000	9.946	2.675		长4+5!2^(2_1)
地93-88	2357.375	114.932	83.275	56.036	43.964	10.013	258.299	0.000	0.010	0.000	0.100	99.900	0.000	10.041	2.680		长4+5!2^(2_1)
地93-88	2357.500	112.646	83.353	55.418	44.582	10.155	254.685	0.000	0.010	0.000	0.100	99.900	0.000	10.187	2.685		长4+5!2^(2_1)
地93-88	2357.625	114.946	83.486	60.603	39.397	10.303	251.419	0.000	0.010	0.000	0.100	99.900	0.000	10.324	2.686		长4+5!2^(2_1)
地93-88	2357.750	120.585	83.681	69.929	30.071	10.396	250.409	0.000	0.010	0.000	0.100	99.900	0.000	10.407	2.687		长4+5!2^(2_1)
地93-88	2357.875	127.418	83.917	80.677	19.323	10.449	251.139	0.000	0.010	0.000	0.100	99.900	0.000	10.457	2.686		长4+5!2^(2_1)
地93-88	2358.000	133.296	84.125	88.292	11.708	10.499	252.060	0.000	0.010	0.000	0.100	99.900	0.000	10.515	2.684		长4+5!2^(2_1)
地93-88	2358.125	135.123	84.271	88.455	11.545	10.595	252.717	0.000	0.010	0.000	0.100	99.900	0.000	10.626	2.682		长4+5!2^(2_1)
地93-88	2358.250	132.589	84.354	81.886	18.114	10.753	253.228	0.000	0.010	0.000	0.100	99.900	0.000	10.789	2.678		长4+5!2^(2_1)
地93-88	2358.375	127.295	84.374	72.622	27.378	10.918	253.964	0.000	0.010	0.000	0.100	99.900	0.000	10.941	2.675		长4+5!2^(2_1)
地93-88	2358.500	121.612	84.338	66.469	33.531	11.018	256.053	0.000	0.010	0.000	0.100	99.900	0.000	11.027	2.672		长4+5!2^(2_1)
地93-88	2358.625	120.565	84.258	66.970	33.030	11.075	260.935	0.000	0.010	0.000	0.100	99.900	0.000	11.098	2.668		长4+5!2^(2_1)
地93-88	2358.750	122.924	84.123	70.499	29.501	11.215	267.260	0.000	0.010	0.000	0.100	99.900	0.000	11.267	2.660		长4+5!2^(2_1)
地93-88	2358.875	125.004	83.931	71.401	28.599	11.499	269.785	0.000	0.010	0.000	0.100	99.900	0.000	11.579	2.650		长4+5!2^(2_1)
地93-88	2359.000	123.298	83.706	65.886	34.114	11.891	264.756	0.000	0.010	0.000	0.100	99.900	0.000	11.968	2.637		长4+5!2^(2_1)
地93-88	2359.125	116.908	83.474	56.353	43.647	12.261	254.044	0.000	0.010	0.000	0.100	99.900	0.000	12.324	2.627		长4+5!2^(2_1)
地93-88	2359.250	110.072	83.237	48.167	51.833	12.571	243.562	0.000	0.010	0.000	0.100	99.900	0.000	12.629	2.618		长4+5!2^(2_1)
地93-88	2359.375	104.880	82.985	43.097	56.903	12.873	237.893	0.000	0.010	0.000	0.100	99.900	0.000	12.944	2.610		长4+5!2^(2_1)
地93-88	2359.500	102.335	82.724	41.870	58.130	13.244	236.537	0.000	0.010	0.000	0.100	99.900	0.000	13.333	2.602		长4+5!2^(2_1)
地93-88	2359.625	103.545	82.468	44.985	55.015	13.686	237.731	0.000	0.010	0.000	0.100	99.900	0.000	13.777	2.593		长4+5!2^(2_1)
地93-88	2359.750	108.220	82.229	51.425	48.575	14.114	240.993	0.000	0.010	0.000	0.100	99.900	0.000	14.183	2.583		长4+5!2^(2_1)
地93-88	2359.875	113.979	82.003	57.496	42.504	14.428	246.514	0.000	0.010	0.000	0.100	99.900	0.000	14.468	2.577		长4+5!2^(2_1)
地93-88	2360.000	116.691	81.780	57.793	42.207	14.615	253.062	0.000	0.010	0.000	0.100	99.900	0.000	14.645	2.576		长4+5!2^(2_1)
地93-88	2360.125	113.134	81.555	51.536	48.464	14.780	257.677	0.000	0.010	0.000	0.100	99.900	0.000	14.827	2.586		长4+5!2^(2_1)
地93-88	2360.250	106.803	81.319	44.711	55.289	15.027	256.802	0.000	0.010	0.000	0.100	99.900	0.000	15.089	2.603		长4+5!2^(2_1)
地93-88	2360.375	102.800	81.063	41.578	58.422	15.344	250.101	0.000	0.010	0.000	0.100	99.900	0.000	15.415	2.624		长4+5!2^(2_1)
地93-88	2360.500	102.223	80.768	41.567	58.433	15.688	241.627	0.000	0.010	0.000	0.100	99.900	0.000	15.751	2.643		长4+5!2^(2_1)
地93-88	2360.625	103.062	80.397	42.690	57.310	15.944	235.086	0.000	0.010	0.000	0.100	99.900	0.000	15.949	2.654		长4+5!2^(2_1)
地93-88	2360.750	104.216	79.922	44.846	55.154	15.904	232.556	0.000	0.010	0.000	0.100	99.900	0.000	15.843	2.656		长4+5!2^(2_1)
地93-88	2360.875	106.992	79.360	49.287	50.713	15.579	234.707	0.000	0.010	0.000	0.100	99.900	0.000	15.495	2.651		长4+5!2^(2_1)
地93-88	2361.000	111.725	78.768	54.706	45.294	15.182	241.027	0.000	0.010	0.000	0.100	99.900	0.000	15.121	2.642		长4+5!2^(2_1)
地93-88	2361.125	114.993	78.196	57.120	42.880	14.988	248.972	0.000	0.010	0.000	0.100	99.900	0.000	15.036	2.636		长4+5!2^(2_1)
地93-88	2361.250	114.533	77.637	54.580	45.420	15.353	252.873	0.000	0.010	0.000	0.100	99.900	0.000	15.526	2.634		长4+5!2^(2_1)
地93-88	2361.375	110.530	77.018	49.159	50.841	16.303	249.451	0.000	0.010	0.000	0.100	99.900	0.000	16.566	2.636		长4+5!2^(2_1)
地93-88	2361.500	106.194	76.264	45.608	54.392	17.678	242.178	0.000	0.010	0.000	0.100	99.900	0.000	18.009	2.639		长4+5!2^(2_1)
地93-88	2361.625	105.639	75.369	45.766	54.234	19.410	235.469	0.000	0.010	0.000	0.100	99.900	0.000	19.825	2.639		长4+5!2^(2_1)
地93-88	2361.750	106.788	74.398	37.259	62.741	21.498	230.699	0.087	0.753	7.377	4.729	80.421	0.352	21.936	2.634		长4+5!2^(2_1)
地93-88	2361.875	104.760	73.402	21.577	78.423	23.689	226.177	0.077	1.734	7.116	11.459	51.077	0.328	24.138	2.621	油层	长4+5!2^(2_2)
地93-88	2362.000	97.726	72.370	17.083	82.917	25.902	220.963	0.084	1.422	7.305	10.953	50.799	0.307	26.330	2.592	油层	长4+5!2^(2_2)
地93-88	2362.125	87.970	71.285	12.696	87.304	27.964	216.814	0.112	1.203	7.887	10.551	50.533	0.290	28.327	2.565	油层	长4+5!2^(2_2)
地93-88	2362.250	79.529	70.207	9.690	90.310	29.717	216.256	0.168	1.176	8.708	10.497	49.300	0.277	30.029	2.541	油层	长4+5!2^(2_2)
地93-88	2362.375	72.992	69.263	7.723	92.277	31.230	219.766	0.281	1.357	9.753	10.837	46.868	0.267	31.503	2.522	油层	长4+5!2^(2_2)
地93-88	2362.500	66.880	68.548	6.214	93.786	32.584	224.426	0.487	1.621	10.875	11.289	44.328	0.258	32.854	2.514	油层	长4+5!2^(2_2)
地93-88	2362.625	62.029	68.070	5.205	94.795	33.911	226.592	0.697	1.755	11.605	11.500	42.779	0.250	34.167	2.519	油层	长4+5!2^(2_2)
地93-88	2362.750	60.024	67.770	4.782	95.218	35.161	223.657	0.664	1.580	11.508	11.215	42.947	0.244	35.394	2.534	油层	长4+5!2^(2_2)
地93-88	2362.875	61.055	67.580	4.668	95.332	36.269	216.085	0.428	0.815	10.612	10.480	44.841	0.239	36.451	2.558	油层	长4+5!2^(2_2)
地93-88	2363.000	62.548	67.454	4.317	95.683	37.094	206.974	0.000	0.010	0.000	9.597	47.828	0.000	37.195	2.587	油层	长4+5!2^(2_2)
地93-88	2363.125	62.101	67.355	5.173	94.827	37.516	199.247	0.000	0.010	0.000	5.482	69.896	0.000	37.536	2.612		长4+5!2^(2_2)
地93-88	2363.250	62.475	67.234	7.706	92.294	37.567	195.304	0.000	0.010	0.000	0.100	99.900	0.000	37.541	2.630		长4+5!2^(2_2)
地93-88	2363.375	65.009	67.045	9.698	90.302	37.410	195.273	0.000	0.010	0.000	0.100	99.900	0.000	37.356	2.637		长4+5!2^(2_2)
地93-88	2363.500	68.861	66.780	11.648	88.352	37.123	197.072	0.000	0.010	0.000	0.100	99.900	0.000	37.053	2.632		长4+5!2^(2_2)
地93-88	2363.625	70.339	66.426	9.854	90.146	36.785	199.489	0.114	0.010	7.917	3.673	80.219	0.239	36.727	2.619		长4+5!2^(2_2)
地93-88	2363.750	70.000	65.957	6.522	93.478	36.493	202.461	0.135	0.010	8.262	9.159	50.208	0.240	36.431	2.602	油层	长4+5!2^(2_2)
地93-88	2363.875	71.422	65.395	7.636	92.364	36.178	206.161	0.152	0.010	8.499	9.518	48.824	0.242	36.108	2.585	油层	长4+5!2^(2_2)
地93-88	2364.000	75.762	64.801	9.468	90.532	35.853	210.144	0.149	0.409	8.463	9.904	47.411	0.243	35.804	2.569	油层	长4+5!2^(2_2)
地93-88	2364.125	80.345	64.212	11.041	88.959	35.647	213.919	0.143	1.069	8.379	10.270	46.086	0.244	35.636	2.554	油层	长4+5!2^(2_2)
地93-88	2364.250	82.212	63.662	11.568	88.432	35.610	217.279	0.154	1.226	8.535	10.596	44.896	0.244	35.617	2.543	油层	长4+5!2^(2_2)
地93-88	2364.375	81.097	63.184	11.059	88.941	35.643	220.345	0.191	1.385	8.970	10.894	43.840	0.244	35.647	2.535	油层	长4+5!2^(2_2)
地93-88	2364.500	77.805	62.799	10.089	89.911	35.651	223.288	0.263	1.551	9.620	11.179	42.895	0.244	35.644	2.530	油层	长4+5!2^(2_2)
地93-88	2364.625	74.714	62.529	9.508	90.492	35.606	226.137	0.356	1.727	10.238	11.455	42.051	0.243	35.589	2.531	油层	长4+5!2^(2_2)
地93-88	2364.750	73.866	62.381	9.628	90.372	35.535	228.511	0.420	1.884	10.574	11.686	41.384	0.244	35.528	2.535	油层	长4+5!2^(2_2)
地93-88	2364.875	74.710	62.341	10.181	89.819	35.500	229.581	0.425	1.958	10.597	11.789	41.096	0.244	35.491	2.541	油层	长4+5!2^(2_2)
地93-88	2365.000	76.658	62.375	11.148	88.852	35.426	229.040	0.374	1.920	10.338	11.737	41.313	0.244	35.387	2.548	油层	长4+5!2^(2_2)
地93-88	2365.125	80.427	62.463	12.720	87.280	35.202	227.417	0.284	1.810	9.777	11.580	41.938	0.246	35.134	2.553	油层	长4+5!2^(2_2)
地93-88	2365.250	85.606	62.586	14.627	85.373	34.879	225.842	0.201	1.707	9.074	11.427	42.598	0.248	34.824	2.557	油层	长4+5!2^(2_2)
地93-88	2365.375	90.153	62.710	16.207	83.793	34.639	225.245	0.154	1.669	8.539	11.369	42.906	0.250	34.619	2.558	油层	长4+5!2^(2_2)
地93-88	2365.500	92.697	62.804	17.354	82.646	34.551	225.578	0.138	1.690	8.309	11.401	42.850	0.250	34.543	2.556	油层	长4+5!2^(2_2)
地93-88	2365.625	94.973	62.875	18.778	81.222	34.514	226.321	0.128	1.737	8.150	11.473	42.647	0.250	34.506	2.553	油层	长4+5!2^(2_2)
地93-88	2365.750	98.626	62.956	20.413	79.587	34.469	226.993	0.110	1.781	7.840	11.538	42.474	0.251	34.456	2.550	油层	长4+5!2^(2_2)
地93-88	2365.875	101.069	63.059	20.607	79.393	34.409	227.346	0.098	1.804	7.622	11.573	42.401	0.251	34.400	2.549	油层	长4+5!2^(2_2)
地93-88	2366.000	98.171	63.168	18.433	81.567	34.324	227.476	0.115	1.813	7.937	11.585	42.441	0.252	34.273	2.549	油层	长4+5!2^(2_2)
地93-88	2366.125	91.309	63.228	15.834	84.166	34.068	227.529	0.164	1.817	8.657	11.590	42.586	0.253	34.014	2.551	油层	长4+5!2^(2_2)
地93-88	2366.250	87.646	63.176	14.910	85.090	33.778	227.631	0.198	1.823	9.048	11.600	42.754	0.254	33.700	2.556	油层	长4+5!2^(2_2)
地93-88	2366.375	87.872	63.021	15.613	84.387	33.379	227.843	0.198	1.838	9.047	11.621	42.952	0.257	33.290	2.561	油层	长4+5!2^(2_2)
地93-88	2366.500	91.389	62.809	17.219	82.781	32.997	228.023	0.167	1.850	8.700	11.638	43.106	0.259	32.969	2.566	油层	长4+5!2^(2_2)
地93-88	2366.625	94.886	62.529	18.628	81.372	32.980	228.012	0.140	1.849	8.335	11.637	43.041	0.258	33.075	2.570	油层	长4+5!2^(2_2)
地93-88	2366.750	97.124	62.190	19.714	80.286	33.530	227.656	0.122	1.825	8.065	11.603	42.744	0.255	33.706	2.574	油层	长4+5!2^(2_2)
地93-88	2366.875	99.499	61.826	20.651	79.349	34.442	227.116	0.105	1.789	7.762	11.550	42.317	0.250	34.656	2.577	油层	长4+5!2^(2_2)
地93-88	2367.000	100.885	61.451	20.625	79.375	35.503	226.946	0.097	1.778	7.600	11.534	41.736	0.244	35.715	2.582	油层	长4+5!2^(2_2)
地93-88	2367.125	98.763	61.094	19.326	80.674	36.583	227.415	0.111	1.809	7.869	11.579	40.968	0.239	36.822	2.590	油层	长4+5!2^(2_2)
地93-88	2367.250	95.184	60.816	17.865	82.135	37.829	228.033	0.138	1.851	8.306	11.639	40.087	0.232	38.126	2.601	油层	长4+5!2^(2_2)
地93-88	2367.375	92.671	60.620	16.640	83.360	39.417	227.665	0.154	1.826	8.529	11.604	39.327	0.225	39.825	2.614	油层	长4+5!2^(2_2)
地93-88	2367.500	90.025	60.452	14.612	85.388	41.592	225.314	0.156	1.676	8.559	11.376	38.880	0.215	42.149	2.627	油层	长4+5!2^(2_2)
地93-88	2367.625	83.593	60.307	11.218	88.782	44.400	220.407	0.169	1.395	8.717	10.900	39.022	0.205	44.997	2.635	油层	长4+5!2^(2_2)
地93-88	2367.750	74.677	60.178	7.548	92.452	47.236	213.135	0.000	0.714	0.000	10.194	40.116	0.000	47.700	2.636	油层	长4+5!2^(2_2)
地93-88	2367.875	66.237	60.024	5.734	94.266	49.333	205.659	0.000	0.010	0.000	5.864	64.676	0.000	49.585	2.629		长4+5!2^(2_2)
地93-88	2368.000	60.782	59.830	5.872	94.128	50.415	201.536	0.000	0.010	0.000	0.100	99.900	0.000	50.495	2.613		长4+5!2^(2_2)
地93-88	2368.125	60.161	59.592	5.129	94.871	50.667	203.081	0.230	0.010	9.350	3.873	76.436	0.188	50.600	2.591		长4+5!2^(2_2)
地93-88	2368.250	62.666	59.273	4.923	95.077	50.352	209.460	0.281	0.441	9.754	9.838	40.262	0.188	50.302	2.569	油层	长4+5!2^(2_2)
地93-88	2368.375	65.698	58.869	6.246	93.754	50.077	217.056	0.354	1.222	10.230	10.574	37.979	0.189	49.999	2.551	油层	长4+5!2^(2_2)
地93-88	2368.500	67.949	58.456	7.208	92.792	49.662	222.722	0.422	1.520	10.586	11.124	36.532	0.190	49.560	2.539	油层	长4+5!2^(2_2)
地93-88	2368.625	69.087	58.062	7.977	92.023	49.154	225.720	0.465	1.699	10.780	11.415	35.923	0.191	49.052	2.534	油层	长4+5!2^(2_2)
地93-88	2368.750	71.534	57.642	9.145	90.855	48.643	226.599	0.429	1.755	10.617	11.500	35.887	0.193	48.537	2.532	油层	长4+5!2^(2_2)
地93-88	2368.875	75.775	57.172	10.655	89.345	48.090	226.321	0.340	1.737	10.147	11.473	36.175	0.195	47.958	2.532	油层	长4+5!2^(2_2)
地93-88	2369.000	79.916	56.667	11.691	88.309	47.449	225.985	0.271	1.716	9.681	11.441	36.500	0.197	47.332	2.532	油层	长4+5!2^(2_2)
地93-88	2369.125	80.728	56.165	11.556	88.444	46.906	226.020	0.260	1.718	9.600	11.444	36.687	0.199	46.827	2.532	油层	长4+5!2^(2_2)
地93-88	2369.250	78.607	55.731	10.784	89.216	46.525	226.471	0.297	1.747	9.868	11.488	36.715	0.200	46.457	2.533	油层	长4+5!2^(2_2)
地93-88	2369.375	76.499	55.348	10.415	89.585	46.174	226.702	0.334	1.762	10.111	11.510	36.799	0.201	46.092	2.535	油层	长4+5!2^(2_2)
地93-88	2369.500	77.091	54.929	10.901	89.099	45.780	226.047	0.314	1.720	9.981	11.447	37.126	0.202	45.711	2.538	油层	长4+5!2^(2_2)
