井名	深度	GR	SP	SH	SS	IR4A	AC	PERM2024	PERM	POR2024	POR	SW	SW2024	DEN	RT	解释结论	层位
地93-80	2194.375	94.210	84.000	25.841	74.159	15.452	215.476	0.000	0.010	0.000	0.100	99.900	0.000	2.628	15.359		
地93-80	2194.500	93.221	85.038	26.109	73.891	15.217	220.166	0.000	0.010	0.000	0.100	99.900	0.000	2.619	15.176		
地93-80	2194.625	95.795	85.953	27.502	72.498	15.115	226.037	0.000	0.010	0.000	0.100	99.900	0.000	2.610	14.965		
地93-80	2194.750	97.360	86.746	27.630	72.370	14.735	230.880	0.000	0.010	0.000	0.100	99.900	0.000	2.602	14.582		
地93-80	2194.875	95.455	87.418	26.684	73.316	14.349	233.746	0.000	0.010	0.000	0.100	99.900	0.000	2.594	14.179		
地93-80	2195.000	94.670	87.959	27.800	72.200	13.918	235.984	0.000	0.010	0.000	0.100	99.900	0.000	2.589	13.822		
地93-80	2195.125	100.161	88.392	32.621	67.379	13.675	238.627	0.000	0.010	0.000	0.100	99.900	0.000	2.589	13.505		
地93-80	2195.250	109.585	88.734	38.589	61.411	13.244	241.484	0.000	0.010	0.000	0.100	99.900	0.000	2.592	13.158		
地93-80	2195.375	115.872	89.001	41.797	58.203	13.026	243.627	0.000	0.010	0.000	0.100	99.900	0.000	2.595	12.886		
地93-80	2195.500	116.719	89.200	42.470	57.530	12.671	245.093	0.000	0.010	0.000	0.100	99.900	0.000	2.596	12.504		
地93-80	2195.625	117.542	89.351	43.467	56.533	12.248	246.834	0.000	0.010	0.000	0.100	99.900	0.000	2.588	12.123		
地93-80	2195.750	119.375	89.469	45.282	54.718	11.931	249.156	0.000	0.010	0.000	0.100	99.900	0.000	2.567	11.803		
地93-80	2195.875	122.100	89.564	51.366	48.634	11.607	252.737	0.000	0.010	0.000	0.100	99.900	0.000	2.536	11.551		
地93-80	2196.000	135.108	89.637	71.662	28.338	11.465	260.657	0.000	0.010	0.000	0.100	99.900	0.000	2.500	11.355		
地93-80	2196.125	164.009	89.693	94.965	5.035	11.185	274.419	0.000	0.010	0.000	0.100	99.900	0.000	2.470	11.161		
地93-80	2196.250	201.367	89.727	99.900	0.100	11.124	288.331	0.000	0.010	0.000	0.100	99.900	0.000	2.457	11.072		
地93-80	2196.375	224.301	89.731	99.900	0.100	10.992	288.232	0.000	0.010	0.000	0.100	99.900	0.000	2.465	10.966		
地93-80	2196.500	208.093	89.687	99.900	0.100	10.926	272.336	0.000	0.010	0.000	0.100	99.900	0.000	2.492	10.921		
地93-80	2196.625	171.165	89.581	85.843	14.157	10.912	251.141	0.000	0.010	0.000	0.100	99.900	0.000	2.531	11.063		
地93-80	2196.750	140.747	89.396	60.094	39.906	11.294	236.884	0.000	0.010	0.000	0.100	99.900	0.000	2.570	11.430		
地93-80	2196.875	129.984	89.116	54.174	45.826	11.639	234.090	0.000	0.010	0.000	0.100	99.900	0.000	2.600	11.870		
地93-80	2197.000	131.307	88.712	54.952	45.048	12.225	235.497	0.000	0.010	0.000	0.100	99.900	0.000	2.618	12.352		
地93-80	2197.125	131.385	88.184	53.828	46.172	12.547	236.013	0.000	0.010	0.000	0.100	99.900	0.000	2.623	12.702		
地93-80	2197.250	128.189	87.535	51.552	48.448	12.940	236.672	0.000	0.010	0.000	0.100	99.900	0.000	2.616	13.074		
地93-80	2197.375	126.830	86.774	54.981	45.019	13.279	243.867	0.000	0.010	0.000	0.100	99.900	0.000	2.602	13.422		
地93-80	2197.500	137.935	85.909	70.222	29.778	13.641	257.687	0.000	0.010	0.000	0.100	99.900	0.000	2.584	13.750		
地93-80	2197.625	157.838	84.981	90.141	9.859	13.917	270.615	0.000	0.010	0.000	0.100	99.900	0.000	2.567	13.952		
地93-80	2197.750	170.534	84.031	96.687	3.313	14.006	273.401	0.000	0.010	0.000	0.100	99.900	0.000	2.556	13.912		
地93-80	2197.875	164.016	83.099	81.180	18.820	13.767	261.915	0.000	0.010	0.000	0.100	99.900	0.000	2.552	13.668		
地93-80	2198.000	141.397	82.240	56.806	43.194	13.515	244.428	0.000	0.010	0.000	0.100	99.900	0.000	2.556	13.386		
地93-80	2198.125	119.294	81.492	40.093	59.907	13.187	228.931	0.000	0.010	0.000	0.100	99.900	0.000	2.563	13.121		
地93-80	2198.250	105.403	80.889	32.125	67.875	13.020	219.157	0.000	0.010	0.000	0.100	99.900	0.000	2.572	13.030		
地93-80	2198.375	99.937	80.454	30.457	69.543	13.046	215.765	0.000	0.010	0.000	0.100	99.900	0.000	2.579	13.084		
地93-80	2198.500	102.271	80.229	33.008	66.992	13.143	216.452	0.000	0.010	0.000	0.100	99.900	0.000	2.584	13.197		
地93-80	2198.625	107.922	80.201	37.230	62.770	13.281	219.073	0.000	0.010	0.000	0.100	99.900	0.000	2.588	13.313		
地93-80	2198.750	113.902	80.358	41.255	58.745	13.363	221.445	0.000	0.010	0.000	0.100	99.900	0.000	2.591	13.430		
地93-80	2198.875	117.970	80.689	42.668	57.332	13.533	221.793	0.000	0.010	0.000	0.100	99.900	0.000	2.593	13.617		
地93-80	2199.000	116.233	81.193	39.538	60.462	13.745	220.464	0.000	0.010	0.000	0.100	99.900	0.000	2.594	13.794		
地93-80	2199.125	108.734	81.826	33.845	66.155	13.868	218.737	0.000	0.010	0.000	0.100	99.900	0.000	2.597	13.927		
地93-80	2199.250	100.891	82.555	29.892	70.108	14.018	217.803	0.000	0.010	0.000	0.100	99.900	0.000	2.603	14.052		
地93-80	2199.375	98.692	83.353	30.286	69.714	14.103	218.310	0.000	0.010	0.000	0.100	99.900	0.000	2.610	14.124		
地93-80	2199.500	103.485	84.195	34.240	65.760	14.156	220.328	0.000	0.010	0.000	0.100	99.900	0.000	2.615	14.172		
地93-80	2199.625	110.382	85.051	39.444	60.556	14.198	224.119	0.000	0.010	0.000	0.100	99.900	0.000	2.615	14.183		
地93-80	2199.750	117.425	85.898	44.521	55.479	14.159	229.330	0.000	0.010	0.000	0.100	99.900	0.000	2.608	14.147		
地93-80	2199.875	122.716	86.719	47.152	52.848	14.128	233.183	0.000	0.010	0.000	0.100	99.900	0.000	2.595	14.120		
地93-80	2200.000	122.585	87.493	45.059	54.941	14.108	232.726	0.000	0.010	0.000	0.100	99.900	0.000	2.580	14.073		
地93-80	2200.125	116.401	88.214	39.527	60.473	14.019	228.674	0.000	0.010	0.000	0.100	99.900	0.000	2.566	14.022		
地93-80	2200.250	108.413	88.876	35.023	64.977	14.027	226.062	0.000	0.010	0.000	0.100	99.900	0.000	2.555	14.032		
地93-80	2200.375	105.687	89.477	36.428	63.572	14.040	231.492	0.000	0.010	0.000	0.100	99.900	0.000	2.548	14.036		
地93-80	2200.500	114.478	90.002	44.994	55.006	14.029	243.861	0.000	0.010	0.000	0.100	99.900	0.000	2.544	13.995		
地93-80	2200.625	128.158	90.458	55.623	44.377	13.944	256.738	0.000	0.010	0.000	0.100	99.900	0.000	2.546	13.861		
地93-80	2200.750	137.723	90.844	61.058	38.942	13.735	263.017	0.000	0.010	0.000	0.100	99.900	0.000	2.555	13.599		
地93-80	2200.875	137.436	91.160	57.183	42.817	13.392	258.833	0.000	0.010	0.000	0.100	99.900	0.000	2.571	13.180		
地93-80	2201.000	127.603	91.400	47.814	52.186	12.854	248.539	0.000	0.010	0.000	0.100	99.900	0.000	2.594	12.687		
地93-80	2201.125	116.649	91.575	40.295	59.705	12.430	237.889	0.000	0.010	0.000	0.100	99.900	0.000	2.620	12.124		
地93-80	2201.250	110.616	91.690	38.147	61.853	11.656	230.681	0.000	0.010	0.000	0.100	99.900	0.000	2.645	11.509		
地93-80	2201.375	112.935	91.750	41.803	58.197	11.283	228.771	0.000	0.010	0.000	0.100	99.900	0.000	2.662	11.119		
地93-80	2201.500	121.036	91.758	48.163	51.837	10.866	230.640	0.000	0.010	0.000	0.100	99.900	0.000	2.670	10.765		
地93-80	2201.625	127.976	91.727	52.698	47.302	10.611	233.702	0.000	0.010	0.000	0.100	99.900	0.000	2.674	10.488		
地93-80	2201.750	130.334	91.661	52.951	47.049	10.299	234.918	0.000	0.010	0.000	0.100	99.900	0.000	2.677	10.229		
地93-80	2201.875	127.405	91.559	48.130	51.870	10.121	231.295	0.000	0.010	0.000	0.100	99.900	0.000	2.677	10.067		
地93-80	2202.000	117.974	91.410	40.165	59.835	9.984	224.936	0.000	0.010	0.000	0.100	99.900	0.000	2.674	9.970		长4+5!1^(1_1)
地93-80	2202.125	107.956	91.209	34.460	65.540	9.949	220.306	0.000	0.010	0.000	0.100	99.900	0.000	2.668	10.008		长4+5!1^(1_1)
地93-80	2202.250	104.406	90.950	34.465	65.535	10.098	220.427	0.000	0.010	0.000	0.100	99.900	0.000	2.661	10.177		长4+5!1^(1_1)
地93-80	2202.375	109.818	90.625	39.954	60.046	10.297	224.510	0.000	0.010	0.000	0.100	99.900	0.000	2.653	10.344		长4+5!1^(1_1)
地93-80	2202.500	119.787	90.218	48.328	51.672	10.417	228.708	0.000	0.010	0.000	0.100	99.900	0.000	2.639	10.417		长4+5!1^(1_1)
地93-80	2202.625	130.177	89.732	57.954	42.046	10.418	231.009	0.000	0.010	0.000	0.100	99.900	0.000	2.614	10.358		长4+5!1^(1_1)
地93-80	2202.750	140.708	89.175	68.069	31.931	10.266	231.426	0.000	0.010	0.000	0.100	99.900	0.000	2.580	10.187		长4+5!1^(1_1)
地93-80	2202.875	149.626	88.567	76.670	23.330	10.067	232.033	0.000	0.010	0.000	0.100	99.900	0.000	2.545	9.984		长4+5!1^(1_1)
地93-80	2203.000	155.441	87.934	81.818	18.182	9.855	236.228	0.000	0.010	0.000	0.100	99.900	0.000	2.516	9.799		长4+5!1^(1_1)
地93-80	2203.125	157.483	87.315	81.625	18.375	9.713	245.257	0.000	0.010	0.000	0.100	99.900	0.000	2.495	9.673		长4+5!1^(1_1)
地93-80	2203.250	153.923	86.744	75.614	24.386	9.610	256.820	0.000	0.010	0.000	0.100	99.900	0.000	2.485	9.499		长4+5!1^(1_1)
地93-80	2203.375	146.484	86.254	67.831	32.169	9.328	265.754	0.000	0.010	0.000	0.100	99.900	0.000	2.483	9.162		长4+5!1^(1_1)
地93-80	2203.500	140.342	85.889	62.786	37.214	8.907	269.579	0.000	0.010	0.000	0.100	99.900	0.000	2.488	8.778		长4+5!1^(1_1)
地93-80	2203.625	137.706	85.658	60.872	39.128	8.580	268.499	0.000	0.010	0.000	0.100	99.900	0.000	2.499	8.421		长4+5!1^(1_1)
地93-80	2203.750	136.992	85.565	60.345	39.655	8.178	263.901	0.000	0.010	0.000	0.100	99.900	0.000	2.513	8.128		长4+5!1^(1_1)
地93-80	2203.875	136.756	85.601	60.033	39.967	8.053	257.739	0.000	0.010	0.000	0.100	99.900	0.000	2.532	7.979		长4+5!1^(1_1)
地93-80	2204.000	136.323	85.763	58.838	41.162	7.866	252.757	0.000	0.010	0.000	0.100	99.900	0.000	2.552	7.858		长4+5!1^(1_1)
地93-80	2204.125	133.908	86.011	56.169	43.831	7.844	250.672	0.000	0.010	0.000	0.100	99.900	0.000	2.572	7.950		长4+5!1^(1_1)
地93-80	2204.250	130.615	86.314	53.780	46.220	8.113	251.404	0.000	0.010	0.000	0.100	99.900	0.000	2.589	8.198		长4+5!1^(1_1)
地93-80	2204.375	129.266	86.644	52.611	47.389	8.329	253.749	0.000	0.010	0.000	0.100	99.900	0.000	2.601	8.412		长4+5!1^(1_1)
地93-80	2204.500	128.128	86.971	51.442	48.558	8.541	256.105	0.000	0.010	0.000	0.100	99.900	0.000	2.607	8.628		长4+5!1^(1_1)
地93-80	2204.625	126.615	87.274	50.057	49.943	8.762	257.386	0.000	0.010	0.000	0.100	99.900	0.000	2.606	8.840		长4+5!1^(1_1)
地93-80	2204.750	125.020	87.541	48.692	51.308	8.960	257.558	0.000	0.010	0.000	0.100	99.900	0.000	2.597	9.074		长4+5!1^(1_1)
地93-80	2204.875	123.545	87.769	48.391	51.609	9.250	258.898	0.000	0.010	0.000	0.100	99.900	0.000	2.581	9.324		长4+5!1^(1_1)
地93-80	2205.000	124.937	87.950	51.673	48.327	9.438	263.640	0.000	0.010	0.000	0.100	99.900	0.000	2.558	9.608		长4+5!1^(1_1)
地93-80	2205.125	132.005	88.093	60.119	39.881	9.869	272.163	0.000	0.010	0.000	0.100	99.900	0.000	2.529	9.978		长4+5!1^(1_1)
地93-80	2205.250	143.413	88.203	71.208	28.792	10.146	282.765	0.000	0.010	0.000	0.100	99.900	0.000	2.499	10.228		长4+5!1^(1_1)
地93-80	2205.375	152.700	88.291	78.640	21.360	10.355	291.963	0.000	0.010	0.000	0.100	99.900	0.000	2.473	10.513		长4+5!1^(1_1)
地93-80	2205.500	155.032	88.368	77.757	22.243	10.756	295.116	0.000	0.010	0.000	0.100	99.900	0.000	2.457	10.885		长4+5!1^(1_1)
地93-80	2205.625	149.492	88.449	68.640	31.360	11.084	288.539	0.000	0.010	0.000	0.100	99.900	0.000	2.457	11.326		长4+5!1^(1_1)
地93-80	2205.750	137.260	88.538	55.535	44.465	11.697	272.820	0.000	0.010	0.000	0.100	99.900	0.000	2.477	12.012		长4+5!1^(1_1)
地93-80	2205.875	123.182	88.639	44.399	55.601	12.494	253.733	0.000	0.010	0.000	0.100	99.900	0.000	2.511	12.683		长4+5!1^(1_1)
地93-80	2206.000	113.285	88.757	38.296	61.704	12.973	238.690	0.000	0.010	0.000	0.100	99.900	0.000	2.553	13.082		长4+5!1^(1_1)
地93-80	2206.125	109.300	88.893	36.502	63.498	13.250	230.031	0.000	0.010	0.000	0.100	99.900	0.000	2.592	13.373		长4+5!1^(1_1)
地93-80	2206.250	109.436	89.049	36.840	63.160	13.563	226.041	0.000	0.010	0.000	0.100	99.900	0.000	2.621	13.648		长4+5!1^(1_1)
地93-80	2206.375	110.374	89.220	36.608	63.392	13.777	223.715	0.000	0.010	0.000	0.100	99.900	0.000	2.641	13.881		长4+5!1^(1_1)
地93-80	2206.500	108.135	89.400	34.460	65.540	14.042	221.624	0.000	0.010	0.000	0.100	99.900	0.000	2.653	14.122		长4+5!1^(1_1)
地93-80	2206.625	104.119	89.579	32.335	67.665	14.245	220.291	0.000	0.010	0.000	0.100	99.900	0.000	2.659	14.398		长4+5!1^(1_1)
地93-80	2206.750	102.758	89.754	31.904	68.096	14.632	220.161	0.000	0.010	0.000	0.100	99.900	0.000	2.662	14.737		长4+5!1^(1_1)
地93-80	2206.875	103.290	89.924	31.462	68.538	14.897	220.373	0.000	0.010	0.000	0.100	99.900	0.000	2.662	14.994		长4+5!1^(1_1)
地93-80	2207.000	100.840	90.092	29.030	70.970	15.144	219.546	0.000	0.010	0.000	0.100	99.900	0.000	2.660	15.297		长4+5!1^(1_1)
地93-80	2207.125	95.429	90.259	25.831	74.169	15.532	217.736	0.000	0.010	0.000	0.100	99.900	0.000	2.656	15.656		长4+5!1^(1_1)
地93-80	2207.250	91.257	90.426	24.161	75.839	15.847	215.991	0.000	0.010	0.000	0.100	99.900	0.000	2.654	16.014		长4+5!1^(1_1)
地93-80	2207.375	90.908	90.600	24.589	75.411	16.271	215.551	0.000	0.010	0.000	0.100	99.900	0.000	2.654	16.390		长4+5!1^(1_1)
地93-80	2207.500	93.189	90.788	25.757	74.243	16.572	216.873	0.000	0.010	0.000	0.100	99.900	0.000	2.657	16.717		长4+5!1^(1_1)
地93-80	2207.625	94.446	90.994	26.506	73.494	16.938	219.923	0.000	0.010	0.000	0.100	99.900	0.000	2.662	16.966		长4+5!1^(1_1)
地93-80	2207.750	95.512	91.221	27.540	72.460	17.008	223.316	0.000	0.010	0.000	0.100	99.900	0.000	2.664	17.036		长4+5!1^(1_1)
地93-80	2207.875	97.936	91.465	30.312	69.688	17.080	225.040	0.000	0.010	0.000	0.100	99.900	0.000	2.659	17.059		长4+5!1^(1_1)
地93-80	2208.000	104.671	91.721	35.648	64.352	17.027	226.745	0.000	0.010	0.000	0.100	99.900	0.000	2.645	17.045		长4+5!1^(1_1)
地93-80	2208.125	113.371	91.980	42.280	57.720	17.072	232.399	0.000	0.010	0.000	0.100	99.900	0.000	2.620	17.050		长4+5!1^(1_1)
地93-80	2208.250	121.852	92.235	48.569	51.431	17.017	243.725	0.000	0.010	0.000	0.100	99.900	0.000	2.586	16.992		长4+5!1^(1_1)
地93-80	2208.375	127.940	92.476	51.958	48.042	16.954	256.428	0.000	0.010	0.000	0.100	99.900	0.000	2.548	16.913		长4+5!1^(1_1)
地93-80	2208.500	128.352	92.695	52.136	47.864	16.850	265.282	0.000	0.010	0.000	0.100	99.900	0.000	2.511	16.766		长4+5!1^(1_1)
地93-80	2208.625	128.217	92.887	53.547	46.453	16.638	269.757	0.000	0.010	0.000	0.100	99.900	0.000	2.480	16.470		长4+5!1^(1_1)
地93-80	2208.750	132.263	93.050	60.500	39.500	16.212	273.309	0.000	0.010	0.000	0.100	99.900	0.000	2.463	16.127		长4+5!1^(1_1)
地93-80	2208.875	143.960	93.186	77.146	22.854	15.997	278.424	0.000	0.010	0.000	0.100	99.900	0.000	2.460	15.929		长4+5!1^(1_1)
地93-80	2209.000	163.962	93.299	94.927	5.073	15.825	282.244	0.000	0.010	0.000	0.100	99.900	0.000	2.472	15.668		长4+5!1^(1_1)
地93-80	2209.125	182.269	93.401	99.900	0.100	15.427	280.443	0.000	0.010	0.000	0.100	99.900	0.000	2.497	15.297		长4+5!1^(1_1)
地93-80	2209.250	186.817	93.496	99.900	0.100	15.096	272.122	0.000	0.010	0.000	0.100	99.900	0.000	2.531	14.923		长4+5!1^(1_1)
地93-80	2209.375	174.497	93.592	94.113	5.887	14.658	261.928	0.000	0.010	0.000	0.100	99.900	0.000	2.564	14.529		长4+5!1^(1_1)
地93-80	2209.500	158.991	93.693	83.252	16.748	14.332	255.935	0.000	0.010	0.000	0.100	99.900	0.000	2.591	14.188		长4+5!1^(1_1)
地93-80	2209.625	154.938	93.801	83.450	16.550	13.965	256.327	0.000	0.010	0.000	0.100	99.900	0.000	2.609	13.764		长4+5!1^(1_1)
地93-80	2209.750	161.475	93.917	92.945	7.055	13.455	261.274	0.000	0.010	0.000	0.100	99.900	0.000	2.617	13.108		长4+5!1^(1_1)
地93-80	2209.875	170.604	94.036	99.900	0.100	12.576	266.797	0.000	0.010	0.000	0.100	99.900	0.000	2.617	12.285		长4+5!1^(1_1)
地93-80	2210.000	173.977	94.149	99.900	0.100	11.840	269.657	0.000	0.010	0.000	0.100	99.900	0.000	2.612	11.683		长4+5!1^(1_2)
地93-80	2210.125	171.169	94.247	97.489	2.511	11.444	268.389	0.000	0.010	0.000	0.100	99.900	0.000	2.606	11.431		长4+5!1^(1_2)
地93-80	2210.250	165.526	94.324	91.443	8.557	11.413	263.426	0.000	0.010	0.000	0.100	99.900	0.000	2.597	11.396		长4+5!1^(1_2)
地93-80	2210.375	161.035	94.373	87.553	12.447	11.370	257.596	0.000	0.010	0.000	0.100	99.900	0.000	2.587	11.374		长4+5!1^(1_2)
地93-80	2210.500	160.463	94.382	87.106	12.894	11.381	254.357	0.000	0.010	0.000	0.100	99.900	0.000	2.577	11.406		长4+5!1^(1_2)
地93-80	2210.625	160.463	94.350	85.402	14.598	11.445	254.389	0.000	0.010	0.000	0.100	99.900	0.000	2.570	11.512		长4+5!1^(1_2)
地93-80	2210.750	157.037	94.276	78.920	21.080	11.614	255.368	0.000	0.010	0.000	0.100	99.900	0.000	2.569	11.667		长4+5!1^(1_2)
地93-80	2210.875	148.768	94.165	68.884	31.116	11.748	253.742	0.000	0.010	0.000	0.100	99.900	0.000	2.574	11.763		长4+5!1^(1_2)
地93-80	2211.000	139.118	94.018	59.288	40.712	11.786	248.849	0.000	0.010	0.000	0.100	99.900	0.000	2.580	11.789		长4+5!1^(1_2)
地93-80	2211.125	130.561	93.849	52.366	47.634	11.794	241.995	0.000	0.010	0.000	0.100	99.900	0.000	2.579	11.781		长4+5!1^(1_2)
地93-80	2211.250	125.380	93.670	50.101	49.899	11.760	235.570	0.000	0.010	0.000	0.100	99.900	0.000	2.564	11.785		长4+5!1^(1_2)
地93-80	2211.375	127.040	93.490	56.301	43.699	11.825	234.920	0.000	0.010	0.000	0.100	99.900	0.000	2.536	11.881		长4+5!1^(1_2)
地93-80	2211.500	140.913	93.320	74.789	25.211	11.968	244.516	0.000	0.010	0.000	0.100	99.900	0.000	2.498	12.115		长4+5!1^(1_2)
地93-80	2211.625	163.196	93.171	94.311	5.689	12.341	263.169	0.000	0.010	0.000	0.100	99.900	0.000	2.464	12.322		长4+5!1^(1_2)
地93-80	2211.750	182.257	93.050	99.900	0.100	12.293	282.096	0.000	0.010	0.000	0.100	99.900	0.000	2.445	12.161		长4+5!1^(1_2)
地93-80	2211.875	188.467	92.961	99.900	0.100	11.959	288.139	0.000	0.010	0.000	0.100	99.900	0.000	2.446	11.849		长4+5!1^(1_2)
地93-80	2212.000	180.044	92.909	98.243	1.757	11.681	281.118	0.000	0.010	0.000	0.100	99.900	0.000	2.466	11.393		长4+5!1^(1_2)
地93-80	2212.125	166.927	92.889	88.487	11.513	10.951	269.647	0.000	0.010	0.000	0.100	99.900	0.000	2.500	10.859		长4+5!1^(1_2)
地93-80	2212.250	152.596	92.897	71.700	28.300	10.717	262.170	0.000	0.010	0.000	0.100	99.900	0.000	2.538	10.612		长4+5!1^(1_2)
地93-80	2212.375	139.450	92.928	59.495	40.505	10.452	260.743	0.000	0.010	0.000	0.100	99.900	0.000	2.570	10.313		长4+5!1^(1_2)
地93-80	2212.500	130.564	92.981	51.775	48.225	10.101	259.726	0.000	0.010	0.000	0.100	99.900	0.000	2.592	9.990		长4+5!1^(1_2)
地93-80	2212.625	123.664	93.047	45.947	54.053	9.820	255.247	0.000	0.010	0.000	0.100	99.900	0.000	2.600	9.779		长4+5!1^(1_2)
地93-80	2212.750	117.418	93.118	42.006	57.994	9.716	248.769	0.000	0.010	0.000	0.100	99.900	0.000	2.593	9.816		长4+5!1^(1_2)
地93-80	2212.875	114.991	93.185	44.465	55.535	9.971	247.683	0.000	0.010	0.000	0.100	99.900	0.000	2.578	10.292		长4+5!1^(1_2)
地93-80	2213.000	125.976	93.235	57.416	42.584	10.784	255.646	0.000	0.010	0.000	0.100	99.900	0.000	2.559	11.019		长4+5!1^(1_2)
地93-80	2213.125	144.935	93.260	75.977	24.023	11.379	269.045	0.000	0.010	0.000	0.100	99.900	0.000	2.544	11.510		长4+5!1^(1_2)
地93-80	2213.250	160.459	93.253	89.219	10.781	11.709	279.535	0.000	0.010	0.000	0.100	99.900	0.000	2.538	11.751		长4+5!1^(1_2)
地93-80	2213.375	164.547	93.210	88.974	11.026	11.816	279.398	0.000	0.010	0.000	0.100	99.900	0.000	2.543	11.765		长4+5!1^(1_2)
地93-80	2213.500	157.700	93.122	79.282	20.718	11.688	270.651	0.000	0.010	0.000	0.100	99.900	0.000	2.556	11.567		长4+5!1^(1_2)
