井名	深度	GR	SP	SH	SS	RT	RT.1	AC	PERM2024	PERM	POR2024	POR	SW	SW2024	CAL	DEN	CNL	RT.2	解释结论	层位
耿203	2242.250	75.635	49.992	29.074	70.926	11.208	10.113	245.541	0.917	4.063	12.164	14.055	61.319	0.572	25.788	2.494	23.477	11.272	水层	长4+5!1^(1_3)
耿203	2242.375	75.996	50.424	28.029	71.971	11.175	10.386	241.709	0.74	3.343	11.727	13.635	63.234	0.582	25.81	2.502	21.302	11.031	水层	长4+5!1^(1_3)
耿203	2242.500	74.772	50.833	25.707	74.293	10.502	10.234	237.871	0.647	2.679	11.454	13.391	67.878	0.641	25.849	2.481	19.409	9.709	水层	长4+5!1^(1_3)
耿203	2242.625	72.456	51.461	23.03	76.97	9.433	9.305	234.826	0.623	2.453	11.378	13.34	70.362	0.677	25.928	2.416	18.437	9.019	水层	长4+5!1^(1_3)
耿203	2242.750	69.739	52.039	20.291	79.709	8.825	7.92	235.732	0.75	3.166	11.755	14.074	69.665	0.705	26.051	2.329	18.503	8.534	水层	长4+5!1^(1_3)
耿203	2242.875	67.092	52.468	18.705	81.295	8.371	6.579	242.717	1.228	5.28	12.758	15.496	66.672	0.729	26.171	2.239	20.944	8.128	水层	长4+5!1^(1_3)
耿203	2243.000	65.708	52.942	18.719	81.281	7.9	5.609	256.71	2.696	10.828	14.36	17.712	62.467	0.767	26.31	2.182	26.721	7.558	水层	长4+5!1^(1_3)
耿203	2243.125	66.107	53.756	20.499	79.501	7.459	5.147	293.374	17.251	19.559	18.139	19.651	58.416	0.779	26.51	2.161	35.652	7.31	水层	长4+5!1^(1_3)
耿203	2243.250	68.476	54.583	24.459	75.541	7.238	5.185	331.989	110.284	16.657	21.916	19.209	60.214	0.786	26.711	2.148	44.896	7.131	水层	长4+5!1^(1_3)
耿203	2243.375	73.308	55.213	32.812	67.188	7.075	5.297	355.953	293.7	12.514	23.91	18.37	62.967	0.793	26.746	2.137	46.319	6.993	水层	长4+5!1^(1_3)
耿203	2243.500	79.96	55.711	35.234	64.766	7.04	5.473	366.552	359.645	11.815	24.322	18.146	63.079	0.783	26.638	2.144	39.444	7.11	水层	长4+5!1^(1_3)
耿203	2243.625	81.588	56.199	35.03	64.97	7.205	5.877	347.854	127.101	12.258	22.205	18.165	62.068	0.768	26.352	2.184	31.754	7.348	水层	长4+5!1^(1_3)
耿203	2243.750	81.32	56.554	34.258	65.742	7.455	6.679	313.432	22.133	12.977	18.646	18.235	60.842	0.754	25.972	2.266	26.391	7.617	水层	长4+5!1^(1_3)
耿203	2243.875	80.0	56.706	29.743	70.257	7.738	8.097	280.653	4.423	9.172	15.368	17.096	62.795	0.739	25.758	2.39	22.592	7.918	水层	长4+5!1^(1_3)
耿203	2244.000	76.385	56.705	27.475	72.525	8.217	10.178	252.849	1.282	3.163	12.847	14.038	69.306	0.695	25.671	2.481	20.29	8.663	水层	长4+5!1^(1_3)
耿203	2244.125	74.433	56.533	26.121	73.879	8.881	11.63	230.116	0.443	1.048	10.682	11.43	76.616	0.668	25.67	2.511	19.477	9.206	水层	长4+5!1^(1_3)
耿203	2244.250	73.06	56.401	24.428	75.572	9.426	11.278	219.4	0.274	0.945	9.708	11.115	75.875	0.641	25.725	2.52	19.496	9.757	水层	长4+5!1^(1_3)
耿203	2244.375	71.776	56.43	24.682	75.318	10.026	10.6	219.256	0.291	1.146	9.827	11.387	72.638	0.61	25.778	2.52	20.383	10.429	水层	长4+5!1^(1_3)
耿203	2244.500	72.74	56.611	28.654	71.346	10.977	9.984	222.723	0.0	1.374	0.0	11.529	68.196	0.0	25.828	2.516	22.12	11.797	水层	长4+5!1^(1_3)
耿203	2244.625	76.824	57.165	34.427	65.573	11.972	9.528	231.244	0.0	2.198	0.0	12.458	63.932	0.0	25.928	2.512	24.315	12.233		长4+5!1^(1_3)
耿203	2244.750	81.904	57.868	40.362	59.638	12.207	9.463	241.022	0.0	0.01	0.0	0.1	99.9	0.0	26.072	2.51	26.702	12.169		长4+5!1^(1_3)
耿203	2244.875	87.703	58.515	53.747	46.253	12.061	9.614	248.978	0.0	0.01	0.0	0.1	99.9	0.0	26.143	2.515	28.656	11.9		长4+5!1^(1_3)
耿203	2245.000	96.434	59.18	61.815	38.185	11.6	9.999	255.551	0.0	0.01	0.0	0.1	99.9	0.0	26.155	2.521	29.013	11.151		长4+5!1^(1_3)
耿203	2245.125	101.037	60.171	66.118	33.882	10.95	10.524	259.353	0.0	0.01	0.0	0.1	99.9	0.0	26.092	2.525	27.561	10.65		长4+5!1^(1_3)
耿203	2245.250	103.429	61.064	69.172	30.828	10.526	10.935	258.259	0.0	0.01	0.0	0.1	99.9	0.0	25.947	2.529	25.163	10.34		长4+5!1^(1_3)
耿203	2245.375	104.417	61.566	65.583	34.417	10.285	11.406	252.932	0.0	0.01	0.0	0.1	99.9	0.0	25.806	2.538	22.093	10.203		长4+5!1^(1_3)
耿203	2245.500	102.481	61.883	63.13	36.87	10.211	12.207	245.555	0.0	0.01	0.0	0.1	99.9	0.0	25.687	2.552	19.417	10.224		长4+5!1^(1_3)
耿203	2245.625	101.165	62.233	61.829	38.171	10.251	13.107	234.825	0.0	0.01	0.0	0.1	99.9	0.0	25.581	2.564	18.145	10.292		长4+5!1^(1_3)
耿203	2245.750	100.342	62.559	60.231	39.769	10.33	13.387	225.527	0.0	0.01	0.0	0.1	99.9	0.0	25.497	2.574	17.908	10.387		长4+5!1^(1_3)
耿203	2245.875	99.025	62.799	55.976	44.024	10.436	13.217	219.743	0.0	0.01	0.0	0.1	99.9	0.0	25.459	2.582	18.483	10.509		长4+5!1^(1_3)
耿203	2246.000	96.562	62.993	53.585	46.415	10.605	12.696	214.37	0.0	0.01	0.0	0.1	99.9	0.0	25.441	2.584	19.427	10.75		长4+5!1^(1_3)
耿203	2246.125	95.073	63.189	51.83	48.17	10.813	12.046	203.491	0.0	0.01	0.0	0.1	99.9	0.0	25.42	2.582	20.127	10.909		长4+5!1^(1_3)
耿203	2246.250	93.77	63.369	49.203	50.797	10.951	11.683	191.232	0.0	0.01	0.0	0.1	99.9	0.0	25.389	2.582	20.542	11.014		长4+5!1^(1_3)
耿203	2246.375	92.306	63.551	49.085	50.915	11.04	11.498	182.689	0.0	0.01	0.0	0.1	99.9	0.0	25.36	2.586	20.792	11.078		长4+5!1^(2_1)
耿203	2246.500	92.102	63.809	48.101	51.899	11.099	11.481	178.256	0.0	0.01	0.0	0.1	99.9	0.0	25.33	2.59	20.858	11.129		长4+5!1^(2_1)
耿203	2246.625	91.545	64.434	48.084	51.916	11.141	11.626	183.035	0.0	0.01	0.0	0.1	99.9	0.0	25.291	2.592	20.736	11.16		长4+5!1^(2_1)
耿203	2246.750	91.637	65.235	48.809	51.191	11.165	11.809	194.423	0.0	0.01	0.0	0.1	99.9	0.0	25.246	2.594	20.498	11.173		长4+5!1^(2_1)
耿203	2246.875	92.226	65.93	50.101	49.899	11.175	12.004	206.63	0.0	0.01	0.0	0.1	99.9	0.0	25.218	2.597	20.197	11.179		长4+5!1^(2_1)
耿203	2247.000	93.256	66.573	52.375	47.625	11.22	12.232	217.574	0.0	0.01	0.0	0.1	99.9	0.0	25.204	2.599	19.976	11.28		长4+5!1^(2_1)
耿203	2247.125	94.902	67.183	55.435	44.565	11.327	12.456	227.053	0.0	0.01	0.0	0.1	99.9	0.0	25.197	2.598	19.93	11.398		长4+5!1^(2_1)
耿203	2247.250	96.858	67.426	58.061	41.939	11.449	12.593	232.26	0.0	0.01	0.0	0.1	99.9	0.0	25.194	2.589	20.025	11.525		长4+5!1^(2_1)
耿203	2247.375	98.372	67.229	59.395	40.605	11.58	12.71	233.168	0.0	0.01	0.0	0.1	99.9	0.0	25.193	2.576	20.393	11.661		长4+5!1^(2_1)
耿203	2247.500	99.119	66.83	60.024	39.976	11.744	12.883	232.724	0.0	0.01	0.0	0.1	99.9	0.0	25.194	2.566	20.898	11.867		长4+5!1^(2_1)
耿203	2247.625	99.24	66.013	58.477	41.523	11.917	13.1	232.227	0.0	0.01	0.0	0.1	99.9	0.0	25.196	2.564	21.175	11.991		长4+5!1^(2_1)
耿203	2247.750	98.217	64.979	56.501	43.499	12.025	13.256	231.807	0.0	0.01	0.0	0.1	99.9	0.0	25.202	2.565	21.041	12.076		长4+5!1^(2_1)
耿203	2247.875	97.051	64.049	55.255	44.745	12.113	13.377	231.179	0.0	0.01	0.0	0.1	99.9	0.0	25.211	2.57	20.185	12.168		长4+5!1^(2_1)
耿203	2248.000	96.199	63.15	53.673	46.327	12.241	13.513	230.051	0.0	0.01	0.0	0.1	99.9	0.0	25.221	2.576	19.053	12.351		长4+5!1^(2_1)
耿203	2248.125	95.175	62.241	52.238	47.762	12.414	13.677	227.701	0.0	0.01	0.0	0.1	99.9	0.0	25.238	2.58	18.418	12.508		长4+5!1^(2_1)
耿203	2248.250	94.479	61.709	52.777	47.223	12.564	13.827	225.285	0.0	0.01	0.0	0.1	99.9	0.0	25.264	2.585	18.37	12.649		长4+5!1^(2_1)
耿203	2248.375	95.087	61.653	55.198	44.802	12.71	13.991	223.957	0.0	0.01	0.0	0.1	99.9	0.0	25.289	2.592	18.847	12.803		长4+5!1^(2_1)
耿203	2248.500	96.571	61.751	56.768	43.232	12.915	14.222	223.432	0.0	0.01	0.0	0.1	99.9	0.0	25.312	2.601	19.317	13.082		长4+5!1^(2_1)
耿203	2248.625	97.362	61.786	56.602	43.398	13.168	14.498	223.242	0.0	0.01	0.0	0.1	99.9	0.0	25.34	2.607	19.198	13.297		长4+5!1^(2_1)
耿203	2248.750	97.128	61.725	55.444	44.556	13.363	14.703	222.886	0.0	0.01	0.0	0.1	99.9	0.0	25.372	2.61	18.547	13.463		长4+5!1^(2_1)
耿203	2248.875	96.288	61.626	53.601	46.399	13.524	14.862	222.039	0.0	0.01	0.0	0.1	99.9	0.0	25.393	2.614	17.412	13.616		长4+5!1^(2_1)
耿203	2249.000	95.148	61.513	52.324	47.676	13.688	15.038	220.75	0.0	0.01	0.0	0.1	99.9	0.0	25.406	2.618	16.367	13.796		长4+5!1^(2_1)
耿203	2249.125	94.355	61.251	51.512	48.488	13.833	15.208	218.996	0.0	0.01	0.0	0.1	99.9	0.0	25.42	2.618	16.004	13.889		长4+5!1^(2_1)
耿203	2249.250	93.878	60.887	51.24	48.76	13.897	15.264	217.789	0.0	0.01	0.0	0.1	99.9	0.0	25.438	2.617	16.191	13.909		长4+5!1^(2_1)
耿203	2249.375	93.689	60.555	50.939	49.061	13.9	15.227	217.857	0.0	0.01	0.0	0.1	99.9	0.0	25.455	2.612	16.905	13.888		长4+5!1^(2_1)
耿203	2249.500	93.492	60.221	50.71	49.29	13.835	15.056	218.833	0.0	0.01	0.0	0.1	99.9	0.0	25.472	2.603	17.754	13.755		长4+5!1^(2_1)
耿203	2249.625	93.337	59.684	50.49	49.51	13.688	14.744	220.882	0.0	0.01	0.0	0.1	99.9	0.0	25.5	2.597	18.239	13.588		长4+5!1^(2_1)
耿203	2249.750	93.383	59.05	51.723	48.277	13.511	14.434	223.084	0.0	0.01	0.0	0.1	99.9	0.0	25.539	2.592	18.45	13.396		长4+5!1^(2_1)
耿203	2249.875	94.54	58.538	55.361	44.639	13.298	14.132	224.503	0.0	0.01	0.0	0.1	99.9	0.0	25.577	2.584	18.683	13.151		长4+5!1^(2_1)
耿203	2250.000	96.784	58.096	57.775	42.225	12.951	13.739	225.426	0.0	0.01	0.0	0.1	99.9	0.0	25.61	2.574	18.899	12.652		长4+5!1^(2_1)
耿203	2250.125	97.861	57.419	56.485	43.515	12.491	13.259	226.25	0.0	0.01	0.0	0.1	99.9	0.0	25.648	2.563	18.853	12.251		长4+5!1^(2_1)
耿203	2250.250	96.602	56.584	51.918	48.082	12.138	12.869	226.782	0.0	0.01	0.0	0.1	99.9	0.0	25.69	2.553	18.453	11.968		长4+5!1^(2_1)
耿203	2250.375	93.055	55.866	43.904	56.096	11.853	12.527	226.858	0.0	0.01	0.0	0.1	99.9	0.0	25.721	2.539	17.519	11.68		长4+5!1^(2_1)
耿203	2250.500	87.613	55.238	38.21	61.79	11.501	12.113	226.741	0.0	0.01	0.0	0.1	99.9	0.0	25.741	2.527	16.574	11.232		长4+5!1^(2_1)
耿203	2250.625	83.823	54.518	36.661	63.339	11.098	11.661	227.29	0.0	0.01	0.0	0.1	99.9	0.0	25.767	2.522	16.371	10.897		长4+5!1^(2_1)
耿203	2250.750	82.718	53.807	36.101	63.899	10.809	11.359	228.941	0.0	0.01	0.0	0.1	99.9	0.0	25.8	2.523	17.003	10.677		长4+5!1^(2_1)
耿203	2250.875	82.375	53.284	36.265	63.735	10.59	11.157	231.497	0.0	0.01	0.0	0.1	99.9	0.0	25.831	2.521	19.036	10.458		长4+5!1^(2_1)
耿203	2251.000	82.612	52.896	37.048	62.952	10.319	10.908	234.698	0.0	0.01	0.0	0.1	99.9	0.0	25.854	2.512	21.669	10.111		长4+5!1^(2_1)
耿203	2251.125	83.269	52.575	37.908	62.092	10.0	10.553	238.946	0.0	0.01	0.0	0.1	99.9	0.0	25.88	2.494	23.345	9.834		长4+5!1^(2_1)
耿203	2251.250	83.967	52.369	38.764	61.236	9.762	10.204	242.608	0.0	0.01	0.0	0.1	99.9	0.0	25.91	2.466	23.884	9.655		长4+5!1^(2_1)
耿203	2251.375	84.766	52.323	40.329	59.671	9.596	9.931	244.03	0.0	0.01	0.0	0.1	99.9	0.0	25.933	2.43	23.56	9.507		长4+5!1^(2_1)
耿203	2251.500	86.143	52.386	42.835	57.165	9.447	9.794	243.9	0.0	0.01	0.0	0.1	99.9	0.0	25.949	2.402	23.051	9.357		长4+5!1^(2_1)
耿203	2251.625	87.971	52.632	44.73	55.27	9.327	9.813	242.639	0.0	0.01	0.0	0.1	99.9	0.0	25.955	2.4	22.971	9.282		长4+5!1^(2_1)
耿203	2251.750	89.163	53.021	45.113	54.887	9.283	9.895	240.837	0.0	0.01	0.0	0.1	99.9	0.0	25.943	2.418	23.16	9.284		长4+5!1^(2_1)
耿203	2251.875	88.733	53.364	40.757	59.243	9.3	9.978	239.109	0.0	0.01	0.0	0.1	99.9	0.0	25.911	2.454	22.904	9.325		长4+5!1^(2_1)
耿203	2252.000	85.314	53.649	35.905	64.095	9.405	10.162	237.078	0.0	0.01	0.0	0.1	99.9	0.0	25.866	2.496	21.969	9.526		长4+5!1^(2_1)
耿203	2252.125	81.849	54.021	33.917	66.083	9.619	10.554	233.078	0.0	0.01	0.0	0.1	99.9	0.0	25.807	2.522	20.75	9.757		长4+5!1^(2_1)
耿203	2252.250	80.39	54.479	33.258	66.742	9.837	11.062	227.946	0.0	0.01	0.0	0.1	99.9	0.0	25.743	2.537	19.562	9.955		长4+5!1^(2_1)
耿203	2252.375	79.885	54.908	32.968	67.032	10.041	11.593	223.902	0.0	0.01	0.0	0.1	99.9	0.0	25.701	2.553	18.346	10.168		长4+5!1^(2_1)
耿203	2252.500	79.481	55.304	31.812	68.188	10.318	12.078	221.008	0.0	0.01	0.0	0.1	99.9	0.0	25.685	2.571	17.359	10.543		长4+5!1^(2_1)
耿203	2252.625	78.505	55.776	30.898	69.102	10.685	12.416	218.912	0.0	0.01	0.0	0.1	99.9	0.0	25.671	2.585	16.954	10.898		长4+5!1^(2_1)
耿203	2252.750	78.13	56.35	32.466	67.534	11.001	12.573	218.23	0.0	0.01	0.0	0.1	99.9	0.0	25.654	2.594	17.136	11.155		长4+5!1^(2_1)
耿203	2252.875	80.728	56.925	41.531	58.469	11.259	12.679	219.405	0.0	0.01	0.0	0.1	99.9	0.0	25.635	2.604	18.501	11.414		长4+5!1^(2_1)
耿203	2253.000	88.242	57.494	52.332	47.668	11.554	12.812	222.117	0.0	0.01	0.0	0.1	99.9	0.0	25.617	2.614	20.716	11.764		长4+5!1^(2_1)
耿203	2253.125	95.28	58.323	58.582	41.418	11.877	12.934	227.043	0.0	0.01	0.0	0.1	99.9	0.0	25.593	2.621	22.545	12.046		长4+5!1^(2_1)
耿203	2253.250	99.181	59.367	63.905	36.095	12.129	12.983	232.299	0.0	0.01	0.0	0.1	99.9	0.0	25.564	2.625	23.474	12.254		长4+5!1^(2_2)
耿203	2253.375	102.623	60.182	71.276	28.724	12.346	12.974	234.446	0.0	0.01	0.0	0.1	99.9	0.0	25.545	2.627	23.276	12.485		长4+5!1^(2_2)
耿203	2253.500	106.772	60.775	78.55	21.45	12.583	13.013	233.076	0.0	0.01	0.0	0.1	99.9	0.0	25.544	2.624	22.519	12.73		长4+5!1^(2_2)
耿203	2253.625	110.204	61.412	81.761	18.239	12.779	13.187	225.51	0.0	0.01	0.0	0.1	99.9	0.0	25.56	2.617	22.147	12.853		长4+5!1^(2_2)
耿203	2253.750	111.398	62.04	80.629	19.371	12.853	13.445	212.896	0.0	0.01	0.0	0.1	99.9	0.0	25.599	2.608	22.325	12.854		长4+5!1^(2_2)
耿203	2253.875	110.163	62.412	73.173	26.827	12.835	13.695	201.222	0.0	0.01	0.0	0.1	99.9	0.0	25.648	2.6	22.731	12.807		长4+5!1^(2_2)
耿203	2254.000	106.097	62.593	64.815	35.185	12.671	13.818	192.086	0.0	0.01	0.0	0.1	99.9	0.0	25.702	2.593	22.895	12.467		长4+5!1^(2_2)
耿203	2254.125	101.77	62.676	60.233	39.767	12.302	13.601	187.001	0.0	0.01	0.0	0.1	99.9	0.0	25.786	2.573	22.652	12.054		长4+5!1^(2_2)
耿203	2254.250	99.519	62.656	59.89	40.11	11.946	12.892	188.868	0.0	0.01	0.0	0.1	99.9	0.0	25.922	2.511	22.367	11.783		长4+5!1^(2_2)
耿203	2254.375	100.463	62.595	69.375	30.625	11.68	11.859	197.717	0.0	0.01	0.0	0.1	99.9	0.0	26.069	2.365	23.602	11.524		长4+5!1^(2_2)
耿203	2254.500	106.189	62.545	81.162	18.838	11.397	10.911	211.567	0.0	0.01	0.0	0.1	99.9	0.0	26.2	2.171	27.19	11.207		长4+5!1^(2_2)
耿203	2254.625	111.595	62.506	85.062	14.938	11.111	10.411	233.844	0.0	0.01	0.0	0.1	99.9	0.0	26.356	2.051	32.2	10.967		长4+5!1^(2_2)
耿203	2254.750	113.49	62.458	88.694	11.306	10.92	10.449	260.007	0.0	0.01	0.0	0.1	99.9	0.0	26.525	2.011	36.757	10.851		长4+5!1^(2_2)
耿203	2254.875	115.618	62.408	96.707	3.293	10.805	10.706	277.141	0.0	0.01	0.0	0.1	99.9	0.0	26.602	2.022	37.744	10.736		长4+5!1^(2_2)
耿203	2255.000	119.362	62.379	99.9	0.1	10.721	10.945	284.491	0.0	0.01	0.0	0.1	99.9	0.0	26.529	2.082	35.137	10.698		长4+5!1^(2_2)
耿203	2255.125	122.999	62.358	99.9	0.1	10.738	11.319	281.654	0.0	0.01	0.0	0.1	99.9	0.0	26.315	2.163	31.812	10.797		长4+5!1^(2_2)
耿203	2255.250	124.564	62.314	99.9	0.1	10.867	12.082	269.434	0.0	0.01	0.0	0.1	99.9	0.0	25.953	2.263	29.067	10.972		长4+5!1^(2_2)
耿203	2255.375	122.915	62.24	93.425	6.575	11.065	13.384	255.973	0.0	0.01	0.0	0.1	99.9	0.0	25.628	2.393	25.894	11.204		长4+5!1^(2_2)
耿203	2255.500	114.945	62.121	71.929	28.071	11.405	15.123	244.608	0.0	0.01	0.0	0.1	99.9	0.0	25.466	2.522	22.224	11.706		长4+5!1^(2_2)
耿203	2255.625	105.03	61.883	60.448	39.552	11.962	16.611	233.676	0.0	0.01	0.0	0.1	99.9	0.0	25.37	2.581	19.013	12.343		长4+5!1^(2_2)
耿203	2255.750	98.425	61.505	50.649	49.351	12.564	17.002	223.595	0.0	0.01	0.0	0.1	99.9	0.0	25.324	2.589	16.394	12.895		长4+5!1^(2_2)
耿203	2255.875	91.155	61.132	36.202	63.798	13.145	16.785	216.797	0.0	0.01	0.0	0.1	99.9	0.0	25.315	2.593	13.924	13.52		长4+5!1^(2_2)
耿203	2256.000	80.163	60.778	23.754	76.246	13.915	16.923	212.016	0.0	0.01	0.0	0.1	99.9	0.0	25.331	2.595	11.957	14.507		长4+5!1^(2_2)
耿203	2256.125	69.963	60.345	18.614	81.386	14.857	17.398	207.423	0.0	0.01	0.0	0.1	99.9	0.0	25.366	2.594	10.996	15.382		长4+5!1^(2_2)
耿203	2256.250	64.656	59.835	14.503	85.497	15.472	17.744	203.781	0.0	0.01	0.0	0.1	99.9	0.0	25.43	2.589	10.759	15.608		长4+5!1^(2_2)
耿203	2256.375	59.841	59.403	10.499	89.501	15.594	17.776	202.545	0.0	0.01	0.0	0.1	99.9	0.0	25.498	2.583	10.964	15.574		长4+5!1^(2_2)
耿203	2256.500	55.151	59.043	8.088	91.912	15.379	17.507	203.055	0.0	0.01	0.0	0.1	99.9	0.0	25.549	2.578	11.435	15.088		长4+5!1^(2_2)
耿203	2256.625	52.752	58.699	8.871	91.129	14.779	16.837	204.895	0.0	0.01	0.0	0.1	99.9	0.0	25.605	2.577	12.012	14.317		长4+5!1^(2_2)
耿203	2256.750	54.063	58.413	10.54	89.46	14.059	16.028	207.895	0.0	0.01	0.0	0.1	99.9	0.0	25.677	2.579	12.747	13.673		长4+5!1^(2_2)
耿203	2256.875	56.509	58.278	13.11	86.89	13.438	15.293	210.745	0.0	0.01	0.0	0.1	99.9	0.0	25.749	2.581	14.173	13.086		长4+5!1^(2_2)
耿203	2257.000	59.68	58.234	15.345	84.655	12.83	14.507	213.367	0.0	0.01	0.0	0.1	99.9	0.0	25.803	2.581	16.096	12.446		长4+5!1^(2_2)
耿203	2257.125	62.134	58.228	16.552	83.448	12.222	13.683	216.775	0.0	0.01	0.0	0.1	99.9	0.0	25.863	2.58	17.728	11.887		长4+5!1^(2_2)
耿203	2257.250	63.824	58.307	19.03	80.97	11.786	13.109	220.866	0.0	0.01	0.0	0.1	99.9	0.0	25.933	2.579	18.853	11.636		长4+5!1^(2_2)
耿203	2257.375	67.315	58.522	25.053	74.947	11.566	12.853	223.931	0.0	0.01	0.0	0.1	99.9	0.0	25.99	2.581	19.651	11.463		长4+5!1^(2_2)
耿203	2257.500	73.985	58.858	33.995	66.005	11.431	12.695	226.027	0.0	0.01	0.0	0.1	99.9	0.0	26.017	2.588	20.248	11.384		长4+5!1^(2_2)
耿203	2257.625	81.419	59.33	39.157	60.843	11.393	12.628	228.024	0.0	0.01	0.0	0.1	99.9	0.0	26.038	2.595	20.74	11.407		长4+5!1^(2_2)
耿203	2257.750	85.459	59.93	43.21	56.79	11.449	12.682	229.828	0.0	0.01	0.0	0.1	99.9	0.0	26.057	2.603	21.193	11.512		长4+5!1^(2_2)
耿203	2257.875	88.723	60.428	48.37	51.63	11.573	12.843	230.653	0.0	0.01	0.0	0.1	99.9	0.0	26.073	2.608	21.345	11.664		长4+5!1^(2_2)
耿203	2258.000	92.586	60.84	54.632	45.368	11.774	13.098	230.553	0.0	0.01	0.0	0.1	99.9	0.0	26.085	2.61	20.939	11.939		长4+5!1^(2_2)
耿203	2258.125	96.307	61.324	57.022	42.978	12.078	13.449	229.486	0.0	0.01	0.0	0.1	99.9	0.0	26.102	2.607	20.122	12.286		长4+5!1^(2_2)
耿203	2258.250	97.549	61.891	57.044	42.956	12.391	13.767	227.486	0.0	0.01	0.0	0.1	99.9	0.0	26.128	2.602	19.239	12.547		长4+5!1^(2_2)
耿203	2258.375	97.249	62.292	54.636	45.364	12.666	13.989	225.88	0.0	0.01	0.0	0.1	99.9	0.0	26.161	2.596	18.727	12.844		长4+5!1^(2_2)
耿203	2258.500	95.614	62.526	51.718	48.282	13.047	14.218	225.217	0.0	0.01	0.0	0.1	99.9	0.0	26.192	2.592	18.888	13.35		长4+5!1^(2_2)
耿203	2258.625	94.033	62.725	51.554	48.446	13.622	14.457	226.181	0.0	0.01	0.0	0.1	99.9	0.0	26.24	2.592	19.638	14.029		长4+5!1^(2_2)
耿203	2258.750	93.959	62.933	51.666	48.334	14.213	14.623	229.524	0.0	0.01	0.0	0.1	99.9	0.0	26.325	2.594	20.69	14.489		长4+5!1^(2_2)
耿203	2258.875	94.256	63.089	53.437	46.563	14.618	14.701	233.97	0.0	0.01	0.0	0.1	99.9	0.0	26.426	2.59	22.211	14.812		长4+5!1^(2_2)
耿203	2259.000	95.884	63.207	58.677	41.323	14.862	14.746	239.121	0.0	0.01	0.0	0.1	99.9	0.0	26.512	2.563	24.28	14.938		长4+5!1^(2_2)
耿203	2259.125	99.386	63.334	65.249	34.751	14.896	14.67	246.907	0.0	0.01	0.0	0.1	99.9	0.0	26.618	2.519	26.825	14.833		长4+5!1^(2_2)
耿203	2259.250	103.476	63.448	73.294	26.706	14.688	14.345	258.109	0.0	0.01	0.0	0.1	99.9	0.0	26.774	2.46	30.1	14.471		长4+5!1^(2_2)
耿203	2259.375	107.955	63.478	81.511	18.489	14.21	13.719	267.684	0.0	0.01	0.0	0.1	99.9	0.0	26.948	2.388	34.436	13.819		长4+5!1^(2_2)
耿203	2259.500	111.818	63.462	85.914	14.086	13.408	12.631	274.708	0.0	0.01	0.0	0.1	99.9	0.0	27.096	2.302	37.979	12.793		长4+5!1^(2_2)
耿203	2259.625	113.284	63.427	83.119	16.881	12.345	10.941	280.735	0.0	0.01	0.0	0.1	99.9	0.0	27.296	2.229	38.877	11.675		长4+5!1^(2_2)
耿203	2259.750	111.853	63.314	79.77	20.23	11.426	9.431	285.55	0.0	0.01	0.0	0.1	99.9	0.0	27.619	2.16	38.347	11.053		长4+5!1^(2_2)
耿203	2259.875	110.121	63.177	76.056	23.944	10.812	8.765	288.135	0.0	0.01	0.0	0.1	99.9	0.0	27.975	2.08	38.89	10.452		长4+5!1^(2_2)
耿203	2260.000	107.937	63.052	70.127	29.873	10.193	8.492	289.685	0.0	0.01	0.0	0.1	99.9	0.0	28.21	1.995	40.421	9.807		长4+5!1^(2_2)
耿203	2260.125	104.619	62.892	63.658	36.342	9.562	8.433	290.493	0.0	0.01	0.0	0.1	99.9	0.0	28.364	1.954	40.845	9.195		长4+5!1^(2_2)
耿203	2260.250	100.609	62.647	55.371	44.629	9.1	8.378	288.122	0.0	0.01	0.0	0.1	99.9	0.0	28.334	1.966	39.405	8.959		长4+5!1^(2_2)
耿203	2260.375	95.478	62.432	47.958	52.042	8.893	8.34	281.289	0.0	0.01	0.0	0.1	99.9	0.0	28.113	2.023	36.588	8.796		长4+5!1^(2_2)
耿203	2260.500	90.644	62.29	42.482	57.518	8.776	8.706	270.756	0.0	0.01	0.0	0.1	99.9	0.0	27.822	2.152	33.675	8.746		长4+5!1^(2_2)
耿203	2260.625	87.201	62.157	41.045	58.955	8.759	9.899	257.146	0.0	0.01	0.0	0.1	99.9	0.0	27.516	2.27	31.616	8.778		长4+5!1^(2_2)
耿203	2260.750	86.23	61.975	40.484	59.516	8.798	11.423	242.248	0.0	0.01	0.0	0.1	99.9	0.0	27.22	2.35	29.894	8.829		长4+5!1^(2_2)
耿203	2260.875	85.497	61.814	38.066	61.934	8.87	12.353	233.819	0.0	0.01	0.0	0.1	99.9	0.0	27.011	2.41	27.177	8.931		长4+5!1^(2_3)
耿203	2261.000	83.261	61.67	33.865	66.135	9.03	12.561	230.41	0.0	0.01	0.0	0.1	99.9	0.0	26.929	2.482	23.815	9.178		长4+5!1^(2_3)
耿203	2261.125	80.272	61.502	32.786	67.214	9.355	12.038	226.371	0.0	0.01	0.0	0.1	99.9	0.0	26.864	2.531	21.38	9.62		长4+5!1^(2_3)
耿203	2261.250	79.544	61.303	32.896	67.104	9.769	11.428	220.042	0.0	0.01	0.0	0.1	99.9	0.0	26.803	2.547	20.344	9.992		长4+5!1^(2_3)
耿203	2261.375	79.676	61.166	33.219	66.781	10.169	11.2	215.252	0.0	0.01	0.0	0.1	99.9	0.0	26.765	2.551	20.98	10.434		长4+5!1^(2_3)
