井名	深度	GR	SP	SH	SS	IR4A	AC	PERM2024	PERM	POR2024	POR	SW	SW2024	DEN	RT	解释结论	层位
地72-94	2339.375	81.124	119.076	45.291	54.709	13.230	222.893	0.000	0.010	0.000	0.100	99.900	0.000	2.609	13.230		长4+5!2^(1_1)
地72-94	2339.500	69.877	118.664	32.941	67.059	14.177	211.105	0.000	0.010	0.000	0.100	99.900	0.000	2.618	14.177		长4+5!2^(1_1)
地72-94	2339.625	61.827	118.261	23.967	76.033	15.140	202.783	0.000	0.010	0.000	0.100	99.900	0.000	2.618	15.140		长4+5!2^(1_1)
地72-94	2339.750	57.563	117.921	19.016	80.984	16.107	198.413	0.000	0.010	0.000	0.100	99.900	0.000	2.610	16.107		长4+5!2^(1_1)
地72-94	2339.875	57.200	117.633	17.460	82.540	16.955	198.602	0.000	0.010	0.000	0.100	99.900	0.000	2.599	16.955		长4+5!2^(1_1)
地72-94	2340.000	62.880	117.384	20.125	79.875	17.508	203.728	0.000	0.010	0.000	0.100	99.900	0.000	2.590	17.508		长4+5!2^(1_1)
地72-94	2340.125	76.290	117.221	29.590	70.410	17.687	214.036	0.000	0.010	0.000	0.100	99.900	0.000	2.582	17.687		长4+5!2^(1_1)
地72-94	2340.250	92.062	117.174	45.885	54.115	17.278	226.753	0.000	0.010	0.000	0.100	99.900	0.000	2.577	17.278		长4+5!2^(1_1)
地72-94	2340.375	104.188	117.145	64.049	35.951	16.497	238.848	0.000	0.010	0.000	0.100	99.900	0.000	2.572	16.497		长4+5!2^(1_1)
地72-94	2340.500	110.812	116.990	77.910	22.090	15.786	247.199	0.000	0.010	0.000	0.100	99.900	0.000	2.565	15.786		长4+5!2^(1_1)
地72-94	2340.625	111.756	116.661	83.421	16.579	15.470	249.266	0.000	0.010	0.000	0.100	99.900	0.000	2.558	15.470		长4+5!2^(1_1)
地72-94	2340.750	107.666	116.189	79.800	20.200	15.588	247.324	0.000	0.010	0.000	0.100	99.900	0.000	2.552	15.588		长4+5!2^(1_1)
地72-94	2340.875	101.462	115.634	70.904	29.096	15.870	244.205	0.000	0.010	0.000	0.100	99.900	0.000	2.549	15.870		长4+5!2^(1_1)
地72-94	2341.000	99.289	115.086	64.903	35.097	16.070	242.249	0.000	0.010	0.000	0.100	99.900	0.000	2.548	16.070		长4+5!2^(1_1)
地72-94	2341.125	102.844	114.571	66.853	33.147	16.118	242.115	0.000	0.010	0.000	0.100	99.900	0.000	2.547	16.118		长4+5!2^(1_1)
地72-94	2341.250	105.617	113.953	71.715	28.285	16.041	242.123	0.000	0.010	0.000	0.100	99.900	0.000	2.545	16.041		长4+5!2^(1_1)
地72-94	2341.375	104.274	112.945	72.192	27.808	16.108	240.801	0.000	0.010	0.000	0.100	99.900	0.000	2.541	16.108		长4+5!2^(1_1)
地72-94	2341.500	100.965	111.526	68.199	31.801	16.489	237.544	0.000	0.010	0.000	0.100	99.900	0.000	2.536	16.489		长4+5!2^(1_1)
地72-94	2341.625	96.920	110.101	62.514	37.486	17.020	232.980	0.000	0.010	0.000	0.100	99.900	0.000	2.531	17.020		长4+5!2^(1_1)
地72-94	2341.750	90.652	109.168	54.953	45.047	17.490	228.908	0.000	0.010	0.000	0.100	99.900	0.000	2.530	17.490		长4+5!2^(1_1)
地72-94	2341.875	86.477	108.928	48.341	51.659	17.883	226.512	0.000	0.010	0.000	0.100	99.900	0.000	2.531	17.883		长4+5!2^(1_1)
地72-94	2342.000	89.766	109.041	48.704	51.296	18.090	226.155	0.000	0.010	0.000	0.100	99.900	0.000	2.535	18.090		长4+5!2^(1_1)
地72-94	2342.125	100.178	109.076	59.089	40.911	17.949	227.216	0.000	0.010	0.000	0.100	99.900	0.000	2.539	17.949		长4+5!2^(1_1)
地72-94	2342.250	106.182	108.818	70.626	29.374	17.748	227.996	0.000	0.010	0.000	0.100	99.900	0.000	2.541	17.748		长4+5!2^(1_1)
地72-94	2342.375	104.324	108.159	72.614	27.386	17.792	227.503	0.000	0.010	0.000	0.100	99.900	0.000	2.541	17.792		长4+5!2^(1_1)
地72-94	2342.500	99.272	107.189	66.695	33.305	18.321	225.705	0.000	0.010	0.000	0.100	99.900	0.000	2.539	18.321		长4+5!2^(1_1)
地72-94	2342.625	96.243	106.162	60.908	39.092	19.162	223.553	0.000	0.010	0.000	0.100	99.900	0.000	2.538	19.162		长4+5!2^(1_2)
地72-94	2342.750	95.595	105.334	58.589	41.411	19.986	221.990	0.000	0.010	0.000	0.100	99.900	0.000	2.540	19.986		长4+5!2^(1_2)
地72-94	2342.875	94.757	104.857	40.190	59.810	20.586	221.058	0.099	0.945	7.624	6.613	74.242	0.369	2.544	20.586		长4+5!2^(1_2)
地72-94	2343.000	93.785	104.614	27.732	72.268	20.910	220.207	0.099	1.537	7.636	10.913	57.147	0.365	2.550	20.910	干层	长4+5!2^(1_2)
地72-94	2343.125	92.105	104.422	26.725	73.275	21.140	218.488	0.099	1.443	7.632	10.780	57.428	0.362	2.554	21.140	干层	长4+5!2^(1_2)
地72-94	2343.250	89.642	104.222	25.168	74.832	21.592	215.389	0.096	1.281	7.565	10.533	57.952	0.356	2.557	21.592	干层	长4+5!2^(1_2)
地72-94	2343.375	86.584	104.043	23.125	76.875	22.508	210.678	0.088	0.489	7.392	10.139	58.632	0.345	2.558	22.508	干层	长4+5!2^(1_2)
地72-94	2343.500	82.957	103.909	20.727	79.273	24.023	204.637	0.078	0.010	7.140	9.605	59.428	0.329	2.560	24.023	干层	长4+5!2^(1_2)
地72-94	2343.625	77.816	103.808	17.873	82.127	25.845	198.394	0.073	0.010	7.025	9.007	60.493	0.312	2.562	25.845	干层	长4+5!2^(1_2)
地72-94	2343.750	71.191	103.709	14.661	85.339	27.519	193.681	0.081	0.010	7.223	8.490	61.603	0.297	2.566	27.519	干层	长4+5!2^(1_2)
地72-94	2343.875	65.931	103.548	11.997	88.003	28.733	191.822	0.096	0.010	7.576	8.199	62.064	0.288	2.569	28.733	干层	长4+5!2^(1_2)
地72-94	2344.000	66.182	103.269	11.230	88.770	29.667	193.312	0.103	0.010	7.706	8.213	60.994	0.281	2.569	29.667	干层	长4+5!2^(1_2)
地72-94	2344.125	73.449	102.874	13.318	86.682	30.167	197.810	0.089	0.010	7.418	8.533	58.589	0.277	2.567	30.167	干层	长4+5!2^(1_2)
地72-94	2344.250	81.544	102.413	17.193	82.807	30.446	203.334	0.078	0.010	7.152	9.029	55.615	0.276	2.563	30.446	干层	长4+5!2^(1_2)
地72-94	2344.375	84.944	101.977	20.247	79.753	30.930	208.649	0.086	0.010	7.352	9.553	52.612	0.272	2.559	30.930	干层	长4+5!2^(1_2)
地72-94	2344.500	83.297	101.645	20.938	79.062	31.311	213.115	0.118	0.917	7.988	10.019	50.215	0.269	2.558	31.311	油层	长4+5!2^(1_2)
地72-94	2344.625	82.534	101.464	20.780	79.220	31.538	216.518	0.146	1.726	8.422	10.390	48.512	0.268	2.559	31.538	油层	长4+5!2^(1_2)
地72-94	2344.750	84.029	101.442	21.413	78.587	31.391	219.208	0.155	2.025	8.547	10.679	47.508	0.268	2.561	31.391	油层	长4+5!2^(1_2)
地72-94	2344.875	84.610	101.519	22.169	77.831	31.042	221.334	0.168	2.275	8.708	10.907	46.927	0.271	2.563	31.042	油层	长4+5!2^(1_2)
地72-94	2345.000	83.869	101.535	22.263	77.737	30.732	222.990	0.190	2.486	8.958	11.086	46.520	0.272	2.562	30.732	油层	长4+5!2^(1_2)
地72-94	2345.125	86.749	101.342	23.195	76.805	30.612	224.149	0.174	2.661	8.779	11.218	46.147	0.273	2.556	30.612	油层	长4+5!2^(1_2)
地72-94	2345.250	90.350	100.940	25.157	74.843	31.131	224.969	0.151	2.845	8.490	11.310	45.448	0.270	2.544	31.131	油层	长4+5!2^(1_2)
地72-94	2345.375	90.548	100.496	26.134	73.866	31.993	225.636	0.154	3.036	8.539	11.381	44.596	0.265	2.528	31.993	油层	长4+5!2^(1_2)
地72-94	2345.500	86.446	100.118	24.856	75.144	32.799	226.240	0.196	3.216	9.028	11.442	43.846	0.260	2.509	32.799	油层	长4+5!2^(1_2)
地72-94	2345.625	79.455	99.683	21.763	78.237	33.602	226.718	0.288	3.385	9.805	11.493	43.155	0.254	2.492	33.602	油层	长4+5!2^(1_2)
地72-94	2345.750	72.699	98.999	18.366	81.634	34.082	227.055	0.414	3.503	10.543	11.531	42.728	0.251	2.478	34.082	油层	长4+5!2^(1_2)
地72-94	2345.875	67.756	98.099	15.763	84.237	34.388	227.303	0.539	3.586	11.083	11.559	42.452	0.249	2.467	34.388	油层	长4+5!2^(1_2)
地72-94	2346.000	67.850	97.313	14.927	85.073	34.986	227.558	0.544	3.696	11.100	11.583	42.014	0.246	2.459	34.986	油层	长4+5!2^(1_2)
地72-94	2346.125	71.462	96.919	15.937	84.063	36.050	227.963	0.461	3.876	10.767	11.617	41.292	0.241	2.452	36.050	油层	长4+5!2^(1_2)
地72-94	2346.250	73.084	96.914	17.081	82.919	37.154	228.626	0.439	4.110	10.667	11.671	40.513	0.235	2.446	37.154	油层	长4+5!2^(1_2)
地72-94	2346.375	70.990	97.129	16.883	83.117	37.810	229.568	0.513	4.362	10.983	11.752	39.925	0.232	2.443	37.810	油层	长4+5!2^(1_2)
地72-94	2346.500	68.102	97.459	15.819	84.181	37.934	230.595	0.627	4.598	11.390	11.848	39.586	0.231	2.445	37.934	油层	长4+5!2^(1_2)
地72-94	2346.625	67.598	97.810	15.258	84.742	37.275	231.471	0.673	4.732	11.534	11.939	39.679	0.234	2.451	37.275	油层	长4+5!2^(1_2)
地72-94	2346.750	67.034	98.189	15.088	84.912	36.207	232.062	0.714	4.759	11.654	12.007	40.067	0.239	2.461	36.207	油层	长4+5!2^(1_2)
地72-94	2346.875	65.050	98.648	14.511	85.489	35.260	232.232	0.797	4.713	11.878	12.040	40.507	0.244	2.471	35.260	油层	长4+5!2^(1_2)
地72-94	2347.000	62.680	99.220	13.564	86.436	34.824	231.804	0.880	4.612	12.080	12.022	40.811	0.246	2.481	34.824	油层	长4+5!2^(1_2)
地72-94	2347.125	61.847	99.911	12.862	87.138	34.804	230.046	0.839	4.342	11.984	11.903	41.167	0.246	2.492	34.804	油层	长4+5!2^(1_2)
地72-94	2347.250	62.586	100.653	12.652	87.348	34.419	226.283	0.666	3.715	11.515	11.616	42.269	0.249	2.505	34.419	油层	长4+5!2^(1_2)
地72-94	2347.375	63.414	101.349	12.527	87.473	33.641	220.071	0.465	2.790	10.782	11.108	44.418	0.254	2.524	33.641	油层	长4+5!2^(1_2)
地72-94	2347.500	61.964	101.955	11.709	88.291	32.471	212.008	0.331	1.825	10.092	10.398	47.842	0.261	2.545	32.471	油层	长4+5!2^(1_2)
地72-94	2347.625	59.633	102.483	10.327	89.673	30.935	204.218	0.251	0.587	9.523	9.632	52.300	0.271	2.562	30.935	油层	长4+5!2^(1_2)
地72-94	2347.750	58.907	102.967	9.348	90.652	29.766	199.167	0.201	0.010	9.072	9.035	56.215	0.279	2.570	29.766	油层	长4+5!2^(1_2)
地72-94	2347.875	59.968	103.444	9.278	90.722	29.377	198.315	0.182	0.010	8.873	8.790	57.874	0.282	2.566	29.377	油层	长4+5!2^(1_2)
地72-94	2348.000	61.076	103.919	9.804	90.196	29.182	201.782	0.205	0.010	9.119	8.958	57.156	0.283	2.552	29.182	油层	长4+5!2^(1_2)
地72-94	2348.125	61.160	104.410	10.407	89.593	28.452	208.514	0.289	0.010	9.812	9.485	55.191	0.288	2.535	28.452	油层	长4+5!2^(1_2)
地72-94	2348.250	61.450	105.003	11.048	88.952	27.164	215.809	0.413	0.905	10.542	10.170	53.254	0.298	2.520	27.164	油层	长4+5!2^(1_2)
地72-94	2348.375	62.598	105.881	11.905	88.095	25.519	222.063	0.537	1.788	11.074	10.817	52.149	0.311	2.509	25.519	油层	长4+5!2^(1_2)
地72-94	2348.500	65.926	107.112	13.341	86.659	23.980	226.578	0.570	2.210	11.198	11.323	51.747	0.326	2.501	23.980	油层	长4+5!2^(1_2)
地72-94	2348.625	69.252	108.542	15.068	84.932	22.899	229.560	0.561	2.535	11.163	11.672	51.606	0.338	2.494	22.899	油层	长4+5!2^(1_2)
地72-94	2348.750	71.091	109.917	16.402	83.598	22.300	232.220	0.585	2.839	11.249	11.942	51.289	0.344	2.488	22.300	油层	长4+5!2^(1_2)
地72-94	2348.875	72.825	111.050	17.479	82.521	22.020	234.921	0.615	3.198	11.350	12.203	50.683	0.347	2.485	22.020	油层	长4+5!2^(1_2)
地72-94	2349.000	77.549	111.984	19.427	80.573	21.592	237.023	0.538	3.505	11.077	12.430	50.391	0.353	2.486	21.592	油层	长4+5!2^(1_2)
地72-94	2349.125	86.388	112.838	23.306	76.694	20.775	237.186	0.345	3.524	10.175	12.521	51.063	0.364	2.491	20.775	油层	长4+5!2^(1_2)
地72-94	2349.250	94.985	113.671	28.267	71.733	19.703	236.250	0.000	3.268	0.000	12.473	52.613	0.000	2.494	19.703	油层	长4+5!2^(1_2)
地72-94	2349.375	100.303	114.483	51.171	48.829	18.673	236.691	0.000	1.260	0.000	5.039	81.260	0.000	2.492	18.673		长4+5!2^(1_2)
地72-94	2349.500	102.830	115.205	67.450	32.550	17.870	240.898	0.000	0.010	0.000	0.100	99.900	0.000	2.482	17.870		长4+5!2^(1_2)
地72-94	2349.625	106.798	115.746	72.883	27.117	17.213	249.214	0.000	0.010	0.000	0.100	99.900	0.000	2.469	17.213		长4+5!2^(1_2)
地72-94	2349.750	112.956	116.080	81.956	18.044	16.065	257.404	0.000	0.010	0.000	0.100	99.900	0.000	2.460	16.065		长4+5!2^(1_2)
地72-94	2349.875	116.489	116.243	90.302	9.698	14.901	261.687	0.000	0.010	0.000	0.100	99.900	0.000	2.464	14.901		长4+5!2^(1_2)
地72-94	2350.000	115.948	116.305	92.352	7.648	13.995	260.301	0.000	0.010	0.000	0.100	99.900	0.000	2.482	13.995		长4+5!2^(1_2)
地72-94	2350.125	114.912	116.318	90.744	9.256	13.250	254.219	0.000	0.010	0.000	0.100	99.900	0.000	2.505	13.250		长4+5!2^(1_2)
地72-94	2350.250	115.485	116.292	90.605	9.395	12.777	248.318	0.000	0.010	0.000	0.100	99.900	0.000	2.526	12.777		长4+5!2^(1_2)
地72-94	2350.375	114.640	116.189	90.078	9.922	12.496	246.243	0.000	0.010	0.000	0.100	99.900	0.000	2.535	12.496		长4+5!2^(1_2)
地72-94	2350.500	112.558	116.006	87.111	12.889	12.466	250.274	0.000	0.010	0.000	0.100	99.900	0.000	2.533	12.466		长4+5!2^(1_2)
地72-94	2350.625	114.421	115.767	87.634	12.366	12.725	261.911	0.000	0.010	0.000	0.100	99.900	0.000	2.524	12.725		长4+5!2^(1_2)
地72-94	2350.750	119.449	115.478	94.928	5.072	13.234	277.756	0.000	0.010	0.000	0.100	99.900	0.000	2.514	13.234		长4+5!2^(1_2)
地72-94	2350.875	124.125	115.123	99.489	0.511	13.832	293.426	0.000	0.010	0.000	0.100	99.900	0.000	2.510	13.832		长4+5!2^(1_2)
地72-94	2351.000	126.402	114.704	99.900	0.100	14.291	303.449	0.000	0.010	0.000	0.100	99.900	0.000	2.513	14.291		长4+5!2^(1_2)
地72-94	2351.125	128.449	114.231	99.900	0.100	14.519	301.693	0.000	0.010	0.000	0.100	99.900	0.000	2.523	14.519		长4+5!2^(1_2)
地72-94	2351.250	129.892	113.687	99.900	0.100	14.614	289.715	0.000	0.010	0.000	0.100	99.900	0.000	2.535	14.614		长4+5!2^(1_2)
地72-94	2351.375	128.274	113.030	99.900	0.100	14.742	271.165	0.000	0.010	0.000	0.100	99.900	0.000	2.549	14.742		长4+5!2^(1_2)
地72-94	2351.500	122.012	112.240	99.900	0.100	14.967	251.557	0.000	0.010	0.000	0.100	99.900	0.000	2.560	14.967		长4+5!2^(1_2)
地72-94	2351.625	114.303	111.309	93.244	6.756	15.131	236.701	0.000	0.010	0.000	0.100	99.900	0.000	2.567	15.131		长4+5!2^(1_2)
地72-94	2351.750	107.798	110.242	81.816	18.184	15.177	227.494	0.000	0.010	0.000	0.100	99.900	0.000	2.569	15.177		长4+5!2^(1_2)
地72-94	2351.875	101.010	109.111	70.577	29.423	15.109	222.543	0.000	0.010	0.000	0.100	99.900	0.000	2.567	15.109		长4+5!2^(1_2)
地72-94	2352.000	92.733	108.085	59.043	40.957	14.868	219.689	0.000	0.010	0.000	0.100	99.900	0.000	2.562	14.868		长4+5!2^(1_2)
地72-94	2352.125	85.919	107.345	49.039	50.961	14.589	217.439	0.000	0.010	0.000	0.100	99.900	0.000	2.558	14.589		长4+5!2^(1_2)
地72-94	2352.250	82.441	106.988	43.077	56.923	14.421	215.229	0.000	0.010	0.000	0.100	99.900	0.000	2.554	14.421		长4+5!2^(1_2)
地72-94	2352.375	80.654	107.086	40.213	59.787	14.469	213.119	0.000	0.010	0.000	0.100	99.900	0.000	2.554	14.469		长4+5!2^(1_2)
地72-94	2352.500	77.921	107.635	37.602	62.398	14.644	211.362	0.000	0.010	0.000	0.100	99.900	0.000	2.556	14.644		长4+5!2^(1_2)
地72-94	2352.625	74.493	108.632	34.251	65.749	14.936	210.843	0.000	0.010	0.000	0.100	99.900	0.000	2.562	14.936		长4+5!2^(1_2)
地72-94	2352.750	75.229	110.079	33.267	66.733	15.173	212.108	0.000	0.010	0.000	0.100	99.900	0.000	2.572	15.173		长4+5!2^(1_2)
地72-94	2352.875	83.933	111.893	39.325	60.675	15.253	215.408	0.000	0.010	0.000	0.100	99.900	0.000	2.584	15.253		长4+5!2^(1_2)
地72-94	2353.000	100.719	113.847	56.702	43.298	15.157	220.408	0.000	0.010	0.000	0.100	99.900	0.000	2.596	15.157		长4+5!2^(1_2)
地72-94	2353.125	118.481	115.719	84.434	15.566	14.878	226.284	0.000	0.010	0.000	0.100	99.900	0.000	2.605	14.878		长4+5!2^(1_2)
地72-94	2353.250	128.377	117.355	98.706	1.294	14.584	231.981	0.000	0.010	0.000	0.100	99.900	0.000	2.609	14.584		长4+5!2^(1_2)
地72-94	2353.375	129.252	118.613	99.900	0.100	14.330	237.036	0.000	0.010	0.000	0.100	99.900	0.000	2.605	14.330		长4+5!2^(1_2)
地72-94	2353.500	126.145	119.481	99.900	0.100	14.069	241.495	0.000	0.010	0.000	0.100	99.900	0.000	2.595	14.069		长4+5!2^(1_3)
地72-94	2353.625	123.796	120.059	99.900	0.100	13.852	246.144	0.000	0.010	0.000	0.100	99.900	0.000	2.582	13.852		长4+5!2^(1_3)
地72-94	2353.750	121.971	120.447	99.900	0.100	13.677	251.578	0.000	0.010	0.000	0.100	99.900	0.000	2.568	13.677		长4+5!2^(1_3)
地72-94	2353.875	121.388	120.680	99.900	0.100	13.561	257.376	0.000	0.010	0.000	0.100	99.900	0.000	2.559	13.561		长4+5!2^(1_3)
地72-94	2354.000	122.121	120.803	99.900	0.100	13.497	261.840	0.000	0.010	0.000	0.100	99.900	0.000	2.557	13.497		长4+5!2^(1_3)
地72-94	2354.125	118.609	120.908	98.266	1.734	13.389	261.814	0.000	0.010	0.000	0.100	99.900	0.000	2.562	13.389		长4+5!2^(1_3)
地72-94	2354.250	109.909	121.061	87.359	12.641	13.427	257.105	0.000	0.010	0.000	0.100	99.900	0.000	2.570	13.427		长4+5!2^(1_3)
地72-94	2354.375	103.044	121.199	73.939	26.061	13.589	249.369	0.000	0.010	0.000	0.100	99.900	0.000	2.577	13.589		长4+5!2^(1_3)
地72-94	2354.500	103.576	121.220	69.859	30.141	13.816	241.536	0.000	0.010	0.000	0.100	99.900	0.000	2.580	13.816		长4+5!2^(1_3)
地72-94	2354.625	107.045	121.122	73.605	26.395	14.000	236.816	0.000	0.010	0.000	0.100	99.900	0.000	2.579	14.000		长4+5!2^(1_3)
地72-94	2354.750	106.875	120.979	75.709	24.291	14.090	235.472	0.000	0.010	0.000	0.100	99.900	0.000	2.576	14.090		长4+5!2^(1_3)
地72-94	2354.875	105.242	120.853	73.972	26.028	14.146	236.904	0.000	0.010	0.000	0.100	99.900	0.000	2.572	14.146		长4+5!2^(1_3)
地72-94	2355.000	106.077	120.751	73.713	26.287	14.151	240.347	0.000	0.010	0.000	0.100	99.900	0.000	2.568	14.151		长4+5!2^(1_3)
地72-94	2355.125	109.365	120.624	77.616	22.384	14.126	244.780	0.000	0.010	0.000	0.100	99.900	0.000	2.565	14.126		长4+5!2^(1_3)
地72-94	2355.250	110.978	120.382	81.561	18.439	14.003	248.254	0.000	0.010	0.000	0.100	99.900	0.000	2.562	14.003		长4+5!2^(1_3)
地72-94	2355.375	109.944	119.978	81.601	18.399	13.727	248.671	0.000	0.010	0.000	0.100	99.900	0.000	2.560	13.727		长4+5!2^(1_3)
地72-94	2355.500	107.848	119.490	78.692	21.308	13.542	244.525	0.000	0.010	0.000	0.100	99.900	0.000	2.558	13.542		长4+5!2^(1_3)
地72-94	2355.625	102.925	119.009	72.398	27.602	13.517	235.486	0.000	0.010	0.000	0.100	99.900	0.000	2.559	13.517		长4+5!2^(1_3)
地72-94	2355.750	93.771	118.542	61.082	38.918	13.777	224.556	0.000	0.010	0.000	0.100	99.900	0.000	2.562	13.777		长4+5!2^(1_3)
地72-94	2355.875	81.948	118.117	46.798	53.202	14.254	214.339	0.000	0.010	0.000	0.100	99.900	0.000	2.568	14.254		长4+5!2^(1_3)
地72-94	2356.000	71.863	117.861	34.463	65.537	14.856	206.567	0.000	0.010	0.000	0.100	99.900	0.000	2.575	14.856		长4+5!2^(1_3)
地72-94	2356.125	67.157	117.880	27.526	72.474	15.676	202.009	0.000	0.010	0.000	0.100	99.900	0.000	2.584	15.676		长4+5!2^(1_3)
地72-94	2356.250	65.259	118.136	24.727	75.273	16.470	199.587	0.000	0.010	0.000	0.100	99.900	0.000	2.592	16.470		长4+5!2^(1_3)
地72-94	2356.375	64.585	118.503	23.690	76.310	17.183	198.836	0.000	0.010	0.000	0.100	99.900	0.000	2.600	17.183		长4+5!2^(1_3)
地72-94	2356.500	63.739	118.910	23.011	76.989	17.827	199.857	0.000	0.010	0.000	0.100	99.900	0.000	2.607	17.827		长4+5!2^(1_3)
地72-94	2356.625	67.024	119.370	24.461	75.539	18.121	203.582	0.000	0.010	0.000	0.100	99.900	0.000	2.612	18.121		长4+5!2^(1_3)
地72-94	2356.750	76.903	119.904	31.437	68.563	17.872	209.985	0.000	0.010	0.000	0.100	99.900	0.000	2.614	17.872		长4+5!2^(1_3)
地72-94	2356.875	90.523	120.431	44.925	55.075	17.313	218.747	0.000	0.010	0.000	0.100	99.900	0.000	2.612	17.313		长4+5!2^(1_3)
地72-94	2357.000	102.883	120.780	61.988	38.012	16.654	228.860	0.000	0.010	0.000	0.100	99.900	0.000	2.608	16.654		长4+5!2^(1_3)
地72-94	2357.125	112.050	120.831	78.413	21.587	15.891	238.437	0.000	0.010	0.000	0.100	99.900	0.000	2.602	15.891		长4+5!2^(1_3)
地72-94	2357.250	118.472	120.602	91.988	8.012	15.205	245.913	0.000	0.010	0.000	0.100	99.900	0.000	2.596	15.205		长4+5!2^(1_3)
地72-94	2357.375	119.491	120.202	98.133	1.867	14.581	251.044	0.000	0.010	0.000	0.100	99.900	0.000	2.589	14.581		长4+5!2^(1_3)
地72-94	2357.500	116.243	119.738	95.087	4.913	14.251	254.730	0.000	0.010	0.000	0.100	99.900	0.000	2.582	14.251		长4+5!2^(1_3)
地72-94	2357.625	113.169	119.234	89.013	10.987	14.152	257.894	0.000	0.010	0.000	0.100	99.900	0.000	2.576	14.152		长4+5!2^(1_3)
地72-94	2357.750	111.516	118.625	84.875	15.125	14.113	259.892	0.000	0.010	0.000	0.100	99.900	0.000	2.571	14.113		长4+5!2^(1_3)
地72-94	2357.875	108.929	117.788	80.926	19.074	14.197	258.670	0.000	0.010	0.000	0.100	99.900	0.000	2.569	14.197		长4+5!2^(1_3)
地72-94	2358.000	104.486	116.711	74.636	25.364	14.371	252.475	0.000	0.010	0.000	0.100	99.900	0.000	2.569	14.371		长4+5!2^(1_3)
地72-94	2358.125	95.540	115.550	63.555	36.445	14.729	241.080	0.000	0.010	0.000	0.100	99.900	0.000	2.571	14.729		长4+5!2^(1_3)
地72-94	2358.250	84.228	114.502	49.373	50.627	15.326	228.538	0.000	0.010	0.000	0.100	99.900	0.000	2.572	15.326		长4+5!2^(1_3)
地72-94	2358.375	74.058	113.652	36.835	63.165	16.073	218.262	0.000	0.010	0.000	0.100	99.900	0.000	2.569	16.073		长4+5!2^(1_3)
地72-94	2358.500	66.413	112.895	27.996	72.004	16.835	212.039	0.000	0.010	0.000	0.100	99.900	0.000	2.563	16.835		长4+5!2^(1_3)
地72-94	2358.625	62.988	112.182	23.274	76.726	17.501	210.177	0.000	0.010	0.000	0.100	99.900	0.000	2.555	17.501		长4+5!2^(1_3)
地72-94	2358.750	63.009	111.647	22.083	77.917	17.880	210.692	0.000	0.010	0.000	0.100	99.900	0.000	2.548	17.880		长4+5!2^(1_3)
地72-94	2358.875	66.479	111.459	23.915	76.085	18.000	212.689	0.000	0.010	0.000	0.100	99.900	0.000	2.544	18.000		长4+5!2^(1_3)
地72-94	2359.000	71.148	111.557	27.747	72.253	18.052	215.822	0.000	0.010	0.000	0.100	99.900	0.000	2.545	18.052		长4+5!2^(1_3)
地72-94	2359.125	75.685	111.794	32.219	67.781	18.138	220.195	0.000	0.010	0.000	0.100	99.900	0.000	2.549	18.138		长4+5!2^(1_3)
地72-94	2359.250	78.919	112.137	36.104	63.896	18.241	225.250	0.000	0.010	0.000	0.100	99.900	0.000	2.555	18.241		长4+5!2^(1_3)
地72-94	2359.375	81.015	112.600	38.875	61.125	18.265	230.119	0.000	0.010	0.000	0.100	99.900	0.000	2.559	18.265		长4+5!2^(1_3)
地72-94	2359.500	85.255	113.119	42.765	57.235	18.220	233.781	0.000	0.010	0.000	0.100	99.900	0.000	2.562	18.220		长4+5!2^(1_3)
地72-94	2359.625	91.838	113.557	49.737	50.263	18.130	235.419	0.000	0.010	0.000	0.100	99.900	0.000	2.562	18.130		长4+5!2^(1_3)
地72-94	2359.750	95.265	113.809	55.882	44.118	18.063	235.655	0.000	0.010	0.000	0.100	99.900	0.000	2.561	18.063		长4+5!2^(1_3)
地72-94	2359.875	93.423	113.826	56.229	43.771	18.097	235.175	0.000	0.010	0.000	0.100	99.900	0.000	2.558	18.097		长4+5!2^(1_3)
地72-94	2360.000	88.813	113.656	51.570	48.430	18.201	234.580	0.000	0.010	0.000	0.100	99.900	0.000	2.555	18.201		长4+5!2^(1_3)
地72-94	2360.125	87.398	113.398	48.074	51.926	18.406	234.146	0.000	0.010	0.000	0.100	99.900	0.000	2.551	18.406		长4+5!2^(1_3)
地72-94	2360.250	90.652	113.157	49.848	50.152	18.669	233.823	0.000	0.010	0.000	0.100	99.900	0.000	2.547	18.669		长4+5!2^(1_3)
地72-94	2360.375	94.224	113.026	54.386	45.614	18.799	233.587	0.000	0.010	0.000	0.100	99.900	0.000	2.544	18.799		长4+5!2^(1_3)
地72-94	2360.500	93.923	113.000	56.059	43.941	18.764	233.282	0.000	0.010	0.000	0.100	99.900	0.000	2.543	18.764		长4+5!2^(1_3)
地72-94	2360.625	90.572	113.005	53.202	46.798	18.621	232.443	0.000	0.010	0.000	0.100	99.900	0.000	2.543	18.621		长4+5!2^(1_3)
地72-94	2360.750	87.938	112.976	49.385	50.615	18.491	230.790	0.000	0.010	0.000	0.100	99.900	0.000	2.544	18.491		长4+5!2^(1_3)
地72-94	2360.875	84.165	112.861	45.281	54.719	18.469	228.465	0.000	0.010	0.000	0.100	99.900	0.000	2.545	18.469		长4+5!2^(1_3)
地72-94	2361.000	78.082	112.696	39.324	60.676	18.620	226.076	0.000	0.010	0.000	0.100	99.900	0.000	2.545	18.620		长4+5!2^(1_3)
