井名	深度	SH	SS	RT	AC	GR	SP	PERM	POR	SW	DEN	CNL	CAL	RT.1	解释结论	层位
耿166	2491.000	81.495	18.505	14.154	231.303	115.839	147.755	0.01	0.1	99.9	2.629	19.997	23.93	14.204		长4+5!2^(2_1)
耿166	2491.125	86.496	13.504	14.005	233.363	118.453	148.1	0.01	0.1	99.9	2.642	20.989	23.922	14.078		长4+5!2^(2_1)
耿166	2491.250	90.465	9.535	13.872	234.668	120.45	148.522	0.01	0.1	99.9	2.655	21.834	23.925	13.896		长4+5!2^(2_1)
耿166	2491.375	94.065	5.935	13.809	235.744	122.208	149.037	0.01	0.1	99.9	2.661	22.43	23.944	13.836		长4+5!2^(2_1)
耿166	2491.500	98.635	1.365	13.752	237.291	124.369	149.652	0.01	0.1	99.9	2.654	22.956	23.97	13.767		长4+5!2^(2_1)
耿166	2491.625	99.9	0.1	13.744	240.112	126.076	150.325	0.01	0.1	99.9	2.642	23.66	23.995	13.73		长4+5!2^(2_1)
耿166	2491.750	99.9	0.1	13.763	244.711	126.761	151.021	0.01	0.1	99.9	2.626	24.38	24.008	13.765		长4+5!2^(2_2)
耿166	2491.875	99.9	0.1	13.76	250.69	125.738	151.725	0.01	0.1	99.9	2.609	25.252	24.003	13.759		长4+5!2^(2_2)
耿166	2492.000	94.546	5.454	13.761	256.522	122.439	152.431	0.01	0.1	99.9	2.593	26.468	23.991	13.76		长4+5!2^(2_2)
耿166	2492.125	84.086	15.914	13.737	260.776	117.207	153.122	0.01	0.1	99.9	2.59	27.84	23.981	13.762		长4+5!2^(2_2)
耿166	2492.250	74.995	25.005	13.661	262.274	112.266	153.765	0.01	0.1	99.9	2.594	28.123	23.958	13.701		长4+5!2^(2_2)
耿166	2492.375	70.005	29.995	13.571	260.391	109.375	154.307	0.01	0.1	99.9	2.598	27.591	23.915	13.602		长4+5!2^(2_2)
耿166	2492.500	68.117	31.883	13.49	256.082	108.244	154.738	0.01	0.1	99.9	2.602	26.802	23.868	13.524		长4+5!2^(2_2)
耿166	2492.625	67.651	32.349	13.429	251.053	107.962	155.077	0.01	0.1	99.9	2.617	25.481	23.825	13.438		长4+5!2^(2_2)
耿166	2492.750	68.416	31.584	13.442	247.16	108.424	155.328	0.01	0.1	99.9	2.624	23.84	23.788	13.416		长4+5!2^(2_2)
耿166	2492.875	68.966	31.034	13.55	245.573	108.755	155.483	0.01	0.1	99.9	2.619	23.0	23.753	13.482		长4+5!2^(2_2)
耿166	2493.000	67.92	32.08	13.793	246.111	108.124	155.548	0.01	0.1	99.9	2.627	22.968	23.708	13.652		长4+5!2^(2_2)
耿166	2493.125	66.523	33.477	14.26	247.512	107.273	155.521	0.01	0.1	99.9	2.643	23.174	23.659	14.004		长4+5!2^(2_2)
耿166	2493.250	64.769	35.231	14.817	248.021	106.186	155.409	0.01	0.1	99.9	2.662	23.453	23.616	14.644		长4+5!2^(2_2)
耿166	2493.375	60.628	39.372	15.276	246.139	103.542	155.222	0.01	0.1	99.9	2.677	23.243	23.581	15.076		长4+5!2^(2_2)
耿166	2493.500	53.803	46.197	15.696	241.507	98.918	154.95	0.01	0.1	99.9	2.692	22.299	23.553	15.576		长4+5!2^(2_2)
耿166	2493.625	45.098	54.902	15.967	234.728	92.465	154.586	0.01	0.1	99.9	2.692	20.763	23.536	15.875		长4+5!2^(2_2)
耿166	2493.750	35.469	64.531	16.113	226.994	84.434	154.135	0.01	0.1	99.9	2.683	18.785	23.533	16.105		长4+5!2^(2_2)
耿166	2493.875	27.285	72.715	16.082	220.138	76.669	153.609	0.01	0.1	99.9	2.665	16.688	23.556	16.125		长4+5!2^(2_2)
耿166	2494.000	23.191	76.809	15.878	215.42	72.381	153.025	0.01	0.1	99.9	2.657	15.232	23.614	16.017		长4+5!2^(2_2)
耿166	2494.125	23.957	76.043	15.383	213.106	73.207	152.429	0.01	0.1	99.9	2.658	14.644	23.691	15.671		长4+5!2^(2_2)
耿166	2494.250	28.361	71.639	14.762	213.016	77.747	151.855	0.01	0.1	99.9	2.66	14.498	23.771	14.953		长4+5!2^(2_2)
耿166	2494.375	35.269	64.731	14.278	214.514	84.255	151.332	0.01	0.1	99.9	2.659	14.521	23.849	14.476		长4+5!2^(2_2)
耿166	2494.500	43.622	56.378	13.77	216.956	91.3	150.89	0.01	0.1	99.9	2.641	14.703	23.918	13.982		长4+5!2^(2_2)
耿166	2494.625	51.105	48.895	13.236	220.462	96.989	150.55	0.01	0.1	99.9	2.594	15.057	23.973	13.452		长4+5!2^(2_2)
耿166	2494.750	55.687	44.313	12.8	226.025	100.23	150.318	0.01	0.1	99.9	2.538	15.579	24.001	12.914		长4+5!2^(2_2)
耿166	2494.875	58.977	41.023	12.502	233.979	102.455	150.197	0.01	0.1	99.9	2.499	16.697	23.985	12.631		长4+5!2^(2_2)
耿166	2495.000	63.487	36.513	12.234	243.986	105.38	150.162	0.01	0.1	99.9	2.487	18.76	23.938	12.31		长4+5!2^(2_2)
耿166	2495.125	68.926	31.074	12.119	255.313	108.731	150.187	0.01	0.1	99.9	2.507	21.848	23.883	12.121		长4+5!2^(2_2)
耿166	2495.250	74.681	25.319	12.132	265.476	112.088	150.258	0.01	0.1	99.9	2.562	24.853	23.834	12.116		长4+5!2^(2_2)
耿166	2495.375	80.526	19.474	12.198	272.389	115.319	150.351	0.01	0.1	99.9	2.614	26.865	23.795	12.154		长4+5!2^(2_2)
耿166	2495.500	86.372	13.628	12.246	275.747	118.389	150.447	0.01	0.1	99.9	2.643	28.196	23.766	12.264		长4+5!2^(2_2)
耿166	2495.625	89.584	10.416	12.13	275.571	120.013	150.53	0.01	0.1	99.9	2.64	29.07	23.748	12.22		长4+5!2^(2_2)
耿166	2495.750	90.148	9.852	11.94	272.686	120.293	150.586	0.01	0.1	99.9	2.623	29.183	23.756	11.996		长4+5!2^(2_2)
耿166	2495.875	89.269	10.731	11.787	268.882	119.855	150.608	0.01	0.1	99.9	2.602	28.773	23.794	11.854		长4+5!2^(2_2)
耿166	2496.000	86.883	13.117	11.596	264.547	118.65	150.587	0.01	0.1	99.9	2.593	28.448	23.845	11.686		长4+5!2^(2_2)
耿166	2496.125	81.818	18.182	11.349	259.529	116.011	150.511	0.01	0.1	99.9	2.591	28.106	23.896	11.462		长4+5!2^(2_2)
耿166	2496.250	74.661	25.339	11.129	253.896	112.076	150.366	0.01	0.1	99.9	2.598	27.387	23.948	11.18		长4+5!2^(2_2)
耿166	2496.375	66.093	33.907	11.014	247.623	107.008	150.137	0.01	0.1	99.9	2.604	25.944	24.0	11.051		长4+5!2^(2_2)
耿166	2496.500	56.594	43.406	10.931	241.572	100.851	149.804	0.01	0.1	99.9	2.603	24.28	24.056	10.958		长4+5!2^(2_2)
耿166	2496.625	47.724	52.276	10.87	236.319	94.484	149.356	0.01	0.1	99.9	2.597	22.97	24.114	10.89		长4+5!2^(2_2)
耿166	2496.750	41.503	58.497	10.828	232.033	89.588	148.8	0.01	0.1	99.9	2.597	21.737	24.177	10.84		长4+5!2^(2_2)
耿166	2496.875	38.116	61.884	10.761	228.603	86.748	148.153	0.01	0.1	99.9	2.6	20.556	24.246	10.81		长4+5!2^(2_2)
耿166	2497.000	36.899	63.101	10.599	226.475	85.695	147.449	0.01	0.1	99.9	2.602	19.672	24.319	10.688		长4+5!2^(2_2)
耿166	2497.125	37.549	62.451	10.361	225.846	86.259	146.723	0.01	0.1	99.9	2.599	19.344	24.392	10.466		长4+5!2^(2_2)
耿166	2497.250	39.753	60.247	10.14	226.478	88.137	146.032	0.01	0.1	99.9	2.587	19.689	24.457	10.203		长4+5!2^(2_2)
耿166	2497.375	42.566	57.434	10.023	228.272	90.453	145.44	0.01	0.1	99.9	2.535	20.522	24.503	10.045		长4+5!2^(2_2)
耿166	2497.500	46.007	53.993	9.981	231.531	93.171	145.003	0.01	0.1	99.9	2.497	21.496	24.528	9.99		长4+5!2^(2_2)
耿166	2497.625	51.343	48.657	9.974	235.908	97.162	144.751	0.01	0.1	99.9	2.501	22.445	24.526	9.968		长4+5!2^(2_2)
耿166	2497.750	57.846	42.154	10.062	241.195	101.699	144.687	0.01	0.1	99.9	2.542	23.705	24.489	9.983		长4+5!2^(2_2)
耿166	2497.875	64.785	35.215	10.305	247.269	106.196	144.801	0.01	0.1	99.9	2.601	25.625	24.422	10.181		长4+5!2^(2_2)
耿166	2498.000	70.525	29.475	10.693	251.744	109.682	145.07	0.01	0.1	99.9	2.687	28.187	24.325	10.49		长4+5!2^(2_2)
耿166	2498.125	74.83	25.17	11.332	252.77	112.172	145.449	0.01	0.1	99.9	2.715	30.213	24.213	10.997		长4+5!2^(2_2)
耿166	2498.250	74.952	25.048	12.015	249.748	112.241	145.874	0.01	0.1	99.9	2.711	30.794	24.106	11.834		长4+5!2^(2_2)
耿166	2498.375	69.55	30.45	12.505	242.677	109.104	146.282	0.01	0.1	99.9	2.698	29.906	24.01	12.285		长4+5!2^(2_2)
耿166	2498.500	60.777	39.223	13.079	233.036	103.639	146.619	0.01	0.1	99.9	2.684	27.318	23.928	12.834		长4+5!2^(2_2)
耿166	2498.625	51.598	48.402	13.746	224.197	97.347	146.854	0.01	0.1	99.9	2.668	23.361	23.869	13.444		长4+5!2^(2_2)
耿166	2498.750	43.426	56.574	14.284	218.473	91.144	146.968	0.01	0.1	99.9	2.621	19.642	23.834	14.197		长4+5!2^(2_2)
耿166	2498.875	37.648	62.352	14.479	216.434	86.345	146.957	0.01	0.1	99.9	2.605	17.466	23.819	14.415		长4+5!2^(2_2)
耿166	2499.000	37.178	62.822	14.64	217.385	85.938	146.836	0.01	0.1	99.9	2.604	16.541	23.819	14.575		长4+5!2^(2_2)
耿166	2499.125	41.622	58.378	14.795	219.726	89.685	146.632	0.01	0.1	99.9	2.603	16.517	23.825	14.737		长4+5!2^(2_2)
耿166	2499.250	48.757	51.243	14.898	221.96	95.26	146.383	0.01	0.1	99.9	2.599	17.127	23.829	14.883		长4+5!2^(2_2)
耿166	2499.375	54.364	45.636	14.946	223.275	99.312	146.129	0.01	0.1	99.9	2.603	17.943	23.83	14.921		长4+5!2^(2_2)
耿166	2499.500	58.588	41.412	15.052	224.379	102.196	145.911	0.01	0.1	99.9	2.604	18.699	23.828	14.982		长4+5!2^(2_2)
耿166	2499.625	61.291	38.709	15.29	226.606	103.973	145.759	0.01	0.1	99.9	2.599	19.395	23.818	15.157		长4+5!2^(2_2)
耿166	2499.750	64.37	35.63	15.614	230.487	105.936	145.694	0.01	0.1	99.9	2.593	20.192	23.8	15.49		长4+5!2^(2_2)
耿166	2499.875	69.518	30.482	15.959	235.795	109.085	145.713	0.01	0.1	99.9	2.586	21.162	23.78	15.801		长4+5!2^(2_2)
耿166	2500.000	78.2	21.8	16.449	241.03	114.053	145.805	0.01	0.1	99.9	2.582	22.37	23.76	16.196		长4+5!2^(2_2)
耿166	2500.125	87.481	12.519	17.192	243.608	118.955	145.954	0.01	0.1	99.9	2.587	23.351	23.739	16.829		长4+5!2^(2_2)
耿166	2500.250	92.93	7.07	17.953	242.357	121.659	146.134	0.01	0.1	99.9	2.602	23.239	23.711	17.735		长4+5!2^(2_2)
耿166	2500.375	91.231	8.769	18.456	237.752	120.829	146.323	0.01	0.1	99.9	2.62	22.243	23.677	18.28		长4+5!2^(2_2)
耿166	2500.500	83.472	16.528	18.94	231.648	116.886	146.489	0.01	0.1	99.9	2.641	20.955	23.644	18.719		长4+5!2^(2_2)
耿166	2500.625	74.378	25.622	19.607	226.445	111.916	146.602	0.01	0.1	99.9	2.655	19.573	23.622	19.271		长4+5!2^(2_2)
耿166	2500.750	67.556	32.444	20.351	223.609	107.904	146.647	0.01	0.1	99.9	2.658	18.632	23.611	20.111		长4+5!2^(2_2)
耿166	2500.875	63.576	36.424	20.976	223.129	105.436	146.616	0.01	0.1	99.9	2.655	18.817	23.608	20.71		长4+5!2^(2_3)
耿166	2501.000	61.17	38.83	21.717	223.872	103.894	146.502	0.01	0.1	99.9	2.655	19.63	23.62	21.375		长4+5!2^(2_3)
耿166	2501.125	59.955	40.045	22.726	223.869	103.101	146.301	0.01	0.1	99.9	2.652	20.314	23.655	22.23		长4+5!2^(2_3)
耿166	2501.250	58.674	41.326	23.785	221.769	102.253	145.997	0.01	0.1	99.9	2.653	20.652	23.716	23.469		长4+5!2^(2_3)
耿166	2501.375	56.887	43.113	24.538	217.515	101.051	145.577	0.01	0.1	99.9	2.658	19.809	23.802	24.258	干层	长4+5!2^(2_3)
耿166	2501.500	54.124	45.876	25.127	211.892	99.144	145.039	0.01	0.1	99.9	2.661	17.928	23.899	24.958	干层	长4+5!2^(2_3)
耿166	2501.625	50.694	49.306	25.494	206.839	96.69	144.386	0.01	0.1	99.9	2.659	15.846	23.997	25.38	干层	长4+5!2^(2_3)
耿166	2501.750	49.62	50.38	25.521	204.509	95.902	143.619	0.01	0.1	99.9	2.652	14.099	24.095	25.665	干层	长4+5!2^(2_3)
耿166	2501.875	53.353	46.647	25.182	205.976	98.601	142.739	0.01	0.1	99.9	2.632	13.125	24.187	25.306	干层	长4+5!2^(2_3)
耿166	2502.000	60.996	39.004	24.892	211.103	103.781	141.759	0.01	0.1	99.9	2.602	13.82	24.27	24.997	干层	长4+5!2^(2_3)
耿166	2502.125	71.252	28.748	24.581	218.531	110.11	140.706	0.01	0.1	99.9	2.568	16.076	24.337	24.735	干层	长4+5!2^(2_3)
耿166	2502.250	81.963	18.037	24.271	226.21	116.088	139.619	0.01	0.1	99.9	2.536	19.053	24.381	24.352	干层	长4+5!2^(2_3)
耿166	2502.375	87.872	12.128	24.084	232.567	119.153	138.541	0.01	0.1	99.9	2.512	21.796	24.4	24.149	干层	长4+5!2^(2_3)
耿166	2502.500	86.627	13.373	23.937	236.77	118.52	137.508	0.01	0.1	99.9	2.497	23.814	24.409	23.987	干层	长4+5!2^(2_3)
耿166	2502.625	83.322	16.678	23.809	238.861	116.807	136.557	0.01	0.1	99.9	2.488	24.88	24.41	23.861	干层	长4+5!2^(2_3)
耿166	2502.750	81.291	18.709	23.74	239.429	115.729	135.727	0.01	0.1	99.9	2.486	25.176	24.401	23.731	干层	长4+5!2^(2_3)
耿166	2502.875	79.812	20.188	23.696	239.127	114.934	135.05	0.01	0.1	99.9	2.487	24.681	24.376	23.753	干层	长4+5!2^(2_3)
耿166	2503.000	75.223	24.777	23.479	238.37	112.395	134.55	0.01	0.1	99.9	2.486	24.082	24.335	23.611	干层	长4+5!2^(2_3)
耿166	2503.125	67.335	32.665	22.991	237.469	107.769	134.239	0.01	0.1	99.9	2.483	23.545	24.286	23.281	干层	长4+5!2^(2_3)
耿166	2503.250	56.111	43.889	22.284	236.214	100.521	134.122	0.01	0.1	99.9	2.484	23.204	24.24	22.557	干层	长4+5!2^(2_3)
耿166	2503.375	43.504	56.496	21.511	233.914	91.206	134.203	0.01	0.1	99.9	2.486	22.537	24.196	21.875	干层	长4+5!2^(2_3)
耿166	2503.500	33.636	66.364	20.415	230.557	82.778	134.488	0.01	0.1	99.9	2.494	21.316	24.147	20.965	干层	长4+5!2^(2_3)
耿166	2503.625	30.185	69.815	18.828	226.794	79.534	134.979	0.01	0.1	99.9	2.522	19.474	24.097	19.593	干层	长4+5!2^(2_3)
耿166	2503.750	33.789	66.211	17.265	223.972	82.918	135.674	0.01	0.1	99.9	2.557	17.433	24.052	17.682	干层	长4+5!2^(2_3)
耿166	2503.875	42.91	57.09	16.272	223.577	90.73	136.561	0.01	0.1	99.9	2.595	15.89	24.02	16.641	干层	长4+5!2^(2_3)
耿166	2504.000	56.089	43.911	15.353	226.377	100.506	137.624	0.01	0.1	99.9	2.628	15.704	24.001	15.719	干层	长4+5!2^(2_3)
耿166	2504.125	71.396	28.604	14.449	231.636	110.194	138.841	0.01	0.1	99.9	2.654	17.173	23.991	14.804		长4+5!2^(2_3)
耿166	2504.250	85.913	14.087	13.787	237.462	118.154	140.177	0.01	0.1	99.9	2.663	19.693	23.98	13.918		长4+5!2^(2_3)
耿166	2504.375	93.759	6.241	13.498	241.968	122.061	141.585	0.01	0.1	99.9	2.667	22.248	23.971	13.59		长4+5!2^(2_3)
耿166	2504.500	94.697	5.303	13.301	243.87	122.511	143.015	0.01	0.1	99.9	2.669	24.235	23.969	13.361		长4+5!2^(2_3)
耿166	2504.625	93.042	6.958	13.157	243.217	121.714	144.41	0.01	0.1	99.9	2.675	25.194	23.963	13.211		长4+5!2^(2_3)
耿166	2504.750	91.509	8.491	13.049	240.912	120.965	145.718	0.01	0.1	99.9	2.681	25.082	23.949	13.076		长4+5!2^(2_3)
耿166	2504.875	88.703	11.297	12.979	238.14	119.571	146.901	0.01	0.1	99.9	2.688	24.52	23.933	13.009		长4+5!2^(2_3)
耿166	2505.000	86.252	13.748	12.88	235.538	118.327	147.926	0.01	0.1	99.9	2.69	24.136	23.916	12.933		长4+5!2^(2_3)
耿166	2505.125	84.975	15.025	12.713	233.278	117.67	148.782	0.01	0.1	99.9	2.688	24.126	23.9	12.799		长4+5!2^(2_3)
耿166	2505.250	85.079	14.921	12.508	231.327	117.723	149.474	0.01	0.1	99.9	2.683	24.273	23.886	12.585		长4+5!2^(2_3)
耿166	2505.375	84.488	15.512	12.308	229.78	117.416	150.017	0.01	0.1	99.9	2.674	24.077	23.874	12.393		长4+5!2^(2_3)
耿166	2505.500	83.496	16.504	12.051	228.946	116.898	150.431	0.01	0.1	99.9	2.665	23.647	23.869	12.18		长4+5!2^(2_3)
耿166	2505.625	81.279	18.721	11.715	229.055	115.723	150.742	0.01	0.1	99.9	2.657	23.263	23.876	11.857		长4+5!2^(2_3)
耿166	2505.750	79.663	20.337	11.431	230.319	114.853	150.977	0.01	0.1	99.9	2.657	22.884	23.889	11.503		长4+5!2^(2_3)
耿166	2505.875	78.781	21.219	11.308	232.683	114.372	151.157	0.01	0.1	99.9	2.663	22.663	23.898	11.324		长4+5!2^(2_3)
耿166	2506.000	82.657	17.343	11.309	235.834	116.456	151.295	0.01	0.1	99.9	2.67	23.005	23.899	11.284		长4+5!2^(2_3)
耿166	2506.125	89.836	10.164	11.409	239.237	120.138	151.395	0.01	0.1	99.9	2.676	23.774	23.891	11.345		长4+5!2^(2_3)
耿166	2506.250	99.322	0.678	11.599	242.179	124.687	151.452	0.01	0.1	99.9	2.682	24.707	23.87	11.504		长4+5!2^(2_3)
耿166	2506.375	99.9	0.1	11.872	243.908	127.419	151.459	0.01	0.1	99.9	2.681	25.498	23.839	11.741		长4+5!2^(2_3)
耿166	2506.500	99.9	0.1	12.273	243.578	127.545	151.399	0.01	0.1	99.9	2.674	25.717	23.794	12.068		长4+5!2^(2_3)
耿166	2506.625	97.136	2.864	12.85	240.751	123.669	151.247	0.01	0.1	99.9	2.662	25.437	23.737	12.581		长4+5!2^(2_3)
耿166	2506.750	82.051	17.949	13.397	235.647	116.135	150.983	0.01	0.1	99.9	2.647	24.643	23.679	13.253		长4+5!2^(2_3)
耿166	2506.875	63.548	36.452	13.731	229.122	105.418	150.594	0.01	0.1	99.9	2.632	23.295	23.629	13.612		长4+5!2^(2_3)
耿166	2507.000	47.09	52.91	14.01	222.37	94.003	150.08	0.01	0.1	99.9	2.624	21.37	23.593	13.91		长4+5!2^(2_3)
耿166	2507.125	34.946	65.054	14.199	216.834	83.966	149.455	0.01	0.1	99.9	2.619	19.318	23.573	14.16		长4+5!2^(2_3)
耿166	2507.250	27.908	72.092	14.219	213.474	77.296	148.747	0.01	0.1	99.9	2.62	17.417	23.572	14.257		长4+5!2^(2_3)
耿166	2507.375	25.995	74.005	14.075	212.395	75.349	148.004	0.01	0.1	99.9	2.628	16.027	23.588	14.163		长4+5!2^(2_3)
耿166	2507.500	28.988	71.012	13.807	213.645	78.368	147.289	0.01	0.1	99.9	2.642	15.39	23.614	13.942		长4+5!2^(2_3)
耿166	2507.625	36.72	63.28	13.454	217.112	85.538	146.671	0.01	0.1	99.9	2.651	15.784	23.646	13.604		长4+5!2^(2_3)
耿166	2507.750	48.783	51.217	13.16	222.902	95.28	146.209	0.01	0.1	99.9	2.653	17.106	23.679	13.23		长4+5!2^(2_3)
耿166	2507.875	62.369	37.631	13.01	230.708	104.667	145.943	0.01	0.1	99.9	2.653	19.053	23.714	13.055		
耿166	2508.000	74.13	25.87	12.957	239.953	111.774	145.895	0.01	0.1	99.9	2.651	21.271	23.755	12.941		
耿166	2508.125	81.888	18.112	13.031	249.095	116.048	146.054	0.01	0.1	99.9	2.645	23.683	23.798	12.981		
耿166	2508.250	85.914	14.086	13.186	256.041	118.154	146.385	0.01	0.1	99.9	2.637	25.986	23.832	13.106		
耿166	2418.875--2508.250(平均)	48.13	51.87	20.631	239.349	97.32	137.309	0.851	3.553	86.968	2.495	23.855	24.39	20.631		
耿166	2418.875--2508.250(最大)	99.9	95.345	75.744	341.082	156.376	155.548	7.847	15.225	99.9	2.715	93.402	32.129	75.772		
耿166	2418.875--2508.250(最小)	4.655	0.1	6.454	181.908	47.337	107.196	0.01	0.1	35.429	1.223	7.342	21.985	6.446		
