井名	深度	SH	SS	RT	AC	GR	SP	PERM	POR	SW	DEN	CNL	CAL	RT.1	解释结论	层位
耿166	2467.750	73.603	26.397	16.397	230.789	119.881	149.654	0.01	0.1	99.9	2.618	18.552	24.157	16.195		长4+5!2^(1_1)
耿166	2467.875	74.648	25.352	16.967	232.225	120.548	149.407	0.01	0.1	99.9	2.619	18.601	24.156	16.698		长4+5!2^(1_1)
耿166	2468.000	74.938	25.062	17.769	233.459	120.731	149.135	0.01	0.1	99.9	2.621	19.168	24.154	17.369		长4+5!2^(1_1)
耿166	2468.125	73.445	26.555	18.824	233.881	119.78	148.843	0.01	0.1	99.9	2.615	20.048	24.15	18.368		长4+5!2^(1_1)
耿166	2468.250	66.0	34.0	19.868	232.748	114.827	148.531	0.01	0.1	99.9	2.606	20.897	24.145	19.506		长4+5!2^(1_1)
耿166	2468.375	55.479	44.521	20.703	229.525	107.156	148.194	0.01	0.1	99.9	2.599	20.953	24.138	20.411		长4+5!2^(1_1)
耿166	2468.500	44.823	55.177	21.454	224.23	98.397	147.821	0.01	0.1	99.9	2.592	19.962	24.125	21.142		长4+5!2^(1_1)
耿166	2468.625	35.489	64.511	22.189	218.299	89.681	147.393	0.01	0.1	99.9	2.583	18.092	24.109	21.921		长4+5!2^(1_1)
耿166	2468.750	30.2	69.8	22.768	213.11	84.201	146.902	0.01	0.1	99.9	2.576	15.842	24.092	22.591		长4+5!2^(1_1)
耿166	2468.875	28.637	71.363	23.204	210.016	82.494	146.348	0.01	0.1	99.9	2.58	13.653	24.075	23.034		长4+5!2^(1_1)
耿166	2469.000	31.636	68.364	23.696	210.126	85.733	145.74	0.01	0.1	99.9	2.589	12.404	24.06	23.458		长4+5!2^(1_1)
耿166	2469.125	38.579	61.421	24.311	212.725	92.69	145.095	0.01	0.1	99.9	2.596	12.618	24.055	24.053		长4+5!2^(1_1)
耿166	2469.250	49.519	50.481	24.857	216.865	102.395	144.437	0.01	0.1	99.9	2.594	13.855	24.064	24.698		长4+5!2^(1_1)
耿166	2469.375	58.223	41.777	25.209	221.362	109.241	143.78	0.01	0.1	99.9	2.586	15.758	24.086	25.094		长4+5!2^(1_1)
耿166	2469.500	62.035	37.965	25.523	225.088	112.036	143.14	0.01	0.1	99.9	2.565	17.916	24.114	25.381		长4+5!2^(1_1)
耿166	2469.625	61.568	38.432	25.897	227.763	111.699	142.521	0.01	0.1	99.9	2.539	19.57	24.144	25.736		长4+5!2^(1_1)
耿166	2469.750	60.185	39.815	26.228	229.719	110.694	141.915	0.01	0.1	99.9	2.523	20.282	24.177	26.137		长4+5!2^(1_1)
耿166	2469.875	57.779	42.221	26.435	231.281	108.907	141.313	0.01	0.1	99.9	2.503	20.557	24.216	26.364		长4+5!2^(1_1)
耿166	2470.000	68.285	31.715	26.662	234.467	108.345	140.705	0.01	0.1	99.9	2.474	20.597	24.246	26.542		长4+5!2^(1_1)
耿166	2470.125	70.51	29.49	27.075	239.054	109.673	140.073	0.01	0.1	99.9	2.442	20.851	24.257	26.843		长4+5!2^(1_1)
耿166	2470.250	71.634	28.366	27.764	244.95	110.333	139.405	0.01	0.1	99.9	2.418	22.026	24.248	27.423		长4+5!2^(1_1)
耿166	2470.375	68.861	31.139	28.746	250.695	108.692	138.697	0.01	0.1	99.9	2.399	24.223	24.22	28.276		长4+5!2^(1_1)
耿166	2470.500	61.749	38.251	30.295	253.19	104.269	137.952	0.01	0.1	99.9	2.411	26.632	24.178	29.449		长4+5!2^(1_1)
耿166	2470.625	51.923	48.077	32.387	250.82	97.581	137.172	0.01	0.1	99.9	2.45	28.06	24.128	31.56		长4+5!2^(1_1)
耿166	2470.750	39.635	60.365	34.158	244.452	88.038	136.361	0.01	0.1	99.9	2.498	27.693	24.069	33.626		长4+5!2^(1_1)
耿166	2470.875	16.424	83.576	35.494	235.434	77.313	135.518	3.284	12.357	51.379	2.534	25.654	24.006	34.955		长4+5!2^(1_1)
耿166	2471.000	11.218	88.782	37.002	226.692	67.263	134.645	2.212	11.509	53.536	2.558	22.703	23.937	36.3		长4+5!2^(1_1)
耿166	2471.125	7.853	92.147	38.744	221.163	59.527	133.762	1.734	10.973	54.437	2.554	19.781	23.866	38.053		长4+5!2^(1_1)
耿166	2471.250	6.021	93.979	40.155	217.854	54.862	132.879	1.513	10.652	54.595	2.535	17.653	23.789	39.779		长4+5!2^(1_1)
耿166	2471.375	5.606	94.394	40.875	216.085	53.953	131.99	1.403	10.48	54.705	2.524	16.564	23.7	40.719		长4+5!2^(1_1)
耿166	2471.500	5.892	94.108	41.256	214.183	55.206	131.113	1.271	10.296	55.268	2.529	15.99	23.601	41.108		长4+5!2^(1_1)
耿166	2471.625	6.419	93.581	41.682	211.681	57.288	130.269	1.109	10.053	56.14	2.546	15.27	23.478	41.478		长4+5!2^(1_1)
耿166	2471.750	6.863	93.137	42.154	209.281	59.073	129.483	0.01	9.82	56.913	2.576	14.309	23.326	41.987		长4+5!2^(1_1)
耿166	2471.875	7.619	92.381	42.476	208.771	61.345	128.772	0.01	9.771	56.875	2.589	13.715	23.157	42.404		长4+5!2^(1_1)
耿166	2472.000	8.598	91.402	42.572	210.95	63.623	128.139	0.01	9.982	55.738	2.581	14.276	22.996	42.584		长4+5!2^(1_1)
耿166	2472.125	9.843	90.157	42.422	215.766	65.965	127.574	1.44	10.449	53.646	2.558	15.99	22.859	42.555		长4+5!2^(1_1)
耿166	2472.250	10.857	89.143	42.027	222.478	67.209	127.092	2.065	11.1	51.179	2.525	18.088	22.756	42.222		长4+5!2^(1_1)
耿166	2472.375	11.555	88.445	41.567	229.615	67.505	126.711	2.95	11.793	48.914	2.484	20.167	22.692	41.735		长4+5!2^(1_1)
耿166	2472.500	11.782	88.218	41.139	235.858	66.81	126.421	3.961	12.398	47.126	2.458	21.754	22.673	41.316		长4+5!2^(1_1)
耿166	2472.625	11.609	88.391	40.709	240.363	65.492	126.219	4.838	12.835	46.016	2.444	22.245	22.711	40.873		长4+5!2^(1_1)
耿166	2472.750	11.54	88.46	40.145	242.912	64.814	126.106	5.38	13.083	45.509	2.437	21.702	22.802	40.464		长4+5!2^(1_1)
耿166	2472.875	12.498	87.502	39.211	243.717	66.953	126.09	5.469	13.161	45.733	2.434	21.065	22.919	39.668		长4+5!2^(1_1)
耿166	2473.000	16.121	83.879	38.197	243.698	75.028	126.193	5.307	13.159	46.412	2.448	20.818	23.031	38.526		长4+5!2^(1_1)
耿166	2473.125	37.823	62.177	37.682	243.513	86.497	126.42	0.01	0.1	99.9	2.48	21.201	23.125	37.705		长4+5!2^(1_1)
耿166	2473.250	54.491	45.509	37.995	243.228	99.4	126.746	0.01	0.1	99.9	2.522	22.235	23.188	37.647		长4+5!2^(1_2)
耿166	2473.375	68.556	31.444	39.262	242.494	108.508	127.144	0.01	0.1	99.9	2.556	23.683	23.216	38.516		长4+5!2^(1_2)
耿166	2473.500	73.395	26.605	41.414	240.519	111.354	127.58	0.01	0.1	99.9	2.576	24.535	23.206	40.38		长4+5!2^(1_2)
耿166	2473.625	62.859	37.141	44.084	237.338	104.98	128.006	0.01	0.1	99.9	2.583	24.069	23.162	42.961		长4+5!2^(1_2)
耿166	2473.750	45.84	54.16	46.735	233.823	93.042	128.367	0.01	0.1	99.9	2.572	22.417	23.093	45.765	油层	长4+5!2^(1_2)
耿166	2473.875	30.891	69.109	49.318	231.227	80.212	128.609	0.01	0.1	99.9	2.538	20.322	23.015	48.187	油层	长4+5!2^(1_2)
耿166	2474.000	13.56	86.44	52.531	230.91	71.974	128.683	3.846	11.918	43.85	2.508	18.485	22.943	51.011	油层	长4+5!2^(1_2)
耿166	2474.125	12.312	87.688	56.279	232.832	68.686	128.558	4.541	12.105	41.753	2.487	17.672	22.886	54.808	油层	长4+5!2^(1_2)
耿166	2474.250	12.764	87.236	59.32	236.009	69.116	128.228	5.647	12.413	39.571	2.475	18.075	22.853	58.482	油层	长4+5!2^(1_2)
耿166	2474.375	13.355	86.645	61.357	239.091	69.872	127.712	6.761	12.712	38.108	2.466	19.379	22.837	60.575	油层	长4+5!2^(1_2)
耿166	2474.500	13.438	86.562	63.294	240.914	69.697	127.043	7.591	12.889	37.074	2.462	20.702	22.831	62.527	油层	长4+5!2^(1_2)
耿166	2474.625	12.777	87.223	65.098	240.977	68.155	126.264	7.847	12.895	36.504	2.458	21.417	22.826	64.444	油层	长4+5!2^(1_2)
耿166	2474.750	11.943	88.057	66.376	239.591	66.453	125.421	7.548	12.76	36.37	2.457	21.588	22.823	66.077	油层	长4+5!2^(1_2)
耿166	2474.875	11.081	88.919	66.851	237.248	64.816	124.558	6.843	12.533	36.719	2.453	21.554	22.812	66.824	油层	长4+5!2^(1_2)
耿166	2475.000	10.951	89.049	67.089	234.963	64.95	123.713	6.144	12.311	37.258	2.446	21.436	22.782	66.891	油层	长4+5!2^(1_2)
耿166	2475.125	11.063	88.937	67.774	233.097	65.601	122.915	5.656	12.131	37.588	2.452	21.277	22.733	67.384	油层	长4+5!2^(1_2)
耿166	2475.250	10.984	89.016	68.802	231.659	65.691	122.181	5.348	11.991	37.685	2.466	21.184	22.664	68.359	油层	长4+5!2^(1_2)
耿166	2475.375	10.26	89.74	70.163	231.132	63.972	121.514	5.295	11.94	37.519	2.478	21.013	22.586	69.467	油层	长4+5!2^(1_2)
耿166	2475.500	9.165	90.835	72.075	230.917	61.16	120.916	5.37	11.919	37.112	2.485	20.528	22.503	71.206	油层	长4+5!2^(1_2)
耿166	2475.625	7.948	92.052	74.063	230.38	57.952	120.385	5.388	11.867	36.695	2.492	19.771	22.42	73.376	油层	长4+5!2^(1_2)
耿166	2475.750	6.67	93.33	75.247	229.871	54.398	119.919	5.376	11.818	36.401	2.492	18.946	22.341	75.091	油层	长4+5!2^(1_2)
耿166	2475.875	5.628	94.372	75.493	229.374	51.365	119.52	5.271	11.769	36.433	2.485	18.233	22.276	75.481	油层	长4+5!2^(1_2)
耿166	2476.000	5.065	94.935	75.598	228.974	49.695	119.189	5.168	11.731	36.527	2.478	17.819	22.222	75.512	油层	长4+5!2^(1_2)
耿166	2476.125	4.96	95.04	75.744	229.582	49.24	118.926	5.343	11.79	36.321	2.475	17.929	22.179	75.726	油层	长4+5!2^(1_2)
耿166	2476.250	4.837	95.163	75.621	230.976	48.573	118.733	5.731	11.925	35.962	2.475	18.396	22.14	75.772	油层	长4+5!2^(1_2)
耿166	2476.375	4.657	95.343	75.109	232.584	47.678	118.599	6.172	12.081	35.659	2.473	18.787	22.101	75.394	油层	长4+5!2^(1_2)
耿166	2476.500	4.655	95.345	74.049	234.248	47.337	118.525	6.628	12.242	35.429	2.476	18.948	22.066	74.683	油层	长4+5!2^(1_2)
耿166	2476.625	4.96	95.04	71.973	235.625	48.034	118.528	6.931	12.376	35.484	2.48	19.145	22.037	73.101	油层	长4+5!2^(1_2)
耿166	2476.750	5.429	94.571	69.472	236.438	49.341	118.608	6.926	12.455	35.995	2.477	19.494	22.009	70.284	油层	长4+5!2^(1_2)
耿166	2476.875	5.796	94.204	67.751	236.75	50.407	118.76	6.827	12.485	36.451	2.47	19.854	21.987	68.256	油层	长4+5!2^(1_2)
耿166	2477.000	6.163	93.837	66.325	236.618	51.544	118.982	6.659	12.472	36.824	2.464	20.074	21.985	66.996	油层	长4+5!2^(1_2)
耿166	2477.125	6.373	93.627	64.272	236.23	52.249	119.276	6.374	12.434	37.388	2.459	19.97	22.012	65.32	油层	长4+5!2^(1_2)
耿166	2477.250	6.335	93.665	61.72	235.874	52.206	119.654	6.016	12.4	38.251	2.459	19.537	22.074	62.702	油层	长4+5!2^(1_2)
耿166	2477.375	6.288	93.712	58.72	235.96	52.048	120.131	5.804	12.408	39.0	2.461	18.965	22.178	60.249	油层	长4+5!2^(1_2)
耿166	2477.500	6.422	93.578	54.017	236.701	52.3	120.692	5.631	12.48	40.101	2.463	18.445	22.31	56.431	油层	长4+5!2^(1_2)
耿166	2477.625	6.663	93.337	47.884	237.982	52.756	121.322	5.342	12.604	42.079	2.463	18.241	22.462	50.4	油层	长4+5!2^(1_2)
耿166	2477.750	6.629	93.371	42.482	239.538	52.345	122.028	5.027	12.755	44.527	2.457	18.57	22.633	44.116		长4+5!2^(1_2)
耿166	2477.875	6.667	93.333	38.489	240.939	52.179	122.81	4.866	12.891	46.326	2.471	19.151	22.814	40.034		长4+5!2^(1_2)
耿166	2478.000	7.388	92.612	34.468	242.437	53.966	123.666	4.708	13.036	48.274	2.508	19.459	22.988	36.176		长4+5!2^(1_2)
耿166	2478.125	9.448	90.552	30.465	244.282	59.239	124.594	4.512	13.215	50.812	2.55	19.752	23.141	31.91		长4+5!2^(1_2)
耿166	2478.250	12.759	87.241	27.878	246.628	66.984	125.573	4.44	13.443	53.183	2.598	20.654	23.265	28.301		长4+5!2^(1_2)
耿166	2478.375	17.623	82.377	26.901	249.183	77.023	126.59	4.777	13.691	53.374	2.643	22.393	23.368	27.245		长4+5!2^(1_2)
耿166	2478.500	38.178	61.822	26.104	250.903	86.802	127.641	0.01	0.1	99.9	2.655	24.583	23.465	26.384		长4+5!2^(1_2)
耿166	2478.625	45.531	54.469	25.533	250.713	92.802	128.695	0.01	0.1	99.9	2.626	26.508	23.559	25.684		长4+5!2^(1_2)
耿166	2478.750	45.271	54.729	25.089	248.565	92.6	129.723	0.01	0.1	99.9	2.589	27.449	23.644	25.306		长4+5!2^(1_2)
耿166	2478.875	38.698	61.302	24.628	244.92	87.245	130.695	0.01	0.1	99.9	2.552	27.165	23.733	24.764		长4+5!2^(1_2)
耿166	2479.000	31.116	68.884	24.323	240.693	80.426	131.587	0.01	0.1	99.9	2.522	25.728	23.847	24.423		长4+5!2^(1_2)
耿166	2479.125	25.331	74.669	23.982	237.233	74.66	132.375	0.01	0.1	99.9	2.499	23.735	24.014	24.172		长4+5!2^(1_2)
耿166	2479.250	22.401	77.599	23.38	234.788	71.518	133.045	0.01	0.1	99.9	2.498	22.125	24.266	23.699		长4+5!2^(1_2)
耿166	2479.375	21.474	78.526	22.407	232.934	70.489	133.597	0.01	0.1	99.9	2.506	21.278	24.616	22.902		长4+5!2^(1_2)
耿166	2479.500	22.644	77.356	20.943	231.164	71.785	134.044	0.01	0.1	99.9	2.519	20.781	25.071	21.664		长4+5!2^(1_2)
耿166	2479.625	23.798	76.202	18.954	228.682	73.035	134.414	0.01	0.1	99.9	2.482	20.054	25.647	19.864		长4+5!2^(1_2)
耿166	2479.750	23.351	76.649	16.944	225.23	72.554	134.733	0.01	0.1	99.9	2.402	18.841	26.319	17.592		长4+5!2^(1_2)
耿166	2479.875	21.531	78.469	15.352	222.038	70.553	135.033	0.01	0.1	99.9	2.3	17.308	27.014	15.973		长4+5!2^(1_2)
耿166	2480.000	20.873	79.127	13.697	221.182	69.813	135.348	0.01	0.1	99.9	2.2	15.831	27.649	14.422		长4+5!2^(1_2)
耿166	2480.125	22.408	77.592	11.927	224.222	71.526	135.715	0.01	0.1	99.9	2.093	15.426	28.148	12.61		长4+5!2^(1_2)
耿166	2480.250	25.873	74.127	10.581	233.396	75.223	136.16	0.01	0.1	99.9	2.036	17.055	28.457	10.904		长4+5!2^(1_2)
耿166	2480.375	31.317	68.683	9.981	247.968	80.617	136.695	0.01	0.1	99.9	2.022	20.936	28.535	10.098		长4+5!2^(1_2)
耿166	2480.500	37.945	62.055	9.794	264.928	86.601	137.317	0.01	0.1	99.9	2.03	27.176	28.355	9.804		长4+5!2^(1_3)
耿166	2480.625	44.529	55.471	9.826	279.923	92.018	138.018	0.01	0.1	99.9	2.088	36.21	27.928	9.779		长4+5!2^(1_3)
耿166	2480.750	49.177	50.823	10.049	287.819	95.573	138.778	0.01	0.1	99.9	2.202	46.532	27.342	9.895		长4+5!2^(1_3)
耿166	2480.875	51.471	48.529	10.429	286.331	97.255	139.569	0.01	0.1	99.9	2.334	54.237	26.703	10.281		长4+5!2^(1_3)
耿166	2481.000	50.909	49.091	10.808	276.202	96.847	140.353	0.01	0.1	99.9	2.468	56.866	26.094	10.653		长4+5!2^(1_3)
耿166	2481.125	48.089	51.911	11.186	260.747	94.76	141.092	0.01	0.1	99.9	2.592	53.857	25.564	11.042		长4+5!2^(1_3)
耿166	2481.250	44.914	55.086	11.416	246.404	92.321	141.762	0.01	0.1	99.9	2.64	45.95	25.142	11.402		长4+5!2^(1_3)
耿166	2481.375	44.663	55.337	11.395	239.752	92.123	142.36	0.01	0.1	99.9	2.575	35.873	24.847	11.439		长4+5!2^(1_3)
耿166	2481.500	49.298	50.702	11.268	242.195	95.663	142.89	0.01	0.1	99.9	2.486	28.359	24.687	11.329		长4+5!2^(1_3)
耿166	2481.625	58.198	41.802	11.172	252.084	101.935	143.363	0.01	0.1	99.9	2.413	26.808	24.628	11.176		长4+5!2^(1_3)
耿166	2481.750	69.001	30.999	11.184	263.779	108.776	143.791	0.01	0.1	99.9	2.367	29.709	24.608	11.165		长4+5!2^(1_3)
耿166	2481.875	78.987	21.013	11.246	271.435	114.485	144.191	0.01	0.1	99.9	2.359	33.109	24.593	11.212		长4+5!2^(1_3)
耿166	2482.000	83.585	16.415	11.327	271.578	116.945	144.578	0.01	0.1	99.9	2.407	35.004	24.574	11.296		长4+5!2^(1_3)
耿166	2482.125	80.758	19.242	11.464	264.946	115.444	144.958	0.01	0.1	99.9	2.45	34.922	24.548	11.373		长4+5!2^(1_3)
耿166	2482.250	75.602	24.398	11.68	256.198	112.608	145.319	0.01	0.1	99.9	2.493	32.605	24.509	11.601		长4+5!2^(1_3)
耿166	2482.375	72.522	27.478	12.002	249.003	110.85	145.633	0.01	0.1	99.9	2.53	30.158	24.462	11.799		长4+5!2^(1_3)
耿166	2482.500	69.382	30.618	12.49	244.498	109.004	145.87	0.01	0.1	99.9	2.566	29.587	24.42	12.305		长4+5!2^(1_3)
耿166	2482.625	62.747	37.253	13.001	242.247	104.909	145.995	0.01	0.1	99.9	2.594	29.985	24.397	12.768		长4+5!2^(1_3)
耿166	2482.750	52.952	47.048	14.017	240.065	98.317	145.99	0.01	0.1	99.9	2.623	29.858	24.391	13.351		长4+5!2^(1_3)
耿166	2482.875	42.975	57.025	15.297	235.361	90.782	145.848	0.01	0.1	99.9	2.63	28.571	24.39	15.014		长4+5!2^(1_3)
耿166	2483.000	33.969	66.031	16.007	229.654	83.082	145.571	0.01	0.1	99.9	2.619	25.968	24.388	15.721		长4+5!2^(1_3)
耿166	2483.125	28.01	71.99	16.627	224.683	77.398	145.171	0.01	0.1	99.9	2.588	22.7	24.387	16.435		长4+5!2^(1_3)
耿166	2483.250	25.844	74.156	16.862	221.5	75.193	144.669	0.01	0.1	99.9	2.569	20.066	24.388	16.914		长4+5!2^(1_3)
耿166	2483.375	26.989	73.011	16.671	220.651	76.369	144.103	0.01	0.1	99.9	2.565	18.769	24.375	16.784		长4+5!2^(1_3)
耿166	2483.500	30.191	69.809	16.316	221.646	79.539	143.519	0.01	0.1	99.9	2.568	18.524	24.342	16.502		长4+5!2^(1_3)
耿166	2483.625	34.962	65.038	15.86	223.283	83.98	142.962	0.01	0.1	99.9	2.571	18.924	24.292	16.039		长4+5!2^(1_3)
耿166	2483.750	40.644	59.356	15.559	224.634	88.88	142.465	0.01	0.1	99.9	2.578	19.558	24.231	15.592		长4+5!2^(1_3)
耿166	2483.875	46.302	53.698	15.525	225.552	93.399	142.048	0.01	0.1	99.9	2.586	20.043	24.171	15.511		长4+5!2^(1_3)
耿166	2484.000	51.714	48.286	15.613	225.685	97.431	141.729	0.01	0.1	99.9	2.59	20.328	24.114	15.547		长4+5!2^(1_3)
耿166	2484.125	54.787	45.213	15.789	225.426	99.606	141.515	0.01	0.1	99.9	2.589	20.477	24.064	15.713		长4+5!2^(1_3)
耿166	2484.250	53.547	46.453	15.933	224.479	98.738	141.401	0.01	0.1	99.9	2.588	20.216	24.031	15.901		长4+5!2^(1_3)
耿166	2484.375	48.865	51.135	15.967	222.609	95.341	141.375	0.01	0.1	99.9	2.585	19.492	24.014	15.982		长4+5!2^(1_3)
耿166	2484.500	44.4	55.6	15.946	220.567	91.916	141.427	0.01	0.1	99.9	2.587	18.588	24.008	15.945		长4+5!2^(1_3)
耿166	2484.625	41.605	58.395	15.946	219.105	89.672	141.552	0.01	0.1	99.9	2.593	17.551	24.005	15.948		长4+5!2^(2_1)
耿166	2484.750	41.907	58.093	15.964	218.865	89.918	141.753	0.01	0.1	99.9	2.594	16.606	24.0	15.943		长4+5!2^(2_1)
耿166	2484.875	46.613	53.387	15.978	220.57	93.637	142.034	0.01	0.1	99.9	2.589	16.4	23.993	15.997		长4+5!2^(2_1)
耿166	2485.000	56.37	43.63	15.898	224.625	100.699	142.393	0.01	0.1	99.9	2.58	17.261	23.987	15.949		长4+5!2^(2_1)
耿166	2485.125	68.153	31.847	15.747	230.834	108.265	142.834	0.01	0.1	99.9	2.561	18.784	23.984	15.822		长4+5!2^(2_1)
耿166	2485.250	78.906	21.094	15.58	238.419	114.44	143.36	0.01	0.1	99.9	2.534	21.058	23.979	15.633		长4+5!2^(2_1)
耿166	2485.375	86.891	13.109	15.48	245.669	118.654	143.956	0.01	0.1	99.9	2.535	24.077	23.97	15.5		长4+5!2^(2_1)
耿166	2485.500	90.442	9.558	15.517	250.707	120.439	144.589	0.01	0.1	99.9	2.553	26.74	23.959	15.451		长4+5!2^(2_1)
耿166	2485.625	88.568	11.432	15.721	251.934	119.504	145.214	0.01	0.1	99.9	2.588	28.002	23.956	15.615		长4+5!2^(2_1)
耿166	2485.750	83.5	16.5	15.93	249.527	116.9	145.787	0.01	0.1	99.9	2.622	27.915	23.958	15.881		长4+5!2^(2_1)
耿166	2485.875	77.299	22.701	16.102	246.024	113.556	146.278	0.01	0.1	99.9	2.648	26.603	23.955	16.003		长4+5!2^(2_1)
耿166	2486.000	70.068	29.932	16.463	244.491	109.411	146.662	0.01	0.1	99.9	2.616	24.503	23.938	16.25	干层	长4+5!2^(2_1)
耿166	2486.125	63.13	36.87	17.099	246.34	105.153	146.913	0.01	0.1	99.9	2.59	23.276	23.912	16.783	干层	长4+5!2^(2_1)
耿166	2486.250	56.113	43.887	17.842	249.808	100.523	147.016	0.01	0.1	99.9	2.573	23.648	23.892	17.572	干层	长4+5!2^(2_1)
耿166	2486.375	48.137	51.863	18.489	250.904	94.796	146.965	0.01	0.1	99.9	2.577	23.885	23.891	18.248	干层	长4+5!2^(2_1)
耿166	2486.500	23.053	76.947	19.031	247.201	87.579	146.763	3.033	13.499	64.938	2.583	22.837	23.907	18.85	干层	长4+5!2^(2_1)
耿166	2486.625	17.941	82.059	19.363	238.33	79.828	146.43	2.079	12.638	67.843	2.621	20.746	23.934	19.302	干层	长4+5!2^(2_1)
耿166	2486.750	13.706	86.294	19.504	227.166	73.053	145.963	1.215	11.555	72.883	2.629	17.805	23.976	19.455	干层	长4+5!2^(2_1)
耿166	2486.875	10.909	89.091	19.609	218.759	68.08	145.346	0.783	10.74	77.283	2.616	14.793	24.032	19.578	干层	长4+5!2^(2_1)
耿166	2487.000	9.547	90.453	19.637	215.705	65.208	144.584	0.769	10.443	78.974	2.587	13.663	24.102	19.655	干层	长4+5!2^(2_1)
耿166	2487.125	9.155	90.845	19.492	217.214	63.87	143.691	0.868	10.59	78.141	2.567	14.803	24.179	19.61	干层	长4+5!2^(2_1)
耿166	2487.250	9.282	90.718	19.163	221.355	63.38	142.694	1.046	10.991	76.298	2.552	16.594	24.25	19.316	干层	长4+5!2^(2_1)
耿166	2487.375	9.475	90.525	18.777	225.482	63.064	141.637	1.242	11.392	74.772	2.545	17.971	24.307	18.934	干层	长4+5!2^(2_1)
耿166	2487.500	9.455	90.545	18.358	227.844	62.54	140.564	1.389	11.621	74.297	2.539	18.713	24.35	18.543	干层	长4+5!2^(2_1)
耿166	2487.625	9.293	90.707	17.841	228.998	61.882	139.52	1.495	11.733	74.632	2.533	18.857	24.377	18.082	干层	长4+5!2^(2_1)
耿166	2487.750	9.415	90.585	17.274	229.633	62.078	138.588	1.516	11.794	75.571	2.534	18.696	24.397	17.48	干层	长4+5!2^(2_1)
耿166	2487.875	10.398	89.602	16.758	230.949	64.36	137.844	1.43	11.922	76.017	2.528	18.842	24.418	16.965	干层	长4+5!2^(2_1)
耿166	2488.000	12.492	87.508	16.214	233.785	68.921	137.341	1.427	12.197	75.73	2.514	19.471	24.434	16.448	干层	长4+5!2^(2_1)
耿166	2488.125	15.846	84.154	15.605	237.92	75.601	137.12	1.677	12.598	75.031	2.504	21.075	24.44	15.865	干层	长4+5!2^(2_1)
耿166	2488.250	20.459	79.541	15.156	242.845	83.78	137.196	2.017	13.076	74.249	2.52	23.213	24.44	15.214	干层	长4+5!2^(2_1)
耿166	2488.375	44.819	55.181	15.038	246.839	92.246	137.562	0.01	0.1	99.9	2.54	24.972	24.437	15.069		长4+5!2^(2_1)
耿166	2488.500	55.77	44.23	15.009	248.397	100.287	138.205	0.01	0.1	99.9	2.574	26.14	24.434	14.991		长4+5!2^(2_1)
耿166	2488.625	66.942	33.058	15.001	248.026	107.529	139.086	0.01	0.1	99.9	2.614	26.584	24.426	15.036		长4+5!2^(2_1)
耿166	2488.750	76.974	23.026	14.93	248.189	113.376	140.137	0.01	0.1	99.9	2.638	25.92	24.403	14.949		长4+5!2^(2_1)
耿166	2488.875	85.295	14.705	14.888	251.2	117.835	141.293	0.01	0.1	99.9	2.62	24.997	24.367	14.901		长4+5!2^(2_1)
耿166	2489.000	91.133	8.867	14.877	257.432	120.78	142.487	0.01	0.1	99.9	2.57	25.799	24.325	14.867		长4+5!2^(2_1)
耿166	2489.125	93.43	6.57	14.915	264.832	121.902	143.652	0.01	0.1	99.9	2.517	28.734	24.278	14.891		长4+5!2^(2_1)
耿166	2489.250	90.66	9.34	14.945	269.692	120.547	144.725	0.01	0.1	99.9	2.489	30.821	24.23	14.952		长4+5!2^(2_1)
耿166	2489.375	84.722	15.278	14.954	268.608	117.538	145.658	0.01	0.1	99.9	2.498	30.794	24.188	14.935		长4+5!2^(2_1)
耿166	2489.500	77.066	22.934	14.974	260.896	113.427	146.418	0.01	0.1	99.9	2.525	29.681	24.153	14.981		长4+5!2^(2_1)
耿166	2489.625	68.956	31.044	14.95	249.588	108.749	146.99	0.01	0.1	99.9	2.569	26.926	24.127	14.963		长4+5!2^(2_1)
耿166	2489.750	60.143	39.857	14.918	238.418	103.224	147.375	0.01	0.1	99.9	2.608	22.439	24.115	14.931		长4+5!2^(2_1)
耿166	2489.875	53.35	46.65	14.874	229.966	98.599	147.588	0.01	0.1	99.9	2.631	19.133	24.113	14.898		长4+5!2^(2_1)
耿166	2490.000	49.673	50.327	14.808	225.344	95.941	147.655	0.01	0.1	99.9	2.629	17.89	24.112	14.837		长4+5!2^(2_1)
耿166	2490.125	49.923	50.077	14.711	223.588	96.125	147.618	0.01	0.1	99.9	2.633	17.316	24.111	14.764		长4+5!2^(2_1)
耿166	2490.250	52.969	47.031	14.611	222.786	98.329	147.526	0.01	0.1	99.9	2.641	17.11	24.103	14.633		长4+5!2^(2_1)
耿166	2490.375	57.224	42.776	14.552	222.23	101.279	147.425	0.01	0.1	99.9	2.644	17.097	24.082	14.578		长4+5!2^(2_1)
耿166	2490.500	61.19	38.81	14.474	222.367	103.907	147.339	0.01	0.1	99.9	2.643	17.171	24.053	14.514		长4+5!2^(2_1)
耿166	2490.625	65.469	34.531	14.383	223.433	106.622	147.301	0.01	0.1	99.9	2.641	17.512	24.017	14.415		长4+5!2^(2_1)
耿166	2490.750	70.458	29.542	14.308	225.546	109.642	147.35	0.01	0.1	99.9	2.632	18.282	23.977	14.336		长4+5!2^(2_1)
耿166	2490.875	75.872	24.128	14.241	228.47	112.761	147.501	0.01	0.1	99.9	2.626	19.123	23.947	14.266		长4+5!2^(2_1)
