井名	深度	GR	SP	RT	AC	CNL	DEN	RT.1	RT.2	RT.3	RT.4	RT.5	RT.6	RT.7	RT.8	RT.9	解释结论	层位
苏257	2253.750	101.669	45.124	6.742	233.204	26.361	2.459	7.934	7.741	6.152	7.236	6.847	7.721	8.298	10.668	11.588	水层	chang4+5
苏257	2253.875	113.358	45.084	6.386	234.193	27.183	2.471	7.776	7.484	5.963	6.859	6.483	7.409	8.089	10.486	11.661	水层	chang4+5
苏257	2254.000	113.078	45.017	6.122	235.521	27.561	2.477	7.705	7.277	5.879	6.573	6.212	7.159	7.906	10.486	11.976	水层	chang4+5
苏257	2254.125	103.601	44.908	5.952	237.557	27.753	2.468	7.762	7.131	5.925	6.38	6.034	6.979	7.767	10.53	12.341	水层	chang4+5
苏257	2254.250	95.925	44.787	5.895	240.177	27.345	2.459	7.934	7.088	6.093	6.305	5.973	6.906	7.723	10.527	12.553	水层	chang4+5
苏257	2254.375	97.334	44.699	5.96	242.342	26.65	2.464	8.163	7.166	6.351	6.357	6.034	6.954	7.798	10.502	12.645	水层	chang4+5
苏257	2254.500	102.515	44.681	6.142	243.358	26.527	2.484	8.392	7.352	6.675	6.53	6.214	7.111	7.976	10.549	12.747	水层	chang4+5
苏257	2254.625	112.655	44.765	6.412	243.39	27.019	2.508	8.617	7.604	7.057	6.79	6.483	7.333	8.203	10.68	12.954	水层	chang4+5
苏257	2254.750	128.264	44.992	6.744	243.661	27.408	2.531	8.9	7.878	7.527	7.105	6.813	7.581	8.43	10.702	13.058	水层	chang4+5
苏257	2254.875	141.946	45.389	7.144	246.219	27.519	2.547	9.244	8.186	8.078	7.483	7.212	7.866	8.67	10.499	12.797	水层	chang4+5
苏257	2255.000	148.152	45.998	7.633	260.509	29.241	2.526	9.326	8.563	8.413	7.947	7.701	8.221	8.969	10.202	12.261	水层	chang4+5
苏257	2255.125	150.45	46.875	8.133	280.918	31.885	2.436	8.748	8.93	8.112	8.415	8.202	8.575	9.252	9.905	11.572		chang4+5
苏257	2255.250	153.281	47.995	8.322	299.873	34.958	2.308	7.677	8.954	7.26	8.55	8.387	8.612	9.185	9.755	10.885		chang4+5
苏257	2255.375	156.028	49.305	7.907	307.264	38.93	2.259	7.154	8.361	6.821	8.066	7.963	8.07	8.506	9.988	10.671		chang4+5
苏257	2255.500	150.992	50.72	7.203	298.826	38.697	2.344	7.668	7.521	7.278	7.303	7.248	7.295	7.611	10.679	11.113		chang4+5
苏257	2255.625	138.194	52.143	6.96	279.976	33.974	2.473	8.786	7.236	8.23	7.029	7.004	7.043	7.311	11.743	11.901		chang4+5
苏257	2255.750	125.34	53.479	7.485	258.965	28.215	2.536	9.723	7.818	8.97	7.545	7.54	7.609	7.912	12.844	12.721		chang4+5
苏257	2255.875	116.731	54.664	8.348	244.731	25.3	2.551	10.143	8.802	9.232	8.408	8.423	8.559	8.939	13.806	13.536		chang4+5
苏257	2256.000	112.972	55.694	8.982	239.055	24.817	2.558	10.235	9.568	9.2	9.044	9.079	9.308	9.76	14.403	14.142		chang4+5
苏257	2256.125	106.648	56.59	9.21	237.078	24.438	2.557	10.206	9.899	9.069	9.277	9.323	9.652	10.142	14.528	14.6		chang4+5
苏257	2256.250	95.585	57.402	9.174	236.107	23.58	2.551	10.159	9.941	8.935	9.253	9.298	9.72	10.226	14.577	15.227		chang4+5
苏257	2256.375	85.047	58.172	9.045	235.669	22.713	2.548	10.162	9.873	8.855	9.144	9.177	9.685	10.196	14.781	15.975		chang4+5
苏257	2256.500	80.112	58.911	8.923	235.558	22.261	2.545	10.234	9.803	8.841	9.051	9.062	9.649	10.162	15.056	16.742		chang4+5
苏257	2256.625	79.391	59.593	8.856	235.785	22.342	2.543	10.37	9.784	8.889	9.023	9.001	9.666	10.178	15.292	17.347		chang4+5
苏257	2256.750	84.286	60.186	8.854	236.731	23.009	2.554	10.573	9.832	8.995	9.071	9.006	9.75	10.262	15.481	17.71		chang4+5
苏257	2256.875	93.122	60.695	8.91	238.253	24.335	2.58	10.885	9.938	9.184	9.189	9.067	9.896	10.408	15.635	17.942		chang4+5
苏257	2257.000	102.267	61.173	9.033	240.216	26.718	2.606	11.304	10.12	9.451	9.388	9.196	10.121	10.634	15.731	18.001		chang4+5
苏257	2257.125	109.679	61.666	9.238	243.049	28.443	2.622	11.711	10.397	9.704	9.686	9.406	10.45	10.968	15.732	17.824		chang4+5
苏257	2257.250	118.239	62.195	9.495	247.205	30.417	2.635	12.002	10.738	9.874	10.052	9.666	10.851	11.375	15.611	17.46		chang4+5
苏257	2257.375	126.829	62.758	9.729	253.295	32.24	2.641	12.174	11.048	9.959	10.4	9.897	11.231	11.754	15.263	16.822		chang4+5
苏257	2257.500	129.536	63.35	9.883	260.89	31.757	2.632	12.289	11.257	10.011	10.656	10.041	11.517	12.024	14.741	15.928		chang4+5
苏257	2257.625	126.011	63.977	9.968	268.175	32.154	2.604	12.303	11.374	10.017	10.82	10.108	11.714	12.193	14.262	15.037		chang4+5
苏257	2257.750	121.129	64.654	10.01	272.839	32.503	2.581	12.075	11.426	9.908	10.912	10.125	11.849	12.286	14.135	14.515		chang4+5
苏257	2257.875	115.957	65.402	9.991	274.156	31.943	2.574	11.713	11.376	9.773	10.899	10.078	11.877	12.251	14.475	14.481		chang4+5
苏257	2258.000	112.834	66.211	9.882	273.345	32.281	2.578	11.785	11.162	10.048	10.739	9.935	11.728	12.005	15.487	15.279		chang4+5
苏257	2258.125	110.117	67.049	9.844	273.422	32.423	2.552	12.919	10.969	11.295	10.62	9.864	11.6	11.749	17.32	17.07		chang4+5
苏257	2258.250	108.596	67.871	10.311	279.005	35.415	2.471	14.982	11.3	13.65	11.031	10.294	12.052	12.037	19.724	19.502		chang4+5
苏257	2258.375	113.197	68.629	11.757	298.202	39.915	2.326	17.744	12.606	17.382	12.459	11.688	13.606	13.32	22.144	21.764		chang4+5
苏257	2258.500	128.939	69.284	14.395	321.924	42.926	2.156	20.424	14.9	22.085	15.019	14.233	16.333	15.516	23.936	23.169		chang4+5
苏257	2258.625	146.076	69.812	18.304	342.349	44.691	2.04	20.612	17.959	24.637	18.615	17.989	20.026	18.252	24.632	23.38		chang4+5
苏257	2258.750	153.372	70.249	22.395	352.404	45.687	2.057	16.482	20.622	20.72	22.035	21.923	23.234	20.306	24.092	22.542		chang4+5
苏257	2258.875	152.459	70.658	23.299	339.049	42.471	2.213	12.739	20.359	16.925	22.266	22.824	22.844	19.482	22.653	21.088		chang4+5
苏257	2259.000	149.494	71.111	20.071	313.44	39.314	2.4	12.062	16.913	17.278	18.744	19.696	18.669	15.85	20.973	19.634		chang4+5
苏257	2259.125	147.035	71.642	17.249	286.028	35.608	2.526	13.606	13.986	21.277	15.711	16.922	15.146	12.814	19.414	18.446		chang4+5
苏257	2259.250	143.454	72.23	18.271	266.456	34.337	2.582	14.827	14.082	25.111	16.243	17.944	15.025	12.513	18.04	17.458		chang4+5
苏257	2259.375	140.761	72.786	21.926	261.995	34.538	2.598	15.101	16.019	27.133	19.164	21.581	16.852	13.791	16.729	16.564		chang4+5
苏257	2259.500	140.297	73.23	25.326	266.596	35.184	2.54	16.254	17.671	29.511	21.951	25.009	18.261	14.8	15.027	15.555		chang4+5
苏257	2259.625	141.255	73.524	27.612	273.273	36.33	2.35	17.396	18.704	29.978	23.947	27.382	18.886	15.362	13.243	14.286		chang4+5
苏257	2259.750	140.684	73.693	29.538	278.397	40.434	2.069	14.227	20.085	22.155	25.923	29.435	19.759	16.471	11.767	13.019		chang4+5
苏257	2259.875	133.698	73.772	28.01	279.333	43.657	1.845	8.678	19.805	12.064	25.127	28.055	19.1	16.544	9.883	11.165		chang4+5
苏257	2260.000	119.666	73.762	20.195	277.789	50.329	1.749	5.22	15.184	6.294	18.637	20.323	14.526	13.062	8.055	9.081		chang4+5
苏257	2260.125	106.041	73.654	11.259	278.746	57.042	1.721	3.848	9.169	4.121	10.735	11.377	8.789	8.187	6.829	7.459		chang4+5
苏257	2260.250	100.587	73.451	6.18	283.781	60.479	1.755	3.326	5.495	3.262	6.065	6.254	5.297	5.129	6.258	6.656		chang4+5
苏257	2260.375	103.393	73.163	4.029	285.75	61.328	1.941	3.308	3.892	3.07	4.042	4.072	3.77	3.794	6.229	6.515		chang4+5
苏257	2260.500	109.455	72.85	3.26	276.831	54.568	2.244	4.099	3.334	3.602	3.302	3.288	3.231	3.346	6.801	7.023		chang4+5
苏257	2260.625	114.916	72.571	3.208	262.6	46.775	2.487	6.332	3.416	5.098	3.261	3.231	3.302	3.497	8.321	8.727		chang4+5
苏257	2260.750	116.326	72.364	3.9	247.035	38.843	2.595	10.933	4.343	7.878	3.979	3.929	4.152	4.538	10.923	11.732		chang4+5
苏257	2260.875	113.58	72.217	5.66	235.636	32.458	2.596	17.477	6.756	12.092	5.807	5.715	6.305	7.278	14.323	15.291		chang4+5
苏257	2261.000	106.862	72.098	8.738	237.159	29.071	2.541	22.158	11.078	15.837	8.971	8.843	10.142	12.299	18.125	18.422		chang4+5
苏257	2261.125	101.94	71.971	12.735	245.063	27.48	2.482	21.853	16.333	17.038	12.935	12.885	14.737	18.247	21.238	20.413		chang4+5
苏257	2261.250	102.861	71.804	15.88	250.998	27.862	2.476	18.089	19.832	15.944	15.837	16.019	17.727	21.789	22.18	20.559		chang4+5
苏257	2261.375	105.904	71.578	16.668	250.298	29.139	2.52	15.691	19.65	15.283	16.316	16.748	17.653	20.887	21.785	19.448		chang4+5
苏257	2261.500	104.227	71.321	15.87	243.769	29.209	2.568	15.775	17.36	16.597	15.384	15.892	15.868	17.744	21.208	18.542		chang4+5
苏257	2261.625	99.9	71.101	15.656	236.027	28.966	2.584	16.757	16.023	18.448	15.128	15.648	14.934	15.882	20.572	18.069		chang4+5
苏257	2261.750	97.283	71.001	16.983	234.374	28.293	2.551	16.901	16.52	18.813	16.355	16.966	15.641	16.016	19.274	17.144		chang4+5
苏257	2261.875	101.387	71.064	18.447	239.672	27.095	2.493	14.929	17.46	16.284	17.795	18.44	16.738	16.744	17.654	15.851		chang4+5
苏257	2262.000	113.399	71.266	18.162	249.802	28.681	2.463	11.766	17.105	12.288	17.633	18.185	16.587	16.403	15.994	14.316		chang4+5
苏257	2262.125	124.169	71.523	15.476	259.575	32.45	2.489	9.319	14.767	9.23	15.171	15.534	14.474	14.288	14.345	12.581		chang4+5
苏257	2262.250	129.838	71.734	11.809	261.593	33.694	2.536	8.765	11.576	8.351	11.712	11.886	11.445	11.381	13.228	11.355		chang4+5
苏257	2262.375	129.677	71.856	9.246	256.373	32.068	2.574	9.567	9.354	8.773	9.272	9.325	9.299	9.363	12.889	11.104		chang4+5
苏257	2262.500	128.387	71.897	8.491	248.741	31.078	2.596	10.789	8.833	9.559	8.59	8.579	8.808	8.976	13.033	11.353		chang4+5
苏257	2262.625	128.323	71.89	8.926	241.608	30.672	2.6	11.619	9.52	10.103	9.095	9.043	9.51	9.799	13.478	11.822		chang4+5
苏257	2262.750	128.45	71.832	9.632	237.41	29.395	2.612	12.118	10.483	10.499	9.872	9.784	10.488	10.9	14.236	12.48		chang4+5
苏257	2262.875	124.003	71.703	10.165	235.121	28.488	2.625	12.539	11.182	10.952	10.452	10.345	11.206	11.691	15.128	13.191		chang4+5
苏257	2263.000	119.068	71.493	10.583	233.142	27.384	2.628	13.016	11.65	11.568	10.887	10.78	11.694	12.188	16.019	13.974		chang4+5
苏257	2263.125	114.882	71.215	11.07	230.768	26.464	2.625	13.538	12.107	12.313	11.375	11.28	12.172	12.626	17.087	14.885		chang4+5
苏257	2263.250	111.661	70.931	11.703	227.64	26.011	2.627	14.066	12.644	13.153	11.993	11.921	12.731	13.109	18.508	15.971		chang4+5
苏257	2263.375	106.741	70.71	12.467	224.147	25.385	2.632	14.552	13.251	13.996	12.73	12.689	13.364	13.631	20.369	17.457		chang4+5
苏257	2263.500	101.343	70.594	13.302	220.921	25.094	2.63	14.97	13.88	14.757	13.525	13.521	14.019	14.15	22.307	19.048		chang4+5
苏257	2263.625	97.895	70.572	14.127	218.958	24.598	2.629	15.272	14.473	15.324	14.301	14.332	14.635	14.624	23.901	20.281		chang4+5
苏257	2263.750	97.226	70.608	14.845	220.276	24.184	2.631	15.295	14.973	15.481	14.97	15.029	15.154	15.017	24.65	20.97		chang4+5
苏257	2263.875	101.551	70.662	15.335	224.387	22.919	2.637	14.968	15.3	15.142	15.417	15.492	15.488	15.265	24.05	20.598		chang4+5
苏257	2264.000	106.738	70.686	15.4	229.651	23.034	2.638	14.418	15.291	14.469	15.451	15.526	15.472	15.222	22.244	19.073		chang4+5
苏257	2264.125	107.383	70.648	14.999	234.385	24.836	2.627	13.933	14.91	13.813	15.035	15.099	15.071	14.854	20.211	17.262		chang4+5
苏257	2264.250	105.696	70.55	14.353	237.171	27.364	2.623	13.662	14.349	13.361	14.387	14.434	14.48	14.335	18.605	15.747		chang4+5
苏257	2264.375	112.155	70.447	13.745	237.701	29.163	2.625	13.597	13.856	13.125	13.786	13.812	13.956	13.898	17.597	14.829		chang4+5
苏257	2264.500	122.624	70.395	13.337	236.837	28.311	2.633	13.591	13.568	12.971	13.388	13.397	13.638	13.667	17.231	14.617		chang4+5
苏257	2264.625	121.68	70.432	13.102	235.723	27.535	2.643	13.549	13.446	12.821	13.165	13.159	13.487	13.599	17.407	14.917		chang4+5
苏257	2264.750	113.278	70.534	12.945	235.385	28.029	2.654	13.411	13.384	12.628	13.02	13.001	13.397	13.581	17.735	15.356		chang4+5
苏257	2264.875	110.451	70.621	12.783	235.937	27.835	2.665	13.241	13.289	12.441	12.866	12.838	13.276	13.517	17.796	15.512		chang4+5
苏257	2265.000	112.366	70.604	12.596	236.973	27.263	2.667	13.087	13.137	12.302	12.681	12.648	13.102	13.38	17.577	15.359		chang4+5
苏257	2265.125	115.979	70.456	12.42	238.088	27.299	2.659	12.985	12.969	12.241	12.504	12.469	12.917	13.215	17.192	15.135		chang4+5
苏257	2265.250	121.745	70.203	12.295	238.082	27.167	2.644	12.988	12.832	12.303	12.372	12.339	12.767	13.071	16.777	14.807		chang4+5
苏257	2265.375	126.133	69.88	12.256	236.158	26.485	2.623	13.192	12.764	12.582	12.323	12.295	12.693	12.989	16.759	14.793		chang4+5
苏257	2265.500	122.716	69.497	12.366	232.822	26.393	2.607	13.615	12.832	13.106	12.418	12.398	12.757	13.037	17.48	15.636		chang4+5
苏257	2265.625	108.583	69.029	12.686	228.984	25.664	2.603	14.172	13.098	13.802	12.719	12.71	13.024	13.277	18.654	16.957		chang4+5
苏257	2265.750	94.266	68.477	13.235	225.492	24.109	2.612	14.7	13.573	14.526	13.24	13.248	13.504	13.717	20.041	18.449		chang4+5
苏257	2265.875	88.916	67.878	13.933	223.504	22.499	2.62	14.984	14.168	15.041	13.903	13.935	14.11	14.264	21.449	19.895		chang4+5
苏257	2266.000	93.035	67.307	14.606	222.872	22.149	2.631	15.019	14.703	15.311	14.535	14.595	14.664	14.738	22.281	20.607		chang4+5
苏257	2266.125	98.863	66.834	15.076	222.858	23.56	2.636	14.956	15.014	15.467	14.963	15.052	15.0	14.978	22.26	20.483		chang4+5
苏257	2266.250	101.4	66.488	15.329	223.364	24.674	2.628	14.934	15.105	15.638	15.177	15.294	15.121	15.0	21.795	20.007		chang4+5
苏257	2266.375	97.226	66.259	15.499	224.096	23.603	2.614	14.952	15.122	15.819	15.311	15.454	15.17	14.955	21.076	19.36		chang4+5
苏257	2266.500	93.271	66.106	15.67	224.345	23.263	2.616	14.968	15.161	15.96	15.454	15.619	15.24	14.94	20.511	18.759		chang4+5
苏257	2266.625	95.394	65.996	15.838	223.521	23.328	2.627	15.069	15.217	16.161	15.602	15.782	15.326	14.953	20.791	18.79		chang4+5
苏257	2266.750	100.737	65.896	15.997	221.251	24.593	2.629	15.363	15.286	16.542	15.749	15.938	15.423	14.989	22.073	19.903		chang4+5
苏257	2266.875	98.494	65.779	16.239	218.233	24.224	2.628	15.848	15.455	17.095	15.986	16.18	15.62	15.132	24.181	22.057		chang4+5
苏257	2267.000	92.266	65.638	16.654	216.46	21.481	2.626	16.259	15.806	17.533	16.402	16.595	15.999	15.464	26.475	24.579		chang4+5
苏257	2267.125	88.147	65.513	17.168	217.207	19.892	2.628	16.259	16.273	17.489	16.922	17.11	16.493	15.918	27.668	26.016		chang4+5
苏257	2267.250	88.597	65.454	17.494	220.762	20.249	2.632	15.777	16.586	16.894	17.262	17.439	16.827	16.232	26.56	25.373		chang4+5
苏257	2267.375	95.995	65.503	17.35	225.577	21.653	2.64	15.131	16.476	16.116	17.14	17.297	16.728	16.144	23.929	22.927		chang4+5
苏257	2267.500	107.146	65.638	16.753	229.691	24.135	2.644	14.608	15.956	15.479	16.568	16.703	16.204	15.66	21.118	19.786		chang4+5
苏257	2267.625	113.37	65.787	16.014	231.627	25.581	2.643	14.327	15.305	15.136	15.849	15.965	15.542	15.048	19.038	17.542		chang4+5
苏257	2267.750	111.559	65.85	15.432	231.157	25.155	2.644	14.288	14.795	15.098	15.278	15.382	15.023	14.57	17.968	16.469		chang4+5
苏257	2267.875	106.132	65.795	15.143	228.626	25.002	2.646	14.492	14.54	15.378	14.987	15.088	14.766	14.331	18.014	16.561		chang4+5
苏257	2268.000	103.445	65.644	15.17	224.647	24.997	2.644	14.867	14.553	15.886	14.997	15.108	14.785	14.341	19.295	17.931		chang4+5
苏257	2268.125	102.169	65.417	15.476	219.955	24.468	2.635	15.383	14.8	16.578	15.275	15.403	15.046	14.565	21.788	20.521		chang4+5
苏257	2268.250	97.125	65.118	16.017	215.497	23.304	2.622	16.005	15.24	17.397	15.775	15.929	15.506	14.964	25.662	24.807		chang4+5
苏257	2268.375	84.264	64.738	16.734	212.79	21.182	2.608	16.522	15.829	18.079	16.446	16.628	16.119	15.502	30.191	29.757		chang4+5
苏257	2268.500	76.507	64.292	17.513	212.4	19.696	2.603	16.707	16.474	18.34	17.178	17.386	16.787	16.093	33.287	32.793		chang4+5
苏257	2268.625	77.339	63.817	18.099	213.9	19.767	2.605	16.42	16.956	17.998	17.725	17.951	17.286	16.534	33.386	32.918		chang4+5
苏257	2268.750	80.911	63.369	18.238	216.66	20.732	2.609	15.857	17.059	17.288	17.844	18.072	17.392	16.623	30.602	30.061		chang4+5
苏257	2268.875	83.888	63.013	17.859	219.817	22.173	2.605	15.231	16.727	16.472	17.468	17.68	17.047	16.31	26.529	25.315		chang4+5
苏257	2269.000	85.782	62.769	17.139	222.538	23.772	2.596	14.739	16.115	15.794	16.765	16.951	16.413	15.743	23.058	21.39		chang4+5
苏257	2269.125	87.05	62.639	16.36	225.072	24.399	2.591	14.412	15.469	15.314	16.008	16.169	15.743	15.152	20.72	18.985		chang4+5
苏257	2269.250	89.901	62.606	15.716	227.551	24.617	2.602	14.258	14.951	15.06	15.385	15.524	15.208	14.687	19.282	17.56		chang4+5
苏257	2269.375	96.657	62.642	15.284	229.502	24.833	2.626	14.281	14.618	15.041	14.965	15.093	14.865	14.397	18.707	16.988		chang4+5
苏257	2269.500	102.294	62.694	15.067	230.521	25.727	2.634	14.489	14.464	15.262	14.751	14.878	14.71	14.27	19.054	17.237		chang4+5
苏257	2269.625	102.735	62.704	15.089	230.209	25.987	2.617	14.931	14.508	15.772	14.766	14.901	14.763	14.325	20.264	18.341		chang4+5
苏257	2269.750	97.579	62.661	15.371	228.573	25.789	2.589	15.543	14.771	16.473	15.032	15.185	15.047	14.582	22.338	20.605		chang4+5
苏257	2269.875	89.547	62.616	15.907	226.56	24.935	2.563	16.119	15.256	17.123	15.548	15.723	15.566	15.049	24.988	23.47		chang4+5
苏257	2270.000	83.654	62.64	16.583	225.163	23.538	2.545	16.379	15.87	17.388	16.212	16.406	16.224	15.641	27.22	25.762		chang4+5
苏257	2270.125	83.62	62.785	17.142	224.852	22.697	2.546	16.292	16.384	17.21	16.78	16.978	16.784	16.142	27.783	26.445		chang4+5
苏257	2270.250	89.147	63.045	17.337	225.512	23.099	2.567	15.973	16.58	16.713	17.011	17.193	17.021	16.348	26.679	25.397		chang4+5
苏257	2270.375	96.594	63.332	17.105	226.658	23.651	2.59	15.598	16.417	16.093	16.849	16.987	16.887	16.223	24.628	23.223		chang4+5
苏257	2270.500	102.691	63.551	16.594	227.638	23.921	2.6	15.283	16.03	15.519	16.432	16.503	16.521	15.902	22.57	21.043		chang4+5
苏257	2270.625	106.311	63.652	15.995	228.431	25.284	2.592	15.064	15.59	15.049	15.946	15.931	16.099	15.546	21.079	19.531		chang4+5
苏257	2270.750	109.749	63.67	15.443	229.421	25.785	2.579	14.943	15.204	14.706	15.516	15.405	15.734	15.251	20.221	18.714		chang4+5
苏257	2270.875	111.775	63.648	14.996	230.705	25.998	2.58	14.903	14.912	14.479	15.195	14.978	15.47	15.048	19.825	18.334		chang4+5
苏257	2271.000	112.969	63.598	14.671	232.043	25.983	2.598	14.929	14.719	14.362	14.998	14.668	15.315	14.939	19.683	18.143		chang4+5
苏257	2271.125	114.659	63.503	14.466	232.972	26.668	2.616	14.997	14.618	14.338	14.925	14.474	15.263	14.912	19.685	18.059		chang4+5
苏257	2271.250	115.623	63.337	14.361	233.285	27.398	2.623	15.149	14.585	14.443	14.953	14.374	15.288	14.942	19.963	18.201		chang4+5
苏257	2271.375	111.477	63.1	14.361	232.968	26.231	2.615	15.441	14.622	14.738	15.089	14.376	15.396	15.027	20.755	18.929		chang4+5
苏257	2271.500	102.144	62.836	14.507	231.941	25.312	2.593	15.866	14.768	15.225	15.377	14.518	15.63	15.209	22.189	20.319		chang4+5
苏257	2271.625	93.351	62.606	14.832	230.452	24.475	2.568	16.388	15.057	15.879	15.853	14.834	16.03	15.522	24.596	22.702		chang4+5
苏257	2271.750	87.485	62.456	15.348	228.787	23.787	2.561	16.99	15.49	16.715	16.524	15.336	16.601	15.962	27.999	25.938		chang4+5
苏257	2271.875	83.573	62.387	16.037	226.623	23.469	2.566	17.726	16.041	17.795	17.364	16.007	17.319	16.498	32.277	29.817		chang4+5
苏257	2272.000	78.112	62.376	16.916	223.836	22.194	2.553	18.566	16.711	19.105	18.38	16.86	18.19	17.126	38.019	35.186		chang4+5
苏257	2272.125	70.81	62.38	18.037	221.43	20.875	2.516	19.36	17.539	20.492	19.608	17.948	19.259	17.879	44.472	42.238		chang4+5
苏257	2272.250	61.792	62.368	19.357	221.044	20.19	2.484	19.878	18.479	21.593	20.967	19.229	20.471	18.703	47.483	46.533		chang4+5
苏257	2272.375	57.923	62.335	20.681	226.649	20.262	2.481	19.65	19.372	21.763	22.208	20.51	21.624	19.444	42.242	45.422		chang4+5
苏257	2272.500	65.401	62.319	21.567	239.155	22.568	2.492	17.98	19.886	20.052	22.841	21.363	22.287	19.794	32.882	38.389		chang4+5
苏257	2272.625	84.082	62.387	21.339	255.138	27.099	2.48	15.335	19.49	17.086	22.181	21.128	21.813	19.265	24.816	28.553		chang4+5
苏257	2272.750	106.535	62.607	19.478	270.778	32.201	2.44	13.031	17.754	14.473	19.819	19.294	19.725	17.473	19.152	19.909		chang4+5
苏257	2272.875	124.714	62.998	16.648	281.093	34.393	2.407	12.257	15.226	13.769	16.592	16.513	16.722	14.95	16.176	14.732		chang4+5
苏257	2273.000	134.014	63.537	14.439	283.984	32.549	2.425	12.865	13.25	15.033	14.125	14.344	14.37	12.972	15.322	13.587		chang4+5
苏257	2273.125	133.885	64.129	14.059	282.003	30.666	2.472	14.214	12.782	17.603	13.479	13.984	13.764	12.411	16.043	14.979		chang4+5
苏257	2273.250	129.199	64.68	15.578	277.106	31.728	2.492	15.295	13.77	20.384	14.597	15.519	14.824	13.158	17.826	17.347		chang4+5
苏257	2273.375	127.969	65.171	18.094	270.78	31.999	2.485	16.223	15.381	23.539	16.612	18.069	16.545	14.385	20.304	20.136		chang4+5
苏257	2273.500	126.204	65.572	20.948	263.728	29.178	2.509	17.043	16.958	25.949	18.947	20.982	18.173	15.45	22.928	22.615		chang4+5
苏257	2273.625	116.591	65.88	24.161	258.37	28.285	2.552	19.202	18.571	31.141	21.66	24.28	19.787	16.458	23.681	23.27		chang4+5
苏257	2273.750	107.154	66.091	27.465	258.345	33.182	2.544	22.483	20.324	37.707	24.549	27.668	21.534	17.651	22.335	22.461		chang4+5
苏257	2273.875	108.505	66.214	32.319	263.099	40.008	2.441	24.001	23.197	38.526	28.968	32.649	24.351	19.821	19.247	20.102		chang4+5
苏257	2274.000	119.306	66.263	37.552	270.988	46.747	2.269	19.496	26.715	28.049	34.004	38.054	27.633	22.694	15.309	16.633		chang4+5
苏257	2274.125	127.264	66.278	36.036	278.238	48.744	1.989	11.001	26.532	13.727	33.247	36.613	27.003	22.895	11.937	13.004		chang4+5
苏257	2274.250	124.71	66.327	25.338	278.416	48.026	1.988	6.051	19.965	6.662	23.958	25.794	20.047	17.773	9.647	9.936		chang4+5
苏257	2274.375	116.393	66.47	13.086	271.081	42.64	2.207	4.127	11.256	4.091	12.717	13.335	11.212	10.43	8.526	8.214		chang4+5
苏257	2274.500	108.901	66.689	6.371	259.087	35.276	2.446	3.804	6.007	3.584	6.346	6.479	5.965	5.819	8.694	8.228		chang4+5
苏257	2274.625	103.767	66.981	4.121	246.182	30.328	2.542	4.894	4.154	4.317	4.158	4.165	4.121	4.163	10.283	10.32		chang4+5
苏257	2274.750	99.692	67.33	3.77	237.076	28.242	2.616	7.807	3.961	6.227	3.827	3.797	3.923	4.055	12.82	13.267		chang4+5
苏257	2274.875	96.197	67.705	4.695	233.525	28.289	2.631	12.844	5.203	9.06	4.819	4.735	5.131	5.471	15.681	15.959		chang4+5
苏257	2275.000	96.747	68.071	6.79	235.301	29.248	2.626	17.041	8.1	11.506	7.069	6.861	7.94	8.838	18.012	17.747		chang4+5
苏257	2275.125	100.378	68.381	9.481	241.272	29.395	2.618	18.605	12.047	12.96	9.984	9.588	11.78	13.576	18.485	17.802		chang4+5
苏257	2275.250	103.438	68.612	11.718	248.331	28.759	2.612	18.553	15.138	13.891	12.35	11.827	14.827	17.21	17.565	16.657		chang4+5
苏257	2275.375	106.936	68.787	13.087	252.788	28.274	2.619	17.714	16.473	14.652	13.659	13.151	16.21	18.491	16.942	15.866		chang4+5
苏257	2275.500	108.727	68.975	14.013	253.316	27.422	2.642	16.562	16.77	15.388	14.397	14.004	16.631	18.37	17.116	15.858		chang4+5
苏257	2275.625	108.531	69.239	14.78	247.427	26.243	2.667	15.838	16.512	16.606	14.916	14.695	16.526	17.499	18.172	16.618		chang4+5
苏257	2275.750	106.561	69.598	15.624	237.385	24.857	2.676	16.474	16.126	19.42	15.512	15.479	16.283	16.45	20.046	18.113		chang4+5
苏257	2275.875	104.163	70.005	17.166	228.875	25.591	2.663	18.565	16.327	24.299	16.826	16.977	16.622	16.01	21.946	19.691		chang4+5
苏257	2276.000	104.076	70.358	20.393	227.318	27.895	2.609	20.958	17.924	29.26	19.789	20.155	18.386	16.922	21.692	19.831		chang4+5
苏257	2276.125	107.745	70.581	25.24	233.416	32.561	2.507	20.938	20.801	29.467	24.328	24.949	21.466	19.038	19.09	18.017		chang4+5
苏257	2276.250	111.762	70.669	29.136	245.184	39.73	2.307	16.099	23.196	21.453	28.039	28.841	23.983	20.88	15.624	15.145		chang4+5
苏257	2276.375	113.561	70.663	27.531	260.317	45.216	2.139	10.017	21.958	12.353	26.589	27.32	22.613	19.782	12.305	11.731		chang4+5
苏257	2276.500	110.776	70.588	19.736	273.627	43.672	2.121	6.576	16.28	7.378	19.213	19.652	16.621	14.898	10.034	8.999		chang4+5
苏257	2276.625	108.169	70.441	11.657	275.223	39.132	2.247	5.494	10.165	5.782	11.474	11.657	10.276	9.54	8.985	7.836		chang4+5
苏257	2276.750	109.876	70.221	7.321	266.443	34.264	2.416	5.654	6.778	5.735	7.285	7.35	6.801	6.539	8.948	7.904		chang4+5
