井名	深度	GR	SP	RT	AC	CNL	DEN	RT.1	RT.2	RT.3	RT.4	RT.5	RT.6	RT.7	RT.8	RT.9	解释结论	层位
苏257	2276.875	110.776	69.936	5.847	253.937	30.724	2.543	6.695	5.666	6.662	5.866	5.89	5.655	5.583	9.703	8.798		chang4+5
苏257	2277.000	108.227	69.624	5.929	239.557	30.571	2.612	8.959	5.887	8.882	5.977	5.994	5.847	5.865	11.116	10.335		chang4+5
苏257	2277.125	105.822	69.358	7.135	232.354	32.621	2.633	12.453	7.167	12.377	7.214	7.247	7.067	7.171	12.548	11.857		chang4+5
苏257	2277.250	105.874	69.204	9.587	242.071	33.658	2.616	15.7	9.649	15.639	9.699	9.771	9.427	9.661	12.793	12.179		chang4+5
苏257	2277.375	104.538	69.161	12.942	260.704	35.167	2.522	14.768	13.002	14.802	13.082	13.22	12.569	13.015	11.939	11.372		chang4+5
苏257	2277.500	103.391	69.187	15.233	278.766	37.509	2.341	9.86	15.275	9.97	15.384	15.586	14.625	15.273	10.559	9.885		chang4+5
苏257	2277.625	106.018	69.253	13.685	288.883	40.321	2.208	6.05	13.694	6.072	13.815	14.015	13.064	13.638	9.262	8.229		chang4+5
苏257	2277.750	111.313	69.32	9.371	287.162	39.84	2.258	4.874	9.367	4.797	9.459	9.593	8.977	9.287	8.714	7.357		chang4+5
苏257	2277.875	114.155	69.351	6.064	273.84	34.152	2.441	5.249	6.093	5.003	6.118	6.19	5.896	6.054	9.149	7.894		chang4+5
苏257	2278.000	115.034	69.331	4.889	254.528	29.168	2.581	7.008	4.99	6.401	4.935	4.98	4.849	4.999	10.46	9.405		chang4+5
苏257	2278.125	116.664	69.295	5.317	240.455	27.493	2.633	9.921	5.565	8.539	5.368	5.413	5.376	5.637	12.422	11.378		chang4+5
苏257	2278.250	113.889	69.286	6.841	233.643	27.41	2.651	12.693	7.413	10.412	6.913	6.976	7.067	7.613	14.768	13.472		chang4+5
苏257	2278.375	105.543	69.345	8.852	232.406	26.869	2.654	14.392	9.978	11.582	8.957	9.063	9.364	10.402	16.599	14.885		chang4+5
苏257	2278.500	99.75	69.491	10.571	235.65	26.165	2.638	15.201	12.249	12.169	10.69	10.854	11.392	12.914	16.837	15.09		chang4+5
苏257	2278.625	102.097	69.696	11.66	241.307	27.637	2.624	15.04	13.686	12.137	11.765	11.982	12.671	14.496	16.043	14.472		chang4+5
苏257	2278.750	105.404	69.868	12.14	247.908	29.779	2.619	13.91	14.299	11.429	12.223	12.463	13.195	15.136	14.815	13.31		chang4+5
苏257	2278.875	105.916	69.918	11.963	255.613	31.938	2.619	12.732	14.008	10.647	12.036	12.256	12.948	14.771	13.43	12.042		chang4+5
苏257	2279.000	107.963	69.826	11.286	264.99	33.694	2.617	11.914	13.061	10.068	11.366	11.535	12.134	13.697	12.124	10.78		chang4+5
苏257	2279.125	111.846	69.634	10.556	275.457	33.814	2.6	11.055	12.077	9.4	10.658	10.766	11.287	12.607	11.153	9.691		chang4+5
苏257	2279.250	112.624	69.382	9.948	285.071	33.873	2.569	9.833	11.295	8.439	10.08	10.129	10.62	11.765	10.609	9.027		chang4+5
苏257	2279.375	112.444	69.052	9.21	290.695	35.547	2.532	8.776	10.389	7.596	9.365	9.36	9.837	10.813	10.438	8.691		chang4+5
苏257	2279.500	117.0	68.631	8.3	289.967	35.416	2.51	8.794	9.289	7.577	8.46	8.416	8.869	9.659	10.759	8.888		chang4+5
苏257	2279.625	126.572	68.118	7.654	282.991	33.822	2.529	9.768	8.519	8.298	7.814	7.747	8.191	8.859	11.575	9.634		chang4+5
苏257	2279.750	136.437	67.552	7.741	271.376	32.489	2.552	11.022	8.643	9.261	7.922	7.83	8.337	9.014	12.721	10.674		chang4+5
苏257	2279.875	139.084	67.0	8.478	257.884	29.95	2.568	11.994	9.545	10.112	8.701	8.575	9.215	10.001	14.14	11.982		chang4+5
苏257	2280.000	126.925	66.511	9.399	245.642	26.851	2.577	12.767	10.629	10.93	9.664	9.505	10.278	11.169	15.759	13.39		chang4+5
苏257	2280.125	109.731	66.064	10.254	236.06	25.435	2.591	13.455	11.547	11.811	10.541	10.363	11.203	12.122	17.285	14.714		chang4+5
苏257	2280.250	94.986	65.63	11.088	230.029	24.764	2.603	13.978	12.328	12.695	11.378	11.194	12.023	12.883	18.652	16.012		chang4+5
苏257	2280.375	89.743	65.177	11.968	227.356	24.661	2.596	14.289	13.053	13.486	12.242	12.064	12.809	13.539	19.938	17.027		chang4+5
苏257	2280.500	90.968	64.705	12.829	226.643	24.696	2.57	14.489	13.655	14.227	13.066	12.908	13.492	14.023	21.286	17.976		chang4+5
苏257	2280.625	90.602	64.211	13.611	226.697	23.653	2.55	14.741	14.097	15.033	13.795	13.668	14.033	14.316	22.877	19.27		chang4+5
苏257	2280.750	85.132	63.694	14.371	226.647	23.038	2.545	15.089	14.476	15.901	14.492	14.403	14.52	14.534	24.514	20.707		chang4+5
苏257	2280.875	77.685	63.183	15.188	226.51	23.823	2.549	15.411	14.903	16.678	15.243	15.194	15.064	14.806	26.01	22.132		chang4+5
苏257	2281.000	74.034	62.725	16.033	226.821	24.455	2.549	15.528	15.381	17.123	16.027	16.015	15.659	15.145	26.952	22.971		chang4+5
苏257	2281.125	76.194	62.4	16.741	227.44	24.9	2.543	15.407	15.773	17.181	16.685	16.707	16.164	15.422	26.747	22.679		chang4+5
苏257	2281.250	78.103	62.253	17.115	228.044	26.087	2.539	15.127	15.921	16.93	17.022	17.071	16.407	15.496	25.543	21.481		chang4+5
苏257	2281.375	77.377	62.24	17.114	228.559	27.0	2.543	14.833	15.803	16.577	17.0	17.067	16.356	15.345	24.027	20.001		chang4+5
苏257	2281.500	77.184	62.275	16.863	228.908	26.626	2.552	14.595	15.528	16.232	16.744	16.818	16.123	15.074	22.729	18.854		chang4+5
苏257	2281.625	82.383	62.273	16.517	229.089	25.871	2.571	14.431	15.222	15.944	16.405	16.478	15.839	14.795	21.893	18.278		chang4+5
苏257	2281.750	94.556	62.219	16.186	229.344	25.832	2.589	14.32	14.963	15.716	16.089	16.155	15.59	14.572	21.415	18.03		chang4+5
苏257	2281.875	108.051	62.126	15.907	229.78	25.942	2.605	14.25	14.765	15.547	15.83	15.885	15.394	14.413	21.073	17.912		chang4+5
苏257	2282.000	115.728	62.005	15.69	230.065	26.409	2.614	14.185	14.626	15.409	15.637	15.678	15.252	14.31	20.744	17.781		chang4+5
苏257	2282.125	112.613	61.857	15.524	229.773	26.489	2.615	14.136	14.525	15.315	15.493	15.519	15.143	14.238	20.471	17.591		chang4+5
苏257	2282.250	106.911	61.688	15.394	228.823	25.398	2.61	14.141	14.444	15.312	15.383	15.396	15.051	14.177	20.447	17.626		chang4+5
苏257	2282.375	102.56	61.505	15.32	227.092	24.83	2.598	14.252	14.397	15.45	15.326	15.326	14.991	14.14	20.669	17.946		chang4+5
苏257	2282.500	98.037	61.327	15.342	224.676	23.819	2.588	14.481	14.422	15.729	15.361	15.35	15.007	14.165	21.383	18.629		chang4+5
苏257	2282.625	93.412	61.197	15.503	222.014	22.3	2.588	14.817	14.562	16.124	15.531	15.511	15.143	14.296	22.679	20.037		chang4+5
苏257	2282.750	90.223	61.146	15.806	219.741	20.394	2.602	15.18	14.828	16.524	15.843	15.812	15.412	14.548	24.084	21.654		chang4+5
苏257	2282.875	88.193	61.194	16.196	218.389	19.884	2.618	15.468	15.18	16.805	16.241	16.198	15.768	14.884	25.126	22.825		chang4+5
苏257	2283.000	89.11	61.335	16.568	218.394	20.459	2.626	15.537	15.531	16.795	16.622	16.566	16.119	15.227	25.521	23.586		chang4+5
苏257	2283.125	91.49	61.533	16.784	219.873	21.225	2.624	15.359	15.765	16.47	16.848	16.777	16.34	15.465	24.711	23.138		chang4+5
苏257	2283.250	92.5	61.724	16.721	222.326	22.172	2.621	15.054	15.769	15.985	16.793	16.71	16.315	15.493	23.118	21.805		chang4+5
苏257	2283.375	92.5	61.836	16.378	225.393	22.397	2.618	14.739	15.538	15.488	16.452	16.364	16.038	15.3	21.502	20.431		chang4+5
苏257	2283.500	93.307	61.845	15.897	228.952	22.184	2.612	14.467	15.19	15.057	15.968	15.882	15.638	14.998	20.15	19.175		chang4+5
苏257	2283.625	96.82	61.797	15.416	232.899	23.811	2.606	14.246	14.841	14.711	15.477	15.401	15.237	14.693	19.167	18.272		chang4+5
苏257	2283.750	101.778	61.785	15.001	236.971	25.907	2.597	14.109	14.541	14.493	15.045	14.988	14.889	14.431	18.677	17.87		chang4+5
苏257	2283.875	107.841	61.873	14.68	240.24	27.003	2.585	14.099	14.311	14.443	14.697	14.67	14.613	14.226	18.621	17.868		chang4+5
苏257	2284.000	111.467	62.06	14.491	241.901	26.725	2.568	14.225	14.184	14.562	14.475	14.484	14.445	14.112	18.876	18.233		chang4+5
苏257	2284.125	112.296	62.277	14.475	241.686	25.83	2.547	14.421	14.201	14.77	14.419	14.472	14.426	14.13	19.416	18.898		chang4+5
苏257	2284.250	108.572	62.444	14.604	239.985	24.532	2.529	14.612	14.346	14.977	14.503	14.606	14.534	14.264	20.246	19.94		chang4+5
苏257	2284.375	98.958	62.496	14.806	238.272	24.054	2.516	14.767	14.552	15.141	14.657	14.813	14.702	14.454	21.164	21.149		chang4+5
苏257	2284.500	85.547	62.435	15.002	239.32	24.987	2.513	14.945	14.751	15.314	14.808	15.015	14.857	14.636	22.021	22.186		chang4+5
苏257	2284.625	75.782	62.284	15.172	244.688	26.891	2.512	15.168	14.93	15.51	14.939	15.191	14.987	14.799	22.562	22.947		chang4+5
苏257	2284.750	75.697	62.1	15.349	254.177	29.514	2.499	15.39	15.127	15.676	15.091	15.377	15.132	14.986	22.572	23.054		chang4+5
苏257	2284.875	90.584	61.905	15.538	265.415	32.861	2.476	15.531	15.351	15.721	15.269	15.573	15.3	15.207	22.013	22.507		chang4+5
苏257	2285.000	113.719	61.702	15.68	274.901	34.331	2.468	15.521	15.547	15.567	15.42	15.724	15.44	15.413	20.934	21.572		chang4+5
苏257	2285.125	130.536	61.479	15.685	281.039	35.383	2.488	15.305	15.63	15.15	15.454	15.734	15.471	15.522	19.602	20.197		chang4+5
苏257	2285.250	131.732	61.261	15.476	284.548	36.325	2.519	14.862	15.531	14.456	15.294	15.529	15.328	15.469	18.157	18.803		chang4+5
苏257	2285.375	125.541	61.127	15.019	287.259	36.978	2.513	14.037	15.214	13.382	14.897	15.074	14.981	15.22	16.344	17.116		chang4+5
苏257	2285.500	121.49	61.136	14.246	290.201	37.473	2.467	12.565	14.602	11.809	14.188	14.299	14.359	14.695	14.49	15.025		chang4+5
苏257	2285.625	121.085	61.308	13.065	292.211	37.292	2.447	10.881	13.553	10.163	13.066	13.109	13.326	13.728	13.065	13.232		chang4+5
苏257	2285.750	120.71	61.621	11.512	286.849	35.084	2.491	9.821	12.038	9.164	11.544	11.541	11.855	12.255	12.244	12.038		chang4+5
苏257	2285.875	116.581	62.005	10.028	272.371	31.025	2.562	10.222	10.517	9.525	10.068	10.044	10.383	10.734	12.666	12.448		chang4+5
苏257	2286.000	105.43	62.375	9.312	253.682	26.221	2.606	11.739	9.77	10.959	9.349	9.319	9.667	9.984	14.917	15.371		chang4+5
苏257	2286.125	91.202	62.65	9.815	234.572	22.568	2.629	13.709	10.297	12.983	9.844	9.813	10.203	10.529	18.857	20.256		chang4+5
苏257	2286.250	83.777	62.825	11.351	219.571	20.705	2.636	15.368	11.86	15.041	11.357	11.334	11.773	12.114	24.481	26.344		chang4+5
苏257	2286.375	81.555	62.933	13.348	212.552	18.135	2.632	16.57	13.767	16.916	13.303	13.307	13.705	13.987	30.964	32.331		chang4+5
苏257	2286.500	76.949	63.02	15.362	209.847	16.934	2.62	17.436	15.476	18.613	15.24	15.293	15.472	15.563	35.899	37.026		chang4+5
苏257	2286.625	71.797	63.145	17.202	208.83	17.443	2.609	17.992	16.826	20.022	16.995	17.107	16.91	16.7	38.528	39.964		chang4+5
苏257	2286.750	68.025	63.356	18.853	209.054	18.545	2.61	18.177	17.891	20.901	18.562	18.731	18.086	17.522	39.275	41.067		chang4+5
苏257	2286.875	67.26	63.639	20.152	210.386	18.51	2.616	17.945	18.608	21.01	19.799	20.01	18.922	18.008	37.94	39.993		chang4+5
苏257	2287.000	69.833	63.906	20.865	213.109	18.96	2.618	17.463	18.873	20.475	20.497	20.713	19.294	18.106	34.939	36.757		chang4+5
苏257	2287.125	75.962	64.056	20.887	217.937	20.088	2.612	16.867	18.684	19.494	20.559	20.738	19.184	17.849	30.818	32.297		chang4+5
苏257	2287.250	80.901	64.1	20.281	225.368	20.825	2.601	16.171	18.145	18.177	20.045	20.144	18.687	17.353	26.078	27.153		chang4+5
苏257	2287.375	83.688	64.094	19.241	235.029	22.165	2.595	15.248	17.399	16.569	19.127	19.122	17.949	16.741	21.897	22.55		chang4+5
苏257	2287.500	87.262	64.088	17.884	245.983	24.0	2.586	14.037	16.473	14.73	17.897	17.795	17.002	16.0	18.641	19.017		chang4+5
苏257	2287.625	94.179	64.076	16.233	256.291	25.974	2.578	12.921	15.291	13.203	16.35	16.177	15.774	15.018	16.29	16.283		chang4+5
苏257	2287.750	107.099	64.029	14.472	262.712	27.371	2.572	12.435	13.939	12.495	14.645	14.444	14.359	13.836	14.985	14.611		chang4+5
苏257	2287.875	120.76	63.93	13.114	263.191	29.168	2.566	12.693	12.856	12.653	13.303	13.107	13.224	12.864	14.813	14.375		chang4+5
苏257	2288.000	129.322	63.806	12.577	257.87	29.905	2.561	13.502	12.459	13.468	12.774	12.585	12.814	12.527	15.866	15.813		chang4+5
苏257	2288.125	120.38	63.715	12.834	249.819	27.476	2.556	14.533	12.767	14.616	13.046	12.855	13.151	12.868	18.026	18.66		chang4+5
苏257	2288.250	103.11	63.71	13.68	242.028	26.055	2.551	15.486	13.587	15.815	13.909	13.717	14.031	13.69	21.138	22.327		chang4+5
苏257	2288.375	96.273	63.791	14.83	237.377	24.988	2.549	16.135	14.628	16.781	15.068	14.888	15.149	14.695	24.225	25.558		chang4+5
苏257	2288.500	103.857	63.947	15.972	236.591	24.552	2.551	16.522	15.592	17.473	16.207	16.055	16.183	15.584	25.994	27.248		chang4+5
苏257	2288.625	112.018	64.147	16.891	238.432	24.515	2.565	16.801	16.296	17.941	17.108	16.998	16.94	16.192	26.284	27.362		chang4+5
苏257	2288.750	110.577	64.366	17.538	243.737	24.763	2.595	17.06	16.756	18.241	17.744	17.668	17.427	16.563	25.634	26.626		chang4+5
苏257	2288.875	106.681	64.544	17.989	254.165	24.798	2.625	17.26	17.097	18.291	18.209	18.142	17.771	16.847	24.922	25.633		chang4+5
苏257	2289.000	108.093	64.646	18.236	268.736	26.411	2.622	17.431	17.35	18.081	18.506	18.412	18.006	17.091	24.641	24.998		chang4+5
苏257	2289.125	115.124	64.692	18.234	288.225	30.034	2.565	17.677	17.49	17.724	18.587	18.43	18.109	17.285	24.105	24.472		chang4+5
苏257	2289.250	122.561	64.768	18.015	310.56	32.367	2.474	17.752	17.563	17.052	18.486	18.232	18.129	17.482	22.258	22.816		chang4+5
苏257	2289.375	130.986	64.949	17.588	329.468	36.94	2.389	16.709	17.566	15.345	18.188	17.812	18.067	17.68	19.353	20.073		chang4+5
苏257	2289.500	139.089	65.272	16.688	342.905	42.82	2.316	14.252	17.155	12.665	17.368	16.898	17.576	17.5	16.315	16.989		chang4+5
苏257	2289.625	140.582	65.681	14.826	349.894	46.25	2.25	11.477	15.675	10.106	15.478	14.999	15.996	16.204	13.75	13.847		chang4+5
苏257	2289.750	135.178	66.063	12.226	345.892	44.323	2.256	10.089	13.179	8.839	12.741	12.347	13.395	13.746	12.302	11.816		chang4+5
苏257	2289.875	130.752	66.311	9.96	328.98	41.276	2.309	10.176	10.817	8.817	10.317	10.035	10.954	11.315	11.961	11.293		chang4+5
苏257	2290.000	128.148	66.419	8.88	306.799	40.79	2.376	11.312	9.692	9.682	9.152	8.933	9.799	10.159	12.478	11.87		chang4+5
苏257	2290.125	123.386	66.446	9.025	283.329	37.07	2.434	12.87	9.926	11.016	9.268	9.07	10.041	10.444	13.838	13.425		chang4+5
苏257	2290.250	113.314	66.418	9.939	260.988	32.149	2.494	14.446	10.996	12.613	10.158	9.981	11.147	11.609	16.0	15.736		chang4+5
苏257	2290.375	103.931	66.309	11.304	247.518	27.967	2.56	15.781	12.467	14.458	11.454	11.342	12.677	13.145	18.875	18.637		chang4+5
苏257	2290.500	98.174	66.102	12.951	239.028	25.179	2.606	17.006	14.027	16.723	12.938	12.981	14.314	14.661	22.175	22.18		chang4+5
苏257	2290.625	93.16	65.805	14.866	232.353	23.973	2.615	18.37	15.559	19.736	14.573	14.879	15.933	15.989	25.776	26.268		chang4+5
苏257	2290.750	84.377	65.465	17.288	227.493	22.975	2.593	20.094	17.213	23.802	16.59	17.284	17.681	17.252	29.626	30.62		chang4+5
苏257	2290.875	75.213	65.131	20.518	224.137	21.287	2.581	21.899	19.239	28.892	19.342	20.506	19.791	18.708	33.037	34.388		chang4+5
苏257	2291.000	74.586	64.871	24.747	222.711	20.588	2.583	23.707	21.71	34.593	23.005	24.739	22.321	20.414	35.327	36.391		chang4+5
苏257	2291.125	80.332	64.731	29.922	224.232	20.646	2.576	25.565	24.478	40.026	27.486	29.945	25.102	22.216	35.864	36.446		chang4+5
苏257	2291.250	85.613	64.713	35.553	231.224	22.317	2.567	26.66	27.341	42.325	32.436	35.646	27.891	24.041	31.983	33.823		chang4+5
苏257	2291.375	88.213	64.799	40.348	243.433	26.122	2.564	24.216	29.879	36.585	36.813	40.548	30.236	25.761	24.092	27.723		chang4+5
苏257	2291.500	95.487	64.952	40.834	262.62	31.356	2.558	16.065	30.211	22.164	37.551	41.144	30.297	26.021	16.926	20.802		chang4+5
苏257	2291.625	114.654	65.124	33.209	286.802	39.387	2.472	8.794	25.433	10.902	30.988	33.55	25.33	22.264	12.067	14.692		chang4+5
苏257	2291.750	133.519	65.276	20.422	305.885	42.962	2.19	5.595	16.558	6.191	19.405	20.679	16.435	14.881	9.075	9.763		chang4+5
苏257	2291.875	138.101	65.403	10.517	312.898	44.394	1.997	4.854	9.164	5.012	10.189	10.659	9.092	8.524	7.965	7.615		chang4+5
苏257	2292.000	129.321	65.561	6.167	304.844	39.953	2.007	5.673	5.791	5.565	6.084	6.246	5.746	5.591	8.533	8.509		chang4+5
苏257	2292.125	114.133	65.811	5.157	283.293	32.016	2.221	8.318	5.094	7.848	5.143	5.223	5.046	5.044	10.852	12.669		chang4+5
苏257	2292.250	94.029	66.161	6.077	257.748	25.93	2.449	13.161	6.209	11.986	6.094	6.149	6.124	6.252	15.526	19.928		chang4+5
苏257	2292.375	75.459	66.545	8.666	236.877	23.109	2.564	18.851	9.102	17.282	8.721	8.781	8.912	9.281	23.194	28.903		chang4+5
苏257	2292.500	66.858	66.858	12.963	227.165	22.224	2.596	23.31	13.807	21.987	13.069	13.166	13.434	14.174	31.501	36.493		chang4+5
苏257	2292.625	64.572	67.042	18.036	230.95	22.993	2.591	24.713	19.091	24.231	18.165	18.313	18.513	19.553	32.344	37.082		chang4+5
苏257	2292.750	65.896	67.087	22.297	244.295	24.972	2.565	21.341	23.127	21.845	22.379	22.559	22.409	23.462	27.36	32.12		chang4+5
苏257	2292.875	75.796	67.036	23.557	261.866	27.481	2.529	15.449	23.814	16.254	23.557	23.743	23.164	23.861	21.331	25.008		chang4+5
苏257	2293.000	92.469	66.931	20.562	278.074	31.599	2.473	11.46	20.271	12.151	20.504	20.673	19.881	20.067	16.903	18.446		chang4+5
苏257	2293.125	104.136	66.778	15.613	286.854	34.109	2.406	10.16	15.116	10.65	15.532	15.659	14.959	14.842	14.487	14.573		chang4+5
苏257	2293.250	110.497	66.579	12.044	285.183	32.666	2.361	10.566	11.612	10.971	11.962	12.054	11.571	11.393	13.705	13.245		chang4+5
苏257	2293.375	114.048	66.329	10.833	276.122	30.525	2.379	11.776	10.504	12.132	10.742	10.825	10.516	10.346	14.213	13.521		chang4+5
苏257	2293.500	111.738	66.069	11.206	264.427	29.705	2.446	13.481	10.932	13.863	11.076	11.187	10.985	10.809	15.873	15.324		chang4+5
苏257	2293.625	103.516	65.85	12.472	254.189	27.818	2.538	15.149	12.213	15.708	12.268	12.447	12.32	12.107	18.646	18.243		chang4+5
苏257	2293.750	97.902	65.721	14.195	251.031	26.691	2.602	16.432	13.895	17.353	13.877	14.173	14.066	13.775	21.694	21.121		chang4+5
苏257	2293.875	100.182	65.697	15.988	259.513	29.936	2.623	17.149	15.544	18.613	15.516	15.98	15.779	15.359	23.948	23.256		chang4+5
苏257	2294.000	106.997	65.761	17.547	277.966	35.643	2.588	17.396	16.834	19.544	16.928	17.568	17.11	16.52	24.869	24.159		chang4+5
苏257	2294.125	113.721	65.885	18.756	300.581	39.938	2.49	17.501	17.662	20.344	18.033	18.819	17.938	17.163	24.482	23.95		chang4+5
苏257	2294.250	117.486	66.023	19.68	316.039	41.958	2.354	17.737	18.13	21.084	18.896	19.795	18.364	17.41	22.926	23.016		chang4+5
苏257	2294.375	124.518	66.129	20.475	320.536	42.924	2.244	17.664	18.485	20.948	19.689	20.648	18.641	17.554	19.874	21.036		chang4+5
苏257	2294.500	132.68	66.168	21.049	317.31	44.386	2.211	16.059	18.797	18.508	20.346	21.28	18.848	17.735	16.229	18.094		chang4+5
苏257	2294.625	132.78	66.142	20.399	309.855	43.201	2.222	12.243	18.308	13.417	19.89	20.668	18.244	17.301	13.046	14.889		chang4+5
苏257	2294.750	128.998	66.112	17.375	311.632	42.462	2.231	8.571	15.924	8.852	17.133	17.635	15.785	15.195	10.657	11.903		chang4+5
苏257	2294.875	123.736	66.14	12.634	318.072	42.662	2.237	6.539	11.967	6.414	12.611	12.835	11.823	11.599	9.187	9.744		chang4+5
苏257	2295.000	118.106	66.259	8.552	321.162	40.384	2.278	6.285	8.416	5.972	8.625	8.679	8.308	8.315	8.728	9.022		chang4+5
苏257	2295.125	114.628	66.428	6.49	320.158	37.703	2.37	7.202	6.595	6.595	6.577	6.564	6.51	6.624	9.233	9.74		chang4+5
苏257	2295.250	111.901	66.55	6.125	313.088	36.743	2.453	8.842	6.383	7.794	6.225	6.182	6.292	6.495	10.528	11.414		chang4+5
苏257	2295.375	112.211	66.554	6.838	300.105	35.408	2.479	10.792	7.311	9.212	6.984	6.908	7.183	7.531	12.613	13.82		chang4+5
苏257	2295.500	117.878	66.423	8.053	286.454	33.209	2.474	12.807	8.828	10.741	8.262	8.143	8.642	9.201	15.472	16.622		chang4+5
苏257	2295.625	123.296	66.191	9.484	273.185	30.755	2.475	14.553	10.6	12.265	9.757	9.595	10.343	11.147	18.403	19.257		chang4+5
苏257	2295.750	123.146	65.896	11.009	259.144	28.769	2.48	15.632	12.407	13.519	11.328	11.135	12.09	13.098	20.479	21.099		chang4+5
苏257	2295.875	115.316	65.525	12.475	246.266	25.781	2.489	16.009	13.977	14.346	12.804	12.604	13.632	14.714	21.715	22.103		chang4+5
苏257	2296.000	98.043	65.065	13.647	236.66	22.747	2.515	15.823	15.019	14.761	13.934	13.759	14.684	15.674	22.184	22.373		chang4+5
苏257	2296.125	78.961	64.517	14.39	230.367	22.219	2.539	15.429	15.453	14.95	14.601	14.472	15.167	15.937	22.218	22.186		chang4+5
苏257	2296.250	70.093	63.919	14.78	226.64	22.706	2.545	15.112	15.456	15.105	14.91	14.828	15.241	15.74	22.238	21.979		chang4+5
苏257	2296.375	70.389	63.358	14.977	225.066	21.977	2.54	14.993	15.277	15.309	15.032	14.992	15.136	15.378	22.444	22.094		chang4+5
苏257	2296.500	72.272	62.895	15.145	226.034	20.91	2.541	14.987	15.145	15.494	15.143	15.136	15.07	15.106	22.774	22.43		chang4+5
苏257	2296.625	73.27	62.579	15.342	230.02	22.158	2.551	14.979	15.132	15.558	15.301	15.319	15.109	14.998	23.041	22.6		chang4+5
苏257	2296.750	77.82	62.413	15.498	240.003	25.922	2.564	14.857	15.17	15.386	15.432	15.47	15.187	14.985	22.794	22.341		chang4+5
苏257	2296.875	91.34	62.392	15.511	255.827	30.254	2.563	14.553	15.149	14.965	15.429	15.483	15.19	14.95	21.625	21.16		chang4+5
苏257	2297.000	110.306	62.497	15.304	272.702	31.766	2.537	13.951	14.98	14.222	15.216	15.285	15.029	14.798	19.985	19.41		chang4+5
苏257	2297.125	125.798	62.676	14.816	286.716	32.062	2.496	13.08	14.574	13.234	14.726	14.809	14.616	14.43	18.449	17.754		chang4+5
苏257	2297.250	127.226	62.884	14.023	290.307	32.722	2.475	12.488	13.875	12.577	13.936	14.031	13.897	13.772	17.346	16.414		chang4+5
苏257	2297.375	119.316	63.122	13.133	282.404	30.914	2.495	12.655	13.059	12.72	13.051	13.153	13.056	12.988	16.839	15.754		chang4+5
苏257	2297.500	112.38	63.432	12.655	271.436	28.313	2.538	13.412	12.625	13.454	12.576	12.687	12.593	12.568	17.054	16.053		chang4+5
苏257	2297.625	110.961	63.867	12.887	264.662	28.759	2.566	14.265	12.881	14.237	12.807	12.931	12.813	12.825	17.539	16.861		chang4+5
苏257	2297.750	109.521	64.427	13.593	264.879	31.064	2.567	14.557	13.62	14.384	13.515	13.649	13.505	13.565	17.299	17.098		chang4+5
苏257	2297.875	105.641	65.037	14.226	271.802	33.123	2.546	13.486	14.318	13.139	14.158	14.289	14.154	14.285	16.416	16.387		chang4+5
苏257	2298.000	103.987	65.59	14.095	278.52	32.39	2.512	11.36	14.288	10.926	14.045	14.159	14.09	14.301	15.378	15.255		chang4+5
苏257	2298.125	107.074	66.003	12.713	276.748	30.407	2.492	9.688	12.999	9.244	12.687	12.767	12.804	13.069	14.284	13.821		chang4+5
苏257	2298.250	108.031	66.263	10.665	266.783	28.644	2.519	9.53	10.987	9.005	10.66	10.702	10.829	11.094	13.824	12.953		chang4+5
苏257	2298.375	102.692	66.39	9.273	254.332	26.527	2.573	10.671	9.605	9.963	9.28	9.297	9.481	9.735	14.323	13.603		chang4+5
苏257	2298.500	97.952	66.418	9.232	244.151	24.728	2.611	12.216	9.626	11.324	9.244	9.247	9.505	9.793	15.402	15.019		chang4+5
苏257	2298.625	94.518	66.344	10.239	241.683	24.994	2.612	13.151	10.752	12.247	10.254	10.248	10.615	10.982	16.226	16.008		chang4+5
苏257	2298.750	93.805	66.161	11.465	246.812	27.125	2.593	13.267	12.07	12.556	11.478	11.464	11.928	12.352	16.666	16.442		chang4+5
苏257	2298.875	100.574	65.887	12.266	254.558	29.103	2.543	12.939	12.842	12.532	12.265	12.248	12.727	13.123	16.699	16.171		chang4+5
苏257	2299.000	110.61	65.564	12.523	257.986	29.896	2.518	12.719	12.95	12.642	12.503	12.489	12.891	13.173	16.361	15.473		chang4+5
苏257	2299.125	112.653	65.247	12.555	253.578	28.808	2.533	12.917	12.769	13.214	12.513	12.507	12.779	12.904	16.514	15.343		chang4+5
苏257	2299.250	105.422	64.989	12.77	243.45	26.569	2.557	13.517	12.742	14.293	12.705	12.708	12.829	12.78	17.917	16.911		chang4+5
苏257	2299.375	94.24	64.819	13.442	232.407	25.049	2.574	14.097	13.127	15.434	13.349	13.363	13.308	13.055	20.179	19.323		chang4+5
苏257	2299.500	90.836	64.72	14.491	224.144	23.829	2.579	14.483	13.82	16.42	14.368	14.396	14.118	13.615	22.908	21.783		chang4+5
苏257	2299.625	95.138	64.673	15.596	221.295	22.641	2.588	14.695	14.507	17.21	15.443	15.486	14.941	14.151	25.721	24.115		chang4+5
苏257	2299.750	98.073	64.649	16.55	221.407	22.605	2.596	14.784	15.022	17.799	16.372	16.43	15.599	14.511	27.723	25.547		chang4+5
苏257	2299.875	98.729	64.596	17.306	221.616	22.356	2.601	14.804	15.359	18.191	17.111	17.181	16.073	14.706	28.504	25.791		chang4+5
